label,score_total,score_swd,score_Nd,score_Nd_drop,score_Rd,score_pressure,score_fdot_prior,f_n,K_d,rho_d,fission_rate,Dv_scale,Dg_scale,b_scale,gb_scale,gd_scale,coalescence_d_scale,capture_scale,swD_1p3_1600K,swB_1p3_1600K,Rd_1p3_1600K,Nd_1p3_1600K,Nd_1p3_1400K,Nd_1p3_1725K,Nd_drop_1725_over_1400_log10,swD_3p2_1600K,swB_3p2_1600K,max_f_cap_step_3p2_1600K,capture_fraction_sum_3p2_1600K,capture_raw_sum_3p2_1600K,dt_h,n_modes,use_full_exp,D1_Xe,D2_Xe,D2_Xe_over_Dg_unscaled,D2_Xe_scaled,D2_xe_scale,D3_Xe,Dg,Dv,Rd1900_soft_max_nm,Rd2000_max_nm,Rd_1900_2000_ratio_max,Rd_1p3_1700K,Rd_1p3_1800K,Rd_1p3_1900K,Rd_1p3_2000K,Rd_inc_1600_1700_nm,Rd_inc_1700_1800_nm,Rd_inc_1800_1900_nm,Rd_inc_1800_2000_nm,Rd_inc_1900_2000_nm,Rd_last_increment_factor_max,Rd_post1800_delta_max_nm,Rd_ratio_2000_over_1700,Rd_ratio_2000_over_1800,Rd_ratio_2000_over_1900,Rd_ratio_max,bulk_gas_1p1_1200,bulk_gas_1p1_1500,bulk_gas_1p1_1600,bulk_gas_1p1_2000,bulk_gas_1p1_2200,bulk_gas_1p3_1600K,bulk_gas_3p2_1200,bulk_gas_3p2_1500,bulk_gas_3p2_1600K,bulk_gas_3p2_1800,bulk_gas_3p2_2000,bulk_gas_3p2_2200,disl_gas_1p1_1200,disl_gas_1p1_1500,disl_gas_1p1_1600,disl_gas_1p1_2000,disl_gas_1p1_2200,disl_gas_1p3_1600K,disl_gas_3p2_1200,disl_gas_3p2_1500,disl_gas_3p2_1600K,disl_gas_3p2_1800,disl_gas_3p2_2000,disl_gas_3p2_2200,family,matrix_gas_1p1_1200,matrix_gas_1p1_1500,matrix_gas_1p1_1600,matrix_gas_1p1_2000,matrix_gas_1p1_2200,matrix_gas_3p2_1200,matrix_gas_3p2_1500,matrix_gas_3p2_1800,matrix_gas_3p2_2000,matrix_gas_3p2_2200,p_b_over_eq_1p3_1600K,p_d_over_eq_1p3_1600K,qgb_gas_1p1_1200,qgb_gas_1p1_1500,qgb_gas_1p1_1600,qgb_gas_1p1_2000,qgb_gas_1p1_2200,qgb_gas_1p3_1600K,qgb_gas_3p2_1200,qgb_gas_3p2_1500,qgb_gas_3p2_1600K,qgb_gas_3p2_1800,qgb_gas_3p2_2000,qgb_gas_3p2_2200,score_base_highT_guard,score_partition,score_qgb,score_radius_guard,score_radius_saturation,score_rizk_prior,score_swig_diag,trial_number,state
baseline_v5_D4_diffusion_resolution_pair_trial_00199,1.9642920359469869,0.774022773763212,0.6882192917732086,0.462681933614489,0.19763870928405447,0.012281007695418318,0.04873746207082277,8.176989353325162e-07,393892.94026348816,42215835069436.64,5.593806849725141e+19,1.4512433388353332,0.8894365939726722,0.023458203026028333,0.5879956979353336,0.5670651304178016,0.8372215744868787,0.0,2.6743873945298557,1.2386271038929988,74.96081224096625,1.5157684253165445e+19,1.6195444754632321e+19,1.2580134673605534e+19,-0.10970758861051012,4.165822563678914,4.440360888174108,0.0,0.0,0.0,12.0,22,0,4.2934800659537927e-19,3.231141798746694e-105,3.539467673785333e-88,1.8859467127315373e-106,0.05836781021071451,1.0348542671991512e-19,4.739215540827204e-19,2.978080647903223e-20,700.0,800.0,1.35,103.88358944354162,143.1450979843981,193.09061411992352,279.9447228917675,28.922777202575375,39.26150854085647,49.94551613552542,136.79962490736943,86.85410877184401,0.75,350.0,2.6947925499235,1.9556710417165646,1.449810101685736,2.8,71.96462093384848,69.68636886473307,58.82225956971595,1.0972137629925163,0.08780830995707342,62.22973946126925,84.73625093850605,83.49751356997945,77.87929581036863,48.28183213742511,15.319170719826484,2.079380737062577,22.53183668731373,24.887963310902535,35.49096043919519,90.97371914007067,91.95091791917028,32.22419071506751,10.671725311984897,11.895983643015718,17.10292894258597,44.59406863657968,75.6148637482736,88.25550662547309,baseline,0.7939025181805295,0.6081457546381825,0.22982834849640385,0.0008085971345439404,6.302861782732028e-05,0.24809299319445063,0.18714447413490204,0.004060050624121637,0.0003703846451119784,3.7061423615130085e-05,1.0008432654530561,1.0777138645877238,4.709639860657274,4.817522069726217,5.456951642592458,7.928258499802267,7.961210742254826,5.357953975893431,4.343930756314626,4.419358312869939,4.949190203854974,7.120039175371074,9.065595147254802,9.665075576040733,0.027619945039496763,0.020957661898180355,0.0,0.0,0.07125298530852803,0.34784913070124357,2.0212870390226247,199,TrialState.COMPLETE
baseline_v5_D4_diffusion_resolution_pair_trial_00198,1.9706422315798984,0.7744274939788865,0.6851540648450795,0.4631114569264757,0.19842464111847624,0.012955957001746477,0.050040489280203264,8.263030261208731e-07,395316.9427228215,41417038947207.586,5.610615324867102e+19,1.3818049947576527,0.9120970527992265,0.02417815576196205,0.5901840217620429,0.5710246464504419,0.8466911428460734,0.0,2.6210107637603253,1.2503228424129935,74.82224824447168,1.493784450008181e+19,1.595204594962586e+19,1.2406422680795752e+19,-0.10916981866494206,4.051795806867691,4.458459190940544,0.0,0.0,0.0,12.0,22,0,4.2934800659537927e-19,3.2359926838997234e-105,3.771476597280066e-88,2.0107415902537483e-106,0.06213677800502892,1.037963835100414e-19,4.862794269315953e-19,2.835684625461054e-20,700.0,800.0,1.35,103.78424574408105,143.42507450864576,194.77190486146432,286.38930932207467,28.961997499609367,39.640828764564716,51.34683035281856,142.9642348134289,91.61740446061035,0.75,350.0,2.759468041308262,1.9967868958981152,1.4703830592290772,2.8,72.3487562446329,70.09996364113846,59.38914852680123,1.1626760096341653,0.0933902776951041,62.77488119202903,84.97247423246405,83.75898737308225,78.26453710822919,49.193213173951065,16.180424549906792,2.2623948309868314,22.14557461823562,24.469756460053226,34.911459656071074,90.83628592677647,91.86960437504057,31.66514699114192,10.42103918954009,11.619584279806107,16.698866877819796,43.645447598835666,74.66712418502084,87.94616910753854,baseline,0.7830560134806989,0.5998636063562091,0.2266247186815822,0.0008093482199529284,6.366077614816647e-05,0.24595396195390823,0.18560289644736003,0.004020573176835718,0.00036799005698546084,3.728593840002029e-05,1.0013978978891778,1.0789392698936802,4.722613123650781,4.830416292452106,5.472767098446109,8.000228715369413,8.036941686488195,5.374056567863354,4.360532616041947,4.4358254506642885,4.968515055002458,7.157318654036439,9.152083275015379,9.791398775536221,0.023899128053157526,0.022678590009334962,0.0,0.0,0.0787170606466347,0.34491214509152357,1.987899080739382,198,TrialState.COMPLETE
baseline_v5_D4_diffusion_resolution_pair_trial_00197,1.9919739260535245,0.7785462606862862,0.6812199227201406,0.45556906500083766,0.19495324245635243,0.013839156233251129,0.050517730995326256,8.507214704435613e-07,394042.96965275664,41908458915170.52,5.616784160842471e+19,1.422665386626859,0.9264277046474421,0.023999317224578515,0.5864587645150482,0.5739606592081308,0.8972481156813099,0.0,2.6833664634433396,1.2351000901653733,75.39335839969581,1.494831049704594e+19,1.6054724711767159e+19,1.2213017574395474e+19,-0.11877988113214487,4.17126875788027,4.426744611322743,0.0,0.0,0.0,12.0,22,0,4.2934800659537927e-19,3.2377711718939614e-105,3.400395595108159e-88,1.8132899006006336e-106,0.05600426356072392,1.0391050697558571e-19,4.940254607112559e-19,2.919573537137521e-20,700.0,800.0,1.35,104.98969588011737,146.28839536901174,202.46066758604894,317.57856023285905,29.596337480421553,41.29869948889437,56.172272217037204,171.2901648638473,115.1178926468101,0.75,350.0,3.02485455901774,2.1709074013134724,1.5685938608193277,2.8,71.94152100461623,69.64957865535806,58.770423510623466,1.0973749578778687,0.08833414620770177,62.1950649684402,84.75496535153597,83.51473302262363,77.91597832082131,48.55968271417714,15.529890389878835,2.1148710326479234,22.570462342638233,24.93431198329994,35.54036909872295,90.96353232759179,91.9341154726255,32.25407672394968,10.647270235447955,11.871127412128935,17.05366483689288,44.29372953663768,75.3716925887201,88.18226086982331,baseline,0.7693676342350503,0.5897167471581526,0.22296548775571445,0.0007877639473138779,6.32946154476734e-05,0.24116434272579576,0.18209046198153295,0.0039546887692379785,0.0003598127139770198,3.6068174932777025e-05,1.0011134613825503,1.0809859430995603,4.718649018510488,4.826392614183853,5.466241902897862,7.938304950583024,7.9774870865513385,5.36808828599927,4.356600070290288,4.432049103265893,4.963528782814269,7.1426330604159425,9.098057208687077,9.702832029353836,0.018586575891402647,0.02166695455462329,0.0,0.0,0.11810954465465524,0.34558838921022034,2.019120055099547,197,TrialState.COMPLETE
baseline_v5_D4_diffusion_resolution_pair_trial_00195,2.000214819001937,0.7769162094922133,0.6829271474163582,0.45961750126253986,0.20267909348278068,0.013041573687853787,0.05101178404164593,8.307599277206051e-07,394976.1218168139,41534876955862.945,5.6231774457041854e+19,1.2877572108044937,0.9383986251666852,0.024330380777408175,0.5904294211823861,0.5534666224754441,0.9067180552912912,0.0,2.5320163214277844,1.2696176508980173,73.99226440238849,1.492172172250164e+19,1.5969405208765231e+19,1.2292909048808745e+19,-0.11363407241834253,3.898344172836685,4.4948971817439185,0.0,0.0,0.0,12.0,22,0,4.2934800659537927e-19,3.2396133386705943e-105,3.713539104245362e-88,1.980715564514298e-106,0.061140492936947316,1.0402878274552744e-19,5.005200458133275e-19,2.6427514687549797e-20,700.0,800.0,1.35,103.00997199218179,143.84940100478877,200.10961809121545,313.43088126084405,29.017707589793304,40.839429012606985,56.26021708642668,169.58148025605527,113.3212631696286,0.75,350.0,3.0427236819813204,2.1788820743884076,1.566295934451155,2.8,72.88589968033303,70.69435679237993,60.20233174159844,1.2698761525158773,0.10295726939316865,63.53542523864765,85.24383052068244,84.06892760180203,78.71526657612365,50.3008337576993,17.165677932275667,2.476267942298587,21.612399376603197,23.875361813441728,34.08590803913549,90.61865284801955,91.739249741879,30.892885533704384,10.143775227230336,11.3029423879106,16.236603378501748,42.50243046624199,73.58809779866831,87.59263695951194,baseline,0.7672175689516695,0.5878428787364943,0.22233853889882138,0.0008142392012113586,6.552709377903407e-05,0.24111712896713802,0.1819201277641557,0.003938394159673543,0.00036180444697218053,3.724429198096228e-05,1.0009070497182198,1.0788520182987122,4.734483374112119,4.842438515441848,5.4894216803672435,8.110656760263366,8.157727461634055,5.389654724629708,4.371277123120091,4.446209882523232,4.981358113593335,7.19279738189904,9.245862464609042,9.931057853897496,0.012978350448659389,0.025063179859883482,0.0,0.0,0.11577818022788061,0.3444282283410491,1.9425805652981607,195,TrialState.COMPLETE
baseline_v5_D4_diffusion_resolution_pair_trial_00194,2.0054867430204935,0.7800548261200645,0.6702817138345684,0.4612224153947752,0.1950468377671468,0.015159480088841463,0.04936711275434696,8.20737928812513e-07,392689.60912151786,39140162935449.555,5.601922768606988e+19,1.3277555944490387,0.9023374554870678,0.02350851812419686,0.5893966043912198,0.5768211660441241,0.8896532574258535,0.0,2.510884097819684,1.2835076858327972,75.34183300748128,1.4016174983531002e+19,1.4975276066320036e+19,1.1581917395283374e+19,-0.11159437414288827,3.8960446635018458,4.5162270177423105,0.0,0.0,0.0,12.0,22,0,4.2934800659537927e-19,3.23348494184274e-105,3.546649447266812e-88,1.8903059116584693e-106,0.058460328272974656,1.0363557121922928e-19,4.809310454216275e-19,2.724718114679731e-20,700.0,800.0,1.35,105.00919826353386,147.05359362705263,206.14141229672347,329.0465032628176,29.667365256052577,42.044395363518774,59.08781866967084,181.992909635765,122.90509096609415,0.75,350.0,3.1335017189354577,2.2375957985584702,1.596217371350801,2.8,73.44493482078377,71.30731178094125,61.02263216447461,1.3762837710902522,0.11235392212521966,64.26464687863815,85.44940978055695,84.29267987412783,79.0125681192989,50.90165646320256,17.866565437897805,2.6516976363275115,21.060381058770247,23.273443656326197,33.28491848988109,90.46386054386964,91.67332519304829,30.184775913018864,9.959660574476548,11.102086518624265,15.968505970620456,41.936620374963766,72.88818092651483,87.38043474508352,baseline,0.781524043481478,0.5983695725671001,0.22598694805734038,0.0008499803496351908,6.985145135734793e-05,0.245057274042964,0.1847598712446041,0.003997619996924766,0.0003696521972908889,3.8595580801033257e-05,1.0018095148046429,1.0804053907629303,4.713160076964494,4.820874990165437,5.466462397586959,8.159005704690452,8.214251033375126,5.365180180439672,4.345872370923547,4.420473736003294,4.951200170103005,7.157725541836757,9.24488398339007,9.967829023008166,0.01496718297214296,0.026757448936645375,0.0,0.0,0.12943665056050663,0.34731368106769067,1.9452380099038529,194,TrialState.COMPLETE
baseline_v5_D4_diffusion_resolution_pair_trial_00196,2.0334818410019206,0.7880614220398032,0.6690390548194302,0.46350870889877527,0.19831163289092746,0.005004285514600451,0.05124825607745233,8.310465507947578e-07,393950.979834995,38475537852200.984,5.6262400825896124e+19,1.427099401232066,0.9499588364816001,0.024278045192008334,0.6007240428221977,0.5667958127068032,0.9034387827698924,0.0,2.4088568321777233,1.318645688297684,74.59077819815752,1.3856928155054856e+19,1.476950308812358e+19,1.149925628745046e+19,-0.10869613062060732,3.6804786903645685,4.588310875355319,0.0,0.0,0.0,12.0,22,0,4.2934800659537927e-19,3.2404954385873516e-105,3.2859500437558435e-88,1.7528356622015456e-106,0.05409159480149337,1.0408544152790783e-19,5.067398177195658e-19,2.9287295947881604e-20,700.0,800.0,1.35,103.9376040909836,146.2813383690739,208.05023154812162,344.88534965449907,29.346825892826075,42.343734278090295,61.76889317904772,198.60401128542517,136.83511810637745,0.75,350.0,3.3181960722569444,2.3576852215033677,1.6577023110629308,2.8,74.306924521652,72.25660440206474,62.33521607753899,1.5844783579457682,0.13074567451862898,65.49997044155388,85.91661832449081,84.82129491523872,79.78948613426324,52.731117052439,19.799789525245195,3.1336479261035697,20.217936787527364,22.33641722837243,31.965597850285278,90.10016889341537,91.4873351428298,28.941692250095187,9.486728235204941,10.56570821806997,15.177227233191225,40.06448996225348,70.81770292290234,86.67032363915652,baseline,0.7502607468800593,0.574676035573611,0.21720795936727863,0.0008456797220118596,7.042576733746431e-05,0.2361249506514182,0.17816405952959238,0.003845177143652171,0.000357537594891803,3.843492266136253e-05,1.0008932434681728,1.0689488589442293,4.724877943940596,4.832302333989221,5.481978112808443,8.314507068916855,8.38184875688421,5.380292493000423,4.360528489652832,4.434832807161706,4.967909669251342,7.200547808163855,9.382150014257576,10.195989999817254,0.014381184206358455,0.033254718027528586,0.0,0.0,0.1542609009993953,0.3442979163837448,1.9068346272496839,196,TrialState.COMPLETE
baseline_v5_D4_diffusion_resolution_pair_trial_00182,2.04146201466432,0.8108448573272004,0.6485368402050907,0.44742811979076624,0.18159482610028216,0.04448997805223367,0.04867774728149589,5.69263499588412e-07,374220.434865795,38715425191867.03,5.593037763199666e+19,0.9139920537573818,0.7895763184212388,0.027493615732069477,0.6462955663071731,0.6188050602510922,0.9726515557152141,0.0,2.612849523466085,1.2935335412015943,78.20045819879613,1.3043612747615855e+19,1.4098566565853841e+19,1.0471433394458556e+19,-0.1291688245087145,3.9808074916976346,4.644074575213701,0.0,0.0,0.0,12.0,22,0,4.2934800659537927e-19,3.230919667994963e-105,8.217526515231098e-88,4.378455946675114e-106,0.13551732622904508,1.0347119861919382e-19,4.2070142643745313e-19,1.8755901802022425e-20,700.0,800.0,1.35,109.9724678489631,155.45122936031322,222.10886096141513,369.07479009319246,31.77200965016698,45.478761511350115,66.65763160110191,213.62356073287924,146.96592913177733,0.75,350.0,3.3560653617420146,2.374215962214947,1.661684223203091,2.8,72.03701033300322,69.8110787289998,59.145391969056014,1.1648063765885317,0.09641040636399376,62.671737422061476,85.12589634722976,83.972217000774,78.63526678149384,50.54914274410316,17.390170206256713,2.52571375077794,22.196719488947892,24.544473900184606,35.01494340905943,90.71743436651123,91.71978746232308,31.634880307285332,10.11900736449136,11.276666046549778,16.20957289446117,42.12534644318584,73.22056260827176,87.39091112070594,baseline,0.9645745796850215,0.7356652510995658,0.27685381414591276,0.0009917469619212503,8.214269423585558e-05,0.30632237950083024,0.22968845797440804,0.00491966610782185,0.00044865906625137024,4.608395214000579e-05,1.0011240242781119,1.1303955877852492,4.801695598363871,4.90878211971601,5.562810807738646,8.11676750993833,8.183719988618677,5.466137655222222,4.448773908778053,4.521428494701822,5.071200538637755,7.320591146603176,9.388818526405274,10.083329044563978,0.0,0.027171753075662705,0.0,0.0,0.16140978508002585,0.3328801651269382,2.004530659016906,182,TrialState.COMPLETE
baseline_v5_D4_diffusion_resolution_pair_trial_00188,2.0424960653533693,0.8046883672715309,0.6606747188780637,0.4499124004607769,0.19216767125045517,0.033176934876675036,0.044666803587447276,8.345828602456586e-07,394256.7196920199,38724030449514.61,5.541620840888421e+19,0.9531916158883657,0.9701349066913536,0.027571587578412018,0.664323776918082,0.6437940120081967,0.9771169022564017,0.0,2.548041089762581,1.2925034938450055,76.14990333225181,1.3775575418193295e+19,1.485593325600321e+19,1.1114608997704686e+19,-0.12600575035859515,3.8603104326563185,4.600246889374048,0.0,0.0,0.0,12.0,22,0,4.2934800659537927e-19,3.2160344202117042e-105,3.9508838038054014e-88,2.1013486359551044e-106,0.06533974334195022,1.0251998555643579e-19,5.159837049383187e-19,1.955824353858332e-20,700.0,800.0,1.35,106.93611189873032,151.18638059832261,216.08808965543977,359.84743904977483,30.786208566478507,44.2502686995923,64.90170905711716,208.66105845145222,143.75934939433506,0.75,350.0,3.3650694107015444,2.380157773641201,1.6652812268531991,2.8,72.85545850000356,70.57885089689364,59.906870390051,1.235307123776706,0.10213818294895874,63.36489999585521,85.48594638441546,84.31141452165207,79.01576833100526,51.2411718064139,18.14062527756664,2.7006140858979957,21.707211192486664,24.054588050833555,34.4432918256979,90.8037826399361,91.87317546042735,31.11554727365165,9.91476559419929,11.076010945942958,15.952252604078959,41.60740067856265,72.67133253217307,87.40505440632973,baseline,0.7393020817757421,0.5631819751132731,0.21103859951022372,0.0007658410050287028,6.375706009262104e-05,0.2354409420268303,0.17649484315187114,0.0037581295910446883,0.0003437992526272247,3.571690976677265e-05,1.0018813995563098,1.1114020454073548,4.698028225734024,4.803379077159525,5.43879918474089,7.960144395282152,8.024622599563594,5.3457961422752,4.363847079358421,4.436079689253096,4.967693862794111,7.1476693854323985,9.187698391007661,9.89429579086252,0.0,0.027777065246505517,0.0,0.0,0.1603319763602947,0.33147468911043454,1.954551350373375,188,TrialState.COMPLETE
baseline_v5_D4_diffusion_resolution_pair_trial_00189,2.0438258556551654,0.803051013187414,0.6584641349509364,0.4495266977929055,0.19037515697995602,0.03443800072557672,0.05198778364270335,8.245611267856591e-07,389586.9562243705,38823458987594.26,5.635828747281443e+19,0.9719941588746823,0.9747083554965342,0.02725898155971017,0.6621540706472044,0.6391645358751339,0.979076702130521,0.0,2.5530117240434533,1.2931591185263047,76.44778564939064,1.3641730602359433e+19,1.4715290504561465e+19,1.099676859640334e+19,-0.1265037538760184,3.8780642922953024,4.602932280295602,0.0,0.0,0.0,12.0,22,0,4.2934800659537927e-19,3.2432556120055536e-105,6.930960264323714e-88,3.6984355177020776e-106,0.11403466023496839,1.0426283182470671e-19,5.201149427915688e-19,1.9947901543461837e-20,700.0,800.0,1.35,107.37057731215675,151.93784286986903,217.65709708909347,364.30351639995035,30.922791662766116,44.567265557712275,65.71925421922444,212.36567353008132,146.64641931085688,0.75,350.0,3.3929548067979236,2.397714154148991,1.6737497709566078,2.8,72.77489101380746,70.5276524890905,59.922804149957216,1.2427250969429924,0.1028457308961102,63.373008638313536,85.42682514560016,84.26565199006527,78.9919432956724,51.21554428812476,18.08512747884017,2.686903802744329,21.783918425787853,24.101074667453222,34.424562904729314,90.78801538142717,91.86291620853318,31.105832993200124,9.972228916962157,11.120880624416413,15.978095923175573,41.636692168634056,72.73109380901187,87.42461663681483,baseline,0.7371143589054886,0.56352991748349,0.21273459544068918,0.0007758566671418404,6.45284107110655e-05,0.23449902812232695,0.17639204833569502,0.003794666275149437,0.0003472922035179293,3.6054132507049384e-05,1.0017625094367275,1.1129162510202661,4.70407620149921,4.807742925972775,5.439898349872776,7.968483664962696,8.034173532160002,5.346244149909102,4.366446909315359,4.437075337182606,4.9652610308667775,7.143968876966041,9.183431419944442,9.888443506308331,0.0,0.027652728811325838,0.0,0.0,0.16437159257051526,0.3325846943661852,1.9617435246058579,189,TrialState.COMPLETE
baseline_v5_D4_diffusion_resolution_pair_trial_00184,2.0443051701218886,0.8089301746021775,0.6438753340684157,0.4482441947348796,0.17917510855506005,0.04634670323287077,0.04258661208576462,4.7419025942801716e-07,389559.900540554,36155387555735.52,5.515140953500805e+19,0.9350527535167478,0.8039479813059812,0.02440316613953947,0.7080009040179096,0.6324656381107014,0.9679644868517541,0.0,2.584269328959566,1.3737523526963649,78.60698153749642,1.2701815617457277e+19,1.3712373040714099e+19,1.0209198439844571e+19,-0.1281209741472162,4.002393028950975,4.965772480587149,0.0,0.0,0.0,12.0,22,0,4.2934800659537927e-19,3.2083415260946426e-105,7.81905446950769e-88,4.1548744191088725e-106,0.12950224860151963,1.0203010763976489e-19,4.2720036224952326e-19,1.918500994559055e-20,700.0,800.0,1.35,110.71373782136358,156.9125556279208,225.4594801174719,379.3433099225135,32.106756283867156,46.198817806557216,68.54692448955112,222.43075429459273,153.88382980504161,0.75,350.0,3.4263436262497367,2.4175459280774962,1.6825343060529678,2.8,72.58898876691919,70.42339142019514,59.83221773980316,1.2351236540095332,0.10300499432527603,63.24057788894144,85.20745024788664,84.09143994183927,78.70063519535141,50.362672121375674,17.371854595286216,2.5490422452268144,21.716052127923366,23.99521570030011,34.35958440597611,90.58065253274717,91.6380496084375,31.102728507620785,10.105054739082867,11.226151457522265,16.20780363638324,42.374780669094456,73.28264125899074,87.39379269740095,baseline,0.9127480312065568,0.6926679115210502,0.2600262726063839,0.0009622899423824037,8.051567718733019e-05,0.2860385998477672,0.21261282099842843,0.004575084111784567,0.0004221182911643045,4.3684619731456464e-05,1.0019736954509644,1.1286838828847436,4.782211073950877,4.8887249679836735,5.548171581614344,8.18326152330091,8.258864881560047,5.443889304812047,4.4014564131827285,4.469795779640036,5.0141611816585545,7.257972125418081,9.345082027431879,10.057121372752503,0.0,0.02622259322655873,0.0,0.0,0.17125042919402994,0.34300763373052495,2.1092172642319076,184,TrialState.COMPLETE
