boundary_sink_scale,candidate_label,family,T_K,burnup_FIMA_percent,dt_h,n_modes,time_s,burnup_from_time_percent,Dg,D1_Xe,D2_Xe_scaled,D3_Xe,tau_boundary_unscaled_h,tau_boundary_scaled_h,generated,matrix_percent,bulk_percent,dislocation_percent,qgb_percent,balance_sum_percent,gas_balance_rel_error,intra_bulk_fraction_no_qgb,intra_dislocation_fraction_no_qgb,swelling_b_percent,swelling_d_percent,swelling_ig_percent,Rb_nm,Rd_nm,Nb,Nd,p_b_over_eq,p_d_over_eq,max_f_cap_step,capture_fraction_sum,bulk_anchor_penalty,disl_anchor_penalty,qgb_anchor_penalty,partition_anchor_penalty
0.5,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,2000.0,3.2,1.0,40,15804471.161035294,3.2000000000000006,7.31342189768822e-16,5.557410539509728e-16,5.4060721867612494e-101,1.2821582109204226e-19,1.385414174920847,2.770828349841694,2.628821509410849e+26,0.0026091273655054355,2.299349245785604,41.29710937834955,56.40093224849935,100.00000000000001,1.3070396086229696e-16,0.05273849566901489,0.9472016606806489,0.29574281288944304,25.131677910203994,25.427420723093437,32.50299945282953,4512.793352283395,2.0561522453377163e+19,652824635487259.2,1.0000293552828718,25.17164178904867,0.004422093499677892,4.285646593243324,0.0,28.8400046112095,53.919506857445285,82.75951146865478
0.5,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,2200.0,3.2,1.0,40,15804471.161035294,3.2000000000000006,9.901183863882954e-15,7.52543768382339e-15,7.55565243133933e-99,1.2821582109204226e-19,0.1023323928080279,0.2046647856160558,2.628821509410849e+26,0.00019984721975840645,0.18767617636116155,42.830035863777155,56.982088112641925,100.0,0.0,0.0043627449154805455,0.995632609409939,0.028807562229739226,31.63474166492094,31.66354922715068,36.464637534755504,19473.850109865205,1.4184113459566863e+18,10226339679558.145,1.000032181213981,97.78933193025209,0.030390172390211974,7.343174384730928,0.0,27.217051579747764,55.14566295000956,82.36271452975733
0.75,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,1400.0,1.1,1.0,40,5432786.961605881,1.0999999999999999,1.720711724456542e-19,2.56984711400453e-21,2.9449198733515696e-106,1.2821582109204226e-19,5888.3299394230835,7851.106585897445,9.036573938600274e+25,7.582530724946466,37.23504405224468,26.94696418706156,28.235461035747292,100.0,0.0,0.5188501812962552,0.3754913579321447,0.4851663373975786,0.6278340020264601,1.1130003394240386,6.842788342457917,49.370854439102935,3.614953627108538e+21,1.245501608684908e+19,1.0065688825445092,2.4872144979982242,2.8539867757304366e-05,0.024924779035103498,7.385696148544142,0.0,0.0,7.385696148544142
0.75,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,1600.0,1.1,1.0,40,5432786.961605881,1.0999999999999999,7.33571673864993e-19,4.2934800659537927e-19,4.895151025154585e-105,1.2821582109204226e-19,1381.203599486108,1841.604799314811,9.036573938600274e+25,2.352197300251363,26.551636915936804,38.58464055924651,32.51152522456532,99.99999999999999,0.0,0.39342475888344436,0.5717219227080687,0.4221463290582773,2.5138606513653063,2.936006980423584,9.142007006379146,93.99384606035142,1.3190150726958818e+21,7.226938006231495e+18,1.0003004474593697,1.4706406748640832,0.00010186791937117914,0.11203287035991015,11.764151395687097,0.0,0.0,11.764151395687097
0.75,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,1700.0,1.1,1.0,40,5432786.961605881,1.0999999999999999,4.8167323632717555e-18,3.532824850314724e-18,3.946714695915007e-104,1.2821582109204226e-19,210.3525294760525,280.47003930140335,9.036573938600274e+25,0.48868348447515864,11.65043689776028,52.68924724705144,35.171632370713134,100.0,0.0,0.17971201996604147,0.8127498682112202,0.22713374506369935,5.399224872347956,5.626358617411655,12.368178016805537,162.99882128753734,2.8659979144834443e+20,2.9763871091740667e+18,1.0001572256913556,1.6428437022100029,0.0002479020303659031,0.30465034401759145,19.565620106035954,0.0,0.0,19.565620106035954
0.75,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,1800.0,1.1,1.0,40,5432786.961605881,1.0999999999999999,3.042955372416583e-17,2.3000292344816836e-17,3.978758947397585e-103,1.2821582109204226e-19,33.296966679426816,44.395955572569086,9.036573938600274e+25,0.09153199023631824,2.8514749939331048,60.86851722993179,36.18847578589878,100.0,0.0,0.04468589379507376,0.9538796946097853,0.06453321896880451,9.592696076950851,9.657229295919656,14.7809553254322,316.99979812372317,4.770756011393199e+19,7.189109835106862e+17,1.000127388268382,2.139034830547472,0.0006515148236370948,0.7139224073683609,0.0,0.0,0.0,0.0
0.75,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,2000.0,1.1,1.0,40,5432786.961605881,1.0999999999999999,7.31342189768822e-16,5.557410539509728e-16,5.4060721867612494e-101,1.2821582109204226e-19,1.385414174920847,1.8472188998944623,9.036573938600274e+25,0.004031108094175648,0.11098244794220433,63.205240449493566,36.679745994470075,100.00000000000003,0.0,0.001752716404651692,0.9981836213729286,0.002904513483650799,19.48281278101989,19.48571729450354,16.45248524260548,1571.4510791471214,1.5570058986433175e+18,1.198561853389808e+16,1.00014392128746,5.876592109284399,0.004211670172748851,2.4898155268445055,0.0,10.109067348745201,20.481761352533525,30.590828701278724
0.75,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,2200.0,1.1,1.0,40,5432786.961605881,1.0999999999999999,9.901183863882954e-15,7.52543768382339e-15,7.55565243133933e-99,1.2821582109204226e-19,0.1023323928080279,0.13644319041070388,9.036573938600274e+25,0.0002979933804836379,0.007958117037762098,63.30455429077734,36.687189598804416,100.0,0.0,0.00012569521061115015,0.9998695981055662,0.00023344989661000246,27.276915788745608,27.277149238642217,17.51632797433554,6965.473355131822,1.0369931121366066e+17,192688034965424.1,1.0001547217128226,20.349739049847905,0.029836587894219526,5.0700989753441394,0.0,10.046012787062809,20.491387442256705,30.537400229319516
0.75,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,1400.0,3.2,1.0,40,15804471.161035294,3.2000000000000006,1.720711724456542e-19,2.56984711400453e-21,2.9449198733515696e-106,1.2821582109204226e-19,5888.3299394230835,7851.106585897445,2.628821509410849e+26,2.6708779970507517,53.59131865344526,9.755042435027915,33.98276091447609,100.00000000000001,1.3070396086229696e-16,0.811777641655369,0.14776507727611066,2.0570498313644068,0.8983553618047705,2.9554051931691774,7.04726021566937,57.01366027923659,1.4031215008510353e+22,1.1572382611286772e+19,1.0056842934705266,1.8710119518321864,2.8539867757304366e-05,0.035194221535873024,2.6479276670117744,0.0,0.0,2.6479276670117744
0.75,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,1600.0,3.2,1.0,40,15804471.161035294,3.2000000000000006,7.33571673864993e-19,4.2934800659537927e-19,4.895151025154585e-105,1.2821582109204226e-19,1381.203599486108,1841.604799314811,2.628821509410849e+26,0.8385034892409791,43.20249407441185,13.883336975664136,42.07566546068304,100.0,0.0,0.7458435978248062,0.23968056061551515,2.046361447541697,3.6774391107262523,5.72380055826795,9.567546350153464,119.1081988270102,5.578173413962423e+21,5.195554557758036e+18,1.000216702829373,1.284623648030649,0.00010186791937117914,0.17532692903697814,5.381628527294857,0.0,0.0,5.381628527294857
0.75,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,1700.0,3.2,1.0,40,15804471.161035294,3.2000000000000006,4.8167323632717555e-18,3.532824850314724e-18,3.946714695915007e-104,1.2821582109204226e-19,210.3525294760525,280.47003930140335,2.628821509410849e+26,0.18559497384552018,27.263853310668125,19.839192209043155,52.7113595064432,100.0,0.0,0.5765412798108015,0.41953399382979295,1.6623495521471723,8.582604256079865,10.244953808227036,13.899311934464034,264.3073928301125,1.477929903479834e+21,1.1096922323425933e+18,1.000080781232828,1.7905509518082654,0.0002479020303659031,0.585469392053681,11.440695915028458,0.0,0.0,11.440695915028458
0.75,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,1800.0,3.2,1.0,40,15804471.161035294,3.2000000000000006,3.042955372416583e-17,2.3000292344816836e-17,3.978758947397585e-103,1.2821582109204226e-19,33.296966679426816,44.395955572569086,2.628821509410849e+26,0.04006544373117899,12.242128037095881,26.526229911069375,61.19157660810356,100.0,-1.3070396086229696e-16,0.3154502803031197,0.6835173292973376,0.9712191687506138,14.889441535558928,15.860660704309543,19.366120626325085,698.593167602523,3.192278244647671e+20,1.0425977852015464e+17,1.0000322813169087,3.8144116973385342,0.0006515148236370948,1.4879988053140698,0.0,0.0,0.0,0.0
0.75,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,2000.0,3.2,1.0,40,15804471.161035294,3.2000000000000006,7.31342189768822e-16,5.557410539509728e-16,5.4060721867612494e-101,1.2821582109204226e-19,1.385414174920847,1.8472188998944623,2.628821509410849e+26,0.0020845983969459145,0.9796561290912817,33.001914693104304,66.01634457940747,100.0,0.0,0.028827273492705415,0.9711113853016136,0.10515241163915014,24.547737676357603,24.652890087996752,25.99318282394793,4069.3743581371946,1.429394951801379e+19,869640849853962.1,1.0000175509663078,18.44264161096005,0.004211670172748851,4.083986902019068,0.0,38.43762581721115,75.97947562924462,114.41710144645577
0.75,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,2200.0,3.2,1.0,40,15804471.161035294,3.2000000000000006,9.901183863882954e-15,7.52543768382339e-15,7.55565243133933e-99,1.2821582109204226e-19,0.1023323928080279,0.13644319041070388,2.628821509410849e+26,0.00015679477285233777,0.07570793311283065,33.62634870834034,66.29778656377397,99.99999999999999,-1.3070396086229696e-16,0.0022463786616297816,0.9977489689800569,0.009467598053642539,31.186861668538445,31.196329266592087,28.55645071360406,17458.474678261882,9.705960479665144e+17,13991496642743.293,1.0000200957169443,69.3777037731319,0.029836587894219526,7.0831179313074175,0.0,37.66725072870237,76.68201301261199,114.34926374131436
1.0,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,1400.0,1.1,1.0,40,5432786.961605881,1.0999999999999999,1.720711724456542e-19,2.56984711400453e-21,2.9449198733515696e-106,1.2821582109204226e-19,5888.3299394230835,5888.3299394230835,9.036573938600274e+25,7.289621358031761,31.616043825620213,25.84773173140533,35.2466030849427,100.0,0.0,0.48825305438560607,0.39917182669678414,0.406905499195751,0.6100009851027898,1.0169064842985407,6.629191715792525,48.81864375075329,3.334442348794542e+21,1.2516554571740166e+19,1.0051429719294476,2.412905215570323,2.7681350216845627e-05,0.023997396073071182,9.56209506838571,0.0,0.0,9.56209506838571
1.0,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,1600.0,1.1,1.0,40,5432786.961605881,1.0999999999999999,7.33571673864993e-19,4.2934800659537927e-19,4.895151025154585e-105,1.2821582109204226e-19,1381.203599486108,1381.203599486108,9.036573938600274e+25,2.236131017067126,21.586715607806944,36.628802869288016,39.548350505837924,100.0,0.0,0.35709059700499335,0.6059189976747503,0.33554903085070686,2.4083638106123875,2.743912841463094,8.746632379955237,91.72222909080243,1.1971394947764833e+21,7.45091624032102e+18,1.0002266881918094,1.4203027231190655,9.595304741441455e-05,0.10563637484256481,14.144260692953127,0.0,0.0,14.144260692953127
1.0,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,1700.0,1.1,1.0,40,5432786.961605881,1.0999999999999999,4.8167323632717555e-18,3.532824850314724e-18,3.946714695915007e-104,1.2821582109204226e-19,210.3525294760525,210.3525294760525,9.036573938600274e+25,0.4550962088531115,8.871694322640844,49.12521722906263,41.54799223944343,100.00000000000001,0.0,0.15177740957988894,0.8404367807227373,0.1664259940569255,5.123287612672788,5.2897136067297135,11.596698338516122,155.6278013831337,2.5475896155378162e+20,3.244879559516337e+18,1.0001178315425432,1.5390449857190567,0.00022620574089657374,0.28109942455591524,21.238767314766257,0.0,0.0,21.238767314766257
1.0,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,1800.0,1.1,1.0,40,5432786.961605881,1.0999999999999999,3.042955372416583e-17,2.3000292344816836e-17,3.978758947397585e-103,1.2821582109204226e-19,33.296966679426816,33.296966679426816,9.036573938600274e+25,0.08349981817300245,2.044375797744277,55.683420426538575,42.18870395754415,100.0,0.0,0.03536291240111472,0.963192736340756,0.043809770494043915,9.123767882980408,9.167577653474451,13.592208941860648,295.00808823863827,4.16497350322781e+19,8.483671604388201e+17,1.0001080206208715,1.9109265208927635,0.0005945966674029715,0.6550436517721699,0.0,0.0,0.0,0.0
1.0,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,2000.0,1.1,1.0,40,5432786.961605881,1.0999999999999999,7.31342189768822e-16,5.557410539509728e-16,5.4060721867612494e-101,1.2821582109204226e-19,1.385414174920847,1.385414174920847,9.036573938600274e+25,0.003652135993862148,0.07580453482977834,57.33763697956673,42.58290634960964,100.0,0.0,0.0013202433284301728,0.9986161495510824,0.0018601839085709867,19.1027299459836,19.10459012989217,15.000291401369228,1470.1798798098575,1.3157342687527217e+18,1.4351437437867726e+16,1.0001253530216927,5.077019967771138,0.0040176874214606605,2.389374582712637,0.0,14.18453588282899,28.82601734048017,43.01055322330916
1.0,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,2200.0,1.1,1.0,40,5432786.961605881,1.0999999999999999,9.901183863882954e-15,7.52543768382339e-15,7.55565243133933e-99,1.2821582109204226e-19,0.1023323928080279,0.1023323928080279,9.036573938600274e+25,0.0002699258360171719,0.005423558534693783,57.41294782848854,42.58135868714076,100.0,0.0,9.445640667709676e-05,0.9999008425793343,0.0001485168365242986,27.036073032266028,27.036221549102553,15.937666163608188,6616.271824955285,8.758160578852531e+16,222851202990145.28,1.000135362122623,17.659511833928583,0.02932985736284358,4.964457456869886,0.0,14.127864909439243,28.82364328105163,42.95150819049087
1.0,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,1400.0,3.2,1.0,40,15804471.161035294,3.2000000000000006,1.720711724456542e-19,2.56984711400453e-21,2.9449198733515696e-106,1.2821582109204226e-19,5888.3299394230835,5888.3299394230835,2.628821509410849e+26,2.566844241655927,45.46972038951376,9.355411603341121,42.60802376548919,100.0,1.3070396086229696e-16,0.7922661558772395,0.16300905138923488,1.723149364388115,0.872277265201799,2.595426629589914,6.823834055799383,56.33106463242483,1.2946397699636803e+22,1.1649896475912847e+19,1.0043183235381423,1.8187191782068963,2.7681350216845627e-05,0.033920011504104605,4.703195962384075,0.0,0.0,4.703195962384075
1.0,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,1600.0,3.2,1.0,40,15804471.161035294,3.2000000000000006,7.33571673864993e-19,4.2934800659537927e-19,4.895151025154585e-105,1.2821582109204226e-19,1381.203599486108,1381.203599486108,2.628821509410849e+26,0.7939716142979301,34.653942430655086,13.135837664329985,51.41624829071701,100.0,1.3070396086229696e-16,0.713282552529464,0.27037511929775676,1.6006913897727022,3.4935751447331147,5.094266534505817,9.117216326658472,115.17261459021762,5.042341097604471e+21,5.459260292498798e+18,1.000143822290754,1.2366902475849175,9.595304741441455e-05,0.16384336736125077,8.35058091913317,0.0,0.0,8.35058091913317
1.0,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,1700.0,3.2,1.0,40,15804471.161035294,3.2000000000000006,4.8167323632717555e-18,3.532824850314724e-18,3.946714695915007e-104,1.2821582109204226e-19,210.3525294760525,210.3525294760525,2.628821509410849e+26,0.17104258661309438,19.808024863149942,18.30476586394808,61.7161666862889,100.00000000000001,1.3070396086229696e-16,0.5173992034924,0.4781330467602977,1.1517757644603672,8.151431921744466,9.303207686204834,12.88202168712968,249.5354044645748,1.2862555115858771e+21,1.252416493675975e+18,1.0000408741520093,1.639684867289558,0.00022620574089657374,0.5425619263066649,15.050248757012335,0.0,0.0,15.050248757012335
1.0,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,1800.0,3.2,1.0,40,15804471.161035294,3.2000000000000006,3.042955372416583e-17,2.3000292344816836e-17,3.978758947397585e-103,1.2821582109204226e-19,33.296966679426816,33.296966679426816,2.628821509410849e+26,0.035566708907389145,7.644236430151898,23.554784476137154,68.76541238480357,100.00000000000001,1.3070396086229696e-16,0.2447362687904603,0.7541250349236925,0.5591621264528662,14.325792987404865,14.884955113857732,17.263661000247602,649.4986168410813,2.594480676491293e+20,1.2482321671383347e+17,1.000012910087243,3.262564691599436,0.0005945966674029715,1.397060439859954,0.0,0.0,0.0,0.0
1.0,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,2000.0,3.2,1.0,40,15804471.161035294,3.2000000000000006,7.31342189768822e-16,5.557410539509728e-16,5.4060721867612494e-101,1.2821582109204226e-19,1.385414174920847,1.385414174920847,2.628821509410849e+26,0.001740865442304384,0.4898197955565929,27.56613139872142,71.94230794027969,100.0,0.0,0.017457593964393787,0.9824803601111375,0.04575912045271008,24.10079955533863,24.146558675791336,21.73714064593065,3739.34908872461,1.063608532504494e+19,1100410710956069.9,1.0000113060109572,14.351778607276955,0.0040176874214606605,3.922374570157531,0.0,45.47326634534505,91.45454270145373,136.92780904679879
1.0,M7_no_phi_Dv05_trial_00097_balanced,M7_no_phi,2200.0,3.2,1.0,40,15804471.161035294,3.2000000000000006,9.901183863882954e-15,7.52543768382339e-15,7.55565243133933e-99,1.2821582109204226e-19,0.1023323928080279,0.1023323928080279,2.628821509410849e+26,0.0001299581293184547,0.036921018049413404,27.88254151361572,72.08040751020556,100.00000000000001,1.3070396086229696e-16,0.0013224053346376486,0.9986729399366314,0.00396314398989058,30.844091181300907,30.848054325290796,23.631476481442036,16062.655192018214,7.169331653706668e+17,17767705980268.656,1.0000130769703652,53.30330568772659,0.02932985736284358,6.887208956184361,0.0,45.04753233671516,91.83226677010694,136.8797991068221
