label,score_total,score_swd,score_Nd,score_Nd_drop,score_Rd,score_pressure,score_fdot_prior,score_rizk_gas_shape,score_highT_guard,f_n,K_d,rho_d,fission_rate,Dv_scale,Dg_scale,b_scale,gb_scale,gd_scale,coalescence_d_scale,capture_scale,swD_1p3_1600K,swB_1p3_1600K,Rd_1p3_1600K,Nd_1p3_1600K,Nd_1p3_1400K,Nd_1p3_1725K,Nd_drop_1725_over_1400_log10,swD_3p2_1600K,swB_3p2_1600K,max_f_cap_step_3p2_1600K,capture_fraction_sum_3p2_1600K,capture_raw_sum_3p2_1600K,dt_h,n_modes,use_full_exp,D2_xe_scale,family,score_swig_diag,score_bulk_shape,score_rizk_prior
FINAL_rank1_M7_no_phi_M7_no_phi_v2_trial_00036,1.4670809171973538,0.9129448288989805,0.3980748717630228,0.0,0.1271290942618949,0.026310596587727376,0.12741465107222819,0.03789826756598521,1.6789342128074927,1.979011474135501e-08,767961.2033849717,17164003043049.404,6.70478190255895e+19,1.0,0.7748017375243487,1.191040820864219,0.8643285102240399,3.523472860831329,6.931672890634132,2.8159973269636676,2.573257800672554,0.5493445279248604,98.98114211154514,6.334864159709942e+18,1.098345621970588e+19,1.3670211102307064e+18,-0.9049638020467616,3.232244243819228,1.8072718633925622,0.00010914796265752626,0.15972732822466784,0.15972732822466784,1.0,40,1,0.839313660223485,M7_no_phi,0.8588561351153433,0.0659774782068667,0.15412236017178269
FINAL_rank2_M7_no_phi_M7_no_phi_v2_trial_00063,1.4891126719547176,0.9397336536442975,0.366576655915096,0.07263464642814142,0.12143370095240541,0.0,0.14115123229393833,0.0,1.1709493913548523,2.4160702092474813e-08,899704.1673136281,15403178407211.467,6.920241277910798e+19,1.0,0.5411383177077848,0.6430655149979215,0.8919409822050325,3.4364133065751554,4.714588539356253,2.9563320658968326,2.7557764754629135,0.7514886565067149,93.20571951940185,8.125080807442125e+18,1.2147774280977512e+19,2.5721933533106135e+18,-0.6741931019966578,3.4124425978014497,2.565607199500858,0.00012309056988659114,0.16944733861230346,0.16944733861230346,1.0,40,1,1.491474417135374,M7_no_phi,1.1727927360117816,0.04485085582025594,0.17201511396568686
FINAL_rank3_M7_no_phi_M7_no_phi_v2_trial_00062,1.503952238125507,0.9699605178373768,0.37743846169483813,0.0,0.14038350571878014,0.0,0.11861527380844915,0.0,1.7829545646734732,2.291093222430186e-08,876727.1887962169,15278587159961.861,6.570301183655082e+19,1.0,0.5430128021087697,0.7045330374084188,0.8736608895265049,2.8026768851468815,6.809648482252028,3.4656095297842153,2.192285648732593,0.8032341609754933,89.532851261326,7.292245578582753e+18,1.1426880249927338e+19,1.6337953278674514e+18,-0.8447300263543918,2.4981906240547787,2.5252082235755493,0.00013203093098785172,0.1489316855270705,0.1489316855270705,1.0,40,1,1.0038709108827282,M7_no_phi,0.8982141178713792,0.0,0.16068216564613658
