T_K,D_Xe_tot,D1_Xe,D3_Xe,D2_Xe_diagnostic,D_v_tot,D1_v,D3_v,D2_v_paper_broken
905.5276381909548,9.250000000050027e-20,5.002704216537568e-31,9.25e-20,1.673293567496029e-95,2.480000000004258e-22,4.257974118323437e-34,2.48e-22,0.0018778851709850366
912.5628140703518,9.250000000081501e-20,8.150089113955231e-31,9.25e-20,5.0270327769151925e-96,2.4800000000074483e-22,7.448231116733545e-34,2.48e-22,0.0015967919044303739
919.5979899497488,9.250000000131788e-20,1.3178828991631106e-30,9.25e-20,1.582653452699527e-96,2.4800000000129177e-22,1.291776951895479e-33,2.48e-22,0.0013621861513887096
926.6331658291457,9.250000000211555e-20,2.1155441233533333e-30,9.25e-20,5.212574996681818e-97,2.480000000022217e-22,2.221727603975516e-33,2.48e-22,0.0011657189845275505
933.6683417085427,9.250000000337186e-20,3.3718620027828055e-30,9.25e-20,1.7930802605016704e-97,2.4800000000379e-22,3.7900510839495646e-33,2.48e-22,0.0010006504288050222
940.7035175879397,9.250000000533691e-20,5.336904518211383e-30,9.25e-20,6.431997649263535e-98,2.48000000006414e-22,6.414014169915703e-33,2.48e-22,0.0008615196824384036
947.7386934673367,9.250000000838974e-20,8.389738851239633e-30,9.25e-20,2.4023509056464702e-98,2.4800000001077015e-22,1.0770171690578723e-32,2.48e-22,0.000743886735215473
954.7738693467337,9.250000001310124e-20,1.310123591206016e-29,9.25e-20,9.329184606063333e-99,2.4800000001794725e-22,1.7947261153855878e-32,2.48e-22,0.0006441291464175229
961.8090452261306,9.250000002032565e-20,2.032564970429837e-29,9.25e-20,3.761535777769927e-99,2.4800000002968447e-22,2.968447501701585e-32,2.48e-22,0.0005592816063911796
968.8442211055276,9.250000003133334e-20,3.1333336079769987e-29,9.25e-20,1.5726161413467808e-99,2.4800000004874012e-22,4.8740151350049476e-32,2.48e-22,0.0004869088107810328
975.8793969849246,9.250000004800194e-20,4.800193833262851e-29,9.25e-20,6.8086512933467e-100,2.480000000794583e-22,7.94583098050183e-32,2.48e-22,0.00042500437077879383
982.9145728643216,9.250000007309019e-20,7.30901816619763e-29,9.25e-20,3.048927508551235e-100,2.480000001286333e-22,1.2863329469823605e-31,2.48e-22,0.000371910147036207
