T_K,D_Xe_tot,D1_Xe,D3_Xe,D2_Xe_diagnostic,D_v_tot,D1_v,D3_v,D2_v_paper_broken
989.9497487437186,9.250000011062773e-20,1.106277231521141e-28,9.25e-20,1.4104853032288103e-100,2.480000002068206e-22,2.068206330363956e-31,2.48e-22,0.0003262516621754148
996.9849246231156,9.250000016646714e-20,1.664671387419084e-28,9.25e-20,6.733383780085807e-101,2.4800000033031146e-22,3.30311489942207e-31,2.48e-22,0.0002868862155536963
1004.0201005025126,9.250000024906119e-20,2.490611935688825e-28,9.25e-20,3.313359398067682e-101,2.4800000052408775e-22,5.240877780956544e-31,2.48e-22,0.00025286106724127565
1011.0552763819096,9.250000037055147e-20,3.705514695134013e-28,9.25e-20,1.6788791879740725e-101,2.480000008262175e-22,8.262175160119219e-31,2.48e-22,0.00022337963061438865
1018.0904522613066,9.250000054828508e-20,5.482850697835023e-28,9.25e-20,8.750823294332003e-102,2.480000012943526e-22,1.2943526483195726e-30,2.48e-22,0.00019777405541698264
1025.1256281407036,9.250000080691688e-20,8.069168779733451e-28,9.25e-20,4.687448741083073e-102,2.4800000201527785e-22,2.0152778810768094e-30,2.48e-22,0.00017548292632874166
1032.1608040201004,9.25000011813088e-20,1.1813087885090821e-27,9.25e-20,2.5779701132035217e-102,2.4800000311886143e-22,3.1188614274787907e-30,2.48e-22,0.00015603306918350173
1039.1959798994976,9.250000172050837e-20,1.720508367374944e-27,9.25e-20,1.4543999189334688e-102,2.4800000479832072e-22,4.798320737600273e-30,2.48e-22,0.0001390246655762682
1046.2311557788944,9.250000249318253e-20,2.4931825296117438e-27,9.25e-20,8.409689410787412e-103,2.480000073394975e-22,7.339497498115423e-30,2.48e-22,0.00012411904003333283
1053.2663316582914,9.250000359500334e-20,3.595003338078547e-27,9.25e-20,4.97972977819856e-103,2.4800001116291597e-22,1.11629159583975e-29,2.48e-22,0.00011102861238699671
1060.3015075376884,9.250000515864088e-20,5.158640877820408e-27,9.25e-20,3.0172707133643106e-103,2.4800001688388326e-22,1.6883883242962366e-29,2.48e-22,9.950860929451803e-05
1067.3366834170854,9.25000073672223e-20,7.367222301522364e-27,9.25e-20,1.8692667771490702e-103,2.4800002539792104e-22,2.539792104975087e-29,2.48e-22,8.935020896199458e-05
1074.3718592964824,9.250001047237901e-20,1.0472379010835572e-26,9.25e-20,1.1831912430767635e-103,2.4800003800158195e-22,3.8001581950712796e-29,2.48e-22,8.037485669637843e-05
1081.4070351758794,9.2500014818341e-20,1.4818341001598264e-26,9.25e-20,7.646367948063244e-104,2.480000565624465e-22,5.656244652193937e-29,2.48e-22,7.242953948357319e-05
