Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	BA2 (gas, at grain boundary) (g/m3)	BA2O (gas, at grain boundary) (g/m3)	BA2O2 (gas, at grain boundary) (g/m3)	BAMOO4 (gas, at grain boundary) (g/m3)	BAO (gas, at grain boundary) (g/m3)	CS (gas, at grain boundary) (g/m3)	CS2 (gas, at grain boundary) (g/m3)	CS2MOO4 (gas, at grain boundary) (g/m3)	CS2O (gas, at grain boundary) (g/m3)	CS2O2 (gas, at grain boundary) (g/m3)	CSO (gas, at grain boundary) (g/m3)	HE (gas, at grain boundary) (g/m3)	MO (gas, at grain boundary) (g/m3)	MO2 (gas, at grain boundary) (g/m3)	MO2O6 (gas, at grain boundary) (g/m3)	MO3O9 (gas, at grain boundary) (g/m3)	MO4O12 (gas, at grain boundary) (g/m3)	MO5O15 (gas, at grain boundary) (g/m3)	MOO (gas, at grain boundary) (g/m3)	MOO2 (gas, at grain boundary) (g/m3)	MOO3 (gas, at grain boundary) (g/m3)	O (gas, at grain boundary) (g/m3)	O2 (gas, at grain boundary) (g/m3)	O3 (gas, at grain boundary) (g/m3)	PD (gas, at grain boundary) (g/m3)	RH (gas, at grain boundary) (g/m3)	RU (gas, at grain boundary) (g/m3)	TC (gas, at grain boundary) (g/m3)	LIQUID (liquid, at grain boundary) (g/m3)	BA2MOO5 (condensed, at grain boundary) (g/m3)	BA3MOO6 (condensed, at grain boundary) (g/m3)	BAMO2O7 (condensed, at grain boundary) (g/m3)	BAMO3O10 (condensed, at grain boundary) (g/m3)	BAMOO4 (condensed, at grain boundary) (g/m3)	HCP_ORD (condensed, at grain boundary) (g/m3)	CS2MO2O7_S1 (condensed, at grain boundary) (g/m3)	CS2MO2O7_S2 (condensed, at grain boundary) (g/m3)	CS2MO3O10 (condensed, at grain boundary) (g/m3)	CS2MO4O13 (condensed, at grain boundary) (g/m3)	CS2MO5O16 (condensed, at grain boundary) (g/m3)	CS2MO7O22 (condensed, at grain boundary) (g/m3)	CS2MOO4_S1 (condensed, at grain boundary) (g/m3)	CS2MOO4_S2 (condensed, at grain boundary) (g/m3)	CS2O1 (condensed, at grain boundary) (g/m3)	CS2O2 (condensed, at grain boundary) (g/m3)	CS3O (condensed, at grain boundary) (g/m3)	CS4O (condensed, at grain boundary) (g/m3)	CS7O1 (condensed, at grain boundary) (g/m3)	CS7O2 (condensed, at grain boundary) (g/m3)	CSO2 (condensed, at grain boundary) (g/m3)	CSO3 (condensed, at grain boundary) (g/m3)	HALITE (condensed, at grain boundary) (g/m3)	MO2_C11A (condensed, at grain boundary) (g/m3)	MO4O11 (condensed, at grain boundary) (g/m3)	MO8O23 (condensed, at grain boundary) (g/m3)	MO9O26 (condensed, at grain boundary) (g/m3)	MOO2 (condensed, at grain boundary) (g/m3)	MOO3 (condensed, at grain boundary) (g/m3)	PEROVSKITE (condensed, at grain boundary) (g/m3)	ZRO2_TETR (condensed, at grain boundary) (g/m3)	A15_CR3SI (condensed, at grain boundary) (g/m3)	BCC_A2 (condensed, at grain boundary) (g/m3)	C14_LAVES (condensed, at grain boundary) (g/m3)	C15_LAVES (condensed, at grain boundary) (g/m3)	DIAMOND_A4 (condensed, at grain boundary) (g/m3)	DIS_SIG (condensed, at grain boundary) (g/m3)	FCC_A1 (condensed, at grain boundary) (g/m3)	HCP_A3 (condensed, at grain boundary) (g/m3)	HCP_DIS (condensed, at grain boundary) (g/m3)	MC_ETA (condensed, at grain boundary) (g/m3)	MO3TE4 (condensed, at grain boundary) (g/m3)	MOPD2 (condensed, at grain boundary) (g/m3)	MOTE2_A (condensed, at grain boundary) (g/m3)	MOTE2_B (condensed, at grain boundary) (g/m3)	ORTHORHOMBIC_A20 (condensed, at grain boundary) (g/m3)	SIGMA (condensed, at grain boundary) (g/m3)	TETRAGONAL_U (condensed, at grain boundary) (g/m3)	O (gas, matrix) (g/m3)	O2 (gas, matrix) (g/m3)	C1_MO2 (condensed, matrix) (g/m3)	PU2O3 (condensed, matrix) (g/m3)	PUO152 (condensed, matrix) (g/m3)	M2O3_C (condensed, matrix) (g/m3)	U3O8_S1 (condensed, matrix) (g/m3)	U3O8_S2 (condensed, matrix) (g/m3)	U3O8_S3 (condensed, matrix) (g/m3)	U3O8_S4 (condensed, matrix) (g/m3)	U4O9_S1 (condensed, matrix) (g/m3)	U4O9_S2 (condensed, matrix) (g/m3)	U4O9_S3 (condensed, matrix) (g/m3)	UO3 (condensed, matrix) (g/m3)	BA+2 (liquid, derived) (-)	CS+ (liquid, derived) (-)	MO+4 (liquid, derived) (-)	PD+2 (liquid, derived) (-)	RH+3 (liquid, derived) (-)	RU+4 (liquid, derived) (-)	TC+4 (liquid, derived) (-)	MOO4-2 (liquid, derived) (-)	O-2 (liquid, derived) (-)	VA (liquid, derived) (-)	CSO2 (liquid, derived) (-)	MOO3 (liquid, derived) (-)	O (liquid, derived) (-)	
2.52252	2178	3.45e+19	0	0	100000	1.9706	1.086e-09	8.174e-05	5.177e-05	3.448e-08	0.002464	1.355	0.005566	8.286e-06	7.07e-05	2.333e-11	1.023e-05	0	1.876e-06	4.799e-15	5.261e-18	1.013e-25	5.905e-30	7.381e-30	2.026e-09	3.086e-09	1.409e-10	0.0002724	5.841e-11	1.453e-22	0.002363	1.883e-08	8.485e-09	3.181e-09	9.397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9986	0.001438	1.1e-12	1.1e-12	1.1e-12	1.1e-12	1.1e-12	0.2017	0.7976	0.000693	2.852e-12	9.389e-10	8.833e-08	
2.774772	2178	3.45e+19	0	0	100000	1.97016	1.264e-09	9.344e-05	5.813e-05	3.641e-08	0.002739	1.49	0.006122	8.505e-06	7.639e-05	2.475e-11	1.105e-05	0	1.927e-06	5.306e-15	5.224e-18	9.554e-26	6.495e-30	8.119e-30	2.194e-09	3.283e-09	1.473e-10	0.0003026	6.199e-11	1.515e-22	0.002596	2.067e-08	9.325e-09	3.499e-09	10.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9986	0.001412	1.1e-12	1.1e-12	1.1e-12	1.1e-12	1.1e-12	0.1996	0.7997	0.0007219	2.779e-12	8.942e-10	8.76e-08	
3.027024	2178	3.45e+19	0	0	100000	1.96972	1.458e-09	0.0001059	6.471e-05	3.814e-08	0.003018	1.625	0.006678	8.664e-06	8.186e-05	2.606e-11	1.185e-05	0	1.963e-06	5.819e-15	5.15e-18	8.952e-26	7.086e-30	8.858e-30	2.358e-09	3.466e-09	1.527e-10	0.0003335	6.527e-11	1.567e-22	0.002829	2.25e-08	1.016e-08	3.817e-09	11.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9986	0.001386	1.1e-12	1.1e-12	1.1e-12	1.1e-12	1.1e-12	0.1975	0.8017	0.0007517	2.708e-12	8.521e-10	8.69e-08	
3.279276	2178	3.45e+19	0	0	100000	1.96928	1.669e-09	0.0001191	7.151e-05	3.969e-08	0.003302	1.761	0.007234	8.771e-06	8.714e-05	2.726e-11	1.261e-05	0	1.988e-06	6.337e-15	5.047e-18	8.343e-26	7.677e-30	9.597e-30	2.516e-09	3.635e-09	1.574e-10	0.0003648	6.827e-11	1.61e-22	0.003062	2.433e-08	1.1e-08	4.135e-09	12.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9986	0.001362	1.1e-12	1.1e-12	1.1e-12	1.1e-12	1.1e-12	0.1955	0.8038	0.0007824	2.639e-12	8.124e-10	8.621e-08	
3.531528	2178	3.45e+19	0	0	100000	1.96884	1.898e-09	0.000133	7.852e-05	4.107e-08	0.003591	1.897	0.007791	8.833e-06	9.222e-05	2.835e-11	1.335e-05	0	2.003e-06	6.859e-15	4.921e-18	7.74e-26	8.269e-30	1.034e-29	2.67e-09	3.79e-09	1.613e-10	0.0003967	7.101e-11	1.646e-22	0.003294	2.616e-08	1.184e-08	4.453e-09	13.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9987	0.001338	1.1e-12	1.1e-12	1.1e-12	1.1e-12	1.1e-12	0.1934	0.8058	0.000814	2.574e-12	7.75e-10	8.555e-08	
3.78378	2178	3.45e+19	0	0	100000	1.9684	2.145e-09	0.0001478	8.575e-05	4.229e-08	0.003885	2.032	0.008348	8.855e-06	9.713e-05	2.934e-11	1.406e-05	0	2.008e-06	7.387e-15	4.778e-18	7.154e-26	8.861e-30	1.108e-29	2.819e-09	3.933e-09	1.645e-10	0.0004292	7.351e-11	1.675e-22	0.003526	2.797e-08	1.267e-08	4.771e-09	13.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9987	0.001315	1.1e-12	1.1e-12	1.1e-12	1.1e-12	1.1e-12	0.1914	0.8078	0.0008466	2.51e-12	7.396e-10	8.489e-08	
4.036032	2178	3.45e+19	0	0	100000	1.96796	2.413e-09	0.0001634	9.321e-05	4.337e-08	0.004183	2.168	0.008906	8.843e-06	0.0001019	3.025e-11	1.474e-05	0	2.006e-06	7.92e-15	4.623e-18	6.592e-26	9.453e-30	1.182e-29	2.964e-09	4.065e-09	1.671e-10	0.0004621	7.579e-11	1.697e-22	0.003757	2.978e-08	1.351e-08	5.089e-09	14.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9987	0.001293	1.1e-12	1.1e-12	1.1e-12	1.1e-12	1.1e-12	0.1894	0.8097	0.0008801	2.449e-12	7.062e-10	8.426e-08	
4.288284	2178	3.45e+19	0	0	100000	1.96752	2.701e-09	0.0001799	0.0001009	4.431e-08	0.004486	2.304	0.009463	8.802e-06	0.0001064	3.107e-11	1.54e-05	0	1.998e-06	8.457e-15	4.459e-18	6.057e-26	1.005e-29	1.256e-29	3.104e-09	4.186e-09	1.692e-10	0.0004957	7.785e-11	1.714e-22	0.003988	3.159e-08	1.434e-08	5.408e-09	15.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9987	0.001271	1.1e-12	1.1e-12	1.1e-12	1.1e-12	1.1e-12	0.1874	0.8117	0.0009146	2.39e-12	6.747e-10	8.364e-08	
4.540536	2178	3.45e+19	0	0	100000	1.96708	3.012e-09	0.0001973	0.0001088	4.513e-08	0.004794	2.44	0.01002	8.735e-06	0.0001108	3.182e-11	1.604e-05	0	1.983e-06	8.999e-15	4.29e-18	5.554e-26	1.064e-29	1.33e-29	3.241e-09	4.297e-09	1.708e-10	0.0005297	7.972e-11	1.726e-22	0.004219	3.339e-08	1.518e-08	5.726e-09	16.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9987	0.00125	1.1e-12	1.1e-12	1.1e-12	1.1e-12	1.1e-12	0.1855	0.8136	0.0009501	2.333e-12	6.448e-10	8.303e-08	
4.792788	2178	3.45e+19	0	0	100000	1.96664	3.346e-09	0.0002155	0.0001169	4.583e-08	0.005106	2.575	0.01058	8.647e-06	0.000115	3.249e-11	1.665e-05	0	1.964e-06	9.546e-15	4.117e-18	5.083e-26	1.123e-29	1.404e-29	3.373e-09	4.398e-09	1.719e-10	0.0005642	8.141e-11	1.733e-22	0.00445	3.519e-08	1.601e-08	6.045e-09	17.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9988	0.00123	1.1e-12	1.1e-12	1.1e-12	1.1e-12	1.1e-12	0.1835	0.8155	0.0009866	2.278e-12	6.165e-10	8.244e-08	
5.04504	2178	3.45e+19	0	0	100000	1.9662	3.705e-09	0.0002347	0.0001252	4.642e-08	0.005422	2.711	0.01114	8.541e-06	0.0001191	3.309e-11	1.724e-05	0	1.941e-06	1.01e-14	3.944e-18	4.644e-26	1.183e-29	1.478e-29	3.501e-09	4.491e-09	1.727e-10	0.0005993	8.292e-11	1.737e-22	0.00468	3.698e-08	1.684e-08	6.364e-09	18.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9988	0.00121	1.1e-12	1.1e-12	1.1e-12	1.1e-12	1.1e-12	0.1816	0.8174	0.001024	2.225e-12	5.897e-10	8.186e-08	
5.297292	2178	3.45e+19	0	0	100000	1.96576	4.089e-09	0.0002549	0.0001337	4.692e-08	0.005743	2.847	0.0117	8.42e-06	0.0001231	3.363e-11	1.782e-05	0	1.914e-06	1.065e-14	3.771e-18	4.237e-26	1.242e-29	1.552e-29	3.625e-09	4.574e-09	1.73e-10	0.0006349	8.428e-11	1.736e-22	0.00491	3.877e-08	1.767e-08	6.683e-09	19.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9988	0.001191	1.1e-12	1.1e-12	1.1e-12	1.1e-12	1.1e-12	0.1797	0.8192	0.001063	2.174e-12	5.643e-10	8.129e-08	
