Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Cs produced (at/m3)	Cs in grain (at/m3)	Cs in intragranular solution (at/m3)	Cs in intragranular bubbles (at/m3)	Cs at grain boundary (at/m3)	Cs released (at/m3)	Cs reacted (at/m3)	I produced (at/m3)	I in grain (at/m3)	I in intragranular solution (at/m3)	I in intragranular bubbles (at/m3)	I at grain boundary (at/m3)	I released (at/m3)	I reacted (at/m3)	Te produced (at/m3)	Te in grain (at/m3)	Te in intragranular solution (at/m3)	Te in intragranular bubbles (at/m3)	Te at grain boundary (at/m3)	Te released (at/m3)	Te reacted (at/m3)	Mo produced (at/m3)	Mo in solution (at/m3)	Mo reacted (at/m3)	Ba produced (at/m3)	Ba in solution (at/m3)	Ba reacted (at/m3)	Tc produced (at/m3)	Tc in solution (at/m3)	Tc reacted (at/m3)	Ru produced (at/m3)	Ru in solution (at/m3)	Ru reacted (at/m3)	Rh produced (at/m3)	Rh in solution (at/m3)	Rh reacted (at/m3)	Pd produced (at/m3)	Pd in solution (at/m3)	Pd reacted (at/m3)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	FIMA (%)	Fuel density (kg/m3)	U235 (at/m3)	U238 (at/m3)	Pu (at/m3)	Pu238 (at/m3)	Pu239 (at/m3)	Pu240 (at/m3)	Pu241 (at/m3)	Pu242 (at/m3)	q (-)	Intergranular vented fraction (/)	Intergranular venting probability (/)	Porosity (/)	Fabrication porosity (/)	Open porosity (/)	Residual porosity (/)	Densification factor (/)	Gap oxygen partial pressure (MPa)	Stoichiometry deviation (/)	Equilibrium stoichiometry deviation (/)	Fuel oxygen partial pressure (MPa)	Fuel oxygen partial pressure - Blackburn (MPa)	Fuel oxygen partial pressure - Kato (MPa)	Fuel oxygen partial pressure - CALPHAD (MPa)	Fuel oxygen potential (KJ/mol)	Fuel oxygen potential - Blackburn (KJ/mol)	Fuel oxygen potential - Kato (KJ/mol)	Fuel oxygen potential - CALPHAD (KJ/mol)	U content (mol/m3)	O content (mol/m3)	O available content (mol/m3)	Pu content (mol/m3)	Phase std density (g/m3)	Mo/Ru in HCP_A3 (/)	Mo in oxide fraction (/)	Mo oxide valence (/)	Ba/Mo in oxide compounds (/)	Ba in oxide fraction (/)	Ba oxide valence (/)	JOG (Cs2MoO4) (/)	JOG (BaMoO4) (/)	JOG (liquid) (/)	
10752	1760	3.45e+19	0	0	100000	1.95536	1.140227e-05	3.124832e+26	6.317414e+25	1.368102e+25	4.949312e+25	1.499188e+26	9.939024e+25	2.270177e+25	4.589574e+24	9.9392e+23	3.595654e+24	1.089154e+25	7.220659e+24	0.3180658	1.589124e+25	0	0	0	7.778439e+24	5.166755e+24	2.946047e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.924522e+26	2.932785e+16	2.924522e+26	1.322044e+26	4.249966e+20	1.32204e+26	7.077612e+25	6.648207e+12	7.077612e+25	2.644089e+26	1.25285e+13	2.644089e+26	7.878851e+25	5.436287e+13	7.878851e+25	2.523903e+26	1.285679e+20	2.523902e+26	2.590328e+23	1.262867e-09	0.002185326	1.001149e+10	6.625173e+10	1.817093e+12	4.837236e-06	5.001866e-11	7.994031e-17	0.5007613	0.5	0.2105691	1	45.62311	5.673466	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01945187	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04464	0	1.069083e-16	0	1.069083e-16	0	-504.605	0	-504.605	0	30838.19	77194.93	219.5212	8640.538	3554913	1.106061	0	0	0	1	2	0	0	0	
10780	1760	3.45e+19	0	0	100000	1.9554	1.140227e-05	3.13297e+26	6.318298e+25	1.368397e+25	4.949901e+25	1.504037e+26	9.971028e+25	2.276089e+25	4.590217e+24	9.941347e+23	3.596082e+24	1.092677e+25	7.243909e+24	0.3182612	1.593262e+25	0	0	0	7.798747e+24	5.180159e+24	2.953719e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.932138e+26	2.961253e+16	2.932138e+26	1.325487e+26	4.255253e+20	1.325483e+26	7.096043e+25	6.665533e+12	7.096043e+25	2.650974e+26	1.256115e+13	2.650974e+26	7.899368e+25	5.450455e+13	7.899368e+25	2.530476e+26	1.28903e+20	2.530474e+26	2.590126e+23	1.262954e-09	0.002185608	9.979855e+09	6.667615e+10	1.825507e+12	4.844887e-06	5.0177e-11	8.03202e-17	0.5007592	0.5	0.2109012	1	45.74193	5.68824	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01943709	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0446	0	1.072862e-16	0	1.072862e-16	0	-504.5534	0	-504.5534	0	30837.56	77194.93	220.0929	8640.361	3554913	1.106061	0	0	0	1	2	0	0	0	
10808	1760	3.45e+19	0	0	100000	1.95544	1.140227e-05	3.141107e+26	6.319172e+25	1.368689e+25	4.950483e+25	1.508887e+26	1.000304e+26	2.282001e+25	4.590851e+24	9.943468e+23	3.596505e+24	1.0962e+25	7.267163e+24	0.3184557	1.597401e+25	0	0	0	7.819054e+24	5.193563e+24	2.961391e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.939754e+26	2.989993e+16	2.939754e+26	1.32893e+26	4.260515e+20	1.328926e+26	7.114474e+25	6.68286e+12	7.114474e+25	2.65786e+26	1.25938e+13	2.65786e+26	7.919886e+25	5.464622e+13	7.919886e+25	2.537048e+26	1.292381e+20	2.537047e+26	2.589926e+23	1.26304e-09	0.002185887	9.948408e+09	6.710204e+10	1.833937e+12	4.852528e-06	5.03354e-11	8.070084e-17	0.5007571	0.5	0.211233	1	45.86074	5.703015	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01942222	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04456	0	1.076658e-16	0	1.076658e-16	0	-504.5017	0	-504.5017	0	30836.93	77194.93	220.6645	8640.185	3554913	1.106061	0	0	0	1	2	0	0	0	
10836	1760	3.45e+19	0	0	100000	1.95548	1.140227e-05	3.149245e+26	6.320035e+25	1.368978e+25	4.951057e+25	1.513737e+26	1.003505e+26	2.287913e+25	4.591479e+24	9.945565e+23	3.596922e+24	1.099723e+25	7.290419e+24	0.3186493	1.601539e+25	0	0	0	7.839362e+24	5.206966e+24	2.969063e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94737e+26	3.019008e+16	2.94737e+26	1.332373e+26	4.265754e+20	1.332369e+26	7.132905e+25	6.700187e+12	7.132905e+25	2.664746e+26	1.262646e+13	2.664746e+26	7.940404e+25	5.478791e+13	7.940404e+25	2.543621e+26	1.295731e+20	2.54362e+26	2.589729e+23	1.263126e-09	0.002186163	9.917147e+09	6.752942e+10	1.842381e+12	4.86016e-06	5.049387e-11	8.108223e-17	0.5007551	0.5	0.2115643	1	45.97955	5.71779	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01940724	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04452	0	1.08047e-16	0	1.08047e-16	0	-504.45	0	-504.45	0	30836.3	77194.93	221.2362	8640.008	3554913	1.106061	0	0	0	1	2	0	0	0	
10864	1760	3.45e+19	0	0	100000	1.95552	1.140227e-05	3.157383e+26	6.320888e+25	1.369263e+25	4.951625e+25	1.518588e+26	1.006706e+26	2.293825e+25	4.592098e+24	9.947637e+23	3.597334e+24	1.103247e+25	7.313677e+24	0.318842	1.605677e+25	0	0	0	7.859671e+24	5.220369e+24	2.976735e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.954986e+26	3.048302e+16	2.954986e+26	1.335816e+26	4.270968e+20	1.335811e+26	7.151337e+25	6.717514e+12	7.151337e+25	2.671631e+26	1.265911e+13	2.671631e+26	7.960922e+25	5.492959e+13	7.960922e+25	2.550194e+26	1.299082e+20	2.550192e+26	2.589534e+23	1.26321e-09	0.002186436	9.886069e+09	6.795827e+10	1.850841e+12	4.867783e-06	5.065239e-11	8.146436e-17	0.500753	0.5	0.2118953	1	46.09836	5.732564	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01939215	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04448	0	1.084299e-16	0	1.084299e-16	0	-504.3982	0	-504.3982	0	30835.67	77194.93	221.8079	8639.831	3554913	1.106061	0	0	0	1	2	0	0	0	
10892	1760	3.45e+19	0	0	100000	1.95556	1.140227e-05	3.16552e+26	6.32173e+25	1.369545e+25	4.952185e+25	1.523439e+26	1.009908e+26	2.299737e+25	4.59271e+24	9.949685e+23	3.597742e+24	1.106772e+25	7.336938e+24	0.3190338	1.609816e+25	0	0	0	7.87998e+24	5.233772e+24	2.984407e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.962602e+26	3.077876e+16	2.962602e+26	1.339259e+26	4.276158e+20	1.339254e+26	7.169768e+25	6.734842e+12	7.169768e+25	2.678517e+26	1.269176e+13	2.678517e+26	7.98144e+25	5.507127e+13	7.98144e+25	2.556766e+26	1.302433e+20	2.556765e+26	2.589341e+23	1.263293e-09	0.002186706	9.855174e+09	6.83886e+10	1.859316e+12	4.875398e-06	5.081097e-11	8.184724e-17	0.500751	0.5	0.2122259	1	46.21717	5.747339	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01937697	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04444	0	1.088145e-16	0	1.088145e-16	0	-504.3464	0	-504.3464	0	30835.04	77194.93	222.3796	8639.654	3554913	1.106061	0	0	0	1	2	0	0	0	
10920	1760	3.45e+19	0	0	100000	1.9556	1.140227e-05	3.173658e+26	6.322563e+25	1.369823e+25	4.952739e+25	1.528292e+26	1.01311e+26	2.305649e+25	4.593315e+24	9.951708e+23	3.598144e+24	1.110297e+25	7.3602e+24	0.3192247	1.613954e+25	0	0	0	7.900289e+24	5.247174e+24	2.992079e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.970218e+26	3.107734e+16	2.970218e+26	1.342701e+26	4.281325e+20	1.342697e+26	7.188199e+25	6.75217e+12	7.188199e+25	2.685403e+26	1.272442e+13	2.685403e+26	8.001958e+25	5.521296e+13	8.001958e+25	2.563339e+26	1.305784e+20	2.563338e+26	2.58915e+23	1.263376e-09	0.002186972	9.82446e+09	6.882042e+10	1.867806e+12	4.883003e-06	5.096962e-11	8.223086e-17	0.500749	0.5	0.2125561	1	46.33598	5.762114	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01936169	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0444	0	1.092007e-16	0	1.092007e-16	0	-504.2946	0	-504.2946	0	30834.41	77194.93	222.9513	8639.478	3554913	1.106061	0	0	0	1	2	0	0	0	
10948	1760	3.45e+19	0	0	100000	1.95564	1.140227e-05	3.181795e+26	6.323385e+25	1.370099e+25	4.953286e+25	1.533145e+26	1.016312e+26	2.311561e+25	4.593912e+24	9.953707e+23	3.598541e+24	1.113823e+25	7.383466e+24	0.3194147	1.618093e+25	0	0	0	7.920599e+24	5.260576e+24	2.999751e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.977834e+26	3.137887e+16	2.977834e+26	1.346144e+26	4.286465e+20	1.34614e+26	7.20663e+25	6.769498e+12	7.20663e+25	2.692288e+26	1.275707e+13	2.692288e+26	8.022475e+25	5.535465e+13	8.022475e+25	2.569912e+26	1.309135e+20	2.56991e+26	2.588962e+23	1.263457e-09	0.002187236	9.793925e+09	6.925371e+10	1.876312e+12	4.890599e-06	5.112832e-11	8.261522e-17	0.5007469	0.5	0.2128859	1	46.45479	5.776888	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01934631	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04436	0	1.095886e-16	0	1.095886e-16	0	-504.2427	0	-504.2427	0	30833.78	77194.93	223.523	8639.301	3554913	1.106061	0	0	0	1	2	0	0	0	
10976	1760	3.45e+19	0	0	100000	1.95568	1.140227e-05	3.189933e+26	6.324197e+25	1.37037e+25	4.953826e+25	1.537998e+26	1.019515e+26	2.317473e+25	4.594502e+24	9.955683e+23	3.598934e+24	1.117349e+25	7.406733e+24	0.3196039	1.622231e+25	0	0	0	7.940909e+24	5.273977e+24	3.007423e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98545e+26	3.16832e+16	2.98545e+26	1.349587e+26	4.291584e+20	1.349583e+26	7.225062e+25	6.786827e+12	7.225062e+25	2.699174e+26	1.278973e+13	2.699174e+26	8.042993e+25	5.549634e+13	8.042993e+25	2.576484e+26	1.312486e+20	2.576483e+26	2.588776e+23	1.263537e-09	0.002187496	9.763567e+09	6.968848e+10	1.884832e+12	4.898186e-06	5.128709e-11	8.300033e-17	0.5007449	0.5	0.2132153	1	46.5736	5.791663	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01933083	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04432	0	1.099782e-16	0	1.099782e-16	0	-504.1907	0	-504.1907	0	30833.15	77194.93	224.0947	8639.124	3554913	1.106061	0	0	0	1	2	0	0	0	
11004	1760	3.45e+19	0	0	100000	1.95572	1.140227e-05	3.198071e+26	6.324999e+25	1.370639e+25	4.95436e+25	1.542853e+26	1.022718e+26	2.323385e+25	4.595085e+24	9.957635e+23	3.599321e+24	1.120876e+25	7.430002e+24	0.3197922	1.626369e+25	0	0	0	7.961219e+24	5.287378e+24	3.015095e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.993066e+26	3.199054e+16	2.993066e+26	1.35303e+26	4.296676e+20	1.353026e+26	7.243493e+25	6.804156e+12	7.243493e+25	2.70606e+26	1.282238e+13	2.70606e+26	8.063511e+25	5.563804e+13	8.063511e+25	2.583057e+26	1.315837e+20	2.583056e+26	2.588592e+23	1.263617e-09	0.002187754	9.733386e+09	7.012474e+10	1.893368e+12	4.905765e-06	5.144591e-11	8.338618e-17	0.5007429	0.5	0.2135443	1	46.69241	5.806438	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01931526	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04428	0	1.103695e-16	0	1.103695e-16	0	-504.1388	0	-504.1388	0	30832.52	77194.93	224.6664	8638.948	3554913	1.106061	0	0	0	1	2	0	0	0	
11032	1760	3.45e+19	0	0	100000	1.95576	1.140227e-05	3.206208e+26	6.325791e+25	1.370905e+25	4.954887e+25	1.547708e+26	1.025921e+26	2.329296e+25	4.59566e+24	9.959565e+23	3.599704e+24	1.124403e+25	7.453274e+24	0.3199796	1.630508e+25	0	0	0	7.98153e+24	5.300779e+24	3.022767e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.000682e+26	3.230074e+16	3.000682e+26	1.356473e+26	4.301748e+20	1.356468e+26	7.261924e+25	6.821485e+12	7.261924e+25	2.712945e+26	1.285504e+13	2.712945e+26	8.084029e+25	5.577974e+13	8.084029e+25	2.58963e+26	1.319189e+20	2.589628e+26	2.58841e+23	1.263696e-09	0.002188009	9.70338e+09	7.056247e+10	1.901919e+12	4.913334e-06	5.16048e-11	8.377277e-17	0.500741	0.5	0.213873	1	46.81122	5.821212	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.0192996	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04424	0	1.107626e-16	0	1.107626e-16	0	-504.0868	0	-504.0868	0	30831.88	77194.93	225.238	8638.771	3554913	1.106061	0	0	0	1	2	0	0	0	
11060	1760	3.45e+19	0	0	100000	1.9558	1.140227e-05	3.214346e+26	6.326574e+25	1.371167e+25	4.955407e+25	1.552563e+26	1.029125e+26	2.335208e+25	4.596229e+24	9.961471e+23	3.600082e+24	1.127931e+25	7.476548e+24	0.3201662	1.634646e+25	0	0	0	8.001841e+24	5.314179e+24	3.030439e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.008298e+26	3.261401e+16	3.008298e+26	1.359915e+26	4.306793e+20	1.359911e+26	7.280356e+25	6.838815e+12	7.280356e+25	2.719831e+26	1.28877e+13	2.719831e+26	8.104547e+25	5.592144e+13	8.104547e+25	2.596202e+26	1.32254e+20	2.596201e+26	2.58823e+23	1.263773e-09	0.00218826	9.673547e+09	7.100169e+10	1.910484e+12	4.920895e-06	5.176374e-11	8.41601e-17	0.500739	0.5	0.2142013	1	46.93003	5.835987	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01928384	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0442	0	1.111573e-16	0	1.111573e-16	0	-504.0347	0	-504.0347	0	30831.25	77194.93	225.8097	8638.594	3554913	1.106061	0	0	0	1	2	0	0	0	
11088	1760	3.45e+19	0	0	100000	1.95584	1.140227e-05	3.222483e+26	6.327348e+25	1.371427e+25	4.955921e+25	1.55742e+26	1.032329e+26	2.34112e+25	4.596791e+24	9.963355e+23	3.600456e+24	1.131459e+25	7.499824e+24	0.3203519	1.638784e+25	0	0	0	8.022152e+24	5.327579e+24	3.038111e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.015914e+26	3.293028e+16	3.015914e+26	1.363358e+26	4.311814e+20	1.363354e+26	7.298787e+25	6.856145e+12	7.298787e+25	2.726717e+26	1.292036e+13	2.726717e+26	8.125065e+25	5.606315e+13	8.125065e+25	2.602775e+26	1.325891e+20	2.602774e+26	2.588053e+23	1.26385e-09	0.002188509	9.643886e+09	7.144239e+10	1.919065e+12	4.928447e-06	5.192274e-11	8.454817e-17	0.500737	0.5	0.2145291	1	47.04884	5.850762	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01926799	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04416	0	1.115538e-16	0	1.115538e-16	0	-503.9826	0	-503.9826	0	30830.62	77194.93	226.3814	8638.418	3554913	1.106061	0	0	0	1	2	0	0	0	
11116	1760	3.45e+19	0	0	100000	1.95588	1.140227e-05	3.230621e+26	6.328112e+25	1.371683e+25	4.956429e+25	1.562277e+26	1.035533e+26	2.347032e+25	4.597346e+24	9.965217e+23	3.600824e+24	1.134987e+25	7.523102e+24	0.3205368	1.642923e+25	0	0	0	8.042464e+24	5.340979e+24	3.045783e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02353e+26	3.32496e+16	3.02353e+26	1.366801e+26	4.316812e+20	1.366797e+26	7.317218e+25	6.873475e+12	7.317218e+25	2.733602e+26	1.295301e+13	2.733602e+26	8.145582e+25	5.620485e+13	8.145582e+25	2.609348e+26	1.329243e+20	2.609346e+26	2.587877e+23	1.263926e-09	0.002188755	9.614395e+09	7.188458e+10	1.927661e+12	4.93599e-06	5.208181e-11	8.493698e-17	0.5007351	0.5	0.2148567	1	47.16765	5.865536	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01925205	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04412	0	1.11952e-16	0	1.11952e-16	0	-503.9305	0	-503.9305	0	30829.99	77194.93	226.9531	8638.241	3554913	1.106061	0	0	0	1	2	0	0	0	
11144	1760	3.45e+19	0	0	100000	1.95592	1.140227e-05	3.238758e+26	6.328866e+25	1.371936e+25	4.95693e+25	1.567135e+26	1.038737e+26	2.352944e+25	4.597894e+24	9.967057e+23	3.601189e+24	1.138517e+25	7.546382e+24	0.3207208	1.647061e+25	0	0	0	8.062777e+24	5.354378e+24	3.053455e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.031146e+26	3.357207e+16	3.031146e+26	1.370244e+26	4.321784e+20	1.37024e+26	7.335649e+25	6.890806e+12	7.335649e+25	2.740488e+26	1.298567e+13	2.740488e+26	8.1661e+25	5.634656e+13	8.1661e+25	2.61592e+26	1.332594e+20	2.615919e+26	2.587703e+23	1.264001e-09	0.002188998	9.585073e+09	7.232825e+10	1.936272e+12	4.943525e-06	5.224093e-11	8.532652e-17	0.5007331	0.5	0.2151838	1	47.28646	5.880311	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01923603	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04408	0	1.12352e-16	0	1.12352e-16	0	-503.8783	0	-503.8783	0	30829.36	77194.93	227.5248	8638.064	3554913	1.106061	0	0	0	1	2	0	0	0	
11172	1760	3.45e+19	0	0	100000	1.95596	1.140227e-05	3.246896e+26	6.329612e+25	1.372186e+25	4.957425e+25	1.571993e+26	1.041942e+26	2.358856e+25	4.598436e+24	9.968875e+23	3.601548e+24	1.142046e+25	7.569664e+24	0.320904	1.651199e+25	0	0	0	8.083089e+24	5.367777e+24	3.061127e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.038762e+26	3.389755e+16	3.038762e+26	1.373687e+26	4.326735e+20	1.373682e+26	7.354081e+25	6.908136e+12	7.354081e+25	2.747374e+26	1.301833e+13	2.747374e+26	8.186618e+25	5.648827e+13	8.186618e+25	2.622493e+26	1.335946e+20	2.622492e+26	2.587532e+23	1.264075e-09	0.002189239	9.555919e+09	7.27734e+10	1.944898e+12	4.951051e-06	5.240011e-11	8.571681e-17	0.5007312	0.5	0.2155105	1	47.40527	5.895086	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01921991	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04404	0	1.127537e-16	0	1.127537e-16	0	-503.826	0	-503.826	0	30828.73	77194.93	228.0965	8637.888	3554913	1.106061	0	0	0	1	2	0	0	0	
11200	1760	3.45e+19	0	0	100000	1.956	1.140227e-05	3.255034e+26	6.330348e+25	1.372434e+25	4.957915e+25	1.576852e+26	1.045147e+26	2.364768e+25	4.598971e+24	9.970671e+23	3.601904e+24	1.145576e+25	7.592948e+24	0.3210864	1.655338e+25	0	0	0	8.103402e+24	5.381175e+24	3.068799e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.046378e+26	3.422625e+16	3.046378e+26	1.37713e+26	4.331661e+20	1.377125e+26	7.372512e+25	6.925467e+12	7.372512e+25	2.754259e+26	1.305099e+13	2.754259e+26	8.207136e+25	5.662999e+13	8.207136e+25	2.629066e+26	1.339297e+20	2.629064e+26	2.587362e+23	1.264149e-09	0.002189476	9.526931e+09	7.322004e+10	1.953539e+12	4.958568e-06	5.255934e-11	8.610783e-17	0.5007293	0.5	0.2158369	1	47.52408	5.90986	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01920371	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.044	0	1.131572e-16	0	1.131572e-16	0	-503.7738	0	-503.7738	0	30828.1	77194.93	228.6682	8637.711	3554913	1.106061	0	0	0	1	2	0	0	0	
11228	1760	3.45e+19	0	0	100000	1.95604	1.140227e-05	3.263171e+26	6.331075e+25	1.372678e+25	4.958398e+25	1.581712e+26	1.048352e+26	2.37068e+25	4.599499e+24	9.972446e+23	3.602255e+24	1.149107e+25	7.616233e+24	0.3212679	1.659476e+25	0	0	0	8.123716e+24	5.394573e+24	3.076471e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.053994e+26	3.455802e+16	3.053994e+26	1.380572e+26	4.336565e+20	1.380568e+26	7.390943e+25	6.942799e+12	7.390943e+25	2.761145e+26	1.308365e+13	2.761145e+26	8.227654e+25	5.677171e+13	8.227654e+25	2.635638e+26	1.342649e+20	2.635637e+26	2.587194e+23	1.264221e-09	0.002189711	9.498108e+09	7.366817e+10	1.962195e+12	4.966076e-06	5.271864e-11	8.649959e-17	0.5007273	0.5	0.2161629	1	47.64289	5.924635	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01918743	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04396	0	1.135625e-16	0	1.135625e-16	0	-503.7215	0	-503.7215	0	30827.47	77194.93	229.2399	8637.534	3554913	1.106061	0	0	0	1	2	0	0	0	
11256	1760	3.45e+19	0	0	100000	1.95608	1.140227e-05	3.271309e+26	6.331794e+25	1.372919e+25	4.958875e+25	1.586572e+26	1.051558e+26	2.376592e+25	4.600021e+24	9.9742e+23	3.602601e+24	1.152638e+25	7.639521e+24	0.3214486	1.663614e+25	0	0	0	8.14403e+24	5.407971e+24	3.084143e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.061609e+26	3.489308e+16	3.061609e+26	1.384015e+26	4.341443e+20	1.384011e+26	7.409375e+25	6.960131e+12	7.409375e+25	2.76803e+26	1.311631e+13	2.76803e+26	8.248172e+25	5.691343e+13	8.248172e+25	2.642211e+26	1.346001e+20	2.64221e+26	2.587029e+23	1.264293e-09	0.002189943	9.469448e+09	7.411778e+10	1.970866e+12	4.973576e-06	5.2878e-11	8.689209e-17	0.5007254	0.5	0.2164885	1	47.7617	5.939409	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01917106	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04392	0	1.139695e-16	0	1.139695e-16	0	-503.6691	0	-503.6691	0	30826.84	77194.93	229.8115	8637.358	3554913	1.106061	0	0	0	1	2	0	0	0	
