Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	BA2 (gas, at grain boundary) (g/m3)	BA2O (gas, at grain boundary) (g/m3)	BA2O2 (gas, at grain boundary) (g/m3)	BAMOO4 (gas, at grain boundary) (g/m3)	BAO (gas, at grain boundary) (g/m3)	CS (gas, at grain boundary) (g/m3)	CS2 (gas, at grain boundary) (g/m3)	CS2MOO4 (gas, at grain boundary) (g/m3)	CS2O (gas, at grain boundary) (g/m3)	CS2O2 (gas, at grain boundary) (g/m3)	CSO (gas, at grain boundary) (g/m3)	HE (gas, at grain boundary) (g/m3)	MO (gas, at grain boundary) (g/m3)	MO2 (gas, at grain boundary) (g/m3)	MO2O6 (gas, at grain boundary) (g/m3)	MO3O9 (gas, at grain boundary) (g/m3)	MO4O12 (gas, at grain boundary) (g/m3)	MO5O15 (gas, at grain boundary) (g/m3)	MOO (gas, at grain boundary) (g/m3)	MOO2 (gas, at grain boundary) (g/m3)	MOO3 (gas, at grain boundary) (g/m3)	O (gas, at grain boundary) (g/m3)	O2 (gas, at grain boundary) (g/m3)	O3 (gas, at grain boundary) (g/m3)	PD (gas, at grain boundary) (g/m3)	RH (gas, at grain boundary) (g/m3)	RU (gas, at grain boundary) (g/m3)	TC (gas, at grain boundary) (g/m3)	LIQUID (liquid, at grain boundary) (g/m3)	BA2MOO5 (condensed, at grain boundary) (g/m3)	BA3MOO6 (condensed, at grain boundary) (g/m3)	BAMO2O7 (condensed, at grain boundary) (g/m3)	BAMO3O10 (condensed, at grain boundary) (g/m3)	BAMOO4 (condensed, at grain boundary) (g/m3)	HCP_ORD (condensed, at grain boundary) (g/m3)	CS2MO2O7_S1 (condensed, at grain boundary) (g/m3)	CS2MO2O7_S2 (condensed, at grain boundary) (g/m3)	CS2MO3O10 (condensed, at grain boundary) (g/m3)	CS2MO4O13 (condensed, at grain boundary) (g/m3)	CS2MO5O16 (condensed, at grain boundary) (g/m3)	CS2MO7O22 (condensed, at grain boundary) (g/m3)	CS2MOO4_S1 (condensed, at grain boundary) (g/m3)	CS2MOO4_S2 (condensed, at grain boundary) (g/m3)	CS2O1 (condensed, at grain boundary) (g/m3)	CS2O2 (condensed, at grain boundary) (g/m3)	CS3O (condensed, at grain boundary) (g/m3)	CS4O (condensed, at grain boundary) (g/m3)	CS7O1 (condensed, at grain boundary) (g/m3)	CS7O2 (condensed, at grain boundary) (g/m3)	CSO2 (condensed, at grain boundary) (g/m3)	CSO3 (condensed, at grain boundary) (g/m3)	HALITE (condensed, at grain boundary) (g/m3)	MO2_C11A (condensed, at grain boundary) (g/m3)	MO4O11 (condensed, at grain boundary) (g/m3)	MO8O23 (condensed, at grain boundary) (g/m3)	MO9O26 (condensed, at grain boundary) (g/m3)	MOO2 (condensed, at grain boundary) (g/m3)	MOO3 (condensed, at grain boundary) (g/m3)	PEROVSKITE (condensed, at grain boundary) (g/m3)	ZRO2_TETR (condensed, at grain boundary) (g/m3)	A15_CR3SI (condensed, at grain boundary) (g/m3)	BCC_A2 (condensed, at grain boundary) (g/m3)	C14_LAVES (condensed, at grain boundary) (g/m3)	C15_LAVES (condensed, at grain boundary) (g/m3)	DIAMOND_A4 (condensed, at grain boundary) (g/m3)	DIS_SIG (condensed, at grain boundary) (g/m3)	FCC_A1 (condensed, at grain boundary) (g/m3)	HCP_A3 (condensed, at grain boundary) (g/m3)	HCP_DIS (condensed, at grain boundary) (g/m3)	MC_ETA (condensed, at grain boundary) (g/m3)	MO3TE4 (condensed, at grain boundary) (g/m3)	MOPD2 (condensed, at grain boundary) (g/m3)	MOTE2_A (condensed, at grain boundary) (g/m3)	MOTE2_B (condensed, at grain boundary) (g/m3)	ORTHORHOMBIC_A20 (condensed, at grain boundary) (g/m3)	SIGMA (condensed, at grain boundary) (g/m3)	TETRAGONAL_U (condensed, at grain boundary) (g/m3)	O (gas, matrix) (g/m3)	O2 (gas, matrix) (g/m3)	C1_MO2 (condensed, matrix) (g/m3)	PU2O3 (condensed, matrix) (g/m3)	PUO152 (condensed, matrix) (g/m3)	M2O3_C (condensed, matrix) (g/m3)	U3O8_S1 (condensed, matrix) (g/m3)	U3O8_S2 (condensed, matrix) (g/m3)	U3O8_S3 (condensed, matrix) (g/m3)	U3O8_S4 (condensed, matrix) (g/m3)	U4O9_S1 (condensed, matrix) (g/m3)	U4O9_S2 (condensed, matrix) (g/m3)	U4O9_S3 (condensed, matrix) (g/m3)	UO3 (condensed, matrix) (g/m3)	
0	1760	3.45e+19	0	0	100000	1.975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28	1760	3.45e+19	0	0	100000	1.97469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56	1760	3.45e+19	0	0	100000	1.97438	8.666e-12	7.721e-06	1.051e-06	8.119e-11	0.0002115	14.67	0.124	1.269e-05	0.000271	2.173e-12	1.205e-06	0	2.848e-06	9.149e-19	3.432e-23	4.767e-29	6.356e-29	7.945e-29	2.252e-12	3.214e-12	8.871e-14	3.986e-05	3.158e-14	7.961e-29	0.0001938	6.474e-11	1.794e-11	9.22e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
84	1760	3.45e+19	0	0	100000	1.97407	1.358e-11	1.183e-05	1.575e-06	1.137e-10	0.0003169	21.98	0.1858	1.737e-05	0.000397	3.112e-12	1.765e-06	0	3.898e-06	1.371e-18	4.492e-23	7.141e-29	9.522e-29	1.19e-28	3.299e-12	4.603e-12	1.242e-13	5.897e-05	4.522e-14	1.115e-28	0.0002904	1.187e-10	2.687e-11	1.381e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
112	1760	3.45e+19	0	0	100000	1.97376	1.89e-11	1.61e-05	2.095e-06	1.414e-10	0.0004216	29.24	0.2472	2.114e-05	0.0005165	3.96e-12	2.296e-06	0	4.743e-06	1.824e-18	5.227e-23	9.501e-29	1.267e-28	1.584e-28	4.292e-12	5.857e-12	1.545e-13	7.751e-05	5.754e-14	1.387e-28	0.0003863	1.58e-10	3.575e-11	1.838e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
140	1760	3.45e+19	0	0	100000	1.97345	2.46e-11	2.05e-05	2.61e-06	1.649e-10	0.0005252	36.43	0.3079	2.411e-05	0.0006293	4.719e-12	2.798e-06	0	5.409e-06	2.272e-18	5.703e-23	1.184e-28	1.578e-28	1.973e-28	5.23e-12	6.981e-12	1.802e-13	9.545e-05	6.858e-14	1.617e-28	0.0004812	1.968e-10	4.454e-11	2.289e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
168	1760	3.45e+19	0	0	100000	1.97314	3.042e-11	2.48e-05	3.089e-06	1.828e-10	0.0006217	43.12	0.3645	2.615e-05	0.0007289	5.348e-12	3.241e-06	0	5.868e-06	2.689e-18	5.922e-23	1.401e-28	1.868e-28	2.335e-28	6.057e-12	7.911e-12	1.998e-13	0.0001117	7.771e-14	1.793e-28	0.0005697	2.329e-10	5.272e-11	2.71e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
196	1760	3.45e+19	0	0	100000	1.97283	3.543e-11	2.827e-05	3.445e-06	1.911e-10	0.0006934	48.09	0.4065	2.675e-05	0.0007955	5.712e-12	3.537e-06	0	6.002e-06	2.999e-18	5.8e-23	1.563e-28	2.084e-28	2.604e-28	6.611e-12	8.449e-12	2.088e-13	0.0001233	8.3e-14	1.874e-28	0.0006354	2.598e-10	5.88e-11	3.023e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
224	1760	3.45e+19	0	0	100000	1.97252	3.889e-11	3.037e-05	3.623e-06	1.884e-10	0.0007292	50.57	0.4275	2.582e-05	0.0008188	5.755e-12	3.641e-06	0	5.793e-06	3.154e-18	5.364e-23	1.643e-28	2.191e-28	2.739e-28	6.805e-12	8.513e-12	2.059e-13	0.0001283	8.362e-14	1.848e-28	0.0006681	2.732e-10	6.183e-11	3.179e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
252	1760	3.45e+19	0	0	100000	1.97221	4.191e-11	3.204e-05	3.742e-06	1.827e-10	0.0007531	52.23	0.4416	2.45e-05	0.000828	5.697e-12	3.682e-06	0	5.498e-06	3.258e-18	4.879e-23	1.697e-28	2.263e-28	2.829e-28	6.881e-12	8.428e-12	1.996e-13	0.0001313	8.279e-14	1.791e-28	0.0006901	2.822e-10	6.387e-11	3.283e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
280	1760	3.45e+19	0	0	100000	1.9719	4.54e-11	3.399e-05	3.888e-06	1.782e-10	0.0007824	54.26	0.4587	2.34e-05	0.0008423	5.676e-12	3.745e-06	0	5.251e-06	3.384e-18	4.469e-23	1.763e-28	2.351e-28	2.939e-28	7e-12	8.395e-12	1.947e-13	0.0001351	8.247e-14	1.747e-28	0.0007169	2.931e-10	6.635e-11	3.411e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	876.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
308	1760	3.45e+19	0	0	100000	1.97159	4.949e-11	3.629e-05	4.065e-06	1.751e-10	0.0008182	56.75	0.4797	2.252e-05	0.0008627	5.694e-12	3.836e-06	0	5.054e-06	3.539e-18	4.126e-23	1.844e-28	2.458e-28	3.073e-28	7.17e-12	8.422e-12	1.913e-13	0.00014	8.273e-14	1.717e-28	0.0007497	3.065e-10	6.938e-11	3.567e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	964.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
336	1760	3.45e+19	0	0	100000	1.97128	5.423e-11	3.896e-05	4.275e-06	1.731e-10	0.0008604	59.67	0.5044	2.181e-05	0.0008888	5.746e-12	3.952e-06	0	4.895e-06	3.721e-18	3.835e-23	1.939e-28	2.585e-28	3.232e-28	7.386e-12	8.5e-12	1.891e-13	0.0001459	8.349e-14	1.697e-28	0.0007884	3.224e-10	7.296e-11	3.751e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
364	1760	3.45e+19	0	0	100000	1.97097	5.964e-11	4.198e-05	4.514e-06	1.719e-10	0.0009085	63.01	0.5326	2.123e-05	0.0009195	5.825e-12	4.089e-06	0	4.764e-06	3.929e-18	3.584e-23	2.047e-28	2.73e-28	3.412e-28	7.642e-12	8.616e-12	1.878e-13	0.0001528	8.464e-14	1.686e-28	0.0008324	3.404e-10	7.704e-11	3.96e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
392	1760	3.45e+19	0	0	100000	1.97066	6.571e-11	4.533e-05	4.777e-06	1.712e-10	0.0009613	66.68	0.5636	2.073e-05	0.0009536	5.92e-12	4.24e-06	0	4.651e-06	4.158e-18	3.36e-23	2.167e-28	2.889e-28	3.611e-28	7.925e-12	8.757e-12	1.871e-13	0.0001603	8.603e-14	1.679e-28	0.0008809	3.602e-10	8.152e-11	4.191e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
420	1760	3.45e+19	0	0	100000	1.97035	7.24e-11	4.896e-05	5.057e-06	1.708e-10	0.001018	70.59	0.5967	2.026e-05	0.0009897	6.023e-12	4.4e-06	0	4.545e-06	4.402e-18	3.156e-23	2.294e-28	3.058e-28	3.823e-28	8.225e-12	8.909e-12	1.866e-13	0.0001684	8.751e-14	1.674e-28	0.0009326	3.813e-10	8.631e-11	4.437e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
448	1760	3.45e+19	0	0	100000	1.97004	7.969e-11	5.283e-05	5.35e-06	1.702e-10	0.001077	74.68	0.6313	1.98e-05	0.001026	6.124e-12	4.564e-06	0	4.443e-06	4.657e-18	2.965e-23	2.427e-28	3.236e-28	4.044e-28	8.531e-12	9.059e-12	1.86e-13	0.0001768	8.899e-14	1.669e-28	0.0009866	4.034e-10	9.131e-11	4.694e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
476	1760	3.45e+19	0	0	100000	1.96973	8.756e-11	5.692e-05	5.652e-06	1.696e-10	0.001138	78.89	0.6669	1.934e-05	0.001063	6.221e-12	4.728e-06	0	4.34e-06	4.92e-18	2.784e-23	2.564e-28	3.418e-28	4.273e-28	8.837e-12	9.202e-12	1.853e-13	0.0001854	9.04e-14	1.663e-28	0.001042	4.262e-10	9.646e-11	4.959e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
504	1760	3.45e+19	0	0	100000	1.96942	9.599e-11	6.12e-05	5.961e-06	1.687e-10	0.0012	83.2	0.7033	1.887e-05	0.0011	6.311e-12	4.89e-06	0	4.234e-06	5.189e-18	2.613e-23	2.703e-28	3.605e-28	4.506e-28	9.14e-12	9.335e-12	1.843e-13	0.0001941	9.17e-14	1.654e-28	0.001099	4.494e-10	1.017e-10	5.229e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
532	1760	3.45e+19	0	0	100000	1.96911	1.049e-10	6.563e-05	6.271e-06	1.675e-10	0.001262	87.52	0.7399	1.838e-05	0.001135	6.388e-12	5.046e-06	0	4.125e-06	5.458e-18	2.449e-23	2.844e-28	3.792e-28	4.74e-28	9.432e-12	9.449e-12	1.83e-13	0.0002028	9.282e-14	1.643e-28	0.001156	4.728e-10	1.07e-10	5.501e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
560	1760	3.45e+19	0	0	100000	1.9688	1.144e-10	7.02e-05	6.581e-06	1.66e-10	0.001324	91.86	0.7765	1.787e-05	0.001169	6.453e-12	5.196e-06	0	4.011e-06	5.729e-18	2.293e-23	2.985e-28	3.98e-28	4.975e-28	9.712e-12	9.546e-12	1.814e-13	0.0002114	9.377e-14	1.628e-28	0.001214	4.962e-10	1.123e-10	5.773e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
588	1760	3.45e+19	0	0	100000	1.96849	1.244e-10	7.492e-05	6.892e-06	1.643e-10	0.001387	96.2	0.8132	1.736e-05	0.001201	6.508e-12	5.34e-06	0	3.895e-06	5.999e-18	2.144e-23	3.126e-28	4.168e-28	5.21e-28	9.98e-12	9.626e-12	1.795e-13	0.00022	9.456e-14	1.611e-28	0.001271	5.197e-10	1.176e-10	6.046e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
616	1760	3.45e+19	0	0	100000	1.96818	1.35e-10	7.979e-05	7.204e-06	1.624e-10	0.00145	100.5	0.85	1.683e-05	0.001232	6.552e-12	5.478e-06	0	3.777e-06	6.271e-18	2.003e-23	3.267e-28	4.356e-28	5.445e-28	1.024e-11	9.692e-12	1.774e-13	0.0002285	9.521e-14	1.592e-28	0.001328	5.432e-10	1.229e-10	6.32e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
644	1760	3.45e+19	0	0	100000	1.96787	1.462e-10	8.482e-05	7.516e-06	1.602e-10	0.001513	104.9	0.8869	1.631e-05	0.001262	6.587e-12	5.61e-06	0	3.659e-06	6.543e-18	1.87e-23	3.409e-28	4.545e-28	5.682e-28	1.049e-11	9.744e-12	1.751e-13	0.000237	9.572e-14	1.571e-28	0.001386	5.667e-10	1.283e-10	6.594e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
672	1760	3.45e+19	0	0	100000	1.96756	1.58e-10	8.999e-05	7.83e-06	1.58e-10	0.001576	109.3	0.9238	1.578e-05	0.00129	6.614e-12	5.738e-06	0	3.541e-06	6.816e-18	1.744e-23	3.551e-28	4.735e-28	5.918e-28	1.072e-11	9.784e-12	1.726e-13	0.0002454	9.611e-14	1.549e-28	0.001444	5.904e-10	1.336e-10	6.869e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.007e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
700	1760	3.45e+19	0	0	100000	1.96725	1.705e-10	9.532e-05	8.144e-06	1.555e-10	0.001639	113.7	0.9609	1.526e-05	0.001318	6.633e-12	5.86e-06	0	3.424e-06	7.089e-18	1.626e-23	3.694e-28	4.925e-28	6.156e-28	1.095e-11	9.812e-12	1.699e-13	0.0002538	9.638e-14	1.525e-28	0.001502	6.14e-10	1.39e-10	7.144e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.049e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
728	1760	3.45e+19	0	0	100000	1.96694	1.836e-10	0.0001008	8.458e-06	1.53e-10	0.001702	118.1	0.998	1.474e-05	0.001344	6.645e-12	5.977e-06	0	3.309e-06	7.363e-18	1.515e-23	3.836e-28	5.115e-28	6.394e-28	1.117e-11	9.829e-12	1.672e-13	0.0002621	9.655e-14	1.501e-28	0.00156	6.378e-10	1.444e-10	7.42e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.091e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
756	1760	3.45e+19	0	0	100000	1.96663	1.973e-10	0.0001065	8.773e-06	1.504e-10	0.001766	122.5	1.035	1.424e-05	0.00137	6.65e-12	6.09e-06	0	3.194e-06	7.637e-18	1.411e-23	3.979e-28	5.305e-28	6.632e-28	1.138e-11	9.836e-12	1.643e-13	0.0002704	9.662e-14	1.475e-28	0.001618	6.615e-10	1.497e-10	7.697e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.133e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
784	1760	3.45e+19	0	0	100000	1.96632	2.118e-10	0.0001123	9.089e-06	1.477e-10	0.001829	126.9	1.072	1.374e-05	0.001394	6.648e-12	6.198e-06	0	3.082e-06	7.912e-18	1.314e-23	4.122e-28	5.496e-28	6.87e-28	1.158e-11	9.834e-12	1.614e-13	0.0002787	9.661e-14	1.449e-28	0.001676	6.853e-10	1.551e-10	7.974e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.175e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
812	1760	3.45e+19	0	0	100000	1.96601	2.271e-10	0.0001182	9.405e-06	1.45e-10	0.001893	131.3	1.11	1.325e-05	0.001417	6.641e-12	6.301e-06	0	2.972e-06	8.187e-18	1.224e-23	4.266e-28	5.687e-28	7.109e-28	1.178e-11	9.824e-12	1.584e-13	0.0002869	9.65e-14	1.422e-28	0.001734	7.091e-10	1.605e-10	8.251e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.217e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
840	1760	3.45e+19	0	0	100000	1.9657	2.43e-10	0.0001244	9.721e-06	1.422e-10	0.001956	135.7	1.147	1.277e-05	0.00144	6.629e-12	6.401e-06	0	2.865e-06	8.462e-18	1.139e-23	4.409e-28	5.879e-28	7.348e-28	1.196e-11	9.806e-12	1.554e-13	0.0002951	9.632e-14	1.395e-28	0.001793	7.33e-10	1.659e-10	8.528e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.259e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
868	1760	3.45e+19	0	0	100000	1.96539	2.598e-10	0.0001307	1.004e-05	1.394e-10	0.00202	140.1	1.184	1.23e-05	0.001461	6.612e-12	6.495e-06	0	2.76e-06	8.738e-18	1.06e-23	4.553e-28	6.07e-28	7.588e-28	1.214e-11	9.78e-12	1.523e-13	0.0003032	9.607e-14	1.367e-28	0.001851	7.569e-10	1.713e-10	8.806e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.301e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
896	1760	3.45e+19	0	0	100000	1.96508	2.774e-10	0.0001371	1.035e-05	1.366e-10	0.002084	144.5	1.222	1.185e-05	0.001481	6.59e-12	6.586e-06	0	2.658e-06	9.014e-18	9.863e-24	4.696e-28	6.262e-28	7.827e-28	1.231e-11	9.748e-12	1.493e-13	0.0003113	9.576e-14	1.34e-28	0.001909	7.807e-10	1.767e-10	9.084e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.343e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
924	1760	3.45e+19	0	0	100000	1.96477	2.958e-10	0.0001437	1.067e-05	1.338e-10	0.002148	149	1.259	1.14e-05	0.001501	6.564e-12	6.673e-06	0	2.559e-06	9.29e-18	9.177e-24	4.84e-28	6.453e-28	8.067e-28	1.247e-11	9.71e-12	1.462e-13	0.0003194	9.538e-14	1.312e-28	0.001968	8.047e-10	1.821e-10	9.362e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.385e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
952	1760	3.45e+19	0	0	100000	1.96446	3.151e-10	0.0001505	1.099e-05	1.309e-10	0.002212	153.4	1.297	1.098e-05	0.00152	6.535e-12	6.757e-06	0	2.463e-06	9.566e-18	8.538e-24	4.984e-28	6.645e-28	8.307e-28	1.263e-11	9.666e-12	1.431e-13	0.0003274	9.495e-14	1.284e-28	0.002026	8.286e-10	1.875e-10	9.64e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.427e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
