Time (h)	Location	Phase	Phase instance	Moles (mol/m3)	Form units (mol/m3)	Sublattice	Sites	Constituent	Site fraction
56	at grain boundary	HALITE	HALITE#2	2.286739481	1.143369741	1	1	BA+2	0.9999999999
56	at grain boundary	HALITE	HALITE#2	2.286739481	1.143369741	1	1	VA	7.704321392e-11
56	at grain boundary	HALITE	HALITE#2	2.286739481	1.143369741	2	1	O-2	0.9999999999
56	at grain boundary	HALITE	HALITE#2	2.286739481	1.143369741	2	1	VA	7.707419141e-11
56	at grain boundary	HCP_A3	HCP_A3	8.317949229	8.317949229	1	1	BA	1.931660918e-06
56	at grain boundary	HCP_A3	HCP_A3	8.317949229	8.317949229	1	1	CS	0.003063159228
56	at grain boundary	HCP_A3	HCP_A3	8.317949229	8.317949229	1	1	MO	0.3040790982
56	at grain boundary	HCP_A3	HCP_A3	8.317949229	8.317949229	1	1	PD	0.2624242122
56	at grain boundary	HCP_A3	HCP_A3	8.317949229	8.317949229	1	1	RH	0.08192085313
56	at grain boundary	HCP_A3	HCP_A3	8.317949229	8.317949229	1	1	RU	0.2749208266
56	at grain boundary	HCP_A3	HCP_A3	8.317949229	8.317949229	1	1	TC	0.07358991899
56	at grain boundary	HCP_A3	HCP_A3	8.317949229	8.317949229	2	0.5	O	1.100880705e-12
56	at grain boundary	HCP_A3	HCP_A3	8.317949229	8.317949229	2	0.5	VA	1
56	at grain boundary	gas	GAS	0.1103822662	0.1103822662	1	1	BA	1.403695466e-05
56	at grain boundary	gas	GAS	0.1103822662	0.1103822662	1	1	BA2	2.858517723e-13
56	at grain boundary	gas	GAS	0.1103822662	0.1103822662	1	1	BA2O	2.406667103e-07
56	at grain boundary	gas	GAS	0.1103822662	0.1103822662	1	1	BA2O2	3.104990259e-08
56	at grain boundary	gas	GAS	0.1103822662	0.1103822662	1	1	BAMOO4	2.474231032e-12
56	at grain boundary	gas	GAS	0.1103822662	0.1103822662	1	1	BAO	1.249745468e-05
56	at grain boundary	gas	GAS	0.1103822662	0.1103822662	1	1	CS	0.9957210423
56	at grain boundary	gas	GAS	0.1103822662	0.1103822662	1	1	CS2	0.004226526922
56	at grain boundary	gas	GAS	0.1103822662	0.1103822662	1	1	CS2MOO4	2.700473756e-07
56	at grain boundary	gas	GAS	0.1103822662	0.1103822662	1	1	CS2O	8.71208704e-06
56	at grain boundary	gas	GAS	0.1103822662	0.1103822662	1	1	CS2O2	6.610675701e-14
56	at grain boundary	gas	GAS	0.1103822662	0.1103822662	1	1	CSO	7.331120567e-08
56	at grain boundary	gas	GAS	0.1103822662	0.1103822662	1	1	MO	2.933239054e-13
56	at grain boundary	gas	GAS	0.1103822662	0.1103822662	1	1	MO2	4.319010976e-20
56	at grain boundary	gas	GAS	0.1103822662	0.1103822662	1	1	MO2O6	1.08013339e-24
56	at grain boundary	gas	GAS	0.1103822662	0.1103822662	1	1	MO3O9	1e-30
