Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Cs produced (at/m3)	Cs in grain (at/m3)	Cs in intragranular solution (at/m3)	Cs in intragranular bubbles (at/m3)	Cs at grain boundary (at/m3)	Cs released (at/m3)	Cs reacted (at/m3)	I produced (at/m3)	I in grain (at/m3)	I in intragranular solution (at/m3)	I in intragranular bubbles (at/m3)	I at grain boundary (at/m3)	I released (at/m3)	I reacted (at/m3)	Te produced (at/m3)	Te in grain (at/m3)	Te in intragranular solution (at/m3)	Te in intragranular bubbles (at/m3)	Te at grain boundary (at/m3)	Te released (at/m3)	Te reacted (at/m3)	Mo produced (at/m3)	Mo in solution (at/m3)	Mo reacted (at/m3)	Ba produced (at/m3)	Ba in solution (at/m3)	Ba reacted (at/m3)	Tc produced (at/m3)	Tc in solution (at/m3)	Tc reacted (at/m3)	Ru produced (at/m3)	Ru in solution (at/m3)	Ru reacted (at/m3)	Rh produced (at/m3)	Rh in solution (at/m3)	Rh reacted (at/m3)	Pd produced (at/m3)	Pd in solution (at/m3)	Pd reacted (at/m3)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	FIMA (%)	Fuel density (kg/m3)	U235 (at/m3)	U238 (at/m3)	Pu (at/m3)	Pu238 (at/m3)	Pu239 (at/m3)	Pu240 (at/m3)	Pu241 (at/m3)	Pu242 (at/m3)	q (-)	Intergranular vented fraction (/)	Intergranular venting probability (/)	Porosity (/)	Fabrication porosity (/)	Open porosity (/)	Residual porosity (/)	Densification factor (/)	Gap oxygen partial pressure (MPa)	Stoichiometry deviation (/)	Equilibrium stoichiometry deviation (/)	Fuel oxygen partial pressure (MPa)	Fuel oxygen partial pressure - Blackburn (MPa)	Fuel oxygen partial pressure - Kato (MPa)	Fuel oxygen partial pressure - CALPHAD (MPa)	Fuel oxygen potential (KJ/mol)	Fuel oxygen potential - Blackburn (KJ/mol)	Fuel oxygen potential - Kato (KJ/mol)	Fuel oxygen potential - CALPHAD (KJ/mol)	U content (mol/m3)	O content (mol/m3)	O available content (mol/m3)	Pu content (mol/m3)	Mo/Ru in HCP_A3 (/)	Mo in oxide fraction (/)	Mo oxide valence (/)	Ba/Mo in oxide compounds (/)	Ba in oxide fraction (/)	Ba oxide valence (/)	JOG (Cs2MoO4) (/)	JOG (BaMoO4) (/)	
9072	1760.328	3.45e+19	0	0	100000	1.9527898	1.140862e-05	2.636577e+26	5.320625e+25	1.366921e+25	3.953704e+25	1.26444e+26	8.400744e+25	1.915462e+25	3.865411e+24	9.930623e+23	2.872349e+24	9.186105e+24	6.103105e+24	0.3186231	1.915462e+26	3.865411e+25	9.930623e+24	2.872349e+25	9.186105e+25	6.103105e+25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.467566e+26	2.467566e+26	0	1.115475e+26	1.115475e+26	0	5.971735e+25	5.971735e+25	0	2.23095e+26	2.23095e+26	0	6.64778e+25	6.64778e+25	0	2.129543e+26	2.129543e+26	0	2.16095e+23	1.47752e-09	0.002919667	8.801566e+09	1.003326e+11	2.088536e+12	5.160186e-06	5.692043e-11	9.70443e-17	0.500989	0.5	0.2246043	1	38.4945	4.786987	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02010665	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0472102	0	8.664332e-17	0	8.664332e-17	0	-507.775	0	-507.775	0	30878.78	77194.93	1	8651.91	0	0	0	0	0	0	0	0	
9100	1760.328	3.45e+19	0	0	100000	1.95282875	1.140862e-05	2.644715e+26	5.321472e+25	1.367259e+25	3.954213e+25	1.269286e+26	8.432812e+25	1.921374e+25	3.866026e+24	9.933075e+23	2.872719e+24	9.221312e+24	6.126402e+24	0.3188552	1.921374e+26	3.866026e+25	9.933075e+24	2.872719e+25	9.221312e+25	6.126402e+25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.475182e+26	2.475182e+26	0	1.118918e+26	1.118918e+26	0	5.990166e+25	5.990166e+25	0	2.237836e+26	2.237836e+26	0	6.668298e+25	6.668298e+25	0	2.136116e+26	2.136116e+26	0	2.160751e+23	1.477633e-09	0.002920065	8.767308e+09	1.011121e+11	2.10023e+12	5.170241e-06	5.714248e-11	9.761271e-17	0.5009857	0.5	0.2250405	1	38.61331	4.801761	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.0201007	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04717125	0	8.692697e-17	0	8.692697e-17	0	-507.7271	0	-507.7271	0	30878.16	77194.93	1	8651.737	0	0	0	0	0	0	0	0	
9128	1760.328	3.45e+19	0	0	100000	1.9528677	1.140862e-05	2.652852e+26	5.322306e+25	1.367591e+25	3.954715e+25	1.274133e+26	8.464884e+25	1.927286e+25	3.866632e+24	9.935492e+23	2.873083e+24	9.256525e+24	6.149702e+24	0.3190861	1.927286e+26	3.866632e+25	9.935492e+24	2.873083e+25	9.256525e+25	6.149702e+25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.482798e+26	2.482798e+26	0	1.122361e+26	1.122361e+26	0	6.008597e+25	6.008597e+25	0	2.244721e+26	2.244721e+26	0	6.688816e+25	6.688816e+25	0	2.142688e+26	2.142688e+26	0	2.160554e+23	1.477744e-09	0.002920459	8.733294e+09	1.018949e+11	2.111949e+12	5.180283e-06	5.736467e-11	9.818259e-17	0.5009825	0.5	0.2254761	1	38.73212	4.816536	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02009456	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0471323	0	8.721175e-17	0	8.721175e-17	0	-507.6793	0	-507.6793	0	30877.55	77194.93	1	8651.564	0	0	0	0	0	0	0	0	
9156	1760.328	3.45e+19	0	0	100000	1.95290665	1.140862e-05	2.66099e+26	5.323128e+25	1.367919e+25	3.955209e+25	1.278981e+26	8.49696e+25	1.933198e+25	3.86723e+24	9.937875e+23	2.873442e+24	9.291743e+24	6.173005e+24	0.3193158	1.933198e+26	3.86723e+25	9.937875e+24	2.873442e+25	9.291743e+25	6.173005e+25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.490414e+26	2.490414e+26	0	1.125803e+26	1.125803e+26	0	6.027029e+25	6.027029e+25	0	2.251607e+26	2.251607e+26	0	6.709334e+25	6.709334e+25	0	2.149261e+26	2.149261e+26	0	2.16036e+23	1.477853e-09	0.002920846	8.699522e+09	1.02681e+11	2.123695e+12	5.190312e-06	5.758699e-11	9.875392e-17	0.5009793	0.5	0.2259112	1	38.85093	4.831311	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02008824	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04709335	0	8.749768e-17	0	8.749768e-17	0	-507.6314	0	-507.6314	0	30876.93	77194.93	1	8651.392	0	0	0	0	0	0	0	0	
9184	1760.328	3.45e+19	0	0	100000	1.9529456	1.140862e-05	2.669128e+26	5.323938e+25	1.368243e+25	3.955696e+25	1.28383e+26	8.529041e+25	1.93911e+25	3.867818e+24	9.940224e+23	2.873796e+24	9.326967e+24	6.196312e+24	0.3195442	1.93911e+26	3.867818e+25	9.940224e+24	2.873796e+25	9.326967e+25	6.196312e+25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49803e+26	2.49803e+26	0	1.129246e+26	1.129246e+26	0	6.04546e+25	6.04546e+25	0	2.258493e+26	2.258493e+26	0	6.729852e+25	6.729852e+25	0	2.155834e+26	2.155834e+26	0	2.160169e+23	1.477961e-09	0.002921229	8.665989e+09	1.034705e+11	2.135468e+12	5.200328e-06	5.780945e-11	9.932671e-17	0.5009761	0.5	0.2263457	1	38.96974	4.846085	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02008173	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0470544	0	8.778475e-17	0	8.778475e-17	0	-507.5834	0	-507.5834	0	30876.31	77194.93	1	8651.219	0	0	0	0	0	0	0	0	
9212	1760.328	3.45e+19	0	0	100000	1.95298455	1.140862e-05	2.677265e+26	5.324737e+25	1.368561e+25	3.956175e+25	1.288679e+26	8.561126e+25	1.945022e+25	3.868399e+24	9.94254e+23	2.874145e+24	9.362197e+24	6.219621e+24	0.3197713	1.945022e+26	3.868399e+25	9.94254e+24	2.874145e+25	9.362197e+25	6.219621e+25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.505646e+26	2.505646e+26	0	1.132689e+26	1.132689e+26	0	6.063891e+25	6.063891e+25	0	2.265378e+26	2.265378e+26	0	6.750369e+25	6.750369e+25	0	2.162406e+26	2.162406e+26	0	2.159981e+23	1.478068e-09	0.002921606	8.632693e+09	1.042633e+11	2.147266e+12	5.21033e-06	5.803206e-11	9.990096e-17	0.5009729	0.5	0.2267796	1	39.08855	4.86086	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02007503	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04701545	0	8.807298e-17	0	8.807298e-17	0	-507.5355	0	-507.5355	0	30875.7	77194.93	1	8651.047	0	0	0	0	0	0	0	0	
9240	1760.328	3.45e+19	0	0	100000	1.9530235	1.140862e-05	2.685403e+26	5.325524e+25	1.368876e+25	3.956648e+25	1.293529e+26	8.593215e+25	1.950934e+25	3.86897e+24	9.944823e+23	2.874488e+24	9.397432e+24	6.242934e+24	0.3199972	1.950934e+26	3.86897e+25	9.944823e+24	2.874488e+25	9.397432e+25	6.242934e+25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.513262e+26	2.513262e+26	0	1.136132e+26	1.136132e+26	0	6.082322e+25	6.082322e+25	0	2.272264e+26	2.272264e+26	0	6.770887e+25	6.770887e+25	0	2.168979e+26	2.168979e+26	0	2.159795e+23	1.478173e-09	0.002921977	8.599632e+09	1.050595e+11	2.159091e+12	5.22032e-06	5.825479e-11	1.004767e-16	0.5009698	0.5	0.227213	1	39.20736	4.875635	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02006816	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0469765	0	8.836237e-17	0	8.836237e-17	0	-507.4874	0	-507.4874	0	30875.08	77194.93	1	8650.874	0	0	0	0	0	0	0	0	
9268	1760.328	3.45e+19	0	0	100000	1.95306245	1.140862e-05	2.69354e+26	5.3263e+25	1.369185e+25	3.957114e+25	1.29838e+26	8.625307e+25	1.956846e+25	3.869534e+24	9.947074e+23	2.874827e+24	9.432672e+24	6.266249e+24	0.320222	1.956846e+26	3.869534e+25	9.947074e+24	2.874827e+25	9.432672e+25	6.266249e+25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.520877e+26	2.520877e+26	0	1.139575e+26	1.139575e+26	0	6.100754e+25	6.100754e+25	0	2.279149e+26	2.279149e+26	0	6.791405e+25	6.791405e+25	0	2.175552e+26	2.175552e+26	0	2.159612e+23	1.478276e-09	0.002922344	8.566803e+09	1.058591e+11	2.170942e+12	5.230296e-06	5.847767e-11	1.010538e-16	0.5009667	0.5	0.2276458	1	39.32617	4.890409	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.0200611	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04693755	0	8.865292e-17	0	8.865292e-17	0	-507.4394	0	-507.4394	0	30874.47	77194.93	1	8650.702	0	0	0	0	0	0	0	0	
9296	1760.328	3.45e+19	0	0	100000	1.9531014	1.140862e-05	2.701678e+26	5.327064e+25	1.369491e+25	3.957573e+25	1.303231e+26	8.657404e+25	1.962757e+25	3.870089e+24	9.949292e+23	2.87516e+24	9.467918e+24	6.289567e+24	0.3204455	1.962757e+26	3.870089e+25	9.949292e+24	2.87516e+25	9.467918e+25	6.289567e+25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.528493e+26	2.528493e+26	0	1.143018e+26	1.143018e+26	0	6.119185e+25	6.119185e+25	0	2.286035e+26	2.286035e+26	0	6.811923e+25	6.811923e+25	0	2.182124e+26	2.182124e+26	0	2.159431e+23	1.478379e-09	0.002922705	8.534204e+09	1.066619e+11	2.182819e+12	5.24026e-06	5.870068e-11	1.016325e-16	0.5009636	0.5	0.228078	1	39.44498	4.905184	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02005386	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0468986	0	8.894464e-17	0	8.894464e-17	0	-507.3913	0	-507.3913	0	30873.85	77194.93	1	8650.529	0	0	0	0	0	0	0	0	
9324	1760.328	3.45e+19	0	0	100000	1.95314035	1.140862e-05	2.709815e+26	5.327818e+25	1.369792e+25	3.958026e+25	1.308083e+26	8.689505e+25	1.968669e+25	3.870637e+24	9.95148e+23	2.875489e+24	9.503169e+24	6.312888e+24	0.3206678	1.968669e+26	3.870637e+25	9.95148e+24	2.875489e+25	9.503169e+25	6.312888e+25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.536109e+26	2.536109e+26	0	1.14646e+26	1.14646e+26	0	6.137616e+25	6.137616e+25	0	2.292921e+26	2.292921e+26	0	6.832441e+25	6.832441e+25	0	2.188697e+26	2.188697e+26	0	2.159253e+23	1.478479e-09	0.002923062	8.501833e+09	1.074682e+11	2.194722e+12	5.250211e-06	5.892382e-11	1.022125e-16	0.5009605	0.5	0.2285097	1	39.56379	4.919959	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02004645	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04685965	0	8.923754e-17	0	8.923754e-17	0	-507.3432	0	-507.3432	0	30873.24	77194.93	1	8650.357	0	0	0	0	0	0	0	0	
9352	1760.328	3.45e+19	0	0	100000	1.9531793	1.140862e-05	2.717953e+26	5.32856e+25	1.370089e+25	3.958471e+25	1.312936e+26	8.721609e+25	1.974581e+25	3.871176e+24	9.953636e+23	2.875813e+24	9.538425e+24	6.336212e+24	0.3208889	1.974581e+26	3.871176e+25	9.953636e+24	2.875813e+25	9.538425e+25	6.336212e+25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.543725e+26	2.543725e+26	0	1.149903e+26	1.149903e+26	0	6.156048e+25	6.156048e+25	0	2.299806e+26	2.299806e+26	0	6.852959e+25	6.852959e+25	0	2.19527e+26	2.19527e+26	0	2.159078e+23	1.478579e-09	0.002923413	8.469686e+09	1.082777e+11	2.206651e+12	5.260149e-06	5.91471e-11	1.027941e-16	0.5009574	0.5	0.2289409	1	39.68261	4.934733	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02003885	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0468207	0	8.953161e-17	0	8.953161e-17	0	-507.2951	0	-507.2951	0	30872.62	77194.93	1	8650.184	0	0	0	0	0	0	0	0	
9380	1760.328	3.45e+19	0	0	100000	1.95321825	1.140862e-05	2.726091e+26	5.329292e+25	1.370381e+25	3.958911e+25	1.31779e+26	8.753717e+25	1.980493e+25	3.871708e+24	9.955762e+23	2.876132e+24	9.573686e+24	6.359538e+24	0.3211088	1.980493e+26	3.871708e+25	9.955762e+24	2.876132e+25	9.573686e+25	6.359538e+25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.551341e+26	2.551341e+26	0	1.153346e+26	1.153346e+26	0	6.174479e+25	6.174479e+25	0	2.306692e+26	2.306692e+26	0	6.873476e+25	6.873476e+25	0	2.201842e+26	2.201842e+26	0	2.158905e+23	1.478677e-09	0.00292376	8.437763e+09	1.090907e+11	2.218606e+12	5.270074e-06	5.937052e-11	1.03377e-16	0.5009544	0.5	0.2293715	1	39.80142	4.949508	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02003109	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04678175	0	8.982688e-17	0	8.982688e-17	0	-507.2469	0	-507.2469	0	30872	77194.93	1	8650.012	0	0	0	0	0	0	0	0	
9408	1760.328	3.45e+19	0	0	100000	1.9532572	1.140862e-05	2.734228e+26	5.330013e+25	1.37067e+25	3.959344e+25	1.322644e+26	8.785828e+25	1.986405e+25	3.872232e+24	9.957857e+23	2.876446e+24	9.608953e+24	6.382867e+24	0.3213275	1.986405e+26	3.872232e+25	9.957857e+24	2.876446e+25	9.608953e+25	6.382867e+25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.558957e+26	2.558957e+26	0	1.156789e+26	1.156789e+26	0	6.19291e+25	6.19291e+25	0	2.313578e+26	2.313578e+26	0	6.893994e+25	6.893994e+25	0	2.208415e+26	2.208415e+26	0	2.158734e+23	1.478773e-09	0.002924101	8.40606e+09	1.09907e+11	2.230588e+12	5.279986e-06	5.959407e-11	1.039615e-16	0.5009513	0.5	0.2298015	1	39.92023	4.964283	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02002314	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0467428	0	9.012334e-17	0	9.012334e-17	0	-507.1986	0	-507.1986	0	30871.39	77194.93	1	8649.839	0	0	0	0	0	0	0	0	
9436	1760.328	3.45e+19	0	0	100000	1.95329615	1.140862e-05	2.742366e+26	5.330724e+25	1.370954e+25	3.95977e+25	1.327499e+26	8.817943e+25	1.992317e+25	3.872748e+24	9.959923e+23	2.876756e+24	9.644224e+24	6.406198e+24	0.3215451	1.992317e+26	3.872748e+25	9.959923e+24	2.876756e+25	9.644224e+25	6.406198e+25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.566573e+26	2.566573e+26	0	1.160232e+26	1.160232e+26	0	6.211341e+25	6.211341e+25	0	2.320463e+26	2.320463e+26	0	6.914512e+25	6.914512e+25	0	2.214988e+26	2.214988e+26	0	2.158566e+23	1.478868e-09	0.002924438	8.374576e+09	1.107266e+11	2.242595e+12	5.289886e-06	5.981776e-11	1.045473e-16	0.5009483	0.5	0.230231	1	40.03904	4.979057	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02001503	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04670385	0	9.0421e-17	0	9.0421e-17	0	-507.1504	0	-507.1504	0	30870.77	77194.93	1	8649.667	0	0	0	0	0	0	0	0	
9464	1760.328	3.45e+19	0	0	100000	1.9533351	1.140862e-05	2.750503e+26	5.331425e+25	1.371234e+25	3.96019e+25	1.332355e+26	8.850062e+25	1.998229e+25	3.873257e+24	9.96196e+23	2.877061e+24	9.6795e+24	6.429532e+24	0.3217615	1.998229e+26	3.873257e+25	9.96196e+24	2.877061e+25	9.6795e+25	6.429532e+25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.574189e+26	2.574189e+26	0	1.163675e+26	1.163675e+26	0	6.229773e+25	6.229773e+25	0	2.327349e+26	2.327349e+26	0	6.93503e+25	6.93503e+25	0	2.22156e+26	2.22156e+26	0	2.158401e+23	1.478962e-09	0.00292477	8.343308e+09	1.115497e+11	2.254628e+12	5.299774e-06	6.004157e-11	1.051346e-16	0.5009453	0.5	0.2306599	1	40.15785	4.993832	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02000674	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0466649	0	9.071986e-17	0	9.071986e-17	0	-507.1021	0	-507.1021	0	30870.16	77194.93	1	8649.494	0	0	0	0	0	0	0	0	
9492	1760.328	3.45e+19	0	0	100000	1.95337405	1.140862e-05	2.758641e+26	5.332115e+25	1.371511e+25	3.960604e+25	1.337211e+26	8.882184e+25	2.004141e+25	3.873759e+24	9.963967e+23	2.877362e+24	9.714781e+24	6.452869e+24	0.3219768	2.004141e+26	3.873759e+25	9.963967e+24	2.877362e+25	9.714781e+25	6.452869e+25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.581805e+26	2.581805e+26	0	1.167117e+26	1.167117e+26	0	6.248204e+25	6.248204e+25	0	2.334235e+26	2.334235e+26	0	6.955548e+25	6.955548e+25	0	2.228133e+26	2.228133e+26	0	2.158237e+23	1.479055e-09	0.002925098	8.312254e+09	1.12376e+11	2.266687e+12	5.309648e-06	6.026553e-11	1.057234e-16	0.5009424	0.5	0.2310883	1	40.27666	5.008606	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01999828	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04662595	0	9.101993e-17	0	9.101993e-17	0	-507.0538	0	-507.0538	0	30869.54	77194.93	1	8649.322	0	0	0	0	0	0	0	0	
9520	1760.328	3.45e+19	0	0	100000	1.953413	1.140862e-05	2.766779e+26	5.332796e+25	1.371783e+25	3.961012e+25	1.342068e+26	8.914309e+25	2.010053e+25	3.874253e+24	9.965946e+23	2.877659e+24	9.750067e+24	6.476207e+24	0.3221909	2.010053e+26	3.874253e+25	9.965946e+24	2.877659e+25	9.750067e+25	6.476207e+25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.589421e+26	2.589421e+26	0	1.17056e+26	1.17056e+26	0	6.266635e+25	6.266635e+25	0	2.34112e+26	2.34112e+26	0	6.976066e+25	6.976066e+25	0	2.234706e+26	2.234706e+26	0	2.158076e+23	1.479146e-09	0.002925421	8.281412e+09	1.132058e+11	2.278772e+12	5.319511e-06	6.048961e-11	1.063136e-16	0.5009394	0.5	0.2315162	1	40.39547	5.023381	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01998966	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.046587	0	9.132122e-17	0	9.132122e-17	0	-507.0054	0	-507.0054	0	30868.93	77194.93	1	8649.149	0	0	0	0	0	0	0	0	
9548	1760.328	3.45e+19	0	0	100000	1.95345195	1.140862e-05	2.774916e+26	5.333466e+25	1.372052e+25	3.961414e+25	1.346926e+26	8.946438e+25	2.015965e+25	3.87474e+24	9.967897e+23	2.877951e+24	9.785358e+24	6.499549e+24	0.3224039	2.015965e+26	3.87474e+25	9.967897e+24	2.877951e+25	9.785358e+25	6.499549e+25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.597037e+26	2.597037e+26	0	1.174003e+26	1.174003e+26	0	6.285066e+25	6.285066e+25	0	2.348006e+26	2.348006e+26	0	6.996583e+25	6.996583e+25	0	2.241278e+26	2.241278e+26	0	2.157917e+23	1.479236e-09	0.002925739	8.250781e+09	1.140389e+11	2.290882e+12	5.32936e-06	6.071383e-11	1.069053e-16	0.5009365	0.5	0.2319435	1	40.51428	5.038156	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01998087	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04654805	0	9.162374e-17	0	9.162374e-17	0	-506.957	0	-506.957	0	30868.31	77194.93	1	8648.977	0	0	0	0	0	0	0	0	
9576	1760.328	3.45e+19	0	0	100000	1.9534909	1.140862e-05	2.783054e+26	5.334127e+25	1.372316e+25	3.96181e+25	1.351784e+26	8.978569e+25	2.021877e+25	3.87522e+24	9.969821e+23	2.878238e+24	9.820654e+24	6.522892e+24	0.3226157	2.021877e+26	3.87522e+25	9.969821e+24	2.878238e+25	9.820654e+25	6.522892e+25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.604653e+26	2.604653e+26	0	1.177446e+26	1.177446e+26	0	6.303498e+25	6.303498e+25	0	2.354892e+26	2.354892e+26	0	7.017101e+25	7.017101e+25	0	2.247851e+26	2.247851e+26	0	2.15776e+23	1.479325e-09	0.002926054	8.220357e+09	1.148754e+11	2.303019e+12	5.339198e-06	6.093818e-11	1.074984e-16	0.5009335	0.5	0.2323703	1	40.63309	5.05293	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01997191	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0465091	0	9.192748e-17	0	9.192748e-17	0	-506.9086	0	-506.9086	0	30867.7	77194.93	1	8648.805	0	0	0	0	0	0	0	0	
9604	1760.328	3.45e+19	0	0	100000	1.95352985	1.140862e-05	2.791191e+26	5.334778e+25	1.372577e+25	3.962201e+25	1.356643e+26	9.010704e+25	2.027789e+25	3.875694e+24	9.971716e+23	2.878522e+24	9.855954e+24	6.546238e+24	0.3228265	2.027789e+26	3.875694e+25	9.971716e+24	2.878522e+25	9.855954e+25	6.546238e+25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.612269e+26	2.612269e+26	0	1.180889e+26	1.180889e+26	0	6.321929e+25	6.321929e+25	0	2.361777e+26	2.361777e+26	0	7.037619e+25	7.037619e+25	0	2.254424e+26	2.254424e+26	0	2.157606e+23	1.479412e-09	0.002926363	8.190139e+09	1.157153e+11	2.315181e+12	5.349023e-06	6.116266e-11	1.080929e-16	0.5009306	0.5	0.2327965	1	40.7519	5.067705	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01996278	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.04647015	0	9.223245e-17	0	9.223245e-17	0	-506.8601	0	-506.8601	0	30867.08	77194.93	1	8648.632	0	0	0	0	0	0	0	0	
