T,burnup,swelling_b_percent,swelling_d_percent,swelling_ig_percent,Nb,Nd,Rb_nm,Rd_nm,p_b,p_b_eq,p_d,p_d_eq,p_b_over_eq,p_d_over_eq,matrix_gas_percent,bulk_gas_percent,dislocation_gas_percent,qgb_gas_percent,f_cap_step_final,cap_raw_step_final,capture_fraction_sum,capture_raw_sum,capture_bubbles_cumulative,max_f_cap_step,candidate,grid
1600.0,0.2,0.0007475727858514546,0.4469157277410186,0.4476633005268701,1.1449495335075898e+21,2.6874164328199533e+19,1.1594699828566744,34.11410801777975,1915732273.007728,1914667936.9227114,67391515.56026883,65075715.854653746,1.0005558854694812,1.035586234822025,18.04022948593388,0.4713520329835919,65.89515657023776,15.593261910844783,3.6498656945255216e-07,3.6498656945255216e-07,0.0003192812089635794,0.0003192812089635794,1.2221774808668104e+17,1.488685782361722e-06,best_pressure_friendly,BURNUP_1600K
1600.0,0.5,0.021700732195470866,1.2173871856554142,1.2390879178508851,1.1088158021792018e+22,2.1558844914102116e+19,1.6717658798003894,51.2749063824919,1328378234.2624342,1327937139.2991166,46823152.87279881,43296032.2431331,1.0003321655447865,1.0814652162548941,13.015443685761849,5.198440683475309,53.23059974968555,28.555515881077277,8.376190303060604e-07,8.376190303060604e-07,0.0009569154644564719,0.0009569154644564719,3.424440359174497e+18,1.5730553593218155e-06,best_pressure_friendly,BURNUP_1600K
1600.0,0.8,0.08160098392192727,1.7437635569777066,1.825364540899634,2.904750518131148e+22,1.849920860986755e+19,1.8858159997357047,60.82497596383586,1177404918.413481,1177209229.4853427,39520363.23936584,36498164.854515105,1.0001662312214659,1.0828041189713917,9.765757719923739,11.966200146491232,41.20274987357481,37.065292260010224,9.183871216965062e-07,9.183871216965062e-07,0.0014552071307042114,0.0014552071307042114,1.2950418525559007e+19,1.5730553593218155e-06,best_pressure_friendly,BURNUP_1600K
1600.0,1.1,0.16121648775570074,2.0754230780182903,2.236639565773991,4.948811147704397e+22,1.6780710046434363e+19,1.9812532336798838,66.58901125731555,1120546336.1230571,1120502903.0421717,35691940.72945294,33338834.11215403,1.0000387621315103,1.0705815509139553,7.640610013651789,17.03731469895406,32.62727281666193,42.69480247073223,1.9833016245819218e-07,1.9833016245819218e-07,0.001794975601847134,0.001794975601847134,2.6072121641149227e+19,1.5730553593218155e-06,best_pressure_friendly,BURNUP_1600K
1600.0,1.3,0.2173697860395211,2.2350406674208254,2.4524104534603466,6.301563348765692e+22,1.6006802953896866e+19,2.0193925700307025,69.33684461659102,1099385174.9448867,1099340481.3637834,34048192.19809528,32017609.285162006,1.000040654903427,1.0634208161779997,6.6502458062390035,19.36730845775898,28.52033964559858,45.46210609040343,2.92842988494732e-07,2.92842988494732e-07,0.0019657041558188743,0.0019657041558188743,3.5647340313480176e+19,1.5730553593218155e-06,best_pressure_friendly,BURNUP_1600K
1600.0,1.6,0.3018744595005474,2.42261193079022,2.7244863902907674,8.240961533749108e+22,1.5139160233176486e+19,2.060250167253248,72.56009103641078,1077579837.9784365,1077539046.1245453,32304001.368894678,30595330.963490665,1.000037856497208,1.0558474234988,5.567149586180218,21.76921743480484,23.97306139538154,48.6905715836334,3.893759822407097e-07,3.893759822407097e-07,0.002172469529084243,0.002172469529084243,5.063227847420298e+19,1.5730553593218155e-06,best_pressure_friendly,BURNUP_1600K
1600.0,2.0,0.4123568397365835,2.6174698342810303,3.029826674017614,1.0627961934008809e+23,1.4283597789452517e+19,2.10012365979076,75.91340783880959,1057096923.9137474,1057080610.3013874,30710217.2112771,29243845.892333377,1.0000154327041864,1.0501429026928415,4.5831364238572165,23.699955906405236,19.80675242195513,51.91015524778242,1.2536040270594307e-07,1.2536040270594307e-07,0.002394439191424608,0.002394439191424608,7.153050651782994e+19,1.5730553593218155e-06,best_pressure_friendly,BURNUP_1600K
1600.0,2.5,0.5455179997719914,2.8138612439307664,3.3593792437027576,1.3314496334077742e+23,1.3466347675844762e+19,2.1386115653265416,79.30880665979285,1038079754.9279611,1038056670.0344349,29303678.8593524,27991847.229816817,1.0000222385676933,1.0468647752599272,3.768577498140053,24.992299983862086,16.33317713454536,54.905945383452504,2.8716877365452173e-07,2.8716877365452173e-07,0.002625654738890604,0.002625654738890604,9.918977106054183e+19,1.5730553593218155e-06,best_pressure_friendly,BURNUP_1600K
1600.0,3.2,0.722821314482924,3.0425170360155382,3.765338350498462,1.662751975581474e+23,1.2568994887394308e+19,2.18124754866138,83.29417287376813,1017781181.1978879,1017766186.7688527,27861793.608744342,26652524.701390553,1.0000147326853948,1.0453716456846842,3.033382500643161,25.76839127792464,13.184047163484768,58.01417905794743,2.0173285562356408e-07,2.0173285562356408e-07,0.0029044017817190047,0.0029044017817190047,1.4092652677624326e+20,1.5730553593218155e-06,best_pressure_friendly,BURNUP_1600K
1600.0,4.0,0.9137719138163808,3.266501789141654,4.1802737029580355,1.9930848665945308e+23,1.1743523658006948e+19,2.220280278970235,87.24327391941054,999884675.2194053,999873764.1491078,26600134.716687977,25446087.70700979,1.0000109124478396,1.0453526303519058,2.4927631498058798,25.966049717884847,10.858548376667974,60.68263875564131,1.6714712748511135e-07,1.6714712748511135e-07,0.00318744727251271,0.00318744727251271,1.9269416293514084e+20,1.5730553593218155e-06,best_pressure_friendly,BURNUP_1600K
1600.0,5.0,1.1373749348203697,3.512116474625134,4.6494914094455035,2.3530931226610895e+23,1.0895814577971937e+19,2.2597408840978064,91.63756326549357,982423542.57419,982413521.666369,25346616.98781093,24225873.33065794,1.0000102002950897,1.0462622602643052,2.0481128281782404,25.761564700353038,8.938987893972982,63.25133457749574,1.9135577688254204e-07,1.9135577688254204e-07,0.0035092581876282687,0.0035092581876282687,2.6268038847964142e+20,1.5730553593218155e-06,best_pressure_friendly,BURNUP_1600K
1600.0,6.0,1.3466180915635153,3.7318560895788373,5.078474181142353,2.6694519627491622e+23,1.0185495884090178e+19,2.2921581299356424,95.63525795933576,968521145.675932,968519567.217787,24318844.30551204,23213196.130489316,1.0000016297638152,1.0476301569507058,1.743863674735891,25.341342154327904,7.621732744090645,65.29306142684555,7.708408247137655e-09,7.708408247137655e-09,0.0038073796725080463,0.0038073796725080463,3.375921048530346e+20,1.5730553593218155e-06,best_pressure_friendly,BURNUP_1600K
