Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	BA2 (gas, at grain boundary) (g/m3)	BA2O (gas, at grain boundary) (g/m3)	BA2O2 (gas, at grain boundary) (g/m3)	BAMOO4 (gas, at grain boundary) (g/m3)	BAO (gas, at grain boundary) (g/m3)	CS (gas, at grain boundary) (g/m3)	CS2 (gas, at grain boundary) (g/m3)	CS2MOO4 (gas, at grain boundary) (g/m3)	CS2O (gas, at grain boundary) (g/m3)	CS2O2 (gas, at grain boundary) (g/m3)	CSO (gas, at grain boundary) (g/m3)	HE (gas, at grain boundary) (g/m3)	MO (gas, at grain boundary) (g/m3)	MO2 (gas, at grain boundary) (g/m3)	MO2O6 (gas, at grain boundary) (g/m3)	MO3O9 (gas, at grain boundary) (g/m3)	MO4O12 (gas, at grain boundary) (g/m3)	MO5O15 (gas, at grain boundary) (g/m3)	MOO (gas, at grain boundary) (g/m3)	MOO2 (gas, at grain boundary) (g/m3)	MOO3 (gas, at grain boundary) (g/m3)	O (gas, at grain boundary) (g/m3)	O2 (gas, at grain boundary) (g/m3)	O3 (gas, at grain boundary) (g/m3)	PD (gas, at grain boundary) (g/m3)	RH (gas, at grain boundary) (g/m3)	RU (gas, at grain boundary) (g/m3)	TC (gas, at grain boundary) (g/m3)	LIQUID (liquid, at grain boundary) (g/m3)	BA2MOO5 (condensed, at grain boundary) (g/m3)	BA3MOO6 (condensed, at grain boundary) (g/m3)	BAMO2O7 (condensed, at grain boundary) (g/m3)	BAMO3O10 (condensed, at grain boundary) (g/m3)	BAMOO4 (condensed, at grain boundary) (g/m3)	HCP_ORD (condensed, at grain boundary) (g/m3)	CS2MO2O7_S1 (condensed, at grain boundary) (g/m3)	CS2MO2O7_S2 (condensed, at grain boundary) (g/m3)	CS2MO3O10 (condensed, at grain boundary) (g/m3)	CS2MO4O13 (condensed, at grain boundary) (g/m3)	CS2MO5O16 (condensed, at grain boundary) (g/m3)	CS2MO7O22 (condensed, at grain boundary) (g/m3)	CS2MOO4_S1 (condensed, at grain boundary) (g/m3)	CS2MOO4_S2 (condensed, at grain boundary) (g/m3)	CS2O1 (condensed, at grain boundary) (g/m3)	CS2O2 (condensed, at grain boundary) (g/m3)	CS3O (condensed, at grain boundary) (g/m3)	CS4O (condensed, at grain boundary) (g/m3)	CS7O1 (condensed, at grain boundary) (g/m3)	CS7O2 (condensed, at grain boundary) (g/m3)	CSO2 (condensed, at grain boundary) (g/m3)	CSO3 (condensed, at grain boundary) (g/m3)	HALITE (condensed, at grain boundary) (g/m3)	MO2_C11A (condensed, at grain boundary) (g/m3)	MO4O11 (condensed, at grain boundary) (g/m3)	MO8O23 (condensed, at grain boundary) (g/m3)	MO9O26 (condensed, at grain boundary) (g/m3)	MOO2 (condensed, at grain boundary) (g/m3)	MOO3 (condensed, at grain boundary) (g/m3)	PEROVSKITE (condensed, at grain boundary) (g/m3)	ZRO2_TETR (condensed, at grain boundary) (g/m3)	A15_CR3SI (condensed, at grain boundary) (g/m3)	BCC_A2 (condensed, at grain boundary) (g/m3)	C14_LAVES (condensed, at grain boundary) (g/m3)	C15_LAVES (condensed, at grain boundary) (g/m3)	DIAMOND_A4 (condensed, at grain boundary) (g/m3)	DIS_SIG (condensed, at grain boundary) (g/m3)	FCC_A1 (condensed, at grain boundary) (g/m3)	HCP_A3 (condensed, at grain boundary) (g/m3)	HCP_DIS (condensed, at grain boundary) (g/m3)	MC_ETA (condensed, at grain boundary) (g/m3)	MO3TE4 (condensed, at grain boundary) (g/m3)	MOPD2 (condensed, at grain boundary) (g/m3)	MOTE2_A (condensed, at grain boundary) (g/m3)	MOTE2_B (condensed, at grain boundary) (g/m3)	ORTHORHOMBIC_A20 (condensed, at grain boundary) (g/m3)	SIGMA (condensed, at grain boundary) (g/m3)	TETRAGONAL_U (condensed, at grain boundary) (g/m3)	O (gas, matrix) (g/m3)	O2 (gas, matrix) (g/m3)	C1_MO2 (condensed, matrix) (g/m3)	PU2O3 (condensed, matrix) (g/m3)	PUO152 (condensed, matrix) (g/m3)	M2O3_C (condensed, matrix) (g/m3)	U3O8_S1 (condensed, matrix) (g/m3)	U3O8_S2 (condensed, matrix) (g/m3)	U3O8_S3 (condensed, matrix) (g/m3)	U3O8_S4 (condensed, matrix) (g/m3)	U4O9_S1 (condensed, matrix) (g/m3)	U4O9_S2 (condensed, matrix) (g/m3)	U4O9_S3 (condensed, matrix) (g/m3)	UO3 (condensed, matrix) (g/m3)	
0	1560	3.45e+19	0	0	100000	1.975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.252252	1560	3.45e+19	0	0	100000	1.9752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.504504	1560	3.45e+19	0	0	100000	1.9754	1.24e-15	4.204e-09	1.773e-10	1.838e-15	1.311e-07	0.3227	0.004281	2.368e-08	2.286e-06	1.207e-15	1.006e-09	0	5.301e-09	9.268e-24	8.466e-30	1.048e-30	1.398e-30	1.747e-30	6.872e-17	7.316e-17	1.134e-18	1.464e-07	5.619e-19	1.165e-31	1.703e-07	1.01e-14	1.356e-15	8.299e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.756756	1560	3.45e+19	0	0	100000	1.9756	1.797e-15	6.967e-09	2.685e-10	2.886e-15	1.961e-07	0.4828	0.006406	3.779e-08	3.476e-06	1.864e-15	1.529e-09	0	8.46e-09	1.387e-23	1.395e-29	1.569e-30	2.092e-30	2.614e-30	1.045e-16	1.13e-16	1.781e-18	2.226e-07	8.684e-19	1.743e-31	2.549e-07	1.511e-14	2.03e-15	1.242e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.009008	1560	3.45e+19	0	0	100000	1.9758	2.314e-15	9.12e-09	3.573e-10	4.032e-15	2.61e-07	0.6424	0.008524	5.366e-08	4.701e-06	2.563e-15	2.068e-09	0	1.201e-08	1.845e-23	2.046e-29	2.087e-30	2.783e-30	3.479e-30	1.413e-16	1.554e-16	2.489e-18	3.009e-07	1.193e-18	2.32e-31	3.391e-07	2.01e-14	2.7e-15	1.652e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.26126	1560	3.45e+19	0	0	100000	1.976	2.796e-15	1.12e-08	4.46e-10	5.287e-15	3.258e-07	0.8019	0.01064	7.152e-08	5.966e-06	3.306e-15	2.624e-09	0	1.601e-08	2.304e-23	2.818e-29	2.606e-30	3.474e-30	4.343e-30	1.793e-16	2.004e-16	3.263e-18	3.818e-07	1.54e-18	2.896e-31	4.234e-07	2.509e-14	3.371e-15	2.063e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.513512	1560	3.45e+19	0	0	100000	1.9762	3.244e-15	1.321e-08	5.348e-10	6.66e-15	3.906e-07	0.9615	0.01276	9.159e-08	7.272e-06	4.096e-15	3.199e-09	0	2.05e-08	2.762e-23	3.73e-29	3.124e-30	4.166e-30	5.207e-30	2.186e-16	2.484e-16	4.111e-18	4.654e-07	1.908e-18	3.472e-31	5.076e-07	3.009e-14	4.042e-15	2.473e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.765764	1560	3.45e+19	0	0	100000	1.9764	3.658e-15	1.515e-08	6.235e-10	8.162e-15	4.554e-07	1.121	0.01488	1.141e-07	8.621e-06	4.938e-15	3.792e-09	0	2.555e-08	3.22e-23	4.805e-29	3.643e-30	4.857e-30	6.071e-30	2.591e-16	2.994e-16	5.038e-18	5.517e-07	2.3e-18	4.049e-31	5.918e-07	3.508e-14	4.713e-15	2.884e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.018016	1560	3.45e+19	0	0	100000	1.9766	4.041e-15	1.702e-08	7.123e-10	9.805e-15	5.203e-07	1.281	0.01699	1.394e-07	1.001e-05	5.833e-15	4.405e-09	0	3.121e-08	3.679e-23	6.07e-29	4.161e-30	5.548e-30	6.935e-30	3.01e-16	3.537e-16	6.052e-18	6.41e-07	2.717e-18	4.625e-31	6.761e-07	4.008e-14	5.384e-15	3.294e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.270268	1560	3.45e+19	0	0	100000	1.9768	4.394e-15	1.882e-08	8.011e-10	1.16e-14	5.851e-07	1.44	0.01911	1.678e-07	1.145e-05	6.785e-15	5.039e-09	0	3.756e-08	4.137e-23	7.555e-29	4.68e-30	6.239e-30	7.799e-30	3.443e-16	4.114e-16	7.16e-18	7.333e-07	3.16e-18	5.201e-31	7.603e-07	4.507e-14	6.055e-15	3.705e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
