Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Cs produced (at/m3)	Cs in grain (at/m3)	Cs in intragranular solution (at/m3)	Cs in intragranular bubbles (at/m3)	Cs at grain boundary (at/m3)	Cs released (at/m3)	Cs reacted (at/m3)	I produced (at/m3)	I in grain (at/m3)	I in intragranular solution (at/m3)	I in intragranular bubbles (at/m3)	I at grain boundary (at/m3)	I released (at/m3)	I reacted (at/m3)	Te produced (at/m3)	Te in grain (at/m3)	Te in intragranular solution (at/m3)	Te in intragranular bubbles (at/m3)	Te at grain boundary (at/m3)	Te released (at/m3)	Te reacted (at/m3)	Mo produced (at/m3)	Mo in solution (at/m3)	Mo reacted (at/m3)	Ba produced (at/m3)	Ba in solution (at/m3)	Ba reacted (at/m3)	Tc produced (at/m3)	Tc in solution (at/m3)	Tc reacted (at/m3)	Ru produced (at/m3)	Ru in solution (at/m3)	Ru reacted (at/m3)	Rh produced (at/m3)	Rh in solution (at/m3)	Rh reacted (at/m3)	Pd produced (at/m3)	Pd in solution (at/m3)	Pd reacted (at/m3)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	FIMA (%)	Fuel density (kg/m3)	U235 (at/m3)	U238 (at/m3)	Pu (at/m3)	Pu238 (at/m3)	Pu239 (at/m3)	Pu240 (at/m3)	Pu241 (at/m3)	Pu242 (at/m3)	q (-)	Intergranular vented fraction (/)	Intergranular venting probability (/)	Porosity (/)	Fabrication porosity (/)	Open porosity (/)	Residual porosity (/)	Densification factor (/)	Gap oxygen partial pressure (MPa)	Stoichiometry deviation (/)	Equilibrium stoichiometry deviation (/)	Fuel oxygen partial pressure (MPa)	Fuel oxygen partial pressure - Blackburn (MPa)	Fuel oxygen partial pressure - Kato (MPa)	Fuel oxygen partial pressure - CALPHAD (MPa)	Fuel oxygen potential (KJ/mol)	Fuel oxygen potential - Blackburn (KJ/mol)	Fuel oxygen potential - Kato (KJ/mol)	Fuel oxygen potential - CALPHAD (KJ/mol)	U content (mol/m3)	O content (mol/m3)	O available content (mol/m3)	Pu content (mol/m3)	Phase std density (g/m3)	Mo/Ru in HCP_A3 (/)	Mo in oxide fraction (/)	Mo oxide valence (/)	Ba/Mo in oxide compounds (/)	Ba in oxide fraction (/)	Ba oxide valence (/)	JOG (Cs2MoO4) (/)	JOG (BaMoO4) (/)	JOG (liquid) (/)	JOG (Pd) (/)	
1695.387392	1560	3.45e+19	0	0	100000	1.99521	1.0022e-05	4.92727e+25	3.326907e+25	1.415134e+25	1.911773e+25	1.009767e+25	5.905966e+24	3.579641e+24	2.416983e+24	1.028089e+24	1.388895e+24	7.335915e+23	4.290659e+23	0.1198628	5.727426e+24	0	0	0	2.10001e+17	0	5.727426e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61142e+25	0	4.61142e+25	2.084614e+25	0	2.084614e+25	1.116006e+25	0	1.116006e+25	4.169229e+25	0	4.169229e+25	1.242346e+25	0	1.242346e+25	3.979718e+25	0	3.979718e+25	4.162398e+23	7.850826e-10	0.0008436811	5.600319e+11	6.718898e+07	4.326805e+09	6.368077e-07	8.668703e-13	1.823891e-19	0.485475	0.5	0.03057585	1	7.193904	0.8945984	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01869535	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00479	0	3.277572e-16	0	3.277572e-16	0	-432.7334	0	-432.7334	0	30222.22	77194.93	85.97554	8467.948	3607132	0.8788783	0.2055278	5.990343	2.200876	1	2	0	0	0.0005001941	0	
1695.639644	1560	3.45e+19	0	0	100000	1.99522	1.0022e-05	4.928004e+25	3.327279e+25	1.415327e+25	1.911952e+25	1.00996e+25	5.907652e+24	3.580174e+24	2.417254e+24	1.028229e+24	1.389025e+24	7.337314e+23	4.291884e+23	0.1198792	5.728278e+24	0	0	0	8.025695e+16	0	5.728278e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.612106e+25	0	4.612106e+25	2.084925e+25	0	2.084925e+25	1.116172e+25	0	1.116172e+25	4.169849e+25	0	4.169849e+25	1.242531e+25	0	1.242531e+25	3.980311e+25	0	3.980311e+25	4.162236e+23	7.851173e-10	0.0008437601	5.600319e+11	6.720178e+07	4.327196e+09	6.368276e-07	8.669242e-13	1.824061e-19	0.4855052	0.5	0.0305787	1	7.194974	0.8947315	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01869472	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00478	0	3.299841e-16	0	3.299841e-16	0	-432.6456	0	-432.6456	0	30222.07	77194.93	86.00392	8467.906	3607132	0.8788216	0.2055791	5.990402	2.200326	1	2	0	0	0.0005006994	0	
1695.891896	1560	3.45e+19	0	0	100000	1.99523	1.0022e-05	4.928737e+25	3.327651e+25	1.41552e+25	1.912131e+25	1.010152e+25	5.909339e+24	3.580706e+24	2.417524e+24	1.028369e+24	1.389155e+24	7.338712e+23	4.293109e+23	0.1198956	5.72913e+24	0	0	0	3.067478e+16	0	5.72913e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.612792e+25	0	4.612792e+25	2.085235e+25	0	2.085235e+25	1.116338e+25	0	1.116338e+25	4.17047e+25	0	4.17047e+25	1.242716e+25	0	1.242716e+25	3.980903e+25	0	3.980903e+25	4.162074e+23	7.85152e-10	0.0008438391	5.600319e+11	6.721458e+07	4.327587e+09	6.368474e-07	8.669782e-13	1.824232e-19	0.4855354	0.5	0.03058156	1	7.196045	0.8948646	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01869409	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00477	0	3.322292e-16	0	3.322292e-16	0	-432.5576	0	-432.5576	0	30221.91	77194.93	86.03224	8467.864	3607132	0.8787651	0.2056301	5.990462	2.19978	1	2	0	0	0.0005012028	0	
1696.144148	1560	3.45e+19	0	0	100000	1.99524	1.0022e-05	4.92947e+25	3.328023e+25	1.415713e+25	1.91231e+25	1.010345e+25	5.911025e+24	3.581239e+24	2.417794e+24	1.02851e+24	1.389285e+24	7.34011e+23	4.294335e+23	0.119912	5.729982e+24	0	0	0	1.172514e+16	0	5.729982e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.613478e+25	0	4.613478e+25	2.085545e+25	0	2.085545e+25	1.116504e+25	0	1.116504e+25	4.17109e+25	0	4.17109e+25	1.242901e+25	0	1.242901e+25	3.981495e+25	0	3.981495e+25	4.161913e+23	7.851866e-10	0.0008439181	5.600319e+11	6.722738e+07	4.327978e+09	6.368672e-07	8.670321e-13	1.824402e-19	0.4855657	0.5	0.03058441	1	7.197115	0.8949977	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01869346	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00476	0	3.344926e-16	0	3.344926e-16	0	-432.4696	0	-432.4696	0	30221.76	77194.93	86.06048	8467.821	3607132	0.8787089	0.205681	5.990521	2.199236	1	2	0	0	0.0005017043	0	
1696.3964	1560	3.45e+19	0	0	100000	1.99525	1.0022e-05	4.930203e+25	3.328395e+25	1.415906e+25	1.912488e+25	1.010537e+25	5.912712e+24	3.581771e+24	2.418065e+24	1.02865e+24	1.389415e+24	7.341508e+23	4.29556e+23	0.1199284	5.730834e+24	0	0	0	4.482209e+15	0	5.730834e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.614164e+25	0	4.614164e+25	2.085855e+25	0	2.085855e+25	1.11667e+25	0	1.11667e+25	4.17171e+25	0	4.17171e+25	1.243085e+25	0	1.243085e+25	3.982087e+25	0	3.982087e+25	4.161751e+23	7.852213e-10	0.0008439971	5.600319e+11	6.724018e+07	4.32837e+09	6.36887e-07	8.670861e-13	1.824572e-19	0.4855959	0.5	0.03058727	1	7.198185	0.8951309	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01869283	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00475	0	3.367745e-16	0	3.367745e-16	0	-432.3814	0	-432.3814	0	30221.61	77194.93	86.08866	8467.779	3607132	0.878653	0.2057315	5.99058	2.198695	1	2	0	0	0.0005022039	0	
1696.648652	1560	3.45e+19	0	0	100000	1.99526	1.0022e-05	4.930936e+25	3.328767e+25	1.416099e+25	1.912667e+25	1.010729e+25	5.914399e+24	3.582304e+24	2.418335e+24	1.02879e+24	1.389545e+24	7.342906e+23	4.296786e+23	0.1199448	5.731686e+24	0	0	0	1.713578e+15	0	5.731686e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61485e+25	0	4.61485e+25	2.086165e+25	0	2.086165e+25	1.116836e+25	0	1.116836e+25	4.17233e+25	0	4.17233e+25	1.24327e+25	0	1.24327e+25	3.982679e+25	0	3.982679e+25	4.16159e+23	7.85256e-10	0.0008440761	5.600319e+11	6.725298e+07	4.328761e+09	6.369069e-07	8.671401e-13	1.824743e-19	0.4856262	0.5	0.03059013	1	7.199256	0.895264	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.0186922	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00474	0	3.390751e-16	0	3.390751e-16	0	-432.2931	0	-432.2931	0	30221.46	77194.93	86.11677	8467.736	3607132	0.8785973	0.2057819	5.990638	2.198157	1	2	0	0	0.0005027017	0	
1696.900904	1560	3.45e+19	0	0	100000	1.99527	1.0022e-05	4.931669e+25	3.329139e+25	1.416292e+25	1.912846e+25	1.010922e+25	5.916087e+24	3.582837e+24	2.418605e+24	1.02893e+24	1.389675e+24	7.344304e+23	4.298012e+23	0.1199611	5.732539e+24	0	0	0	6.551687e+14	0	5.732539e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.615537e+25	0	4.615537e+25	2.086475e+25	0	2.086475e+25	1.117002e+25	0	1.117002e+25	4.172951e+25	0	4.172951e+25	1.243455e+25	0	1.243455e+25	3.983271e+25	0	3.983271e+25	4.161428e+23	7.852906e-10	0.000844155	5.600319e+11	6.726578e+07	4.329153e+09	6.369267e-07	8.671942e-13	1.824913e-19	0.4856564	0.5	0.03059299	1	7.200326	0.8953971	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01869157	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00473	0	3.413946e-16	0	3.413946e-16	0	-432.2047	0	-432.2047	0	30221.31	77194.93	86.14481	8467.694	3607132	0.8785419	0.205832	5.990697	2.197622	1	2	0	0	0.0005031976	0	
1697.153156	1560	3.45e+19	0	0	100000	1.99528	1.0022e-05	4.932402e+25	3.329511e+25	1.416486e+25	1.913025e+25	1.011114e+25	5.917774e+24	3.583369e+24	2.418875e+24	1.029071e+24	1.389804e+24	7.345702e+23	4.299238e+23	0.1199775	5.733391e+24	0	0	0	2.505186e+14	0	5.733391e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.616223e+25	0	4.616223e+25	2.086786e+25	0	2.086786e+25	1.117168e+25	0	1.117168e+25	4.173571e+25	0	4.173571e+25	1.24364e+25	0	1.24364e+25	3.983863e+25	0	3.983863e+25	4.161266e+23	7.853253e-10	0.000844234	5.600319e+11	6.727858e+07	4.329544e+09	6.369465e-07	8.672482e-13	1.825084e-19	0.4856867	0.5	0.03059585	1	7.201396	0.8955302	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01869094	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00472	0	3.437331e-16	0	3.437331e-16	0	-432.1161	0	-432.1161	0	30221.16	77194.93	86.17278	8467.651	3607132	0.8784868	0.2058819	5.990755	2.197089	1	2	0	0	0.0005036917	0	
1697.405408	1560	3.45e+19	0	0	100000	1.99529	1.0022e-05	4.933135e+25	3.329882e+25	1.416679e+25	1.913204e+25	1.011307e+25	5.919462e+24	3.583902e+24	2.419145e+24	1.029211e+24	1.389934e+24	7.3471e+23	4.300464e+23	0.1199939	5.734243e+24	0	0	0	9.579978e+13	0	5.734243e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.616909e+25	0	4.616909e+25	2.087096e+25	0	2.087096e+25	1.117334e+25	0	1.117334e+25	4.174191e+25	0	4.174191e+25	1.243825e+25	0	1.243825e+25	3.984456e+25	0	3.984456e+25	4.161105e+23	7.853599e-10	0.000844313	5.600319e+11	6.729138e+07	4.329936e+09	6.369664e-07	8.673022e-13	1.825255e-19	0.4857169	0.5	0.03059871	1	7.202467	0.8956633	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01869031	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00471	0	3.460908e-16	0	3.460908e-16	0	-432.0275	0	-432.0275	0	30221.01	77194.93	86.20069	8467.609	3607132	0.8784318	0.2059316	5.990813	2.196559	1	2	0	0	0.0005041839	0	
1697.65766	1560	3.45e+19	0	0	100000	1.9953	1.0022e-05	4.933869e+25	3.330254e+25	1.416872e+25	1.913383e+25	1.011499e+25	5.92115e+24	3.584434e+24	2.419416e+24	1.029351e+24	1.390064e+24	7.348498e+23	4.30169e+23	0.1200103	5.735095e+24	0	0	0	3.663756e+13	0	5.735095e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.617595e+25	0	4.617595e+25	2.087406e+25	0	2.087406e+25	1.1175e+25	0	1.1175e+25	4.174812e+25	0	4.174812e+25	1.24401e+25	0	1.24401e+25	3.985048e+25	0	3.985048e+25	4.160943e+23	7.853945e-10	0.0008443919	5.600319e+11	6.730418e+07	4.330328e+09	6.369862e-07	8.673563e-13	1.825425e-19	0.4857472	0.5	0.03060157	1	7.203537	0.8957964	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01868969	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0047	0	3.48468e-16	0	3.48468e-16	0	-431.9387	0	-431.9387	0	30220.85	77194.93	86.22853	8467.567	3607132	0.8783772	0.205981	5.990871	2.196032	1	2	0	0	0.0005046743	0	
1697.909912	1560	3.45e+19	0	0	100000	1.99531	1.0022e-05	4.934602e+25	3.330626e+25	1.417065e+25	1.913561e+25	1.011692e+25	5.922838e+24	3.584967e+24	2.419686e+24	1.029491e+24	1.390194e+24	7.349897e+23	4.302916e+23	0.1200267	5.735947e+24	0	0	0	1.401284e+13	0	5.735947e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.618281e+25	0	4.618281e+25	2.087716e+25	0	2.087716e+25	1.117666e+25	0	1.117666e+25	4.175432e+25	0	4.175432e+25	1.244194e+25	0	1.244194e+25	3.98564e+25	0	3.98564e+25	4.160782e+23	7.854292e-10	0.0008444708	5.600319e+11	6.731699e+07	4.330721e+09	6.370061e-07	8.674104e-13	1.825596e-19	0.4857775	0.5	0.03060443	1	7.204607	0.8959295	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01868906	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00469	0	3.508647e-16	0	3.508647e-16	0	-431.8498	0	-431.8498	0	30220.7	77194.93	86.2563	8467.524	3607132	0.8783228	0.2060302	5.990928	2.195508	1	2	0	0	0.0005051628	0	
1698.162164	1560	3.45e+19	0	0	100000	1.99532	1.0022e-05	4.935335e+25	3.330998e+25	1.417258e+25	1.91374e+25	1.011884e+25	5.924526e+24	3.5855e+24	2.419956e+24	1.029632e+24	1.390324e+24	7.351295e+23	4.304143e+23	0.1200431	5.736799e+24	0	0	0	5.359981e+12	0	5.736799e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.618967e+25	0	4.618967e+25	2.088026e+25	0	2.088026e+25	1.117832e+25	0	1.117832e+25	4.176052e+25	0	4.176052e+25	1.244379e+25	0	1.244379e+25	3.986232e+25	0	3.986232e+25	4.16062e+23	7.854638e-10	0.0008445498	5.600319e+11	6.732979e+07	4.331113e+09	6.37026e-07	8.674645e-13	1.825767e-19	0.4858078	0.5	0.03060729	1	7.205678	0.8960626	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01868843	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00468	0	3.532812e-16	0	3.532812e-16	0	-431.7608	0	-431.7608	0	30220.55	77194.93	86.28401	8467.482	3607132	0.8782687	0.2060792	5.990985	2.194986	1	2	0	0	0.0005056495	0	
1698.414416	1560	3.45e+19	0	0	100000	1.99533	1.0022e-05	4.936068e+25	3.33137e+25	1.417451e+25	1.913919e+25	1.012077e+25	5.926215e+24	3.586032e+24	2.420226e+24	1.029772e+24	1.390454e+24	7.352693e+23	4.30537e+23	0.1200594	5.737652e+24	0	0	0	2.050397e+12	0	5.737652e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.619653e+25	0	4.619653e+25	2.088336e+25	0	2.088336e+25	1.117998e+25	0	1.117998e+25	4.176673e+25	0	4.176673e+25	1.244564e+25	0	1.244564e+25	3.986824e+25	0	3.986824e+25	4.160459e+23	7.854984e-10	0.0008446287	5.600319e+11	6.734259e+07	4.331505e+09	6.370458e-07	8.675186e-13	1.825938e-19	0.4858381	0.5	0.03061016	1	7.206748	0.8961957	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.0186878	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00467	0	3.557177e-16	0	3.557177e-16	0	-431.6716	0	-431.6716	0	30220.4	77194.93	86.31165	8467.439	3607132	0.8782148	0.206128	5.991042	2.194467	1	2	0	0	0.0005061344	0	
1698.666668	1560	3.45e+19	0	0	100000	1.99534	1.0022e-05	4.936801e+25	3.331742e+25	1.417644e+25	1.914098e+25	1.012269e+25	5.927904e+24	3.586565e+24	2.420496e+24	1.029912e+24	1.390584e+24	7.354091e+23	4.306597e+23	0.1200758	5.738504e+24	0	0	0	7.844226e+11	0	5.738504e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.620339e+25	0	4.620339e+25	2.088647e+25	0	2.088647e+25	1.118164e+25	0	1.118164e+25	4.177293e+25	0	4.177293e+25	1.244749e+25	0	1.244749e+25	3.987416e+25	0	3.987416e+25	4.160298e+23	7.855331e-10	0.0008447076	5.600319e+11	6.735539e+07	4.331898e+09	6.370657e-07	8.675727e-13	1.826109e-19	0.4858684	0.5	0.03061302	1	7.207819	0.8963288	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01868717	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00466	0	3.581743e-16	0	3.581743e-16	0	-431.5824	0	-431.5824	0	30220.25	77194.93	86.33922	8467.397	3607132	0.8781612	0.2061765	5.991099	2.19395	1	2	0	0	0.0005066175	0	
1698.91892	1560	3.45e+19	0	0	100000	1.99535	1.0022e-05	4.937534e+25	3.332113e+25	1.417837e+25	1.914276e+25	1.012461e+25	5.929593e+24	3.587097e+24	2.420766e+24	1.030052e+24	1.390714e+24	7.35549e+23	4.307824e+23	0.1200922	5.739356e+24	0	0	0	3.001234e+11	0	5.739356e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.621025e+25	0	4.621025e+25	2.088957e+25	0	2.088957e+25	1.11833e+25	0	1.11833e+25	4.177913e+25	0	4.177913e+25	1.244934e+25	0	1.244934e+25	3.988008e+25	0	3.988008e+25	4.160136e+23	7.855677e-10	0.0008447865	5.600319e+11	6.736819e+07	4.332291e+09	6.370856e-07	8.676269e-13	1.826279e-19	0.4858987	0.5	0.03061589	1	7.208889	0.8964619	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01868654	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00465	0	3.606512e-16	0	3.606512e-16	0	-431.493	0	-431.493	0	30220.1	77194.93	86.36672	8467.354	3607132	0.8781078	0.2062248	5.991156	2.193437	1	2	0	0	0.0005070987	0	
1699.171172	1560	3.45e+19	0	0	100000	1.99536	1.0022e-05	4.938267e+25	3.332485e+25	1.41803e+25	1.914455e+25	1.012654e+25	5.931282e+24	3.58763e+24	2.421036e+24	1.030193e+24	1.390843e+24	7.356888e+23	4.309051e+23	0.1201086	5.740208e+24	0	0	0	1.148384e+11	0	5.740208e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.621712e+25	0	4.621712e+25	2.089267e+25	0	2.089267e+25	1.118496e+25	0	1.118496e+25	4.178534e+25	0	4.178534e+25	1.245119e+25	0	1.245119e+25	3.9886e+25	0	3.9886e+25	4.159975e+23	7.856023e-10	0.0008448654	5.600319e+11	6.7381e+07	4.332683e+09	6.371055e-07	8.67681e-13	1.82645e-19	0.4859291	0.5	0.03061875	1	7.209959	0.896595	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01868591	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00464	0	3.631487e-16	0	3.631487e-16	0	-431.4035	0	-431.4035	0	30219.95	77194.93	86.39416	8467.312	3607132	0.8780547	0.2062728	5.991212	2.192926	1	2	0	0	0.0005075782	0	
1699.423424	1560	3.45e+19	0	0	100000	1.99537	1.0022e-05	4.939e+25	3.332857e+25	1.418223e+25	1.914634e+25	1.012846e+25	5.932972e+24	3.588163e+24	2.421306e+24	1.030333e+24	1.390973e+24	7.358286e+23	4.310279e+23	0.1201249	5.74106e+24	0	0	0	4.394523e+10	0	5.74106e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.622398e+25	0	4.622398e+25	2.089577e+25	0	2.089577e+25	1.118662e+25	0	1.118662e+25	4.179154e+25	0	4.179154e+25	1.245303e+25	0	1.245303e+25	3.989193e+25	0	3.989193e+25	4.159814e+23	7.856369e-10	0.0008449443	5.600319e+11	6.73938e+07	4.333076e+09	6.371254e-07	8.677352e-13	1.826622e-19	0.4859594	0.5	0.03062162	1	7.21103	0.8967281	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01868529	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00463	0	3.65667e-16	0	3.65667e-16	0	-431.3138	0	-431.3138	0	30219.79	77194.93	86.42154	8467.269	3607132	0.8780018	0.2063207	5.991268	2.192417	1	2	0	0	0.0005080559	0	
1699.675676	1560	3.45e+19	0	0	100000	1.99538	1.0022e-05	4.939733e+25	3.333228e+25	1.418416e+25	1.914812e+25	1.013039e+25	5.934661e+24	3.588695e+24	2.421576e+24	1.030473e+24	1.391103e+24	7.359684e+23	4.311506e+23	0.1201413	5.741912e+24	0	0	0	1.681798e+10	0	5.741912e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.623084e+25	0	4.623084e+25	2.089887e+25	0	2.089887e+25	1.118829e+25	0	1.118829e+25	4.179774e+25	0	4.179774e+25	1.245488e+25	0	1.245488e+25	3.989785e+25	0	3.989785e+25	4.159653e+23	7.856715e-10	0.0008450232	5.600319e+11	6.74066e+07	4.333469e+09	6.371452e-07	8.677894e-13	1.826793e-19	0.4859897	0.5	0.03062449	1	7.2121	0.8968612	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01868466	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00462	0	3.682062e-16	0	3.682062e-16	0	-431.2241	0	-431.2241	0	30219.64	77194.93	86.44885	8467.227	3607132	0.8779492	0.2063683	5.991324	2.191911	1	2	0	0	0.0005085318	0	
1699.927928	1560	3.45e+19	0	0	100000	1.99539	1.0022e-05	4.940467e+25	3.3336e+25	1.418609e+25	1.914991e+25	1.01324e+25	5.936269e+24	3.589228e+24	2.421846e+24	1.030613e+24	1.391233e+24	7.361142e+23	4.312674e+23	0.1201561	5.742765e+24	0	0	0	6.436722e+09	0	5.742765e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.62377e+25	0	4.62377e+25	2.090197e+25	0	2.090197e+25	1.118995e+25	0	1.118995e+25	4.180395e+25	0	4.180395e+25	1.245673e+25	0	1.245673e+25	3.990377e+25	0	3.990377e+25	4.159491e+23	7.857061e-10	0.0008451021	5.600068e+11	6.742298e+07	4.334057e+09	6.371747e-07	8.678697e-13	1.827046e-19	0.4860129	0.5	0.03062737	1	7.21317	0.8969943	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01868403	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00461	0	3.707665e-16	0	3.707665e-16	0	-431.1342	0	-431.1342	0	30219.49	77194.93	86.47609	8467.185	3607132	0.8778967	0.2064157	5.99138	2.191408	1	2	0	0	0.0005090059	0	
