source	case	temperature	pu_m_percent	om	exp_mu	sci_mu	residual
Woodley1981	Woodley1981/T_1273K_q_40	1273.0	40.0	1.994	-540.0	-494.3411782608694	45.65882173913059
Woodley1981	Woodley1981/T_1273K_q_40	1273.0	40.0	1.998	-493.0	-459.40469275362307	33.59530724637693
Woodley1981	Woodley1981/T_1273K_q_40	1273.0	40.0	2.0	-438.0	-382.9752	55.02480000000003
Woodley1981	Woodley1981/T_1373K_q_10	1373.0	10.0	1.98	-609.0	-586.4616	22.538400000000024
Woodley1981	Woodley1981/T_1373K_q_10	1373.0	10.0	1.987	-587.0	-564.4524888888885	22.547511111111476
Woodley1981	Woodley1981/T_1373K_q_10	1373.0	10.0	1.99	-572.0	-553.7751444444447	18.224855555555337
Woodley1981	Woodley1981/T_1373K_q_10	1373.0	10.0	1.994	-545.0	-536.3271222222223	8.672877777777671
Woodley1981	Woodley1981/T_1373K_q_10	1373.0	10.0	1.997	-491.0	-516.4590333333329	-25.459033333332854
Woodley1981	Woodley1981/T_1373K_q_10	1373.0	10.0	1.998	-434.0	-505.9365	-71.93650000000002
Woodley1981	Woodley1981/T_1373K_q_40	1373.0	40.0	1.903	-616.0	-591.8269	24.173099999999977
Woodley1981	Woodley1981/T_1373K_q_40	1373.0	40.0	1.914	-603.0	-585.9470291666667	17.052970833333347
Woodley1981	Woodley1981/T_1373K_q_40	1373.0	40.0	1.935	-588.0	-573.1587	14.841300000000047
Woodley1981	Woodley1981/T_1373K_q_40	1373.0	40.0	1.958	-574.0	-552.8838125	21.116187500000024
Woodley1981	Woodley1981/T_1373K_q_40	1373.0	40.0	1.98	-546.0	-516.2589625000002	29.741037499999834
Woodley1981	Woodley1981/T_1373K_q_40	1373.0	40.0	1.991	-523.0	-479.5817999999993	43.418200000000695
Woodley1981	Woodley1981/T_1373K_q_40	1373.0	40.0	1.997	-493.0	-441.15708333333197	51.84291666666803
Woodley1981	Woodley1981/T_1373K_q_40	1373.0	40.0	1.999	-434.0	-412.1236	21.87639999999999
Woodley1981	Woodley1981/T_1473K_q_10	1473.0	10.0	1.967	-612.0	-607.18	4.82000000000005
Woodley1981	Woodley1981/T_1473K_q_10	1473.0	10.0	1.975	-594.0	-579.6376967741934	14.362303225806613
Woodley1981	Woodley1981/T_1473K_q_10	1473.0	10.0	1.98	-578.0	-563.9853322580643	14.014667741935682
Woodley1981	Woodley1981/T_1473K_q_10	1473.0	10.0	1.988	-549.0	-538.0241387096777	10.975861290322314
Woodley1981	Woodley1981/T_1473K_q_10	1473.0	10.0	1.995	-489.0	-506.8979096774181	-17.897909677418113
Woodley1981	Woodley1981/T_1473K_q_10	1473.0	10.0	1.998	-429.0	-480.7913	-51.79129999999998
Woodley1981	Woodley1981/T_1473K_q_40	1473.0	40.0	1.903	-593.0	-569.1164	23.8836
Woodley1981	Woodley1981/T_1473K_q_40	1473.0	40.0	1.919	-578.0	-559.1392	18.86080000000004
Woodley1981	Woodley1981/T_1473K_q_40	1473.0	40.0	1.935	-562.0	-547.7005666666666	14.299433333333354
Woodley1981	Woodley1981/T_1473K_q_40	1473.0	40.0	1.951	-549.0	-533.1593	15.84069999999997
Woodley1981	Woodley1981/T_1473K_q_40	1473.0	40.0	1.959	-537.0	-523.8352666666666	13.164733333333402
Woodley1981	Woodley1981/T_1473K_q_40	1473.0	40.0	1.974	-520.0	-499.8292041666667	20.170795833333273
Woodley1981	Woodley1981/T_1473K_q_40	1473.0	40.0	1.989	-489.0	-458.15279999999973	30.84720000000027
Woodley1981	Woodley1981/T_1473K_q_40	1473.0	40.0	1.999	-429.0	-382.1788	46.821199999999976
