label,score_total,score_swd,score_Nd,score_Nd_drop,score_Rd,score_pressure,score_fdot_prior,f_n,K_d,rho_d,fission_rate,Dv_scale,Dg_scale,b_scale,gb_scale,gd_scale,coalescence_d_scale,capture_scale,swD_1p3_1600K,swB_1p3_1600K,Rd_1p3_1600K,Nd_1p3_1600K,Nd_1p3_1400K,Nd_1p3_1725K,Nd_drop_1725_over_1400_log10,swD_3p2_1600K,swB_3p2_1600K,max_f_cap_step_3p2_1600K,capture_fraction_sum_3p2_1600K,capture_raw_sum_3p2_1600K,dt_h,n_modes,use_full_exp,D1_Xe,D2_Xe,D2_Xe_over_Dg_unscaled,D2_Xe_scaled,D2_xe_scale,D3_Xe,Dg,Dv,Rd1900_soft_max_nm,Rd2000_max_nm,Rd_1900_2000_ratio_max,Rd_1p3_1700K,Rd_1p3_1800K,Rd_1p3_1900K,Rd_1p3_2000K,Rd_inc_1600_1700_nm,Rd_inc_1700_1800_nm,Rd_inc_1800_1900_nm,Rd_inc_1800_2000_nm,Rd_inc_1900_2000_nm,Rd_last_increment_factor_max,Rd_post1800_delta_max_nm,Rd_ratio_2000_over_1700,Rd_ratio_2000_over_1800,Rd_ratio_2000_over_1900,Rd_ratio_max,bulk_gas_1p1_1200,bulk_gas_1p1_1500,bulk_gas_1p1_1600,bulk_gas_1p1_2000,bulk_gas_1p1_2200,bulk_gas_1p3_1600K,bulk_gas_3p2_1200,bulk_gas_3p2_1500,bulk_gas_3p2_1600K,bulk_gas_3p2_1800,bulk_gas_3p2_2000,bulk_gas_3p2_2200,disl_gas_1p1_1200,disl_gas_1p1_1500,disl_gas_1p1_1600,disl_gas_1p1_2000,disl_gas_1p1_2200,disl_gas_1p3_1600K,disl_gas_3p2_1200,disl_gas_3p2_1500,disl_gas_3p2_1600K,disl_gas_3p2_1800,disl_gas_3p2_2000,disl_gas_3p2_2200,family,matrix_gas_1p1_1200,matrix_gas_1p1_1500,matrix_gas_1p1_1600,matrix_gas_1p1_2000,matrix_gas_1p1_2200,matrix_gas_3p2_1200,matrix_gas_3p2_1500,matrix_gas_3p2_1800,matrix_gas_3p2_2000,matrix_gas_3p2_2200,p_b_over_eq_1p3_1600K,p_d_over_eq_1p3_1600K,qgb_gas_1p1_1200,qgb_gas_1p1_1500,qgb_gas_1p1_1600,qgb_gas_1p1_2000,qgb_gas_1p1_2200,qgb_gas_1p3_1600K,qgb_gas_3p2_1200,qgb_gas_3p2_1500,qgb_gas_3p2_1600K,qgb_gas_3p2_1800,qgb_gas_3p2_2000,qgb_gas_3p2_2200,score_base_highT_guard,score_partition,score_qgb,score_radius_guard,score_radius_saturation,score_rizk_prior,score_swig_diag,trial_number,state
capture_only_v5_codex_trial_00228,2.0970945761478705,0.9209760352092256,0.6208595641371766,0.4690415486279047,0.13412466297372264,0.0036697977390609637,0.17890324512895692,2.7037487229335186e-07,421975.7505977693,26390885856514.586,7.548718832153682e+19,1.4733855550818529,1.6408532220412009,0.3124563689725349,2.7426696186580117,3.4391385310010754,0.7276359341847883,0.15820320836092322,2.908914922898116,1.5117261928297463,87.96953755591744,1.0201064262805815e+19,1.087982503909685e+19,8.604556808196377e+18,-0.101893405241067,3.177834547131006,4.986309957111897,0.00010556783369949036,0.008390626396857078,0.008390626396857078,12.0,22,0,4.2934800659537927e-19,3.753521510040251e-105,2.93539006158395e-86,1.6702349049164736e-104,4.449781093431279,1.3965129839484312e-19,9.336443429324104e-19,3.034730736008433e-20,700.0,800.0,1.35,120.399390218372,164.81730927376162,220.6106725645457,310.80731084353744,32.429852662454564,44.41791905538962,55.79336329078407,145.9900015697758,90.19663827899174,0.75,350.0,2.5814691443188944,1.8857686259595852,1.4088498404473258,2.8,69.2537366438853,66.89201642327775,57.040560803918666,0.8932725882675191,0.06829963647018379,62.30176238451701,84.70344621326092,83.86864216015478,79.72740033268992,56.55691122713289,26.83267648560534,5.495062537285062,23.20487787665185,25.73654969293554,35.266748575410915,89.14227599207418,89.934656561144,29.950826326908036,8.181368591449894,9.030965909099953,12.272570643159494,30.69402616557522,54.925071346877836,73.95082852052099,capture_only,0.9922200012987008,0.7875443849466289,0.32132913639857474,0.0008592600596604936,6.838795319946429e-05,0.3422329518453061,0.2716950664068431,0.00630670421825108,0.0005439827016786331,5.5954889802605444e-05,1.0014360166389082,1.0617701482475639,6.549165478164141,6.583889498840059,7.371361484271857,9.96359215959864,9.996975414432626,7.475558397399664,6.772952243443905,6.828696864338442,7.889124462252904,12.742755903073641,18.24170818481515,20.554052987304143,0.021368952604861845,0.09602515382176026,0.026101232627946707,0.0,0.06478453236279497,0.15607332432249185,2.1533787213687043,228,TrialState.COMPLETE
capture_only_v5_codex_trial_00231,2.0979686678751817,0.9244949142167351,0.6206356040851075,0.46777700292064806,0.13384028001293885,0.0022896885164803153,0.1747664136975523,2.701366032638641e-07,423157.50860617234,26448239889000.11,7.477155593146309e+19,1.4937749963380753,1.637547718655645,0.30320730076426167,2.693187836356428,3.353666184931118,0.7345092558102222,0.17613568309627073,2.9236445813654366,1.5131633472185981,88.00971541005902,1.0238683456473788e+19,1.093003735827301e+19,8.612239682661685e+18,-0.10350553840878787,3.1871845849795335,5.004046357464095,0.00011683492947774995,0.009396799409600351,0.009396799409600351,12.0,22,0,4.2934800659537927e-19,3.735687104860276e-105,2.81294779786228e-86,1.5968412243293006e-104,4.27455827939055,1.3832737847320672e-19,9.295955317560278e-19,3.076338754952903e-20,700.0,800.0,1.35,120.55761218329805,165.25710551347427,221.70891936968962,314.63706232921174,32.54789677323903,44.699493330176225,56.45181385621535,149.37995681573747,92.92814295952212,0.75,350.0,2.6098481599887005,1.9039245625874632,1.4191448103383186,2.8,69.23937555348336,66.85594650061358,56.93435620033236,0.8766810784429181,0.06587925483411002,62.21672755493047,84.71807646326046,83.87759452427657,79.71744131885745,56.49242497272697,26.39667079228373,5.31578562537971,23.239039012669295,25.791239977297025,35.39008823154626,89.18568764722636,89.96225600782084,30.054409227681568,8.192625311736977,9.046570329520735,12.307566386413948,30.803019427197096,55.416272354159005,74.24275256638828,capture_only,0.988869640697246,0.7836824378464963,0.31863233355047516,0.0008506817741207963,6.787945382105324e-05,0.34021565179894875,0.26961640550609894,0.006225369091117656,0.0005393713081754649,5.535803496842791e-05,1.0016443323917985,1.060383941711338,6.532715793150089,6.569131084242904,7.356923234570904,9.936780592556609,9.971796857891201,7.459007775229716,6.749082573203607,6.806218740696595,7.865393128746182,12.698330230984814,18.18651748224909,20.441406450197054,0.02246136795797445,0.09415754215896407,0.025388469130487454,0.0,0.06857995003430174,0.1562683766311643,2.1668002156939132,231,TrialState.COMPLETE
capture_only_v5_codex_trial_00227,2.0994344090198953,0.9030159639953623,0.6204614265463448,0.4767594333199789,0.1400386760565268,0.0,0.17946995527943238,2.772257465588206e-07,408551.97191031766,26064651395776.793,7.558575572484538e+19,1.4684275134682332,1.6045801061648324,0.31189533921780427,3.3030838455617455,3.578000754637574,0.7171668432424002,0.1403071289818674,2.671072191394255,1.659863026760383,86.54138282323233,9.83842377971867e+18,1.0421146189892088e+19,8.429448744219081e+18,-0.09211631405949357,2.8431787777072577,5.333158372701144,9.521336618880475e-05,0.006926223177241583,0.006926223177241583,12.0,22,0,4.2934800659537927e-19,3.755971291134482e-105,2.9772024939441732e-86,1.6945690418394523e-104,4.511666651551034,1.3983364809096396e-19,9.132975599036877e-19,3.024571067545066e-20,700.0,800.0,1.35,118.12640694342352,162.71561699166148,220.92585756133843,315.96185139320164,31.585024120191193,44.58921004823796,58.210240569676955,153.24623440154016,95.03599383186321,0.75,350.0,2.674777465673117,1.9418040949898092,1.4301714379697594,2.8,71.4404187991365,69.37282606558033,60.28310835743468,1.2367127448028912,0.09549039688610964,65.18207017349752,85.74792488111846,85.041852930023,81.27038209124625,59.65452522358609,31.011868123932114,7.421119517576929,21.417309484846992,23.646548092132146,32.409730384590745,88.96274182937253,90.05613293192003,27.47666309273277,7.541948535555153,8.27283267674564,11.218351239361539,28.365260410962005,51.563341580343696,72.51782889118208,capture_only,0.9137549392861725,0.7228612426504287,0.2952576310418612,0.0008547296326965474,6.906191797530553e-05,0.31488435661738223,0.2491263340805309,0.0058024022664393765,0.0005066514428100623,5.447582327711272e-05,1.0016223522797587,1.0434735502619246,6.228516776730351,6.257764599637123,7.011903626932729,9.799690696191881,9.848307609275912,7.091580818410834,6.3952422267090006,6.436188059150851,7.409520368367373,11.97441196318547,17.424283644281378,20.06099711541773,0.020274215009014482,0.10883074367010999,0.020124472959747692,0.0,0.07083507657951704,0.16189693976372685,2.138647084295819,227,TrialState.COMPLETE
capture_only_v5_codex_trial_00226,2.101351653737739,0.9036837776519182,0.6211555452623954,0.47021750318142913,0.14158070390147062,0.0,0.18003919167252888,2.7326078359090705e-07,407902.63750783715,27215902528404.195,7.56848920818557e+19,1.466623579440933,1.6393201724972333,0.30212491510573225,3.3506600602177152,3.452503432101661,0.7646237792974409,0.14402276248490398,2.728342378531271,1.6682956899618115,86.1581996290077,1.018404743675118e+19,1.0843011260721394e+19,8.603896063638503e+18,-0.1004547533943967,2.9093414144310605,5.414623171059978,9.917077502753946e-05,0.007407029560096675,0.007407029560096675,12.0,22,0,4.2934800659537927e-19,3.758433602286788e-105,3.0529769205947265e-86,1.7382583782517202e-104,4.62495433521585,1.4001705035143303e-19,9.333716233679456e-19,3.0209080502363206e-20,700.0,800.0,1.35,117.99382901352983,163.40620258055435,224.11245809186363,330.7302044083108,31.835629384522136,45.41237356702452,60.70625551130928,167.32400182775643,106.61774631644715,0.75,350.0,2.802944926640082,2.0239758294687173,1.4757332422490523,2.8,70.87794302684107,68.7902218842413,59.48217453435267,1.132743533731839,0.0849857204729462,64.51641912104799,85.58640153289377,84.88109426396015,81.0498222914504,59.18429644647971,30.008313548140087,6.83570068153386,22.06216671350122,24.30970531069557,33.29318385414485,89.26353225043297,90.2567221065782,28.223923075764,7.766612312571122,8.500483812025468,11.518833414926252,29.00132323409224,52.903547428707206,73.63976700430634,capture_only,0.8822843654951527,0.6970839723411968,0.28478325334554133,0.0008152062874903367,6.67947174775159e-05,0.3042404891133831,0.24037140865474232,0.005598461049387914,0.0004872773942399189,5.189521669977735e-05,1.0018358082851981,1.0453133278977869,6.177605894162562,6.202988832721918,6.939858358156938,9.6029090095477,9.658225378231366,7.018814648599626,6.342745665421723,6.37805051535962,7.333176404640293,11.808781858378673,17.087651745758492,19.5244804189431,0.01551602657433205,0.1032351527615058,0.016349104390527832,0.0,0.08850901356106115,0.1635307585423832,2.195919226905898,226,TrialState.COMPLETE
capture_only_v5_codex_trial_00211,2.1053043048709017,0.9039758250314444,0.6170353634344798,0.4679253988522464,0.13629915170752907,0.0,0.19373378734862035,3.0444446579707345e-07,414716.2679325793,26232024939846.387,7.81094881128032e+19,1.5335964197994927,1.5519981620794099,0.3142316703758984,3.472362145656206,3.9159105849946316,0.7737458868359113,0.11930565176954841,2.7694474973015466,1.6256481480743206,87.24509605605644,9.955921223196328e+18,1.0619405386751924e+19,8.369878333901469e+18,-0.10338105488494427,2.9746704790960616,5.274443373788737,8.414263352523754e-05,0.006119952382549187,0.006119952382549187,12.0,22,0,4.2934800659537927e-19,3.818160497169009e-105,2.854023250043247e-86,1.6377828391603302e-104,4.289455198058518,1.4450255300868593e-19,8.9061501381375e-19,3.1601910926734027e-20,700.0,800.0,1.35,119.61893805907822,166.09624550036486,229.43136369477932,345.4920246989615,32.37384200302178,46.47730744128664,63.33511819441446,179.3957791985966,116.06066100418215,0.75,350.0,2.888271960150052,2.080071248198097,1.5058622288388686,2.8,70.78787670683437,68.6549854311143,59.42186362703082,1.142144693104575,0.08717181920931709,64.47583112949042,85.63849399711634,84.91012865428807,81.12761782525594,59.40994869073284,30.991840619629194,7.274810556814992,22.27373550740444,24.565715761240284,33.5186480542391,89.54501776022916,90.53447369520808,28.431825253832564,7.846835211395945,8.602811980845937,11.621880507665395,29.133889982759456,52.4654220523517,73.74344500975046,capture_only,0.8972037562040612,0.7141673209888626,0.29573611376651576,0.0008469422110440038,7.007721816657617e-05,0.3089257376009452,0.24591091351517552,0.005845746235507367,0.0005053653366717589,5.4158139839407366e-05,1.0019244226816648,1.049645640818924,6.041184029557161,6.065131486656567,6.763752204963567,9.311990604455206,9.378284408364442,6.841722332652035,6.2057450538867815,6.241148451350811,7.148691524275056,11.450315580272218,16.542231962682433,18.981690275294714,0.013014801634456674,0.10516349937842351,0.011562344439303854,0.0,0.10174081714305025,0.16533255680104733,2.1791672842661116,211,TrialState.COMPLETE
capture_only_v5_codex_trial_00247,2.1071001870099564,0.906826068946233,0.6162686722486531,0.47856773483330234,0.13451798896376568,0.0018697832327733267,0.17286312400886508,1.8418955677137293e-07,402043.0724392683,25231736891820.438,7.444458759012283e+19,1.393892896384856,1.8195135668415412,0.3210026883140931,3.00732316481303,3.11370697387033,0.6979493421453523,0.19343669499156205,2.6647810382049326,1.7170962272017234,87.81557270509771,9.394167642538107e+18,9.937838203771304e+18,8.081767874075567e+18,-0.08978554938847214,2.856479674596992,5.512670476762552,0.00013069166658227332,0.009806485921218468,0.009806485921218468,12.0,22,0,4.2934800659537927e-19,3.7275102677646115e-105,2.500528216406578e-86,1.4179757700311917e-104,3.8040828010422945,1.3772248704172724e-19,1.0317924565282452e-18,2.870471607307126e-20,700.0,800.0,1.35,119.86142532931733,164.42083238297886,221.1294702668379,308.92351660645016,32.04585262421962,44.55940705366153,56.70863788385904,144.5026842234713,87.79404633961227,0.75,350.0,2.577338920822006,1.8788587317626941,1.3970255354642274,2.8,70.87820817568739,68.9200719619486,59.775109781598786,1.181019330247061,0.08919933998433512,64.61145298377032,85.04240111480614,84.3735022363472,80.4405563069888,58.197361269850475,28.505412654740134,6.426595682280448,21.216885988207775,23.361561149060044,32.08200637094558,87.79654606451057,88.84118679180385,27.191608915861618,7.46766636934221,8.173381713740529,11.103846933045647,28.08074711104209,51.4505117368721,70.68113053928937,capture_only,0.9793047880140096,0.7696228831917685,0.3118559218136154,0.000891553996211059,7.149198671036216e-05,0.33717769065758846,0.2650702244891869,0.006102672593170368,0.0005371115484859268,5.6549497979541395e-05,1.0020077109907874,1.0494572764297219,6.925601048090826,6.9487440057995915,7.831027925642059,11.021543051246157,11.069542376225122,7.933061715911357,7.152754825194091,7.188045825423089,8.348104583614251,13.715788946514259,20.043538496839304,22.8922172289322,0.022229606138055816,0.10957862988921657,0.04443920340607429,0.0,0.05989916544639661,0.1565620949971732,2.1921045006990454,247,TrialState.COMPLETE
capture_only_v5_codex_trial_00248,2.1075338095608056,0.9075321695578177,0.6150289490163583,0.4782539834245169,0.13258047362016484,0.0023378322391351646,0.16782973927722358,1.8640110996183881e-07,397102.2398086409,25293650248998.62,7.35867705229705e+19,1.3932952472129885,1.8276269519445727,0.332940265559171,2.9504436480584677,3.13750955215354,0.6973702137014657,0.19744316088412456,2.678548012444797,1.6880920212081576,88.26797682774726,9.298251934520435e+18,9.839808506905678e+18,7.994762012711173e+18,-0.0901811064437553,2.877935707463585,5.413895928268958,0.0001312781506828672,0.009944652189487214,0.009944652189487214,12.0,22,0,4.2934800659537927e-19,3.7059721905129125e-105,2.3776934220020325e-86,1.3445464744363726e-104,3.6280533293755917,1.3613552546749542e-19,1.0334929440789228e-18,2.868803695190495e-20,700.0,800.0,1.35,120.47973884699802,165.21192310143417,222.18008719668532,310.6616862486047,32.211762019250756,44.73218425443615,56.968164095251154,145.44976314717056,88.4815990519194,0.75,350.0,2.578538841648107,1.880382967625585,1.3982427055832007,2.8,70.79740380698556,68.8001896900411,59.61151908252907,1.1717228300904146,0.08800246275678872,64.43280331866633,84.93509319879391,84.24258828092782,80.25767838908583,57.8824865147804,28.12192417574999,6.272620199829254,21.184139694800646,23.366944887197498,32.11832416120756,87.63725662867533,88.67240138550082,27.23575967503317,7.458227970079944,8.179988407565956,11.128625429457676,28.102739246689087,51.41352883248415,70.39056472134322,capture_only,0.999366583827229,0.7851520689582377,0.31691490395966077,0.0008969346825730602,7.174228745594428e-05,0.3442563907487573,0.2705244189897514,0.006178855160416419,0.00054243041204983,5.684434139316588e-05,1.0021598533713967,1.0507680395940422,7.0190899143865995,7.047713353803162,7.9532418523037105,11.19012360655166,11.239524409454983,8.06240942764956,7.262422440377378,7.306898892516488,8.504511282487853,14.008595383370103,20.464004561353825,23.336758234486144,0.022269972172362353,0.10981039736053044,0.048305831656168,0.0,0.060612856543245115,0.15411898408484048,2.166835870973008,248,TrialState.COMPLETE
capture_only_v5_codex_trial_00240,2.109572896335824,0.9029753159849264,0.626801518830949,0.4802877696734472,0.14875539714283822,0.0,0.18470486733724764,2.3596173042966403e-07,435532.6641802571,25242970411035.816,7.650236684944663e+19,1.4495757982991273,1.7294779144222656,0.2944092650300145,2.958299370777481,3.1610140599117558,0.706486595911853,0.17837786196373417,2.5932472342721833,1.6836939079046624,84.68567710171536,1.0193549150000695e+19,1.0765783907314754e+19,8.79861109093146e+18,-0.08763153654071573,2.734384244109509,5.406055883174014,0.00012198572183409679,0.008649965549313016,0.008649965549313016,12.0,22,0,4.2934800659537927e-19,3.7786765643768014e-105,2.8334553981518177e-86,1.6175556089671668e-104,4.2807463973406845,1.4152937867147627e-19,9.873198296621576e-19,2.986221003621136e-20,700.0,800.0,1.35,115.35928821764242,158.4059674785472,213.0051416435771,295.7093871091441,30.67361111592706,43.046679260904796,54.59917416502989,137.30341963059686,82.70424546556697,0.75,350.0,2.563377355027056,1.86678186318449,1.3882734699613801,2.8,71.43325376072552,69.40457154598904,60.39212944711567,1.2376327347615612,0.09584534270652949,65.23235029970479,85.53752503730028,84.85561340838801,81.07755831905801,59.28823342040266,30.131535764319608,7.123882447265054,21.103251542982637,23.29933924232861,31.93907167732143,88.38807096670064,89.491787461682,27.063502974824424,7.4321192070692454,8.144427617123238,11.031587996041367,28.040510300620475,51.332764642542514,71.56888489335178,capture_only,0.9268822873709839,0.7338392197088365,0.3014770605041208,0.0008770375687077775,6.922104104708815e-05,0.3179627002836989,0.2516616742971902,0.005899964220299612,0.0005222995876241547,5.596819323552164e-05,1.0019549017406768,1.0374792065081255,6.536612408920839,6.562249991973526,7.367321815058778,10.373419260969097,10.412297974570434,7.449950617486087,6.71239305534679,6.7482973001915685,7.787598024443389,12.665356314756577,18.53517729355026,21.307176691189934,0.022787716233108966,0.10987207465923694,0.03061692091872292,0.0,0.054840564247850845,0.1604396605580534,2.11382771549794,240,TrialState.COMPLETE
capture_only_v5_codex_trial_00141,2.1097469485976657,0.8669512213213026,0.7332901120254107,0.484888020594098,0.21250611012531773,0.0,0.19729773676543566,2.1250498490187653e-07,484368.56209083804,38780760971805.29,7.875311503990451e+19,1.4504379131187453,1.4882696151981925,0.31832126878625855,3.9905018164839,3.0085955210374764,0.6624669188540513,0.06616075838447114,2.7896604797600535,1.6303898759865167,72.60465872567272,1.7400802408737686e+19,1.834557534577013e+19,1.5196699547385788e+19,-0.08178205930038802,2.88514780234334,5.601627898461355,5.140545953205438e-05,0.003870626690007883,0.003870626690007883,12.0,22,0,4.2934800659537927e-19,3.8338591612518704e-105,1.849874044571026e-87,1.0637539188557573e-105,0.27746296202190424,1.4569326282382336e-19,8.558164487615967e-19,2.9891630010934635e-20,700.0,800.0,1.35,97.19874713676909,128.0118221454887,157.10832597685214,183.07752875634762,24.594088411096365,30.813075008719622,29.096503831363435,55.06570661085891,25.969202779495475,0.75,350.0,1.883537948269414,1.4301611029977788,1.1652948856658412,2.8,66.78070223354577,64.54924669391295,54.158175466662804,0.6509277946578826,0.05164610838210862,59.9955170843679,84.17709450084013,83.48484178682618,79.30376930666849,54.69729871388863,24.204396757639113,4.366634262249727,26.241838785728,28.6713928178266,38.85645000744924,90.74101332248536,91.35894224004548,32.97059104901688,9.25406847817765,10.006403275555682,13.449655673099633,34.058098040281386,60.272457932529285,78.4748888519127,capture_only,0.9530561141603743,0.7539772744440821,0.3128677732453608,0.0007659054759850181,5.712983453748638e-05,0.3282814883258625,0.2596617554127565,0.006177100569448006,0.0005197421291537982,5.141392811545798e-05,1.0027253358309802,1.021487315933066,6.0244028665658655,6.025383213816375,6.672506752642592,8.60729297738077,8.589354521737873,6.769090768922854,6.240555532656388,6.24909318220537,7.138788970872255,11.23842614526055,15.522625567702455,17.158425471909485,0.037968253211864325,0.07953705571453357,0.003305374314756583,0.0,0.005298618503168329,0.16502466500695667,2.2518827400975123,141,TrialState.COMPLETE
capture_only_v5_codex_trial_00139,2.109802861837706,0.8860012683305936,0.7225613174366379,0.4802034384061239,0.20213927607295426,0.0,0.1878898100965103,2.123853117501681e-07,468748.1586173081,38917961229467.695,7.706546699089838e+19,1.3489827726965102,1.5080544437919072,0.31515404058710345,3.524768210164131,2.878576982446974,0.6712180269081972,0.06852542629421185,2.9326013823490324,1.5427624106531472,74.67510014771509,1.681268145126567e+19,1.7808613037777142e+19,1.4552114853522098e+19,-0.08770398349020668,3.0933344394229576,5.376547195989001,5.070771311408542e-05,0.00411553371296724,0.00411553371296724,12.0,22,0,4.2934800659537927e-19,3.792557652892365e-105,2.0671648385476328e-87,1.1822510964496863e-105,0.31172923516351864,1.4257111393316202e-19,8.624851712026261e-19,2.779265573747163e-20,700.0,800.0,1.35,100.19986977845599,131.55066957517437,161.18546743099003,188.85244775403774,25.524769630740906,31.350799796718377,29.634797855815663,57.30177817886337,27.66698032304771,0.75,350.0,1.8847574170664538,1.4355871267239608,1.1716468659613688,2.8,65.78333027576825,63.3894300502987,52.5681865936324,0.5662795185188755,0.04482701947639811,58.560527455342644,83.68087840860584,82.90352128170598,78.49903992091689,53.16155632424052,22.3559723993542,3.775283640271904,27.01954037509089,29.616327542723827,40.22808775089911,90.65607273733302,91.19728196558412,34.175030872111904,9.529691672028374,10.360182117997223,13.977448972522053,35.14613375600515,61.644878101833655,78.68554904216938,capture_only,0.9968903953680783,0.7873301168639995,0.3232134500671366,0.0007653604886191715,5.7094115976111404e-05,0.3437967713728257,0.2715632187326784,0.006351057602858442,0.000528780988369847,5.133745170676122e-05,1.0024231754847954,1.0341775885192785,6.2002389537728,6.206912290113469,6.880512205401382,8.776882383659498,8.757833920823504,6.990220404813061,6.445633147992953,6.464733381564128,7.411835783689332,11.68595886215145,15.998620717823801,17.539115980107027,0.03446873471257834,0.0780802780242377,0.006315831973911034,0.0,0.006952103917532655,0.160995742357467,2.2511539586131684,139,TrialState.COMPLETE
