block,category,label,is_physical,reject_reason,score_total,score_swd,score_Rd,score_Nd,score_Nd_drop,score_pressure,score_partition,score_qgb,score_radius_guard,score_radius_saturation,score_rizk_prior,f_n,K_d,rho_d,fission_rate,Dv_scale,Dg_scale,D2_xe_scale,b_scale,gb_scale,gd_scale,coalescence_d_scale,capture_scale,Rd_1p3_1800K,Rd_1p3_1900K,Rd_1p3_2000K,Rd_inc_1800_1900_nm,Rd_inc_1900_2000_nm,p_d_over_eq_1p3_1600K,p_b_over_eq_1p3_1600K,bulk_gas_1p3_1600K,disl_gas_1p3_1600K,qgb_gas_1p3_1600K,swD_1p3_1600K,Rd_1p3_1600K,Nd_1p3_1600K
E_all_wide_exploratory,best_score_total,capture_only_v5_codex_trial_00496,True,,2.0018329693234573,0.8878691650187647,0.1507259168683417,0.6433480696357563,0.5068846800709655,0.016443113394373918,0.01675381312934977,0.001952764770797604,0.0,0.003844641709966482,0.2669913492757517,6.331194927923648e-07,235580.65903073965,45823719759290.52,4.467660595786951e+19,0.9224526689842736,1.2929209089076097,0.2736543579145299,0.06000048354636356,0.6591704753093566,0.5135228589447386,0.39726972911450836,0.92990042058719,151.5718252543058,185.04268095959378,213.1547308129754,33.47085570528799,28.11204985338162,1.1046927688907195,1.001042040704406,63.20396319672999,29.60229445043099,7.011492999188442,2.7032372095207817,85.49177928476858,1.0328148647987284e+19
E_all_wide_exploratory,best_physical,capture_only_v5_codex_trial_00496,True,,2.0018329693234573,0.8878691650187647,0.1507259168683417,0.6433480696357563,0.5068846800709655,0.016443113394373918,0.01675381312934977,0.001952764770797604,0.0,0.003844641709966482,0.2669913492757517,6.331194927923648e-07,235580.65903073965,45823719759290.52,4.467660595786951e+19,0.9224526689842736,1.2929209089076097,0.2736543579145299,0.06000048354636356,0.6591704753093566,0.5135228589447386,0.39726972911450836,0.92990042058719,151.5718252543058,185.04268095959378,213.1547308129754,33.47085570528799,28.11204985338162,1.1046927688907195,1.001042040704406,63.20396319672999,29.60229445043099,7.011492999188442,2.7032372095207817,85.49177928476858,1.0328148647987284e+19
E_all_wide_exploratory,best_radius_saturated,capture_only_v5_codex_trial_00496,True,,2.0018329693234573,0.8878691650187647,0.1507259168683417,0.6433480696357563,0.5068846800709655,0.016443113394373918,0.01675381312934977,0.001952764770797604,0.0,0.003844641709966482,0.2669913492757517,6.331194927923648e-07,235580.65903073965,45823719759290.52,4.467660595786951e+19,0.9224526689842736,1.2929209089076097,0.2736543579145299,0.06000048354636356,0.6591704753093566,0.5135228589447386,0.39726972911450836,0.92990042058719,151.5718252543058,185.04268095959378,213.1547308129754,33.47085570528799,28.11204985338162,1.1046927688907195,1.001042040704406,63.20396319672999,29.60229445043099,7.011492999188442,2.7032372095207817,85.49177928476858,1.0328148647987284e+19
E_all_wide_exploratory,best_partition,capture_only_v5_codex_trial_00447,True,,2.0192416830280573,0.8739154682324294,0.1680971819045081,0.6565938158596095,0.5031205912017354,0.05620550875012711,0.011486837361552447,0.0,0.0,0.006147817868895988,0.28296011592536197,9.990502959623566e-07,204342.95651179206,58841955189100.51,4.893506541757247e+19,0.5945129239290785,1.4315433650927039,0.25993122537483704,0.051060307069101106,0.9630332321903877,0.5368974501563146,0.43981900558703174,0.5827655106927914,145.7767814674409,178.45658251357938,207.777861832032,32.679801046138465,29.32127931845261,1.1692814637063718,1.001565409194765,62.3232969506636,31.70173141147579,5.851979722662822,2.6518852391094585,82.0537886366386,1.1459619600996528e+19
E_all_wide_exploratory,best_pressure,capture_only_v5_codex_trial_00493,True,,2.089569269231109,0.9509897670240444,0.1702472535004097,0.6462558626460521,0.5250334011024084,0.0,0.027592959299103083,0.0032434086176723657,0.0,0.00017353688803636966,0.2682424437941532,6.549761413876597e-07,231638.7917891306,43267946812458.31,4.619592821234632e+19,0.9195480666445952,1.1519961836653847,0.3283729179894847,0.059177939137931325,0.7077645298942791,0.49054322801394695,0.2826048861438063,0.8562032306555429,142.83833255436647,174.63346284902167,198.61562466740165,31.795130294655195,23.98216181837998,1.0690146921858943,1.001406788369157,68.58165210546149,24.460652551172483,6.765539413976337,2.19873624429841,81.29234656903921,9.770921995075297e+18
E_all_wide_exploratory,best_rizk_near,capture_only_v5_codex_trial_00002,False,rejected_by_radius,4.4679106399966395,0.832473332505743,0.13050565537518194,0.3233724599562186,0.0,0.25679279490108714,0.3461790413881549,0.658210686561314,1.0883943932793267,2.272043108727872,0.11158936582223408,1.3237e-08,558920.0,24815000000000.0,7.6621e+19,0.5,1.307,1.0,1.296,0.4151,1.963,9.772,0.1557,471.5208698526649,1065.0784139223804,2345.537138620288,593.5575440697155,1280.4587246979074,1.7144255692572299,1.0006928456358732,27.411670840981888,34.43236883517594,34.935825134117614,2.6663466451544426,110.28416181622107,4.745571930881122e+18
E_all_wide_exploratory,best_low_parameter_drift,capture_only_v5_codex_trial_00002,False,rejected_by_radius,4.4679106399966395,0.832473332505743,0.13050565537518194,0.3233724599562186,0.0,0.25679279490108714,0.3461790413881549,0.658210686561314,1.0883943932793267,2.272043108727872,0.11158936582223408,1.3237e-08,558920.0,24815000000000.0,7.6621e+19,0.5,1.307,1.0,1.296,0.4151,1.963,9.772,0.1557,471.5208698526649,1065.0784139223804,2345.537138620288,593.5575440697155,1280.4587246979074,1.7144255692572299,1.0006928456358732,27.411670840981888,34.43236883517594,34.935825134117614,2.6663466451544426,110.28416181622107,4.745571930881122e+18
E_all_wide_exploratory,rejected_by_radius,capture_only_v5_codex_trial_00043,False,rejected_by_radius,2.479373295211572,0.8974142635547188,0.053987963971178145,0.5296789655313612,0.268118719919287,0.27643510607730465,0.05853423203781989,0.0,0.16485252153975674,0.6741415710953688,0.28639078339390533,5.89199320041425e-07,482987.3402185379,12372744794069.064,6.587312020698709e+19,0.3607883682644946,1.5733191017047656,0.08035701834911987,0.06214991968769949,1.7360677014945252,4.512284660630142,2.6192930748305248,0.05591744329785482,285.3172500035061,504.9775345965102,1000.0939899442709,219.66028459300412,495.1164553477607,2.046947526163138,1.0053998458339009,54.84306795402337,39.60295805017787,5.42777353476936,2.6741210167573106,112.57809118997368,4.4743587836663695e+18
E_all_wide_exploratory,rejected_by_pressure,capture_only_v5_codex_trial_00079,False,rejected_by_pressure,2.907035921984819,0.8142157091818737,0.16072340572507202,0.9162782088646094,0.44575251394171345,0.7390642391037235,0.2189934861158237,0.09741600467493018,0.0,0.179083844745734,0.2516453657281906,1.5707064494189459e-09,131702.37807009713,11169205175808.076,4.675512775536429e+19,0.20116004168641036,2.7883766683520275,0.20640905264525247,0.29172960173368107,6.434666190848564,6.3184023342134035,1.0941046807748052,0.024012017983786486,316.02764122737057,443.4048642357215,671.8414302440583,127.37722300835094,228.4365660083368,5.311982180687491,1.485249990874746,27.11326198630222,60.28604810627346,12.292592554334616,2.563272760191043,167.1588033930374,1.3101422502680484e+18
E_all_wide_exploratory,rejected_by_partition,capture_only_v5_codex_trial_00119,False,rejected_by_partition,2.28243860629747,0.9477205500829596,0.12090290941617543,0.6351046699807558,0.5230344349480561,0.2225299294969359,0.10820157900988966,0.010381316592135918,0.0,0.001277746375033941,0.2594440814418923,1.4644024996443866e-07,410020.5769905021,22193392176048.387,4.054941796714118e+19,0.2023452242999667,1.0956928904027545,0.09791396177343335,0.06717174035192605,0.4280252582734662,1.0223598485187462,0.22332829873092647,1.5116741885565579,154.82268271188863,179.5749075844221,199.13907095222515,24.752224872533475,19.564163367803047,1.7642957715189098,1.0022792845547905,44.59654887444983,45.49422036665002,9.543558095658355,2.952539891231638,92.6763162056005,8.85525102043062e+18
