Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Cs produced (at/m3)	Cs in grain (at/m3)	Cs in intragranular solution (at/m3)	Cs in intragranular bubbles (at/m3)	Cs at grain boundary (at/m3)	Cs released (at/m3)	Cs reacted (at/m3)	I produced (at/m3)	I in grain (at/m3)	I in intragranular solution (at/m3)	I in intragranular bubbles (at/m3)	I at grain boundary (at/m3)	I released (at/m3)	I reacted (at/m3)	Te produced (at/m3)	Te in grain (at/m3)	Te in intragranular solution (at/m3)	Te in intragranular bubbles (at/m3)	Te at grain boundary (at/m3)	Te released (at/m3)	Te reacted (at/m3)	Mo produced (at/m3)	Mo in solution (at/m3)	Mo reacted (at/m3)	Ba produced (at/m3)	Ba in solution (at/m3)	Ba reacted (at/m3)	Tc produced (at/m3)	Tc in solution (at/m3)	Tc reacted (at/m3)	Ru produced (at/m3)	Ru in solution (at/m3)	Ru reacted (at/m3)	Rh produced (at/m3)	Rh in solution (at/m3)	Rh reacted (at/m3)	Pd produced (at/m3)	Pd in solution (at/m3)	Pd reacted (at/m3)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	FIMA (%)	Fuel density (kg/m3)	U235 (at/m3)	U238 (at/m3)	Pu (at/m3)	Pu238 (at/m3)	Pu239 (at/m3)	Pu240 (at/m3)	Pu241 (at/m3)	Pu242 (at/m3)	q (-)	Intergranular vented fraction (/)	Intergranular venting probability (/)	Porosity (/)	Fabrication porosity (/)	Open porosity (/)	Residual porosity (/)	Densification factor (/)	Gap oxygen partial pressure (MPa)	Stoichiometry deviation (/)	Equilibrium stoichiometry deviation (/)	Fuel oxygen partial pressure (MPa)	Fuel oxygen partial pressure - Blackburn (MPa)	Fuel oxygen partial pressure - Kato (MPa)	Fuel oxygen partial pressure - CALPHAD (MPa)	Fuel oxygen potential (KJ/mol)	Fuel oxygen potential - Blackburn (KJ/mol)	Fuel oxygen potential - Kato (KJ/mol)	Fuel oxygen potential - CALPHAD (KJ/mol)	U content (mol/m3)	O content (mol/m3)	O available content (mol/m3)	Pu content (mol/m3)	Mo/Ru in HCP_A3 (/)	Mo in oxide fraction (/)	Mo oxide valence (/)	Ba/Mo in oxide compounds (/)	Ba in oxide fraction (/)	Ba oxide valence (/)	JOG (Cs2MoO4) (/)	JOG (BaMoO4) (/)	JOG (liquid oxide) (/)	JOG (Perovskite) (/)	JOG (Ba3MoO6) (/)	JOG (BaO) (/)	JOG (other phases) (/)	JOG (HCP) (/)	JOG (MoPd2) (/)	JOG (FCC) (/)	JOG (liquid metallic) (/)	JOG (MoO2) (/)	JOG (Sigma) (/)	
0	2178	3.45e+19	0	0	100000	1.975	1e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e+13	0	0	0	0	0	0	0.5	0	1	0	0	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.04019488	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.025	0	2.636441e-11	0	2.636441e-11	0	-399.6292	0	-399.6292	0	30531.45	77194.93	0.001	8554.591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.252252	2178	3.45e+19	0	0	100070	1.97456	1.04222e-05	7.331149e+21	6.579822e+21	6.579822e+21	0	7.214209e+20	2.990635e+19	5.326049e+20	4.780213e+20	4.780213e+20	0	5.241092e+19	2.172683e+18	0.004079353	6.830711e+20	0	0	0	6.558816e+20	2.718943e+19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.861204e+21	6.861204e+21	0	3.10164e+21	3.10164e+21	0	1.660474e+21	1.660474e+21	0	6.20328e+21	6.20328e+21	0	1.848452e+21	1.848452e+21	0	5.921313e+21	5.921313e+21	0	7.182081e+23	0	0	1.996045e+13	249.7229	1183.44	4.817264e-09	4.960648e-17	7.895422e-26	0.0009901674	0.5	4.536358e-07	1	0.001070361	0.0001331048	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.03980466	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.02544	0	2.532552e-11	0	2.532552e-11	0	-400.3572	0	-400.3572	0	30538.25	77194.93	0.001	8556.498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.504504	2178	3.45e+19	0	0	100140	1.97412	1.082304e-05	1.46623e+22	1.378828e+22	6.849863e+19	1.371979e+22	8.392723e+20	3.474273e+19	1.06521e+21	1.001713e+21	4.976396e+18	9.967365e+20	6.097277e+19	2.524045e+18	0.002369528	1.366142e+21	0	0	0	1.2195e+21	5.03192e+19	9.632308e+19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.372241e+22	4.268512e+15	1.37224e+22	6.20328e+21	2.545982e+18	6.200734e+21	3.320948e+21	3.957256e+12	3.320948e+21	1.240656e+22	1.029801e+13	1.240656e+22	3.696904e+21	2.266694e+13	3.696904e+21	1.184263e+22	2.729135e+18	1.18399e+22	1.047495e+24	0	0	1.993627e+13	385.4702	2707.372	6.116983e-09	7.998564e-17	1.616537e-25	0.001594615	0.5	8.933092e-07	1	0.002140722	0.0002662097	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.03942024	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.02588	0	2.433994e-11	0	2.433994e-11	0	-401.0759	0	-401.0759	0	30545.06	77194.93	0.01709667	8558.406	0.9961173	0.09947067	5.995548	4.545946	1	2	0	0	3.314233e-07	0	0	0	0	6.323451e-07	0	0	0	0	0	
0.756756	2178	3.45e+19	0	0	100210	1.97368	1.120509e-05	2.199345e+22	2.09952e+22	7.162568e+19	2.092357e+22	9.5866e+20	3.959314e+19	1.597815e+21	1.525292e+21	5.203575e+18	1.520088e+21	6.964624e+19	2.876424e+18	0.001800224	2.049213e+21	0	0	0	1.829822e+21	7.511495e+19	1.442764e+20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.058361e+22	5.921089e+15	2.058361e+22	9.30492e+21	3.86622e+18	9.301054e+21	4.981422e+21	5.901699e+12	4.981422e+21	1.860984e+22	1.534404e+13	1.860984e+22	5.545357e+21	3.373121e+13	5.545357e+21	1.776394e+22	4.065351e+18	1.775987e+22	1.198468e+24	4.933544e-11	6.028259e-07	1.991158e+13	539.1089	4657.94	7.209492e-09	1.111084e-16	2.646597e-25	0.002212343	0.5	1.410911e-06	1	0.003211083	0.0003993145	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.03904115	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.02632	0	2.340417e-11	0	2.340417e-11	0	-401.7858	0	-401.7858	0	30551.87	77194.93	0.02553636	8560.314	0.9972813	0.09841769	5.995296	4.594561	1	2	0	0	4.959671e-07	0	0	0	0	9.488568e-07	0	0	0	0	0	
1.009008	2178	3.45e+19	0	0	100280	1.97324	1.157047e-05	2.93246e+22	2.820152e+22	7.503434e+19	2.812648e+22	1.078662e+21	4.441991e+19	2.130419e+21	2.048828e+21	5.451213e+18	2.043377e+21	7.836435e+19	3.227087e+18	0.001514766	2.732284e+21	0	0	0	2.4405e+21	9.967785e+19	1.921068e+20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.744482e+22	7.321137e+15	2.744481e+22	1.240656e+22	5.227146e+18	1.240133e+22	6.641896e+21	7.838286e+12	6.641896e+21	2.481312e+22	2.036073e+13	2.481312e+22	7.393809e+21	4.470411e+13	7.393809e+21	2.368525e+22	5.393124e+18	2.367986e+22	1.201883e+24	5.674323e-11	9.197992e-07	1.988629e+13	701.8583	7040.196	8.18103e-09	1.430716e-16	3.867211e-25	0.002845163	0.5	1.993985e-06	1	0.004281444	0.0005324193	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.03866704	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.02676	0	2.2515e-11	0	2.2515e-11	0	-402.4872	0	-402.4872	0	30558.69	77194.93	0.03390573	8562.223	0.9984282	0.09738013	5.995034	4.643491	1	2	0	0	6.597562e-07	0	0	0	0	1.265588e-06	0	0	0	0	0	
1.26126	2178	3.45e+19	0	0	100350	1.9728	1.192091e-05	3.665575e+22	3.540491e+22	9.262184e+19	3.531229e+22	1.20152e+21	4.931246e+19	2.663024e+21	2.572152e+21	6.728937e+18	2.565423e+21	8.728992e+19	3.582529e+18	0.001345286	3.415355e+21	0	0	0	3.05152e+21	1.240104e+20	2.398252e+20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.430602e+22	8.505404e+15	3.430601e+22	1.55082e+22	6.632808e+18	1.550157e+22	8.30237e+21	9.773035e+12	8.30237e+21	3.10164e+22	2.536398e+13	3.10164e+22	9.242261e+21	5.562142e+13	9.242261e+21	2.960656e+22	6.716683e+18	2.959985e+22	1.193806e+24	6.279197e-11	1.23804e-06	1.986018e+13	873.8041	9867.203	9.077817e-09	1.761572e-16	5.283457e-25	0.003498513	0.5	2.640664e-06	1	0.005351805	0.0006655241	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.03829766	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0272	0	2.166944e-11	0	2.166944e-11	0	-403.1804	0	-403.1804	0	30565.5	77194.93	0.04220627	8564.133	0.9995586	0.09635747	5.99476	4.692747	1	2	0	0	8.228078e-07	0	0	0	0	1.582534e-06	0	0	0	0	0	
1.513512	2178	3.45e+19	0	0	100420	1.97236	1.225786e-05	4.39869e+22	4.260562e+22	1.109864e+20	4.249464e+22	1.327014e+21	5.42605e+19	3.195629e+21	3.09528e+21	8.063112e+18	3.087217e+21	9.640699e+19	3.942002e+18	0.00123356	4.098426e+21	0	0	0	3.66287e+21	1.48115e+20	2.874419e+20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.116722e+22	9.500403e+15	4.116721e+22	1.860984e+22	8.08336e+18	1.860176e+22	9.962844e+21	1.170591e+13	9.962844e+21	3.721968e+22	3.035392e+13	3.721968e+22	1.109071e+22	6.648417e+13	1.109071e+22	3.552788e+22	8.036082e+18	3.551984e+22	1.1826e+24	6.795502e-11	1.554501e-06	1.98332e+13	1054.576	13149.5	9.922141e-09	2.104497e-16	6.899063e-25	0.00417389	0.5	3.348802e-06	1	0.006422166	0.000798629	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.03793284	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.02764	0	2.086476e-11	0	2.086476e-11	0	-403.8656	0	-403.8656	0	30572.32	77194.93	0.05043939	8566.044	1.000673	0.09534928	5.994474	4.742338	1	2	0	0	9.851383e-07	0	0	0	0	1.89969e-06	0	0	0	0	0	
1.765764	2178	3.45e+19	0	0	100490	1.97192	1.258254e-05	5.131805e+22	4.980387e+22	1.297859e+20	4.967409e+22	1.45492e+21	5.925386e+19	3.728234e+21	3.61823e+21	9.428891e+18	3.608801e+21	1.056993e+20	4.304768e+18	0.00115464	4.781498e+21	0	0	0	4.274538e+21	1.719941e+20	3.349657e+20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.802843e+22	1.032935e+16	4.802842e+22	2.171148e+22	9.578976e+18	2.17019e+22	1.162332e+22	1.363688e+13	1.162332e+22	4.342296e+22	3.533069e+13	4.342296e+22	1.293917e+22	7.729339e+13	1.293917e+22	4.144919e+22	9.351374e+18	4.143984e+22	1.171279e+24	7.251471e-11	1.870799e-06	1.980532e+13	1243.845	16896.58	1.072682e-08	2.459686e-16	8.717408e-25	0.004871488	0.5	4.116444e-06	1	0.007492527	0.0009317338	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.03757245	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.02808	0	2.009844e-11	0	2.009844e-11	0	-404.5432	0	-404.5432	0	30579.15	77194.93	0.05860647	8567.956	1.001772	0.09435502	5.994176	4.792281	1	2	0	0	1.146763e-06	0	0	0	0	2.217052e-06	0	0	0	0	0	
2.018016	2178	3.45e+19	0	0	100560	1.97148	1.2896e-05	5.86492e+22	5.699989e+22	1.488154e+20	5.685107e+22	1.585024e+21	6.428304e+19	4.260839e+21	4.141018e+21	1.081138e+19	4.130206e+21	1.151513e+20	4.670136e+18	0.00109606	5.464569e+21	0	0	0	4.886513e+21	1.9565e+20	3.824059e+20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.488963e+22	1.101262e+16	5.488962e+22	2.481312e+22	1.111984e+19	2.4802e+22	1.328379e+22	1.556591e+13	1.328379e+22	4.962624e+22	4.029439e+13	4.962624e+22	1.478762e+22	8.805004e+13	1.478762e+22	4.73705e+22	1.066261e+19	4.735984e+22	1.160755e+24	7.661923e-11	2.186968e-06	1.977658e+13	1441.313	21117.61	1.150008e-08	2.827085e-16	1.074178e-24	0.005591007	0.5	4.941896e-06	1	0.008562888	0.001064839	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.03721641	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.02852	0	1.936815e-11	0	1.936815e-11	0	-405.2134	0	-405.2134	0	30585.97	77194.93	0.06670878	8569.869	1.002856	0.09337421	5.993865	4.842589	1	2	0	0	1.307698e-06	0	0	0	0	2.534616e-06	0	0	0	0	0	
2.270268	2178	3.45e+19	0	0	100630	1.97104	1.319914e-05	6.598034e+22	6.419387e+22	1.679726e+20	6.40259e+22	1.717132e+21	6.933959e+19	4.793444e+21	4.663657e+21	1.220314e+19	4.651454e+21	1.247489e+20	5.037492e+18	0.001050913	6.14764e+21	0	0	0	5.498784e+21	2.190852e+20	4.297702e+20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.175084e+22	1.156815e+16	6.175082e+22	2.791476e+22	1.270614e+19	2.790206e+22	1.494427e+22	1.749298e+13	1.494427e+22	5.582952e+22	4.524517e+13	5.582952e+22	1.663607e+22	9.875503e+13	1.663607e+22	5.329182e+22	1.196983e+19	5.327985e+22	1.151207e+24	8.036643e-11	2.503031e-06	1.974698e+13	1646.717	25821.57	1.224756e-08	3.206538e-16	1.297545e-24	0.006331943	0.5	5.823696e-06	1	0.009633249	0.001197943	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.03686466	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.02896	0	1.867173e-11	0	1.867173e-11	0	-405.8765	0	-405.8765	0	30592.8	77194.93	0.07474756	8571.782	1.003926	0.09240643	5.993541	4.893274	1	2	0	0	1.467956e-06	0	0	0	0	2.852378e-06	0	0	0	0	0	
