T,burnup,swelling_b_percent,swelling_d_percent,swelling_ig_percent,Nb,Nd,Rb_nm,Rd_nm,p_b,p_b_eq,p_d,p_d_eq,p_b_over_eq,p_d_over_eq,matrix_gas_percent,bulk_gas_percent,dislocation_gas_percent,qgb_gas_percent,f_cap_step_final,cap_raw_step_final,capture_fraction_sum,capture_raw_sum,capture_bubbles_cumulative,max_f_cap_step,candidate,grid
900.0,1.1,0.17241685305845297,0.18646517792001077,0.3588820309784638,9.844723901956277e+22,2.89245973560295e+19,1.6110011657854322,24.87409390249686,1384032624.3143268,1378025073.568246,818575973.6288062,89249482.16011828,1.0043595366015547,9.171772808275097,25.786712968046107,20.302509501903224,20.597459597518473,33.31331793253221,9.556338621506135e-09,9.556338621506135e-09,0.00014040651936773747,0.00014040651936773747,2.799032840240811e+18,4.677765234650761e-07,best_pressure_friendly,TEMP_MAIN
950.0,1.1,0.1729502517658402,0.20623759396540317,0.37918784573124337,9.8101429791843e+22,2.876402270588773e+19,1.6145534143748732,25.77170790314036,1377338714.9329042,1374993221.1809452,526712992.85816884,86140973.20765795,1.0017058220475767,6.114546576905216,25.74224168990744,20.24793164685444,20.766281754581453,33.243544908656666,1.1426199739635233e-08,1.1426199739635233e-08,0.00015479043761745643,0.00015479043761745643,3.1826637907243817e+18,5.01217236045238e-07,best_pressure_friendly,TEMP_MAIN
1000.0,1.1,0.17327677306188535,0.23233768072882846,0.4056144537907138,9.768873606209513e+22,2.855330465997207e+19,1.617840676834018,26.88179224971119,1373276045.4165738,1372199396.2621577,367039153.58060884,82583779.36180393,1.0007846156741862,4.444446069398093,25.694626770401907,20.172864417851684,20.968589990592278,33.16391882115413,1.3884521666666542e-08,1.3884521666666542e-08,0.0001737905577763801,0.0001737905577763801,3.688532196846968e+18,5.3555217980482e-07,best_pressure_friendly,TEMP_MAIN
1050.0,1.1,0.17349418595812824,0.26451751999401046,0.43801170595213873,9.723821923487682e+22,2.829543982869679e+19,1.6210127836574653,28.154628074460565,1370080585.1206775,1369514184.207141,272779998.40799636,78850269.09710065,1.0004135779826657,3.4594681987968836,25.645376523043172,20.086745463545395,21.18928830121564,33.0785897121958,1.6907390699576425e-08,1.6907390699576425e-08,0.00019727160067317106,0.00019727160067317106,4.3127923474754504e+18,5.679529895803165e-07,best_pressure_friendly,TEMP_MAIN
1100.0,1.1,0.1736770115404381,0.3021734317693964,0.47585044330983445,9.677663488827291e+22,2.7996391226413793e+19,1.6241559862875066,29.53623974998767,1367198596.710222,1366863785.7096922,213456594.4101258,75161903.43765499,1.0002449483291826,2.839957274195204,25.596016599859265,19.997606110285602,21.414816667078558,32.99156062277658,2.0443813308776118e-08,2.0443813308776118e-08,0.00022485695764012446,0.00022485695764012446,5.045908294878384e+18,5.968960665077972e-07,best_pressure_friendly,TEMP_MAIN
1150.0,1.1,0.17387782131877788,0.3445249901454358,0.5184028114642137,9.632383449480418e+22,2.7663497300950225e+19,1.627323661744061,30.979543354938755,1364423066.8811827,1364203109.798543,174057279.1031662,71660191.19665584,1.0001612348491657,2.428925686585231,25.54762328218828,19.911227003026227,21.63526969400744,32.90588002077805,2.4433641110235644e-08,2.4433641110235644e-08,0.0002560522675709949,0.0002560522675709949,5.875798449757801e+18,6.220851184866677e-07,best_pressure_friendly,TEMP_MAIN
1200.0,1.1,0.17412912962299687,0.39078684203437003,0.5649159716573668,9.58917402614023e+22,2.7303995795104535e+19,1.6305490704612593,32.44952706543046,1361663596.363621,1361504563.227891,146662548.70329458,68413940.07141136,1.0001168069061428,2.1437524070416982,25.500558175559146,19.831128420769918,21.844741819205755,32.8235715844652,2.8820633751832925e-08,2.8820633751832925e-08,0.000290362199532957,0.000290362199532957,6.790618801337141e+18,6.439137669905039e-07,best_pressure_friendly,TEMP_MAIN
1250.0,1.1,0.17444700323659823,0.44045112851181484,0.614898131748413,9.548319761589071e+22,2.692280069217386e+19,1.6338642985043221,33.92836726043595,1358866707.572816,1358741972.6547918,126774836.90578236,65431972.68996655,1.0000918017699714,1.9375059576221858,25.453257539825007,19.758933069825684,22.041559590690515,32.7462497996588,3.357496867060978e-08,3.357496867060978e-08,0.00032749423192381355,0.00032749423192381355,7.783837650381518e+18,6.625466733105351e-07,best_pressure_friendly,TEMP_MAIN
1300.0,1.1,0.17483526317241543,0.49419250756613026,0.6690277707385457,9.508257465831412e+22,2.651578540591119e+19,1.6373687462049586,35.43515612994353,1355937903.6120458,1355833867.6889038,111486278.69685742,62649646.3528786,1.0000767320581239,1.7795196810673601,25.39590494180135,19.69475136087956,22.23160230331309,32.677741394006006,3.8776389747524096e-08,3.8776389747524096e-08,0.00036804797361622836,0.00036804797361622836,8.87204761235591e+18,6.754455416257952e-07,best_pressure_friendly,TEMP_MAIN
1350.0,1.1,0.1753033496760881,0.5569906734080621,0.7322940230841503,9.461513740639693e+22,2.60472936209155e+19,1.6415230811211885,37.09644016858296,1352492513.6944308,1352402549.5174286,98283487.15041313,59844017.10545051,1.000066521744605,1.6423277029887353,25.28312612080812,19.638702343184267,22.44273623264899,32.63543530335862,4.490935303569827e-08,4.490935303569827e-08,0.00041595897472333933,0.00041595897472333933,1.0158025001187275e+19,6.692851713267849e-07,best_pressure_friendly,TEMP_MAIN
1400.0,1.1,0.17599459509328877,0.6457890899880071,0.821783685081296,9.381856094882718e+22,2.5397715223112212e+19,1.648316672056709,39.30089871356461,1346907113.5465047,1346828578.2913096,84439073.07444812,56487257.86603381,1.000058311247965,1.4948339902550296,24.934920441528675,19.603088839537737,22.765620340932852,32.69637037800074,5.357618169418869e-08,5.357618169418869e-08,0.0004847439926916215,0.0004847439926916215,1.1984797296462483e+19,6.113391010688333e-07,best_pressure_friendly,TEMP_MAIN
1450.0,1.1,0.17771205902191065,0.7944501592546788,0.9721622182765893,9.190311938504567e+22,2.434323473747296e+19,1.665070701231597,42.71036209937448,1333345421.3359852,1333276718.1345155,68969845.82130826,51978018.702691205,1.0000515295891208,1.326904094128876,23.760392921442413,19.663031003618027,23.427547818145946,33.14902825679362,6.774180320002892e-08,6.774180320002892e-08,0.0006028921978479523,0.0006028921978479523,1.4986543106207187e+19,7.131825943952556e-07,best_pressure_friendly,TEMP_MAIN
1500.0,1.1,0.18169374181016515,1.0403000528542239,1.221993794664389,8.652148781084431e+22,2.268671421719783e+19,1.7114956259931984,47.83724244251674,1297171053.365282,1297111115.1462696,54902651.136726506,46407357.25240949,1.0000462090088602,1.1830592041281545,20.435260476858097,19.91425158024207,24.906751411360965,34.743736531538865,8.94564333381752e-08,8.94564333381752e-08,0.0008072932218434964,0.0008072932218434964,1.936224193875417e+19,7.179605410057324e-07,best_pressure_friendly,TEMP_MAIN
1550.0,1.1,0.18191422993544545,1.4362478908039993,1.618162120739445,7.25798465015403e+22,2.0233948772855443e+19,1.815462736691739,55.337565557891054,1222879341.3997962,1222828734.0369413,44171259.990722716,40117413.50778362,1.0000413854871466,1.1010495475275983,14.189737343454894,19.639939262717025,27.90921896204268,38.261104431785405,1.2327626478554214e-07,1.2327626478554214e-07,0.0011630581424097227,0.0011630581424097227,2.3760160533873316e+19,3.2920528704819932e-06,best_pressure_friendly,TEMP_MAIN
1600.0,1.1,0.16121648775570074,2.0754230780182903,2.236639565773991,4.948811147704397e+22,1.6780710046434363e+19,1.9812532336798838,66.58901125731555,1120546336.1230571,1120502903.0421717,35691940.72945294,33338834.11215403,1.0000387621315103,1.0705815509139553,7.640610013651789,17.03731469895406,32.62727281666193,42.69480247073223,1.9833016245819218e-07,1.9833016245819218e-07,0.001794975601847134,0.001794975601847134,2.6072121641149227e+19,1.5730553593218155e-06,best_pressure_friendly,TEMP_MAIN
