label,score_total,score_swd,score_Nd,score_Nd_drop,score_Rd,score_pressure,score_fdot_prior,score_rizk_gas_shape,score_highT_guard,f_n,K_d,rho_d,fission_rate,Dv_scale,Dg_scale,b_scale,gb_scale,gd_scale,coalescence_d_scale,capture_scale,swD_1p3_1600K,swB_1p3_1600K,Rd_1p3_1600K,Nd_1p3_1600K,Nd_1p3_1400K,Nd_1p3_1725K,Nd_drop_1725_over_1400_log10,swD_3p2_1600K,swB_3p2_1600K,max_f_cap_step_3p2_1600K,capture_fraction_sum_3p2_1600K,capture_raw_sum_3p2_1600K,dt_h,n_modes,use_full_exp,D2_xe_scale,family,score_swig_diag
FINAL_rank1_M7_no_phi_M7_no_phi_trial_00136,1.1819727484616511,0.6767665666473526,0.2959972408291385,0.0,0.1429816873680956,0.3924292151206043,0.19569573156870373,0.19887359199208202,1.0462412447354716,1.1481926073004007e-08,821630.7187029822,36769003282152.62,7.846314936282179e+19,0.16022044399266763,0.412406690297458,0.48227941204383956,0.2903497981273285,1.7999844470183453,11.97583908177066,1.0459660803458357,2.708420121750427,0.12026657683352276,93.54570452913052,7.898704593963567e+18,2.042462763570036e+19,1.4399484537607908e+18,-1.1518072017800174,4.100194208252575,1.1005923141413478,3.969485805053673e-05,0.10075542271510207,0.10075542271510207,1.0,40,1,1.0489444893811866,M7_no_phi,0.6572017632287533
FINAL_rank2_M7_no_phi_M7_no_phi_trial_00192,1.1864830978924097,0.6618138402019501,0.3012921319657023,0.0,0.13687951574911505,0.4869188334242907,0.19357924985951977,0.1418513701149462,1.1196871713043826,1.1230428329532475e-07,844248.8246991287,39350159293440.695,7.808169891145082e+19,0.1501077308243636,0.5544056402704489,0.21629930506261277,0.23513009385613287,1.7236938290098867,12.307951230893691,1.219361619266824,2.913312121449078,0.1850105815781706,97.44673239766395,7.516169473686067e+18,2.1124725653411058e+19,1.2824077189717317e+18,-1.2167649540539889,4.365662219072413,1.61247452912665,5.070799774435713e-05,0.1281683135322471,0.1281683135322471,1.0,40,1,2.2134327991551004,M7_no_phi,0.8767022363060534
FINAL_rank3_M7_no_phi_M7_no_phi_trial_00173,1.1942502097249124,0.6463094157198894,0.30736880624621954,0.0,0.1405894304403713,0.5255056942364383,0.18861120584084207,0.16427126020556884,1.230022131960172,6.869530650496426e-08,873054.5939901657,42380886056821.04,7.719358489546013e+19,0.15017365558465326,0.5215885411848419,0.24278144012831482,0.2600284109828575,1.717500010027368,13.29513684690441,0.8561658333745724,2.954165877683267,0.1493948871754534,99.06363609574886,7.254433007599244e+18,2.2248105287730934e+19,1.1313163704242093e+18,-1.293708959613757,4.438805110797601,1.5176628022732306,3.7336384860700834e-05,0.097182252454532,0.097182252454532,1.0,40,1,2.3191559766667686,M7_no_phi,0.8671295030633027
