Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Cs produced (at/m3)	Cs in grain (at/m3)	Cs in intragranular solution (at/m3)	Cs in intragranular bubbles (at/m3)	Cs at grain boundary (at/m3)	Cs released (at/m3)	Cs reacted (at/m3)	I produced (at/m3)	I in grain (at/m3)	I in intragranular solution (at/m3)	I in intragranular bubbles (at/m3)	I at grain boundary (at/m3)	I released (at/m3)	I reacted (at/m3)	Te produced (at/m3)	Te in grain (at/m3)	Te in intragranular solution (at/m3)	Te in intragranular bubbles (at/m3)	Te at grain boundary (at/m3)	Te released (at/m3)	Te reacted (at/m3)	Mo produced (at/m3)	Mo in solution (at/m3)	Mo reacted (at/m3)	Ba produced (at/m3)	Ba in solution (at/m3)	Ba reacted (at/m3)	Tc produced (at/m3)	Tc in solution (at/m3)	Tc reacted (at/m3)	Ru produced (at/m3)	Ru in solution (at/m3)	Ru reacted (at/m3)	Rh produced (at/m3)	Rh in solution (at/m3)	Rh reacted (at/m3)	Pd produced (at/m3)	Pd in solution (at/m3)	Pd reacted (at/m3)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	FIMA (%)	Fuel density (kg/m3)	U235 (at/m3)	U238 (at/m3)	Pu (at/m3)	Pu238 (at/m3)	Pu239 (at/m3)	Pu240 (at/m3)	Pu241 (at/m3)	Pu242 (at/m3)	q (-)	Intergranular vented fraction (/)	Intergranular venting probability (/)	Porosity (/)	Fabrication porosity (/)	Open porosity (/)	Residual porosity (/)	Densification factor (/)	Gap oxygen partial pressure (MPa)	Stoichiometry deviation (/)	Equilibrium stoichiometry deviation (/)	Fuel oxygen partial pressure (MPa)	Fuel oxygen partial pressure - Blackburn (MPa)	Fuel oxygen partial pressure - Kato (MPa)	Fuel oxygen partial pressure - CALPHAD (MPa)	Fuel oxygen potential (KJ/mol)	Fuel oxygen potential - Blackburn (KJ/mol)	Fuel oxygen potential - Kato (KJ/mol)	Fuel oxygen potential - CALPHAD (KJ/mol)	U content (mol/m3)	O content (mol/m3)	O available content (mol/m3)	Pu content (mol/m3)	Phase std density (g/m3)	Mo/Ru in HCP_A3 (/)	Mo in oxide fraction (/)	Mo oxide valence (/)	Ba/Mo in oxide compounds (/)	Ba in oxide fraction (/)	Ba oxide valence (/)	JOG (Cs2MoO4) (/)	JOG (BaMoO4) (/)	JOG (liquid) (/)	
1652	1412	3.45e+19	0	0	100000	1.98975	1e-05	4.801175e+25	3.608678e+25	2.285115e+25	1.323563e+25	8.627931e+24	3.297033e+24	3.488033e+24	2.621689e+24	1.660127e+24	9.615627e+23	6.268155e+23	2.39528e+23	0.06867138	6.278459e+24	0	0	0	3.91039e+24	1.403688e+24	9.643809e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.493407e+25	5.765008e+18	4.493406e+25	2.031266e+25	8.584606e+16	2.031266e+25	1.087446e+25	8.66055e+07	1.087446e+25	4.062532e+25	1.386521e+08	4.062532e+25	1.210553e+25	2.09063e+09	1.210553e+25	3.877872e+25	1.709878e+17	3.877872e+25	4.841632e+23	6.586038e-10	0.0005793661	2.343179e+12	1.939485e+07	4.120634e+08	2.991017e-07	1.912385e-13	1.889865e-20	0.4481061	0.5	0.01328488	1	7.009802	0.8717044	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02226386	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.01025	0	3.391172e-20	0	3.391172e-20	0	-499.4028	0	-499.4028	0	30305.15	77194.93	67.46002	8491.184	3657778	0.9393938	0.1507851	6	3	1	2	0	0	0	
1680	1412	3.45e+19	0	0	100000	1.99	1e-05	4.88255e+25	3.659703e+25	2.32123e+25	1.338472e+25	8.825409e+24	3.403069e+24	3.547152e+24	2.658758e+24	1.686364e+24	9.723945e+23	6.411622e+23	2.472315e+23	0.06969859	6.384874e+24	0	0	0	3.968248e+24	1.4359e+24	9.807255e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.569566e+25	7.106534e+18	4.569566e+25	2.065694e+25	8.090547e+16	2.065694e+25	1.105877e+25	8.787395e+07	1.105877e+25	4.131389e+25	1.406828e+08	4.131389e+25	1.23107e+25	2.121251e+09	1.23107e+25	3.943598e+25	1.734921e+17	3.943598e+25	4.821239e+23	6.620505e-10	0.000586031	2.28918e+12	2.026067e+07	4.283809e+08	3.03037e-07	1.963038e-13	1.965444e-20	0.4493747	0.5	0.01349777	1	7.128612	0.886479	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02218009	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.01	0	3.737871e-20	0	3.737871e-20	0	-498.2601	0	-498.2601	0	30301.34	77194.93	68.60342	8490.118	3657778	0.9393938	0.1507851	6	3	1	2	0	0	0	
1708	1412	3.45e+19	0	0	100000	1.99025	1e-05	4.963926e+25	3.710483e+25	2.357234e+25	1.353249e+25	9.024501e+24	3.509931e+24	3.606271e+24	2.69565e+24	1.712521e+24	9.831294e+23	6.556262e+23	2.54995e+23	0.07070876	6.491288e+24	0	0	0	4.026211e+24	1.468007e+24	9.970702e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.645726e+25	8.800883e+18	4.645725e+25	2.100123e+25	7.614406e+16	2.100123e+25	1.124308e+25	8.914479e+07	1.124308e+25	4.200245e+25	1.427174e+08	4.200245e+25	1.251588e+25	2.151928e+09	1.251588e+25	4.009325e+25	1.760012e+17	4.009325e+25	4.801263e+23	6.654488e-10	0.0005926359	2.237197e+12	2.115212e+07	4.4503e+08	3.069531e-07	2.014101e-13	2.04263e-20	0.4505941	0.5	0.0137093	1	7.247422	0.9012537	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02209731	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00975	0	4.129939e-20	0	4.129939e-20	0	-497.0891	0	-497.0891	0	30297.53	77194.93	69.74682	8489.051	3657778	0.9393938	0.1507851	6	3	1	2	0	0	0	
1736	1412	3.45e+19	0	0	100000	1.9905	1e-05	5.045302e+25	3.761022e+25	2.393128e+25	1.367894e+25	9.225193e+24	3.617611e+24	3.66539e+24	2.732366e+24	1.738597e+24	9.937692e+23	6.702063e+23	2.628179e+23	0.07170257	6.597703e+24	0	0	0	4.084274e+24	1.500015e+24	1.013414e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.721885e+25	1.095246e+19	4.721884e+25	2.134551e+25	7.15611e+16	2.134551e+25	1.142739e+25	9.041792e+07	1.142739e+25	4.269102e+25	1.447556e+08	4.269102e+25	1.272106e+25	2.182662e+09	1.272106e+25	4.075052e+25	1.785148e+17	4.075052e+25	4.781688e+23	6.688e-10	0.0005991817	2.187128e+12	2.206956e+07	4.620102e+08	3.108503e-07	2.06557e-13	2.121425e-20	0.4517667	0.5	0.01391949	1	7.366232	0.9160283	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02201552	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0095	0	4.574676e-20	0	4.574676e-20	0	-495.8885	0	-495.8885	0	30293.73	77194.93	70.89023	8487.985	3657778	0.9393937	0.1507851	6	3	1	2	0	0	0	
1764	1412	3.45e+19	0	0	100000	1.99075	1e-05	5.126678e+25	3.811321e+25	2.42891e+25	1.382411e+25	9.427466e+24	3.726103e+24	3.72451e+24	2.768908e+24	1.764593e+24	1.004316e+24	6.849014e+23	2.706998e+23	0.07268065	6.704117e+24	0	0	0	4.142431e+24	1.531927e+24	1.029759e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.798045e+25	1.370028e+19	4.798043e+25	2.168979e+25	6.715543e+16	2.168979e+25	1.161171e+25	9.169323e+07	1.161171e+25	4.337958e+25	1.467973e+08	4.337958e+25	1.292624e+25	2.213447e+09	1.292624e+25	4.140778e+25	1.810327e+17	4.140778e+25	4.762501e+23	6.721053e-10	0.0006056696	2.138883e+12	2.301328e+07	4.79321e+08	3.147288e-07	2.117437e-13	2.201829e-20	0.4528949	0.5	0.01412836	1	7.485042	0.930803	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02193473	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00925	0	5.080788e-20	0	5.080788e-20	0	-494.6567	0	-494.6567	0	30289.93	77194.93	72.03364	8486.92	3657778	0.9393937	0.1507851	6	3	1	2	0	0	0	
1792	1412	3.45e+19	0	0	100000	1.991	1e-05	5.208054e+25	3.861383e+25	2.464582e+25	1.396801e+25	9.631305e+24	3.835399e+24	3.783629e+24	2.805279e+24	1.790508e+24	1.01477e+24	6.997102e+23	2.786401e+23	0.07364361	6.810532e+24	0	0	0	4.200679e+24	1.56375e+24	1.046103e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.874204e+25	1.723067e+19	4.874202e+25	2.203407e+25	6.292562e+16	2.203407e+25	1.179602e+25	9.297061e+07	1.179602e+25	4.406815e+25	1.488424e+08	4.406815e+25	1.313142e+25	2.244283e+09	1.313142e+25	4.206505e+25	1.835547e+17	4.206505e+25	4.74369e+23	6.753661e-10	0.0006121005	2.092371e+12	2.398364e+07	4.969619e+08	3.185889e-07	2.169696e-13	2.283842e-20	0.4539809	0.5	0.01433593	1	7.603852	0.9455776	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02185495	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.009	0	5.658703e-20	0	5.658703e-20	0	-493.392	0	-493.392	0	30286.12	77194.93	73.17706	8485.854	3657778	0.9393936	0.1507851	6	3	1	2	0	0	0	
1820	1412	3.45e+19	0	0	100000	1.99125	1e-05	5.28943e+25	3.911211e+25	2.500144e+25	1.411067e+25	9.836693e+24	3.945492e+24	3.842748e+24	2.841478e+24	1.816344e+24	1.025134e+24	7.146315e+23	2.866383e+23	0.07459201	6.916946e+24	0	0	0	4.259013e+24	1.595487e+24	1.062446e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.950364e+25	2.179538e+19	4.950361e+25	2.237836e+25	5.886982e+16	2.237836e+25	1.198033e+25	9.424993e+07	1.198033e+25	4.475671e+25	1.508906e+08	4.475671e+25	1.33366e+25	2.275166e+09	1.33366e+25	4.272232e+25	1.860805e+17	4.272232e+25	4.725242e+23	6.785835e-10	0.0006184754	2.047512e+12	2.498093e+07	5.14932e+08	3.224308e-07	2.22234e-13	2.367464e-20	0.4550266	0.5	0.01454223	1	7.722663	0.9603523	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02177617	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00875	0	6.320972e-20	0	6.320972e-20	0	-492.0927	0	-492.0927	0	30282.32	77194.93	74.32049	8484.789	3657778	0.9393934	0.1507851	6	3	1	2	0	0	0	
1848	1412	3.45e+19	0	0	100000	1.9915	1e-05	5.370805e+25	3.960806e+25	2.535595e+25	1.425211e+25	1.004361e+25	4.056375e+24	3.901867e+24	2.877509e+24	1.842099e+24	1.03541e+24	7.296643e+23	2.946939e+23	0.07552639	7.023361e+24	0	0	0	4.317429e+24	1.627142e+24	1.07879e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.026523e+25	2.773702e+19	5.02652e+25	2.272264e+25	5.498596e+16	2.272264e+25	1.216464e+25	9.553113e+07	1.216464e+25	4.544528e+25	1.529417e+08	4.544528e+25	1.354177e+25	2.306094e+09	1.354177e+25	4.337958e+25	1.8861e+17	4.337958e+25	4.707144e+23	6.817585e-10	0.0006247954	2.004226e+12	2.600548e+07	5.332308e+08	3.262546e-07	2.275363e-13	2.452696e-20	0.4560341	0.5	0.01474727	1	7.841473	0.9751269	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.0216984	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0085	0	7.082776e-20	0	7.082776e-20	0	-490.7568	0	-490.7568	0	30278.52	77194.93	75.46392	8483.724	3657778	0.9393933	0.1507852	6	3	1	2	0	0	0	
1876	1412	3.45e+19	0	0	100000	1.99175	1e-05	5.452181e+25	4.010172e+25	2.570936e+25	1.439235e+25	1.025205e+25	4.168044e+24	3.960986e+24	2.913372e+24	1.867774e+24	1.045598e+24	7.448073e+23	3.028066e+23	0.07644727	7.129776e+24	0	0	0	4.375923e+24	1.658721e+24	1.095132e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.102682e+25	3.552587e+19	5.102679e+25	2.306692e+25	5.127161e+16	2.306692e+25	1.234896e+25	9.681407e+07	1.234896e+25	4.613384e+25	1.549957e+08	4.613384e+25	1.374695e+25	2.337065e+09	1.374695e+25	4.403685e+25	1.91143e+17	4.403685e+25	4.689387e+23	6.848923e-10	0.0006310613	1.962441e+12	2.70576e+07	5.518576e+08	3.300605e-07	2.328759e-13	2.539537e-20	0.4570052	0.5	0.01495107	1	7.960283	0.9899016	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02162164	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00825	0	7.962574e-20	0	7.962574e-20	0	-489.3823	0	-489.3823	0	30274.72	77194.93	76.60737	8482.659	3657778	0.9393931	0.1507852	6	3	1	2	0	0	0	
1904	1412	3.45e+19	0	0	100000	1.992	1e-05	5.533557e+25	4.059309e+25	2.606167e+25	1.453141e+25	1.0462e+25	4.28049e+24	4.020106e+24	2.94907e+24	1.893369e+24	1.055701e+24	7.600595e+23	3.109758e+23	0.07735512	7.23619e+24	0	0	0	4.434491e+24	1.690225e+24	1.111474e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.178842e+25	4.581304e+19	5.178837e+25	2.34112e+25	4.772409e+16	2.34112e+25	1.253327e+25	9.809867e+07	1.253327e+25	4.682241e+25	1.570523e+08	4.682241e+25	1.395213e+25	2.368076e+09	1.395213e+25	4.469412e+25	1.936793e+17	4.469412e+25	4.671958e+23	6.879859e-10	0.000637274	1.922088e+12	2.81376e+07	5.708115e+08	3.338487e-07	2.382522e-13	2.627987e-20	0.4579416	0.5	0.01515366	1	8.079093	1.004676	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.0215459	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.008	0	8.982933e-20	0	8.982933e-20	0	-487.9669	0	-487.9669	0	30270.92	77194.93	77.75083	8481.595	3657778	0.939393	0.1507852	6	3	1	2	0	0	0	
1932	1412	3.45e+19	0	0	100000	1.99225	1e-05	5.614933e+25	4.10822e+25	2.641289e+25	1.466931e+25	1.067343e+25	4.393708e+24	4.079225e+24	2.984604e+24	1.918885e+24	1.065719e+24	7.754199e+23	3.19201e+23	0.07825041	7.342605e+24	0	0	0	4.493129e+24	1.72166e+24	1.127815e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.255001e+25	5.950849e+19	5.254995e+25	2.375549e+25	4.434043e+16	2.375549e+25	1.271758e+25	9.938483e+07	1.271758e+25	4.751097e+25	1.591114e+08	4.751097e+25	1.415731e+25	2.399125e+09	1.415731e+25	4.535138e+25	1.962187e+17	4.535138e+25	4.654848e+23	6.910403e-10	0.0006434345	1.8831e+12	2.92458e+07	5.900918e+08	3.376195e-07	2.436647e-13	2.718045e-20	0.4588451	0.5	0.01535506	1	8.197903	1.019451	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02147117	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00775	0	1.017161e-19	0	1.017161e-19	0	-486.508	0	-486.508	0	30267.12	77194.93	78.89432	8480.53	3657778	0.9393927	0.1507852	6	3	1	2	0	0	0	
1960	1412	3.45e+19	0	0	100000	1.9925	1e-05	5.696309e+25	4.156907e+25	2.6763e+25	1.480606e+25	1.088605e+25	4.507976e+24	4.138344e+24	3.019975e+24	1.944321e+24	1.075654e+24	7.908665e+23	3.275026e+23	0.07913855	7.449019e+24	0	0	0	4.551717e+24	1.753147e+24	1.144154e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.331161e+25	7.789621e+19	5.331153e+25	2.409977e+25	4.111746e+16	2.409977e+25	1.29019e+25	1.006724e+08	1.29019e+25	4.819954e+25	1.611729e+08	4.819954e+25	1.436249e+25	2.430209e+09	1.436249e+25	4.600865e+25	1.98761e+17	4.600865e+25	4.638047e+23	6.940565e-10	0.0006495435	1.845417e+12	3.03817e+07	6.096978e+08	3.413731e-07	2.491128e-13	2.809712e-20	0.459717	0.5	0.01555527	1	8.316714	1.034226	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02139745	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0075	0	1.156296e-19	0	1.156296e-19	0	-485.0029	0	-485.0029	0	30263.33	77194.93	80.03784	8479.467	3657778	0.9393923	0.1507853	6	3	1	2	0	0	0	
1988	1412	3.45e+19	0	0	100000	1.99275	1e-05	5.777685e+25	4.205372e+25	2.711202e+25	1.494169e+25	1.10997e+25	4.623433e+24	4.197463e+24	3.055185e+24	1.969677e+24	1.085508e+24	8.063881e+23	3.358904e+23	0.08002224	7.555434e+24	0	0	0	4.610194e+24	1.784748e+24	1.160492e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.40732e+25	1.028044e+20	5.40731e+25	2.444405e+25	3.805082e+16	2.444405e+25	1.308621e+25	1.019588e+08	1.308621e+25	4.88881e+25	1.632324e+08	4.88881e+25	1.456767e+25	2.461264e+09	1.456767e+25	4.666591e+25	2.013008e+17	4.666591e+25	4.621545e+23	6.970353e-10	0.0006556019	1.808984e+12	3.15451e+07	6.296272e+08	3.45109e-07	2.545951e-13	2.902971e-20	0.4605583	0.5	0.01575428	1	8.435524	1.049	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02132476	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00725	0	1.319976e-19	0	1.319976e-19	0	-483.4487	0	-483.4487	0	30259.53	77194.93	81.1814	8478.403	3657778	0.9393918	0.1507854	6	3	1	2	0	0	0	
2016	1412	3.45e+19	0	0	100000	1.993	1e-05	5.85906e+25	4.253617e+25	2.745995e+25	1.507622e+25	1.131438e+25	4.740058e+24	4.256582e+24	3.090235e+24	1.994954e+24	1.095281e+24	8.219846e+23	3.443632e+23	0.08090133	7.661848e+24	0	0	0	4.668564e+24	1.816457e+24	1.176827e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.48348e+25	1.368678e+20	5.483466e+25	2.478833e+25	3.51368e+16	2.478833e+25	1.327052e+25	1.032425e+08	1.327052e+25	4.957667e+25	1.652877e+08	4.957667e+25	1.477284e+25	2.492256e+09	1.477284e+25	4.732318e+25	2.038355e+17	4.732318e+25	4.605334e+23	6.999777e-10	0.0006616106	1.773748e+12	3.273619e+07	6.498774e+08	3.488269e-07	2.601102e-13	2.997809e-20	0.46137	0.5	0.01595207	1	8.554334	1.063775	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02125309	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.007	0	1.513569e-19	0	1.513569e-19	0	-481.8421	0	-481.8421	0	30255.73	77194.93	82.32503	8477.339	3657778	0.9393912	0.1507854	6	3	1	2	0	0	0	
2044	1412	3.45e+19	0	0	100000	1.99325	1e-05	5.940436e+25	4.301644e+25	2.780679e+25	1.520965e+25	1.153009e+25	4.857831e+24	4.315702e+24	3.125126e+24	2.020151e+24	1.104975e+24	8.37656e+23	3.529194e+23	0.08177566	7.768263e+24	0	0	0	4.726833e+24	1.848271e+24	1.193158e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.559639e+25	1.839323e+20	5.559621e+25	2.513262e+25	3.237195e+16	2.513262e+25	1.345483e+25	1.045236e+08	1.345483e+25	5.026523e+25	1.673389e+08	5.026523e+25	1.497802e+25	2.523187e+09	1.497802e+25	4.798045e+25	2.063651e+17	4.798045e+25	4.589405e+23	7.028845e-10	0.0006675703	1.73966e+12	3.395519e+07	6.70446e+08	3.525269e-07	2.656575e-13	3.094217e-20	0.4621537	0.5	0.01614866	1	8.673144	1.078549	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02118243	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00675	0	1.743859e-19	0	1.743859e-19	0	-480.1794	0	-480.1794	0	30251.94	77194.93	83.46874	8476.276	3657778	0.9393902	0.1507856	6	3	1	2	0	0	0	
2072	1412	3.45e+19	0	0	100000	1.9935	1e-05	6.021812e+25	4.349456e+25	2.815254e+25	1.534202e+25	1.174683e+25	4.976735e+24	4.374821e+24	3.159861e+24	2.04527e+24	1.114591e+24	8.534022e+23	3.615577e+23	0.08264514	7.874677e+24	0	0	0	4.785007e+24	1.880185e+24	1.209485e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.635799e+25	2.496744e+20	5.635774e+25	2.54769e+25	2.97528e+16	2.54769e+25	1.363915e+25	1.058022e+08	1.363915e+25	5.09538e+25	1.69386e+08	5.09538e+25	1.51832e+25	2.554058e+09	1.51832e+25	4.863771e+25	2.088898e+17	4.863771e+25	4.57375e+23	7.057566e-10	0.0006734817	1.706671e+12	3.520232e+07	6.913311e+08	3.562091e-07	2.71236e-13	3.192191e-20	0.4629108	0.5	0.01634406	1	8.791954	1.093324	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02111279	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0065	0	2.019487e-19	0	2.019487e-19	0	-478.4568	0	-478.4568	0	30248.15	77194.93	84.61258	8475.214	3657778	0.939389	0.1507857	6	3	1	2	0	0	0	
2100	1412	3.45e+19	0	0	100000	1.99375	1e-05	6.103188e+25	4.397053e+25	2.84972e+25	1.547332e+25	1.19646e+25	5.096752e+24	4.43394e+24	3.19444e+24	2.07031e+24	1.12413e+24	8.692232e+23	3.702769e+23	0.08350967	7.981092e+24	0	0	0	4.843092e+24	1.912196e+24	1.225804e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.711958e+25	3.425938e+20	5.711924e+25	2.582118e+25	2.727554e+16	2.582118e+25	1.382346e+25	1.070781e+08	1.382346e+25	5.164236e+25	1.714289e+08	5.164236e+25	1.538838e+25	2.584867e+09	1.538838e+25	4.929498e+25	2.114094e+17	4.929498e+25	4.55836e+23	7.085946e-10	0.0006793456	1.674735e+12	3.647781e+07	7.125308e+08	3.598735e-07	2.768453e-13	3.291724e-20	0.4636425	0.5	0.0165383	1	8.910765	1.108099	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02104418	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00625	0	2.351555e-19	0	2.351555e-19	0	-476.6697	0	-476.6697	0	30244.35	77194.93	85.7566	8474.151	3657778	0.9393873	0.150786	6	3	1	2	0	0	0	
2128	1412	3.45e+19	0	0	100000	1.994	1e-05	6.184564e+25	4.444437e+25	2.884078e+25	1.560359e+25	1.21834e+25	5.217865e+24	4.493059e+24	3.228865e+24	2.095271e+24	1.133594e+24	8.851189e+23	3.790756e+23	0.08436916	8.087507e+24	0	0	0	4.901093e+24	1.944302e+24	1.242112e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.788117e+25	4.755965e+20	5.78807e+25	2.616546e+25	2.493626e+16	2.616546e+25	1.400777e+25	1.083512e+08	1.400777e+25	5.233092e+25	1.734676e+08	5.233092e+25	1.559356e+25	2.615615e+09	1.559356e+25	4.995225e+25	2.139238e+17	4.995225e+25	4.543229e+23	7.113995e-10	0.0006851628	1.643807e+12	3.778191e+07	7.340437e+08	3.635203e-07	2.824846e-13	3.392812e-20	0.46435	0.5	0.01673138	1	9.029575	1.122873	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02097658	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.006	0	2.754458e-19	0	2.754458e-19	0	-474.8131	0	-474.8131	0	30240.56	77194.93	86.90089	8473.089	3657778	0.9393848	0.1507863	6	3	1	2	0	0	0	
2156	1412	3.45e+19	0	0	100000	1.99425	1e-05	6.26594e+25	4.491611e+25	2.918328e+25	1.573283e+25	1.240323e+25	5.340057e+24	4.552178e+24	3.263136e+24	2.120153e+24	1.142983e+24	9.010892e+23	3.879528e+23	0.08522356	8.193921e+24	0	0	0	4.959018e+24	1.9765e+24	1.258404e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.864277e+25	6.685809e+20	5.86421e+25	2.650974e+25	2.273096e+16	2.650974e+25	1.419209e+25	1.096214e+08	1.419209e+25	5.301949e+25	1.755017e+08	5.301949e+25	1.579874e+25	2.646297e+09	1.579874e+25	5.060951e+25	2.164326e+17	5.060951e+25	4.528348e+23	7.141718e-10	0.000690934	1.613844e+12	3.911485e+07	7.558681e+08	3.671497e-07	2.881534e-13	3.495452e-20	0.4650345	0.5	0.01692334	1	9.148385	1.137648	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02090999	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00575	0	3.24704e-19	0	3.24704e-19	0	-472.8817	0	-472.8817	0	30236.77	77194.93	88.04557	8472.027	3657778	0.9393813	0.1507868	6	3	1	2	0	0	0	
