label,score_total,score_swd,score_Nd,score_Nd_drop,score_Rd,score_pressure,score_fdot_prior,f_n,K_d,rho_d,fission_rate,Dv_scale,Dg_scale,b_scale,gb_scale,gd_scale,coalescence_d_scale,capture_scale,swD_1p3_1600K,swB_1p3_1600K,Rd_1p3_1600K,Nd_1p3_1600K,Nd_1p3_1400K,Nd_1p3_1725K,Nd_drop_1725_over_1400_log10,swD_3p2_1600K,swB_3p2_1600K,max_f_cap_step_3p2_1600K,capture_fraction_sum_3p2_1600K,capture_raw_sum_3p2_1600K,dt_h,n_modes,use_full_exp,D2_xe_scale,family,score_swig_diag,score_rizk_prior,score_partition,score_qgb,score_radius_guard,score_radius_saturation,score_base_highT_guard,p_d_over_eq_1p3_1600K,p_b_over_eq_1p3_1600K,bulk_gas_1p3_1600K,disl_gas_1p3_1600K,qgb_gas_1p3_1600K,bulk_gas_3p2_1600K,disl_gas_3p2_1600K,qgb_gas_3p2_1600K,bulk_gas_1p1_1200,disl_gas_1p1_1200,qgb_gas_1p1_1200,matrix_gas_1p1_1200,bulk_gas_1p1_1500,disl_gas_1p1_1500,qgb_gas_1p1_1500,matrix_gas_1p1_1500,bulk_gas_1p1_1600,disl_gas_1p1_1600,qgb_gas_1p1_1600,matrix_gas_1p1_1600,bulk_gas_1p1_2000,disl_gas_1p1_2000,qgb_gas_1p1_2000,matrix_gas_1p1_2000,bulk_gas_1p1_2200,disl_gas_1p1_2200,qgb_gas_1p1_2200,matrix_gas_1p1_2200,bulk_gas_3p2_1200,disl_gas_3p2_1200,qgb_gas_3p2_1200,matrix_gas_3p2_1200,bulk_gas_3p2_1500,disl_gas_3p2_1500,qgb_gas_3p2_1500,matrix_gas_3p2_1500,bulk_gas_3p2_1800,disl_gas_3p2_1800,qgb_gas_3p2_1800,matrix_gas_3p2_1800,bulk_gas_3p2_2000,disl_gas_3p2_2000,qgb_gas_3p2_2000,matrix_gas_3p2_2000,bulk_gas_3p2_2200,disl_gas_3p2_2200,qgb_gas_3p2_2200,matrix_gas_3p2_2200,Rd_1p3_1700K,Rd_1p3_1800K,Rd_1p3_1900K,Rd_1p3_2000K,Rd_ratio_2000_over_1800,Rd_ratio_2000_over_1700,Rd_ratio_2000_over_1900,Rd_inc_1600_1700_nm,Rd_inc_1700_1800_nm,Rd_inc_1800_1900_nm,Rd_inc_1900_2000_nm,Rd_inc_1800_2000_nm,Rd2000_max_nm,Rd1900_soft_max_nm,Rd_ratio_max,Rd_post1800_delta_max_nm,Rd_last_increment_factor_max,Rd_1900_2000_ratio_max
FINAL_rank1_capture_only_capture_only_v5_codex_trial_00264,2.013250818160835,0.9227559368706041,0.4876988172941533,0.4904012363212157,0.1248979144814853,0.0,0.08912056904950673,7.459515058552189e-07,268002.5350554741,38600510111689.23,6.1389002037616665e+19,1.411544416644096,1.2447312818789462,0.43600300144558835,1.8254224627558058,2.8258351049234522,0.5672863358128148,1.1679907568562946,2.82378869611532,1.097123115501587,88.63195184913445,9.682168708350065e+18,1.0165898703592946e+19,8.559560284416756e+18,-0.0746943229471188,3.0474616361672835,3.4810894761862015,4.644644930609993e-05,0.04840052650235234,0.04840052650235234,1.0,40,1,1.3101836449234532,capture_only,1.5301568836328803,0.11160881108042256,0.08785984498182027,0.10568840447783698,0.0,0.022701551303426614,0.05632094907376874,1.0482002875999608,1.0001044333782165,60.7702721164829,28.542025281762264,10.34718913161669,76.71303241930418,11.717160360300863,11.430769863039698,68.65041850610024,21.36725357642732,8.606041150556033,1.376286766916426,66.03153857933067,24.10800749097141,8.789646797255738,1.0708071324421848,56.001975640000886,33.512629391423864,10.084054313992366,0.4013406545828989,0.8967811284312356,86.04367231770772,13.058548009701575,0.0009985441594694742,0.060386764913028024,86.891150185607,13.048387731915426,7.531756453140236e-05,82.85937887595716,7.5529303478460035,9.112179693996394,0.4755110822004666,81.758780089284,8.473545854013542,9.397481108553244,0.37019294814923676,51.779690863968725,29.156979056707947,19.055800168318555,0.007529911004773659,11.960976323036608,60.85012578368167,27.188193822488678,0.0007040707930424813,1.7290167229545734,69.65747932775703,28.61344231712702,6.163216138097016e-05,119.1999176754187,158.83148402092087,202.81328190111637,253.5664044794693,1.5964492559048948,2.1272364060680853,1.2502455564182335,30.56796582628425,39.631566345502165,43.9817978801955,50.75312257835293,94.73492045854843,800.0,700.0,2.8,350.0,0.75,1.35
