number,value,params_Dg_dislocation_scale,params_Dv_dislocation_scale,params_K_d,params_f_n,params_first_gas_pressure_factor,params_rho_T_amp_scale,params_rho_T_shift,params_rho_T_tau_scale,params_rho_blank_def_scale,params_rho_blank_scale,params_rho_const_scale,params_rho_mode,user_attrs_error,user_attrs_failed,user_attrs_first_gas_pressure_factor,user_attrs_max_Rd_nm,user_attrs_max_f_cap_step,user_attrs_max_psi_d,user_attrs_min_Nd,user_attrs_rho_cfg,user_attrs_score_Nd_drop,user_attrs_score_guards,user_attrs_score_partition,user_attrs_score_pressure,user_attrs_score_radius_T,user_attrs_score_swelling_T,user_attrs_score_swelling_burnup,state
10,57.369726024068754,25.122612947082537,1.2158667412150401,1471393.297650675,5.344971202602969e-07,0.9260522464337679,,,,,4.787458198855821,,blank_sat,,,0.9260522464337679,46.38096422400493,0.0,0.5677008466084489,1.6062696345041194e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 4.787458198855821, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.9260522464337679}",0.140385126270305,0.0,8.786773995464078,0.008052974750230844,0.7395964130667251,0.42109908633190585,0.3212843811512693,COMPLETE
11,61.92150209445068,23.32379563126222,1.001501913354507,2501835.9131445913,1.0243668405461218e-06,0.8654398213253014,,,,,4.9772964976580125,,blank_sat,,,0.8654398213253014,32.966349629978545,0.0,0.5032839846913599,2.8385303857489025e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 4.9772964976580125, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.8654398213253014}",0.1896589995310374,0.0,8.778635717638693,0.004183424434097215,0.9405871895209068,0.3530744699721037,0.2074769322657059,COMPLETE
12,196.59085903894902,15.956173381872057,1.5819855760291106,999632.2874657111,6.439335245993477e-08,0.9290314072913607,,,,,4.166259215317759,,blank_sat,,,0.9290314072913607,10212.952594264132,0.0,0.9392983195038784,185724021371724.12,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 4.166259215317759, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.9290314072913607}",0.09841762588201895,28.647554890750293,8.734138306677476,0.10285623884103146,0.5526078314328382,0.49804536211968015,0.45946242800434595,COMPLETE
13,5976.4795463385735,19.777711214134328,3.4334313786542507,728614.9230214864,2.3631890176929458e-06,0.7824353656898831,,,,,1.1267677047152687,,blank_sat,,,0.7824353656898831,57715.49541540031,0.0,0.92830742038865,993366644332.1787,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.1267677047152687, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7824353656898831}",1.032902862051548,1186.925018588105,8.30438840862936,0.3651505326321921,0.04635313460355168,0.6927553293823788,0.813985582748469,COMPLETE
14,696.1928162943136,29.721670921294198,1.2381515250550006,343957.9014259232,3.62188671619267e-07,0.7955930035650096,,,,,9.319163629910461,,blank_sat,,,0.7955930035650096,20048.22710077726,0.0,0.9230408068677265,23299477113556.285,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 9.319163629910461, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7955930035650096}",0.07693968073596606,128.93219097558435,8.829549046786726,0.1929703024605301,0.465317822714654,0.5156647098341443,0.5389452550806704,COMPLETE
15,71.31596465334178,26.12015664675102,1.2367975742869666,1610820.2053590107,1.474825980926704e-07,0.889481667618255,,,,,,23.383605698941174,constant,,,0.889481667618255,46.15780049553038,0.0,0.566866000614145,4.4219853841857715e+20,"{""rho_mode"": ""constant"", ""rho_const_scale"": 23.383605698941174, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.889481667618255}",0.16536095412069596,0.0,8.813539063042594,0.0021326407216123557,1.2524414263958101,0.3500135221079294,0.21702111239914862,COMPLETE
16,65.60647356217768,10.538826129030275,4.595055691039031,2398094.3705861596,4.5424134838633124e-07,0.9529540472746276,0.3373324220056776,116.48632573145552,0.32546070890579887,6.899090839160354,,,blank_sat_deformed,,,0.9529540472746276,30.007983850060835,0.0,0.48712927635231984,2.4541866062210875e+19,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 6.899090839160354, ""rho_T_shift"": 116.48632573145552, ""rho_T_tau_scale"": 0.32546070890579887, ""rho_T_amp_scale"": 0.3373324220056776, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.9529540472746276}",0.1938415892259765,0.0,8.74059373337236,0.00036471015702775877,1.0487377998466654,0.3828122616600069,0.16902762869048654,COMPLETE
17,237.12549239257189,7.250018873498352,3.726174385649627,2327807.4890189623,2.875476611998133e-06,0.9843828755815194,,,,,1.8425430608013194,,blank_sat,,,0.9843828755815194,11473.862117391389,0.0,0.9639105202406205,141544393406769.34,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.8425430608013194, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.9843828755815194}",0.10031188854260886,37.48942640756552,7.240319698448878,0.09307571074425353,0.6468667489217143,0.4052667427733401,0.30283228126385736,COMPLETE
18,1137.2528292314685,28.30646024293933,1.4761948169268613,767493.270129874,6.927067905794102e-07,0.9558073192033216,2.7497522154788614,232.30328932110015,1.4300468116208358,0.6850793844404098,,,blank_sat_deformed,,,0.9558073192033216,25629.72118978172,0.0,0.9217472053172018,11104914878092.004,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 0.6850793844404098, ""rho_T_shift"": 232.30328932110015, ""rho_T_tau_scale"": 1.4300468116208358, ""rho_T_amp_scale"": 2.7497522154788614, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.9558073192033216}",0.09358104571150751,218.43978318864512,8.665339986122493,0.2514009071528315,0.19096980045809814,0.618056104880564,0.6694857885127061,COMPLETE
19,702.5109762235262,7.4420314420523095,1.0445804133832302,294900.7681592702,2.1966922242472276e-06,0.9561192035159372,,,,,0.2834659895730243,,blank_sat,,,0.9561192035159372,20296.6589188528,0.0,0.8863607773771928,19882423456324.99,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 0.2834659895730243, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.9561192035159372}",0.11588467869122075,138.53378315842426,0.5401448730178194,0.2747056201885402,0.01336437121636367,0.35827567073664646,0.32253330159343324,COMPLETE
