Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Cs produced (at/m3)	Cs in grain (at/m3)	Cs in intragranular solution (at/m3)	Cs in intragranular bubbles (at/m3)	Cs at grain boundary (at/m3)	Cs released (at/m3)	Cs reacted (at/m3)	Mo produced (at/m3)	Mo in solution (at/m3)	Mo reacted (at/m3)	Ba produced (at/m3)	Ba in solution (at/m3)	Ba reacted (at/m3)	Tc produced (at/m3)	Tc in solution (at/m3)	Tc reacted (at/m3)	Ru produced (at/m3)	Ru in solution (at/m3)	Ru reacted (at/m3)	Rh produced (at/m3)	Rh in solution (at/m3)	Rh reacted (at/m3)	Pd produced (at/m3)	Pd in solution (at/m3)	Pd reacted (at/m3)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	FIMA (%)	Fuel density (kg/m3)	U235 (at/m3)	U238 (at/m3)	Pu (at/m3)	Pu238 (at/m3)	Pu239 (at/m3)	Pu240 (at/m3)	Pu241 (at/m3)	Pu242 (at/m3)	q (-)	Intergranular vented fraction (/)	Intergranular venting probability (/)	Porosity (/)	Fabrication porosity (/)	Open porosity (/)	Residual porosity (/)	Densification factor (/)	Gap oxygen partial pressure (MPa)	Stoichiometry deviation (/)	Equilibrium stoichiometry deviation (/)	Fuel oxygen partial pressure (MPa)	Fuel oxygen partial pressure - Blackburn (MPa)	Fuel oxygen partial pressure - Kato (MPa)	Fuel oxygen partial pressure - CALPHAD (MPa)	Fuel oxygen potential (KJ/mol)	Fuel oxygen potential - Blackburn (KJ/mol)	Fuel oxygen potential - Kato (KJ/mol)	Fuel oxygen potential - CALPHAD (KJ/mol)	U content (mol/m3)	O content (mol/m3)	O available content (mol/m3)	Pu content (mol/m3)	Mo/Ru in HCP_A3 (/)	Mo in oxide fraction (/)	Mo oxide valence (/)	Ba/Mo in oxide compounds (/)	Ba in oxide fraction (/)	Ba oxide valence (/)	JOG (Cs2MoO4) (/)	JOG (BaMoO4) (/)	JOG (liquid oxide) (/)	JOG (Perovskite) (/)	JOG (Ba3MoO6) (/)	JOG (BaO) (/)	JOG (other phases) (/)	JOG (HCP) (/)	JOG (MoPd2) (/)	JOG (FCC) (/)	JOG (liquid metallic) (/)	JOG (MoO2) (/)	JOG (Sigma) (/)	
4151.567536	1128	3.45e+19	0	0	1239400	2	1e-05	1.206562e+26	9.522349e+25	8.496671e+25	1.025678e+25	2.477492e+25	6.577664e+23	8.76562e+24	6.917946e+24	6.172795e+24	7.451509e+23	1.799887e+24	4.778645e+22	0.005451576	1.958823e+26	0	0	0	0	4.211874e+20	1.958819e+26	1.129218e+26	0	1.129218e+26	5.104684e+25	0	5.104684e+25	2.732811e+25	0	2.732811e+25	1.020937e+26	0	1.020937e+26	3.042186e+25	0	3.042186e+25	9.745307e+25	0	9.745307e+25	5.214127e+23	5.953075e-10	0.0004607808	9.725161e+12	9928377	4956725	1.112238e-07	2.644433e-14	9.717768e-22	0.2571753	0.5	0.002835206	1	17.61602	2.190641	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02033754	0.02670168	0.02670168	0.001068069	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	808.689	8448.095	7.336237e-12	1	6	0.4520557	1	2	0.01814989	0	0	0	0.002499975	0.000162558	0	0.002152031	0	0.001532316	0	0	0	
4161.405374	1128	3.45e+19	0	0	1242100	2	1e-05	1.209421e+26	9.54205e+25	8.51474e+25	1.02731e+25	2.486085e+25	6.607443e+23	8.786391e+24	6.932258e+24	6.185922e+24	7.463363e+23	1.80613e+24	4.800279e+22	0.005463311	1.963465e+26	0	0	0	0	4.211874e+20	1.963461e+26	1.131894e+26	0	1.131894e+26	5.116781e+25	0	5.116781e+25	2.739287e+25	0	2.739287e+25	1.023356e+26	0	1.023356e+26	3.049395e+25	0	3.049395e+25	9.7684e+25	0	9.7684e+25	5.211371e+23	5.957284e-10	0.0004615147	9.707542e+12	9980915	4983269	1.1142e-07	2.653775e-14	9.769308e-22	0.2576163	0.5	0.002845079	1	17.65776	2.195832	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02032998	0.02670168	0.02670168	0.001068069	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	810.606	8448.095	7.312534e-12	1	6	0.4520557	1	2	0.01819297	0	0	0	0.002505834	0.0001629948	0	0.002157124	0	0.001535939	0	0	0	
4171.243212	1128	3.45e+19	0	0	1244800	2	1e-05	1.21228e+26	9.56174e+25	8.532801e+25	1.02894e+25	2.494687e+25	6.637403e+23	8.807163e+24	6.946563e+24	6.199043e+24	7.475202e+23	1.812379e+24	4.822045e+22	0.00547514	1.968107e+26	0	0	0	0	4.211874e+20	1.968103e+26	1.13457e+26	0	1.13457e+26	5.128877e+25	0	5.128877e+25	2.745763e+25	0	2.745763e+25	1.025775e+26	0	1.025775e+26	3.056604e+25	0	3.056604e+25	9.791493e+25	0	9.791493e+25	5.208623e+23	5.961485e-10	0.0004622477	9.689954e+12	1.003364e+07	5009910	1.116163e-07	2.663134e-14	9.821035e-22	0.2580565	0.5	0.002854961	1	17.69951	2.201024	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02032247	0.02670168	0.02670168	0.001068069	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	812.523	8448.095	7.288958e-12	1	6	0.4520557	1	2	0.01823606	0	0	0	0.002511693	0.0001634324	0	0.002162216	0	0.001539562	0	0	0	
4181.08105	1128	3.45e+19	0	0	1247500	2	1e-05	1.215139e+26	9.581421e+25	8.550854e+25	1.030567e+25	2.503296e+25	6.667544e+23	8.827935e+24	6.960861e+24	6.212159e+24	7.487028e+23	1.818634e+24	4.843942e+22	0.005487062	1.972749e+26	0	0	0	0	4.211874e+20	1.972744e+26	1.137246e+26	0	1.137246e+26	5.140974e+25	0	5.140974e+25	2.752238e+25	0	2.752238e+25	1.028195e+26	0	1.028195e+26	3.063813e+25	0	3.063813e+25	9.814586e+25	0	9.814586e+25	5.205881e+23	5.965677e-10	0.0004629798	9.672397e+12	1.008657e+07	5036648	1.118127e-07	2.672511e-14	9.87295e-22	0.2584959	0.5	0.002864853	1	17.74125	2.206215	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02031501	0.02670168	0.02670168	0.001068069	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	814.44	8448.095	7.265509e-12	1	6	0.4520557	1	2	0.01827915	0	0	0	0.002517551	0.0001638702	0	0.002167309	0	0.001543184	0	0	0	
4190.918888	1128	3.45e+19	0	0	1250200	2	1e-05	1.217998e+26	9.601092e+25	8.568899e+25	1.032193e+25	2.511913e+25	6.697869e+23	8.848706e+24	6.975153e+24	6.225269e+24	7.498839e+23	1.824894e+24	4.865973e+22	0.005499079	1.97739e+26	0	0	0	0	4.211874e+20	1.977386e+26	1.139922e+26	0	1.139922e+26	5.15307e+25	0	5.15307e+25	2.758714e+25	0	2.758714e+25	1.030614e+26	0	1.030614e+26	3.071022e+25	0	3.071022e+25	9.837679e+25	0	9.837679e+25	5.203148e+23	5.969861e-10	0.0004637111	9.654871e+12	1.013968e+07	5063483	1.12009e-07	2.681905e-14	9.925053e-22	0.2589345	0.5	0.002874753	1	17.783	2.211406	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.0203076	0.02670168	0.02670168	0.001068068	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	816.3571	8448.095	7.242187e-12	1	6	0.4520557	1	2	0.01832223	0	0	0	0.002523409	0.0001643073	0	0.002172402	0	0.001546807	0	0	0	
4200.756726	1128	3.45e+19	0	0	1252900	2	1e-05	1.220858e+26	9.620754e+25	8.586937e+25	1.033817e+25	2.520538e+25	6.72838e+23	8.869478e+24	6.989437e+24	6.238373e+24	7.510637e+23	1.83116e+24	4.888139e+22	0.005511192	1.982032e+26	0	0	0	0	4.211874e+20	1.982028e+26	1.142597e+26	0	1.142597e+26	5.165166e+25	0	5.165166e+25	2.76519e+25	0	2.76519e+25	1.033033e+26	0	1.033033e+26	3.078231e+25	0	3.078231e+25	9.860772e+25	0	9.860772e+25	5.200421e+23	5.974038e-10	0.0004644416	9.637376e+12	1.019298e+07	5090416	1.122054e-07	2.691317e-14	9.977345e-22	0.2593723	0.5	0.002884663	1	17.82474	2.216597	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02030025	0.02670168	0.02670168	0.001068068	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	818.2741	8448.095	7.218988e-12	1	6	0.4520557	1	2	0.01836532	0	0	0	0.002529268	0.0001647445	0	0.002177494	0	0.00155043	0	0	0	
4210.594564	1128	3.45e+19	0	0	1255600	2	1e-05	1.223717e+26	9.640406e+25	8.604967e+25	1.035439e+25	2.52917e+25	6.759078e+23	8.890249e+24	7.003714e+24	6.251471e+24	7.522422e+23	1.837431e+24	4.910441e+22	0.005523401	1.986674e+26	0	0	0	0	4.211874e+20	1.98667e+26	1.145273e+26	0	1.145273e+26	5.177263e+25	0	5.177263e+25	2.771666e+25	0	2.771666e+25	1.035453e+26	0	1.035453e+26	3.085439e+25	0	3.085439e+25	9.883865e+25	0	9.883865e+25	5.197702e+23	5.978206e-10	0.0004651711	9.619911e+12	1.024648e+07	5117447	1.124018e-07	2.700746e-14	1.002983e-21	0.2598094	0.5	0.002894581	1	17.86648	2.221788	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02029294	0.02670168	0.02670168	0.001068068	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	820.191	8448.095	7.195914e-12	1	6	0.4520557	1	2	0.01840841	0	0	0	0.002535125	0.0001651833	0	0.002182587	0	0.001554053	0	0	0	
4220.432402	1128	3.45e+19	0	0	1258300	2	1e-05	1.226576e+26	9.660048e+25	8.622989e+25	1.037059e+25	2.537811e+25	6.789964e+23	8.911021e+24	7.017984e+24	6.264564e+24	7.534192e+23	1.843709e+24	4.93288e+22	0.005535707	1.991316e+26	0	0	0	0	4.211874e+20	1.991311e+26	1.147949e+26	0	1.147949e+26	5.189359e+25	0	5.189359e+25	2.778142e+25	0	2.778142e+25	1.037872e+26	0	1.037872e+26	3.092648e+25	0	3.092648e+25	9.906959e+25	0	9.906959e+25	5.19499e+23	5.982367e-10	0.0004658998	9.602478e+12	1.030017e+07	5144575	1.125982e-07	2.710193e-14	1.00825e-21	0.2602457	0.5	0.002904509	1	17.90823	2.226979	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02028569	0.02670167	0.02670167	0.001068068	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	822.1081	8448.095	7.172963e-12	1	6	0.4520557	1	2	0.01845149	0	0	0	0.002540983	0.0001656209	0	0.002187679	0	0.001557675	0	0	0	
4230.27024	1128	3.45e+19	0	0	1261000	2	1e-05	1.229435e+26	9.679681e+25	8.641003e+25	1.038678e+25	2.546459e+25	6.821041e+23	8.931793e+24	7.032247e+24	6.277652e+24	7.545949e+23	1.849991e+24	4.955457e+22	0.005548111	1.995957e+26	0	0	0	0	4.211874e+20	1.995953e+26	1.150625e+26	0	1.150625e+26	5.201456e+25	0	5.201456e+25	2.784618e+25	0	2.784618e+25	1.040291e+26	0	1.040291e+26	3.099857e+25	0	3.099857e+25	9.930052e+25	0	9.930052e+25	5.192286e+23	5.98652e-10	0.0004666277	9.585075e+12	1.035406e+07	5171802	1.127946e-07	2.719657e-14	1.013536e-21	0.2606812	0.5	0.002914445	1	17.94997	2.23217	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02027849	0.02670167	0.02670167	0.001068068	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	824.0251	8448.095	7.150133e-12	1	6	0.4520557	1	2	0.01849458	0	0	0	0.002546841	0.0001660586	0	0.002192772	0	0.001561298	0	0	0	
4240.108078	1128	3.45e+19	0	0	1263700	2	1e-05	1.232294e+26	9.699304e+25	8.65901e+25	1.040294e+25	2.555115e+25	6.852311e+23	8.952564e+24	7.046503e+24	6.290733e+24	7.557692e+23	1.85628e+24	4.978175e+22	0.005560613	2.000599e+26	0	0	0	0	4.211874e+20	2.000595e+26	1.153301e+26	0	1.153301e+26	5.213552e+25	0	5.213552e+25	2.791094e+25	0	2.791094e+25	1.04271e+26	0	1.04271e+26	3.107066e+25	0	3.107066e+25	9.953145e+25	0	9.953145e+25	5.189589e+23	5.990665e-10	0.0004673547	9.567703e+12	1.040813e+07	5199127	1.129911e-07	2.729139e-14	1.018841e-21	0.261116	0.5	0.00292439	1	17.99172	2.237361	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02027135	0.02670167	0.02670167	0.001068068	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	825.9421	8448.095	7.127425e-12	1	6	0.4520557	1	2	0.01853767	0	0	0	0.0025527	0.0001664963	0	0.002197865	0	0.001564921	0	0	0	
4249.945916	1128	3.45e+19	0	0	1266400	2	1e-05	1.235153e+26	9.718917e+25	8.677008e+25	1.041909e+25	2.563778e+25	6.883775e+23	8.973336e+24	7.060752e+24	6.30381e+24	7.569422e+23	1.862574e+24	5.001033e+22	0.005573215	2.005241e+26	0	0	0	0	4.211874e+20	2.005237e+26	1.155977e+26	0	1.155977e+26	5.225648e+25	0	5.225648e+25	2.797569e+25	0	2.797569e+25	1.04513e+26	0	1.04513e+26	3.114275e+25	0	3.114275e+25	9.976238e+25	0	9.976238e+25	5.186899e+23	5.994802e-10	0.0004680808	9.550362e+12	1.046241e+07	5226550	1.131876e-07	2.738639e-14	1.024165e-21	0.2615499	0.5	0.002934344	1	18.03346	2.242552	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02026425	0.02670167	0.02670167	0.001068068	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	827.8591	8448.095	7.104837e-12	1	6	0.4520557	1	2	0.01858076	0	0	0	0.002558555	0.0001669363	0	0.002202957	0	0.001568543	0	0	0	
4259.783754	1128	3.45e+19	0	0	1269100	2	1e-05	1.238012e+26	9.738521e+25	8.694999e+25	1.043521e+25	2.572449e+25	6.915434e+23	8.994107e+24	7.074994e+24	6.31688e+24	7.581138e+23	1.868873e+24	5.024034e+22	0.005585917	2.009883e+26	0	0	0	0	4.211874e+20	2.009878e+26	1.158653e+26	0	1.158653e+26	5.237745e+25	0	5.237745e+25	2.804045e+25	0	2.804045e+25	1.047549e+26	0	1.047549e+26	3.121484e+25	0	3.121484e+25	9.999331e+25	0	9.999331e+25	5.184216e+23	5.998931e-10	0.0004688061	9.533052e+12	1.051687e+07	5254072	1.133841e-07	2.748156e-14	1.029508e-21	0.2619831	0.5	0.002944307	1	18.0752	2.247743	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.0202572	0.02670167	0.02670167	0.001068068	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	829.7762	8448.095	7.082369e-12	1	6	0.4520557	1	2	0.01862384	0	0	0	0.002564413	0.0001673737	0	0.00220805	0	0.001572166	0	0	0	
4269.621592	1128	3.45e+19	0	0	1271800	2	1e-05	1.240872e+26	9.758115e+25	8.712983e+25	1.045132e+25	2.581128e+25	6.947292e+23	9.014879e+24	7.089229e+24	6.329945e+24	7.592841e+23	1.875178e+24	5.047178e+22	0.005598719	2.014524e+26	0	0	0	0	4.211874e+20	2.01452e+26	1.161329e+26	0	1.161329e+26	5.249841e+25	0	5.249841e+25	2.810521e+25	0	2.810521e+25	1.049968e+26	0	1.049968e+26	3.128693e+25	0	3.128693e+25	1.002242e+26	0	1.002242e+26	5.18154e+23	6.003052e-10	0.0004695306	9.515773e+12	1.057154e+07	5281693	1.135806e-07	2.757691e-14	1.034871e-21	0.2624156	0.5	0.002954278	1	18.11695	2.252935	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02025021	0.02670167	0.02670167	0.001068068	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	831.6932	8448.095	7.06002e-12	1	6	0.4520557	1	2	0.01866693	0	0	0	0.00257027	0.0001678126	0	0.002213142	0	0.001575789	0	0	0	
4279.45943	1128	3.45e+19	0	0	1274500	2	1e-05	1.243731e+26	9.7777e+25	8.730959e+25	1.046741e+25	2.589814e+25	6.979349e+23	9.035651e+24	7.103457e+24	6.343004e+24	7.60453e+23	1.881489e+24	5.070467e+22	0.005611624	2.019166e+26	0	0	0	0	4.211874e+20	2.019162e+26	1.164004e+26	0	1.164004e+26	5.261938e+25	0	5.261938e+25	2.816997e+25	0	2.816997e+25	1.052388e+26	0	1.052388e+26	3.135902e+25	0	3.135902e+25	1.004552e+26	0	1.004552e+26	5.178871e+23	6.007166e-10	0.0004702542	9.498524e+12	1.062639e+07	5309414	1.137771e-07	2.767243e-14	1.040252e-21	0.2628472	0.5	0.002964258	1	18.15869	2.258126	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02024327	0.02670167	0.02670167	0.001068068	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	833.6102	8448.095	7.037787e-12	1	6	0.4520557	1	2	0.01871002	0	0	0	0.002576127	0.0001682516	0	0.002218235	0	0.001579411	0	0	0	
4289.297268	1128	3.45e+19	0	0	1277200	2	1e-05	1.24659e+26	9.797275e+25	8.748927e+25	1.048348e+25	2.598508e+25	7.011607e+23	9.056422e+24	7.117678e+24	6.356058e+24	7.616206e+23	1.887805e+24	5.093903e+22	0.00562463	2.023808e+26	0	0	0	0	4.211874e+20	2.023804e+26	1.16668e+26	0	1.16668e+26	5.274034e+25	0	5.274034e+25	2.823473e+25	0	2.823473e+25	1.054807e+26	0	1.054807e+26	3.143111e+25	0	3.143111e+25	1.006861e+26	0	1.006861e+26	5.17621e+23	6.011272e-10	0.0004709769	9.481306e+12	1.068145e+07	5337233	1.139737e-07	2.776813e-14	1.045653e-21	0.2632781	0.5	0.002974247	1	18.20044	2.263317	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02023637	0.02670167	0.02670167	0.001068068	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	835.5272	8448.095	7.015671e-12	1	6	0.4520557	1	2	0.01875311	0	0	0	0.002581985	0.0001686893	0	0.002223327	0	0.001583034	0	0	0	
4299.135106	1128	3.45e+19	0	0	1279900	2	1e-05	1.249449e+26	9.81684e+25	8.766887e+25	1.049954e+25	2.607209e+25	7.044069e+23	9.077194e+24	7.131893e+24	6.369106e+24	7.627868e+23	1.894126e+24	5.117486e+22	0.00563774	2.02845e+26	0	0	0	0	4.211874e+20	2.028445e+26	1.169356e+26	0	1.169356e+26	5.286131e+25	0	5.286131e+25	2.829949e+25	0	2.829949e+25	1.057226e+26	0	1.057226e+26	3.15032e+25	0	3.15032e+25	1.00917e+26	0	1.00917e+26	5.173555e+23	6.01537e-10	0.0004716989	9.464119e+12	1.07367e+07	5365152	1.141703e-07	2.7864e-14	1.051073e-21	0.2637082	0.5	0.002984245	1	18.24218	2.268508	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02022953	0.02670167	0.02670167	0.001068068	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	837.4443	8448.095	6.993671e-12	1	6	0.4520557	1	2	0.0187962	0	0	0	0.00258784	0.0001691292	0	0.00222842	0	0.001586657	0	0	0	
4308.972944	1128	3.45e+19	0	0	1282600	2	1e-05	1.252308e+26	9.836396e+25	8.784839e+25	1.051557e+25	2.615918e+25	7.076735e+23	9.097965e+24	7.1461e+24	6.382148e+24	7.639517e+23	1.900453e+24	5.141218e+22	0.005650954	2.033091e+26	0	0	0	0	4.211874e+20	2.033087e+26	1.172032e+26	0	1.172032e+26	5.298227e+25	0	5.298227e+25	2.836425e+25	0	2.836425e+25	1.059645e+26	0	1.059645e+26	3.157529e+25	0	3.157529e+25	1.01148e+26	0	1.01148e+26	5.170908e+23	6.019461e-10	0.00047242	9.446963e+12	1.079215e+07	5393171	1.143669e-07	2.796005e-14	1.056513e-21	0.2641376	0.5	0.002994251	1	18.28393	2.273699	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02022273	0.02670167	0.02670167	0.001068068	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	839.3613	8448.095	6.971787e-12	1	6	0.4520557	1	2	0.01883929	0	0	0	0.002593697	0.0001695679	0	0.002233512	0	0.001590279	0	0	0	
4318.810782	1128	3.45e+19	0	0	1285300	2	1e-05	1.255167e+26	9.855943e+25	8.802784e+25	1.053159e+25	2.624634e+25	7.109609e+23	9.118737e+24	7.1603e+24	6.395185e+24	7.651152e+23	1.906786e+24	5.1651e+22	0.005664272	2.037733e+26	0	0	0	0	4.211874e+20	2.037729e+26	1.174708e+26	0	1.174708e+26	5.310323e+25	0	5.310323e+25	2.8429e+25	0	2.8429e+25	1.062065e+26	0	1.062065e+26	3.164738e+25	0	3.164738e+25	1.013789e+26	0	1.013789e+26	5.168267e+23	6.023544e-10	0.0004731402	9.429838e+12	1.084779e+07	5421289	1.145635e-07	2.805628e-14	1.061971e-21	0.2645661	0.5	0.003004265	1	18.32567	2.27889	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02021599	0.02670167	0.02670167	0.001068068	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	841.2783	8448.095	6.950016e-12	1	6	0.4520557	1	2	0.01888237	0	0	0	0.002599555	0.0001700059	0	0.002238605	0	0.001593902	0	0	0	
4328.64862	1128	3.45e+19	0	0	1288000	2	1e-05	1.258026e+26	9.87548e+25	8.820722e+25	1.054758e+25	2.633358e+25	7.142691e+23	9.139509e+24	7.174494e+24	6.408216e+24	7.662775e+23	1.913123e+24	5.189134e+22	0.005677695	2.042375e+26	0	0	0	0	4.211874e+20	2.042371e+26	1.177384e+26	0	1.177384e+26	5.32242e+25	0	5.32242e+25	2.849376e+25	0	2.849376e+25	1.064484e+26	0	1.064484e+26	3.171947e+25	0	3.171947e+25	1.016098e+26	0	1.016098e+26	5.165634e+23	6.02762e-10	0.0004738596	9.412743e+12	1.090364e+07	5449508	1.147602e-07	2.815268e-14	1.06745e-21	0.2649939	0.5	0.003014289	1	18.36741	2.284081	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02020929	0.02670167	0.02670167	0.001068068	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	843.1954	8448.095	6.928359e-12	1	6	0.4520557	1	2	0.01892546	0	0	0	0.002605411	0.0001704448	0	0.002243697	0	0.001597524	0	0	0	
4338.486458	1128	3.45e+19	0	0	1290700	2	1e-05	1.260886e+26	9.895007e+25	8.838651e+25	1.056356e+25	2.642089e+25	7.175983e+23	9.16028e+24	7.188681e+24	6.421242e+24	7.674384e+23	1.919466e+24	5.213321e+22	0.005691224	2.047017e+26	0	0	0	0	4.211874e+20	2.047012e+26	1.18006e+26	0	1.18006e+26	5.334516e+25	0	5.334516e+25	2.855852e+25	0	2.855852e+25	1.066903e+26	0	1.066903e+26	3.179156e+25	0	3.179156e+25	1.018408e+26	0	1.018408e+26	5.163007e+23	6.031687e-10	0.0004745782	9.395679e+12	1.095968e+07	5477827	1.149568e-07	2.824926e-14	1.072947e-21	0.265421	0.5	0.00302432	1	18.40916	2.289272	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02020264	0.02670167	0.02670167	0.001068068	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	845.1124	8448.095	6.906814e-12	1	6	0.4520557	1	2	0.01896855	0	0	0	0.002611267	0.0001708845	0	0.00224879	0	0.001601147	0	0	0	
