label,score_total,score_swd,score_Nd,score_Nd_drop,score_Rd,score_pressure,score_fdot_prior,score_rizk_gas_shape,score_highT_guard,f_n,K_d,rho_d,fission_rate,Dv_scale,Dg_scale,b_scale,gb_scale,gd_scale,coalescence_d_scale,capture_scale,swD_1p3_1600K,swB_1p3_1600K,Rd_1p3_1600K,Nd_1p3_1600K,Nd_1p3_1400K,Nd_1p3_1725K,Nd_drop_1725_over_1400_log10,swD_3p2_1600K,swB_3p2_1600K,max_f_cap_step_3p2_1600K,capture_fraction_sum_3p2_1600K,capture_raw_sum_3p2_1600K,dt_h,n_modes,use_full_exp,D2_xe_scale,family,score_swig_diag
FINAL_rank1_capture_only_capture_only_trial_00235,1.1960264646975716,0.6976889439783672,0.30002355712817597,0.0,0.1298130504387389,0.45046236172234055,0.20315960374243516,0.07663094066612136,0.9802691223660006,2.5745130591871103e-07,602031.5865524814,48211699494027.79,7.982328712580122e+19,0.1503145080126801,0.6216164885755083,0.1599810393467923,0.6280891144811218,2.1196212765479374,10.855637514081334,0.741504900367796,2.941186361813479,0.35835038402836705,96.82263952773272,7.735763435358679e+18,1.963835894640237e+19,1.4859794718653023e+18,-1.1210923838367925,4.321277373764104,2.5675190268285997,9.803407301030913e-05,0.07654994163535905,0.07654994163535905,3.0,30,1,3.223583585390921,capture_only,1.1676451919229565
FINAL_rank2_capture_only_capture_only_trial_00246,1.2125034623588602,0.6996124715547246,0.32159386435436416,0.0,0.1272211352810382,0.44637372665123376,0.2029944166534449,0.06533411672339193,1.0284027371712083,2.761459451540185e-07,536618.9420219699,48515787999898.48,7.979293152689809e+19,0.15028029023218004,0.7012458485152523,0.16771406843489375,0.498458202440366,1.7957127014497825,11.212270051463653,0.07360878357680811,2.838725080836038,0.3806647553819595,99.06941086374026,6.969730483428727e+18,1.772264479260904e+19,1.3099647409453627e+18,-1.131268926861874,4.115189689069452,2.479286457567723,9.297846489374974e-06,0.0071173377962520335,0.0071173377962520335,3.0,30,1,5.470684623567752,capture_only,1.0899534936596476
FINAL_rank3_capture_only_capture_only_trial_00248,1.213788756378427,0.6958964898014078,0.3242989738868204,0.0,0.12590992026092576,0.45697181977753465,0.20392209659337487,0.07057182384530554,1.0441418422819453,2.76247766906176e-07,539366.6371819597,48364254113184.055,7.99635563435783e+19,0.15268173219460981,0.7265982164754277,0.16460327581085776,0.4922047108829424,1.7985682593293102,11.259952764133555,0.0698276536288459,2.864232418976351,0.36647428402236404,99.89482557796308,6.859471688611217e+18,1.7620578432758516e+19,1.281787933484581e+18,-1.138203982045971,4.161097937986715,2.4608545141660394,8.918311930251197e-06,0.006875291987833702,0.006875291987833702,3.0,30,1,5.423148874827214,capture_only,1.0972546708863324
FINAL_rank6_capture_only_capture_only_trial_00250,1.2167719757381623,0.6777461393320101,0.3475838399736876,0.0,0.1166592799976924,0.5031473936447817,0.20404893023248016,0.09082520262030937,1.0524130615992329,2.762009039979958e-07,495126.3593969379,48302393376876.73,7.998691273051208e+19,0.1503970585002062,0.7298632095709715,0.16276602737184087,0.4354800633611491,1.8189163844239251,11.320278724919655,0.05021597539394069,2.875346758797074,0.3069779186991787,103.39630178536073,6.209928519812155e+18,1.5942795207499604e+19,1.1925788751675643e+18,-1.1260773552509087,4.214685136210053,2.291214773331432,6.252582851029531e-06,0.00498145710640018,0.00498145710640018,3.0,30,1,5.080227003546155,capture_only,1.058831843286169
FINAL_rank4_capture_only_capture_only_trial_00265,1.218657778145958,0.6785039229797155,0.343542167556457,0.0,0.12031858845078969,0.5032981728512632,0.19943596150698195,0.09060751936489421,1.0861633335985252,2.7458572222586014e-07,508530.6147680582,49397338006842.9,7.914180769250573e+19,0.15005086685333094,0.7229360152179358,0.17384486454692963,0.44665945378044153,1.848492327018201,11.603078895750437,0.060624270526837006,2.887885483237894,0.30572824217131156,103.2277062033675,6.267618114014582e+18,1.6554166573232146e+19,1.161299884631e+18,-1.1539629379987648,4.222439199656913,2.2758197809776393,7.612097048792746e-06,0.0060974283919808065,0.0060974283919808065,3.0,30,1,5.9750580596910545,capture_only,1.0579029133026034
FINAL_rank5_capture_only_capture_only_trial_00295,1.2196089619460642,0.6992232114904876,0.32570548305228914,0.0,0.1298853082274462,0.44642000377262997,0.20411563800308022,0.06652756116611876,1.0638860798316914,2.6890967829765245e-07,525051.9821960884,49958776912221.99,7.99991996893732e+19,0.15003625489065772,0.736549590893721,0.1821558808666023,0.38295908738777634,1.5297716356373454,11.621660277297948,0.05402163991759639,2.79930574260253,0.3640868335074548,99.29966882187786,6.825246258611714e+18,1.7724684782504147e+19,1.239551682970457e+18,-1.1553138810472314,4.049278452867837,2.2996912611584874,6.713655492191711e-06,0.005094564312204091,0.005094564312204091,3.0,30,1,5.914261360073117,capture_only,1.019469799277441
