Time (h)	Location	Phase	Phase instance	Moles (mol/m3)	Form units (mol/m3)	Sublattice	Sites	Constituent	Site fraction
0.504504	at grain boundary	HALITE	HALITE#2	0.02060139816	0.01030069908	1	1	BA+2	1
0.504504	at grain boundary	HALITE	HALITE#2	0.02060139816	0.01030069908	1	1	VA	1.903079049e-11
0.504504	at grain boundary	HALITE	HALITE#2	0.02060139816	0.01030069908	2	1	O-2	1
0.504504	at grain boundary	HALITE	HALITE#2	0.02060139816	0.01030069908	2	1	VA	1.903077343e-11
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07498535068	0.07498535068	1	1	BA	7.653766633e-07
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07498535068	0.07498535068	1	1	CS	0.00371511293
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07498535068	0.07498535068	1	1	MO	0.3038806026
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07498535068	0.07498535068	1	1	PD	0.2622528759
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07498535068	0.07498535068	1	1	RH	0.08186738048
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07498535068	0.07498535068	1	1	RU	0.2747413786
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07498535068	0.07498535068	1	1	TC	0.07354188416
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07498535068	0.07498535068	2	0.5	O	1.100440176e-12
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07498535068	0.07498535068	2	0.5	VA	1
0.504504	at grain boundary	gas	GAS	0.005813804316	0.005813804316	1	1	BA	3.495008349e-06
0.504504	at grain boundary	gas	GAS	0.005813804316	0.005813804316	1	1	BA2	2.109605281e-14
0.504504	at grain boundary	gas	GAS	0.005813804316	0.005813804316	1	1	BA2O	2.952577049e-08
0.504504	at grain boundary	gas	GAS	0.005813804316	0.005813804316	1	1	BA2O2	2.499741489e-09
0.504504	at grain boundary	gas	GAS	0.005813804316	0.005813804316	1	1	BAMOO4	8.587340983e-14
0.504504	at grain boundary	gas	GAS	0.005813804316	0.005813804316	1	1	BAO	2.066382588e-06
0.504504	at grain boundary	gas	GAS	0.005813804316	0.005813804316	1	1	CS	0.9946569511
0.504504	at grain boundary	gas	GAS	0.005813804316	0.005813804316	1	1	CS2	0.005328497886
0.504504	at grain boundary	gas	GAS	0.005813804316	0.005813804316	1	1	CS2MOO4	9.012712626e-08
0.504504	at grain boundary	gas	GAS	0.005813804316	0.005813804316	1	1	CS2O	5.584937234e-06
0.504504	at grain boundary	gas	GAS	0.005813804316	0.005813804316	1	1	CS2O2	1.111779557e-14
0.504504	at grain boundary	gas	GAS	0.005813804316	0.005813804316	1	1	CSO	1.458276722e-08
0.504504	at grain boundary	gas	GAS	0.005813804316	0.005813804316	1	1	MO	1.682225e-14
0.504504	at grain boundary	gas	GAS	0.005813804316	0.005813804316	1	1	MO2	8.961757878e-22
0.504504	at grain boundary	gas	GAS	0.005813804316	0.005813804316	1	1	MO2O6	4.263209148e-27
0.504504	at grain boundary	gas	GAS	0.005813804316	0.005813804316	1	1	MO3O9	1e-30
0.504504	at grain boundary	gas	GAS	0.005813804316	0.005813804316	1	1	MO4O12	1e-30
0.504504	at grain boundary	gas	GAS	0.005813804316	0.005813804316	1	1	MO5O15	1e-30
0.504504	at grain boundary	gas	GAS	0.005813804316	0.005813804316	1	1	MOO	6.832448909e-15
