Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	BA2 (gas, at grain boundary) (g/m3)	BA2O (gas, at grain boundary) (g/m3)	BA2O2 (gas, at grain boundary) (g/m3)	BAMOO4 (gas, at grain boundary) (g/m3)	BAO (gas, at grain boundary) (g/m3)	CS (gas, at grain boundary) (g/m3)	CS2 (gas, at grain boundary) (g/m3)	CS2MOO4 (gas, at grain boundary) (g/m3)	CS2O (gas, at grain boundary) (g/m3)	CS2O2 (gas, at grain boundary) (g/m3)	CSO (gas, at grain boundary) (g/m3)	HE (gas, at grain boundary) (g/m3)	MO (gas, at grain boundary) (g/m3)	MO2 (gas, at grain boundary) (g/m3)	MO2O6 (gas, at grain boundary) (g/m3)	MO3O9 (gas, at grain boundary) (g/m3)	MO4O12 (gas, at grain boundary) (g/m3)	MO5O15 (gas, at grain boundary) (g/m3)	MOO (gas, at grain boundary) (g/m3)	MOO2 (gas, at grain boundary) (g/m3)	MOO3 (gas, at grain boundary) (g/m3)	O (gas, at grain boundary) (g/m3)	O2 (gas, at grain boundary) (g/m3)	O3 (gas, at grain boundary) (g/m3)	PD (gas, at grain boundary) (g/m3)	RH (gas, at grain boundary) (g/m3)	RU (gas, at grain boundary) (g/m3)	TC (gas, at grain boundary) (g/m3)	LIQUID (liquid, at grain boundary) (g/m3)	BA2MOO5 (condensed, at grain boundary) (g/m3)	BA3MOO6 (condensed, at grain boundary) (g/m3)	BAMO2O7 (condensed, at grain boundary) (g/m3)	BAMO3O10 (condensed, at grain boundary) (g/m3)	BAMOO4 (condensed, at grain boundary) (g/m3)	HCP_ORD (condensed, at grain boundary) (g/m3)	CS2MO2O7_S1 (condensed, at grain boundary) (g/m3)	CS2MO2O7_S2 (condensed, at grain boundary) (g/m3)	CS2MO3O10 (condensed, at grain boundary) (g/m3)	CS2MO4O13 (condensed, at grain boundary) (g/m3)	CS2MO5O16 (condensed, at grain boundary) (g/m3)	CS2MO7O22 (condensed, at grain boundary) (g/m3)	CS2MOO4_S1 (condensed, at grain boundary) (g/m3)	CS2MOO4_S2 (condensed, at grain boundary) (g/m3)	CS2O1 (condensed, at grain boundary) (g/m3)	CS2O2 (condensed, at grain boundary) (g/m3)	CS3O (condensed, at grain boundary) (g/m3)	CS4O (condensed, at grain boundary) (g/m3)	CS7O1 (condensed, at grain boundary) (g/m3)	CS7O2 (condensed, at grain boundary) (g/m3)	CSO2 (condensed, at grain boundary) (g/m3)	CSO3 (condensed, at grain boundary) (g/m3)	HALITE (condensed, at grain boundary) (g/m3)	MO2_C11A (condensed, at grain boundary) (g/m3)	MO4O11 (condensed, at grain boundary) (g/m3)	MO8O23 (condensed, at grain boundary) (g/m3)	MO9O26 (condensed, at grain boundary) (g/m3)	MOO2 (condensed, at grain boundary) (g/m3)	MOO3 (condensed, at grain boundary) (g/m3)	PEROVSKITE (condensed, at grain boundary) (g/m3)	ZRO2_TETR (condensed, at grain boundary) (g/m3)	A15_CR3SI (condensed, at grain boundary) (g/m3)	BCC_A2 (condensed, at grain boundary) (g/m3)	C14_LAVES (condensed, at grain boundary) (g/m3)	C15_LAVES (condensed, at grain boundary) (g/m3)	DIAMOND_A4 (condensed, at grain boundary) (g/m3)	DIS_SIG (condensed, at grain boundary) (g/m3)	FCC_A1 (condensed, at grain boundary) (g/m3)	HCP_A3 (condensed, at grain boundary) (g/m3)	HCP_DIS (condensed, at grain boundary) (g/m3)	MC_ETA (condensed, at grain boundary) (g/m3)	MO3TE4 (condensed, at grain boundary) (g/m3)	MOPD2 (condensed, at grain boundary) (g/m3)	MOTE2_A (condensed, at grain boundary) (g/m3)	MOTE2_B (condensed, at grain boundary) (g/m3)	ORTHORHOMBIC_A20 (condensed, at grain boundary) (g/m3)	SIGMA (condensed, at grain boundary) (g/m3)	TETRAGONAL_U (condensed, at grain boundary) (g/m3)	O (gas, matrix) (g/m3)	O2 (gas, matrix) (g/m3)	C1_MO2 (condensed, matrix) (g/m3)	PU2O3 (condensed, matrix) (g/m3)	PUO152 (condensed, matrix) (g/m3)	M2O3_C (condensed, matrix) (g/m3)	U3O8_S1 (condensed, matrix) (g/m3)	U3O8_S2 (condensed, matrix) (g/m3)	U3O8_S3 (condensed, matrix) (g/m3)	U3O8_S4 (condensed, matrix) (g/m3)	U4O9_S1 (condensed, matrix) (g/m3)	U4O9_S2 (condensed, matrix) (g/m3)	U4O9_S3 (condensed, matrix) (g/m3)	UO3 (condensed, matrix) (g/m3)	BA+2 (liquid, derived) (-)	CS+ (liquid, derived) (-)	MO+4 (liquid, derived) (-)	PD+2 (liquid, derived) (-)	RH+3 (liquid, derived) (-)	RU+4 (liquid, derived) (-)	TC+4 (liquid, derived) (-)	MOO4-2 (liquid, derived) (-)	O-2 (liquid, derived) (-)	VA (liquid, derived) (-)	CSO2 (liquid, derived) (-)	MOO3 (liquid, derived) (-)	O (liquid, derived) (-)	
0	1653	3.45e+19	0	0	100000	1.975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.252252	1653	3.45e+19	0	0	100000	1.97523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.504504	1653	3.45e+19	0	0	100000	1.97546	3.378e-14	4.999e-08	4.463e-09	1.483e-13	1.845e-06	0.7728	0.008224	2.222e-07	9.132e-06	1.92e-14	1.262e-08	0	4.98e-08	1.001e-21	7.116e-27	2.511e-30	3.348e-30	4.185e-30	4.45e-15	5.679e-15	1.213e-16	7.449e-07	4.913e-17	2.791e-31	2.014e-06	3.104e-13	5.399e-14	3.028e-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.756756	1653	3.45e+19	0	0	100000	1.97569	4.869e-14	9.504e-08	7.165e-09	2.342e-13	2.758e-06	1.155	0.01229	3.573e-07	1.39e-05	2.977e-14	1.921e-08	0	8.009e-08	1.497e-21	1.187e-26	3.754e-30	5.005e-30	6.256e-30	6.776e-15	8.805e-15	1.916e-16	1.133e-06	7.618e-17	4.172e-31	3.011e-06	4.641e-13	8.071e-14	4.526e-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.009008	1653	3.45e+19	0	0	100000	1.97592	6.245e-14	1.242e-07	9.535e-09	3.294e-13	3.67e-06	1.537	0.01636	5.118e-07	1.885e-05	4.11e-14	2.604e-08	0	1.147e-07	1.992e-21	1.764e-26	4.995e-30	6.66e-30	8.325e-30	9.184e-15	1.216e-14	2.694e-16	1.532e-06	1.052e-16	5.552e-31	4.007e-06	6.176e-13	1.074e-13	6.023e-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.26126	1653	3.45e+19	0	0	100000	1.97615	7.513e-14	1.522e-07	1.19e-08	4.348e-13	4.582e-06	1.919	0.02043	6.883e-07	2.397e-05	5.325e-14	3.312e-08	0	1.543e-07	2.487e-21	2.462e-26	6.236e-30	8.315e-30	1.039e-29	1.168e-14	1.575e-14	3.557e-16	1.945e-06	1.363e-16	6.931e-31	5.003e-06	7.71e-13	1.341e-13	7.52e-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.513512	1653	3.45e+19	0	0	100000	1.97638	8.677e-14	1.791e-07	1.427e-08	5.516e-13	5.494e-06	2.301	0.02449	8.897e-07	2.929e-05	6.629e-14	4.046e-08	0	1.994e-07	2.982e-21	3.304e-26	7.478e-30	9.97e-30	1.246e-29	1.427e-14	1.961e-14	4.512e-16	2.373e-06	1.697e-16	8.311e-31	5.998e-06	9.245e-13	1.608e-13	9.017e-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.765764	1653	3.45e+19	0	0	100000	1.97661	9.741e-14	2.049e-07	1.664e-08	6.807e-13	6.406e-06	2.683	0.02856	1.119e-06	3.48e-05	8.028e-14	4.808e-08	0	2.508e-07	3.477e-21	4.316e-26	8.719e-30	1.163e-29	1.453e-29	1.696e-14	2.375e-14	5.568e-16	2.815e-06	2.055e-16	9.691e-31	6.994e-06	1.078e-12	1.875e-13	1.051e-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.018016	1653	3.45e+19	0	0	100000	1.97684	1.071e-13	2.296e-07	1.901e-08	8.235e-13	7.318e-06	3.065	0.03262	1.38e-06	4.052e-05	9.529e-14	5.598e-08	0	3.093e-07	3.972e-21	5.53e-26	9.96e-30	1.328e-29	1.66e-29	1.975e-14	2.819e-14	6.736e-16	3.275e-06	2.439e-16	1.107e-30	7.99e-06	1.231e-12	2.142e-13	1.201e-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.270268	1653	3.45e+19	0	0	100000	1.97707	1.159e-13	2.533e-07	2.138e-08	9.813e-13	8.23e-06	3.448	0.03669	1.676e-06	4.646e-05	1.114e-13	6.419e-08	0	3.757e-07	4.467e-21	6.982e-26	1.12e-29	1.494e-29	1.867e-29	2.264e-14	3.295e-14	8.027e-16	3.751e-06	2.851e-16	1.245e-30	8.986e-06	1.385e-12	2.409e-13	1.351e-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
