Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	THERMOCHIMICA pressure (Pa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Cs produced (at/m3)	Cs in grain (at/m3)	Cs in intragranular solution (at/m3)	Cs in intragranular bubbles (at/m3)	Cs at grain boundary (at/m3)	Cs released (at/m3)	Cs reacted - IG (at/m3)	Cs reacted - GB (at/m3)	I produced (at/m3)	I in grain (at/m3)	I in intragranular solution (at/m3)	I in intragranular bubbles (at/m3)	I at grain boundary (at/m3)	I released (at/m3)	I reacted - IG (at/m3)	I reacted - GB (at/m3)	Te produced (at/m3)	Te in grain (at/m3)	Te in intragranular solution (at/m3)	Te in intragranular bubbles (at/m3)	Te at grain boundary (at/m3)	Te released (at/m3)	Te reacted - IG (at/m3)	Te reacted - GB (at/m3)	Mo produced (at/m3)	Mo in grain (at/m3)	Mo in intragranular solution (at/m3)	Mo in intragranular precipitates (at/m3)	Mo at grain boundary (at/m3)	Mo released (at/m3)	Mo reacted - IG (at/m3)	Mo reacted - GB (at/m3)	Ru produced (at/m3)	Ru in grain (at/m3)	Ru in intragranular solution (at/m3)	Ru in intragranular precipitates (at/m3)	Ru at grain boundary (at/m3)	Ru released (at/m3)	Ru reacted - IG (at/m3)	Ru reacted - GB (at/m3)	Rh produced (at/m3)	Rh in grain (at/m3)	Rh in intragranular solution (at/m3)	Rh in intragranular precipitates (at/m3)	Rh at grain boundary (at/m3)	Rh released (at/m3)	Rh reacted - IG (at/m3)	Rh reacted - GB (at/m3)	Tc produced (at/m3)	Tc in grain (at/m3)	Tc in intragranular solution (at/m3)	Tc in intragranular precipitates (at/m3)	Tc at grain boundary (at/m3)	Tc released (at/m3)	Tc reacted - IG (at/m3)	Tc reacted - GB (at/m3)	Pd produced (at/m3)	Pd in grain (at/m3)	Pd in intragranular solution (at/m3)	Pd in intragranular precipitates (at/m3)	Pd at grain boundary (at/m3)	Pd released (at/m3)	Pd reacted - IG (at/m3)	Pd reacted - GB (at/m3)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgMOX)	Fuel density (kg/m3)	U234 (at/m3)	U235 (at/m3)	U236 (at/m3)	U237 (at/m3)	U238 (at/m3)	Pu238 (at/m3)	Pu239 (at/m3)	Pu240 (at/m3)	Pu241 (at/m3)	Pu242 (at/m3)	q (-)	Stoichiometry deviation (/)	Fuel oxygen partial pressure (MPa)	Fuel oxygen potential (KJ/mol)	Uranium content (mol/m3)	Oxygen content (mol/m3)	Plutonium content (mol/m3)	
8430	2205	1e-05	0	1	4.957963e-06	7.75e+26	1.342399e+23	1.347434e+21	1.328925e+23	1.077811e+25	7.640877e+26	4.94e+25	8.556713e+21	8.588808e+19	8.470825e+21	6.870174e+23	4.870443e+25	0.9859196	63.42732	2.616276	0.02626089	2.590015	7.399468	53.41158	0	0	1.82088	0.0751084	0.0007539012	0.0743545	0.2124249	1.533347	0	0	1.82088	0.0751084	0.0007539012	0.0743545	0.2124249	1.533347	0	0	66.37108	66.37108	0	0	0	0	0	0	60.21043	60.21043	0	0	0	0	0	0	18.02671	18.02671	0	0	0	0	0	0	16.11479	16.11479	0	0	0	0	0	0	46.94836	46.94836	0	0	0	0	0	0	15174	0.000453034	5.909912e-06	1.100277e+10	1.729206e+09	7.60295e+11	3.536553e-06	2.673608e-11	3.124024e-17	0.2941708	0.2941708	0.2079861	0.469173	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.133135e-05	0	0	28329.22	75164.81	9253.967	
8436	2206	1e-05	0	1	4.957288e-06	7.75e+26	1.33161e+23	1.32236e+21	1.318387e+23	1.047681e+25	7.6439e+26	4.94e+25	8.487941e+21	8.42898e+19	8.403651e+21	6.678124e+23	4.87237e+25	0.9863097	63.47246	2.62312	0.02604899	2.597071	7.391734	53.45761	0	0	1.822176	0.07530488	0.0007478178	0.07455706	0.2122029	1.534668	0	0	1.822176	0.07530488	0.0007478178	0.07455706	0.2122029	1.534668	0	0	66.41832	66.41832	0	0	0	0	0	0	60.25329	60.25329	0	0	0	0	0	0	18.03954	18.03954	0	0	0	0	0	0	16.12626	16.12626	0	0	0	0	0	0	46.98177	46.98177	0	0	0	0	0	0	15184.8	0.0004517365	5.863452e-06	1.099353e+10	1.682063e+09	7.609593e+11	3.53743e-06	2.674934e-11	3.126348e-17	0.2940697	0.2940697	0.2079944	0.4688289	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.142118e-05	0	0	28316.18	75134.13	9251.665	
8442	2207	1e-05	0	1	4.956603e-06	7.75e+26	1.320932e+23	1.297791e+21	1.307954e+23	1.017983e+25	7.646881e+26	4.94e+25	8.419875e+21	8.272373e+19	8.337151e+21	6.488823e+23	4.87427e+25	0.9866943	63.51761	2.629957	0.02583885	2.604118	7.384163	53.50349	0	0	1.823472	0.07550115	0.0007417851	0.07475937	0.2119855	1.535985	0	0	1.823472	0.07550115	0.0007417851	0.07475937	0.2119855	1.535985	0	0	66.46555	66.46555	0	0	0	0	0	0	60.29614	60.29614	0	0	0	0	0	0	18.05237	18.05237	0	0	0	0	0	0	16.13773	16.13773	0	0	0	0	0	0	47.01519	47.01519	0	0	0	0	0	0	15195.6	0.0004504455	5.817456e-06	1.098453e+10	1.635506e+09	7.616004e+11	3.538272e-06	2.676208e-11	3.128582e-17	0.2939689	0.2939689	0.2080014	0.4684861	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.150444e-05	0	0	28302.94	75102.97	9249.329	
8448	2208	1e-05	0	1	4.955907e-06	7.75e+26	1.310362e+23	1.273717e+21	1.297625e+23	9.887212e+24	7.649818e+26	4.94e+25	8.352503e+21	8.118916e+19	8.271314e+21	6.3023e+23	4.876142e+25	0.9870732	63.56275	2.636786	0.02563046	2.611156	7.376756	53.54921	0	0	1.824768	0.07569721	0.0007358025	0.07496141	0.2117729	1.537298	0	0	1.824768	0.07569721	0.0007358025	0.07496141	0.2117729	1.537298	0	0	66.51279	66.51279	0	0	0	0	0	0	60.339	60.339	0	0	0	0	0	0	18.0652	18.0652	0	0	0	0	0	0	16.1492	16.1492	0	0	0	0	0	0	47.0486	47.0486	0	0	0	0	0	0	15206.4	0.0004491607	5.771919e-06	1.097577e+10	1.58955e+09	7.622182e+11	3.53908e-06	2.67743e-11	3.130725e-17	0.2938685	0.2938685	0.208007	0.4681446	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.158098e-05	0	0	28289.5	75071.35	9246.959	
8454	2209	1e-05	0	1	4.955201e-06	7.75e+26	1.2999e+23	1.250125e+21	1.287399e+23	9.598998e+24	7.65271e+26	4.94e+25	8.285816e+21	7.968537e+19	8.206131e+21	6.118587e+23	4.877986e+25	0.9874465	63.6079	2.643608	0.02542379	2.618184	7.369511	53.59478	0	0	1.826064	0.07589305	0.0007298697	0.07516318	0.2115649	1.538606	0	0	1.826064	0.07589305	0.0007298697	0.07516318	0.2115649	1.538606	0	0	66.56003	66.56003	0	0	0	0	0	0	60.38185	60.38185	0	0	0	0	0	0	18.07803	18.07803	0	0	0	0	0	0	16.16067	16.16067	0	0	0	0	0	0	47.08202	47.08202	0	0	0	0	0	0	15217.2	0.0004478822	5.726835e-06	1.096724e+10	1.544205e+09	7.628128e+11	3.539853e-06	2.678601e-11	3.132779e-17	0.2937686	0.2937686	0.2080114	0.4678044	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.165059e-05	0	0	28275.85	75039.26	9244.555	
8460	2210	1e-05	0	1	4.954484e-06	7.75e+26	1.289544e+23	1.227005e+21	1.277274e+23	9.315237e+24	7.655558e+26	4.94e+25	8.219804e+21	7.82117e+19	8.141592e+21	5.937712e+23	4.879801e+25	0.9878139	63.65304	2.650421	0.02521885	2.625203	7.362427	53.64019	0	0	1.82736	0.07608865	0.000723986	0.07536467	0.2113615	1.53991	0	0	1.82736	0.07608865	0.000723986	0.07536467	0.2113615	1.53991	0	0	66.60727	66.60727	0	0	0	0	0	0	60.4247	60.4247	0	0	0	0	0	0	18.09086	18.09086	0	0	0	0	0	0	16.17214	16.17214	0	0	0	0	0	0	47.11543	47.11543	0	0	0	0	0	0	15228	0.0004466098	5.682196e-06	1.095894e+10	1.499485e+09	7.633842e+11	3.540593e-06	2.67972e-11	3.134743e-17	0.2936691	0.2936691	0.2080145	0.4674655	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.17131e-05	0	0	28262.01	75006.68	9242.115	
8466	2211	1e-05	0	1	4.953756e-06	7.75e+26	1.279292e+23	1.204348e+21	1.267249e+23	9.035972e+24	7.658361e+26	4.94e+25	8.154457e+21	7.676748e+19	8.077689e+21	5.759704e+23	4.881588e+25	0.9881756	63.69818	2.657226	0.02501559	2.632211	7.355502	53.68546	0	0	1.828656	0.07628401	0.0007181509	0.07556586	0.2111627	1.541209	0	0	1.828656	0.07628401	0.0007181509	0.07556586	0.2111627	1.541209	0	0	66.65451	66.65451	0	0	0	0	0	0	60.46756	60.46756	0	0	0	0	0	0	18.10369	18.10369	0	0	0	0	0	0	16.18361	16.18361	0	0	0	0	0	0	47.14885	47.14885	0	0	0	0	0	0	15238.8	0.0004453435	5.637997e-06	1.095088e+10	1.4554e+09	7.639326e+11	3.541299e-06	2.680789e-11	3.136618e-17	0.2935699	0.2935699	0.2080163	0.4671279	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.176832e-05	0	0	28247.95	74973.61	9239.64	
8472	2212	1e-05	0	1	4.953016e-06	7.75e+26	1.269143e+23	1.182142e+21	1.257322e+23	8.761245e+24	7.661118e+26	4.94e+25	8.089766e+21	7.535205e+19	8.014414e+21	5.584587e+23	4.883345e+25	0.9885314	63.74333	2.664022	0.02481401	2.639208	7.348734	53.73057	0	0	1.829952	0.07647911	0.000712364	0.07576675	0.2109684	1.542504	0	0	1.829952	0.07647911	0.000712364	0.07576675	0.2109684	1.542504	0	0	66.70175	66.70175	0	0	0	0	0	0	60.51041	60.51041	0	0	0	0	0	0	18.11652	18.11652	0	0	0	0	0	0	16.19508	16.19508	0	0	0	0	0	0	47.18226	47.18226	0	0	0	0	0	0	15249.6	0.0004440833	5.594231e-06	1.094304e+10	1.411962e+09	7.644579e+11	3.541971e-06	2.681807e-11	3.138405e-17	0.2934712	0.2934712	0.2080168	0.4667915	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.181605e-05	0	0	28233.68	74940.05	9237.128	
8478	2213	1e-05	0	1	4.952266e-06	7.75e+26	1.259096e+23	1.160379e+21	1.247492e+23	8.491094e+24	7.66383e+26	4.94e+25	8.025721e+21	7.396479e+19	7.951756e+21	5.412388e+23	4.885074e+25	0.9888813	63.78847	2.670809	0.02461409	2.646195	7.342124	53.77554	0	0	1.831248	0.07667395	0.0007066247	0.07596732	0.2107787	1.543795	0	0	1.831248	0.07667395	0.0007066247	0.07596732	0.2107787	1.543795	0	0	66.74899	66.74899	0	0	0	0	0	0	60.55327	60.55327	0	0	0	0	0	0	18.12936	18.12936	0	0	0	0	0	0	16.20654	16.20654	0	0	0	0	0	0	47.21568	47.21568	0	0	0	0	0	0	15260.4	0.0004428291	5.550893e-06	1.093543e+10	1.36918e+09	7.649603e+11	3.54261e-06	2.682774e-11	3.140103e-17	0.2933729	0.2933729	0.2080162	0.4664563	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.18561e-05	0	0	28219.19	74905.98	9234.58	
8484	2214	1e-05	0	1	4.951503e-06	7.75e+26	1.249148e+23	1.139047e+21	1.237758e+23	8.225556e+24	7.666495e+26	4.94e+25	7.962313e+21	7.260507e+19	7.889708e+21	5.243129e+23	4.886772e+25	0.9892252	63.83362	2.677586	0.02441581	2.653171	7.335668	53.82036	0	0	1.832544	0.07686851	0.0007009324	0.07616758	0.2105933	1.545082	0	0	1.832544	0.07686851	0.0007009324	0.07616758	0.2105933	1.545082	0	0	66.79623	66.79623	0	0	0	0	0	0	60.59612	60.59612	0	0	0	0	0	0	18.14219	18.14219	0	0	0	0	0	0	16.21801	16.21801	0	0	0	0	0	0	47.24909	47.24909	0	0	0	0	0	0	15271.2	0.0004415807	5.507976e-06	1.092805e+10	1.327065e+09	7.654398e+11	3.543215e-06	2.683691e-11	3.141713e-17	0.293275	0.293275	0.2080143	0.4661224	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.188827e-05	0	0	28204.49	74871.4	9231.994	
8490	2215	1e-05	0	1	4.95073e-06	7.75e+26	1.239299e+23	1.118138e+21	1.228118e+23	7.964665e+24	7.669114e+26	4.94e+25	7.899533e+21	7.127229e+19	7.828261e+21	5.076832e+23	4.888442e+25	0.9895631	63.87876	2.684354	0.02421916	2.660135	7.329366	53.86504	0	0	1.83384	0.07706279	0.0006952868	0.0763675	0.2104124	1.546365	0	0	1.83384	0.07706279	0.0006952868	0.0763675	0.2104124	1.546365	0	0	66.84347	66.84347	0	0	0	0	0	0	60.63898	60.63898	0	0	0	0	0	0	18.15502	18.15502	0	0	0	0	0	0	16.22948	16.22948	0	0	0	0	0	0	47.28251	47.28251	0	0	0	0	0	0	15282	0.0004403382	5.465475e-06	1.092088e+10	1.285628e+09	7.658966e+11	3.543787e-06	2.684558e-11	3.143235e-17	0.2931775	0.2931775	0.2080112	0.4657898	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.191236e-05	0	0	28189.57	74836.31	9229.371	
8496	2216	1e-05	0	1	4.949944e-06	7.75e+26	1.229547e+23	1.097643e+21	1.218571e+23	7.708452e+24	7.671686e+26	4.94e+25	7.837373e+21	6.996586e+19	7.767407e+21	4.913516e+23	4.890081e+25	0.989895	63.9239	2.691111	0.02402411	2.667087	7.323216	53.90958	0	0	1.835136	0.07725677	0.0006896873	0.07656708	0.2102359	1.547643	0	0	1.835136	0.07725677	0.0006896873	0.07656708	0.2102359	1.547643	0	0	66.89071	66.89071	0	0	0	0	0	0	60.68183	60.68183	0	0	0	0	0	0	18.16785	18.16785	0	0	0	0	0	0	16.24095	16.24095	0	0	0	0	0	0	47.31592	47.31592	0	0	0	0	0	0	15292.8	0.0004391015	5.423384e-06	1.091394e+10	1.244875e+09	7.663307e+11	3.544327e-06	2.685375e-11	3.144671e-17	0.2930803	0.2930803	0.208007	0.4654584	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.192817e-05	0	0	28174.42	74800.69	9226.709	
8502	2217	1e-05	0	1	4.949146e-06	7.75e+26	1.219891e+23	1.077551e+21	1.209116e+23	7.456946e+24	7.674211e+26	4.94e+25	7.775823e+21	6.868521e+19	7.707138e+21	4.753202e+23	4.89169e+25	0.9902207	63.96905	2.697857	0.02383065	2.674027	7.317217	53.95397	0	0	1.836432	0.07745045	0.0006841334	0.07676631	0.2100637	1.548918	0	0	1.836432	0.07745045	0.0006841334	0.07676631	0.2100637	1.548918	0	0	66.93795	66.93795	0	0	0	0	0	0	60.72468	60.72468	0	0	0	0	0	0	18.18068	18.18068	0	0	0	0	0	0	16.25242	16.25242	0	0	0	0	0	0	47.34934	47.34934	0	0	0	0	0	0	15303.6	0.0004378705	5.381697e-06	1.090722e+10	1.204818e+09	7.667423e+11	3.544834e-06	2.686143e-11	3.146021e-17	0.2929836	0.2929836	0.2080016	0.4651282	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.193549e-05	0	0	28159.04	74764.53	9224.008	
8508	2218	1e-05	0	1	4.948337e-06	7.75e+26	1.21033e+23	1.057856e+21	1.199751e+23	7.210174e+24	7.676688e+26	4.94e+25	7.714875e+21	6.742978e+19	7.647445e+21	4.595904e+23	4.893269e+25	0.9905404	64.01419	2.704593	0.02363876	2.680954	7.311367	53.99823	0	0	1.837728	0.07764381	0.0006786247	0.07696518	0.2098957	1.550188	0	0	1.837728	0.07764381	0.0006786247	0.07696518	0.2098957	1.550188	0	0	66.98519	66.98519	0	0	0	0	0	0	60.76754	60.76754	0	0	0	0	0	0	18.19351	18.19351	0	0	0	0	0	0	16.26389	16.26389	0	0	0	0	0	0	47.38275	47.38275	0	0	0	0	0	0	15314.4	0.0004366452	5.340409e-06	1.090072e+10	1.165462e+09	7.671315e+11	3.545308e-06	2.686863e-11	3.147284e-17	0.2928873	0.2928873	0.207995	0.4647993	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.193412e-05	0	0	28143.44	74727.84	9221.269	
8514	2219	1e-05	0	1	4.947515e-06	7.75e+26	1.200861e+23	1.038547e+21	1.190475e+23	6.968158e+24	7.679118e+26	4.94e+25	7.65452e+21	6.619901e+19	7.588321e+21	4.441639e+23	4.894818e+25	0.9908539	64.05934	2.711316	0.02344843	2.687868	7.305665	54.04235	0	0	1.839024	0.07783684	0.0006731607	0.07716367	0.209732	1.551455	0	0	1.839024	0.07783684	0.0006731607	0.07716367	0.209732	1.551455	0	0	67.03242	67.03242	0	0	0	0	0	0	60.81039	60.81039	0	0	0	0	0	0	18.20634	18.20634	0	0	0	0	0	0	16.27536	16.27536	0	0	0	0	0	0	47.41617	47.41617	0	0	0	0	0	0	15325.2	0.0004354254	5.299514e-06	1.089443e+10	1.126816e+09	7.674984e+11	3.545751e-06	2.687533e-11	3.148463e-17	0.2927913	0.2927913	0.2079874	0.4644716	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.192383e-05	0	0	28127.59	74690.6	9218.489	
8520	2220	1e-05	0	1	4.94668e-06	7.75e+26	1.191484e+23	1.019617e+21	1.181288e+23	6.73092e+24	7.681499e+26	4.94e+25	7.59475e+21	6.499238e+19	7.529757e+21	4.290419e+23	4.896336e+25	0.9911612	64.10448	2.718028	0.02325964	2.694769	7.300109	54.08634	0	0	1.84032	0.07802953	0.0006677409	0.07736178	0.2095725	1.552718	0	0	1.84032	0.07802953	0.0006677409	0.07736178	0.2095725	1.552718	0	0	67.07966	67.07966	0	0	0	0	0	0	60.85325	60.85325	0	0	0	0	0	0	18.21917	18.21917	0	0	0	0	0	0	16.28683	16.28683	0	0	0	0	0	0	47.44958	47.44958	0	0	0	0	0	0	15336	0.0004342112	5.259006e-06	1.088835e+10	1.088887e+09	7.678433e+11	3.546162e-06	2.688156e-11	3.149557e-17	0.2926958	0.2926958	0.2079787	0.4641451	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.190443e-05	0	0	28111.52	74652.8	9215.668	
8526	2221	1e-05	0	1	4.945832e-06	7.75e+26	1.182198e+23	1.001058e+21	1.172187e+23	6.498477e+24	7.683833e+26	4.94e+25	7.535556e+21	6.380936e+19	7.471747e+21	4.142255e+23	4.897824e+25	0.9914623	64.14962	2.724728	0.02307237	2.701656	7.294697	54.1302	0	0	1.841616	0.07822186	0.0006623648	0.0775595	0.2094171	1.553977	0	0	1.841616	0.07822186	0.0006623648	0.0775595	0.2094171	1.553977	0	0	67.1269	67.1269	0	0	0	0	0	0	60.8961	60.8961	0	0	0	0	0	0	18.232	18.232	0	0	0	0	0	0	16.2983	16.2983	0	0	0	0	0	0	47.483	47.483	0	0	0	0	0	0	15346.8	0.0004330024	5.21888e-06	1.088248e+10	1.051682e+09	7.681662e+11	3.546541e-06	2.688731e-11	3.150567e-17	0.2926006	0.2926006	0.2079689	0.4638199	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.187569e-05	0	0	28095.2	74614.44	9212.807	
8532	2222	1e-05	0	1	4.944972e-06	7.75e+26	1.173e+23	9.828606e+20	1.163172e+23	6.270843e+24	7.686119e+26	4.94e+25	7.476931e+21	6.264944e+19	7.414282e+21	3.997157e+23	4.899281e+25	0.9917572	64.19477	2.731415	0.02288661	2.708529	7.289427	54.17393	0	0	1.842912	0.07841384	0.000657032	0.07775681	0.2092659	1.555232	0	0	1.842912	0.07841384	0.000657032	0.07775681	0.2092659	1.555232	0	0	67.17414	67.17414	0	0	0	0	0	0	60.93896	60.93896	0	0	0	0	0	0	18.24483	18.24483	0	0	0	0	0	0	16.30977	16.30977	0	0	0	0	0	0	47.51641	47.51641	0	0	0	0	0	0	15357.6	0.000431799	5.179132e-06	1.087682e+10	1.015205e+09	7.684673e+11	3.546889e-06	2.689259e-11	3.151495e-17	0.2925058	0.2925058	0.2079581	0.4634958	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.183739e-05	0	0	28078.63	74575.51	9209.904	
8538	2223	1e-05	0	1	4.944099e-06	7.75e+26	1.163891e+23	9.650181e+20	1.154241e+23	6.048031e+24	7.688356e+26	4.94e+25	7.418867e+21	6.151212e+19	7.357355e+21	3.855132e+23	4.900707e+25	0.9920459	64.23991	2.73809	0.02270235	2.715387	7.284299	54.21752	0	0	1.844208	0.07860545	0.0006517421	0.0779537	0.2091186	1.556484	0	0	1.844208	0.07860545	0.0006517421	0.0779537	0.2091186	1.556484	0	0	67.22138	67.22138	0	0	0	0	0	0	60.98181	60.98181	0	0	0	0	0	0	18.25766	18.25766	0	0	0	0	0	0	16.32124	16.32124	0	0	0	0	0	0	47.54983	47.54983	0	0	0	0	0	0	15368.4	0.000430601	5.139755e-06	1.087137e+10	9.794618e+08	7.687468e+11	3.547206e-06	2.689739e-11	3.15234e-17	0.2924114	0.2924114	0.2079463	0.463173	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.178931e-05	0	0	28061.82	74536	9206.959	
8544	2224	1e-05	0	1	4.943212e-06	7.75e+26	1.154868e+23	9.475225e+20	1.145393e+23	5.830048e+24	7.690545e+26	4.94e+25	7.361355e+21	6.039692e+19	7.300958e+21	3.716186e+23	4.902102e+25	0.9923283	64.28506	2.74475	0.02251956	2.722231	7.27931	54.261	0	0	1.845504	0.07879666	0.0006464945	0.07815017	0.2089754	1.557732	0	0	1.845504	0.07879666	0.0006464945	0.07815017	0.2089754	1.557732	0	0	67.26862	67.26862	0	0	0	0	0	0	61.02467	61.02467	0	0	0	0	0	0	18.27049	18.27049	0	0	0	0	0	0	16.33271	16.33271	0	0	0	0	0	0	47.58324	47.58324	0	0	0	0	0	0	15379.2	0.0004294083	5.100745e-06	1.086611e+10	9.444576e+08	7.69005e+11	3.547492e-06	2.690174e-11	3.153104e-17	0.2923174	0.2923174	0.2079335	0.4628513	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.173123e-05	0	0	28044.76	74495.91	9203.971	
8550	2225	1e-05	0	1	4.942312e-06	7.75e+26	1.145931e+23	9.303664e+20	1.136628e+23	5.616901e+24	7.692685e+26	4.94e+25	7.304388e+21	5.930336e+19	7.245084e+21	3.580322e+23	4.903466e+25	0.9926045	64.3302	2.751397	0.02233823	2.729059	7.274459	54.30434	0	0	1.8468	0.07898748	0.0006412889	0.07834619	0.2088361	1.558976	0	0	1.8468	0.07898748	0.0006412889	0.07834619	0.2088361	1.558976	0	0	67.31586	67.31586	0	0	0	0	0	0	61.06752	61.06752	0	0	0	0	0	0	18.28332	18.28332	0	0	0	0	0	0	16.34418	16.34418	0	0	0	0	0	0	47.61666	47.61666	0	0	0	0	0	0	15390	0.0004282208	5.062097e-06	1.086106e+10	9.101961e+08	7.692419e+11	3.547748e-06	2.690562e-11	3.153787e-17	0.2922237	0.2922237	0.2079198	0.4625309	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.166292e-05	0	0	28027.44	74455.21	9200.939	
8556	2226	1e-05	0	1	4.941398e-06	7.75e+26	1.137078e+23	9.135426e+20	1.127943e+23	5.408592e+24	7.694777e+26	4.94e+25	7.247958e+21	5.823097e+19	7.189727e+21	3.447541e+23	4.9048e+25	0.9928745	64.37534	2.75803	0.02215835	2.735872	7.269743	54.34757	0	0	1.848096	0.07917789	0.0006361248	0.07854177	0.2087008	1.560217	0	0	1.848096	0.07917789	0.0006361248	0.07854177	0.2087008	1.560217	0	0	67.3631	67.3631	0	0	0	0	0	0	61.11037	61.11037	0	0	0	0	0	0	18.29615	18.29615	0	0	0	0	0	0	16.35565	16.35565	0	0	0	0	0	0	47.65008	47.65008	0	0	0	0	0	0	15400.8	0.0004270384	5.023805e-06	1.085621e+10	8.766804e+08	7.694578e+11	3.547975e-06	2.690906e-11	3.154391e-17	0.2921305	0.2921305	0.2079052	0.4622116	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-4.158415e-05	0	0	28009.87	74413.92	9197.864	
