Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	THERMOCHIMICA pressure (Pa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Cs produced (at/m3)	Cs in grain (at/m3)	Cs in intragranular solution (at/m3)	Cs in intragranular bubbles (at/m3)	Cs at grain boundary (at/m3)	Cs released (at/m3)	Cs reacted - IG (at/m3)	Cs reacted - GB (at/m3)	I produced (at/m3)	I in grain (at/m3)	I in intragranular solution (at/m3)	I in intragranular bubbles (at/m3)	I at grain boundary (at/m3)	I released (at/m3)	I reacted - IG (at/m3)	I reacted - GB (at/m3)	Te produced (at/m3)	Te in grain (at/m3)	Te in intragranular solution (at/m3)	Te in intragranular bubbles (at/m3)	Te at grain boundary (at/m3)	Te released (at/m3)	Te reacted - IG (at/m3)	Te reacted - GB (at/m3)	Mo produced (at/m3)	Mo in grain (at/m3)	Mo in intragranular solution (at/m3)	Mo in intragranular precipitates (at/m3)	Mo at grain boundary (at/m3)	Mo released (at/m3)	Mo reacted - IG (at/m3)	Mo reacted - GB (at/m3)	Ru produced (at/m3)	Ru in grain (at/m3)	Ru in intragranular solution (at/m3)	Ru in intragranular precipitates (at/m3)	Ru at grain boundary (at/m3)	Ru released (at/m3)	Ru reacted - IG (at/m3)	Ru reacted - GB (at/m3)	Rh produced (at/m3)	Rh in grain (at/m3)	Rh in intragranular solution (at/m3)	Rh in intragranular precipitates (at/m3)	Rh at grain boundary (at/m3)	Rh released (at/m3)	Rh reacted - IG (at/m3)	Rh reacted - GB (at/m3)	Tc produced (at/m3)	Tc in grain (at/m3)	Tc in intragranular solution (at/m3)	Tc in intragranular precipitates (at/m3)	Tc at grain boundary (at/m3)	Tc released (at/m3)	Tc reacted - IG (at/m3)	Tc reacted - GB (at/m3)	Pd produced (at/m3)	Pd in grain (at/m3)	Pd in intragranular solution (at/m3)	Pd in intragranular precipitates (at/m3)	Pd at grain boundary (at/m3)	Pd released (at/m3)	Pd reacted - IG (at/m3)	Pd reacted - GB (at/m3)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgMOX)	Fuel density (kg/m3)	U234 (at/m3)	U235 (at/m3)	U236 (at/m3)	U237 (at/m3)	U238 (at/m3)	Pu238 (at/m3)	Pu239 (at/m3)	Pu240 (at/m3)	Pu241 (at/m3)	Pu242 (at/m3)	q (-)	Stoichiometry deviation (/)	Fuel oxygen partial pressure (MPa)	Fuel oxygen potential (KJ/mol)	Uranium content (mol/m3)	Oxygen content (mol/m3)	Plutonium content (mol/m3)	
5952	1792	1e-05	0	1	4.999986e-06	7.75e+26	1.173555e+26	9.210697e+25	2.524857e+25	1.920168e+26	4.656276e+26	4.94e+25	7.480469e+24	5.871076e+24	1.609392e+24	1.223952e+25	2.968001e+25	0.6008099	44.78285	7.883461	6.187366	1.696095	12.88417	24.01522	0	0	1.285632	0.2263194	0.1776277	0.04869171	0.3698795	0.6894328	0	2.127174e-07	1.285632	0.2263194	0.1776277	0.04869171	0.3698914	0.6894208	0	3.468424e-07	46.86129	46.86129	0	0	0	0	0	0	42.51156	42.51156	0	0	0	0	0	0	12.72776	12.72776	0	0	0	0	0	0	11.37784	11.37784	0	0	0	0	0	0	33.14788	33.14788	0	0	0	0	0	0	10713.6	0.002907636	0.001103174	6.035419e+10	5.673318e+09	9.509276e+10	1.834669e-06	7.195367e-12	4.361613e-18	0.4342705	0.4342705	0.1579454	0.8589165	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-1.690265e-07	0	0	29143.49	77092.83	9402.927	
5958	1793	1e-05	0	1	4.999985e-06	7.75e+26	1.1561e+26	9.046955e+25	2.514045e+25	1.921356e+26	4.672544e+26	4.94e+25	7.369205e+24	5.766704e+24	1.602501e+24	1.22471e+25	2.97837e+25	0.6029089	44.82799	7.793532	6.098757	1.694774	12.90994	24.12452	0	1.395974e-06	1.286928	0.2237378	0.1750839	0.04865381	0.3706196	0.6925707	0	0	1.286928	0.2237378	0.1750839	0.04865381	0.3706315	0.6925588	0	0	46.90853	46.90853	0	0	0	0	0	0	42.55442	42.55442	0	0	0	0	0	0	12.74059	12.74059	0	0	0	0	0	0	11.38931	11.38931	0	0	0	0	0	0	33.18129	33.18129	0	0	0	0	0	0	10724.4	0.002902628	0.00109859	5.986657e+10	5.722791e+09	9.59437e+10	1.840113e-06	7.238132e-12	4.400555e-18	0.4333222	0.4333222	0.1580682	0.8567279	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-1.722601e-07	0	0	29143.48	77092.81	9402.925	
5964	1794	1e-05	0	1	4.999985e-06	7.75e+26	1.138769e+26	8.884732e+25	2.502959e+25	1.922465e+26	4.688766e+26	4.94e+25	7.258734e+24	5.6633e+24	1.595434e+24	1.225417e+25	2.98871e+25	0.605002	44.87314	7.70403	6.010722	1.693308	12.9354	24.23367	0	3.829986e-05	1.288224	0.2211683	0.1725566	0.04861172	0.3713515	0.6957041	0	0	1.288224	0.2211683	0.1725566	0.04861172	0.3713634	0.6956923	0	0	46.95576	46.95576	0	0	0	0	0	0	42.59727	42.59727	0	0	0	0	0	0	12.75342	12.75342	0	0	0	0	0	0	11.40078	11.40078	0	0	0	0	0	0	33.21471	33.21471	0	0	0	0	0	0	10735.2	0.002897506	0.001093886	5.938492e+10	5.772265e+09	9.679943e+10	1.845552e-06	7.280986e-12	4.439694e-18	0.4323807	0.4323807	0.158191	0.8545506	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-1.755519e-07	0	0	29143.48	77092.79	9402.924	
5970	1795	1e-05	0	1	4.999984e-06	7.75e+26	1.121565e+26	8.724044e+25	2.491602e+25	1.923495e+26	4.704941e+26	4.94e+25	7.14907e+24	5.560874e+24	1.588195e+24	1.226073e+25	2.99902e+25	0.6070892	44.91828	7.614969	5.923272	1.691697	12.96065	24.34266	0	0	1.28952	0.2186115	0.1700461	0.04856545	0.3720753	0.6988331	0	8.13789e-08	1.28952	0.2186115	0.1700461	0.04856545	0.3720871	0.6988213	0	0	47.003	47.003	0	0	0	0	0	0	42.64013	42.64013	0	0	0	0	0	0	12.76625	12.76625	0	0	0	0	0	0	11.41225	11.41225	0	0	0	0	0	0	33.24812	33.24812	0	0	0	0	0	0	10746	0.002892272	0.001089062	5.890912e+10	5.821732e+09	9.766001e+10	1.850987e-06	7.323929e-12	4.47903e-18	0.4314462	0.4314462	0.1583139	0.8523847	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-1.789026e-07	0	0	29143.47	77092.78	9402.922	
5976	1796	1e-05	0	1	4.999984e-06	7.75e+26	1.104488e+26	8.564908e+25	2.479976e+25	1.924442e+26	4.721069e+26	4.94e+25	7.040223e+24	5.459438e+24	1.580785e+24	1.226677e+25	3.009301e+25	0.6091702	44.96342	7.526361	5.836421	1.689941	12.98553	24.45149	0	4.469353e-05	1.290816	0.2160678	0.1675527	0.04851504	0.3727909	0.7019573	0	0	1.290816	0.2160678	0.1675527	0.04851504	0.372802	0.7019457	0	4.982619e-07	47.05024	47.05024	0	0	0	0	0	0	42.68298	42.68298	0	0	0	0	0	0	12.77908	12.77908	0	0	0	0	0	0	11.42372	11.42372	0	0	0	0	0	0	33.28154	33.28154	0	0	0	0	0	0	10756.8	0.002886924	0.001084121	5.843909e+10	5.87118e+09	9.852547e+10	1.856417e-06	7.366962e-12	4.518564e-18	0.4305186	0.4305186	0.158437	0.85023	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-1.823134e-07	0	0	29143.46	77092.76	9402.921	
5982	1797	1e-05	0	1	4.999984e-06	7.75e+26	1.087543e+26	8.407341e+25	2.468086e+25	1.925308e+26	4.73715e+26	4.94e+25	6.932208e+24	5.359002e+24	1.573206e+24	1.227228e+25	3.019551e+25	0.6112451	45.00857	7.438221	5.750179	1.688041	13.0102	24.56015	0	0	1.292112	0.2135374	0.1650769	0.04846051	0.3734978	0.7050768	0	0	1.292112	0.2135374	0.1650769	0.04846051	0.373509	0.7050653	0	3.374447e-07	47.09748	47.09748	0	0	0	0	0	0	42.72584	42.72584	0	0	0	0	0	0	12.79191	12.79191	0	0	0	0	0	0	11.43519	11.43519	0	0	0	0	0	0	33.31495	33.31495	0	0	0	0	0	0	10767.6	0.002881463	0.001079063	5.797474e+10	5.920602e+09	9.939585e+10	1.861842e-06	7.410086e-12	4.558297e-18	0.4295978	0.4295978	0.1585602	0.8480866	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-1.857852e-07	0	0	29143.46	77092.74	9402.919	
5988	1798	1e-05	0	1	4.999983e-06	7.75e+26	1.070729e+26	8.251358e+25	2.455934e+25	1.926089e+26	4.753182e+26	4.94e+25	6.825035e+24	5.259575e+24	1.56546e+24	1.227727e+25	3.02977e+25	0.6133137	45.05371	7.35056	5.66456	1.685999	13.03448	24.66864	0	3.204064e-05	1.293408	0.2110208	0.162619	0.0484019	0.3741957	0.7081914	0	0	1.293408	0.2110208	0.162619	0.0484019	0.374207	0.70818	0	1.642492e-07	47.14472	47.14472	0	0	0	0	0	0	42.76869	42.76869	0	0	0	0	0	0	12.80474	12.80474	0	0	0	0	0	0	11.44666	11.44666	0	0	0	0	0	0	33.34837	33.34837	0	0	0	0	0	0	10778.4	0.00287589	0.001073889	5.751597e+10	5.969986e+09	1.002712e+11	1.867263e-06	7.453301e-12	4.59823e-18	0.4286838	0.4286838	0.1586835	0.8459545	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-1.89319e-07	0	0	29143.45	77092.73	9402.917	
5994	1799	1e-05	0	1	4.999983e-06	7.75e+26	1.05405e+26	8.096974e+25	2.443523e+25	1.926786e+26	4.769164e+26	4.94e+25	6.718717e+24	5.161168e+24	1.557549e+24	1.228171e+25	3.039958e+25	0.615376	45.09886	7.263391	5.579574	1.683817	13.05846	24.77696	0	4.600193e-05	1.294704	0.2085184	0.1601792	0.04833923	0.3748842	0.7113011	0	2.71e-07	1.294704	0.2085184	0.1601792	0.04833923	0.3748959	0.7112897	0	0	47.19196	47.19196	0	0	0	0	0	0	42.81155	42.81155	0	0	0	0	0	0	12.81757	12.81757	0	0	0	0	0	0	11.45813	11.45813	0	0	0	0	0	0	33.38178	33.38178	0	0	0	0	0	0	10789.2	0.002870204	0.001068602	5.70627e+10	6.019324e+09	1.011515e+11	1.87268e-06	7.496606e-12	4.638364e-18	0.4277766	0.4277766	0.1588071	0.8438337	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-1.929158e-07	0	0	29143.44	77092.71	9402.916	
6000	1800	1e-05	0	1	4.999983e-06	7.75e+26	1.037506e+26	7.944203e+25	2.430857e+25	1.927397e+26	4.785097e+26	4.94e+25	6.613265e+24	5.063789e+24	1.549476e+24	1.22856e+25	3.050113e+25	0.6174319	45.144	7.176726	5.495233	1.681494	13.08214	24.88511	0	2.854285e-05	1.296	0.2060304	0.1577579	0.04827254	0.3755635	0.7144057	0	4.080403e-07	1.296	0.2060304	0.1577579	0.04827254	0.3755752	0.7143944	0	0	47.2392	47.2392	0	0	0	0	0	0	42.8544	42.8544	0	0	0	0	0	0	12.8304	12.8304	0	0	0	0	0	0	11.4696	11.4696	0	0	0	0	0	0	33.4152	33.4152	0	0	0	0	0	0	10800	0.002864406	0.001063202	5.661484e+10	6.068606e+09	1.020369e+11	1.878093e-06	7.540003e-12	4.678698e-18	0.4268761	0.4268761	0.1589308	0.8417241	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-1.965768e-07	0	0	29143.43	77092.69	9402.914	
6006	1801	1e-05	0	1	4.999982e-06	7.75e+26	1.0211e+26	7.79306e+25	2.417941e+25	1.927921e+26	4.800979e+26	4.94e+25	6.508689e+24	4.967447e+24	1.541242e+24	1.228894e+25	3.060237e+25	0.6194812	45.18914	7.090579	5.411546	1.679032	13.1055	24.99307	0	0	1.297296	0.2035573	0.1553554	0.04820188	0.3762336	0.7175051	0	0	1.297296	0.2035573	0.1553554	0.04820188	0.3762448	0.7174939	0	4.376911e-08	47.28644	47.28644	0	0	0	0	0	0	42.89725	42.89725	0	0	0	0	0	0	12.84323	12.84323	0	0	0	0	0	0	11.48107	11.48107	0	0	0	0	0	0	33.44862	33.44862	0	0	0	0	0	0	10810.8	0.002858496	0.001057692	5.61723e+10	6.117822e+09	1.029273e+11	1.883501e-06	7.583492e-12	4.719235e-18	0.4259822	0.4259822	0.1590547	0.8396257	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-2.003028e-07	0	0	29143.43	77092.67	9402.912	
6012	1802	1e-05	0	1	4.999982e-06	7.75e+26	1.004833e+26	7.643556e+25	2.404776e+25	1.928357e+26	4.81681e+26	4.94e+25	6.405002e+24	4.872151e+24	1.532851e+24	1.229172e+25	3.070328e+25	0.6215239	45.23429	7.00496	5.328526	1.676433	13.12848	25.10085	0	0	1.298592	0.2010993	0.152972	0.04812727	0.3768933	0.7205992	0	1.597412e-07	1.298592	0.2010993	0.152972	0.04812727	0.3769043	0.7205881	0	3.270476e-07	47.33368	47.33368	0	0	0	0	0	0	42.94011	42.94011	0	0	0	0	0	0	12.85606	12.85606	0	0	0	0	0	0	11.49254	11.49254	0	0	0	0	0	0	33.48203	33.48203	0	0	0	0	0	0	10821.6	0.002852474	0.001052071	5.573501e+10	6.166962e+09	1.038229e+11	1.888905e-06	7.627072e-12	4.759973e-18	0.4250949	0.4250949	0.1591789	0.8375385	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-2.040951e-07	0	0	29143.42	77092.65	9402.91	
6018	1803	1e-05	0	1	4.999981e-06	7.75e+26	9.887074e+25	7.495705e+25	2.391368e+25	1.928704e+26	4.832589e+26	4.94e+25	6.302212e+24	4.777908e+24	1.524304e+24	1.229393e+25	3.080386e+25	0.6235599	45.27943	6.919881	5.246182	1.673699	13.15111	25.20844	0	2.337042e-06	1.299888	0.1986569	0.1506081	0.04804877	0.3775429	0.7236879	0	3.07054e-07	1.299888	0.1986569	0.1506081	0.04804877	0.3775538	0.7236769	0	3.847812e-07	47.38092	47.38092	0	0	0	0	0	0	42.98296	42.98296	0	0	0	0	0	0	12.86889	12.86889	0	0	0	0	0	0	11.50401	11.50401	0	0	0	0	0	0	33.51545	33.51545	0	0	0	0	0	0	10832.4	0.002846342	0.001046344	5.530288e+10	6.216017e+09	1.047236e+11	1.894306e-06	7.670744e-12	4.800914e-18	0.4242142	0.4242142	0.1593032	0.8354624	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-2.079547e-07	0	0	29143.41	77092.63	9402.908	
6024	1804	1e-05	0	1	4.999981e-06	7.75e+26	9.727239e+25	7.349519e+25	2.37772e+25	1.928961e+26	4.848315e+26	4.94e+25	6.20033e+24	4.684725e+24	1.515605e+24	1.229557e+25	3.09041e+25	0.6255891	45.32458	6.835354	5.164524	1.67083	13.17338	25.31584	0	0	1.301184	0.1962303	0.1482639	0.04796641	0.3781826	0.7267711	0	3.175183e-09	1.301184	0.1962303	0.1482639	0.04796641	0.3781935	0.7267602	0	0	47.42816	47.42816	0	0	0	0	0	0	43.02582	43.02582	0	0	0	0	0	0	12.88172	12.88172	0	0	0	0	0	0	11.51548	11.51548	0	0	0	0	0	0	33.54886	33.54886	0	0	0	0	0	0	10843.2	0.002840099	0.00104051	5.487583e+10	6.264976e+09	1.056294e+11	1.899702e-06	7.714507e-12	4.842059e-18	0.42334	0.42334	0.1594278	0.8333974	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-2.118828e-07	0	0	29143.4	77092.61	9402.907	
6030	1805	1e-05	0	1	4.99998e-06	7.75e+26	9.568844e+25	7.205007e+25	2.363837e+25	1.929127e+26	4.863988e+26	4.94e+25	6.099367e+24	4.592611e+24	1.506756e+24	1.229663e+25	3.1004e+25	0.6276114	45.36972	6.751391	5.083563	1.667828	13.19529	25.42304	0	0	1.30248	0.1938198	0.1459396	0.04788024	0.3788114	0.7298487	0	2.812366e-08	1.30248	0.1938198	0.1459396	0.04788024	0.3788223	0.7298379	0	0	47.4754	47.4754	0	0	0	0	0	0	43.06867	43.06867	0	0	0	0	0	0	12.89455	12.89455	0	0	0	0	0	0	11.52695	11.52695	0	0	0	0	0	0	33.58228	33.58228	0	0	0	0	0	0	10854	0.002833745	0.001034572	5.44538e+10	6.313831e+09	1.065404e+11	1.905094e-06	7.758362e-12	4.883406e-18	0.4224723	0.4224723	0.1595526	0.8313435	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-2.158803e-07	0	0	29143.39	77092.59	9402.905	
6036	1806	1e-05	0	1	4.99998e-06	7.75e+26	9.411904e+25	7.062181e+25	2.349723e+25	1.929202e+26	4.879607e+26	4.94e+25	5.99933e+24	4.501571e+24	1.497759e+24	1.229711e+25	3.110356e+25	0.6296268	45.41486	6.668002	5.003306	1.664696	13.21682	25.53004	0	6.084072e-07	1.303776	0.1914259	0.1436356	0.04779031	0.3794294	0.7329206	0	1.755605e-07	1.303776	0.1914259	0.1436356	0.04779031	0.3794403	0.7329099	0	0	47.52264	47.52264	0	0	0	0	0	0	43.11153	43.11153	0	0	0	0	0	0	12.90738	12.90738	0	0	0	0	0	0	11.53842	11.53842	0	0	0	0	0	0	33.61569	33.61569	0	0	0	0	0	0	10864.8	0.002827282	0.001028532	5.403669e+10	6.36257e+09	1.074566e+11	1.910482e-06	7.802309e-12	4.924957e-18	0.421611	0.421611	0.1596777	0.8293006	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-2.199486e-07	0	0	29143.38	77092.57	9402.903	
6042	1807	1e-05	0	1	4.999979e-06	7.75e+26	9.256432e+25	6.92105e+25	2.335382e+25	1.929185e+26	4.895172e+26	4.94e+25	5.900229e+24	4.411611e+24	1.488617e+24	1.2297e+25	3.120277e+25	0.6316351	45.46001	6.585197	4.923764	1.661434	13.23793	25.63684	0	3.762693e-05	1.305072	0.1890487	0.1413521	0.04769666	0.3800364	0.7359866	0	2.44899e-07	1.305072	0.1890487	0.1413521	0.04769666	0.3800473	0.735976	0	0	47.56987	47.56987	0	0	0	0	0	0	43.15438	43.15438	0	0	0	0	0	0	12.92021	12.92021	0	0	0	0	0	0	11.54989	11.54989	0	0	0	0	0	0	33.64911	33.64911	0	0	0	0	0	0	10875.6	0.002820709	0.001022391	5.362445e+10	6.411185e+09	1.083781e+11	1.915866e-06	7.846347e-12	4.966712e-18	0.420756	0.420756	0.159803	0.8272686	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-2.240886e-07	0	0	29143.38	77092.54	9402.901	
6048	1808	1e-05	0	1	4.999979e-06	7.75e+26	9.102441e+25	6.781624e+25	2.320818e+25	1.929075e+26	4.910681e+26	4.94e+25	5.802072e+24	4.322738e+24	1.479334e+24	1.22963e+25	3.130163e+25	0.6336362	45.50515	6.502989	4.844944	1.658044	13.25872	25.74344	0	0	1.306368	0.1866887	0.1390893	0.04759936	0.3806325	0.7390468	0	4.151596e-08	1.306368	0.1866887	0.1390893	0.04759936	0.3806431	0.7390362	0	0	47.61711	47.61711	0	0	0	0	0	0	43.19724	43.19724	0	0	0	0	0	0	12.93304	12.93304	0	0	0	0	0	0	11.56136	11.56136	0	0	0	0	0	0	33.68252	33.68252	0	0	0	0	0	0	10886.4	0.002814028	0.001016151	5.321699e+10	6.459665e+09	1.093048e+11	1.921246e-06	7.890476e-12	5.008671e-18	0.4199073	0.4199073	0.1599285	0.8252475	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-2.283017e-07	0	0	29143.37	77092.52	9402.899	
6054	1809	1e-05	0	1	4.999978e-06	7.75e+26	8.949946e+25	6.643909e+25	2.306036e+25	1.928872e+26	4.926134e+26	4.94e+25	5.704869e+24	4.234956e+24	1.469912e+24	1.2295e+25	3.140013e+25	0.6356302	45.5503	6.421386	4.766856	1.65453	13.27906	25.84982	0	2.741372e-05	1.307664	0.184346	0.1368476	0.04749846	0.3812168	0.7421008	0	3.769451e-07	1.307664	0.184346	0.1368476	0.04749846	0.3812276	0.7420904	0	0	47.66435	47.66435	0	0	0	0	0	0	43.24009	43.24009	0	0	0	0	0	0	12.94587	12.94587	0	0	0	0	0	0	11.57283	11.57283	0	0	0	0	0	0	33.71594	33.71594	0	0	0	0	0	0	10897.2	0.002807239	0.001009815	5.281424e+10	6.508002e+09	1.102368e+11	1.926622e-06	7.934695e-12	5.050834e-18	0.4190649	0.4190649	0.1600543	0.8232373	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-2.325889e-07	0	0	29143.36	77092.5	9402.897	
6060	1810	1e-05	0	1	4.999978e-06	7.75e+26	8.798957e+25	6.507915e+25	2.291042e+25	1.928574e+26	4.94153e+26	4.94e+25	5.608625e+24	4.148271e+24	1.460354e+24	1.229311e+25	3.149827e+25	0.6376168	45.59544	6.340399	4.689508	1.650891	13.29905	25.95599	0	0	1.30896	0.182021	0.134627	0.047394	0.3817902	0.7451487	0	7.697582e-08	1.30896	0.182021	0.134627	0.047394	0.3818006	0.7451384	0	0	47.71159	47.71159	0	0	0	0	0	0	43.28294	43.28294	0	0	0	0	0	0	12.9587	12.9587	0	0	0	0	0	0	11.5843	11.5843	0	0	0	0	0	0	33.74935	33.74935	0	0	0	0	0	0	10908	0.002800342	0.001003383	5.241615e+10	6.556184e+09	1.111741e+11	1.931993e-06	7.979005e-12	5.093201e-18	0.4182287	0.4182287	0.1601803	0.8212378	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-2.369515e-07	0	0	29143.35	77092.48	9402.894	
6066	1811	1e-05	0	1	4.999977e-06	7.75e+26	8.649487e+25	6.373648e+25	2.275839e+25	1.928182e+26	4.956869e+26	4.94e+25	5.51335e+24	4.062686e+24	1.450664e+24	1.229061e+25	3.159604e+25	0.639596	45.64058	6.260037	4.612906	1.647131	13.3186	26.06194	0	0	1.310256	0.179714	0.1324279	0.04728605	0.3823516	0.7481904	0	0	1.310256	0.179714	0.1324279	0.04728605	0.3823616	0.7481801	0	3.458995e-07	47.75883	47.75883	0	0	0	0	0	0	43.3258	43.3258	0	0	0	0	0	0	12.97153	12.97153	0	0	0	0	0	0	11.59577	11.59577	0	0	0	0	0	0	33.78277	33.78277	0	0	0	0	0	0	10918.8	0.002793338	0.0009968594	5.202263e+10	6.604203e+09	1.121168e+11	1.937361e-06	8.023405e-12	5.135773e-18	0.4173986	0.4173986	0.1603066	0.8192491	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-2.413908e-07	0	0	29143.34	77092.45	9402.892	
6072	1812	1e-05	0	1	4.999977e-06	7.75e+26	8.501546e+25	6.241113e+25	2.260433e+25	1.927695e+26	4.97215e+26	4.94e+25	5.41905e+24	3.978206e+24	1.440843e+24	1.22875e+25	3.169345e+25	0.6415678	45.68573	6.180311	4.53706	1.643251	13.33774	26.16767	0	7.255632e-06	1.311552	0.1774252	0.1302505	0.04717468	0.3829011	0.7512257	0	0	1.311552	0.1774252	0.1302505	0.04717468	0.3829112	0.7512155	0	1.836166e-07	47.80607	47.80607	0	0	0	0	0	0	43.36865	43.36865	0	0	0	0	0	0	12.98436	12.98436	0	0	0	0	0	0	11.60724	11.60724	0	0	0	0	0	0	33.81618	33.81618	0	0	0	0	0	0	10929.6	0.002786228	0.0009902449	5.163362e+10	6.65205e+09	1.130648e+11	1.942725e-06	8.067894e-12	5.178548e-18	0.4165746	0.4165746	0.1604331	0.817271	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-2.459079e-07	0	0	29143.33	77092.43	9402.89	
6078	1813	1e-05	0	1	4.999976e-06	7.75e+26	8.355145e+25	6.110317e+25	2.244828e+25	1.927113e+26	4.987373e+26	4.94e+25	5.325731e+24	3.894835e+24	1.430897e+24	1.228379e+25	3.179048e+25	0.6435319	45.73087	6.101228	4.461974	1.639254	13.35647	26.27318	0	0	1.312848	0.1751549	0.128095	0.04705993	0.3834386	0.7542545	0	0	1.312848	0.1751549	0.128095	0.04705993	0.3834488	0.7542444	0	0	47.85331	47.85331	0	0	0	0	0	0	43.41151	43.41151	0	0	0	0	0	0	12.9972	12.9972	0	0	0	0	0	0	11.6187	11.6187	0	0	0	0	0	0	33.8496	33.8496	0	0	0	0	0	0	10940.4	0.002779011	0.0009835418	5.124906e+10	6.699713e+09	1.140181e+11	1.948085e-06	8.112472e-12	5.221528e-18	0.4157566	0.4157566	0.1605598	0.8153036	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-2.505042e-07	0	0	29143.32	77092.4	9402.888	
