time,burnup_percent_fima,c,mb,md,Nb,Nd,Vb,Vd,Rb,Rd,nvb,nvd,generated,retained,q_gb,swelling_b,swelling_d,swelling_ig,p_b,p_d,p_b_eq,p_d_eq,lambda_d,nu_b,phi_b,phi_d,f_cap_step,cap_raw_step,capture_fraction_sum,capture_raw_sum,capture_bubbles_cumulative,max_f_cap_step,matrix_gas_percent,bulk_gas_percent,dislocation_gas_percent,qgb_gas_percent
0.0,0.0,0.0,0.0,0.0,0.0,3.2954375063456805e+19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2220000000000000.0,2220000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600.0,0.0005212111788895456,1.9384673317138704e+22,0.0,2.238268447069418e+22,0.0,3.2950844501854986e+19,0.0,7.394303339385772e-26,0.0,2.603771592692435e-09,0.0,1.827706006263842e+22,4.281784868782185e+22,4.176735778783288e+22,1.0504908999889707e+21,0.0,2.4364853953564763e-06,2.4364853953564763e-06,0.0,925995717.8155454,2220000000000000.0,852609348.0052161,1.0,0.0,0.0,0.0,7.91007794600722e-06,7.91007794600722e-06,7.91007794600722e-06,7.91007794600722e-06,0.0,7.91007794600722e-06,45.272413050149446,0.0,52.274192087236294,2.4533948626142648
7200.0,0.0010424223577790912,2.8319158466143167e+22,0.0,5.5056174614686976e+22,208951846786086.22,3.2945528025496195e+19,0.0,1.8533692810661298e-25,0.0,3.536913595307315e-09,0.0,4.881968394954905e+22,8.56356973756437e+22,8.337533308083013e+22,2.2603642948135672e+21,0.0,6.106022959095791e-06,6.106022959095791e-06,0.0,852735246.0228462,2220000000000000.0,627665884.4438379,1.0000060912402025,58042871212.98262,0.0,0.0014743282874404777,1.191447229340381e-05,1.191447229340381e-05,1.982455023941103e-05,1.982455023941103e-05,2489580651.228073,1.191447229340381e-05,33.06933829466032,0.0,64.29114995488543,2.6395117504542616
10800.0,0.0015636335366686367,3.2683374251462525e+22,57951243259138.836,9.217776186875868e+22,654898391085021.8,3.2938326868503233e+19,7.628580575717572e-30,3.3630869028311054e-25,1.2211950712619232e-10,4.314029992579418e-09,2399123721086.848,1.1098336092659553e+23,1.2845354606346555e+23,1.2486113617817244e+23,3.5924098852931167e+21,4.9959451452998866e-15,1.1077445569263312e-05,1.1077445574259256e-05,18264730043.09197,628017045.4270152,18178913854.491413,514600038.4370604,1.0000152652251753,123877548488.30557,0.0,0.0005987567173421802,1.9285457952091612e-05,1.9285457952091612e-05,3.911000819150264e-05,3.911000819150264e-05,15119839615.718893,1.9285457952091612e-05,25.443730634975633,4.5114553108955546e-08,71.75960858504914,2.796660734860679
14400.0,0.0020848447155581823,3.5011977274332866e+22,362621225842311.5,1.3128553837340861e+23,1248873775973890.5,3.293005589013322e+19,2.5033313616357515e-29,5.0983205244861545e-25,1.8147211896346737e-10,4.955789395881748e-09,15083024446187.58,1.926956021312977e+23,1.712713947512874e+23,1.662975160103627e+23,4.973878740924701e+21,3.1263448901199016e-14,1.6788797981714238e-05,1.6788798012977685e-05,18178913854.49148,515167232.1656287,12233284168.830994,447960924.6197621,1.0000276941661268,165000662814.92145,0.0,0.00035746258555185214,2.162000804311482e-05,2.162000804311482e-05,6.073001623461746e-05,6.073001623461746e-05,42121084464.24038,2.162000804311482e-05,20.44239630626917,2.1172316974991284e-07,76.65351155927442,2.9040919227332407
18000.0,0.0026060558944477276,3.642995754401187e+22,1063253128838511.8,1.7127377916360197e+23,1930488263306771.5,3.292107807450342e+19,4.780992375791941e-29,6.983320603482806e-25,2.251523481292208e-10,5.503738493930102e-09,65719878235892.42,2.886080806849783e+23,2.1408924343910927e+23,2.0770373777086696e+23,6.385505668242306e+21,9.2296496684255e-14,2.298984428065458e-05,2.298984437295108e-05,12233284168.831362,448730447.76272213,9859990439.56621,403362187.80168563,1.0000419732633743,189349948178.57318,0.0,0.0002508906780006291,2.3478539938893534e-05,2.3478539938893534e-05,8.420855617351099e-05,8.420855617351099e-05,87447194446.73712,2.3478539938893534e-05,17.016248438643853,4.966401449033657e-07,80.00111374690117,2.9826373178148278
21600.0,0.0031272670733372733,3.743732846640539e+22,2278245694320800.5,2.1165117272653236e+23,2668413963926294.0,3.291157710707727e+19,7.448435008557397e-29,8.979827411238459e-25,2.610109983409121e-10,5.98493989803012e-09,174713799814056.62,3.958183187922246e+23,2.5690709212693114e+23,2.4908850347118345e+23,7.818588655747691e+21,1.9875507986232023e-13,2.9554028225322062e-05,2.955402842407714e-05,9859990439.567091,404322522.62672144,8505388715.844113,370931043.2224541,1.0000574769891848,204997821100.8619,0.0,0.00019225013494186504,2.490381533283826e-05,2.490381533283826e-05,0.00010911237150634925,0.00010911237150634925,153902538027.5289,2.490381533283826e-05,14.572321906904996,8.867975093483127e-07,82.38432461100024,3.0433525952972635
25200.0,0.0036484782522268186,3.825605704097331e+22,4101704577339239.0,2.5219975882427912e+23,3447694879423888.5,3.2901656131369517e+19,1.0421395733567227e-28,1.1066418216136993e-24,2.919302457142178e-10,6.416617575382788e-09,364647596702110.3,5.125301426599197e+23,2.99724940814753e+23,2.9045581996695697e+23,9.269120847796031e+21,3.592979270706969e-13,3.64103486753263e-05,3.641034903462423e-05,8505388715.845737,372073208.90343416,7604556336.972522,345976672.8995945,1.0000738890012266,216491881326.05765,0.0,0.0001555233320995779,2.6062322063418627e-05,2.6062322063418627e-05,0.00013517469356976787,0.00013517469356976787,243759814240.74594,2.6062322063418627e-05,12.763721609880212,1.36848957787411e-06,84.14373463173118,3.092542389899035
28800.0,0.004169689431116365,3.898496417110709e+22,6613006305774011.0,2.9282263022600853e+23,3298376138708337.0,3.289137807053688e+19,1.7624296132881128e-28,1.323007689395093e-24,3.4780919352753335e-10,6.8101694744127416e-09,657549118748689.0,6.375447544360126e+23,3.425427895025749e+23,3.318076010101219e+23,1.0735188492452962e+22,5.813155782622473e-13,4.351554610212143e-05,4.351554668343701e-05,7604556336.975371,347293860.06576955,6382810004.199213,325983076.9764267,1.0000910318377367,226064478705.64917,5.2716265376696745,0.00013047573539543429,2.900007948003266e-05,2.900007948003266e-05,0.00016417477304980053,0.00016417477304980053,339415758448.3157,2.900007948003266e-05,11.381049423845496,1.9305635699928523e-06,85.48497857778068,3.1339700678102482
32400.0,0.00469090061000591,3.966836919674419e+22,9216998126034146.0,3.3347644156243144e+23,3927566156663235.5,3.2880784539819954e+19,2.075952602068304e-28,1.546223943780801e-24,3.6731861778779617e-10,7.173447567553364e-09,1091894622163356.2,7.700105322100354e+23,3.8536063819039674e+23,3.7314481997617375e+23,1.221581821422299e+22,8.153441182720451e-13,5.08410563457672e-05,5.084105716111132e-05,6382810004.203957,327470089.1103663,6043799286.216735,309474625.5679641,1.0001087973870446,234761131273.06677,0.9950962769485302,0.00011233787836949848,2.774121205205042e-05,2.774121205205042e-05,0.00019191598510185094,0.00019191598510185094,448374226688.7395,2.900007948003266e-05,10.293830055664655,2.3917850482384416e-06,86.53619713948817,3.1699704130621327
