# Region      : all 
# Cells       : 80000
# Volume      : 3.128689e+00
# Time        	weightedVolAverage(C)	weightedVolAverage(T)
6.74e+06      	2.419923e+00	2.145000e+03
6.75e+06      	2.419923e+00	2.145000e+03
6.76e+06      	2.419923e+00	2.145000e+03
6.77e+06      	2.419923e+00	2.145000e+03
6.78e+06      	2.419923e+00	2.145000e+03
6.79e+06      	2.419923e+00	2.145000e+03
6.8e+06       	2.419923e+00	2.145000e+03
6.81e+06      	2.419923e+00	2.145000e+03
6.82e+06      	2.419923e+00	2.145000e+03
6.83e+06      	2.419923e+00	2.145000e+03
6.84e+06      	2.419923e+00	2.145000e+03
6.85e+06      	2.419923e+00	2.145000e+03
6.86e+06      	2.419923e+00	2.145000e+03
6.87e+06      	2.419923e+00	2.145000e+03
6.88e+06      	2.419923e+00	2.145000e+03
6.89e+06      	2.419923e+00	2.145000e+03
6.9e+06       	2.419923e+00	2.145000e+03
6.91e+06      	2.419923e+00	2.145000e+03
6.92e+06      	2.419923e+00	2.145000e+03
6.93e+06      	2.419923e+00	2.145000e+03
6.94e+06      	2.419923e+00	2.145000e+03
6.95e+06      	2.419923e+00	2.145000e+03
6.96e+06      	2.419923e+00	2.145000e+03
6.97e+06      	2.419923e+00	2.145000e+03
6.98e+06      	2.419923e+00	2.145000e+03
6.99e+06      	2.419923e+00	2.145000e+03
7e+06         	2.419923e+00	2.145000e+03
7.01e+06      	2.419923e+00	2.145000e+03
7.02e+06      	2.419923e+00	2.145000e+03
7.03e+06      	2.419923e+00	2.145000e+03
7.04e+06      	2.419923e+00	2.145000e+03
7.05e+06      	2.419923e+00	2.145000e+03
7.06e+06      	2.419923e+00	2.145000e+03
7.07e+06      	2.419923e+00	2.145000e+03
7.08e+06      	2.419923e+00	2.145000e+03
7.09e+06      	2.419923e+00	2.145000e+03
7.1e+06       	2.419923e+00	2.145000e+03
7.11e+06      	2.419923e+00	2.145000e+03
7.12e+06      	2.419923e+00	2.145000e+03
7.13e+06      	2.419923e+00	2.145000e+03
7.14e+06      	2.419923e+00	2.145000e+03
7.15e+06      	2.419923e+00	2.145000e+03
7.16e+06      	2.419923e+00	2.145000e+03
7.17e+06      	2.419923e+00	2.145000e+03
7.18e+06      	2.419923e+00	2.145000e+03
7.19e+06      	2.419923e+00	2.145000e+03
7.2e+06       	2.419923e+00	2.145000e+03
7.21e+06      	2.419923e+00	2.145000e+03
7.22e+06      	2.419923e+00	2.145000e+03
7.23e+06      	2.419923e+00	2.145000e+03
7.24e+06      	2.419923e+00	2.145000e+03
7.25e+06      	2.419923e+00	2.145000e+03
7.26e+06      	2.419923e+00	2.145000e+03
7.27e+06      	2.419923e+00	2.145000e+03
7.28e+06      	2.419923e+00	2.145000e+03
7.29e+06      	2.419923e+00	2.145000e+03
7.3e+06       	2.419923e+00	2.145000e+03
7.31e+06      	2.419923e+00	2.145000e+03
7.32e+06      	2.419923e+00	2.145000e+03
7.33e+06      	2.419923e+00	2.145000e+03
7.34e+06      	2.419923e+00	2.145000e+03
7.35e+06      	2.419923e+00	2.145000e+03
7.36e+06      	2.419923e+00	2.145000e+03
7.37e+06      	2.419923e+00	2.145000e+03
7.38e+06      	2.419923e+00	2.145000e+03
7.39e+06      	2.419923e+00	2.145000e+03
7.4e+06       	2.419923e+00	2.145000e+03
7.41e+06      	2.419923e+00	2.145000e+03
7.42e+06      	2.419923e+00	2.145000e+03
7.43e+06      	2.419923e+00	2.145000e+03
7.44e+06      	2.419923e+00	2.145000e+03
7.45e+06      	2.419923e+00	2.145000e+03
7.46e+06      	2.419923e+00	2.145000e+03
7.47e+06      	2.419923e+00	2.145000e+03
7.48e+06      	2.419923e+00	2.145000e+03
7.49e+06      	2.419923e+00	2.145000e+03
7.5e+06       	2.419923e+00	2.145000e+03
7.51e+06      	2.419923e+00	2.145000e+03
7.52e+06      	2.419923e+00	2.145000e+03
7.53e+06      	2.419923e+00	2.145000e+03
7.54e+06      	2.419923e+00	2.145000e+03
7.55e+06      	2.419923e+00	2.145000e+03
7.56e+06      	2.419923e+00	2.145000e+03
7.57e+06      	2.419923e+00	2.145000e+03
7.58e+06      	2.419923e+00	2.145000e+03
7.59e+06      	2.419923e+00	2.145000e+03
7.6e+06       	2.419923e+00	2.145000e+03
7.61e+06      	2.419923e+00	2.145000e+03
7.62e+06      	2.419923e+00	2.145000e+03
7.63e+06      	2.419923e+00	2.145000e+03
7.64e+06      	2.419923e+00	2.145000e+03
7.65e+06      	2.419923e+00	2.145000e+03
7.66e+06      	2.419923e+00	2.145000e+03
7.67e+06      	2.419923e+00	2.145000e+03
7.68e+06      	2.419923e+00	2.145000e+03
7.69e+06      	2.419923e+00	2.145000e+03
7.7e+06       	2.419923e+00	2.145000e+03
7.71e+06      	2.419923e+00	2.145000e+03
7.72e+06      	2.419923e+00	2.145000e+03
7.73e+06      	2.419923e+00	2.145000e+03
7.74e+06      	2.419923e+00	2.145000e+03
7.75e+06      	2.419923e+00	2.145000e+03
7.76e+06      	2.419923e+00	2.145000e+03
7.77e+06      	2.419923e+00	2.145000e+03
7.78e+06      	2.419923e+00	2.145000e+03
7.79e+06      	2.419923e+00	2.145000e+03
7.8e+06       	2.419923e+00	2.145000e+03
7.81e+06      	2.419923e+00	2.145000e+03
7.82e+06      	2.419923e+00	2.145000e+03
7.83e+06      	2.419923e+00	2.145000e+03
7.84e+06      	2.419923e+00	2.145000e+03
7.85e+06      	2.419923e+00	2.145000e+03
7.86e+06      	2.419923e+00	2.145000e+03
7.87e+06      	2.419923e+00	2.145000e+03
7.88e+06      	2.419923e+00	2.145000e+03
7.89e+06      	2.419923e+00	2.145000e+03
7.9e+06       	2.419923e+00	2.145000e+03
7.91e+06      	2.419923e+00	2.145000e+03
7.92e+06      	2.419923e+00	2.145000e+03
7.93e+06      	2.419923e+00	2.145000e+03
7.94e+06      	2.419923e+00	2.145000e+03
7.95e+06      	2.419923e+00	2.145000e+03
7.96e+06      	2.419923e+00	2.145000e+03
7.97e+06      	2.419923e+00	2.145000e+03
7.98e+06      	2.419923e+00	2.145000e+03
7.99e+06      	2.419923e+00	2.145000e+03
8e+06         	2.419923e+00	2.145000e+03
8.01e+06      	2.419923e+00	2.145000e+03
8.02e+06      	2.419923e+00	2.145000e+03
8.03e+06      	2.419923e+00	2.145000e+03
8.04e+06      	2.419923e+00	2.145000e+03
8.05e+06      	2.419923e+00	2.145000e+03
8.06e+06      	2.419923e+00	2.145000e+03
8.07e+06      	2.419923e+00	2.145000e+03
8.08e+06      	2.419923e+00	2.145000e+03
8.09e+06      	2.419923e+00	2.145000e+03
8.1e+06       	2.419923e+00	2.145000e+03
8.11e+06      	2.419923e+00	2.145000e+03
8.12e+06      	2.419923e+00	2.145000e+03
8.13e+06      	2.419923e+00	2.145000e+03
8.14e+06      	2.419923e+00	2.145000e+03
8.15e+06      	2.419923e+00	2.145000e+03
8.16e+06      	2.419923e+00	2.145000e+03
8.17e+06      	2.419923e+00	2.145000e+03
8.18e+06      	2.419923e+00	2.145000e+03
8.19e+06      	2.419923e+00	2.145000e+03
8.2e+06       	2.419923e+00	2.145000e+03
8.21e+06      	2.419923e+00	2.145000e+03
8.22e+06      	2.419923e+00	2.145000e+03
8.23e+06      	2.419923e+00	2.145000e+03
8.24e+06      	2.419923e+00	2.145000e+03
8.25e+06      	2.419923e+00	2.145000e+03
8.26e+06      	2.419923e+00	2.145000e+03
8.27e+06      	2.419923e+00	2.145000e+03
8.28e+06      	2.419923e+00	2.145000e+03
8.29e+06      	2.419923e+00	2.145000e+03
8.3e+06       	2.419923e+00	2.145000e+03
8.31e+06      	2.419923e+00	2.145000e+03
8.32e+06      	2.419923e+00	2.145000e+03
8.33e+06      	2.419923e+00	2.145000e+03
8.34e+06      	2.419923e+00	2.145000e+03
8.35e+06      	2.419923e+00	2.145000e+03
8.36e+06      	2.419923e+00	2.145000e+03
8.37e+06      	2.419923e+00	2.145000e+03
8.38e+06      	2.419923e+00	2.145000e+03
8.39e+06      	2.419923e+00	2.145000e+03
8.4e+06       	2.419923e+00	2.145000e+03
8.41e+06      	2.419923e+00	2.145000e+03
8.42e+06      	2.419923e+00	2.145000e+03
8.43e+06      	2.419923e+00	2.145000e+03
8.44e+06      	2.419923e+00	2.145000e+03
8.45e+06      	2.419923e+00	2.145000e+03
8.46e+06      	2.419923e+00	2.145000e+03
8.47e+06      	2.419923e+00	2.145000e+03
8.48e+06      	2.419923e+00	2.145000e+03
8.49e+06      	2.419923e+00	2.145000e+03
8.5e+06       	2.419923e+00	2.145000e+03
8.51e+06      	2.419923e+00	2.145000e+03
8.52e+06      	2.419923e+00	2.145000e+03
8.53e+06      	2.419923e+00	2.145000e+03
8.54e+06      	2.419923e+00	2.145000e+03
8.55e+06      	2.419923e+00	2.145000e+03
8.56e+06      	2.419923e+00	2.145000e+03
8.57e+06      	2.419923e+00	2.145000e+03
8.58e+06      	2.419923e+00	2.145000e+03
8.59e+06      	2.419923e+00	2.145000e+03
8.6e+06       	2.419923e+00	2.145000e+03
8.61e+06      	2.419923e+00	2.145000e+03
8.62e+06      	2.419923e+00	2.145000e+03
8.63e+06      	2.419923e+00	2.145000e+03
8.64e+06      	2.419923e+00	2.145000e+03
8.65e+06      	2.419923e+00	2.145000e+03
8.66e+06      	2.419923e+00	2.145000e+03
8.67e+06      	2.419923e+00	2.145000e+03
8.68e+06      	2.419923e+00	2.145000e+03
8.69e+06      	2.419923e+00	2.145000e+03
8.7e+06       	2.419923e+00	2.145000e+03
8.71e+06      	2.419923e+00	2.145000e+03
8.72e+06      	2.419923e+00	2.145000e+03
8.73e+06      	2.419923e+00	2.145000e+03
8.74e+06      	2.419923e+00	2.145000e+03
8.75e+06      	2.419923e+00	2.145000e+03
8.76e+06      	2.419923e+00	2.145000e+03
8.77e+06      	2.419923e+00	2.145000e+03
8.78e+06      	2.419923e+00	2.145000e+03
8.79e+06      	2.419923e+00	2.145000e+03
8.8e+06       	2.419923e+00	2.145000e+03
8.81e+06      	2.419923e+00	2.145000e+03
8.82e+06      	2.419923e+00	2.145000e+03
8.83e+06      	2.419923e+00	2.145000e+03
8.84e+06      	2.419923e+00	2.145000e+03
8.85e+06      	2.419923e+00	2.145000e+03
8.86e+06      	2.419923e+00	2.145000e+03
8.87e+06      	2.419923e+00	2.145000e+03
8.88e+06      	2.419923e+00	2.145000e+03
8.89e+06      	2.419923e+00	2.145000e+03
8.9e+06       	2.419923e+00	2.145000e+03
8.91e+06      	2.419923e+00	2.145000e+03
8.92e+06      	2.419923e+00	2.145000e+03
8.93e+06      	2.419923e+00	2.145000e+03
8.94e+06      	2.419923e+00	2.145000e+03
8.95e+06      	2.419923e+00	2.145000e+03
8.96e+06      	2.419923e+00	2.145000e+03
8.97e+06      	2.419923e+00	2.145000e+03
8.98e+06      	2.419923e+00	2.145000e+03
8.99e+06      	2.419923e+00	2.145000e+03
9e+06         	2.419923e+00	2.145000e+03
9.01e+06      	2.419923e+00	2.145000e+03
9.02e+06      	2.419923e+00	2.145000e+03
9.03e+06      	2.419923e+00	2.145000e+03
9.04e+06      	2.419923e+00	2.145000e+03
9.05e+06      	2.419923e+00	2.145000e+03
9.06e+06      	2.419923e+00	2.145000e+03
9.07e+06      	2.419923e+00	2.145000e+03
9.08e+06      	2.419923e+00	2.145000e+03
9.09e+06      	2.419923e+00	2.145000e+03
9.1e+06       	2.419923e+00	2.145000e+03
9.11e+06      	2.419923e+00	2.145000e+03
9.12e+06      	2.419923e+00	2.145000e+03
9.13e+06      	2.419923e+00	2.145000e+03
9.14e+06      	2.419923e+00	2.145000e+03
9.15e+06      	2.419923e+00	2.145000e+03
9.16e+06      	2.419923e+00	2.145000e+03
9.17e+06      	2.419923e+00	2.145000e+03
9.18e+06      	2.419923e+00	2.145000e+03
9.19e+06      	2.419923e+00	2.145000e+03
9.2e+06       	2.419923e+00	2.145000e+03
9.21e+06      	2.419923e+00	2.145000e+03
9.22e+06      	2.419923e+00	2.145000e+03
9.23e+06      	2.419923e+00	2.145000e+03
9.24e+06      	2.419923e+00	2.145000e+03
9.25e+06      	2.419923e+00	2.145000e+03
9.26e+06      	2.419923e+00	2.145000e+03
9.27e+06      	2.419923e+00	2.145000e+03
9.28e+06      	2.419923e+00	2.145000e+03
9.29e+06      	2.419923e+00	2.145000e+03
9.3e+06       	2.419923e+00	2.145000e+03
9.31e+06      	2.419923e+00	2.145000e+03
9.32e+06      	2.419923e+00	2.145000e+03
9.33e+06      	2.419923e+00	2.145000e+03
9.34e+06      	2.419923e+00	2.145000e+03
9.35e+06      	2.419923e+00	2.145000e+03
9.36e+06      	2.419923e+00	2.145000e+03
9.37e+06      	2.419923e+00	2.145000e+03
9.38e+06      	2.419923e+00	2.145000e+03
9.39e+06      	2.419923e+00	2.145000e+03
9.4e+06       	2.419923e+00	2.145000e+03
9.41e+06      	2.419923e+00	2.145000e+03
9.42e+06      	2.419923e+00	2.145000e+03
9.43e+06      	2.419923e+00	2.145000e+03
9.44e+06      	2.419923e+00	2.145000e+03
9.45e+06      	2.419923e+00	2.145000e+03
9.46e+06      	2.419923e+00	2.145000e+03
9.47e+06      	2.419923e+00	2.145000e+03
9.48e+06      	2.419923e+00	2.145000e+03
9.49e+06      	2.419923e+00	2.145000e+03
9.5e+06       	2.419923e+00	2.145000e+03
9.51e+06      	2.419923e+00	2.145000e+03
9.52e+06      	2.419923e+00	2.145000e+03
9.53e+06      	2.419923e+00	2.145000e+03
9.54e+06      	2.419923e+00	2.145000e+03
9.55e+06      	2.419923e+00	2.145000e+03
9.56e+06      	2.419923e+00	2.145000e+03
9.57e+06      	2.419923e+00	2.145000e+03
9.58e+06      	2.419923e+00	2.145000e+03
9.59e+06      	2.419923e+00	2.145000e+03
9.6e+06       	2.419923e+00	2.145000e+03
9.61e+06      	2.419923e+00	2.145000e+03
9.62e+06      	2.419923e+00	2.145000e+03
9.63e+06      	2.419923e+00	2.145000e+03
9.64e+06      	2.419923e+00	2.145000e+03
9.65e+06      	2.419923e+00	2.145000e+03
9.66e+06      	2.419923e+00	2.145000e+03
9.67e+06      	2.419923e+00	2.145000e+03
9.68e+06      	2.419923e+00	2.145000e+03
9.69e+06      	2.419923e+00	2.145000e+03
9.7e+06       	2.419923e+00	2.145000e+03
9.71e+06      	2.419923e+00	2.145000e+03
9.72e+06      	2.419923e+00	2.145000e+03
9.73e+06      	2.419923e+00	2.145000e+03
9.74e+06      	2.419923e+00	2.145000e+03
9.75e+06      	2.419923e+00	2.145000e+03
9.76e+06      	2.419923e+00	2.145000e+03
9.77e+06      	2.419923e+00	2.145000e+03
9.78e+06      	2.419923e+00	2.145000e+03
9.79e+06      	2.419923e+00	2.145000e+03
9.8e+06       	2.419923e+00	2.145000e+03
9.81e+06      	2.419923e+00	2.145000e+03
9.82e+06      	2.419923e+00	2.145000e+03
9.83e+06      	2.419923e+00	2.145000e+03
9.84e+06      	2.419923e+00	2.145000e+03
9.85e+06      	2.419923e+00	2.145000e+03
9.86e+06      	2.419923e+00	2.145000e+03
9.87e+06      	2.419923e+00	2.145000e+03
9.88e+06      	2.419923e+00	2.145000e+03
9.89e+06      	2.419923e+00	2.145000e+03
9.9e+06       	2.419923e+00	2.145000e+03
9.91e+06      	2.419923e+00	2.145000e+03
9.92e+06      	2.419923e+00	2.145000e+03
9.93e+06      	2.419923e+00	2.145000e+03
9.94e+06      	2.419923e+00	2.145000e+03
9.95e+06      	2.419923e+00	2.145000e+03
9.96e+06      	2.419923e+00	2.145000e+03
9.97e+06      	2.419923e+00	2.145000e+03
9.98e+06      	2.419923e+00	2.145000e+03
9.99e+06      	2.419923e+00	2.145000e+03
1e+07         	2.419923e+00	2.145000e+03
