source	case	temperature	pu_m_percent	om	exp_mu	sci_mu	residual
Ewart1979a	Ewart1979a/T_1100K_q_30	1100.0	30.0	1.994	-574.0	-513.5845	60.41549999999995
Ewart1979a	Ewart1979a/T_1100K_q_30	1100.0	30.0	1.995	-565.0	-507.0042	57.995799999999974
Ewart1979a	Ewart1979a/T_1100K_q_30	1100.0	30.0	1.995	-561.0	-507.0042	53.995799999999974
Ewart1979a	Ewart1979a/T_1100K_q_30	1100.0	30.0	1.996	-557.0	-498.9907	58.009299999999996
Ewart1979a	Ewart1979a/T_1100K_q_30	1100.0	30.0	1.996	-557.0	-498.9907	58.009299999999996
Ewart1979a	Ewart1979a/T_1100K_q_30	1100.0	30.0	1.997	-548.0	-488.7489	59.25110000000001
Ewart1979a	Ewart1979a/T_1100K_q_30	1100.0	30.0	1.997	-548.0	-488.7489	59.25110000000001
Ewart1979a	Ewart1979a/T_1100K_q_30	1100.0	30.0	1.999	-519.0	-451.3177	67.6823
Ewart1979b	Ewart1979b/T_1273K_q_25	1273.0	25.0	1.989	-548.0	-519.9996	28.000400000000013
Ewart1979b	Ewart1979b/T_1273K_q_25	1273.0	25.0	1.99	-544.0	-516.0022	27.997799999999984
Ewart1979b	Ewart1979b/T_1273K_q_25	1273.0	25.0	1.992	-532.0	-506.6691	25.330899999999986
Ewart1979b	Ewart1979b/T_1273K_q_25	1273.0	25.0	1.993	-519.0	-501.1055	17.894499999999994
Ewart1979b	Ewart1979b/T_1273K_q_25	1273.0	25.0	1.993	-523.0	-501.1055	21.894499999999994
Ewart1979b	Ewart1979b/T_1273K_q_25	1273.0	25.0	1.993	-523.0	-501.1055	21.894499999999994
Ewart1979b	Ewart1979b/T_1273K_q_25	1273.0	25.0	1.995	-498.0	-487.1852	10.814799999999991
Ewart1979b	Ewart1979b/T_1273K_q_25	1273.0	25.0	1.996	-502.0	-478.0591	23.9409
Ewart1979b	Ewart1979b/T_1273K_q_25	1273.0	25.0	1.996	-498.0	-478.0591	19.9409
Ewart1979b	Ewart1979b/T_1273K_q_25	1273.0	25.0	1.996	-498.0	-478.0591	19.9409
Ewart1979b	Ewart1979b/T_1273K_q_25	1273.0	25.0	1.997	-486.0	-466.4662	19.533799999999985
Ewart1979b	Ewart1979b/T_1273K_q_25	1273.0	25.0	1.999	-446.0	-425.2272	20.772800000000018
Ewart1984	Ewart1984/T_1007K_q_20	1007.0	20.0	1.996	-614.0	-542.1154	71.88459999999998
Ewart1984	Ewart1984/T_1063K_q_20	1063.0	20.0	1.998	-544.0	-509.0228	34.97719999999998
Ewart1984	Ewart1984/T_1099K_q_20	1099.0	20.0	1.992	-623.0	-552.8063	70.19370000000004
Ewart1984	Ewart1984/T_1099K_q_20	1099.0	20.0	1.995	-596.0	-535.6324	60.36760000000004
Ewart1984	Ewart1984/T_1100K_q_20	1100.0	20.0	1.995	-600.0	-535.4669	64.53309999999999
Ewart1984	Ewart1984/T_1101K_q_20	1101.0	20.0	1.994	-611.0	-541.9748	69.02520000000004
Ewart1984	Ewart1984/T_1101K_q_20	1101.0	20.0	1.996	-590.0	-527.1342	62.865800000000036
Ewart1984	Ewart1984/T_1122K_q_20	1122.0	20.0	1.998	-533.0	-497.6063	35.393700000000024
Ewart1984	Ewart1984/T_1169K_q_20	1169.0	20.0	1.952	-667.0	-611.5238	55.47619999999995
Ewart1984	Ewart1984/T_1179K_q_20	1179.0	20.0	1.996	-564.0	-512.8298	51.17020000000002
Ewart1984	Ewart1984/T_1189K_q_20	1189.0	20.0	1.952	-659.0	-609.3103	49.689700000000016
Ewart1984	Ewart1984/T_1194K_q_20	1194.0	20.0	1.995	-572.0	-518.7562	53.243799999999965
Ewart1984	Ewart1984/T_1195K_q_20	1195.0	20.0	1.992	-591.0	-537.2269	53.7731
Ewart1984	Ewart1984/T_1195K_q_20	1195.0	20.0	1.994	-581.0	-525.8037	55.19629999999995
Ewart1984	Ewart1984/T_1203K_q_20	1203.0	20.0	1.998	-514.0	-480.5235	33.47649999999999
Ewart1984	Ewart1984/T_1204K_q_20	1204.0	20.0	1.995	-571.0	-516.8542	54.14580000000001
Ewart1984	Ewart1984/T_1248K_q_20	1248.0	20.0	1.952	-640.0	-602.2519	37.74810000000002
Ewart1984	Ewart1984/T_1258K_q_20	1258.0	20.0	1.996	-535.0	-496.9215	38.07850000000002
Ewart1984	Ewart1984/T_1260K_q_20	1260.0	20.0	1.992	-565.0	-525.4623	39.53769999999997
Ewart1984	Ewart1984/T_1261K_q_20	1261.0	20.0	1.994	-557.0	-513.2348	43.76520000000005
Ewart1984	Ewart1984/T_1263K_q_20	1263.0	20.0	1.995	-545.0	-505.2056	39.794399999999996
Ewart1984	Ewart1984/T_1263K_q_20	1263.0	20.0	1.998	-500.0	-467.0361	32.963900000000024
Ewart1984	Ewart1984/T_1266K_q_20	1266.0	20.0	1.952	-640.0	-599.9509	40.04909999999995
Ewart1984	Ewart1984/T_1267K_q_20	1267.0	20.0	1.952	-632.0	-599.8211	32.1789
Ewart1984	Ewart1984/T_1273K_q_20	1273.0	20.0	1.995	-547.0	-503.1638	43.83620000000002
Ewart1984	Ewart1984/T_1293K_q_20	1293.0	20.0	1.952	-655.0	-596.3782	58.62180000000001
Ewart1984	Ewart1984/T_1295K_q_20	1295.0	20.0	1.994	-544.0	-506.425	37.57499999999999
Ewart1984	Ewart1984/T_1325K_q_20	1325.0	20.0	1.952	-622.0	-591.9646	30.03539999999998
Ewart1984	Ewart1984/T_1404K_q_20	1404.0	20.0	1.952	-589.0	-580.3032	8.696800000000053
Johnson1973	Johnson1973/T_1723K_q_20	1723.0	20.0	1.988	-366.0	-447.7767	-81.7767
Johnson1973	Johnson1973/T_1908K_q_20	1908.0	20.0	2.0	-317.0	-305.7507	11.249300000000005
Johnson1973	Johnson1973/T_1943K_q_20	1943.0	20.0	1.998	-308.0	-349.7743	-41.77429999999998
Johnson1973	Johnson1973/T_1998K_q_20	1998.0	20.0	2.0	-316.0	-300.5424	15.457600000000014
Johnson1973	Johnson1973/T_2028K_q_20	2028.0	20.0	1.998	-309.0	-337.8985	-28.898500000000013
Johnson1973	Johnson1973/T_2043K_q_20	2043.0	20.0	1.988	-340.0	-394.5837	-54.58370000000002
Johnson1973	Johnson1973/T_2048K_q_20	2048.0	20.0	2.0	-343.0	-297.5407	45.459299999999985
Johnson1973	Johnson1973/T_2053K_q_20	2053.0	20.0	2.0	-333.0	-297.2366	35.76339999999999
Johnson1973	Johnson1973/T_2118K_q_20	2118.0	20.0	1.998	-299.0	-325.8593	-26.85930000000002
Johnson1973	Johnson1973/T_2178K_q_20	2178.0	20.0	1.988	-324.0	-375.8562	-51.8562
Johnson1973	Johnson1973/T_2205K_q_20	2205.0	20.0	2.0	-304.0	-287.6719	16.328100000000006
Johnson1973	Johnson1973/T_2213K_q_20	2213.0	20.0	2.0	-312.0	-287.1526	24.847399999999993
Johnson1973	Johnson1973/T_2238K_q_20	2238.0	20.0	1.998	-280.0	-310.9223	-30.922300000000007
Johnson1973	Johnson1973/T_2293K_q_20	2293.0	20.0	1.998	-268.0	-304.5229	-36.52289999999999
Johnson1973	Johnson1973/T_2293K_q_20	2293.0	20.0	2.0	-304.0	-281.8791	22.120900000000006
Johnson1973	Johnson1973/T_2338K_q_20	2338.0	20.0	1.998	-254.0	-299.4834	-45.48340000000002
Johnson1973	Johnson1973/T_2353K_q_20	2353.0	20.0	1.998	-252.0	-297.8405	-45.84050000000002
Johnson1973	Johnson1973/T_2358K_q_20	2358.0	20.0	2.0	-297.0	-277.4937	19.50630000000001
Johnson1973	Johnson1973/T_2363K_q_20	2363.0	20.0	1.998	-244.0	-296.7551	-52.75510000000003
Johnson1973	Johnson1973/T_2373K_q_20	2373.0	20.0	1.988	-307.0	-348.9218	-41.92180000000002
Johnson1973	Johnson1973/T_2443K_q_20	2443.0	20.0	2.0	-301.0	-271.6339	29.366100000000017
Johnson1973	Johnson1973/T_2443K_q_20	2443.0	20.0	2.0	-301.0	-271.6339	29.366100000000017
Johnson1973	Johnson1973/T_2458K_q_20	2458.0	20.0	2.0	-275.0	-270.5859	4.414100000000019
Johnson1973	Johnson1973/T_2463K_q_20	2463.0	20.0	1.988	-296.0	-336.5077	-40.5077
Johnson1973	Johnson1973/T_2468K_q_20	2468.0	20.0	1.988	-297.0	-335.82	-38.81999999999999
Johnson1973	Johnson1973/T_2468K_q_20	2468.0	20.0	2.0	-293.0	-269.8851	23.114899999999977
Johnson1973	Johnson1973/T_2498K_q_20	2498.0	20.0	2.0	-267.0	-267.7722	-0.772199999999998
Johnson1973	Johnson1973/T_2513K_q_20	2513.0	20.0	2.0	-257.0	-266.7099	-9.709900000000005
Johnson1973	Johnson1973/T_2588K_q_20	2588.0	20.0	2.0	-288.0	-261.3436	26.65640000000002
Johnson1973	Johnson1973/T_2608K_q_20	2608.0	20.0	2.0	-288.0	-259.8977	28.102300000000014
Johnson1973	Johnson1973/T_2628K_q_20	2628.0	20.0	2.0	-284.0	-258.4456	25.554399999999987
Johnson1973	Johnson1973/T_2703K_q_20	2703.0	20.0	1.988	-263.0	-304.0583	-41.058299999999974
Johnson1973	Johnson1973/T_2715K_q_20	2715.0	20.0	2.0	-274.0	-252.0618	21.938199999999995
Johnson1973	Johnson1973/T_2738K_q_20	2738.0	20.0	2.0	-270.0	-250.3566	19.643400000000014
Johnson1973	Johnson1973/T_2753K_q_20	2753.0	20.0	2.0	-273.0	-249.2407	23.759299999999996
Johnson1973	Johnson1973/T_2773K_q_20	2773.0	20.0	1.988	-257.0	-294.9203	-37.9203
Johnson1973	Johnson1973/T_2793K_q_20	2793.0	20.0	1.988	-250.0	-292.3448	-42.34480000000002
Johnson1973	Johnson1973/T_2823K_q_20	2823.0	20.0	2.0	-263.0	-243.9948	19.005200000000002
Johnson1973	Johnson1973/T_2830K_q_20	2830.0	20.0	2.0	-263.0	-243.4668	19.533199999999994
Johnson1973	Johnson1973/T_2863K_q_20	2863.0	20.0	1.988	-236.0	-283.4631	-47.4631
Johnson1973	Johnson1973/T_2863K_q_20	2863.0	20.0	1.988	-236.0	-283.4631	-47.4631
Johnson1973	Johnson1973/T_2863K_q_20	2863.0	20.0	2.0	-253.0	-240.9699	12.030100000000004
Johnson1973	Johnson1973/T_2863K_q_20	2863.0	20.0	2.0	-256.0	-240.9699	15.030100000000004
Johnson1973	Johnson1973/T_2911K_q_20	2911.0	20.0	2.0	-247.0	-237.3152	9.684799999999996
Johnson1973	Johnson1973/T_2918K_q_20	2918.0	20.0	2.0	-248.0	-236.78	11.219999999999999
Johnson1973	Johnson1973/T_2943K_q_20	2943.0	20.0	2.0	-244.0	-234.8642	9.135799999999989
Johnson1973	Johnson1973/T_2953K_q_20	2953.0	20.0	2.0	-235.0	-234.096	0.9039999999999964
Matzke1988	Matzke1988/T_1000K_q_19p43	1000.0	19.43	1.979	-539.0	-599.7578	-60.757799999999975
Matzke1988	Matzke1988/T_1005K_q_19p7	1005.0	19.7	1.982	-548.0	-593.4621	-45.462099999999964
Matzke1988	Matzke1988/T_1011K_q_19p43	1011.0	19.43	1.979	-534.0	-598.797	-64.79700000000003
Matzke1988	Matzke1988/T_1016K_q_19p43	1016.0	19.43	1.979	-490.0	-598.3466	-108.34659999999997
Matzke1988	Matzke1988/T_1029K_q_20	1029.0	20.0	1.982	-636.0	-590.3249	45.67510000000004
Matzke1988	Matzke1988/T_1030K_q_19p7	1030.0	19.7	1.982	-540.0	-591.0318	-51.031799999999976
Matzke1988	Matzke1988/T_1031K_q_19p7	1031.0	19.7	1.982	-549.0	-590.9303	-41.93029999999999
Matzke1988	Matzke1988/T_1037K_q_20p64	1037.0	20.64	1.983	-468.0	-585.7914	-117.79139999999995
Matzke1988	Matzke1988/T_1040K_q_20	1040.0	20.0	1.982	-638.0	-589.1856	48.81439999999998
Matzke1988	Matzke1988/T_1050K_q_19p7	1050.0	19.7	1.982	-541.0	-588.9413	-47.941299999999956
Matzke1988	Matzke1988/T_1054K_q_19p43	1054.0	19.43	1.979	-479.0	-594.658	-115.65800000000002
Matzke1988	Matzke1988/T_1055K_q_20	1055.0	20.0	1.982	-626.0	-587.5706	38.42939999999999
Matzke1988	Matzke1988/T_1057K_q_19p7	1057.0	19.7	1.982	-545.0	-588.18	-43.17999999999995
Matzke1988	Matzke1988/T_1057K_q_20p64	1057.0	20.64	1.983	-450.0	-583.5698	-133.5698
Matzke1988	Matzke1988/T_1080K_q_19p7	1080.0	19.7	1.982	-539.0	-585.5747	-46.57470000000001
Matzke1988	Matzke1988/T_1084K_q_19p43	1084.0	19.43	1.979	-478.0	-591.4306	-113.43060000000003
Matzke1988	Matzke1988/T_1086K_q_20	1086.0	20.0	1.982	-616.0	-584.0167	31.983299999999986
Matzke1988	Matzke1988/T_1088K_q_20p64	1088.0	20.64	1.983	-444.0	-579.8869	-135.88689999999997
Matzke1988	Matzke1988/T_1089K_q_19p43	1089.0	19.43	1.979	-521.0	-590.8671	-69.86710000000005
Matzke1988	Matzke1988/T_1103K_q_20p64	1103.0	20.64	1.983	-453.0	-578.0052	-125.00519999999995
Matzke1988	Matzke1988/T_1112K_q_19p7	1112.0	19.7	1.982	-533.0	-581.6959	-48.69590000000005
Matzke1988	Matzke1988/T_1112K_q_20	1112.0	20.0	1.982	-606.0	-580.8228	25.17719999999997
Matzke1988	Matzke1988/T_1114K_q_19p43	1114.0	19.43	1.979	-470.0	-587.9439	-117.94389999999999
Matzke1988	Matzke1988/T_1117K_q_19p7	1117.0	19.7	1.982	-522.0	-581.0642	-59.06420000000003
Matzke1988	Matzke1988/T_1119K_q_20	1119.0	20.0	1.982	-602.0	-579.9311	22.068899999999985
