label,xe_diffusivity_mode,vacancy_diffusivity_mode,T,burnup,rho_d_eff,c,mb,md,Nb,Nd,Rb_nm,Rd_nm,swelling_b_percent,swelling_d_percent,swelling_ig_percent,p_b,p_b_eq,p_d,p_d_eq,p_b_over_eq,p_d_over_eq,matrix_gas_percent,bulk_gas_percent,dislocation_gas_percent,qgb_gas_percent,q_gb,generated,retained,lambda_d,nu_b,phi_b,phi_d,f_cap_step,cap_raw_step,capture_fraction_sum,capture_raw_sum,capture_bubbles_cumulative,max_f_cap_step,Dg,Dv,Dv_dislocation,beta,g_b,g_d,b_b,b_d,b_b_gas,b_d_gas,dVd_growth_dt,dnvb_dt,dnvd_dt,nvb_seed_added,nvd_seed_added,bulk_first_gas_seed_applied,dislocation_first_gas_seed_applied,first_gas_pressure_factor,seed_pressure_factor,seed_gas_atoms_per_bubble,D1_Xe,D2_Xe,D2_Xe_scaled,D3_Xe,D1_Xe_i_2023,D2_Xe_i0_2023,D2_Xe_i1_2023,D1_XeVU_2023,D2_XeVU_2023,Dg_D1_scaled,Dg_D3_scaled,D2_Xe_over_Dg_unscaled,Dg_dislocation_scale,Dg_dislocation,Dv1,Dv2,Dv1_scaled,Dv2_scaled,Dv_dislocation_scale,A20_vU_active,Gamma_d,den,free_dislocation,term_bubbles,term_dislocation,term_bubbles_scaled,term_dislocation_scaled,g_b_unscaled,g_d_unscaled,psi_b,psi_d,porosity_b,porosity_d,valid_single_size
rank02_trial00098,rizk2025_refit_plot,rizk2025_refit_full,900.0,1.1,52928288626082.14,2.0040220946192344e+24,6.311289243733597e+25,1.8304182180413646e+25,3.976971582777728e+22,2.6277907551515038e+19,3.3750609464632464,25.2008793574992,0.640451070801799,0.17616777756731863,0.8166188483691177,754129788.4529946,657765899.7021539,1105054545.0413349,88092164.10693936,1.1465018007082393,12.544300122992272,2.217679076423952,69.84161571206066,20.25566581403792,7.6850393974774684,6.944642673636309e+24,9.036573938600515e+25,8.342109671236884e+25,1.0044180606242155,7654507677646500.0,0.0006305560225923017,1.4356386883726888e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.7244724492930648e-19,1.1203404288119558e-25,6.376246266611673e-26,1.3848e+19,0.00030883046258586605,4.310243250374264e-05,9.604880622370455e-06,4.715130886167115e-06,9.604880622370455e-06,4.715130886167115e-06,8.901512179413929e-31,7.390752102657983e+18,5.923155536792178e+17,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,2.0,2.4966082885114063e-31,9.584028308143428e-25,9.584028308143428e-25,6.86211923120963e-19,0.0,0.0,0.0,0.0,0.0,2.4966082885114063e-31,6.86211923120963e-19,1.3966552605159195e-06,2.386069591689751,4.114711272964928e-19,5.119872410101689e-34,5.097673409570944e-25,5.119872410101689e-34,5.097673409570944e-25,0.5691347114352773,,7.754988136023055e-08,3.2027999512629544,51603849418761.37,1.447012203851489e-06,4.165542029989115e-05,1.447012203851489e-06,4.165542029989115e-05,0.00030883046258586605,4.310243250374264e-05,0.18570716154272301,0.12077456775675227,0.00640451070801799,0.0017616777756731864,True
rank02_trial00098,rizk2025_refit_plot,rizk2025_refit_full,950.0,1.1,52880197591016.4,1.9933493925448894e+24,6.315565424178812e+25,1.8288109476203008e+25,3.94122169309743e+22,2.6240608650397102e+19,3.4131169813962554,25.80588973251929,0.656406683797888,0.1888943749034193,0.8453010587013075,692703561.1544173,650431852.2044419,717197439.5704564,86026873.05148278,1.0649902196620726,8.336900018919083,2.2058685139841807,69.8889365271646,20.237879533175455,7.667315425675767,6.928626275469134e+24,9.036573938600515e+25,8.343711311053601e+25,1.0047382605324742,7573577601435649.0,0.0006244609228615778,1.4348623798930165e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.72455985399251e-19,3.134676420975402e-25,1.7840531602948033e-25,1.3848e+19,0.0003093189884350628,4.306812908824007e-05,9.561678828050067e-06,4.689982061186086e-06,9.561678828050067e-06,4.689982061186086e-06,1.3085993461538702e-30,8.443785942806138e+18,9.457579073212517e+17,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,2.0,7.498646671560408e-30,3.573902121010292e-23,3.573902121010292e-23,6.86211923120963e-19,0.0,0.0,0.0,0.0,0.0,7.498646671560408e-30,6.86211923120963e-19,5.2078896849208036e-05,2.386069591689751,4.1149198266604453e-19,2.284501093225007e-32,1.4263125732120364e-24,2.284501093225007e-32,1.4263125732120364e-24,0.5691347114352773,,7.758513658521285e-08,3.2032544614832275,51525892032346.484,1.4794309413340083e-06,4.1588698146906065e-05,1.4794309413340083e-06,4.1588698146906065e-05,0.0003093189884350628,4.306812908824007e-05,0.18723670862135888,0.12361552236589123,0.00656406683797888,0.0018889437490341929,True
rank02_trial00098,rizk2025_refit_plot,rizk2025_refit_full,1000.0,1.1,52807665750420.92,1.9846001125864324e+24,6.314835730555287e+25,1.8316045183649183e+25,3.912591463947685e+22,2.618605328895194e+19,3.441232287975763,26.603371472059983,0.6678748346645096,0.20652312727579497,0.8743979619403045,664962177.766193,645117741.0362703,497436064.30337733,83448069.81820108,1.0307609533386046,5.961025406424442,2.1961864375491245,69.8808616347498,20.26879358050798,7.654158347193077,6.916736784216654e+24,9.036573938600515e+25,8.34490026017885e+25,1.0051820468729928,7511746082525630.0,0.0006199935723723989,1.429696934067601e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.7255952527997787e-19,7.784472120493691e-25,4.430413293973138e-25,1.3848e+19,0.0003096407456088641,4.30372604673334e-05,9.530133102146975e-06,4.658481158617474e-06,9.530133102146975e-06,4.658481158617474e-06,1.8526187771834876e-30,9.229171391971467e+18,1.4080196269827333e+18,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,2.0,1.6026995865756309e-28,4.477512490098069e-22,4.477512490098069e-22,6.86211923120963e-19,0.0,0.0,0.0,0.0,0.0,1.6026995865756309e-28,6.86211923120963e-19,0.0006520715656065316,2.386069591689751,4.1173903602697404e-19,6.972208708889678e-31,3.542020598763538e-24,6.972208708889678e-31,3.542020598763538e-24,0.5691347114352773,,7.763840027037775e-08,3.203940745127247,51414416296619.46,1.522518212336149e-06,4.151474225499725e-05,1.522518212336149e-06,4.151474225499725e-05,0.0003096407456088641,4.30372604673334e-05,0.18832083012666218,0.1273472480099333,0.006678748346645095,0.0020652312727579497,True
rank02_trial00098,rizk2025_refit_plot,rizk2025_refit_full,1050.0,1.1,52698592163433.53,1.9738370567875124e+24,6.311179767556784e+25,1.837150671666248e+25,3.883605454248369e+22,2.6108166137127342e+19,3.465526961262179,27.56999498143525,0.6770668604945308,0.2291791150353844,0.9062459755299151,650648751.3942348,640595218.2208544,364726861.86627454,80522321.51274881,1.0156940496704023,4.529512500562079,2.1842758884051126,69.84040423326842,20.33016809411251,7.645151784213964,6.908597936987313e+24,9.036573938600515e+25,8.345714144901783e+25,1.0057528092749448,7451963946563774.0,0.0006157543942201363,1.4211427471135937e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.7305818062460992e-19,1.7491612763300122e-24,9.955083982578428e-25,1.3848e+19,0.00031028592452587826,4.3072734387517626e-05,9.503124734448572e-06,4.622608711572352e-06,9.503124734448572e-06,4.622608711572352e-06,2.5180728210512805e-30,9.888866520122118e+18,1.9760372308068045e+18,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,2.0,2.558981501392922e-27,2.432029440386027e-21,2.432029440386027e-21,6.86211923120963e-19,0.0,0.0,0.0,0.0,0.0,2.558981501392922e-27,6.86211923120963e-19,0.00353162098106425,2.386069591689751,4.1292886238153416e-19,1.5366002896313797e-29,7.958862763397163e-24,1.5366002896313797e-29,7.958862763397163e-24,0.5691347114352773,,7.771870527611224e-08,3.204974557035679,51259019822671.266,1.577251851540848e-06,4.149548253597678e-05,1.577251851540848e-06,4.149548253597678e-05,0.00031028592452587826,4.3072734387517626e-05,0.18918085582825014,0.13184338538899032,0.006770668604945308,0.002291791150353844,True
rank02_trial00098,rizk2025_refit_plot,rizk2025_refit_full,1100.0,1.1,52535288267362.695,1.9584234120332084e+24,6.306373854091152e+25,1.8439091290566505e+25,3.8498677358248075e+22,2.5998434191057076e+19,3.4896642693959503,28.67296058407665,0.6853073013665201,0.25671628234803834,0.9420235837145584,641647005.2147793,636164349.5247395,280081837.6933096,77424861.4296517,1.0086183007490686,3.6174664380612707,2.167218932019835,69.787221317948,20.404958135518946,7.6406016145132085,6.904486142493908e+24,9.036573938600515e+25,8.346125324351124e+25,1.0064471756633269,7384011014106198.0,0.000610867504590331,1.4099840560987774e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.7418988514326208e-19,3.611429903226505e-24,2.055390115841548e-24,1.3848e+19,0.00031163502679549534,4.3215508046800856e-05,9.476518530502258e-06,4.584475766514724e-06,9.476518530502258e-06,4.584475766514724e-06,3.294768080838317e-30,1.049977619217676e+19,2.6390820999485983e+18,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,2.0,3.1761352235744896e-26,6.935349764396125e-21,6.935349764396125e-21,6.86211923120963e-19,0.0,0.0,0.0,0.0,0.0,3.1761352235744896e-26,6.86211923120963e-19,0.01000559292072987,2.386069591689751,4.1562918812026796e-19,2.556484784617257e-28,1.64321516209973e-23,2.556484784617257e-28,1.64321516209973e-23,0.5691347114352773,,7.783940433498273e-08,3.2065263769105026,51044422183641.914,1.643655090659486e-06,4.157185295614137e-05,1.643655090659486e-06,4.157185295614137e-05,0.00031163502679549534,4.3215508046800856e-05,0.18994525674644216,0.13692554292305079,0.0068530730136652,0.0025671628234803833,True
rank02_trial00098,rizk2025_refit_plot,rizk2025_refit_full,1150.0,1.1,52292397456230.49,1.9423690479103412e+24,6.303686700332402e+25,1.848449175883442e+25,3.8170819449802115e+22,2.5845105884003144e+19,3.513372956344824,29.870169972743742,0.6934143977988959,0.28852271270658897,0.9819371105054849,635062833.0171084,631871431.6938334,223346057.4459787,74321639.34874593,1.005050713109026,3.0051282426367436,2.1494529465568166,69.75748489596985,20.455198933166805,7.637863224306532,6.90201157593637e+24,9.036573938600515e+25,8.346372781006878e+25,1.0072500593559761,7316591179617027.0,0.0006059205920479061,1.3982269397644775e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.7546432420312207e-19,6.937411707695405e-24,3.948321810366938e-24,1.3848e+19,0.00031323629053388075,4.3317266676457134e-05,9.450602690389355e-06,4.546111271094679e-06,9.450602690389355e-06,4.546111271094679e-06,4.166174685674603e-30,1.1092849516398854e+19,3.378535057131419e+18,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,2.0,3.1667589742037936e-25,1.200639260548906e-20,1.200639260548906e-20,6.86211923120963e-19,0.0,0.0,0.0,0.0,0.0,3.1667589742037936e-25,6.86211923120963e-19,0.01719574936603863,2.386069591689751,4.1867008840746157e-19,3.330768464716398e-27,3.156266320944204e-23,3.330768464716398e-27,3.156266320944204e-23,0.5691347114352773,,7.80199714282611e-08,3.208843429358311,50748446029014.336,1.7141349549821957e-06,4.1603131721474936e-05,1.7141349549821957e-06,4.1603131721474936e-05,0.00031323629053388075,4.3317266676457134e-05,0.19069133169026625,0.14236175577398114,0.006934143977988959,0.0028852271270658897,True
rank02_trial00098,rizk2025_refit_plot,rizk2025_refit_full,1200.0,1.1,51934651271195.56,1.9329600818538963e+24,6.30730822949992e+25,1.8462268304212536e+25,3.796009249406686e+22,2.563205506437622e+19,3.534272256038741,31.119547130817068,0.7019656741697285,0.3235726766443868,1.0255383508141154,630097239.053846,628134970.7020606,183552996.69708312,71337799.05818675,1.0031239597273054,2.573011771043958,2.1390408521940913,69.79756124782759,20.430606145266346,7.632791754711979,6.897428704939516e+24,9.036573938600515e+25,8.346831068106563e+25,1.0081358932515179,7267665795648690.0,0.0006022273596612017,1.3883708649487223e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.7599185757934823e-19,1.2529441443364942e-23,7.13094004031471e-24,1.3848e+19,0.000314197424148602,4.3123563641317546e-05,9.427934870833614e-06,4.509070445363796e-06,9.427934870833614e-06,4.509070445363796e-06,5.109268761282939e-30,1.1675262144978717e+19,4.167169087869684e+18,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,2.0,2.6067819204802983e-24,1.4103296362195756e-20,1.4103296362195756e-20,6.86211923120963e-19,0.0,0.0,0.0,0.0,0.0,2.6067819204802983e-24,6.86211923120963e-19,0.02013842263220853,2.386069591689751,4.1992881975507624e-19,3.503783313863259e-26,5.697531268549577e-23,3.503783313863259e-26,5.697531268549577e-23,0.5691347114352773,,7.828822629494863e-08,3.212275816577413,50339384523371.29,1.7759334959528234e-06,4.1347630145364724e-05,1.7759334959528234e-06,4.1347630145364724e-05,0.000314197424148602,4.3123563641317546e-05,0.191472008049412,0.14790764213420093,0.007019656741697285,0.003235726766443868,True
rank02_trial00098,rizk2025_refit_plot,rizk2025_refit_full,1250.0,1.1,51415262280369.14,1.9320390839324836e+24,6.320044038915919e+25,1.8343156597824956e+25,3.790115384589826e+22,2.5337613068248465e+19,3.551803762693756,32.3949784347938,0.7113575248145291,0.3608173350558968,1.0721748598704257,626297230.4416151,625034531.2761056,154498526.86060536,68529139.61552791,1.0020202070482913,2.2544938945300546,2.1380216629220614,69.93849750865533,20.298795453297362,7.624685375125232,6.890103315088516e+24,9.036573938600515e+25,8.347563607091663e+25,1.0090784311767431,7241683608579413.0,0.0006000792877915154,1.3813347000793993e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.755299104822191e-19,2.1487756499900734e-23,1.2229428094962508e-23,1.3848e+19,0.00031435140375588483,4.2534181974588084e-05,9.40904649252784e-06,4.474067341484275e-06,9.40904649252784e-06,4.474067341484275e-06,6.100573642112061e-30,1.2250934682054396e+19,4.973317889216303e+18,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,2.0,1.8128222181985484e-23,1.2249566090226921e-20,1.2249566090226921e-20,6.86211923120963e-19,0.0,0.0,0.0,0.0,0.0,1.8128222181985484e-23,6.86211923120963e-19,0.017537471079312358,2.386069591689751,4.1882658183364705e-19,3.0533079764031822e-25,9.746634844725743e-23,3.0533079764031822e-25,9.746634844725743e-23,0.5691347114352773,,7.868266041888159e-08,3.217301397592564,49773692782798.69,1.8222023005862692e-06,4.071197967400182e-05,1.8222023005862692e-06,4.071197967400182e-05,0.00031435140375588483,4.2534181974588084e-05,0.19232215202115063,0.1533777861374486,0.00711357524814529,0.003608173350558968,True
rank02_trial00098,rizk2025_refit_plot,rizk2025_refit_full,1300.0,1.1,50676727061880.91,1.9353832555120587e+24,6.343067766123811e+25,1.811690837931987e+25,3.794561037405538e+22,2.4934492131634553e+19,3.5678419164902806,33.698464464676306,0.7218832464151193,0.3996864928180665,1.1215697392331858,623065909.9255664,622224877.6604527,132348292.77701765,65878372.65781258,1.0013516532290963,2.008979387885993,2.1417223702944543,70.19328131681458,20.04842598800848,7.616570324882494,6.882770089935119e+24,9.036573938600515e+25,8.348296929607003e+25,1.0100634421117398,7227783391240284.0,0.0005986014360195973,1.3763339501539618e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.7458809297781346e-19,3.5462395384408324e-23,2.018288016390894e-23,1.3848e+19,0.0003143664747411626,4.16265315066643e-05,9.391867300587272e-06,4.4409096451843096e-06,9.391867300587272e-06,4.4409096451843096e-06,7.128420060942527e-30,1.28280473141256e+19,5.770606419418168e+18,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,2.0,1.085968502764781e-22,8.411358240013143e-21,8.411358240013143e-21,6.86211923120963e-19,0.0,0.0,0.0,0.0,0.0,1.085968502764781e-22,6.86211923120963e-19,0.012107344579710556,2.386069591689751,4.1657933972546367e-19,2.2525702314749626e-24,1.5910526844266164e-22,2.2525702314749626e-24,1.5910526844266164e-22,0.5691347114352773,,7.925392589262288e-08,3.2245355410979926,48996275386428.1,1.854891982508865e-06,3.977163952415544e-05,1.854891982508865e-06,3.977163952415544e-05,0.0003143664747411626,4.16265315066643e-05,0.19326608723913014,0.15869862255480974,0.007218832464151193,0.003996864928180665,True
rank02_trial00098,rizk2025_refit_plot,rizk2025_refit_full,1350.0,1.1,49657074520921.81,1.9377272922201967e+24,6.376954450534486e+25,1.7779818825230713e+25,3.802967266207926e+22,2.439167919849252e+19,3.584707400211482,35.08734942430216,0.7337909205367394,0.4413488451108591,1.1751397656475986,619862643.4509927,619297407.6124121,114186948.82050118,63270666.96187619,1.000912704997038,1.8047375553873115,2.1443163143312813,70.56827613942015,19.675397939569404,7.612009606679165,6.878648763209371e+24,9.036573938600515e+25,8.348709062279578e+25,1.0111207882450688,7212573311407120.0,0.0005967382029794637,1.3718977879555055e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.7379943762485871e-19,5.79359317313367e-23,3.297334978764824e-23,1.3848e+19,0.0003150404764902665,4.0501430217528795e-05,9.373904411176972e-06,4.4081741726752186e-06,9.373904411176972e-06,4.4081741726752186e-06,8.216115109652139e-30,1.341652715947287e+19,6.556623026079998e+18,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,2.0,5.697567307150379e-22,4.811931566722714e-21,4.811931566722714e-21,6.86211923120963e-19,0.0,0.0,0.0,0.0,0.0,5.697567307150379e-22,6.86211923120963e-19,0.006957744385252264,2.386069591689751,4.14697553169455e-19,1.433166365515074e-23,2.4928326208252284e-22,1.433166365515074e-23,2.4928326208252284e-22,0.5691347114352773,,8.006348656130071e-08,3.2346984934607375,47945454351475.16,1.8803004776376764e-06,3.862112973989112e-05,1.8803004776376764e-06,3.862112973989112e-05,0.0003150404764902665,4.0501430217528795e-05,0.19432295734792399,0.1640315283810499,0.007337909205367394,0.004413488451108591,True
