Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Cs produced (at/m3)	Cs in grain (at/m3)	Cs in intragranular solution (at/m3)	Cs in intragranular bubbles (at/m3)	Cs at grain boundary (at/m3)	Cs released (at/m3)	Cs reacted (at/m3)	I produced (at/m3)	I in grain (at/m3)	I in intragranular solution (at/m3)	I in intragranular bubbles (at/m3)	I at grain boundary (at/m3)	I released (at/m3)	I reacted (at/m3)	Te produced (at/m3)	Te in grain (at/m3)	Te in intragranular solution (at/m3)	Te in intragranular bubbles (at/m3)	Te at grain boundary (at/m3)	Te released (at/m3)	Te reacted (at/m3)	Mo produced (at/m3)	Mo in solution (at/m3)	Mo reacted (at/m3)	Ba produced (at/m3)	Ba in solution (at/m3)	Ba reacted (at/m3)	Tc produced (at/m3)	Tc in solution (at/m3)	Tc reacted (at/m3)	Ru produced (at/m3)	Ru in solution (at/m3)	Ru reacted (at/m3)	Rh produced (at/m3)	Rh in solution (at/m3)	Rh reacted (at/m3)	Pd produced (at/m3)	Pd in solution (at/m3)	Pd reacted (at/m3)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	FIMA (%)	Fuel density (kg/m3)	U235 (at/m3)	U238 (at/m3)	Pu (at/m3)	Pu238 (at/m3)	Pu239 (at/m3)	Pu240 (at/m3)	Pu241 (at/m3)	Pu242 (at/m3)	q (-)	Intergranular vented fraction (/)	Intergranular venting probability (/)	Porosity (/)	Fabrication porosity (/)	Open porosity (/)	Residual porosity (/)	Densification factor (/)	Gap oxygen partial pressure (MPa)	Stoichiometry deviation (/)	Equilibrium stoichiometry deviation (/)	Fuel oxygen partial pressure (MPa)	Fuel oxygen partial pressure - Blackburn (MPa)	Fuel oxygen partial pressure - Kato (MPa)	Fuel oxygen partial pressure - CALPHAD (MPa)	Fuel oxygen potential (KJ/mol)	Fuel oxygen potential - Blackburn (KJ/mol)	Fuel oxygen potential - Kato (KJ/mol)	Fuel oxygen potential - CALPHAD (KJ/mol)	U content (mol/m3)	O content (mol/m3)	O available content (mol/m3)	Pu content (mol/m3)	Phase std density (g/m3)	Mo/Ru in HCP_A3 (/)	Mo in oxide fraction (/)	Mo oxide valence (/)	Ba/Mo in oxide compounds (/)	Ba in oxide fraction (/)	Ba oxide valence (/)	JOG (Cs2MoO4) (/)	JOG (BaMoO4) (/)	JOG (liquid) (/)	JOG (Pd) (/)	JOG (Ba3MoO6) (/)	JOG (Ba2MoO5) (/)	
11989.54955	1900	3.45e+19	0	0	100000	1.936	1.587761e-05	3.484499e+26	7.962651e+25	8.279932e+24	7.134658e+25	1.61169e+26	1.076543e+26	2.531473e+25	5.784832e+24	6.015335e+23	5.183298e+24	1.170886e+25	7.821041e+24	0.3089521	1.772031e+25	0	0	0	9.025165e+24	6.005072e+24	2.690078e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.261133e+26	1.261936e+16	3.261133e+26	1.474211e+26	4.160712e+21	1.474169e+26	7.892241e+25	1.808539e+14	7.892241e+25	2.948422e+26	3.752318e+14	2.948422e+26	8.785702e+25	1.205026e+15	8.785702e+25	2.814403e+26	9.382903e+20	2.814393e+26	2.054966e+23	1.540503e-09	0.003146888	3.322382e+09	2.987092e+11	9.577562e+12	8.390851e-06	1.505045e-10	4.172457e-16	0.5000334	0.5	0.2619255	1	50.87431	6.326479	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02524816	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.064	0	1.907662e-15	0	1.907662e-15	0	-499.2236	0	-499.2236	0	31146.88	77194.93	244.7427	8727.028	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
11993.08108	1900	3.45e+19	0	0	100000	1.936	1.587761e-05	3.485525e+26	7.962799e+25	8.280202e+24	7.134779e+25	1.612297e+26	1.076949e+26	2.532219e+25	5.784939e+24	6.015531e+23	5.183386e+24	1.171327e+25	7.823985e+24	0.3089774	1.772553e+25	0	0	0	9.027819e+24	6.006845e+24	2.69087e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.262094e+26	1.262307e+16	3.262094e+26	1.474645e+26	4.161935e+21	1.474604e+26	7.894566e+25	1.80907e+14	7.894566e+25	2.949291e+26	3.753422e+14	2.949291e+26	8.78829e+25	1.20538e+15	8.78829e+25	2.815232e+26	9.385661e+20	2.815222e+26	2.054941e+23	1.540519e-09	0.003146945	3.321175e+09	2.989297e+11	9.582668e+12	8.392375e-06	1.505592e-10	4.174732e-16	0.5000334	0.5	0.2619731	1	50.8893	6.328342	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02524617	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.064	0	1.907662e-15	0	1.907662e-15	0	-499.2236	0	-499.2236	0	31146.88	77194.93	244.8148	8727.028	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
11996.61261	1900	3.45e+19	0	0	100000	1.936	1.587761e-05	3.486552e+26	7.962946e+25	8.280471e+24	7.134899e+25	1.612903e+26	1.077354e+26	2.532965e+25	5.785047e+24	6.015727e+23	5.183474e+24	1.171767e+25	7.826929e+24	0.3090027	1.773075e+25	0	0	0	9.030472e+24	6.008619e+24	2.691663e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.263055e+26	1.262678e+16	3.263055e+26	1.475079e+26	4.163158e+21	1.475038e+26	7.89689e+25	1.809602e+14	7.89689e+25	2.950159e+26	3.754525e+14	2.950159e+26	8.790878e+25	1.205734e+15	8.790878e+25	2.816061e+26	9.38842e+20	2.816051e+26	2.054916e+23	1.540534e-09	0.003147001	3.319969e+09	2.991502e+11	9.587775e+12	8.3939e-06	1.506139e-10	4.177008e-16	0.5000334	0.5	0.2620207	1	50.90428	6.330206	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02524418	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.064	0	1.907662e-15	0	1.907662e-15	0	-499.2236	0	-499.2236	0	31146.88	77194.93	244.8868	8727.028	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
12000.14414	1900	3.45e+19	0	0	100000	1.936	1.587761e-05	3.487578e+26	7.963094e+25	8.28074e+24	7.13502e+25	1.61351e+26	1.077759e+26	2.53371e+25	5.785154e+24	6.015922e+23	5.183562e+24	1.172208e+25	7.829873e+24	0.3090279	1.773597e+25	0	0	0	9.033126e+24	6.010392e+24	2.692455e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.264015e+26	1.263049e+16	3.264015e+26	1.475514e+26	4.164382e+21	1.475472e+26	7.899215e+25	1.810134e+14	7.899215e+25	2.951027e+26	3.755628e+14	2.951027e+26	8.793466e+25	1.206088e+15	8.793466e+25	2.81689e+26	9.391178e+20	2.81688e+26	2.054891e+23	1.54055e-09	0.003147058	3.318763e+09	2.993708e+11	9.592883e+12	8.395425e-06	1.506686e-10	4.179284e-16	0.5000334	0.5	0.2620682	1	50.91927	6.332069	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02524219	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.064	0	1.907662e-15	0	1.907662e-15	0	-499.2236	0	-499.2236	0	31146.88	77194.93	244.959	8727.028	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
12003.67567	1900	3.45e+19	0	0	100000	1.936	1.587761e-05	3.488604e+26	7.963241e+25	8.281009e+24	7.13514e+25	1.614116e+26	1.078164e+26	2.534456e+25	5.785261e+24	6.016117e+23	5.183649e+24	1.172648e+25	7.832816e+24	0.3090532	1.774119e+25	0	0	0	9.03578e+24	6.012165e+24	2.693247e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.264976e+26	1.26342e+16	3.264976e+26	1.475948e+26	4.165605e+21	1.475906e+26	7.90154e+25	1.810665e+14	7.90154e+25	2.951896e+26	3.756731e+14	2.951896e+26	8.796053e+25	1.206443e+15	8.796053e+25	2.817719e+26	9.393936e+20	2.817709e+26	2.054866e+23	1.540565e-09	0.003147114	3.317558e+09	2.995916e+11	9.597992e+12	8.396949e-06	1.507233e-10	4.181561e-16	0.5000334	0.5	0.2621158	1	50.93425	6.333933	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.0252402	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.064	0	1.907662e-15	0	1.907662e-15	0	-499.2236	0	-499.2236	0	31146.88	77194.93	245.031	8727.028	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
12007.2072	1900	3.45e+19	0	0	100000	1.936	1.587761e-05	3.489631e+26	7.963388e+25	8.281277e+24	7.135261e+25	1.614722e+26	1.078569e+26	2.535202e+25	5.785368e+24	6.016312e+23	5.183736e+24	1.173089e+25	7.83576e+24	0.3090784	1.774641e+25	0	0	0	9.038434e+24	6.013938e+24	2.69404e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.265936e+26	1.263791e+16	3.265936e+26	1.476382e+26	4.166828e+21	1.476341e+26	7.903864e+25	1.811197e+14	7.903864e+25	2.952764e+26	3.757834e+14	2.952764e+26	8.798641e+25	1.206797e+15	8.798641e+25	2.818548e+26	9.396695e+20	2.818538e+26	2.054841e+23	1.540581e-09	0.00314717	3.316354e+09	2.998124e+11	9.603102e+12	8.398473e-06	1.50778e-10	4.183838e-16	0.5000334	0.5	0.2621634	1	50.94924	6.335796	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.0252382	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.064	0	1.907662e-15	0	1.907662e-15	0	-499.2236	0	-499.2236	0	31146.88	77194.93	245.1031	8727.028	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
12007.45945	1900	3.45e+19	0	0	100000	1.93601	1.587761e-05	3.489704e+26	7.963399e+25	8.281403e+24	7.135259e+25	1.614766e+26	1.078598e+26	2.535255e+25	5.785375e+24	6.016404e+23	5.183735e+24	1.17312e+25	7.835971e+24	0.3090802	1.774678e+25	0	0	0	9.038623e+24	6.014065e+24	2.694096e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.266005e+26	1.265209e+16	3.266005e+26	1.476413e+26	4.165093e+21	1.476372e+26	7.90403e+25	1.810905e+14	7.90403e+25	2.952826e+26	3.757228e+14	2.952826e+26	8.798826e+25	1.206602e+15	8.798826e+25	2.818607e+26	9.39518e+20	2.818598e+26	2.054819e+23	1.540596e-09	0.003147227	3.315552e+09	2.998929e+11	9.605541e+12	8.399186e-06	1.508037e-10	4.184904e-16	0.4999974	0.5	0.2621668	1	50.95031	6.335929	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02523806	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06399	0	1.908894e-15	0	1.908894e-15	0	-499.2134	0	-499.2134	0	31146.72	77194.93	245.1083	8726.983	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
12007.7117	1900	3.45e+19	0	0	100000	1.93602	1.587761e-05	3.489777e+26	7.963409e+25	8.281518e+24	7.135258e+25	1.614809e+26	1.078627e+26	2.535308e+25	5.785383e+24	6.016487e+23	5.183734e+24	1.173152e+25	7.836181e+24	0.309082	1.774716e+25	0	0	0	9.038813e+24	6.014192e+24	2.694153e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.266074e+26	1.26686e+16	3.266074e+26	1.476444e+26	4.164117e+21	1.476403e+26	7.904196e+25	1.810943e+14	7.904196e+25	2.952888e+26	3.757307e+14	2.952888e+26	8.799011e+25	1.206627e+15	8.799011e+25	2.818666e+26	9.395376e+20	2.818657e+26	2.054795e+23	1.540601e-09	0.003147226	3.314989e+09	2.999519e+11	9.607289e+12	8.399698e-06	1.50822e-10	4.185669e-16	0.4999734	0.5	0.2621702	1	50.95138	6.336062	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02523792	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06398	0	1.910127e-15	0	1.910127e-15	0	-499.2032	0	-499.2032	0	31146.55	77194.93	245.1134	8726.938	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
12007.96396	1900	3.45e+19	0	0	100000	1.93603	1.587761e-05	3.489851e+26	7.96342e+25	8.281623e+24	7.135258e+25	1.614852e+26	1.078656e+26	2.535362e+25	5.785391e+24	6.016564e+23	5.183734e+24	1.173183e+25	7.836391e+24	0.3090838	1.774753e+25	0	0	0	9.039002e+24	6.014318e+24	2.69421e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.266142e+26	1.268513e+16	3.266142e+26	1.476475e+26	4.163141e+21	1.476434e+26	7.904362e+25	1.810981e+14	7.904362e+25	2.95295e+26	3.757385e+14	2.95295e+26	8.799196e+25	1.206653e+15	8.799196e+25	2.818725e+26	9.395572e+20	2.818716e+26	2.054784e+23	1.540604e-09	0.003147225	3.314585e+09	2.999964e+11	9.608575e+12	8.400075e-06	1.508356e-10	4.186234e-16	0.4999574	0.5	0.2621736	1	50.95245	6.336195	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02523777	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06397	0	1.911361e-15	0	1.911361e-15	0	-499.193	0	-499.193	0	31146.39	77194.93	245.1186	8726.893	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
12008.21621	1900	3.45e+19	0	0	100000	1.93604	1.587761e-05	3.489924e+26	7.96343e+25	8.281678e+24	7.135263e+25	1.614896e+26	1.078685e+26	2.535415e+25	5.785398e+24	6.016604e+23	5.183738e+24	1.173215e+25	7.836601e+24	0.3090856	1.77479e+25	0	0	0	9.039192e+24	6.014445e+24	2.694267e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.266211e+26	1.270169e+16	3.266211e+26	1.476506e+26	4.162165e+21	1.476465e+26	7.904528e+25	1.811018e+14	7.904528e+25	2.953012e+26	3.757464e+14	2.953012e+26	8.799381e+25	1.206678e+15	8.799381e+25	2.818785e+26	9.395768e+20	2.818775e+26	2.054779e+23	1.540605e-09	0.003147226	3.314288e+09	3.000314e+11	9.609555e+12	8.400363e-06	1.508459e-10	4.186664e-16	0.4999467	0.5	0.262177	1	50.95352	6.336328	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02523763	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06396	0	1.912596e-15	0	1.912596e-15	0	-499.1828	0	-499.1828	0	31146.23	77194.93	245.1238	8726.848	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
12008.46846	1900	3.45e+19	0	0	100000	1.93605	1.587761e-05	3.489997e+26	7.963441e+25	8.28171e+24	7.13527e+25	1.614939e+26	1.078714e+26	2.535468e+25	5.785406e+24	6.016627e+23	5.183743e+24	1.173246e+25	7.836812e+24	0.3090874	1.774828e+25	0	0	0	9.039381e+24	6.014571e+24	2.694323e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.266279e+26	1.271826e+16	3.266279e+26	1.476537e+26	4.16119e+21	1.476496e+26	7.904694e+25	1.811056e+14	7.904694e+25	2.953075e+26	3.757542e+14	2.953075e+26	8.799566e+25	1.206703e+15	8.799566e+25	2.818844e+26	9.395964e+20	2.818834e+26	2.054776e+23	1.540606e-09	0.003147228	3.314061e+09	3.0006e+11	9.610329e+12	8.400591e-06	1.508541e-10	4.187005e-16	0.4999396	0.5	0.2621804	1	50.95459	6.336462	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02523749	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06395	0	1.913831e-15	0	1.913831e-15	0	-499.1726	0	-499.1726	0	31146.07	77194.93	245.129	8726.803	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
12008.72071	1900	3.45e+19	0	0	100000	1.93606	1.587761e-05	3.49007e+26	7.963451e+25	8.281731e+24	7.135278e+25	1.614982e+26	1.078743e+26	2.535521e+25	5.785413e+24	6.016642e+23	5.183749e+24	1.173278e+25	7.837022e+24	0.3090892	1.774865e+25	0	0	0	9.039571e+24	6.014698e+24	2.69438e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.266348e+26	1.273486e+16	3.266348e+26	1.476568e+26	4.160215e+21	1.476527e+26	7.90486e+25	1.811094e+14	7.90486e+25	2.953137e+26	3.75762e+14	2.953137e+26	8.79975e+25	1.206728e+15	8.79975e+25	2.818903e+26	9.39616e+20	2.818894e+26	2.054775e+23	1.540607e-09	0.003147231	3.313881e+09	3.000843e+11	9.610967e+12	8.400779e-06	1.508609e-10	4.187286e-16	0.4999349	0.5	0.2621837	1	50.95566	6.336595	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02523734	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06394	0	1.915068e-15	0	1.915068e-15	0	-499.1624	0	-499.1624	0	31145.91	77194.93	245.1341	8726.758	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
12008.97296	1900	3.45e+19	0	0	100000	1.93607	1.587761e-05	3.490144e+26	7.963462e+25	8.28175e+24	7.135287e+25	1.615026e+26	1.078772e+26	2.535575e+25	5.785421e+24	6.016656e+23	5.183755e+24	1.173309e+25	7.837232e+24	0.309091	1.774902e+25	0	0	0	9.03976e+24	6.014825e+24	2.694437e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.266417e+26	1.275147e+16	3.266417e+26	1.476599e+26	4.159241e+21	1.476558e+26	7.905027e+25	1.811132e+14	7.905027e+25	2.953199e+26	3.757699e+14	2.953199e+26	8.799935e+25	1.206753e+15	8.799935e+25	2.818962e+26	9.396357e+20	2.818953e+26	2.054773e+23	1.540608e-09	0.003147235	3.313732e+09	3.001057e+11	9.611513e+12	8.400941e-06	1.508667e-10	4.187528e-16	0.4999318	0.5	0.2621871	1	50.95673	6.336728	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.0252372	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06393	0	1.916305e-15	0	1.916305e-15	0	-499.1522	0	-499.1522	0	31145.75	77194.93	245.1393	8726.713	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
12009.22522	1900	3.45e+19	0	0	100000	1.93608	1.587761e-05	3.490217e+26	7.963472e+25	8.281768e+24	7.135296e+25	1.615069e+26	1.078801e+26	2.535628e+25	5.785429e+24	6.016669e+23	5.183762e+24	1.173341e+25	7.837442e+24	0.3090928	1.774939e+25	0	0	0	9.03995e+24	6.014951e+24	2.694494e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.266485e+26	1.276812e+16	3.266485e+26	1.47663e+26	4.158266e+21	1.476589e+26	7.905193e+25	1.81117e+14	7.905193e+25	2.953261e+26	3.757777e+14	2.953261e+26	8.80012e+25	1.206778e+15	8.80012e+25	2.819022e+26	9.396553e+20	2.819012e+26	2.054771e+23	1.540609e-09	0.003147239	3.313605e+09	3.001253e+11	9.611999e+12	8.401085e-06	1.508719e-10	4.187744e-16	0.4999297	0.5	0.2621905	1	50.9578	6.336861	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02523706	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06392	0	1.917543e-15	0	1.917543e-15	0	-499.142	0	-499.142	0	31145.59	77194.93	245.1445	8726.668	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
12009.47747	1900	3.45e+19	0	0	100000	1.93609	1.587761e-05	3.49029e+26	7.963483e+25	8.281787e+24	7.135304e+25	1.615112e+26	1.07883e+26	2.535681e+25	5.785436e+24	6.016683e+23	5.183768e+24	1.173372e+25	7.837652e+24	0.3090946	1.774977e+25	0	0	0	9.040139e+24	6.015078e+24	2.69455e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.266554e+26	1.278478e+16	3.266554e+26	1.476661e+26	4.157292e+21	1.47662e+26	7.905359e+25	1.811208e+14	7.905359e+25	2.953323e+26	3.757856e+14	2.953323e+26	8.800305e+25	1.206804e+15	8.800305e+25	2.819081e+26	9.396749e+20	2.819071e+26	2.05477e+23	1.540611e-09	0.003147243	3.313491e+09	3.001436e+11	9.612445e+12	8.401217e-06	1.508766e-10	4.187941e-16	0.4999283	0.5	0.2621939	1	50.95887	6.336994	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02523692	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06391	0	1.918782e-15	0	1.918782e-15	0	-499.1318	0	-499.1318	0	31145.43	77194.93	245.1496	8726.622	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
12009.72972	1900	3.45e+19	0	0	100000	1.9361	1.587761e-05	3.490364e+26	7.963493e+25	8.281806e+24	7.135313e+25	1.615156e+26	1.078859e+26	2.535734e+25	5.785444e+24	6.016696e+23	5.183774e+24	1.173404e+25	7.837863e+24	0.3090964	1.775014e+25	0	0	0	9.040329e+24	6.015204e+24	2.694607e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.266622e+26	1.280149e+16	3.266622e+26	1.476692e+26	4.156317e+21	1.476651e+26	7.905525e+25	1.811246e+14	7.905525e+25	2.953385e+26	3.757934e+14	2.953385e+26	8.80049e+25	1.206829e+15	8.80049e+25	2.81914e+26	9.396945e+20	2.819131e+26	2.054768e+23	1.540612e-09	0.003147247	3.313387e+09	3.00161e+11	9.612863e+12	8.401342e-06	1.508811e-10	4.188127e-16	0.4999273	0.5	0.2621973	1	50.95994	6.337127	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02523677	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0639	0	1.920022e-15	0	1.920022e-15	0	-499.1215	0	-499.1215	0	31145.27	77194.93	245.1548	8726.577	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
12009.98197	1900	3.45e+19	0	0	100000	1.93611	1.587761e-05	3.490437e+26	7.963504e+25	8.281825e+24	7.135321e+25	1.615199e+26	1.078888e+26	2.535788e+25	5.785451e+24	6.01671e+23	5.18378e+24	1.173435e+25	7.838073e+24	0.3090982	1.775051e+25	0	0	0	9.040518e+24	6.015331e+24	2.694664e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.266691e+26	1.28182e+16	3.266691e+26	1.476723e+26	4.155343e+21	1.476682e+26	7.905691e+25	1.811283e+14	7.905691e+25	2.953447e+26	3.758013e+14	2.953447e+26	8.800675e+25	1.206854e+15	8.800675e+25	2.819199e+26	9.397141e+20	2.81919e+26	2.054766e+23	1.540613e-09	0.003147251	3.313289e+09	3.001779e+11	9.613264e+12	8.401461e-06	1.508853e-10	4.188305e-16	0.4999267	0.5	0.2622007	1	50.96101	6.33726	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02523663	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06389	0	1.921264e-15	0	1.921264e-15	0	-499.1113	0	-499.1113	0	31145.11	77194.93	245.16	8726.532	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
12010.23422	1900	3.45e+19	0	0	100000	1.93612	1.587761e-05	3.49051e+26	7.963514e+25	8.281844e+24	7.13533e+25	1.615242e+26	1.078917e+26	2.535841e+25	5.785459e+24	6.016724e+23	5.183787e+24	1.173467e+25	7.838283e+24	0.3091	1.775089e+25	0	0	0	9.040708e+24	6.015457e+24	2.694721e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26676e+26	1.283493e+16	3.26676e+26	1.476754e+26	4.15437e+21	1.476713e+26	7.905857e+25	1.811321e+14	7.905857e+25	2.953509e+26	3.758091e+14	2.953509e+26	8.800859e+25	1.206879e+15	8.800859e+25	2.819258e+26	9.397338e+20	2.819249e+26	2.054764e+23	1.540614e-09	0.003147255	3.313195e+09	3.001945e+11	9.613652e+12	8.401577e-06	1.508895e-10	4.188478e-16	0.4999263	0.5	0.2622041	1	50.96208	6.337393	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02523649	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06388	0	1.922505e-15	0	1.922505e-15	0	-499.1011	0	-499.1011	0	31144.95	77194.93	245.1651	8726.487	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
