label,burnup,T,rho_d_eff,swelling_b_percent,swelling_d_percent,swelling_ig_percent,Rb_nm,Rd_nm,Nb,Nd,p_b,p_b_eq,p_d,p_d_eq,p_b_over_eq,p_d_over_eq,psi_b,psi_d,porosity_b,porosity_d,matrix_gas_percent,bulk_gas_percent,dislocation_gas_percent,qgb_gas_percent,Dg,Dv,Dv1,Dv2,A20_vU_active,g_b,g_d,b_b,b_d,max_f_cap_step,capture_fraction_sum,capture_raw_sum,capture_bubbles_cumulative,f_cap_step_final,cap_raw_step_final,term_bubbles,term_dislocation
manual_Rizk2025_capture_literalDv,1.3,1250.0,30000000000000.0,0.9638384309493373,0.10332538866407218,1.0671638196134097,3.2606151783738424,25.464858555000113,6.637690400404704e+22,1.4938074932118258e+19,680857957.0867962,680853114.6895951,87179213.72967829,87178964.50141859,1.0000071122494656,1.0000028588118834,0.2128145969766498,0.10109639806851903,0.009638384309493373,0.0010332538866407218,2.619425612317373,81.78749159985092,3.4192078070019343,12.173874980829739,9.251887648857636e-20,9.267964546285141e-06,2.04276376157652e-25,9.267964546285141e-06,1.32e-19,0.00026781700550585,5.320796209637519e-06,8.438787613984533e-06,4.0762647189327175e-06,3.804554285592728e-05,0.0012037971874436697,0.0012037971874436697,3.539795187207066e+18,1.0302270148967354e-08,1.0302270148967354e-08,4.4590442562529846e-07,4.8748917840122205e-06
manual_Rizk2025_capture_literalDv,1.3,1300.0,30000000000000.0,0.9740986919719758,0.1073702034443159,1.0814688954162919,3.277037188711936,25.794294235047214,6.608003147311054e+22,1.4935653105108103e+19,677446102.6786088,677441198.3016243,86065795.55313253,86065545.34000945,1.0000072395611557,1.0000029072391523,0.2135670850452354,0.10239873510842823,0.009740986919719759,0.001073702034443159,2.611713199641005,81.80803388120958,3.424973914248704,12.155279004900699,9.261014568641824e-20,5.726467606825972e-06,1.5413983851648154e-24,5.726467606825972e-06,1.32e-19,0.000268144987272931,5.330077193246932e-06,8.421895564485292e-06,4.064507347444239e-06,3.9505207316765245e-05,0.0012495031241965308,0.0012495031241965308,3.6704455172711485e+18,1.0836427856007282e-08,1.0836427856007282e-08,4.519980702858739e-07,4.878079122961058e-06
manual_Rizk2025_capture_literalDv,1.3,1350.0,30000000000000.0,0.9845623537331439,0.1116439644198526,1.0962063181529966,3.29571758321608,26.133582193893385,6.5660570135390985e+22,1.493309436610262e+19,673606367.219229,673601406.657437,84948420.86104451,84948170.65372485,1.0000073642390632,1.0000029454115107,0.2143290679119333,0.10373972280679868,0.00984562353733144,0.001116439644198526,2.5963253016672883,81.82387415590922,3.434140219002046,12.145660323421444,9.306398766906381e-20,3.700219698870738e-06,1.001375772996815e-23,3.700219698870738e-06,1.32e-19,0.00026918290730699665,5.360367762462685e-06,8.402801064930627e-06,4.0526904900690935e-06,4.107106186363384e-05,0.001297771235834762,0.001297771235834762,3.7995352305853906e+18,1.1363280157159417e-08,1.1363280157159417e-08,4.6006056609882603e-07,4.900307196363859e-06
manual_Rizk2025_capture_literalDv,1.3,1400.0,30000000000000.0,0.9955951520944664,0.1166974922251024,1.1122926443195686,3.323836733273647,26.523878721136196,6.4725455373477656e+22,1.4930068960080407e+19,667907837.1098456,667902841.8503342,83698412.66112748,83698165.84295191,1.0000074790211966,1.0000029489078175,0.21512667149418888,0.1052819308259925,0.009955951520944663,0.001166974922251024,2.549017479000516,81.81878697335877,3.45864619805191,12.173549349588798,9.506984711400453e-20,2.4860837094907123e-06,5.691549707660068e-23,2.4860837094907123e-06,1.32e-19,0.00027324271541873595,5.480799556828135e-06,8.374298036399115e-06,4.039449904513801e-06,4.3014232120891686e-05,0.0013549084921938245,0.0013549084921938245,3.9185361353396e+18,1.183818158372576e-08,1.183818158372576e-08,4.768428750937516e-07,5.003956681734384e-06
manual_Rizk2025_capture_literalDv,1.3,1450.0,30000000000000.0,1.0084847879239651,0.12456288040246263,1.1330476683264277,3.386623230513737,27.109722223724035,6.1984070512591004e+22,1.4925360513211947e+19,655525174.6543127,655520218.4871433,81889673.16156748,81889441.05289476,1.0000075606625543,1.0000028344151546,0.21605108444838836,0.10759602176690333,0.01008484787923965,0.0012456288040246263,2.392396391971148,81.73054550405563,3.54014323908796,12.336914864885276,1.0304682347069023e-19,1.7284574229387895e-06,2.86959297108805e-22,1.7284574229387892e-06,1.32e-19,0.00028866479570542326,5.948632859739934e-06,8.311675653927586e-06,4.020251571814876e-06,4.630598136375128e-05,0.0014441919233992642,0.0014441919233992642,3.9989805595603876e+18,1.2093690371505068e-08,1.2093690371505068e-08,5.280128385373035e-07,5.4206200212026305e-06
manual_Rizk2025_capture_literalDv,1.3,1500.0,30000000000000.0,1.026254015717542,0.1412197754481691,1.167473791165711,3.5522112481386237,28.274227980302232,5.466003491861008e+22,1.491539093810221e+19,624967558.786188,624962831.5780181,78516921.67531243,78516732.67778009,1.000007563982898,1.0000024070987914,0.21731262433409188,0.11219284787859755,0.010262540157175419,0.0014121977544816911,1.9785261485289636,81.34172340300582,3.7915134584422727,12.888236990022955,1.318962702272051e-19,1.238472343703967e-06,1.2988851417766353e-21,1.2384723437039657e-06,1.32e-19,0.0003408236949064661,7.634247499866742e-06,8.153022643916335e-06,3.984327483374405e-06,5.354458562896113e-05,0.0016344332777978037,0.0016344332777978037,3.9781427488241485e+18,1.1602052945136732e-08,1.1602052945136732e-08,7.041749063691095e-07,6.930072593497632e-06
manual_Rizk2025_capture_literalDv,1.3,1550.0,30000000000000.0,1.0514010621562775,0.17853708322929135,1.2299381453855687,3.9307563855185412,30.588058719277793,4.132866874792485e+22,1.4893064844367403e+19,564781026.2544103,564776796.6945986,72577449.69195998,72577342.03971791,1.000007488905062,1.0000014832761719,0.2190733101909081,0.12131359658968863,0.010514010621562774,0.0017853708322929135,1.3021811314107017,80.11138219316115,4.401010488118726,14.185426187309433,2.276648606332275e-19,9.113653963469097e-07,5.333529692583458e-21,9.113653963469044e-07,1.32e-19,0.0004895660415372046,1.324641098290355e-05,7.822565935202448e-06,3.920666622364531e-06,6.766641828941614e-05,0.002062185023910487,0.002062185023910487,3.7675735946837437e+18,9.020691632401903e-09,9.020691632401903e-09,1.3122383478759966e-06,1.1934172635027553e-05
manual_Rizk2025_capture_literalDv,1.3,1600.0,30000000000000.0,1.0814537516126916,0.2501021112900127,1.3315558629027044,4.589570818741196,34.25820786136873,2.6705647703362936e+22,1.485028635979416e+19,483708973.72838295,483705358.88340217,64802000.31168896,64801988.73751896,1.0000074732374045,1.000000178608253,0.2211410244647241,0.13573935649350602,0.010814537516126916,0.002501021112900127,0.6886988184041769,77.49643825749013,5.498762568505445,16.316100355600263,5.218480065953793e-19,6.867340206203763e-07,2.005018746656425e-20,6.867340206203563e-07,1.32e-19,0.0008404920394692911,3.061183933993112e-05,7.336580796893374e-06,3.836553305878453e-06,8.610826556024656e-05,0.0029060474532845715,0.0029060474532845715,3.4765546684336067e+18,1.52273599376418e-09,1.52273599376418e-09,3.3566600320971088e-06,2.7255179307834008e-05
manual_Rizk2025_capture_literalDv,1.3,1650.0,30000000000000.0,1.1136473940049625,0.3671569011187934,1.4808042951237559,5.517250123165532,38.996499596479225,1.5830370403168295e+22,1.478040074793741e+19,402377404.91456884,402374362.30755323,56901136.07389968,56928186.45190482,1.0000075616324016,0.9995248333085757,0.22331397480316323,0.1542708592904859,0.011136473940049624,0.003671569011187934,0.3282565816014211,73.63480200726988,7.083320002683447,18.953621408445244,1.3640520790546817e-18,5.285252245543517e-07,6.956125150840194e-20,5.285252245542822e-07,1.32e-19,0.0015540032433426277,8.08425539764418e-05,6.7966837518941954e-06,3.7504715939198495e-06,0.00010685268606721976,0.0043248782052542345,0.0043248782052542345,3.2265181504452654e+18,0.0,0.0,9.933107637454503e-06,7.090944633898729e-05
manual_Rizk2025_capture_literalDv,1.3,1700.0,30000000000000.0,1.144248653901319,0.5409622386935944,1.6852108925949134,6.68851331822214,44.47831566186027,9.129416322470453e+21,1.4676866478589755e+19,331915340.12739325,331912324.0663732,49851676.20486254,49911961.974397086,1.0000090869208562,0.9987921578886146,0.2253409582152125,0.17554520997619724,0.01144248653901319,0.005409622386935944,0.15379475514823499,68.80793333750975,9.113399209965669,21.924872697376333,3.6253248503147245e-18,4.145391398522057e-07,2.243039834976549e-19,4.1453913985198137e-07,1.32e-19,0.0028689839772762277,0.00021734213919565683,6.281564204992e-06,3.672990189357014e-06,0.000129799826322795,0.006494249803535689,0.006494249803535689,3.069736977793374e+18,0.0,0.0,2.988024633925576e-05,0.00018746189285640108
manual_Rizk2025_capture_literalDv,1.3,1750.0,30000000000000.0,1.169542300623461,0.7855581417692197,1.9551004423926808,8.098166304892697,50.53488934493589,5.257354366587039e+21,1.453167805462632e+19,274138696.03804696,274136133.59097546,43862399.268983625,43930045.73230488,1.000009347352492,0.9984601321898577,0.2269892612425516,0.19878919637950707,0.011695423006234612,0.007855581417692197,0.07338090206914834,63.252147659697805,11.568392152893953,25.106079285339092,9.351215709746622e-18,3.3071628244955453e-07,6.764741104310717e-19,3.3071628244887807e-07,1.32e-19,0.005132423788167993,0.0005674468091911533,5.8228763097768394e-06,3.6063475169995185e-06,0.0001541882826859872,0.009636127334126953,0.009636127334126953,2.977297016983854e+18,0.0,0.0,8.665349371608036e-05,0.0004807933154750729
manual_Rizk2025_capture_literalDv,1.3,1800.0,30000000000000.0,1.185916296733619,1.1191622315146124,2.3050785282482313,9.755651263839809,57.1223383519256,3.0492752332765617e+21,1.433463054843257e+19,227562916.23715705,227560409.85481185,38810740.56974537,38863955.22401025,1.0000110141405827,0.9986307452764868,0.22804366512201965,0.22368198864747382,0.01185916296733619,0.011191622315146123,0.036062115790345094,57.17847073659943,14.4478400158601,28.33762713175012,2.3092792344816835e-17,2.6792279028432004e-07,1.918806814307011e-18,2.6792279028240125e-07,1.32e-19,0.008817781088836574,0.0014187781584400032,5.42718019324813e-06,3.5494840078738332e-06,0.00017996913719704253,0.014055793279506255,0.014055793279506255,2.9487847461135585e+18,0.0,0.0,0.00023849129778394466,0.0011802868606560586
manual_Rizk2025_capture_literalDv,1.3,1850.0,30000000000000.0,1.1883565711978274,1.563967838979138,2.752324410176966,11.672402437852279,64.25559707847927,1.7839283397956094e+21,1.407363612963537e+19,190194991.36042398,190192208.6579873,34521130.45043093,34549519.43390362,1.0000146310012188,0.9991783103227528,0.22819997403742365,0.2500782602443343,0.011883565711978274,0.01563967838979138,0.01829200931952052,50.741810867812205,17.75312268839601,31.486774434472256,5.4486968943622503e-17,2.2008564777823e-07,5.144423643212683e-18,2.2008564777308556e-07,1.32e-19,0.014512837971902186,0.0033892835967347,5.091769016425236e-06,3.500748493537536e-06,0.00020743831362980916,0.0201606481183347,0.0201606481183347,2.9740809665923896e+18,0.0,0.0,0.0006212077985402823,0.0027680757981944177
manual_Rizk2025_capture_literalDv,1.3,1900.0,30000000000000.0,1.1701562860866752,2.145812863344129,3.3159691494308046,13.851607212396546,71.98178338393616,1.0511259480033275e+21,1.3735213932958648e+19,160273837.98981634,160270210.23330802,30833969.056923762,30841136.40473414,1.0000226352514483,0.9997676042894037,0.2270289758458025,0.2778842600579223,0.011701562860866752,0.02145812863344129,0.009566737358965913,44.06183735074246,21.472002074414934,34.45659383748364,1.2303479508436633e-16,1.8308066337028267e-07,1.3094828218650803e-17,1.8308066335718783e-07,1.32e-19,0.022850253037273244,0.007746130728530122,4.811015289759267e-06,3.4586303529407904e-06,0.00023688113826010701,0.02848122661768264,0.02848122661768264,3.0389297950016916e+18,0.0,0.0,0.0015330667238526272,0.006213064004677494
manual_Rizk2025_capture_literalDv,1.3,1950.0,30000000000000.0,1.1247188951236031,2.893968763058459,4.0186876581820625,16.282518789225072,80.37661777719336,6.220003341264118e+20,1.3305035817444805e+19,136346805.71527374,136342541.88418818,27619904.59991697,27619972.84028439,1.0000312729323264,0.9999975293108427,0.22405157288835464,0.30701854772548437,0.011247188951236031,0.02893968763058459,0.005140953653640432,37.28523646608193,25.57017279817693,37.139449782087496,2.6658594350838453e-16,1.5405234962547078e-07,3.177272929811899e-17,1.5405234959369805e-07,1.32e-19,0.03436235313986053,0.016976522710322208,4.578345820846878e-06,3.421873357056202e-06,0.0002686995537520133,0.039702705059363526,0.039702705059363526,3.130790016478186e+18,0.0,0.0,0.0035919156799435912,0.013384607030378616
manual_Rizk2025_capture_literalDv,1.3,2000.0,30000000000000.0,1.0463481018720946,3.8362914713143383,4.882639573186433,18.929333298630677,89.50823360446378,3.682829617173588e+20,1.277126825160111e+19,117284054.173449,117278298.44702412,24802414.66029062,24802187.58209623,1.0000490775062487,1.0000091555712027,0.21872179611322873,0.33726442370025517,0.010463481018720945,0.03836291471314338,0.002835465786025723,30.575907720857614,29.97677872419785,39.444478089158515,5.558335539509728e-16,1.3098819085617588e-07,7.374991154394395e-17,1.3098819078242597e-07,1.32e-19,0.04922799216976398,0.035762595787250405,4.387594733363435e-06,3.3895895471505135e-06,0.00030342145114584394,0.054629593557049626,0.054629593557049626,3.209240507198814e+18,1.3433251492587971e-06,1.3433251492587971e-06,0.008003268125979486,0.02775932766127092
manual_Rizk2025_capture_literalDv,1.3,2050.0,30000000000000.0,0.9307397693844595,4.9829977187462795,5.913737488130739,21.703148476982577,99.34188698732211,2.1735590194864524e+20,1.213402439430386e+19,102297373.79307593,102289306.19695279,22347856.581902914,22347068.968836013,1.0000788703768075,1.0000352445803071,0.21035011658732555,0.36798509604953594,0.009307397693844595,0.04982997718746279,0.0015975309904332348,24.096458098939042,34.52421748892537,41.37772688114515,1.11821242235531e-15,1.1244639607338635e-07,1.6429680574325228e-16,1.1244639590908954e-07,1.32e-19,0.06691855160685618,0.07256850462832629,4.234180196669933e-06,3.3613636792254494e-06,0.0003417300106800867,0.0739331412527599,0.0739331412527599,3.185069677420277e+18,6.891868793072892e-06,6.891868793072892e-06,0.016973928383975916,0.05559457624435037
manual_Rizk2025_capture_literalDv,1.3,2100.0,30000000000000.0,0.7825033036297782,6.318163540976092,7.10066684460587,24.469919384280463,109.75250208376421,1.2749699670150888e+20,1.1409299066216872e+19,90734825.22360824,90723633.58197795,20229071.54552804,20227329.289547075,1.0001233597155275,1.0000861337626943,0.1985311812335682,0.3982877547692025,0.007825033036297781,0.06318163540976092,0.0009154902678295161,18.112049574597116,38.96625650103817,42.9207784340969,2.176029869185611e-15,9.737833765193801e-08,3.523153875311717e-16,9.737833729962262e-08,1.32e-19,0.08602782401242405,0.14212548195572428,4.113693527408309e-06,3.3369228217714597e-06,0.0003846188349471806,0.09794369203127695,0.09794369203127695,3.0093931463780844e+18,2.1911999994540184e-05,2.1911999994540184e-05,0.03430579542173753,0.10781968653398674
manual_Rizk2025_capture_literalDv,1.3,2150.0,30000000000000.0,0.6166909098307817,7.783918076640553,8.400608986471335,27.063710555226123,120.44361987156152,7.427059743615787e+19,1.0635508243737223e+19,82043585.92275728,82028663.2710572,18435056.701348804,18431860.503423598,1.000181919966814,1.0001734061477197,0.18338163856761885,0.426972022669184,0.006166909098307817,0.07783918076640553,0.0005312972941990419,12.923882135741998,42.99572420062509,44.079862366338716,4.105489742486365e-15,8.501061398940144e-08,7.291631039743342e-16,8.501061326023834e-08,1.32e-19,0.10448228098317232,0.26919682761267855,4.021887265522069e-06,3.316172987847718e-06,0.0004336057889751693,0.12618288222429175,0.12618288222429175,2.668796858646336e+18,5.565011286798244e-05,5.565011286798244e-05,0.06620047068819378,0.20299635692448476
manual_Rizk2025_capture_literalDv,1.3,2200.0,30000000000000.0,0.4554901573362604,9.284837172665233,9.740327330001493,29.33721178116003,130.96617046105615,4.306593489840077e+19,9.867526394264338e+18,75690564.52892043,75671812.86892624,16956070.06177154,16950942.309641216,1.0002478024416657,1.0003025054322443,0.1657650614343852,0.45281912793507595,0.004554901573362604,0.09284837172665233,0.00031117637311409634,8.77049955151465,46.334626649473336,44.89456262263891,7.52553018382339e-15,7.476537918402952e-08,1.4600205963360039e-15,7.476537772400893e-08,1.32e-19,0.12030935767612289,0.4941993542914602,3.954097481492918e-06,3.299028805599904e-06,0.0004912133429520635,0.15714179110231966,0.15714179110231966,2.2054459977617938e+18,0.00011809234192239551,0.00011809234192239551,0.12240671801108488,0.37179263628037534
manual_Rizk2025_capture_literalDv,1.3,2250.0,30000000000000.0,0.3184928362018444,10.724146000418731,11.042638836620576,31.2207448936603,140.88664469364295,2.498511064435576e+19,9.155132410302364e+18,71128671.33484186,71106567.36607186,15764709.504925717,15757348.787937814,1.0003108569234709,1.000467129152687,0.14712954415783086,0.4751027810887825,0.003184928362018444,0.10724146000418731,0.00018370271335387074,5.716005292432046,48.8525810855842,45.431229919270415,1.3428100910342606e-14,6.620567091449314e-08,2.8345998211935383e-15,6.620566807989332e-08,1.32e-19,0.13248713510908258,0.8815039323487459,3.905060883433278e-06,3.2851939944592337e-06,0.000562296501174978,0.18878861038171743,0.18878861038171743,1.7059483155268654e+18,0.00021363461589280977,0.00021363461589280977,0.2179828865771962,0.6635210457715497
manual_Rizk2025_capture_literalDv,1.3,2300.0,30000000000000.0,0.2144313234510518,12.047167765157159,12.261599088608211,32.73718640985081,149.99784306119184,1.4590681008098456e+19,8.521995623540271e+18,67837451.13272962,67812791.61278166,14809898.032006182,14800212.821022686,1.000363641126718,1.0006543967374402,0.12895239383735413,0.4938878239334644,0.002144313234510518,0.12047167765157159,0.00010943916679829635,3.630175257657248,50.60430372064868,45.76541158252728,2.3364648863441075e-14,5.899733970997382e-08,5.3468378845667e-15,5.899733436313594e-08,1.32e-19,0.14112547918467894,1.5313649730957428,3.869495272202286e-06,3.27409034050818e-06,0.0006588042173604489,0.21959180180831056,0.21959180180831056,1.2540271575555643e+18,0.000339107230389042,0.000339107230389042,0.37588670158675846,1.1554782715089844
manual_Rizk2025_capture_literalDv,1.3,2350.0,30000000000000.0,0.1414542486779039,13.253672155110245,13.395126403788149,33.96489978862059,158.38495057423896,8.618593040144293e+18,7.963534650596434e+18,65388014.468107745,65361594.287517264,14028481.709751764,14016483.207218802,1.0004042156694382,1.0008560280318235,0.11225490640548809,0.5098535034198861,0.0014145424867790391,0.13253672155110244,6.595620129090081e-05,2.2789727460915308,51.75668869275049,45.96427260495669,3.9707129144302016e-14,5.288217396792541e-08,9.816900614352092e-15,5.288216415102479e-08,1.32e-19,0.14696374541386475,2.596436477579943,3.842923496789619e-06,3.2649926540816268e-06,0.0008340150099268906,0.24913769859033302,0.24913769859033302,8.933266472761759e+17,0.0004898662291559697,0.0004898662291559697,0.6303469163378972,1.9660895612420457
manual_Rizk2025_capture_literalDv,1.3,2400.0,30000000000000.0,0.09268106278608113,14.379618923552473,14.472299986338555,34.99141101804119,166.33662612181422,5.164378079498158e+18,7.459248967259468e+18,63471700.81388451,63444140.58796863,13360772.107701406,13346429.176543567,1.0004344014381858,1.0010746643141857,0.0974982906686368,0.5239008772204988,0.0009268106278608112,0.14379618923552473,4.0310434520553916e-05,1.4295853874891027,52.49218137167581,46.07819293040059,6.600575078419067e-14,4.765868447441236e-08,1.757344397650336e-14,4.765866690096839e-08,1.32e-19,0.15080654225503787,4.303956868446541,3.822073788674251e-06,3.2572112315999103e-06,0.0010858731801899242,0.27799826871434175,0.27799826871434175,6.278788400256964e+17,0.0006671947298057645,0.0006671947298057645,1.030850888566413,3.273105979880128
manual_Rizk2025_capture_literalDv,1.3,2450.0,30000000000000.0,0.06084635738801329,15.475249466162316,15.53609582355033,35.888354520298876,174.23494407183364,3.142572714950526e+18,6.984627805773604e+18,61886785.179088816,61858506.18323395,12758298.813972965,12741416.550085027,1.000457156139062,1.0013249911280724,0.08473799710535979,0.5368824647217284,0.0006084635738801329,0.15475249466162316,2.502566518648091e-05,0.9020980111446378,52.95679319239271,46.141083770797465,1.0746981678507251e-13,4.3168200118948265e-08,3.071974695600058e-14,4.316816939920131e-08,1.32e-19,0.15325043324561954,6.984839974218586,3.804788936741477e-06,3.2501839682144786e-06,0.0013715854233228451,0.30732575707002907,0.30732575707002907,4.415090194872701e+17,0.0008825616083607858,0.0008825616083607858,1.6464852089970379,5.338354765221548
manual_Rizk2025_capture_literalDv,1.3,2500.0,30000000000000.0,0.040218517014162965,16.59497785972422,16.63519637673838,36.7064434890334,182.5139695296903,1.9413798649120717e+18,6.516279976062306e+18,60508582.12345145,60479844.65352135,12183357.069392713,12163452.505693618,1.000475157800003,1.0016364238434587,0.07381455698417091,0.5495310367179679,0.0004021851701416296,0.16594977859724222,1.5795709415946106e-05,0.5745685089222793,53.250961757665806,46.174453937702495,1.716023132872419e-13,3.9284693264090303e-08,5.251410361158517e-14,3.928464074998669e-08,1.32e-19,0.15463513993790917,11.110760470075487,3.7897283669606418e-06,3.243472369474352e-06,0.0017196604796779385,0.338633914463037,0.338633914463037,3.137781560672473e+17,0.001162219824397618,0.001162219824397618,2.569832339457895,8.540928130617592
manual_Rizk2025_capture_literalDv,1.3,2550.0,30000000000000.0,0.026812626791931627,17.800173471333515,17.826986098125445,37.47925843956369,191.70813044315005,1.2158438034180058e+18,6.031343032413423e+18,59261813.12575496,59232762.13108138,11604025.818158166,11580103.54004432,1.0004904548366205,1.0020658086545704,0.06448318115402009,0.5625244601981231,0.0002681262679193163,0.17800173471333516,1.013931930932806e-05,0.36970966431877467,53.43861138619819,46.19166881016373,2.690232117149069e-13,3.5907255458890075e-08,8.790277397675398e-14,3.5907167556116096e-08,1.32e-19,0.15506176134931982,17.3394745488433,3.7760798981382437e-06,3.236704104335032e-06,0.002186744501429299,0.3739261999430208,0.3739261999430208,2.272165621332998e+17,0.0015605540992588824,0.0015605540992588824,3.918112212390392,13.421362336452907
manual_Rizk2025_capture_literalDv,1.3,2600.0,30000000000000.0,0.018013936015191145,19.176258484526986,19.194272420542177,38.22863598854005,202.63333245276243,7.697569149274243e+17,5.502278967046646e+18,58100952.96865676,58071650.80819254,10985782.882648101,10955749.348481564,1.000504586318047,1.0027413491502248,0.05647672940995764,0.5766619440000778,0.00018013936015191144,0.19176258484526987,6.619197427529116e-06,0.23999378711462926,53.55880103307947,46.20119856060848,4.1452062373149914e-13,3.295447771071851e-08,1.4425282735435381e-13,3.295433345789115e-08,1.32e-19,0.15436872963652867,26.565730877115527,3.763351199256879e-06,3.2294752283164944e-06,0.002899175000103987,0.41635556889498593,0.41635556889498593,1.690660490451569e+17,0.002204586178453151,0.002204586178453151,5.8248976078292625,20.740833269286266
manual_Rizk2025_capture_literalDv,3.2,900.0,30000000000000.0,2.293019520458719,0.07871656953525542,2.371736089993974,3.1997795375795044,23.2497373206308,1.6709327539644308e+23,1.495283009022125e+19,693802750.1945382,693797798.8568971,95484992.21276674,95484949.76027404,1.000007136571562,1.0000004445987856,0.28409870273443527,0.09233266832504514,0.022930195204587188,0.0007871656953525542,1.0945650115165577,84.75983164066541,1.3918616552144443,12.753741692603588,9.250000000033911e-20,0.0021380341391422026,2.727273770837793e-34,0.0021380341391422026,1.32e-19,0.0006621377782404782,5.292567730674103e-06,8.502244150653224e-06,4.16341860329427e-06,2.8743495596735396e-05,0.0009263762085049694,0.0009263762085049694,4.813760273441944e+18,1.1416752014835177e-09,1.1416752014835177e-09,4.077537615952084e-07,4.884813969078895e-06
manual_Rizk2025_capture_literalDv,3.2,950.0,30000000000000.0,2.3179018049395417,0.08227660233186479,2.4001784072714067,3.2155776343516993,23.59620090421966,1.6642916200231687e+23,1.4950698517423108e+19,690394132.7113873,690389178.0698929,94082991.76655546,94082941.95371942,1.000007176592061,1.0000005294566157,0.28512262313081793,0.09370414082572823,0.023179018049395417,0.0008227660233186479,1.0920371787918128,84.78296437348854,1.3946714143570145,12.730327033362641,9.250000000968898e-20,0.0007100267559309292,1.2701816746368393e-32,0.0007100267559309292,1.32e-19,0.000662561665880452,5.296820262147024e-06,8.485631398958045e-06,4.148775309901895e-06,2.9981665726852378e-05,0.0009669948630939726,0.0009669948630939726,5.016478312078265e+18,1.409308619376088e-09,1.409308619376088e-09,4.137166324468452e-07,4.883103629700178e-06
manual_Rizk2025_capture_literalDv,3.2,1000.0,30000000000000.0,2.3430274004894422,0.08591418630365473,2.428941586793097,3.23144027976944,23.94010322895738,1.6576786947507496e+23,1.4948520649973424e+19,687005120.7921805,687000163.3322448,92731486.30053097,92731429.71725957,1.000007216097172,1.0000006101843957,0.28614914712814726,0.09506521332290403,0.023430274004894423,0.0008591418630365473,1.089516966554097,84.80617269215941,1.3973273347434387,12.706983006543048,9.250000019797957e-20,0.0002716997880477272,4.0289255205478195e-31,0.0002716997880477272,1.32e-19,0.0006629848863367965,5.301038909684197e-06,8.46904593270232e-06,4.134633299471491e-06,3.1246338228947534e-05,0.0010084391387231244,0.0010084391387231244,5.221018566567557e+18,1.6819733513767815e-09,1.6819733513767815e-09,4.196319841121514e-07,4.881406925572045e-06
manual_Rizk2025_capture_literalDv,3.2,1050.0,30000000000000.0,2.368397731978507,0.08962792401524143,2.458025655993749,3.2473673018752134,24.28139888679706,1.6510939536468908e+23,1.4946297333045615e+19,683635665.4260883,683630705.6236129,91428073.62755021,91428010.8139535,1.0000072550902623,1.0000006870279268,0.2871782505446931,0.09641570453412955,0.02368397731978507,0.0008962792401524143,1.0870043925409567,84.82945138297097,1.3998344556456332,12.683709768842439,9.250000303506631e-20,0.00011689706184574747,9.194528317869608e-30,0.00011689706184574747,1.32e-19,0.0006634074216638086,5.305223243812411e-06,8.452488375931584e-06,4.120970192697642e-06,3.254011255708036e-05,0.001050692810195525,0.001050692810195525,5.427180282665525e+18,1.9593262759945918e-09,1.9593262759945918e-09,4.254990270646587e-07,4.879724216747752e-06
manual_Rizk2025_capture_literalDv,3.2,1100.0,30000000000000.0,2.394014224610765,0.09341641897822092,2.487430643588986,3.263358669395642,24.620051896306006,1.644537157604406e+23,1.494402941120892e+19,680285686.2023578,680280724.5245688,90170471.49360973,90170402.94432072,1.0000072935739763,1.0000007602193932,0.28820990936592095,0.09775547080426952,0.02394014224610765,0.0009341641897822092,1.084499247057353,84.85279477504127,1.4021978277475393,12.660508150153863,9.250003630270021e-20,5.546551847106669e-05,1.5790075123891412e-28,5.546551847106669e-05,1.32e-19,0.0006638293774840661,5.309374407020231e-06,8.435959196025975e-06,4.107764604414476e-06,3.3876104436638955e-05,0.001093739792352478,0.001093739792352478,5.634768256077564e+18,2.241036582293304e-09,2.241036582293304e-09,4.313172567913375e-07,4.8780571502288934e-06
manual_Rizk2025_capture_literalDv,3.2,1150.0,30000000000000.0,2.4198783697158186,0.09727835411760982,2.5171567238334287,3.2794156357845106,24.95604113504654,1.6380061926472695e+23,1.4941717681416825e+19,676954836.6492972,676949873.5615213,88956490.75595447,88956416.92473352,1.0000073315439884,1.000000829970715,0.2892441023677903,0.09908442756026449,0.024198783697158187,0.0009727835411760983,1.081999335063637,84.8761925008778,1.4044233059407802,12.637384858117793,9.25003499374962e-20,2.857952156162279e-05,2.1176796565805712e-27,2.857952156162279e-05,1.32e-19,0.0006642519390708918,5.31350649286218e-06,8.419457535577283e-06,4.094995885643331e-06,3.5238588723517714e-05,0.0011375650311568264,0.0011375650311568264,5.843588021880498e+18,2.526766597378336e-09,2.526766597378336e-09,4.3708748465270277e-07,4.876419008209477e-06
