label,f_n,K_d,rho_d,Fdot,Dv_scale,Dg_scale,b_scale,gb_scale,gd_scale,coalescence_d_scale,capture_scale,dt_h,n_modes,score_total,score_swelling,score_Rd,score_Nd,score_pressure,score_proximity,sw_d_1800_bu1.1,sw_d_2000_bu1.1,Rd_2000_bu1.1,sw_d_1800_bu1.3,sw_d_2000_bu1.3,Rd_2000_bu1.3,sw_d_1800_bu3.2,sw_d_2000_bu3.2,Rd_2000_bu3.2,error
RAND_0077,1e-07,800000.0,50000000000000.0,5e+19,1.0,2.0,0.7,0.5,1.0,1.0,0.5,12.0,25,3.8760989971684006,3.1650144281070736,0.18151190827476538,0.765171619121418,0.4093672043027457,0.22581460720454255,9.68083363362112,12.359998441979208,109.7017494669411,12.855014745677506,18.37249342049518,141.33183287008234,40.70280879723528,62.25705611425686,3223.783786070945,
RAND_0078,2e-07,500000.0,20000000000000.0,3e+19,0.5,0.7,0.7,0.7,1.3,1.25,0.75,12.0,25,2.185985929958384,1.736215643411614,0.06166445285349307,0.48731502695869533,0.37692141383997596,0.19985799914113275,14.226758809994964,32.58717434757222,484.183779464917,17.126203902184194,39.337595815199904,730.4885474775149,34.229026722082274,55.15937204682524,3363.593334833672,
RAND_0079,2e-06,500000.0,20000000000000.0,5e+19,0.7,1.0,1.3,2.0,0.7,1.0,1.0,12.0,25,2.284841868143509,1.6899068665805714,0.31686335539156524,0.5613816302693745,0.10150129768479794,0.10926350206017879,3.5299826463223605,16.93841019213748,210.08504190014304,4.257103065971451,26.110338435639687,298.9987772243026,19.80889777433213,60.31724306272258,2403.7372534934793,
RAND_0080,1e-06,200000.0,20000000000000.0,5e+19,0.5,0.7,2.0,0.7,0.7,1.25,1.0,12.0,25,1.6499759193056873,1.1269526791588875,0.0784531749711332,0.6398725850651343,0.2735405155291241,0.15797337745645157,8.958503867213777,29.825861017324524,565.0798287686569,10.41654300345945,34.31905850336737,720.1479675822662,22.342213104354734,50.93496345476588,2408.582550439702,
RAND_0081,1e-06,500000.0,10000000000000.0,5e+19,0.3,1.3,1.3,1.0,1.3,1.25,1.25,12.0,25,1.7979223380734697,1.2675237736753013,0.13195537316658634,0.5919102687968721,0.2756927464160427,0.1396045529942385,7.806395593352114,26.44301087549333,443.035487371965,9.140763954541335,31.035861655886443,557.1091739130778,20.938300654912332,49.479986386786315,1828.7888614040055,
RAND_0082,2e-07,500000.0,20000000000000.0,5e+19,0.3,0.5,0.7,2.0,1.3,0.5,1.5,12.0,25,1.4243651265416617,0.8764292084571749,0.15757314213458185,0.551048737232839,0.3281685752927675,0.24963332427384025,9.887269901461002,20.308761269461275,202.59418614327382,11.810777725420984,26.762886021094623,241.6470590880682,28.772439376861055,61.84513381369785,1088.9692758550773,
RAND_0083,2e-07,800000.0,10000000000000.0,1e+20,0.7,2.0,0.7,0.5,2.0,1.25,1.25,12.0,25,1.5903136405775158,1.1006270964386011,0.049196554057182186,0.515707406240386,0.47100877129661683,0.28072319730501183,12.05021429215745,27.64344814123378,399.58179234219114,14.204514944556312,33.231221681902014,533.9436010120089,28.21577278026084,50.85216411292897,2074.819923498138,
RAND_0084,2e-06,300000.0,30000000000000.0,5e+19,0.2,1.3,1.3,0.7,1.3,1.0,1.25,12.0,25,1.3997124524122806,0.8845205300354058,0.09926045964484918,0.5229311911441237,0.46178569722763624,0.16504461632096967,10.662266391201012,23.912288631309426,289.8713043234866,12.545079229157718,29.571497257948153,366.87987449354114,25.76361885255428,51.13124425413596,1364.2785703191837,
RAND_0085,2e-07,300000.0,30000000000000.0,3e+19,0.3,2.0,0.7,0.7,1.0,0.5,1.5,12.0,25,2.2877231300129166,1.7819060626716505,0.04560235032441318,0.535659022234543,0.5098727107591069,0.2503183108367454,12.803024055748008,22.717851371563142,224.44331329919174,15.418409642327877,30.409427719601677,276.7014017993124,34.822826550205264,64.72613352039622,1520.333498300697,
RAND_0086,2e-07,800000.0,50000000000000.0,3e+19,0.7,1.0,0.5,1.3,1.0,0.5,1.5,12.0,25,3.4035172848163007,2.6523010522567256,0.22364864168504756,0.8363064590104818,0.28446653920770704,0.21761673171826182,8.866919858141564,10.682555735919605,93.42586115213976,11.48563068233512,14.232630666931906,106.25549129434546,42.67457026555691,71.46667406490576,2353.490686186144,
RAND_0087,7e-07,800000.0,30000000000000.0,5e+19,0.5,2.0,1.3,0.7,1.3,1.0,1.25,12.0,25,2.3568492653768067,1.7616631717592293,0.16184122853471036,0.6289839608316163,0.36563540633807384,0.1309800555979185,10.981807000762108,17.083643985177606,159.04301458904817,13.866144203379918,26.50198415315516,232.04432769809264,34.73452520376125,58.36107229882794,2163.1250371600295,
RAND_0088,1e-07,200000.0,50000000000000.0,5e+19,0.5,0.5,0.7,0.7,1.0,1.25,1.0,12.0,25,2.4078691369368097,1.9227812821180321,0.03295342514922527,0.49413967941855935,0.5665625007037958,0.23896024387235446,13.324103907178419,29.810092576864765,416.30572020194745,15.889323163805416,36.1394744086569,592.329047760505,31.725281373905446,53.163793175058,2572.009587005832,
RAND_0089,1e-06,300000.0,10000000000000.0,5e+19,0.3,0.5,0.5,1.0,1.0,0.5,0.75,12.0,25,2.25383442982189,1.650784065395221,0.14398000464801003,0.7101897148381532,0.22278840278189413,0.20453431574696362,4.424122194001312,19.371679014489633,294.2514714310327,5.127343055931937,23.69858597714104,331.2443115681411,12.177035732030316,56.46484870594182,910.4262217779835,
RAND_0090,3e-07,200000.0,50000000000000.0,7.5e+19,0.2,1.0,0.5,0.7,1.0,0.75,0.5,12.0,25,1.4661259698757132,0.8995712890198542,0.08729782186938798,0.5357424542923438,0.6305618608008903,0.2636026777165852,10.037550282444082,20.773822604293137,225.02162907130213,11.858020568332577,26.182028160162957,270.1051935361575,25.257951018554554,52.25588559306601,921.7886106430159,
RAND_0091,1e-06,500000.0,10000000000000.0,7.5e+19,0.2,0.7,0.7,2.0,0.7,0.75,0.5,12.0,25,2.698347529493455,2.0233602999997724,0.3590309459207686,0.6013835715450316,0.15883671128832696,0.2312624660004413,1.289956716203363,6.697637996195237,158.1030155870221,1.479014831657851,8.216441830968368,172.08113161119553,3.765128187481575,39.32870418936518,453.8623131469632,
RAND_0092,7e-07,500000.0,50000000000000.0,3e+19,0.3,0.7,0.5,1.3,0.5,0.5,1.0,12.0,25,1.517791094251969,0.819285969638848,0.28408338435316943,0.718641014261349,0.19045173335334156,0.20849213670757427,8.220472622928849,12.99010756514784,119.11168539029634,10.15358043979684,17.499712596082542,137.67275856300728,30.780741454198456,66.748392144836,1345.2789736709224,
RAND_0093,1e-07,300000.0,20000000000000.0,1e+20,0.7,0.5,1.3,2.0,1.3,1.25,1.0,12.0,25,1.337919808074126,0.8365022108543471,0.06501628257691454,0.5569985746973352,0.38571081208937014,0.2527935157519504,10.88816344329187,28.44884053591184,457.5692115682391,12.66364376595581,33.34218553044564,591.1887149436981,25.90453779154458,50.434291395876265,2088.7341742535605,
RAND_0094,1e-07,800000.0,10000000000000.0,7.5e+19,1.0,0.7,1.0,1.3,1.0,0.75,1.5,12.0,25,1.6224794576886485,1.100011622168147,0.1719708400258726,0.547527264373368,0.20602545353574034,0.22065525494434815,8.023005025298856,24.14240779349179,270.65338017545525,9.871408418029068,33.03780824586349,367.9288471990273,30.782768845500176,61.71416712779318,2129.3206291524275,
RAND_0095,1e-06,300000.0,10000000000000.0,3e+19,0.5,1.0,0.7,1.3,1.3,0.5,1.0,12.0,25,1.7459910225411883,1.1967205379783565,0.06640253121931695,0.7111921220639182,0.23499676116093624,0.1732424918072504,8.703020581135865,29.996979673706537,393.70101212980273,10.220697604485814,37.06159472953534,481.18444464878155,24.891934600332405,65.82452819772526,2003.2854968537015,
RAND_0096,7e-07,200000.0,50000000000000.0,3e+19,0.7,1.0,2.0,0.7,0.7,0.5,0.75,12.0,25,2.590888976515579,2.127611721891654,0.05300002800368717,0.5312017365854178,0.35025226043368496,0.19893127961672594,14.154958567739156,22.947123683068803,218.05441803142918,17.40263788280647,32.83980979243008,285.871962991913,41.27339642843156,69.313591441972,2633.663952487669,
RAND_0097,1e-07,500000.0,20000000000000.0,5e+19,0.7,0.7,1.0,1.0,2.0,1.25,1.25,12.0,25,2.468469732099071,2.0115205818111557,0.037945048697487556,0.48857710063531584,0.4769383250664007,0.18006774551884197,14.11217501882836,31.771186125288274,460.788107339358,16.925919348122097,38.39810265052723,681.1494811087686,33.70030445864881,54.604805428444955,3084.8751334588333,
RAND_0098,2e-06,800000.0,20000000000000.0,3e+19,0.3,1.0,2.0,1.0,1.3,1.0,1.5,12.0,25,1.450186046842118,0.8826054738291332,0.21135925892205806,0.5746973397510974,0.2258960847839515,0.18336666720898007,10.202189112289318,21.712735972546486,219.26974686155032,12.56490223245522,31.4663115703253,329.4230912921856,31.783418858626206,57.32787356927979,2173.550015711813,
RAND_0099,3e-07,300000.0,50000000000000.0,7.5e+19,0.3,0.7,2.0,0.5,1.0,1.5,1.25,12.0,25,1.7785986627752113,1.2333023763281714,0.10090218230718251,0.514154465441029,0.5666697920067962,0.24504631565695567,10.816430855421011,23.7623341547094,301.7025227548482,12.909688330959135,29.558176951100556,416.4611033467311,26.489335343268817,47.349635164392794,1717.2018117694117,
RAND_0100,5e-07,200000.0,30000000000000.0,1e+20,1.0,0.7,0.5,2.0,2.0,0.75,0.5,12.0,25,1.6533210921831425,1.1606908203240511,0.03254468007528053,0.5607628524126704,0.4432392945533541,0.22581460720454255,13.111688732751874,29.261190606477854,354.9241281493657,15.407835482023541,36.2319046079406,459.6723124952536,31.019052469052085,59.09388435940113,1963.2678243305033,
RAND_0101,1e-06,300000.0,30000000000000.0,5e+19,0.2,0.7,1.3,0.5,0.5,1.0,1.25,12.0,25,1.6380993588944615,1.0962081339805327,0.18334214962712214,0.5379236459776751,0.2945125277867722,0.17169400641645216,8.14353551820004,22.302051768840602,271.66709903913187,9.562229276152271,28.00322430658361,342.74423841867326,21.27079047600847,50.87679377525468,1292.8735522954037,
RAND_0102,5e-07,800000.0,10000000000000.0,1e+20,1.0,1.3,1.3,0.5,2.0,1.25,1.5,12.0,25,1.4484390264779095,0.9803257501147343,0.06729077866643245,0.5149705330136111,0.3613369478918802,0.21693174515535665,12.434429066649127,29.68906738358852,441.41639509816093,14.71875433120135,35.63443397678793,610.5127963942138,29.709344480417982,52.61422133796042,2510.4386508409975,
RAND_0103,1e-06,500000.0,20000000000000.0,5e+19,0.7,1.0,1.3,2.0,1.0,1.0,0.75,12.0,25,1.6956054315259161,1.1706229385984455,0.2116596173167801,0.5449876982861162,0.16764328356820035,0.0791732094200493,7.362926467784864,25.55701717882366,298.08368603238483,8.90671057877906,34.809337269874966,445.46413925257747,26.292718352596907,58.915887273875065,2535.705284970035,
RAND_0104,1e-06,300000.0,10000000000000.0,1e+20,0.3,2.0,2.0,1.0,0.5,1.5,1.5,12.0,25,2.54893642325719,1.8961630565715435,0.2160382898701766,0.7111168497303345,0.1984821339211565,0.25255920458033126,2.5384017012216815,15.370125949827704,328.6143851256383,3.001058311277314,19.452879830380418,397.196959248215,9.781310677064182,45.03037330274703,1243.3217438971415,
RAND_0105,2e-07,300000.0,10000000000000.0,5e+19,1.0,1.3,2.0,2.0,2.0,0.75,1.0,12.0,25,1.586802018518063,0.9949952971677141,0.06795004638016437,0.7182010124292151,0.3609238862675782,0.23090109859810165,13.671691330590575,35.67134214291736,569.0681223326549,15.88673752951002,41.66823801992457,736.8361717182272,32.883444963496494,60.831248638724254,2878.2077626736473,
RAND_0106,7e-07,200000.0,30000000000000.0,5e+19,0.3,0.5,2.0,0.7,2.0,1.25,0.75,12.0,25,1.6885027243213553,1.158007066589479,0.03778412990733743,0.5578095403294561,0.5917873918314608,0.21414194641201467,12.085537900086136,28.344124997544885,459.1896471242487,14.06781628232529,32.93405325854947,585.0229851780201,26.991243597000498,49.349131079414725,1995.419672516141,
RAND_0107,1e-06,300000.0,20000000000000.0,1e+20,0.3,0.5,1.0,2.0,0.7,0.5,0.75,12.0,25,2.3906094949385412,1.782163651844065,0.2727309638057234,0.5775136794478224,0.19665731820338309,0.21861631210930393,2.9467553876609256,12.534143297173529,188.21474816157797,3.39784093237289,15.524725058173901,207.72498014774249,8.582936895229153,51.72003035584758,545.5745577654196,
RAND_0108,1e-07,300000.0,30000000000000.0,3e+19,0.7,1.3,2.0,0.5,2.0,0.75,1.0,12.0,25,3.6706455530288356,3.1554087089333627,0.04487002703982406,0.5134429601613885,0.6033910495512155,0.24914286682959422,15.37946328212951,30.15849933814902,321.65617001402586,18.734763200233196,41.083297585208314,498.85591964616106,40.26345058764775,63.929427300097295,3245.6546944152187,
RAND_0109,1e-06,200000.0,10000000000000.0,1e+20,0.5,0.5,0.5,0.5,0.7,0.5,1.25,12.0,25,2.3874109831171006,1.727751270685344,0.10525507194197511,0.829810787357516,0.2457222782543884,0.2666412009426715,3.7415328656273052,17.795875682477178,321.54470977494,4.32512015604109,21.57017486656046,357.42450208091293,10.537306168272078,52.22761031845516,865.6224244861072,
RAND_0110,2e-07,500000.0,30000000000000.0,5e+19,0.7,1.0,1.0,0.5,0.7,1.25,0.5,12.0,25,1.9679073794990567,1.486404832304355,0.10939267795946035,0.5126251147367502,0.32731063590071546,0.15524944805850216,12.684350552373585,27.037257001855526,316.2517691873332,15.625113684772357,36.54760823900949,528.3025241859959,33.731259343867656,55.40751271105599,2990.634635519849,
RAND_0111,7e-07,500000.0,50000000000000.0,7.5e+19,1.0,2.0,0.7,2.0,2.0,1.5,0.5,12.0,25,2.967188485081416,2.421740879164568,0.1130579594665883,0.5642579937072933,0.435083309705073,0.18981410639592092,12.362602013889624,24.71435991077907,266.20310868663915,15.697209376467324,36.092177861568615,523.734656407767,34.767566444387136,53.93655861362458,3293.049540476915,
RAND_0112,2e-07,200000.0,20000000000000.0,5e+19,0.5,0.7,0.5,0.7,0.7,1.5,1.0,12.0,25,1.4538857441961432,0.9174580749625777,0.049372042470163184,0.6443799901145221,0.36947122165551144,0.22871440021860098,11.391936107690412,30.38381595527965,682.4562091693067,13.115422434373997,34.142855270505905,866.507833676754,25.10671390384865,47.99990931313485,2779.3493348875145,
RAND_0113,2e-07,300000.0,10000000000000.0,1e+20,0.3,1.0,1.3,1.0,0.7,1.25,1.5,12.0,25,2.218229592680506,1.5993078216477143,0.12344239367570395,0.7125277040937588,0.3194838798697136,0.2512450303611522,4.971794917529391,20.762775027282725,398.9235912492705,5.7650941142275665,24.406176505190068,467.46522952021303,14.015168707619196,45.93759059093431,1242.919552275572,
RAND_0114,1e-06,200000.0,20000000000000.0,3e+19,0.2,2.0,0.5,0.5,0.5,1.0,0.75,12.0,25,1.6435747772752913,1.0953334233469594,0.07826246052915209,0.6395394899727478,0.3362481597173147,0.2567189764494835,9.333747065426643,27.188767730000446,434.8640693290693,10.757751433416951,31.971685087196793,535.477434792227,21.54817252517097,51.24677450174211,1716.4782279461451,
RAND_0115,2e-06,800000.0,20000000000000.0,3e+19,1.0,2.0,0.5,1.0,1.3,1.25,1.5,12.0,25,1.7704953526150269,1.284384030137865,0.1479821832624443,0.5238777834362043,0.20398505642907713,0.17200860024458914,13.274786767963874,32.3746598861511,407.32230229653186,17.04724052860453,43.43883871334232,833.4479770112133,40.053888905332016,58.8131332627491,4967.750712442261,
RAND_0116,1e-07,500000.0,20000000000000.0,7.5e+19,0.7,1.3,0.7,0.7,1.3,1.5,1.5,12.0,25,1.9584686540132412,1.4918944134820369,0.04836455747504329,0.4859755721200295,0.4773727328050388,0.21790523825396618,12.909520108363084,29.673070867379366,477.84293220364765,15.329051604496117,35.04207229035954,671.1346144372166,29.943165850752056,50.12864638627762,2703.1901563229553,
RAND_0117,1e-06,800000.0,30000000000000.0,7.5e+19,0.7,1.0,0.7,1.3,2.0,1.5,1.0,12.0,25,2.001251047502091,1.4406780205137657,0.1624974622654863,0.5841156929269075,0.33883683172319407,0.11646179715541742,11.497929183425844,23.34189622601947,251.54940355676345,14.38283961127748,33.39184781538264,446.2474171167407,32.11855314782453,52.3418427428969,2671.7807075552005,
RAND_0118,1e-07,500000.0,50000000000000.0,5e+19,1.0,2.0,0.5,0.5,0.7,0.75,1.0,12.0,25,3.5295591301378564,2.9243395900459284,0.1285160392040606,0.6523491505611317,0.40794876440590383,0.2186163121093039,11.11955872456972,14.80647089732224,134.46823811346925,14.372621874993573,21.688075633109612,171.1057417913114,41.06642998931579,65.33862799263112,2801.758155339315,
RAND_0119,7e-07,800000.0,10000000000000.0,5e+19,0.7,1.3,0.7,1.3,1.3,1.5,1.0,12.0,25,1.6858125834400026,1.1821776548689364,0.17794126299727156,0.5305594502339145,0.1824571906647266,0.15126076666445532,8.300745921107895,31.124560813800805,561.4613440375161,10.134555622663768,36.478291518487225,795.616997558225,27.278004490950092,52.507954154935675,3132.2698322100587,
RAND_0120,2e-06,300000.0,20000000000000.0,5e+19,0.7,1.0,2.0,2.0,1.0,0.75,1.0,12.0,25,1.8082805103292827,1.2922864331147668,0.16414466058434812,0.5704536957039648,0.17779618254117183,0.1437155174780022,6.816743579201619,25.946493118280962,316.63385859703726,8.148712300557158,34.118715451118426,421.5621820780877,23.841882395666687,61.97751406567126,2191.437796730825,
RAND_0121,2e-07,200000.0,50000000000000.0,3e+19,0.2,0.7,2.0,0.5,0.7,1.5,1.25,12.0,25,1.9537532674752038,1.453472197070477,0.04918077432127619,0.48966359394668446,0.5637002989585657,0.31131297272181585,12.22340023180475,28.063998125418415,440.7984525862166,14.436651608032358,33.0660549654851,598.6573649162949,28.182591925371987,48.503365782719534,2284.0563226149525,
RAND_0122,2e-06,800000.0,50000000000000.0,5e+19,0.2,1.0,0.7,1.3,2.0,1.0,0.75,12.0,25,2.126024656689345,1.3489478591987236,0.25090061957629545,0.7998946725689525,0.4089188672802022,0.19279843425792204,8.809641751915978,12.441091125450757,110.106563547661,11.120395806738172,17.85411454753892,138.42882228990857,29.824111685752708,55.058996252731355,1224.8385977869168,
RAND_0123,2e-07,300000.0,50000000000000.0,1e+20,0.2,0.7,0.7,0.5,2.0,1.5,1.25,12.0,25,1.7026608626935709,1.087804886771977,0.11083344586232405,0.5307433803678707,0.7543049537732731,0.30250297153926525,9.502484361603134,20.975711821925373,260.73014051108447,11.235089131231305,25.83253512820174,336.8740314940622,23.087716438916843,43.9787416196989,1214.2876106455883,
RAND_0124,1e-06,300000.0,10000000000000.0,5e+19,0.2,1.3,0.7,1.3,1.0,1.25,1.0,12.0,25,2.2084019779421884,1.6016033117160462,0.12943943516214843,0.7123929705012023,0.2867433468375034,0.17069442602541007,5.183912217752808,22.157928186322923,427.2088359935384,6.004344640317421,25.90546390595469,505.2766428524311,13.969868832793667,47.092836945626956,1389.2540910190291,
RAND_0125,2e-07,300000.0,20000000000000.0,1e+20,0.2,1.0,0.5,0.5,0.7,1.5,1.25,12.0,25,1.587403920587916,1.0307072057825604,0.10472551244953351,0.5594498876183859,0.47717121275549423,0.28426120330777266,8.109721870970398,21.568876583188725,365.11251421049354,9.317705116812688,25.09369313623359,439.81091578327107,18.12832962538353,40.896129807296006,1232.6874553315831,
RAND_0126,2e-06,800000.0,20000000000000.0,7.5e+19,0.3,2.0,0.7,0.5,0.5,0.5,0.5,12.0,25,2.176924872095502,1.494497639022599,0.3391065864111991,0.6286545217149815,0.16088461349640007,0.2763875618197505,4.559052365403744,12.981278347052905,138.13127782093977,5.356201641673404,16.785483695046185,156.2665042543956,13.271969613343233,57.26794191930031,621.914530577111,
RAND_0127,1e-07,300000.0,50000000000000.0,5e+19,0.2,0.7,2.0,0.5,0.7,0.75,0.5,12.0,25,1.8433415781434692,1.2474295313037733,0.12209816195124823,0.5680292425206342,0.5519395101315682,0.31640910428549646,10.439621002258516,18.643675711175383,182.88566144945472,12.59548909094187,25.069650933665983,227.4112030591434,28.637858889056204,55.93008207349484,1087.3347639769092,
RAND_0128,1e-07,200000.0,10000000000000.0,1e+20,0.5,1.3,1.3,0.7,0.5,0.75,1.5,12.0,25,2.1342439660728756,1.4821982932467546,0.050815758633100894,0.8334992571743295,0.33961053498079025,0.31472453733154926,5.939047235205569,23.1132164408814,413.7791266694482,6.849259427833769,27.304317771047913,474.3166215333508,15.978044115252043,52.60941387316378,1228.6278397572878,
RAND_0129,2e-06,800000.0,30000000000000.0,1e+20,0.3,0.7,1.3,1.3,0.7,1.5,0.5,12.0,25,2.31457731448226,1.552524367314134,0.4005525458930921,0.7048600187234125,0.14976895710587412,0.21307914532445882,4.007621036954622,14.41612833171971,159.40220647827064,4.729679951685569,20.34498163870214,215.26106903524308,12.896602921342653,46.86456415629651,1183.0180015116714,
RAND_0130,1e-06,300000.0,50000000000000.0,1e+20,0.3,2.0,0.7,1.0,0.7,1.25,1.5,12.0,25,1.3404767694870146,0.7698653548946089,0.1654969871805993,0.5495978203323983,0.4217850917252341,0.19558558435238516,9.650403273028099,20.868397344301354,236.62145649984342,11.486037151033893,26.844081112011196,312.48801619517553,24.628613048026697,48.26690855132911,1295.5909415846363,
RAND_0131,5e-07,800000.0,10000000000000.0,3e+19,0.3,2.0,0.5,1.0,2.0,0.75,0.75,12.0,25,1.5825217329421377,1.0872058401122273,0.08822712078284871,0.5305457615215484,0.356191762270684,0.26181510801316416,12.377532946342287,26.269335948222437,292.2740461439535,14.749897375588397,34.08437794463381,387.11558406778374,31.630741266997898,59.42533325047074,1887.5225282205838,
RAND_0132,1e-06,800000.0,50000000000000.0,7.5e+19,0.5,0.7,2.0,1.3,2.0,0.5,1.25,12.0,25,2.515483975124124,1.7245737852489933,0.24678813232318908,0.8456185511227524,0.3641700008724595,0.19744866357132035,8.58968196507762,10.808177903465936,93.88226051719174,10.905064479459723,14.358876779969956,106.67620868836391,33.57858808768059,65.46309524553776,975.5404552891969,
RAND_0133,3e-07,500000.0,10000000000000.0,1e+20,0.5,0.5,1.3,1.0,2.0,0.75,1.0,12.0,25,1.5405807528568904,1.0119608197132302,0.08678241974558253,0.5943676262145529,0.35617021540586236,0.22209109741555103,9.20748303810118,25.25591808234575,329.1551772174879,10.659547330935599,30.611274904690532,395.97309598678476,22.090380154274357,54.21177706135922,1282.180967337101,
RAND_0134,3e-07,200000.0,50000000000000.0,5e+19,0.3,0.7,1.3,1.3,0.7,0.5,1.0,12.0,25,1.5267955018131323,0.9989648787518322,0.10657113641944671,0.5445033033136938,0.415051132532496,0.22766062446347365,11.214287473481457,20.817414564401318,205.5351185390061,13.385332390785168,27.377777145455468,245.78420923967258,29.96321877653435,61.87246530610143,1105.2864659770175,
RAND_0135,1e-06,500000.0,50000000000000.0,7.5e+19,0.2,1.3,1.3,1.0,0.5,1.5,0.5,12.0,25,1.5947967451453955,0.9019856074645899,0.2883518555164206,0.6689873181311106,0.28181895656238365,0.1911770880004885,7.78486841441984,17.62194484309857,185.69230458432588,9.366071926606343,24.250827913535794,261.3627573833336,21.40005699710579,46.422086490511134,1284.909570161537,
RAND_0136,5e-07,200000.0,20000000000000.0,5e+19,0.5,1.3,0.7,2.0,0.7,0.5,1.25,12.0,25,1.7461742548912067,1.205572072752641,0.09759615159658076,0.6402140041813504,0.2690328563878663,0.2089825941518203,7.914248307158226,25.949530546843558,320.01825266843315,9.34274453262232,32.553352826934315,382.15967146004147,24.464645868836417,63.96195062856268,1490.601866551238,
RAND_0137,5e-07,300000.0,20000000000000.0,1e+20,0.2,2.0,0.5,1.0,0.5,1.0,1.0,12.0,25,2.0627654920308807,1.4802057297347537,0.19312096094824172,0.5703447817858514,0.32605251892237064,0.23655090830254205,5.420235557932273,19.052317345878556,272.29318853201283,6.253609163516631,23.02268216850311,318.0347647748495,13.990198922238179,46.03362049023968,867.0756676639104,
RAND_0138,3e-07,500000.0,10000000000000.0,5e+19,0.3,1.0,0.5,1.3,0.5,1.5,1.5,12.0,25,2.425900118340137,1.8159656121484813,0.2612790550461646,0.5977234221596232,0.17939992628966703,0.23555132791149996,3.0615718303101946,20.454489721667272,352.2802329169162,3.8321305282405205,26.64167873579381,471.5321138977769,17.7830415618351,51.79077230396172,1851.940182095883,
RAND_0139,3e-07,300000.0,30000000000000.0,1e+20,0.7,0.5,0.7,2.0,2.0,0.5,1.25,12.0,25,1.6099191395952461,1.1004202739446638,0.0743807187159203,0.540455720981862,0.4360323959796057,0.24150830965419479,11.86372616934901,22.324709560624378,221.7396475056025,14.149514462107938,29.293673576626432,267.67899164933567,31.40189860505151,62.900361644575945,1239.9759802872752,
RAND_0140,1e-07,500000.0,10000000000000.0,1e+20,1.0,0.5,0.5,0.7,1.3,1.5,1.25,12.0,25,1.3790349481038962,0.8769696894265046,0.05729125419413428,0.5897057033611853,0.3262951866784936,0.26564162055162943,10.882863862265605,30.269605433059432,620.5535918434626,12.669854331062943,34.43405196565077,806.1709816573233,25.688712957217813,48.911735313067965,2730.173997773871,
RAND_0141,2e-07,200000.0,50000000000000.0,3e+19,0.7,0.5,0.5,0.7,0.7,1.5,0.5,12.0,25,2.7512085798811694,2.301625265024703,0.05188615353750916,0.46993543506799923,0.4130435439668908,0.28040860347687485,15.713603671558275,36.29023387532443,740.858955014016,18.841792850795734,41.23269500632293,1090.2338055052373,35.20743375423778,53.69859826194823,4523.436186662156,
RAND_0142,3e-07,500000.0,20000000000000.0,7.5e+19,0.2,1.0,0.7,1.3,1.0,0.5,0.5,12.0,25,1.6080801631341082,1.028874662244264,0.18929077007996667,0.556417415383797,0.3624992660016929,0.22226696103166013,8.060906829103736,18.346813637768957,191.4934271197589,9.419369729991327,23.341999144479246,220.25249689827277,20.23319048950237,55.25477683341258,669.9523269978298,
RAND_0143,3e-07,300000.0,30000000000000.0,1e+20,1.0,0.5,1.0,0.7,0.5,1.0,1.5,12.0,25,1.428276818152376,0.9225474544063121,0.15455804542095386,0.5357162804580134,0.23247910194525848,0.1798918819027329,8.878533045533004,25.685921771387253,309.4883513201945,10.67062403235142,33.554219695447244,433.39148166871666,27.335237484144187,56.187244044621934,2146.4901562074265,
