Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Cs produced (at/m3)	Cs in grain (at/m3)	Cs in intragranular solution (at/m3)	Cs in intragranular bubbles (at/m3)	Cs at grain boundary (at/m3)	Cs released (at/m3)	Cs reacted (at/m3)	I produced (at/m3)	I in grain (at/m3)	I in intragranular solution (at/m3)	I in intragranular bubbles (at/m3)	I at grain boundary (at/m3)	I released (at/m3)	I reacted (at/m3)	Te produced (at/m3)	Te in grain (at/m3)	Te in intragranular solution (at/m3)	Te in intragranular bubbles (at/m3)	Te at grain boundary (at/m3)	Te released (at/m3)	Te reacted (at/m3)	Mo produced (at/m3)	Mo in solution (at/m3)	Mo reacted (at/m3)	Ba produced (at/m3)	Ba in solution (at/m3)	Ba reacted (at/m3)	Tc produced (at/m3)	Tc in solution (at/m3)	Tc reacted (at/m3)	Ru produced (at/m3)	Ru in solution (at/m3)	Ru reacted (at/m3)	Rh produced (at/m3)	Rh in solution (at/m3)	Rh reacted (at/m3)	Pd produced (at/m3)	Pd in solution (at/m3)	Pd reacted (at/m3)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	FIMA (%)	Fuel density (kg/m3)	U235 (at/m3)	U238 (at/m3)	Pu (at/m3)	Pu238 (at/m3)	Pu239 (at/m3)	Pu240 (at/m3)	Pu241 (at/m3)	Pu242 (at/m3)	q (-)	Intergranular vented fraction (/)	Intergranular venting probability (/)	Porosity (/)	Fabrication porosity (/)	Open porosity (/)	Residual porosity (/)	Densification factor (/)	Gap oxygen partial pressure (MPa)	Stoichiometry deviation (/)	Equilibrium stoichiometry deviation (/)	Fuel oxygen partial pressure (MPa)	Fuel oxygen partial pressure - Blackburn (MPa)	Fuel oxygen partial pressure - Kato (MPa)	Fuel oxygen partial pressure - CALPHAD (MPa)	Fuel oxygen potential (KJ/mol)	Fuel oxygen potential - Blackburn (KJ/mol)	Fuel oxygen potential - Kato (KJ/mol)	Fuel oxygen potential - CALPHAD (KJ/mol)	U content (mol/m3)	O content (mol/m3)	O available content (mol/m3)	Pu content (mol/m3)	Phase std density (g/m3)	Mo/Ru in HCP_A3 (/)	Mo in oxide fraction (/)	Mo oxide valence (/)	Ba/Mo in oxide compounds (/)	Ba in oxide fraction (/)	Ba oxide valence (/)	JOG (Cs2MoO4) (/)	JOG (BaMoO4) (/)	JOG (liquid) (/)	JOG (Ba3MoO6) (/)	JOG (Ba2MoO5) (/)	
0	980	3.45e+19	0	0	100000	1.975	1e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e+13	0	0	0	0	0	0	0.5	0	1	0	0	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.03414138	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.025	0	9.891445e-34	0	9.891445e-34	0	-600.5404	0	-600.5404	0	30531.45	77194.93	0.001	8554.591	3870160	0	0	0	0	0	0	0	0	0	0	0	
0.252252	980	3.45e+19	0	0	100000	1.97525	1e-05	7.331149e+21	7.220272e+21	7.220272e+21	0	1.070916e+20	3.78547e+18	5.326049e+20	5.245497e+20	5.245497e+20	0	7.78016e+18	2.750127e+17	0.0005163542	1.136035e+22	0	0	0	1.097249e+22	3.878553e+20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.861204e+21	6.861204e+21	0	3.10164e+21	3.10164e+21	0	1.660474e+21	1.660474e+21	0	6.20328e+21	6.20328e+21	0	1.848452e+21	1.848452e+21	0	5.921313e+21	5.921313e+21	0	7.182081e+23	0	0	1.990148e+13	1857.898	11.03737	7.621331e-09	1.24165e-16	3.126557e-25	0.002471067	0.5	1.866693e-06	1	0.001070361	0.0001331048	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.0341411	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.02475	0	1.029744e-33	0	1.029744e-33	0	-600.2126	0	-600.2126	0	30527.58	77194.93	0.001	8553.509	3870160	0	0	0	0	0	0	0	0	0	0	0	
0.504504	980	3.45e+19	0	0	100000	1.9755	1e-05	1.46623e+22	1.443983e+22	1.341196e+22	1.027865e+21	2.148758e+20	7.59539e+18	1.06521e+21	1.049047e+21	9.743734e+20	7.467392e+19	1.561064e+19	5.518018e+17	0.0005180217	2.27207e+22	0	0	0	1.908758e+22	6.747044e+20	2.95842e+21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.372241e+22	3.045223e+11	1.372241e+22	6.20328e+21	2.641556e+09	6.20328e+21	3.320948e+21	1.774267e-05	3.320948e+21	1.240656e+22	1.258727e-05	1.240656e+22	3.696904e+21	0.001973653	3.696904e+21	1.184263e+22	5.121477e+08	1.184263e+22	1.047495e+24	0	0	1.985726e+13	3244.585	21.43855	9.175716e-09	1.799772e-16	5.456245e-25	0.003573853	0.5	3.250382e-06	1	0.002140722	0.0002662097	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.03414082	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0245	0	1.072447e-33	0	1.072447e-33	0	-599.8816	0	-599.8816	0	30523.72	77194.93	0.01030079	8552.427	3870160	1.106061	0	0	0	1	2	0	0	0	0	0	
0.756756	980	3.45e+19	0	0	100000	1.97575	1e-05	2.199345e+22	2.165868e+22	1.948117e+22	2.17751e+21	3.233376e+20	1.142922e+19	1.597815e+21	1.573494e+21	1.415299e+21	1.581952e+20	2.349034e+19	8.303283e+17	0.000519665	3.408105e+22	0	0	0	2.863137e+22	1.012052e+21	4.43763e+21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.058361e+22	6.696675e+11	2.058361e+22	9.30492e+21	3.870611e+09	9.30492e+21	4.981422e+21	2.652891e-05	4.981422e+21	1.860984e+22	1.882054e-05	1.860984e+22	5.545357e+21	0.002951013	5.545357e+21	1.776394e+22	7.657652e+08	1.776394e+22	1.198468e+24	2.092785e-11	4.601387e-08	1.981309e+13	4877.981	32.31312	1.051146e-08	2.361909e-16	8.202808e-25	0.004679672	0.5	4.87569e-06	1	0.003211083	0.0003993145	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.03414054	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.02425	0	1.117385e-33	0	1.117385e-33	0	-599.5471	0	-599.5471	0	30519.86	77194.93	0.01545119	8551.345	3870160	1.106061	0	0	0	1	2	0	0	0	0	0	
1.009008	980	3.45e+19	0	0	100000	1.976	1e-05	2.93246e+22	2.887685e+22	2.544388e+22	3.432968e+21	4.324635e+20	1.52865e+19	2.130419e+21	2.097891e+21	1.848487e+21	2.494037e+20	3.141829e+19	1.110558e+18	0.0005212861	4.54414e+22	0	0	0	3.817516e+22	1.349397e+21	5.91684e+21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.744482e+22	9.672784e+11	2.744482e+22	1.240656e+22	5.041777e+09	1.240656e+22	6.641896e+21	3.526891e-05	6.641896e+21	2.481312e+22	2.5021e-05	2.481312e+22	7.393809e+21	0.003923229	7.393809e+21	2.368525e+22	1.018048e+09	2.368525e+22	1.239303e+24	2.657091e-11	9.738353e-08	1.977369e+13	6517.253	43.5294	1.157716e-08	2.865112e-16	1.095923e-24	0.005665382	0.5	6.501133e-06	1	0.004281444	0.0005324193	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.03414026	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.024	0	1.1647e-33	0	1.1647e-33	0	-599.2092	0	-599.2092	0	30516	77194.93	0.02060158	8550.263	3870160	1.106061	0	0	0	1	2	0	0	0	0	0	
1.26126	980	3.45e+19	0	0	100000	1.97625	1e-05	3.665575e+22	3.60943e+22	3.162387e+22	4.470435e+21	5.422764e+20	1.916804e+19	2.663024e+21	2.622236e+21	2.29746e+21	3.247752e+20	3.939615e+19	1.39255e+18	0.0005229204	5.680175e+22	0	0	0	4.771896e+22	1.68674e+21	7.396051e+21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.430602e+22	1.312493e+12	3.430602e+22	1.55082e+22	6.162739e+09	1.55082e+22	8.30237e+21	4.400891e-05	8.30237e+21	3.10164e+22	3.122146e-05	3.10164e+22	9.242261e+21	0.004895445	9.242261e+21	2.960656e+22	1.27033e+09	2.960656e+22	1.24996e+24	3.086962e-11	1.540205e-07	1.973751e+13	8161.898	55.03005	1.247888e-08	3.328807e-16	1.372463e-24	0.006570236	0.5	8.1267e-06	1	0.005351805	0.0006655241	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.03413998	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.02375	0	1.214545e-33	0	1.214545e-33	0	-598.8678	0	-598.8678	0	30512.14	77194.93	0.02575198	8549.181	3870160	1.106061	0	0	0	1	2	0	0	0	0	0	
1.513512	980	3.45e+19	0	0	100000	1.9765	1e-05	4.39869e+22	4.331104e+22	3.786059e+22	5.450447e+21	6.527813e+20	2.307399e+19	3.195629e+21	3.146529e+21	2.750556e+21	3.959727e+20	4.742428e+19	1.676316e+18	0.0005245652	6.81621e+22	0	0	0	5.726276e+22	2.024079e+21	8.87526e+21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.116722e+22	1.712185e+12	4.116722e+22	1.860984e+22	7.234304e+09	1.860984e+22	9.962844e+21	5.274891e-05	9.962844e+21	3.721968e+22	3.742192e-05	3.721968e+22	1.109071e+22	0.005867662	1.109071e+22	3.552788e+22	1.522613e+09	3.552788e+22	1.248896e+24	3.372559e-11	2.006751e-07	1.970373e+13	9811.558	66.78086	1.326852e-08	3.763417e-16	1.649838e-24	0.007415333	0.5	9.752385e-06	1	0.006422166	0.000798629	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.0341397	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0235	0	1.267083e-33	0	1.267083e-33	0	-598.5227	0	-598.5227	0	30508.28	77194.93	0.03090237	8548.1	3870160	1.106061	0	0	0	1	2	0	0	0	0	0	
1.765764	980	3.45e+19	0	0	100000	1.97675	1e-05	5.131805e+22	5.052706e+22	4.413843e+22	6.38863e+21	7.639812e+20	2.700448e+19	3.728234e+21	3.670769e+21	3.206638e+21	4.641313e+20	5.550291e+19	1.961864e+18	0.0005262181	7.952245e+22	0	0	0	6.680656e+22	2.361416e+21	1.035447e+22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.802843e+22	2.174239e+12	4.802843e+22	2.171148e+22	8.257276e+09	2.171148e+22	1.162332e+22	6.148891e-05	1.162332e+22	4.342296e+22	4.362238e-05	4.342296e+22	1.293917e+22	0.006839878	1.293917e+22	4.144919e+22	1.774896e+09	4.144919e+22	1.244581e+24	3.607598e-11	2.447744e-07	1.967181e+13	11465.96	78.75839	1.397584e-08	4.175351e-16	1.928001e-24	0.008213671	0.5	1.137818e-05	1	0.007492527	0.0009317338	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.03413941	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.02325	0	1.322491e-33	0	1.322491e-33	0	-598.174	0	-598.174	0	30504.42	77194.93	0.03605277	8547.019	3870160	1.106061	0	0	0	1	2	0	0	0	0	0	
2.018016	980	3.45e+19	0	0	100000	1.977	1e-05	5.86492e+22	5.774236e+22	5.043126e+22	7.311103e+21	8.758763e+20	3.095951e+19	4.260839e+21	4.194958e+21	3.663809e+21	5.311485e+20	6.363204e+19	2.249195e+18	0.0005278762	9.08828e+22	0	0	0	7.635037e+22	2.69875e+21	1.183368e+22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.488963e+22	2.707698e+12	5.488963e+22	2.481312e+22	9.232458e+09	2.481312e+22	1.328379e+22	7.022891e-05	1.328379e+22	4.962624e+22	4.982285e-05	4.962624e+22	1.478762e+22	0.007812096	1.478762e+22	4.73705e+22	2.027179e+09	4.73705e+22	1.239525e+24	3.809283e-11	2.869944e-07	1.964141e+13	13124.9	90.94514	1.461966e-08	4.568904e-16	2.206916e-24	0.008973973	0.5	1.300409e-05	1	0.008562888	0.001064839	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.03413913	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.023	0	1.38096e-33	0	1.38096e-33	0	-597.8215	0	-597.8215	0	30500.56	77194.93	0.04120316	8545.938	3870160	1.106061	0	0	0	1	2	0	0	0	0	0	
2.270268	980	3.45e+19	0	0	100000	1.97725	1e-05	6.598034e+22	6.495694e+22	5.67309e+22	8.226037e+21	9.884659e+20	3.493905e+19	4.793444e+21	4.719094e+21	4.121476e+21	5.976181e+20	7.181162e+19	2.538307e+18	0.0005295373	1.022432e+23	0	0	0	8.589418e+22	3.036081e+21	1.331289e+22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.175084e+22	3.322949e+12	6.175084e+22	2.791476e+22	1.016065e+10	2.791476e+22	1.494427e+22	7.896892e-05	1.494427e+22	5.582952e+22	5.602332e-05	5.582952e+22	1.663607e+22	0.008784313	1.663607e+22	5.329182e+22	2.279462e+09	5.329182e+22	1.234605e+24	3.990071e-11	3.285177e-07	1.961229e+13	14788.18	103.3273	1.521276e-08	4.947129e-16	2.486553e-24	0.009702451	0.5	1.463009e-05	1	0.009633249	0.001197943	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.03413885	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.02275	0	1.442694e-33	0	1.442694e-33	0	-597.4652	0	-597.4652	0	30496.71	77194.93	0.04635357	8544.858	3870160	1.106061	0	0	0	1	2	0	0	0	0	0	
