Time (h)	Location	Phase	Phase instance	Moles (mol/m3)	Form units (mol/m3)	Sublattice	Sites	Constituent	Site fraction
0.504504	at grain boundary	HALITE	HALITE#2	0.02060157373	0.01030078686	1	1	BA+2	1
0.504504	at grain boundary	HALITE	HALITE#2	0.02060157373	0.01030078686	1	1	VA	1.100440176e-12
0.504504	at grain boundary	HALITE	HALITE#2	0.02060157373	0.01030078686	2	1	O-2	1
0.504504	at grain boundary	HALITE	HALITE#2	0.02060157373	0.01030078686	2	1	VA	1.100880705e-12
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07961930606	0.07961930606	1	1	BA	1.577588465e-11
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07961930606	0.07961930606	1	1	CS	0.06170076092
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07961930606	0.07961930606	1	1	MO	0.2861943282
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07961930606	0.07961930606	1	1	PD	0.2469896367
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07961930606	0.07961930606	1	1	RH	0.07710258413
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07961930606	0.07961930606	1	1	RU	0.2587510473
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07961930606	0.07961930606	1	1	TC	0.06926164275
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07961930606	0.07961930606	2	0.5	O	1.100110011e-12
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07961930606	0.07961930606	2	0.5	VA	1
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	BA	1.414857301e-13
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	BA2	1.479808974e-28
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	BA2O	6.861599651e-18
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	BA2O2	1.40004391e-21
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	BAMOO4	4.383381235e-29
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	BAO	2.112291692e-15
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	CS	0.946683421
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	CS2	0.05331649086
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	CS2MOO4	1.655576492e-11
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	CS2O	8.813183718e-08
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	CS2O2	1.508161292e-22
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	CSO	4.789079077e-16
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	MO	1.208376008e-28
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	MO2	1e-30
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	MO2O6	1e-30
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	MO3O9	1e-30
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	MO4O12	1e-30
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	MO5O15	1e-30
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	MOO	1.068002997e-30
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	MOO2	1e-30
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	MOO3	1e-30
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	O	8.722562004e-27
0.504504	at grain boundary	gas	GAS	0.03217199265	0.03217199265	1	1	O2	1e-30
