label,f_n,K_d,rho_d,fission_rate,Dg_scale,Dv_scale,b_scale,gb_scale,gd_scale,nu_scale,coalescence_d_scale,capture_scale,bulk_seed_radius_nm,score_total,score_swd_rmse_percent,score_Rd_log10,score_Nd_log10,score_pressure,highT_diag,probe_sw_d_13_1600,probe_sw_b_13_1600,probe_Rd_13_1600_nm,probe_Nd_13_1600,probe_sw_d_32_1600,probe_sw_b_32_1600,probe_Rd_32_1600_nm,probe_Nd_32_1600,dt_h,n_modes
OAT_nu_scale_0.3,1e-06,500000.0,30000000000000.0,5e+19,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,0.0,2.766942866304453,1.6608715254609914,0.10739963417032031,0.4341304948134131,0.2920275948092472,10.122713857957569,4.276326497141533,1.085638712156609,93.37710292305381,1.2538946810238034e+19,8.692408765374674,4.7786688287722345,126.26351884732104,1.0309031487819162e+19,24.0,15
OAT_f_n_3e-07,3e-07,500000.0,30000000000000.0,5e+19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.7669428663044533,1.6608715254609916,0.10739963417032033,0.43413049481341315,0.29202759480924717,10.12271385795757,4.276326497141532,1.085638712156609,93.37710292305378,1.2538946810238036e+19,8.692408765374676,4.778668828772235,126.26351884732104,1.0309031487819162e+19,24.0,15
OAT_Dv_scale_3,1e-06,500000.0,30000000000000.0,5e+19,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.859396095872884,1.3980264425215496,0.11951686631944398,0.43737661970860187,0.1707293742064568,17.406605849639945,3.7290643606998604,1.2875131224719176,88.4929166807607,1.2846527216571087e+19,8.462128390770035,4.839793797384257,124.65663028933054,1.042905246751906e+19,24.0,15
OAT_fission_rate_2.5e+19,1e-06,500000.0,30000000000000.0,2.5e+19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.9708162077461937,1.669179827680863,0.11963122383867043,0.4312143865309691,0.2121167561739413,14.16734836921806,4.136706750530377,1.2324423990688265,92.15749838431456,1.2617522672224494e+19,8.971681889744264,4.886282873287064,128.1565267024854,1.0175671331904311e+19,24.0,15
OAT_gb_scale_0.3,1e-06,500000.0,30000000000000.0,5e+19,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0,0.0,3.0905928190668175,1.9984518530307358,0.08927445198701928,0.4295596926808511,0.3313323021917051,10.140807218597404,4.839410182225405,0.560801721399697,98.15148267673663,1.2218368842948241e+19,9.701358296187069,2.529427175757664,133.57286583815576,9.71827542689868e+18,24.0,15
OAT_f_n_1e-07,1e-07,500000.0,30000000000000.0,5e+19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.247926648790743,2.1594680126957138,0.08106410725979879,0.4282237819928351,0.35659772957281255,10.157024018556662,5.086503313483502,0.7966033662505047,100.14987402334073,1.2088697227798692e+19,10.318657431348209,4.26330772882433,137.3665766936905,9.503670251976436e+18,24.0,15
OAT_gd_scale_2,1e-06,500000.0,30000000000000.0,5e+19,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,3.350863312335963,2.2616277333229466,0.0762083263386613,0.4265552186018006,0.3637321595250118,10.274512043351034,5.251204236568312,0.5557171483080184,101.4873270832768,1.1993193952473588e+19,10.543336144078916,2.917936775932475,139.23043460500645,9.32581739210777e+18,24.0,15
OAT_rho_d_6e+13,1e-06,500000.0,60000000000000.0,5e+19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.499884463931792,2.213050158019069,0.17220289400088076,0.5417057012377545,0.2911657083230971,10.293851380189365,5.242583743839238,0.4918544301249493,80.49607288200701,2.399565933312339e+19,11.212048993000515,2.681514964987173,114.0975568300795,1.8020520986334253e+19,24.0,15
OAT_coalescence_d_scale_10,1e-06,500000.0,30000000000000.0,5e+19,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,0.0,3.6413261608735517,1.193243864985524,0.2212290421395711,0.5749551688873584,0.4250128424051032,31.33791032760155,3.4502697661026955,1.3046504212016246,131.20093497263298,3.6471502357487375e+18,6.278801335641278,4.921216375473772,234.14780773150156,1.1676638765249797e+18,24.0,15
OAT_f_n_3e-08,3e-08,500000.0,30000000000000.0,5e+19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.6485553846997405,2.5679660093513017,0.06117150318995907,0.4255926085588265,0.42651845134834504,10.170431466599688,5.712895981478909,0.4484905407164943,105.11720081523683,1.174211541877365e+19,11.774010001635373,3.228024644258031,147.3757540980791,8.781276862467878e+18,24.0,15
OAT_gb_scale_0.1,1e-06,500000.0,30000000000000.0,5e+19,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.0,3.693759800795338,2.6146802633492046,0.058765220152860904,0.4253358303611996,0.4325276735672702,10.169459044372378,5.796612075924448,0.17125236448712994,105.7824047933734,1.1690829333665886e+19,11.894468263978785,1.0523728012445728,148.8021140111979,8.618449058188174e+18,24.0,15
OAT_gd_scale_3,1e-06,500000.0,30000000000000.0,5e+19,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,3.81551128591036,2.732060087842183,0.05391871586798293,0.42384452514933413,0.4446770082298823,10.335051108097668,5.9515886854255395,0.21530316484013656,106.96995516317355,1.1608039008202883e+19,12.217013334759592,1.5680515006787428,150.90604215066105,8.4870459180783e+18,24.0,15
OAT_f_n_1e-08,1e-08,500000.0,30000000000000.0,5e+19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.903583140219602,2.822228936527529,0.05054342726217006,0.42511440227707825,0.4848714421245265,10.174441714558402,6.028059364546857,0.20884717707087616,107.5508646323127,1.1567704684173384e+19,12.695408524748242,2.0513440351982584,153.93733123256132,8.30856864079772e+18,24.0,15
OAT_rho_d_1e+14,1e-06,500000.0,100000000000000.0,5e+19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.341911193945054,2.841145827743649,0.2255179101033286,0.697350998790626,0.3284934737243506,10.24395525125161,5.986288265677618,0.10782166045853492,71.78892806840184,3.862750087171446e+19,14.051801260936156,0.9312778793145311,109.61594777427318,2.5469602070013112e+19,24.0,15
