label,f_n,K_d,rho_d,fission_rate,Dg_scale,Dv_scale,b_scale,gb_scale,gd_scale,nu_scale,coalescence_d_scale,capture_scale,bulk_seed_radius_nm,score_total,score_swd_rmse_percent,score_Rd_log10,score_Nd_log10,score_pressure,highT_diag,probe_sw_d_13_1600,probe_sw_b_13_1600,probe_Rd_13_1600_nm,probe_Nd_13_1600,probe_sw_d_32_1600,probe_sw_b_32_1600,probe_Rd_32_1600_nm,probe_Nd_32_1600,dt_h,n_modes
RND_0035,1e-08,800000.0,10000000000000.0,7.5e+19,0.5,3.0,0.3,1.0,1.0,3.0,0.0,0.3,0.0,1.6786801856864857,0.7599924493912259,0.11283391939069341,0.5167641232217443,0.16881800315296625,5.106521861044575,2.4027414100400004,2.174001325137579,89.50407576755303,8e+18,4.811266657907148,8.172761835232343,112.81329319831084,8e+18,24.0,15
RND_0018,1e-07,500000.0,10000000000000.0,7.5e+19,0.5,0.3,0.3,0.3,2.0,0.3,1.0,1.0,0.0,1.926441139215425,0.898092323454889,0.04150303807974791,0.6179821882141339,0.6652132933985071,4.716418615739057,3.1619360526812255,0.4670513477156877,119.84662892421574,4.385175765900896e+18,6.049669142876037,2.713192953866926,155.19614646937222,3.8636716734612664e+18,24.0,15
prior_M6_like,3e-07,300000.0,30000000000000.0,5e+19,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.9712942903212647,0.8462081915535234,0.12240402620961129,0.47965411182501705,0.21278893250555417,9.609403484640042,2.3695035012742682,1.8483304878233469,88.45705842273013,8.172807430869521e+18,4.932221343727003,6.667699857734425,116.8834070160355,7.373868051648504e+18,24.0,15
RND_0056,1e-08,800000.0,10000000000000.0,5e+19,2.0,0.3,0.3,1.0,1.0,1.0,1.0,1.0,0.0,1.9758193175334962,1.0263168149982063,0.06708918980590968,0.49752039948415544,0.5143321642521477,5.6405296078959015,3.1892973456103744,1.7614276023785083,102.741227080512,7.020566493058968e+18,6.314008733948276,6.939072277420348,134.3478491877766,6.216191923593117e+18,24.0,15
RND_0026,1e-06,1200000.0,30000000000000.0,3.5e+19,2.0,0.3,0.5,0.1,0.5,3.0,0.0,0.0,0.0,2.1379865682404535,0.9619184943984428,0.29783273986358777,0.6913897507474857,0.22274579058128324,2.84592850229361,3.31312134140491,0.6005849005574113,60.341403957057565,3.6e+19,6.854953973191629,2.388318501938676,76.89022722872349,3.6e+19,24.0,15
RND_0008,3e-06,800000.0,60000000000000.0,1e+20,2.0,3.0,0.5,0.5,0.5,3.0,0.3,0.0,0.0,2.178168540205538,0.7312652829903916,0.38116126227820746,0.7727045267335088,0.07328966848573859,5.567590690125648,1.9167782340199824,1.0248324057420934,46.04221817191394,4.688290829613232e+19,3.759494409463276,3.621514861906901,58.09177573009217,4.578222315399542e+19,24.0,15
Rizk_nominal_M7,1e-06,500000.0,30000000000000.0,5e+19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.210433858794968,1.0721108499613534,0.14648700849769417,0.44549925770170296,0.2247429174295288,10.027763182966234,3.248569845385243,1.2941132392081545,83.93313743495683,1.3116054939139699e+19,6.751356831959971,4.922354745358756,112.59309041443994,1.1291905481858122e+19,24.0,15
RND_0049,3e-06,800000.0,30000000000000.0,7.5e+19,0.3,0.3,3.0,0.3,3.0,3.0,0.3,0.0,0.0,2.2241601859264986,1.1644718062110277,0.20462650506269162,0.5598581083115742,0.4184747323346963,4.230176397485308,3.78431115877705,0.31696140523671323,73.35921995912591,2.2884114641549476e+19,7.4272117087131955,1.5981957019913333,93.40703936486241,2.1756968025958396e+19,24.0,15
RND_0040,1e-06,200000.0,10000000000000.0,7.5e+19,0.5,1.0,0.3,0.3,1.0,0.3,0.0,0.3,0.0,2.2566606459497622,0.9928672154292238,0.05743129195953349,0.9101324792940353,0.34453285492412106,4.546461765642904,1.8935050840893652,1.3693821271478184,131.23488354195524,2e+18,3.387700367458499,4.556669603235855,159.31700325502698,2e+18,24.0,15
RND_0045,1e-08,300000.0,30000000000000.0,1e+20,3.0,0.3,2.0,0.1,2.0,3.0,0.0,0.1,0.0,2.2840481533184605,1.34487584637513,0.08169522991453367,0.5027618894642273,0.789435641556927,3.9365611850636704,3.7448888449236466,0.0002561736178815469,99.77826263321593,9e+18,8.17690300584848,0.0037581624348479604,129.4451875704618,9e+18,24.0,15
