label,score_total,score_swd,score_Nd,score_Nd_drop,score_Rd,score_pressure,score_fdot_prior,score_rizk_gas_shape,score_highT_guard,f_n,K_d,rho_d,fission_rate,Dv_scale,Dg_scale,b_scale,gb_scale,gd_scale,coalescence_d_scale,capture_scale,swD_1p3_1600K,swB_1p3_1600K,Rd_1p3_1600K,Nd_1p3_1600K,Nd_1p3_1400K,Nd_1p3_1725K,Nd_drop_1725_over_1400_log10,swD_3p2_1600K,swB_3p2_1600K,max_f_cap_step_3p2_1600K,capture_fraction_sum_3p2_1600K,capture_raw_sum_3p2_1600K,dt_h,n_modes,use_full_exp,D1_Xe,D2_Xe,D2_Xe_over_Dg_unscaled,D2_Xe_scaled,D2_xe_scale,D3_Xe,Dg,Dv,family,score_bulk_shape,score_rizk_prior,score_swig_diag,trial_number,state
capture_only_v2_trial_00099,1.3949495881852056,0.761482880369014,0.3050305290831384,0.0,0.10056873315765665,0.3567485906469089,0.15637579898962292,0.04681889470009206,0.7551335160683592,1.71593577458938e-08,363231.17591013183,43109205673676.0,7.1671386045327426e+19,0.15,0.47170813860801397,0.28071191830855174,3.311572550367632,3.1909118822250906,8.203867181635784,0.06651854959560322,2.7402424502486413,0.9459846968779603,101.83144301865406,6.195190801037625e+18,1.21716895551332e+19,1.6272683279309315e+18,-0.8738916952329432,3.8838208775002596,5.382173219130111,3.75090383463377e-05,0.007128914749793291,0.007128914749793291,12.0,22,0,4.2934800659537927e-19,3.657422951670204e-105,6.055947582456164e-86,3.403079613120754e-104,9.304583194477681,1.3259206418385574e-19,2.6507170479652857e-19,3.0874485762889666e-21,capture_only,0.0884587352433649,0.2656669512918121,1.9278881859786332,99,TrialState.COMPLETE
capture_only_v2_trial_00083,1.4047751768365995,0.7983501241014437,0.33235443793561453,0.0,0.10316272978788,0.29903330340236856,0.16208702446990003,0.058264116973754304,0.6647521017272228,2.0110005739909618e-08,290144.22148308565,47332279780103.35,7.262013113398182e+19,0.15,0.32272333070601394,0.6267780272863255,1.4193285974973857,2.8829448368054944,7.710376299854001,0.06537220242397677,2.546705729644355,0.61088129210327,99.78410563899129,6.119360639622636e+18,1.1150889084786452e+19,1.7667376362230556e+18,-0.8001374352455626,3.6328040136783444,3.0462872438367863,2.6445338979447565e-05,0.004814656953660295,0.004814656953660295,12.0,22,0,4.2934800659537927e-19,3.681550810002091e-105,3.12874526672958e-86,1.7636588427913183e-104,4.790532397379343,1.3434724259786636e-19,1.8191760832280074e-19,3.0879758080237185e-21,capture_only,0.13124726662887662,0.2207581560893009,1.1811998819469227,83,TrialState.COMPLETE
capture_only_v2_trial_00095,1.4355798272614193,0.8048715009908581,0.33966691238287555,0.0,0.09873195607399542,0.3265139130668567,0.1408794043714663,0.019140547510185398,0.811187667905247,1.5340744560038527e-08,296396.7587364277,42651702818862.46,6.915911206244327e+19,0.15,0.38587576149101405,0.3849457152858577,3.093115710311233,3.219357933806487,8.35371039745428,0.06651138734834619,2.539576904352223,1.0489607710430953,104.71270028859713,5.280495563543224e+18,1.0089095068610382e+19,1.3788918379516803e+18,-0.8643220134758907,3.5562341882627497,5.0095534563107575,3.241201941375274e-05,0.0059024345091235695,0.0059024345091235695,12.0,22,0,4.2934800659537927e-19,3.592749921861668e-105,5.896910688503464e-86,3.2863032973675444e-104,9.147041594436022,1.2794435731552005e-19,2.150456152972456e-19,3.086035368650369e-21,capture_only,0.040974873357221275,0.25541229871609233,1.7405242043435236,95,TrialState.COMPLETE
capture_only_v2_trial_00081,1.43836299602935,0.8585556786714635,0.3380828615221255,0.02251456238307221,0.11892418127454736,0.21597189592925503,0.15685795083250675,0.0045209579506459135,0.6230450896648451,2.7799302709445812e-08,295415.71020125557,46977724958242.99,7.175099949112983e+19,0.15,0.3484751546188561,0.6408707584980989,1.6430387301776177,2.754556264337406,7.392748620172549,0.058121062271793464,2.3793455744463916,0.8008508964564613,94.47312006280077,6.736652386890332e+18,1.161511607653229e+19,2.0138166177198659e+18,-0.76100363404234,3.325955085948899,3.320939471679074,2.345966491918228e-05,0.003820209635937444,0.003820209635937444,12.0,22,0,4.2934800659537927e-19,3.6594537427801524e-105,3.902297926854999e-86,2.193432322679894e-104,5.993879078284247,1.3273934905859019e-19,1.9587347817082095e-19,3.087492952275641e-21,capture_only,0.08568150548837145,0.21448700935683376,1.1988892010087735,81,TrialState.COMPLETE
capture_only_v2_trial_00094,1.4399232951198035,0.8730830479624965,0.33349951796473537,0.0,0.11436138296074069,0.22699743658277202,0.1414027917869514,0.0,0.7439619704699152,2.7632972301392224e-08,304730.24266124715,42952072633543.28,6.924250899815979e+19,0.15,0.40094539826985626,0.4042718142244302,3.4109238681253644,3.181612472208764,7.912178701095716,0.0640336074218882,2.348989976863129,1.2755314814438237,97.22266150734609,6.102250571159217e+18,1.0851438206492228e+19,1.674570994251361e+18,-0.8115837372719571,3.2314170116330856,5.077871626012907,3.063240831591715e-05,0.00490671456456036,0.00490671456456036,12.0,22,0,4.2934800659537927e-19,3.594915464859021e-105,5.828874510368761e-86,3.249286558828148e-104,9.038561798157811,1.280986416465956e-19,2.2350566839357507e-19,3.0860826891781787e-21,capture_only,0.0,0.2519130658489523,1.7078884012720146,94,TrialState.COMPLETE
capture_only_v2_trial_00091,1.441079509320447,0.8447820317085394,0.33788591637400267,0.0,0.10775539356014703,0.267213812310094,0.16631732006860833,0.02867239780513435,0.712190624563763,2.337109509928277e-08,296265.0961132061,43415766403958.1,7.33309522123015e+19,0.15,0.29167335150336426,0.6429574606498811,1.5834844410691091,3.1567140979259722,8.077732055624416,0.07700220388241479,2.388167551913511,0.7299513775278372,99.29657855659424,5.823355868884094e+18,1.0541328133382371e+19,1.6230194546906493e+18,-0.8125716067546896,3.357476269159733,3.205615160212267,3.098140794163574e-05,0.005179209527781385,0.005179209527781385,12.0,22,0,4.2934800659537927e-19,3.6995248295750035e-105,5.566046942851615e-86,3.1448736759283514e-104,8.500750287678514,1.3566226159275779e-19,1.6479843855624862e-19,3.0883685686819393e-21,capture_only,0.09512636982693823,0.23042709074325227,1.1596594455993987,91,TrialState.COMPLETE
capture_only_v2_trial_00096,1.4438331764775076,0.8282117636605403,0.3533435780065785,0.0,0.09775252932453006,0.298958687848966,0.13986285935840848,0.0012839962556680882,0.7701275933646029,1.61015119122192e-08,276133.6277150902,42861442585505.54,6.899742192202671e+19,0.15,0.4017304802407165,0.39120290612971104,3.423890419325377,3.1794884026953643,7.98249609113081,0.06561287705200076,2.465456244019911,1.1786540533735639,103.75765157534961,5.269243755394868e+18,9.636645284912534e+18,1.445544324770386e+18,-0.8238944603450273,3.435486117180116,5.26455397709494,3.190602879167752e-05,0.005588874320661024,0.005588874320661024,12.0,22,0,4.2934800659537927e-19,3.588547639945431e-105,6.018566842085321e-86,3.352301028383549e-104,9.341665110051391,1.2764523055574942e-19,2.2376116065155425e-19,3.0859435421668853e-21,capture_only,0.0,0.2562135739968498,1.786414201164808,96,TrialState.COMPLETE
capture_only_v2_trial_00098,1.4504257150229314,0.8250555022896053,0.3567910156969537,0.0,0.09582469101325812,0.30581295172463885,0.15741993701069842,0.007092172252323271,0.7435585215535391,1.6710212910372308e-08,309424.26465124224,37897233036233.09,7.184390689008019e+19,0.15,0.381828370073486,0.3865822544211103,3.277846699729836,3.698253500822465,7.941220194368039,0.050585487833906394,2.454489519716419,1.1232762604256998,103.65183761261625,5.26188745489894e+18,9.543576878132238e+18,1.472174115748962e+18,-0.8117519987532305,3.425310373460545,5.104859870898304,2.4732657740661713e-05,0.004213464383973692,0.004213464383973692,12.0,22,0,4.2934800659537927e-19,3.661822213899574e-105,6.503912819329575e-86,3.656885042023545e-104,9.986517172086378,1.3291122774664835e-19,2.1468652700758264e-19,3.0875447071027714e-21,capture_only,0.004500133428356146,0.264207102295032,1.7326290981639154,98,TrialState.COMPLETE
capture_only_v2_trial_00082,1.4607822775360046,0.8044851098269525,0.3656740739975183,0.07376054677323673,0.11042639727730114,0.24575615795582892,0.15777794543315093,0.05056457374913506,0.46589381664925517,2.3699225487260413e-08,294550.32959218946,47832481740442.48,7.190315546248345e+19,0.15,0.3318131566784914,0.6204730144053936,1.364813536494162,2.8196651756261093,6.194269770653106,0.05033886643202108,2.585742627388019,0.6148401749721177,94.64568570360443,7.28105345842738e+18,1.1922278618117612e+19,2.5358074969904666e+18,-0.6722429853946934,3.706528223222135,3.0050065209360466,1.960640834860621e-05,0.0035541904434364,0.0035541904434364,12.0,22,0,4.2934800659537927e-19,3.6633318271427785e-105,4.2797255200983314e-86,2.4067842942351094e-104,6.569932530824773,1.330208376055944e-19,1.8660138141195981e-19,3.08757769453158e-21,capture_only,0.13577477952523248,0.21794521565565153,1.1965633421327309,82,TrialState.COMPLETE
capture_only_v2_trial_00093,1.4633929992153187,0.857719234991421,0.32897363809828334,0.0,0.11073773798157392,0.2767814945445247,0.15785416614876302,0.0,0.8650730344663761,2.3363250189519058e-08,303521.0730118817,42805325388125.74,7.19157759104703e+19,0.15,0.394025175276481,0.4001472300757011,3.294887409843058,3.202454237506804,8.998708835903596,0.06652474696420373,2.3566571822026843,1.214733724035128,101.11953139142545,5.441299825021321e+18,1.0427596778008564e+19,1.3326945635222582e+18,-0.8934536031014367,3.2484909177285686,5.035219963450939,3.314077673729165e-05,0.005298364728705336,0.005298364728705336,12.0,22,0,4.2934800659537927e-19,3.663653307194409e-105,6.259032639409384e-86,3.520031086063191e-104,9.607980862028665,1.3304418543437006e-19,2.2159668203864635e-19,3.0875847193774235e-21,capture_only,0.0,0.25329987824926753,1.6847009023052744,93,TrialState.COMPLETE
