number,value,params_Dg_dislocation_scale,params_Dv_dislocation_scale,params_K_d,params_f_n,params_first_gas_pressure_factor,params_rho_rizk2023_fit_cap,params_rho_rizk2023_fit_scale,params_rho_rizk2023_fit_variant,user_attrs_first_gas_pressure_factor,user_attrs_max_Rd_nm,user_attrs_max_f_cap_step,user_attrs_max_psi_d,user_attrs_min_Nd,user_attrs_rho_cfg,user_attrs_score_Nd_drop,user_attrs_score_guards,user_attrs_score_partition,user_attrs_score_pressure,user_attrs_score_radius_T,user_attrs_score_swelling_T,user_attrs_score_swelling_burnup,state
0,36.6929740956809,9.22192897110859,12.77102961822625,758039.3296846873,2.547711774336106e-06,0.6882128837665618,2196870848933206.5,0.051303920362776596,shifted,0.6882128837665618,235.82739444033464,0.0,0.4125527104256905,1.1651700716646252e+18,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.051303920362776596, ""rho_rizk2023_fit_cap"": 2196870848933206.5, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.6882128837665618}",0.0,0.0,5.156813992753164,0.0016744567639880256,0.20784968526273476,0.6808240923264922,1.3688852562455405,COMPLETE
1,3028.3959449729505,19.4226990091091,26.6012147598406,932392.7981885478,1.2495290569450285e-06,0.7513168122279581,1512995217774411.5,0.03265267374829632,fig410,0.7513168122279581,41621.58594734189,0.0,0.890441703777774,2337609658317.554,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""fig410"", ""rho_rizk2023_fit_scale"": 0.03265267374829632, ""rho_rizk2023_fit_cap"": 1512995217774411.5, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7513168122279581}",0.0,600.2071640643061,4.295956944339408,0.08510143600835364,0.06781900578221822,0.5788094379722852,0.7763934494810352,COMPLETE
2,35.69795303083893,9.99596084802561,14.727897392334283,1196297.6606104635,2.918437697817308e-06,0.253822832013191,1839468806892079.8,0.0895775852060102,fig410,0.253822832013191,256.5018551467373,0.0,0.5494722399314628,2.3468056642928855e+18,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""fig410"", ""rho_rizk2023_fit_scale"": 0.0895775852060102, ""rho_rizk2023_fit_cap"": 1839468806892079.8, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.253822832013191}",0.0,0.0,4.273702841015238,0.0023262910665133737,0.3213043617901736,0.6163161018599413,0.9090653258226724,COMPLETE
3,89.87623099186806,1.1932943771440987,20.99692837504445,598883.9760424912,4.6757714575947486e-07,0.7554395622944056,1977249098848681.8,0.02240693304984319,normal,0.7554395622944056,131.71812512276273,0.0,0.18902616132080563,6.80823756373125e+17,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""normal"", ""rho_rizk2023_fit_scale"": 0.02240693304984319, ""rho_rizk2023_fit_cap"": 1977249098848681.8, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7554395622944056}",0.0,0.0,6.891943661558765,7.462568997658389e-08,0.613840220745713,2.3629351835075445,3.5264896400437893,COMPLETE
4,32.938060879598716,4.770346452913346,11.169454846151165,241079.02417856432,2.59019680074299e-07,0.2602477052951843,1354631160485107.5,0.031114802391904738,shifted,0.2602477052951843,413.81393154838264,0.0,0.4168843758174745,2.2196816307567952e+17,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.031114802391904738, ""rho_rizk2023_fit_cap"": 1354631160485107.5, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.2602477052951843}",0.0,0.0,5.562091859738836,0.007708660937449446,0.0414001147694515,0.6774025268559527,1.4540226592421595,COMPLETE
5,42672.35025403104,3.608978141437132,17.92615645089566,166663.01421846866,2.860056825783029e-07,0.9199875057685054,2327832602671148.0,1.4367165477694113,normal,0.9199875057685054,149417.85926619507,0.0,0.9223898447638778,56162625174.02553,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""normal"", ""rho_rizk2023_fit_scale"": 1.4367165477694113, ""rho_rizk2023_fit_cap"": 2327832602671148.0, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.9199875057685054}",4.460064553581234,8524.691538148156,7.671268373985127,0.653532890149847,0.10258752257402584,0.9435957558812971,1.0456522065186635,COMPLETE
6,41.599382661763855,7.0336872034933355,27.38915864406185,1036722.1518391459,1.1921603968270952e-06,0.6706489394237307,1190595286263616.8,0.04749698754096426,normal,0.6706489394237307,191.98760806812152,0.0,0.3930016760319852,2.0054113246889654e+18,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""normal"", ""rho_rizk2023_fit_scale"": 0.04749698754096426, ""rho_rizk2023_fit_cap"": 1190595286263616.8, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.6706489394237307}",0.0,0.0,4.888428042645428,9.539623322999577e-05,0.32200110526822595,0.7860350547117881,1.5532688853117977,COMPLETE
7,5566.195412105713,14.827323560588496,5.388026191989853,215424.00934128475,9.269795113213683e-08,0.9235843060597988,2010923546743240.8,0.53640242522811,shifted,0.9235843060597988,53309.91671406447,0.0,0.8960892640519306,1133812396361.881,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.53640242522811, ""rho_rizk2023_fit_cap"": 2010923546743240.8, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.9235843060597988}",2.074308207215013,1104.036527800761,7.973386883468605,0.5249239185508422,0.10151246358755565,0.8282478306531613,0.9202039086539485,COMPLETE
8,8032.385196767572,3.3285825474897996,9.149281874195866,545210.5031418429,8.516700002237997e-08,0.38163960577463685,1664256182378380.5,0.5530369032245813,shifted,0.38163960577463685,65628.66675048367,0.0,0.9090138163342181,634369214009.6572,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.5530369032245813, ""rho_rizk2023_fit_cap"": 1664256182378380.5, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.38163960577463685}",1.9874580363459753,1598.2884752853363,6.680842912113941,0.33906500238653237,0.16753529536349288,0.7024412852491181,0.49261301810225344,COMPLETE
9,2.748847533219472e+27,16.621265736176632,21.213070583161763,2214378.114501182,1.410040472897644e-07,0.1384437739026998,1160419001401732.0,1.587967010903205,normal,0.1384437739026998,3.845900655302563e+16,0.0,61995609.122944,4.002185877054656e-24,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""normal"", ""rho_rizk2023_fit_scale"": 1.587967010903205, ""rho_rizk2023_fit_cap"": 1160419001401732.0, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.1384437739026998}",4.739565847670773,5.497695066438943e+26,8.61158770306608,6.867688944341155,0.9898963163735797,0.4081771533758191,0.4160098928761763,COMPLETE
10,42.937001708191,2.0559955987869536,4.219367921064175,112873.2471666556,3.406019449697193e-07,0.4212228304983284,1275997985967998.0,0.034013548928178074,fig410,0.4212228304983284,383.1254501593399,0.0,0.33829903841453657,1.643579343083509e+17,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""fig410"", ""rho_rizk2023_fit_scale"": 0.034013548928178074, ""rho_rizk2023_fit_cap"": 1275997985967998.0, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.4212228304983284}",0.0,0.0,6.284604546499431,0.008694640192664778,0.03329005750264474,1.0512976659843023,2.0498383837346497,COMPLETE
11,51.03440790938343,9.571535399329656,8.055431512092134,2300382.7707998827,1.4320728762237402e-06,0.24800001219897483,1195170355053320.8,0.036982161352716564,fig410,0.24800001219897483,123.61026712637633,0.0,0.31046252434695604,3.7824684043975665e+18,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""fig410"", ""rho_rizk2023_fit_scale"": 0.036982161352716564, ""rho_rizk2023_fit_cap"": 1195170355053320.8, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.24800001219897483}",0.0,0.0,5.386560424116707,4.490478591589541e-05,0.5536471268118045,0.8188006365535943,1.889255196821375,COMPLETE
12,91559.76186864224,27.24961181199377,20.299868229713216,2064063.0782633848,7.31041220856395e-07,0.1283427903018591,2143230158607609.5,0.24194064522334327,fig410,0.1283427903018591,222238.22035152657,0.0,0.9348679415348252,17770757495.853355,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""fig410"", ""rho_rizk2023_fit_scale"": 0.24194064522334327, ""rho_rizk2023_fit_cap"": 2143230158607609.5, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.1283427903018591}",5.217117516046832,18302.156852213455,7.011200947210141,0.5441867489427685,0.28107281629079645,0.782051484773177,0.718045042171837,COMPLETE
13,46.926659407792634,4.002029576424912,7.971011403957253,1047603.0134760055,2.516965487090592e-06,0.10872019619628714,2484958868565044.5,0.10392397105167582,fig410,0.10872019619628714,144.34274840557282,0.0,0.37946189847927064,4.337415281023191e+18,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""fig410"", ""rho_rizk2023_fit_scale"": 0.10392397105167582, ""rho_rizk2023_fit_cap"": 2484958868565044.5, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.10872019619628714}",0.0,0.0,4.59597466705893,0.00016927636368282368,0.5511717321797415,0.7459227382136284,1.6849594005873503,COMPLETE
14,4604.382727157321,11.289736504043852,26.114711548399438,282444.92464614613,1.5342220961516996e-07,0.15266880140707467,1197642889682395.2,0.028398249579679662,fig410,0.15266880140707467,43702.27684334525,0.0,0.8803470282184548,1951465630025.5374,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""fig410"", ""rho_rizk2023_fit_scale"": 0.028398249579679662, ""rho_rizk2023_fit_cap"": 1197642889682395.2, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.15266880140707467}",0.0,915.5954021093254,4.09751751462378,0.18930404873131018,0.1719968193948884,0.4185489190606306,0.39297705503193736,COMPLETE
15,45.25387074979075,2.5099270832028475,18.055274761066784,191511.3693470107,4.159371263244766e-07,0.2552177920829243,1707295544274005.8,0.0329604688708576,shifted,0.2552177920829243,310.2363385124709,0.0,0.3141536314712634,2.171055039406495e+17,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.0329604688708576, ""rho_rizk2023_fit_cap"": 1707295544274005.8, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.2552177920829243}",0.0,0.0,6.3638832693017475,0.0004296039750264312,0.08011696099884084,1.0801667408478006,2.1549476909892427,COMPLETE
16,4817.090177506337,26.493525810130816,11.540681267969632,382234.9524272451,1.9492038644722644e-06,0.12444964353692844,1701721152707472.8,0.0519120770976764,fig410,0.12444964353692844,46210.80753906954,0.0,0.8863018841435996,1684324378460.6892,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""fig410"", ""rho_rizk2023_fit_scale"": 0.0519120770976764, ""rho_rizk2023_fit_cap"": 1701721152707472.8, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.12444964353692844}",0.8727952563001236,957.6340306399462,4.911155715241443,0.3371288470880233,0.11060025269583829,0.49913047713565917,0.11241356205476014,COMPLETE
17,26.749935480033336,7.243893949384234,2.4668898439207325,285379.1412760912,1.334365045748426e-07,0.2329520707010732,1346971523378490.2,0.035978499714350326,shifted,0.2329520707010732,2759.0537217523497,0.0,0.7819584348127336,5434779472874850.0,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.035978499714350326, ""rho_rizk2023_fit_cap"": 1346971523378490.2, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.2329520707010732}",0.0,0.9123232822010489,4.4973210965243355,0.05846495948333138,0.03017287011599972,0.3507203486696196,0.7182977430993709,COMPLETE
18,833.3303075990274,13.340902356387788,5.109768985580934,444330.69719386846,2.814099209145052e-07,0.3403538687763613,1474701424667777.8,0.045222333504602065,shifted,0.3403538687763613,19644.715646640772,0.0,0.8670161460435709,20523702264189.332,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.045222333504602065, ""rho_rizk2023_fit_cap"": 1474701424667777.8, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.3403538687763613}",0.0,162.76003223527246,4.043933820437238,0.16458848308463572,0.026841957814859495,0.30807445956680635,0.267008552486863,COMPLETE
19,731.1509039286827,6.9498271012940895,1.7608737311908937,139249.89252018312,2.659344158415362e-07,0.27398344591407664,1691977313565920.5,0.2435914074859591,shifted,0.27398344591407664,19593.4062819862,0.0,0.8700393847437601,20902503107185.11,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.2435914074859591, ""rho_rizk2023_fit_cap"": 1691977313565920.5, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.27398344591407664}",0.0545463734601608,139.78215022467748,6.505925199917136,0.316949433262079,0.09926489822329033,0.45553266005086257,0.28955443783581025,COMPLETE
20,170.16697741886142,3.4542743136337593,1.0388592093619722,476907.0520761363,5.353655826767918e-08,0.11350519937824363,1037660455558747.0,0.16414729960175303,shifted,0.11350519937824363,9986.387659851604,0.0,0.8613899565644906,153209445039259.94,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.16414729960175303, ""rho_rizk2023_fit_cap"": 1037660455558747.0, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.11350519937824363}",0.0,29.11773968235224,5.540725387844351,0.12894449683380704,0.08543191356732707,0.2538886957523682,0.1864270246661608,COMPLETE
21,32.036535531562166,4.2766121699284065,2.483066629772808,311991.6198609406,2.0413421639368835e-07,0.18959530094770824,1436679929036163.8,0.03772925360381904,shifted,0.18959530094770824,360.00391028123704,0.0,0.42024065355364293,3.463730443160781e+17,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.03772925360381904, ""rho_rizk2023_fit_cap"": 1436679929036163.8, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.18959530094770824}",0.0,0.0,5.2868017227722595,0.018815489210882677,0.0376892593510926,0.6795731561777666,1.4351739699463972,COMPLETE
22,24.866086915030483,5.643429623842534,1.5951553219360968,206918.41568389456,1.3963824717175427e-07,0.2748965401540631,1916958020145217.8,0.03727245946984498,shifted,0.2748965401540631,853.6311594275902,0.0,0.6191732253417438,9.110393101801102e+16,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.03727245946984498, ""rho_rizk2023_fit_cap"": 1916958020145217.8, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.2748965401540631}",0.0,0.00011251175983187782,4.7960432884576125,0.06322425565033024,0.036049025562078174,0.4234475322810552,0.8637488227247041,COMPLETE
23,46.255536016341736,3.6406817632183714,1.5239265525219552,230283.5344404013,4.801753806561614e-07,0.1846666408799473,1641613577322402.5,0.026066230854835896,shifted,0.1846666408799473,325.7711598241059,0.0,0.3231481698719584,2.0447978495792598e+17,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.026066230854835896, ""rho_rizk2023_fit_cap"": 1641613577322402.5, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.1846666408799473}",0.0,0.0,6.361526695043815,0.013323637299557394,0.049084920459635646,1.1795320773947258,2.094443132227151,COMPLETE
24,29.271992788060327,5.522511533781281,1.3146963711530701,165211.99728719066,5.3059740941373673e-08,0.5024245927793024,1748957818343815.5,0.02659304475870233,shifted,0.5024245927793024,1075.1530345491253,0.0,0.6283604145247499,4.765703161480557e+16,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.02659304475870233, ""rho_rizk2023_fit_cap"": 1748957818343815.5, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5024245927793024}",0.0,0.004820033123346605,5.111966399842315,0.08585091907311801,0.11293473668664664,0.47728572304149186,0.8923859424142964,COMPLETE
25,107.0936797419863,5.696608460544355,1.991634069290488,289185.26798148255,3.876208103241107e-08,0.4725386676910816,1709023659820764.0,0.0336552528590955,fig410,0.4725386676910816,7919.8818704120495,0.0,0.8359215881670825,280706133963094.2,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""fig410"", ""rho_rizk2023_fit_scale"": 0.0336552528590955, ""rho_rizk2023_fit_cap"": 1709023659820764.0, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.4725386676910816}",0.0,17.22443866747396,4.527035025626463,0.09100134377880612,0.032264895865733056,0.2847043896573312,0.6373453148396897,COMPLETE
26,577.7546561228988,15.260899015096447,2.4279865838051298,115862.30728375107,6.835346546105837e-08,0.4585334900347554,2203686250511638.0,0.047010141764014725,shifted,0.4585334900347554,16509.069041756204,0.0,0.8507356983163753,32668380861903.734,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.047010141764014725, ""rho_rizk2023_fit_cap"": 2203686250511638.0, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.4585334900347554}",0.01923344825445313,108.63661972978423,5.5952481010539215,0.370948495044297,0.420187689579584,0.23622313953245952,0.07515447360766023,COMPLETE
27,43.59028855803908,1.439984800486214,1.2663200826112133,397729.87507873983,4.155495992696357e-08,0.6425402942375736,2479580976902601.5,0.05775916929148566,shifted,0.6425402942375736,246.41558663739218,0.0,0.3722955698599445,7.332341466960868e+17,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.05775916929148566, ""rho_rizk2023_fit_cap"": 2479580976902601.5, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.6425402942375736}",0.0,0.0,5.339977555029457,0.008194894691642907,0.23638902196294026,0.9304071394835578,1.8623475496997,COMPLETE
28,21.867830975558192,4.303831651238942,1.8740854310088817,297016.8784455785,1.1372654476581536e-07,0.52601257081018,1408210982105133.2,0.06126782693339066,shifted,0.52601257081018,1568.6594687101397,0.0,0.7509179641061573,2.6188031027118656e+16,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.06126782693339066, ""rho_rizk2023_fit_cap"": 1408210982105133.2, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.52601257081018}",0.0,0.02687573320442662,4.351976292859688,0.04575117576286474,0.011834240914749624,0.3748451987914411,0.7798410519228209,COMPLETE
29,1408.5023137370615,5.343778192904467,4.216566378404111,304528.95806006464,9.835860940305224e-08,0.6338658233534962,1451743634692440.0,0.16264741191521334,shifted,0.6338658233534962,26363.62708811848,0.0,0.8795619025573017,8865334789982.186,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.16264741191521334, ""rho_rizk2023_fit_cap"": 1451743634692440.0, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.6338658233534962}",0.07911678256252712,276.0669250881867,6.148701403913615,0.2447941426510655,0.01168494695486954,0.44718028569699253,0.14307742786890792,COMPLETE
30,107.09430981819561,2.6733237671334473,1.1873645637943349,334478.89817086555,5.217519450968172e-07,0.6249125221450557,1885641801295948.5,0.2251140526699279,shifted,0.6249125221450557,7899.621306033708,0.0,0.8546752467842557,302340238559354.5,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.2251140526699279, ""rho_rizk2023_fit_cap"": 1885641801295948.5, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.6249125221450557}",0.0,16.340182324831844,4.152039723239829,0.07827767107567382,0.1763037250646979,0.3501440344901068,0.5670089114981616,COMPLETE
31,34.79435018691375,3.968503175616583,1.2715348496274956,113040.93616686916,1.1184366581299686e-07,0.6454557001376235,1834774111514621.0,0.02944421568880432,shifted,0.6454557001376235,676.7117997860335,0.0,0.48486269671619914,8.440247261404195e+16,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.02944421568880432, ""rho_rizk2023_fit_cap"": 1834774111514621.0, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.6454557001376235}",0.0,0.0,5.537184042596207,0.06877989589569283,0.09555392816447879,0.7020977311327616,1.2054456956398467,COMPLETE
32,43.409020572589625,5.835103095962317,1.7045554511336138,783509.7356329815,1.632594995816085e-07,0.2704421689157253,2480394471244454.0,0.02194407093460196,shifted,0.2704421689157253,238.11909120963364,0.0,0.3337346503446528,5.781783198692756e+17,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.02194407093460196, ""rho_rizk2023_fit_cap"": 2480394471244454.0, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.2704421689157253}",0.0,0.0,5.6905111789845995,0.007608958314362413,0.18063273329823995,0.95103608834965,1.8901743113812666,COMPLETE
33,89.07550925926192,10.717498879596315,1.009400567543684,459359.43687279505,6.140118503225722e-08,0.49572704823990055,1313500184255952.5,0.03890431304725428,shifted,0.49572704823990055,7181.815768499388,0.0,0.8365228070318389,377261049368880.75,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.03890431304725428, ""rho_rizk2023_fit_cap"": 1313500184255952.5, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.49572704823990055}",0.0,14.269961623696517,4.335415428918542,0.14704176433617502,0.01735268988606098,0.1863878749536169,0.32407489403336287,COMPLETE
34,36.19130501326838,4.096284244976779,1.0897169761271503,333847.57133866346,1.1377656224723912e-07,0.4265245265984823,1777616330542873.8,0.02538700008307999,normal,0.4265245265984823,355.8364270119543,0.0,0.40243181707881814,3.373144001319727e+17,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""normal"", ""rho_rizk2023_fit_scale"": 0.02538700008307999, ""rho_rizk2023_fit_cap"": 1777616330542873.8, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.4265245265984823}",0.0,0.0,5.4413587361538145,0.028279824651843692,0.03672649361487765,0.8565749756166937,1.605654659374887,COMPLETE
35,30.132879901329037,5.849071724005128,1.516364265810514,268907.7015736506,6.903136001286991e-08,0.1505303452382954,1871715535100002.5,0.03864815490230639,shifted,0.1505303452382954,3378.5028527826344,0.0,0.7916151818908085,3071007413161023.5,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.03864815490230639, ""rho_rizk2023_fit_cap"": 1871715535100002.5, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.1505303452382954}",0.0,1.6558549545978705,4.540046942811163,0.0745782635981519,0.024533701489153528,0.3360791195017973,0.7012926015974933,COMPLETE
36,51.38942892519251,2.697486289546269,3.921729890850741,319379.2537612187,1.8191599407343276e-07,0.9828027180862946,1345535093181257.8,0.022149458034495226,shifted,0.9828027180862946,269.46685856455247,0.0,0.28645537173968344,2.4981172212013315e+17,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.022149458034495226, ""rho_rizk2023_fit_cap"": 1345535093181257.8, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.9828027180862946}",0.0,0.0,6.3336571115346345,0.0017739246118805014,0.1202183222423901,1.320395348868026,2.3722270213445094,COMPLETE
37,281.0194056478867,8.320985193755751,1.5669573718587793,194005.35344204836,2.2539018541359734e-07,0.5391423898653374,1209305225940275.2,0.06943653562269729,fig410,0.5391423898653374,12227.902144005424,0.0,0.8534805067844323,81177625977008.9,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""fig410"", ""rho_rizk2023_fit_scale"": 0.06943653562269729, ""rho_rizk2023_fit_cap"": 1209305225940275.2, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5391423898653374}",0.0,52.16408494717228,4.436642425850583,0.21534951169986669,0.08986711883344693,0.1923429002211911,0.1308325533464697,COMPLETE
38,60.4830205424694,2.857850460063813,1.4238074150786724,256405.636773739,7.944342863356557e-08,0.6740206466925716,1159417660383260.8,0.09841832136775276,shifted,0.6740206466925716,5890.628882718316,0.0,0.8331668765981401,675495391827258.0,"{""rho_mode"": ""rizk2023_fit"", ""rho_rizk2023_fit_variant"": ""shifted"", ""rho_rizk2023_fit_scale"": 0.09841832136775276, ""rho_rizk2023_fit_cap"": 1159417660383260.8, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.6740206466925716}",0.0,7.996245535938378,4.25292756251074,0.07214999986374866,0.01871544078509614,0.32362123129739095,0.6369723258808367,COMPLETE
