number,value,params_Dg_dislocation_scale,params_Dv_dislocation_scale,params_K_d,params_f_n,params_first_gas_pressure_factor,params_rho_T_amp_scale,params_rho_T_shift,params_rho_T_tau_scale,params_rho_blank_def_scale,params_rho_blank_scale,params_rho_const_scale,params_rho_mode,user_attrs_first_gas_pressure_factor,user_attrs_max_Rd_nm,user_attrs_max_f_cap_step,user_attrs_max_psi_d,user_attrs_min_Nd,user_attrs_rho_cfg,user_attrs_score_Nd_drop,user_attrs_score_guards,user_attrs_score_partition,user_attrs_score_pressure,user_attrs_score_radius_T,user_attrs_score_swelling_T,user_attrs_score_swelling_burnup,state
144,46.60140203978393,2.843614498363998,1.6443795986594723,2628604.997637415,3.370497712099636e-08,0.5897052896857153,,,,,1.4084618684499326,,blank_sat,0.5897052896857153,109.74521011661257,0.07698229908658662,0.6985487464363243,6.156655040573223e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.4084618684499326, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5897052896857153}",0.11023721237409088,0.0,6.76924427174248,0.0045750940468457365,0.6517355107683112,0.3210339818996234,0.26123056328079325,COMPLETE
145,389.6039669621007,2.688449595690932,2.0748236982765014,2100530.26121607,5.052133184985387e-08,0.7161577883837861,,,,,1.3307921439046482,,blank_sat,0.7161577883837861,15091.753995103541,0.35947594713892694,0.9370817398689781,57151109296824.48,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.3307921439046482, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7161577883837861}",0.09519477681631372,69.32063339715151,6.166161158778928,0.10876202218039485,0.5915313959606868,0.31650301570730016,0.2699548964512074,COMPLETE
146,133.08025510510333,4.086464154265567,1.6046233576142903,2525354.218923634,6.183588612613548e-08,0.5779585406213654,,,,,1.377800368505742,,blank_sat,0.5779585406213654,8238.77808164978,0.35614112189809644,0.9342841089041074,348144759346776.56,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.377800368505742, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5779585406213654}",0.1030099956709327,17.21636545229012,7.118285834248526,0.08477491984285827,0.5958172432804434,0.36598645458864215,0.3130440330426978,COMPLETE
147,47.108217185521326,1.5788191901155815,2.8559764974213238,2979811.4758544983,4.904504354863593e-08,0.595913891534153,,,,,1.5608872973472834,,blank_sat,0.595913891534153,51.757886963939185,0.0027603869696471396,0.5602554511331228,1.084619536705411e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.5608872973472834, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.595913891534153}",0.1301738401140041,0.0,5.134576411511793,0.00034704963685960795,0.8557172018647028,0.2843525272971599,0.2804873794078034,COMPLETE
148,217.3151124636658,1.7279118902026633,1.595339637243129,1747000.2356376364,5.7816944956846106e-08,0.41013345554406966,,,,,1.4771821309156627,,blank_sat,0.41013345554406966,11186.901511011183,0.34509333015859994,0.9282299428619665,136379366356787.84,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.4771821309156627, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.41013345554406966}",0.0919431375128712,35.35074014136721,5.0460636448918255,0.09257112840004708,0.6538693057658301,0.2702107464813956,0.2643840223949647,COMPLETE
149,47.821162256345254,1.1153660462053587,2.79805213327735,2287234.0919734985,3.0964266662322084e-08,0.34388872813135174,,,,,2.066902878200951,,blank_sat,0.34388872813135174,51.29377027808276,0.0027130325341794548,0.5593170642056945,1.1009724849818573e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 2.066902878200951, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.34388872813135174}",0.13543479835844274,0.0,5.785823122080095,0.000582393933355775,0.8213594695213443,0.27565983261050303,0.24141235914200315,COMPLETE
150,494.6829396267768,6.39016633462367,1.8814377808074796,1335864.0930282513,2.4491441391304843e-06,0.3715815623291325,,,,,,0.4507396580776604,constant,0.3715815623291325,17131.498796463035,0.19332602360043608,0.8918686693401099,33684339332784.137,"{""rho_mode"": ""constant"", ""rho_const_scale"": 0.4507396580776604, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.3715815623291325}",0.07038118573243336,91.56452866450192,1.9837507191147483,0.08433327938860645,0.49890460038952217,0.7446701736364082,0.928978790254223,COMPLETE
151,283.93687363794055,3.4227885877070383,1.2233248961451524,2382042.4922437053,3.9213566902172863e-08,0.5267424251844172,,,,,0.8986479112838752,,blank_sat,0.5267424251844172,12902.91464474893,0.33058572625741783,0.9200864723697685,86563309919929.3,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 0.8986479112838752, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5267424251844172}",0.08286299757179501,48.881611263172665,5.642879734568292,0.11596548185411679,0.5551328242170781,0.27634185996067245,0.26195921200656885,COMPLETE
152,1046.1778883870504,4.240362028870692,2.1313475083751574,2315532.132206747,4.965600511724919e-07,0.5917552487692083,0.4863193296185573,64.27757167096382,1.3434186839525826,0.7205512661492436,,,blank_sat_deformed,0.5917552487692083,24738.489239101233,0.33787656895248813,0.9275990069497752,12585564322145.186,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 0.7205512661492436, ""rho_T_shift"": 64.27757167096382, ""rho_T_tau_scale"": 1.3434186839525826, ""rho_T_amp_scale"": 0.4863193296185573, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5917552487692083}",0.07249140901123928,202.14208372676958,2.3170132057533412,0.17018544237600539,0.6824899319521459,0.36948295999785447,0.44564183053947365,COMPLETE
153,49.228320363686585,3.001454721786826,1.4523316829910706,2981720.2799447402,2.681543222260676e-07,0.44184210998484413,,,,,1.883567772743241,,blank_sat,0.44184210998484413,50.200998070906415,0.002924758559055037,0.568626869836618,1.3060919336940338e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.883567772743241, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.44184210998484413}",0.12948221670687327,0.0,6.196127373769919,0.001869151146128488,0.8254377707407674,0.27942913107554457,0.22161223914334816,COMPLETE
154,2150.0218347849755,1.0973922983574014,2.857945982118274,127223.70088351393,1.556019784802438e-06,0.3264231764850148,,,,,1.1392630032489952,,blank_sat,0.3264231764850148,34757.96061556678,0.23563616023770537,0.9016703263241911,4167655977786.5234,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.1392630032489952, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.3264231764850148}",0.773736937397058,425.9050990515493,1.4729702095178996,0.2770688368273854,0.16514688894191762,0.4945061941932327,0.5689610410272897,COMPLETE
155,570.8198188390829,2.900519465921331,1.8884395390996696,1355676.1615020873,9.746618378303757e-07,0.9186797602927319,2.8054975199050216,-34.51327647261166,0.9153055481603785,1.7582807640998177,,,blank_sat_deformed,0.9186797602927319,18307.322201188075,0.3495187118609103,0.9368527553385845,31992702749791.74,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 1.7582807640998177, ""rho_T_shift"": -34.51327647261166, ""rho_T_tau_scale"": 0.9153055481603785, ""rho_T_amp_scale"": 2.8054975199050216, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.9186797602927319}",0.08646962670297176,105.80311885565634,5.47579446048927,0.1272723638251601,0.6209833884740245,0.3152768156391551,0.2712960351528981,COMPLETE
156,577577.5973598362,10.116757347083094,22.537669731541012,117116.37304034835,6.718687257870385e-08,0.26820320144115156,,,,,1.952323878101359,,blank_sat,0.26820320144115156,557079.1508470324,0.3619200107796898,0.9455364485657907,1167334980.9549758,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.952323878101359, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.26820320144115156}",5.223314608709741,115503.98716316954,8.464081482761218,0.9287346204561457,0.23912958278270213,1.017824946261229,1.1985212067313795,COMPLETE
157,1107.1111169883013,2.3029299474458287,2.095906119023129,410017.36709217203,3.039186964465991e-08,0.8253129282380527,,,,,,2.080510679809754,constant,0.8253129282380527,25464.621054314408,0.2201222738831279,0.8972511891603879,10443398865046.336,"{""rho_mode"": ""constant"", ""rho_const_scale"": 2.080510679809754, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.8253129282380527}",0.30870362107644655,217.08006535077988,3.692527712074566,0.21786955604765468,0.07521643536090594,0.374761325089428,0.5092661689764928,COMPLETE
158,62.41599419470619,1.0918404565013429,3.4145337015726347,1636827.9112733335,3.345065452429819e-08,0.3745477398662855,2.987548180738453,-191.0361974273086,1.9448671440173084,8.38456748293679,,,blank_sat_deformed,0.3745477398662855,32.938550648436596,0.0011773935633142944,0.508000444827018,3.186886283973767e+20,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 8.38456748293679, ""rho_T_shift"": -191.0361974273086, ""rho_T_tau_scale"": 1.9448671440173084, ""rho_T_amp_scale"": 2.987548180738453, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.3745477398662855}",0.2521264709711389,0.0,8.062683539030257,0.0007561498301184031,1.0239463093618313,0.3600673560954243,0.18138778953630316,COMPLETE
159,416.4782963588294,3.1406612902279543,3.208690402177737,2739979.917837924,6.536701387798585e-08,0.33160543625156214,,,,,1.1150165721773106,,blank_sat,0.33160543625156214,15611.45905314633,0.372780640626655,0.9516956603299962,54084793353686.54,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.1150165721773106, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.33160543625156214}",0.0998317927248072,74.70595921687297,5.628018205367196,0.1051554568030724,0.65642484136383,0.29820502913639,0.2525284815547611,COMPLETE
160,53.301315095892456,1.4169030570719807,18.49662078171342,2616195.9257215955,1.2108819585992378e-07,0.9812513855558691,,,,,2.987868280842721,,blank_sat,0.9812513855558691,38.16237281071509,0.0015080254422750463,0.5221585015394902,1.8032886047358275e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 2.987868280842721, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.9812513855558691}",0.1688158596848982,0.0,6.454967345061113,2.7584377252841967e-05,0.916883190916199,0.306992748701573,0.20562684497198475,COMPLETE
161,293.4538561739435,3.308761225804308,1.0263042161281952,1463147.6213653248,9.597957854284921e-07,0.8336793606755785,,,,,1.606237617573173,,blank_sat,0.8336793606755785,13158.740083430768,0.32578493985539014,0.9190033472545263,81324189626707.33,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.606237617573173, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.8336793606755785}",0.06854271997029775,51.08877735659883,4.535472543384616,0.12546561134494338,0.6193171630393344,0.2696040576681917,0.2722187449215566,COMPLETE
162,134911.71814044827,1.9301963250384386,8.892523793478825,672593.591588495,3.257527609346885e-08,0.4857971883413949,,,,,,9.024086634240751,constant,0.4857971883413949,270709.8946982571,0.38367849654916086,0.956544997181453,10532105841.489206,"{""rho_mode"": ""constant"", ""rho_const_scale"": 9.024086634240751, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.4857971883413949}",2.0575720531043804,26971.733117545165,7.166131272718955,0.4320694552782319,0.6013120774608441,0.5775831901188098,0.5022772962703542,COMPLETE
163,58.733468770699425,1.2239428587846855,9.29059646496525,2671550.213451696,5.482016174546031e-08,0.241589030340563,1.9739989395662094,155.03047610003483,0.8247346923752997,2.0268313285782535,,,blank_sat_deformed,0.241589030340563,31.84947320334842,0.00101842729776199,0.4918564612122708,8.114303312455681e+18,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 2.0268313285782535, ""rho_T_shift"": 155.03047610003483, ""rho_T_tau_scale"": 0.8247346923752997, ""rho_T_amp_scale"": 1.9739989395662094, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.241589030340563}",0.23511176646297596,0.0,7.365527665158077,0.00010124714111179882,0.9640222357600727,0.37155769433888786,0.16740768527265043,COMPLETE
164,9127.447588231758,2.2312633667161186,4.272389937644662,556700.6097077809,2.7695399302805734e-06,0.18404593248861517,2.009469903868733,103.8219996301161,0.8245641365632571,1.487411384388409,,,blank_sat_deformed,0.18404593248861517,71269.16521858258,0.35437491834728974,0.9417757351216972,550869674369.2833,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 1.487411384388409, ""rho_T_shift"": 103.8219996301161, ""rho_T_tau_scale"": 0.8245641365632571, ""rho_T_amp_scale"": 2.009469903868733, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.18404593248861517}",0.8174673337337186,1818.9816949628143,3.7240812649902515,0.298671746776788,0.4335654020349183,0.36683038075630703,0.31589453289881175,COMPLETE
165,52.95376607098386,1.3334607757911547,1.1487798907391953,2793404.1457894915,4.573806278101885e-08,0.6791051456796025,,,,,0.691326384230107,,blank_sat,0.6791051456796025,86.48473877307549,0.008342564500944425,0.6134840200247218,4.541515462418686e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 0.691326384230107, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.6791051456796025}",0.10975745042482521,0.0,4.4134377233651625,5.215284751142574e-05,0.9015278241037196,0.593501494735284,0.7426574050111825,COMPLETE
166,48.36377929003769,2.4104558291880487,1.0415044747245599,2516661.78543673,9.583708588595933e-07,0.6118726115966115,,,,,2.3313310257022546,,blank_sat,0.6118726115966115,48.53774921497807,0.00267912826056738,0.5636973233075121,1.3695617453297844e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 2.3313310257022546, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.6118726115966115}",0.12200223564663724,0.0,4.9523015329639035,0.0011770799546732993,0.9180709707413496,0.2809558620336888,0.28345013045372175,COMPLETE
167,60.25445543537863,1.653325574992657,5.248753187941662,2643931.8397084484,5.742975507955566e-08,0.12661993711120537,2.1088882262920907,166.84803367037068,1.0496951360868043,2.2687200749493948,,,blank_sat_deformed,0.12661993711120537,30.880414557159376,0.0009403673024387459,0.48919211505682747,8.984765875510166e+18,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 2.2687200749493948, ""rho_T_shift"": 166.84803367037068, ""rho_T_tau_scale"": 1.0496951360868043, ""rho_T_amp_scale"": 2.1088882262920907, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.12661993711120537}",0.27831702613516923,0.0,7.816121027379441,0.0004299134306476025,0.9545547193878989,0.39292147719937764,0.17143280111755405,COMPLETE
168,69.05459571046396,3.2873046432095383,1.4590653155145294,1053442.1758897102,4.3843447316054804e-08,0.4515183170490405,,,,,,29.942363042990493,constant,0.4515183170490405,53.79336012830889,0.0040581593361652575,0.5902298831225226,3.153471818165101e+20,"{""rho_mode"": ""constant"", ""rho_const_scale"": 29.942363042990493, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.4515183170490405}",0.15758144643763122,0.0,8.598863902962234,0.002337587739077736,1.1926824200179498,0.3584976879960573,0.22644933015972527,COMPLETE
169,1803018718248.3262,3.6799269290319283,12.799564880867603,1372004.1614829248,1.884269805997303e-06,0.9803409282611718,,,,,1.2358967448266402,,blank_sat,0.9803409282611718,984971098.1367853,0.4152285985345388,1.5877654851352643,0.23477568455659922,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.2358967448266402, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.9803409282611718}",2.050456294855739,360603743642.4349,2.871949461751885,1.543433474033254,0.6023337833235818,0.326884519346127,0.3596060137230401,COMPLETE
170,608.4391672039736,1.920676739037321,1.6612817492920595,1169159.9258256191,7.02933310711142e-07,0.44791951987137785,,,,,1.8407383668831385,,blank_sat,0.44791951987137785,18975.08370306835,0.3414029353037462,0.9277822302137619,27906054649321.316,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.8407383668831385, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.44791951987137785}",0.07036427559526871,114.35699804600253,3.324777520834104,0.14449462815344144,0.6728272458658618,0.2987504410954155,0.34034144762333995,COMPLETE
171,1856.7556543841235,1.545586240809273,2.878025834041,1058754.836124384,3.327009529451594e-08,0.7236936017205946,,,,,1.4353364802033037,,blank_sat,0.7236936017205946,32696.378595996026,0.34781667868037763,0.933653155828113,5558647557256.619,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.4353364802033037, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7236936017205946}",0.09071426935609618,364.0740152903773,5.398622689490334,0.19834440623377675,0.45146918141779246,0.30570732525871613,0.2877863751461647,COMPLETE
172,46.1026132337776,1.1392309746404221,2.8976237826881333,2475829.5922959377,3.786749600096118e-08,0.5808754890506671,,,,,1.4162554709750277,,blank_sat,0.5808754890506671,60.757361742658325,0.003787180107690471,0.5771725820397405,8.20223913300144e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.4162554709750277, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5808754890506671}",0.11621970744448895,0.0,4.441218275616199,0.00014427118832377467,0.8579080621786341,0.33043451437677684,0.3747721291238741,COMPLETE
173,128.75525910050936,1.8296619254182087,3.5749695532386045,2248591.768764095,2.4837101310287704e-06,0.29334138696312834,1.2105012262949322,83.67141346315685,0.6358185758884737,1.0740075690229027,,,blank_sat_deformed,0.29334138696312834,7858.453875394654,0.38006767780015455,0.9520787451902757,424540057839648.7,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 1.0740075690229027, ""rho_T_shift"": 83.67141346315685, ""rho_T_tau_scale"": 0.6358185758884737, ""rho_T_amp_scale"": 1.2105012262949322, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.29334138696312834}",0.1054194312629755,15.358484637628942,1.1314111156617987,0.07003456663010528,1.076692921982486,0.7624102185814191,0.896866252014712,COMPLETE
174,2288.1043817139225,7.502322877750463,2.65435428318884,1916165.638528835,7.8756736276183e-07,0.5991687521680927,,,,,1.1195880695971157,,blank_sat,0.5991687521680927,36176.34031629256,0.36007761445291864,0.9396472717495372,4183425801434.6455,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.1195880695971157, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5991687521680927}",0.06939328450908641,449.2875148084969,6.437435008618659,0.21345919127112606,0.4546726094705124,0.4049381927108987,0.3674046737230043,COMPLETE
175,101.4347651133064,1.1899192633254716,1.1708282728970416,2000012.519719855,5.828381096600198e-08,0.5146982556962836,,,,,,0.25231683402748106,constant,0.5146982556962836,98.67109789991903,0.0009006282643777575,0.3668944223656978,1.2273398563149808e+19,"{""rho_mode"": ""constant"", ""rho_const_scale"": 0.25231683402748106, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5146982556962836}",0.21191623864348363,0.0,10.786615576917258,8.808527113638221e-07,0.8820467602942699,2.0127057910839405,2.2534407518732635,COMPLETE
176,48.31174401318246,1.2273662131313128,5.891334256161376,2311114.508253247,4.603522412126846e-08,0.2740433113143514,,,,,2.183883895346479,,blank_sat,0.2740433113143514,49.915980138490134,0.0026125969309856874,0.557894562415916,1.1726700368693402e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 2.183883895346479, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.2740433113143514}",0.13858587547806273,0.0,5.811817457341967,0.0002161777494191033,0.8265125791994152,0.28868886563527146,0.2376278369802213,COMPLETE
177,397.37912002592844,2.691943983303074,2.3804330129188647,2310378.7158030537,2.904624747851894e-06,0.296294111905252,,,,,1.214787093080683,,blank_sat,0.296294111905252,15200.457426876515,0.3664001365192368,0.9405834239332302,56563123147407.99,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.214787093080683, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.296294111905252}",0.0966211208374525,70.43001653569809,1.3990254616176065,0.10405586174016204,0.9712227340296083,0.5531864195132662,0.6791841292726996,COMPLETE
178,47.4661327057797,1.0953968122571873,3.3384405553199037,2668273.8912226334,4.406462396732123e-08,0.5208307296475541,,,,,1.551289703392098,,blank_sat,0.5208307296475541,52.91615253277512,0.002666321908546372,0.5558472884494974,9.677248524758943e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.551289703392098, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5208307296475541}",0.12537866494064698,0.0,4.373870910267252,8.16904049428909e-05,0.9064950454012117,0.33540836868644963,0.37873021633733495,COMPLETE
179,51.085531816118994,2.121745583979563,8.39532031991626,2820039.7966091465,3.2983552304690915e-08,0.42740456629039825,2.1511799091411485,80.2211380494424,1.066879490134663,1.3507244203250375,,,blank_sat_deformed,0.42740456629039825,47.38812646366211,0.0024411156702643993,0.5562903269756194,3.3195992099681927e+19,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 1.3507244203250375, ""rho_T_shift"": 80.2211380494424, ""rho_T_tau_scale"": 1.066879490134663, ""rho_T_amp_scale"": 2.1511799091411485, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.42740456629039825}",0.19183174563331648,0.0,6.919029766649695,0.00038674855170870104,0.7531831000460498,0.37050297124772014,0.22658746846564137,COMPLETE
180,58.57984666961946,2.865971038208612,1.6959940593242095,2576211.67600109,4.469570943410386e-07,0.6155100550680681,,,,,4.10234082149707,,blank_sat,0.6155100550680681,34.53409041876229,0.0011606001446831603,0.5094334619776064,2.4296324077975857e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 4.10234082149707, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.6155100550680681}",0.18629117836097495,0.0,7.979106242008259,0.0019279579287677577,0.9214987426247296,0.3353358876148211,0.19577436544711269,COMPLETE
181,47.16438722166563,2.525145561663834,5.121755107166617,2638905.9819690986,6.04187119453268e-08,0.7599505022445386,,,,,1.5718049178090892,,blank_sat,0.7599505022445386,67.76223511057711,0.008018815957339293,0.6159210136618046,9.616565589242986e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.5718049178090892, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7599505022445386}",0.11997270239992315,0.0,6.390107598221472,0.0008202256923337205,0.7027502583750593,0.33053180115281255,0.2401140758008875,COMPLETE
182,1766.1360909494126,1.8506715414853916,2.877835215991173,1249811.4737496225,3.475667035653008e-08,0.49140711234166057,,,,,1.5142744599310216,,blank_sat,0.49140711234166057,31901.373640666807,0.35665480632572455,0.9383013545338841,6074496264200.284,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.5142744599310216, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.49140711234166057}",0.07761460258378063,345.3174325608359,6.032641634180709,0.18741720832065767,0.46807598577227516,0.34374404176310736,0.30761832464795535,COMPLETE
183,44.87407970758216,2.509651326307192,9.311676446102895,1765577.860600229,2.7379352127700884e-06,0.20571537808066065,0.3108839026873957,167.1068486616466,0.9881681775595816,2.433843173606765,,,blank_sat_deformed,0.20571537808066065,80.93601863129288,0.02395162760493811,0.6549766130557534,9.855936904805482e+19,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 2.433843173606765, ""rho_T_shift"": 167.1068486616466, ""rho_T_tau_scale"": 0.9881681775595816, ""rho_T_amp_scale"": 0.3108839026873957, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.20571537808066065}",0.09616073423326764,0.0,4.288931487701956,7.68388137678043e-05,0.8428215913266118,0.31755892696971144,0.32330175935330996,COMPLETE
184,41323.5138013435,25.332467306695385,20.01646605338862,124127.63138288468,4.340380885297678e-07,0.749917682437487,,,,,,1.5120167721424997,constant,0.749917682437487,144076.9245587184,0.2775958730581662,0.914411676044743,61031408208.49941,"{""rho_mode"": ""constant"", ""rho_const_scale"": 1.5120167721424997, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.749917682437487}",4.357433425264484,8253.699182028286,7.196747351977436,0.8681365716897409,0.33964065275784194,0.9514648813196067,1.1622786526918163,COMPLETE
185,5609.906198164706,3.085513843936898,14.755818268476261,1344149.9756308915,1.2472605384056823e-06,0.14090943847923776,,,,,,0.7550766287314572,constant,0.14090943847923776,56160.151922428646,0.3432369896692345,0.9306940693374117,1086544225882.6923,"{""rho_mode"": ""constant"", ""rho_const_scale"": 0.7550766287314572, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.14090943847923776}",0.093005204650238,1113.0745141672633,2.5053978131752053,0.13921857576838126,0.6616380068415343,0.7970733175676806,1.0411061541710946,COMPLETE
186,50.366114914121425,1.1121077479076953,1.0878376902042286,2517133.0039755665,3.854955112109459e-08,0.46380687134026516,,,,,0.9054515404906436,,blank_sat,0.46380687134026516,76.82004602939517,0.005958826414013804,0.5991217582078999,5.355695544015289e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 0.9054515404906436, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.46380687134026516}",0.10863834856524018,0.0,4.315365424149159,0.00012398328793737184,0.8919827951551527,0.4993572432031854,0.618946765385101,COMPLETE
