label,score_total,score_swd,score_Nd,score_Nd_drop,score_Rd,score_pressure,score_fdot_prior,f_n,K_d,rho_d,fission_rate,Dv_scale,Dg_scale,b_scale,gb_scale,gd_scale,coalescence_d_scale,capture_scale,swD_1p3_1600K,swB_1p3_1600K,Rd_1p3_1600K,Nd_1p3_1600K,Nd_1p3_1400K,Nd_1p3_1725K,Nd_drop_1725_over_1400_log10,swD_3p2_1600K,swB_3p2_1600K,max_f_cap_step_3p2_1600K,capture_fraction_sum_3p2_1600K,capture_raw_sum_3p2_1600K,dt_h,n_modes,use_full_exp,D1_Xe,D2_Xe,D2_Xe_over_Dg_unscaled,D2_Xe_scaled,D2_xe_scale,D3_Xe,Dg,Dg_D1_scale,Dg_D3_scale,Dv,Dv_D1_scale,Dv_D2_scale,Nd_1p3_1550K_v7,Nd_1p3_1650K_v7,Nd_1p3_1800K_v7,Nd_drop_1600_over_1400_log10_v7,Nd_drop_1650_over_1400_log10_v7,Nd_drop_1725_over_1400_log10_v7,Nd_drop_1725_over_1550_log10_v7,Nd_drop_1800_over_1400_log10_v7,Rd1900_soft_max_nm,Rd2000_max_nm,Rd_1900_2000_ratio_max,Rd_1p3_1700K,Rd_1p3_1800K,Rd_1p3_1900K,Rd_1p3_2000K,Rd_band_1700_nm_v8,Rd_band_1800_nm_v8,Rd_band_1900_nm_v8,Rd_band_2000_nm_v8,Rd_band_inc_1800_2000_nm_v8,Rd_inc_1600_1700_nm,Rd_inc_1700_1800_nm,Rd_inc_1800_1900_nm,Rd_inc_1800_2000_nm,Rd_inc_1900_2000_nm,Rd_last_increment_factor_max,Rd_post1800_delta_max_nm,Rd_ratio_2000_over_1700,Rd_ratio_2000_over_1800,Rd_ratio_2000_over_1900,Rd_ratio_max,b_bulk_scale,b_dislocation_scale,bulk_gas_1p1_1200,bulk_gas_1p1_1500,bulk_gas_1p1_1600,bulk_gas_1p1_2000,bulk_gas_1p1_2200,bulk_gas_1p3_1600K,bulk_gas_3p2_1200,bulk_gas_3p2_1500,bulk_gas_3p2_1600K,bulk_gas_3p2_1800,bulk_gas_3p2_2000,bulk_gas_3p2_2200,bulk_plateau_bulk_1p1_1200,bulk_plateau_bulk_1p1_1400,bulk_plateau_bulk_1p1_1500,bulk_plateau_bulk_1p1_1600,bulk_plateau_bulk_1p1_2000,bulk_plateau_bulk_3p2_1400,bulk_plateau_bulk_3p2_1500,bulk_plateau_bulk_3p2_1600,bulk_plateau_disl_1p1_1200,bulk_plateau_disl_1p1_1400,bulk_plateau_disl_1p1_1500,bulk_plateau_disl_1p1_1600,bulk_plateau_disl_1p1_2000,bulk_plateau_disl_3p2_1400,bulk_plateau_disl_3p2_1500,bulk_plateau_disl_3p2_1600,bulk_plateau_qgb_1p1_1200,bulk_plateau_qgb_1p1_1400,bulk_plateau_qgb_1p1_1500,bulk_plateau_qgb_1p1_1600,bulk_plateau_qgb_1p1_2000,bulk_plateau_qgb_3p2_1400,bulk_plateau_qgb_3p2_1500,bulk_plateau_qgb_3p2_1600,disl_gas_1p1_1200,disl_gas_1p1_1500,disl_gas_1p1_1600,disl_gas_1p1_2000,disl_gas_1p1_2200,disl_gas_1p3_1600K,disl_gas_3p2_1200,disl_gas_3p2_1500,disl_gas_3p2_1600K,disl_gas_3p2_1800,disl_gas_3p2_2000,disl_gas_3p2_2200,family,gd_bubble_scale,gd_line_alpha,gd_line_scale,matrix_gas_1p1_1200,matrix_gas_1p1_1500,matrix_gas_1p1_1600,matrix_gas_1p1_2000,matrix_gas_1p1_2200,matrix_gas_3p2_1200,matrix_gas_3p2_1500,matrix_gas_3p2_1800,matrix_gas_3p2_2000,matrix_gas_3p2_2200,p_b_over_eq_1p3_1600K,p_d_over_eq_1p3_1600K,pb_over_eq_highT_1p1_1900,pb_over_eq_highT_1p1_2000,pb_over_eq_highT_3p2_1700,pb_over_eq_highT_3p2_1800,pb_over_eq_highT_3p2_1900,pb_over_eq_highT_3p2_2000,pd_over_eq_highT_1p1_1900,pd_over_eq_highT_1p1_2000,pd_over_eq_highT_3p2_1700,pd_over_eq_highT_3p2_1800,pd_over_eq_highT_3p2_1900,pd_over_eq_highT_3p2_2000,qgb_gas_1p1_1200,qgb_gas_1p1_1500,qgb_gas_1p1_1600,qgb_gas_1p1_2000,qgb_gas_1p1_2200,qgb_gas_1p3_1600K,qgb_gas_3p2_1200,qgb_gas_3p2_1500,qgb_gas_3p2_1600K,qgb_gas_3p2_1800,qgb_gas_3p2_2000,qgb_gas_3p2_2200,rhoFT_base_1025_1p1FIMA,rhoFT_base_1025_1p3FIMA,rhoFT_base_1025_3p2FIMA,rhoFT_base_1025_6p0FIMA,rhoFT_clip_T,rhoFT_eff_1p1FIMA_1025K,rhoFT_eff_1p1FIMA_1600K,rhoFT_eff_1p1FIMA_2000K,rhoFT_eff_1p3FIMA_1025K,rhoFT_eff_1p3FIMA_1600K,rhoFT_eff_1p3FIMA_2000K,rhoFT_eff_3p2FIMA_1025K,rhoFT_eff_3p2FIMA_1600K,rhoFT_eff_3p2FIMA_2000K,rhoFT_eff_6p0FIMA_1025K,rhoFT_eff_6p0FIMA_1600K,rhoFT_eff_6p0FIMA_2000K,rhoFT_enabled,rhoFT_strength,rhoFT_use_candidate_scale,rizk_fig6_Sd_err_scaled_1p1FIMA,rizk_fig6_Sd_err_scaled_3p2FIMA,rizk_fig6_Sd_err_scaled_6p0FIMA,rizk_fig6_Sd_pred_1p1FIMA,rizk_fig6_Sd_pred_3p2FIMA,rizk_fig6_Sd_pred_6p0FIMA,rizk_fig6_Sd_target_1p1FIMA,rizk_fig6_Sd_target_3p2FIMA,rizk_fig6_Sd_target_6p0FIMA,score_Nd_coalescence_shape,score_Nd_coalescence_shape_terms_rmse,score_base_highT_guard,score_bulk_plateau,score_highT_pressure,score_partition,score_qgb,score_radius_band,score_radius_band_terms_rmse,score_radius_guard,score_radius_saturation,score_rizk_fig6_dislocation_burnup,score_rizk_prior,score_swig_diag,trial_number,state
capture_only_v6_trial_00492,2.781113291633896,0.8468255132158671,0.4290103799302293,0.12742752265707466,0.14593785281040297,0.0,0.012356742712544673,1.1117250438401271e-08,551713.3288732483,16242644537910.9,5.144305444698964e+19,1.0,1.0,1.0,0.12727633677859418,1.0,7.488032251827148,0.24679979710791342,1.7421793037945315,0.45448013186420844,86.29128190820947,6.472968278510041e+18,9.607134483266871e+18,2.5310738310008745e+18,-0.5792890564753125,4.555213400676797,1.148378942736469,8.904999189553562e-05,0.02169519359896769,0.02169519359896769,12.0,22,1,4.2934800659537927e-19,3.0986010077249882e-105,6.458938731810079e-87,0.0,1.0,9.516965072693084e-20,4.797384115852456e-19,0.9841686664256408,0.6009011913456695,1.0365621458856955e-20,0.434342126252215,3.670795616495611,7.934606268410002e+18,4.764509391986114e+18,1.1278872316719354e+18,-0.171490391400358,-0.30457568273284014,-0.5792890564753125,-0.496220567393714,-0.9303281898929945,600.0,700.0,9999.0,143.53233714721623,245.6654099847581,441.5086504342936,883.8059726796971,143.53233714721623,245.6654099847581,441.5086504342936,883.8059726796971,638.140562694939,57.241055239006755,102.13307283754187,195.8432404495355,638.140562694939,442.2973222454035,9999.0,9999.0,6.157539062247746,3.5976003814885105,2.0017863111183307,10.0,0.5910915269782776,0.9128158167206732,32.03601330283471,32.6330706173549,28.8650412048477,9.813116853012954,3.6985483766314124,31.315720566994877,41.842924869145385,39.57241672441588,31.896833808119116,15.412514774929676,3.977404068062138,0.47077527306732636,32.03601330283471,31.265062504170608,32.6330706173549,28.8650412048477,9.813116853012954,41.14028375824228,39.57241672441588,31.896833808119116,8.754862141655781,10.887915469573406,13.632737634530843,22.171696316535883,18.045479643454655,13.437119133406464,14.829969483188469,17.65870395552781,32.77514956789856,32.5885910120003,36.26510315159157,44.00816564632682,72.12297205598628,36.569079419426714,39.50492293044143,48.73505229059584,8.754862141655781,13.632737634530843,22.171696316535883,18.045479643454655,13.906315754919952,18.87353449855701,11.996139599901044,14.829969483188469,17.65870395552781,13.217821320585001,12.833595869453918,14.02884233908891,capture_only,3.8701873580285637,0.722461252243822,0.07916987456514882,26.433974987610963,17.46908859652269,4.955096832289595,0.018431447546114057,0.001856223957515096,9.22683852915577,6.092690861954232,0.07458259699216675,0.004661826249628281,0.00038493056215098555,1.0001592380503541,1.101766749406728,1.000591924766997,1.000015646847625,0.9999249826500833,0.9998280376386427,0.9998203541738081,0.9998978404045232,1.1193627171182128,1.1811753729025465,1.0993578286262278,1.256979348056494,2.203841315525714,4.956945419112666,32.77514956789856,36.26510315159157,44.00816564632682,72.12297205598628,82.39327964449113,45.60344010358481,36.934097001797795,39.50492293044143,48.73505229059584,71.29508130749316,83.18433823623432,85.49999745728161,30000000000000.0,30000000000000.0,128000000000000.05,576000000000000.0,1,16242644537910.9,19976264336309.75,19976264336309.75,16242644537910.9,19976264336309.75,19976264336309.75,69301950028419.87,85232061168254.97,85232061168254.97,311858775127889.25,383544275257147.25,383544275257147.25,1,1.0,1,-0.23594470062578626,0.17630335016919918,1.2247418267862538,1.656221197496855,4.555213400676797,10.098967307145015,2.6,3.85,5.2,0.008455207287847284,0.008455207287847284,0.23650497723308092,0.5798230894472292,0.2663065406279445,0.4917258913273082,0.9761132518494979,0.025492161146825662,0.025492161146825662,0.18820349175400947,0.0015246342790218687,0.650486036809196,0.14904189666077333,0.8040815501380676,492,TrialState.COMPLETE
capture_only_v6_trial_00489,2.8054319490426214,0.8678293304174765,0.4341986709475276,0.13556881456483796,0.1475980409684818,0.0,0.030464519514250533,1.3208658634684161e-08,522358.89091111947,16753096028244.072,5.36333005417441e+19,1.0,1.0,1.0,0.12756348691240918,1.0,7.530270641533023,0.24106503264158122,1.6846664863708793,0.44045485636641807,85.57817823276099,6.417061711189479e+18,9.406891429401176e+18,2.5601075261945764e+18,-0.565187925251817,4.457402628820676,1.101443343593501,8.805874736757273e-05,0.020429009323845563,0.020429009323845563,12.0,22,1,4.2934800659537927e-19,3.1638766708210738e-105,6.533978029488094e-87,0.0,1.0,9.92216060022266e-20,4.842190556108969e-19,0.986870772655539,0.6098274261217027,1.0680572782818268e-20,0.44774673880514665,3.6952694319918007,7.821319442082073e+18,4.75726236829073e+18,1.1594810595212375e+18,-0.16610991579298592,-0.2960890276974196,-0.565187925251817,-0.4850218175659771,-0.9091824729013385,600.0,700.0,9999.0,141.83203575540347,241.32795837056915,430.7004978429867,861.3788785491861,141.83203575540347,241.32795837056915,430.7004978429867,861.3788785491861,620.0509201786169,56.25385752264248,99.49592261516568,189.37253947241754,620.0509201786169,430.6783807061994,9999.0,9999.0,6.073232143651083,3.569328992650337,1.999948648453164,10.0,0.6646676427671226,0.9518151056775717,31.949309932201164,32.52192441580005,28.947643411306675,9.397882232926321,3.50676548238024,31.273933435067597,41.509890232994756,39.27664943911487,31.575093177555463,14.694263091340314,3.6923688304903717,0.43424347700598626,31.949309932201164,31.182271257936918,32.52192441580005,28.947643411306675,9.397882232926321,40.80208776326414,39.27664943911487,31.575093177555463,8.537745255935064,10.615687745013052,13.22882921196724,21.489508547388088,17.902822250084043,13.220788498360536,14.552247140506578,17.340597047890547,33.0794886332382,32.88759198843458,36.469025730013634,44.41421320912244,72.68025335942393,37.08456335206077,39.960862956870905,49.30917771905164,8.537745255935064,13.22882921196724,21.489508547388088,17.902822250084043,13.726376947226452,18.302222131959386,11.788090280262479,14.552247140506578,17.340597047890547,13.091598627434411,12.69320713674318,13.85936881980819,capture_only,3.9472400234568807,0.7368045545850758,0.07944996356301638,26.433456178625583,17.780220642219078,5.148634832182796,0.019042157565707065,0.001913900290681768,9.248352493845134,6.210240463507659,0.07728132368223593,0.00480362995271285,0.00039602818224459944,1.0000872357025112,1.0960984966504488,1.0004687018454312,0.9998099771505309,0.9999252477778591,0.9998271365522836,0.9998145700724201,0.9998867001861114,1.1055582572741376,1.1634487740548503,1.0937635119159728,1.2470894439208773,2.181678759476284,4.896190330267305,33.0794886332382,36.469025730013634,44.41421320912244,72.68025335942393,82.76494367010262,46.04768302153647,37.45366699289764,39.960862956870905,49.30917771905164,72.13685695754305,83.60962040281375,85.70599167500357,30000000000000.0,30000000000000.0,128000000000000.05,576000000000000.0,1,16753096028244.074,20604050893970.285,20604050893970.285,16753096028244.074,20604050893970.285,20604050893970.285,71479876387174.73,87910617147606.58,87910617147606.58,321659443742286.2,395597777164229.5,395597777164229.5,1,1.0,1,-0.24933496488743373,0.15185065720516888,1.202536099024172,1.6026601404502652,4.457402628820676,10.010144396096688,2.6,3.85,5.2,0.014301376697277704,0.014301376697277704,0.21781573212432173,0.5835389204948993,0.25803882024191166,0.4934099771875782,0.9843364140234921,0.02121944382202747,0.02121944382202747,0.17342871396651124,0.0014536484975260166,0.6390241761238423,0.1474659885778232,0.7925937074036393,489,TrialState.COMPLETE
capture_only_v6_trial_00469,2.8147132984980083,0.8592180852821361,0.4068549666701411,0.19573476111059576,0.17226915205734505,0.0,0.02555881349501604,2.735280910787846e-08,500180.2624633962,20254526459441.23,5.303087803703509e+19,1.0,1.0,1.0,0.11940305370701262,1.0,6.01393037177353,0.1287574609238445,1.6782077143601026,0.42328071031531916,78.5846014768014,8.255525791733101e+18,1.1120941131753058e+19,3.8162477680759383e+18,-0.46450497852461115,4.708243485862225,1.0194277541261658,4.355215054582169e-05,0.010698727607357026,0.010698727607357026,12.0,22,1,4.2934800659537927e-19,3.1460577700676815e-105,6.252798464531731e-87,0.0,1.0,9.810712436851491e-20,5.031439583273516e-19,0.9833225435691412,0.825183542242563,1.1506857574883047e-20,0.4972837705282125,3.3519424625582737,9.657234649284774e+18,6.455791005910776e+18,1.9058205335114056e+18,-0.1293968032822825,-0.2361920793605132,-0.46450497852461115,-0.4032162206111143,-0.7660595400635378,600.0,700.0,9999.0,126.41741938724975,207.7350780251865,362.02229409201254,718.1300130957172,126.41741938724975,207.7350780251865,362.02229409201254,718.1300130957172,510.3949350705307,47.832817910448355,81.31765863793676,154.28721606682603,510.3949350705307,356.1077190037047,9999.0,9999.0,5.680625475322325,3.456951131809567,1.9836624009492505,10.0,0.7802163083637643,0.9545679919501937,36.49540330092607,35.21694154054353,29.882692716497726,8.398937560220702,3.9130990806491788,32.17379812708896,42.26110622910073,39.463684619883935,31.338260303326315,14.25121830325683,3.794487756741836,0.46412668114264977,36.49540330092607,35.2996164878722,35.21694154054353,29.882692716497726,8.398937560220702,41.2204792915141,39.463684619883935,31.338260303326315,9.226176097948851,11.485296194661752,13.915299529318531,22.402239989061442,22.89448553977534,14.718483877768978,16.123109224921812,19.634170053034456,34.491280687371656,34.10315156953863,36.461646820670566,43.051712656129475,68.6879466773568,37.363263250058495,39.38014250555599,47.41449025669814,9.226176097948851,13.915299529318531,22.402239989061442,22.89448553977534,15.41193786154438,19.167251922629625,12.930115787295957,16.123109224921812,19.634170053034456,15.498699086158272,13.63718661536716,14.91942113380305,capture_only,3.7105158588850182,0.7716187074956293,0.07152487151599007,19.78713991375341,14.40611210946738,4.6633546383113575,0.018630222647157493,0.0018669251283049636,6.910365090523262,5.033063649638274,0.07299419954889873,0.004536541200227976,0.0003762762450983233,1.0001427926403674,1.0641244166928274,1.0009852502261647,1.0000811434179462,0.9999837196938153,0.9999305672528683,0.9998493837240626,0.9999345282932302,1.102385367865291,1.1308058345840277,1.05505699736331,1.1321339950204212,1.837745247527745,4.156899350066051,34.491280687371656,36.461646820670566,43.051712656129475,68.6879466773568,80.67309613267813,44.69349861123962,37.89841289308005,39.38014250555599,47.41449025669814,70.177088411036,82.56378908669079,84.61607590880922,30000000000000.0,30000000000000.0,128000000000000.05,576000000000000.0,1,20254526459441.23,24910338560706.953,24910338560706.953,20254526459441.23,24910338560706.953,24910338560706.953,86419312893615.94,106284111192349.7,106284111192349.7,388886908021271.6,478278500365573.5,478278500365573.5,1,1.0,1,-0.25018800599761526,0.21456087146555614,1.4903702084238615,1.599247976009539,4.708243485862225,11.161480833695446,2.6,3.85,5.2,0.06247573016524417,0.06247573016524417,0.09844167757976435,0.5607916576974671,0.15743406063440651,0.4764236593352015,0.9587640852475585,0.0,0.0,0.10583436886983863,0.001177187094486287,0.7882188806106261,0.14532771858829652,0.8137207192508116,469,TrialState.COMPLETE
capture_only_v6_trial_00463,2.8168335844183523,0.8171667502774882,0.4217863374551251,0.18930229560212675,0.12272745485461223,0.0,0.05819916416722089,2.7056473330791207e-08,448406.49835860654,20693470511844.098,5.717012851764255e+19,1.0,1.0,1.0,0.10793608927535132,1.0,4.692245124484058,0.082490253661229,2.2610269024687732,0.34918770836046,90.10054237504202,7.379635384323899e+18,1.011750224116875e+19,3.390508576309213e+18,-0.4748084620013524,6.102941785377943,0.8693744972312326,3.154450016981247e-05,0.00886836621758378,0.00886836621758378,12.0,22,1,4.2934800659537927e-19,3.2665316350131776e-105,6.403210488179922e-87,0.0,1.0,1.0576473775763873e-19,5.101396621340292e-19,0.9723063418140699,0.8763022009140184,1.1697712412189928e-20,0.5043360297708068,3.3322478671521765,8.681268680946772e+18,5.747155233165853e+18,1.6841759552207887e+18,-0.1370384046905935,-0.24562038149071458,-0.4748084620013524,-0.4083183503626336,-0.7786858465741071,600.0,700.0,9999.0,143.51480878750476,234.52986944473506,410.7343780119012,784.9016874187404,143.51480878750476,234.52986944473506,410.7343780119012,784.9016874187404,550.3718179740054,53.41426641246274,91.0150606572303,176.20450856716613,550.3718179740054,374.1673094068392,9999.0,9999.0,5.469133771281438,3.3467024446696145,1.9109714926175416,10.0,0.775387609644225,0.7070805323009491,32.73213424979864,30.154395484780885,24.241048606987576,6.103400495039287,4.1943946310694535,27.05326822886485,37.31057329255956,34.226040622551245,27.153155208289665,13.47038744433488,4.0388121646874495,0.5335320975924281,32.73213424979864,30.8721464986581,30.154395484780885,24.241048606987576,6.103400495039287,35.86465976628142,34.226040622551245,27.153155208289665,12.704071555488355,15.919682654205769,19.095825440219063,29.728863555468216,32.81005814442465,20.149781317443573,21.781421979920633,25.721777280492738,35.055670388542154,34.37828405100302,36.1330363428333,41.034497461134244,61.06448328333994,37.35301940728797,38.840891234466575,45.36126922543461,12.704071555488355,19.095825440219063,29.728863555468216,32.81005814442465,19.634171535128143,25.721550735800225,17.683892298554408,21.781421979920633,25.721777280492738,19.969132034588476,15.780207451814377,17.10153351976475,capture_only,3.580596021233557,0.7909172419687903,0.05522054370865419,19.508123806170858,14.616742732166754,4.995590376409957,0.022058077196117475,0.0022471860027946365,6.824452430866259,5.151646163061544,0.08391518904049018,0.005239019502475219,0.00043999314560007693,1.0001943662885258,1.2146770086600671,1.0032825219547414,1.0023721028337502,0.9999939590828458,0.9998324246258565,0.999753660025921,0.999810026696528,1.307150732121058,1.4082275302427627,1.2162099343950716,1.2888044792889704,1.826964198409708,3.752733162225239,35.055670388542154,36.1330363428333,41.034497461134244,61.06448328333994,76.1691866477996,42.94658723900295,38.18108197801976,38.840891234466575,45.36126922543461,66.47656533203616,80.1757413639957,82.36449438949722,30000000000000.0,30000000000000.0,128000000000000.05,576000000000000.0,1,20693470511844.098,25450180604235.32,25450180604235.32,20693470511844.098,25450180604235.32,25450180604235.32,88292140850534.86,108587437244737.42,108587437244737.42,397314633827406.7,488643467601318.2,488643467601318.2,1,1.0,1,-0.12574524353638972,0.5632354463444856,1.919251879174755,2.097019025854441,6.102941785377943,12.87700751669902,2.6,3.85,5.2,0.056303745709345265,0.056303745709345265,0.154084739515617,0.5806935618003634,0.10243400888463718,0.4706234921864582,0.9065701235365148,0.006649325304068942,0.006649325304068942,0.11003986900250086,0.0013962439328016353,1.0349330168349675,0.1543887385628285,0.9964401543360089,463,TrialState.COMPLETE
capture_only_v6_trial_00464,2.8292269196934567,0.8109507707799771,0.4273226895197727,0.19938055415545777,0.13469952220471554,0.0,0.05512190117610415,4.339684905844271e-08,434590.310167058,20621567965759.184,5.676647220558515e+19,1.0,1.0,1.0,0.11817444376204045,1.0,4.756094804182866,0.11009361162386434,2.0561284747588986,0.4148351029197835,87.28124077852328,7.382422623729176e+18,9.903722358819056e+18,3.4415229562271734e+18,-0.45904778602142493,5.754694013354495,1.010299423557002,4.0884653045687436e-05,0.010930150462894842,0.010930150462894842,12.0,22,1,4.2934800659537927e-19,3.2549793449024565e-105,6.6984795658185865e-87,0.0,1.0,1.0501797358033254e-19,4.859280845629754e-19,0.9424121201320013,0.7742038493132958,1.1545396760637795e-20,0.4988984059002082,3.2527786372071787,8.606727075379131e+18,5.801390388048776e+18,1.698900239502238e+18,-0.12759955306934279,-0.2322663657635825,-0.45904778602142493,-0.39808736063453165,-0.7656305792543749,600.0,700.0,9999.0,140.02846522200022,231.33184647258054,409.2805335344014,793.2961047902252,140.02846522200022,231.33184647258054,409.2805335344014,793.2961047902252,561.9642583176446,52.74722444347694,91.30338125058032,177.94868706182086,561.9642583176446,384.0155712558238,9999.0,9999.0,5.6652488730240576,3.4292559234132667,1.9382698168896566,10.0,0.8077089793794309,0.6884771087215876,38.35923940441269,36.16238695383309,29.852390628547294,8.569660158055047,5.262810451655836,32.59944396454264,43.287191616609185,39.93721448081392,32.04469742830139,16.42793982350175,5.111624884762553,0.7129469825932261,38.35923940441269,36.66554374035234,36.16238695383309,29.852390628547294,8.569660158055047,41.77623886685467,39.93721448081392,32.04469742830139,10.926400610898584,13.728172507218732,16.670512120480538,26.831873209626075,31.425301440690326,17.944586765777355,19.698350748261923,24.065437836592757,31.617443182265735,31.167282713943624,33.12751374059466,38.6815740971716,59.984743058543316,33.77745298208431,35.42098283271654,42.26109145476154,10.926400610898584,16.670512120480538,26.831873209626075,31.425301440690326,20.626739900711804,23.143661824168124,15.605914362946487,19.698350748261923,24.065437836592757,19.73300448900895,17.142839251387365,19.167854554097747,capture_only,3.6078395496316036,0.7924522394806105,0.06435502700770288,19.09691680242301,14.039587185091714,4.634162064655032,0.020295342711311056,0.0020979252767174164,6.70439758622746,4.94345193820761,0.07752776137660282,0.004949487903392142,0.00042449050273977475,1.000256356836076,1.162832102801582,1.0026796918914351,1.0015990591651784,0.9999848009067502,0.9998217027031819,0.999737907452694,0.9997976642466267,1.2783292433067368,1.383245644561755,1.1866729523976243,1.2983756519468632,1.9850805594609817,4.323512942065505,31.617443182265735,33.12751374059466,38.6815740971716,59.984743058543316,74.10835172235564,40.301163265526036,34.402496434216864,35.42098283271654,42.26109145476154,63.7615279261127,77.74058637594669,80.11877397280628,30000000000000.0,30000000000000.0,128000000000000.05,576000000000000.0,1,20621567965759.184,25361750160307.703,25361750160307.703,20621567965759.184,25361750160307.703,25361750160307.703,87985356653905.89,108210134017312.92,108210134017312.92,395934104942576.3,486945603077907.94,486945603077907.94,1,1.0,1,-0.16977154841552655,0.47617350333862374,1.873374809913184,1.9209138063378939,5.754694013354495,12.693499239652736,2.6,3.85,5.2,0.06523798462220072,0.06523798462220072,0.16108008732518764,0.5205825248589534,0.18010729866834668,0.4451017936949087,0.8600575376600319,0.008248595023365057,0.008248595023365057,0.12358455007751878,0.0014271892385460758,1.0020108798278844,0.14785767120299062,0.9566497025583531,464,TrialState.COMPLETE
capture_only_v6_trial_00478,2.8525666382613983,0.8917300133358178,0.44468533666903315,0.1973926790953323,0.15273524714152045,0.0,0.02674012398120141,1.7346034454272726e-08,456342.82114414306,18116660643185.742,5.317532198654178e+19,1.0,1.0,1.0,0.12402279455755166,1.0,6.197511226728824,0.16461109372118535,1.6038725330432153,0.4419816561778705,82.65036110563888,6.781831177826281e+18,9.103443144431473e+18,3.1425265624397373e+18,-0.461926726887794,4.525814766209732,1.055136218187471,5.523459330089775e-05,0.013174853290303797,0.013174853290303797,12.0,22,1,4.2934800659537927e-19,3.1503394264073426e-105,5.937659017706944e-87,0.0,1.0,9.83743456751023e-20,5.305692726733856e-19,1.0489998773711797,0.8150830976816958,1.1376982948302916e-20,0.4811002490054031,3.7714317228701586,7.922353696952865e+18,5.310254442487125e+18,1.5750819563047396e+18,-0.1278587096149491,-0.23409035323304067,-0.461926726887794,-0.40157527048863506,-0.7619025277914101,600.0,700.0,9999.0,133.2385323238332,218.90481998534852,378.37637763137315,738.4699858754028,133.2385323238332,218.90481998534852,378.37637763137315,738.4699858754028,519.5651658900542,50.58817121819432,85.66628766151533,159.47155764602462,519.5651658900542,360.09360824402967,9999.0,9999.0,5.542465629091203,3.3734752205311387,1.9516809968376114,10.0,0.7027086548822601,0.9698949903984863,35.327033556938694,34.630541327215504,29.948968772513812,7.801205163292223,3.3526630897745804,32.07705433417333,41.858086086758405,39.18956996520425,30.977137791498752,13.721078330925357,3.4756694664842995,0.406299378727509,35.327033556938694,34.367839868625296,34.630541327215504,29.948968772513812,7.801205163292223,40.9592570520366,39.18956996520425,30.977137791498752,8.38009191778783,10.430996428127017,12.69545160093736,20.628460436409224,21.51930397543693,13.422260351020315,14.784262112451087,18.19349965834672,35.50239678894525,35.15963054959117,37.82751439082676,44.75468855589198,70.66157882545895,38.63648942323785,40.87237907337824,49.228678895518556,8.38009191778783,12.69545160093736,20.628460436409224,21.51930397543693,14.740554104822206,17.61176263961164,11.775662109116892,14.784262112451087,18.19349965834672,14.784351470782616,13.24129081387101,14.304679313410563,capture_only,3.773147684449332,0.771957241317082,0.0780247654367472,20.79047773632824,14.846492681020376,4.667882235184987,0.017912035811887148,0.0017899897341097327,7.2199858216473745,5.153788848966444,0.0713589592829509,0.004406132535239016,0.0003610238995583644,1.000219141859968,1.0712366244069516,1.0015244599387325,1.0003051856219265,0.9999331517549663,0.9998114429611513,0.9997876041155992,0.9998685070884336,1.1028234747355568,1.1344380208110336,1.0700326870741053,1.1644736530235396,1.8867342503056674,4.17174237452949,35.50239678894525,37.82751439082676,44.75468855589198,70.66157882545895,81.9049928156691,46.35308015616572,39.146265982477345,40.87237907337824,49.228678895518556,71.42321123900906,83.27863358710945,85.28866028396237,30000000000000.0,30000000000000.0,128000000000000.05,576000000000000.0,1,18116660643185.742,22281051651090.63,22281051651090.63,18116660643185.742,22281051651090.63,22281051651090.63,77297752077592.53,95065820377986.73,95065820377986.73,347839884349166.25,427796191700940.1,427796191700940.1,1,1.0,1,-0.2673471842859827,0.1689536915524329,1.3893479451209367,1.5306112628560693,4.525814766209732,10.757391780483747,2.6,3.85,5.2,0.06404391923416515,0.06404391923416515,0.11539165489616901,0.5746674451335679,0.1594539404219106,0.4821949462413192,0.9814721498029766,0.0,0.0,0.10024381367778568,0.001171564057758653,0.7358093194021772,0.1450873405378948,0.8045449896308737,478,TrialState.COMPLETE
