Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	BA2 (gas, at grain boundary) (g/m3)	BA2O (gas, at grain boundary) (g/m3)	BA2O2 (gas, at grain boundary) (g/m3)	BAMOO4 (gas, at grain boundary) (g/m3)	BAO (gas, at grain boundary) (g/m3)	CS (gas, at grain boundary) (g/m3)	CS2 (gas, at grain boundary) (g/m3)	CS2MOO4 (gas, at grain boundary) (g/m3)	CS2O (gas, at grain boundary) (g/m3)	CS2O2 (gas, at grain boundary) (g/m3)	CSO (gas, at grain boundary) (g/m3)	HE (gas, at grain boundary) (g/m3)	MO (gas, at grain boundary) (g/m3)	MO2 (gas, at grain boundary) (g/m3)	MO2O6 (gas, at grain boundary) (g/m3)	MO3O9 (gas, at grain boundary) (g/m3)	MO4O12 (gas, at grain boundary) (g/m3)	MO5O15 (gas, at grain boundary) (g/m3)	MOO (gas, at grain boundary) (g/m3)	MOO2 (gas, at grain boundary) (g/m3)	MOO3 (gas, at grain boundary) (g/m3)	O (gas, at grain boundary) (g/m3)	O2 (gas, at grain boundary) (g/m3)	O3 (gas, at grain boundary) (g/m3)	PD (gas, at grain boundary) (g/m3)	RH (gas, at grain boundary) (g/m3)	RU (gas, at grain boundary) (g/m3)	TC (gas, at grain boundary) (g/m3)	LIQUID (liquid, at grain boundary) (g/m3)	BA2MOO5 (condensed, at grain boundary) (g/m3)	BA3MOO6 (condensed, at grain boundary) (g/m3)	BAMO2O7 (condensed, at grain boundary) (g/m3)	BAMO3O10 (condensed, at grain boundary) (g/m3)	BAMOO4 (condensed, at grain boundary) (g/m3)	HCP_ORD (condensed, at grain boundary) (g/m3)	CS2MO2O7_S1 (condensed, at grain boundary) (g/m3)	CS2MO2O7_S2 (condensed, at grain boundary) (g/m3)	CS2MO3O10 (condensed, at grain boundary) (g/m3)	CS2MO4O13 (condensed, at grain boundary) (g/m3)	CS2MO5O16 (condensed, at grain boundary) (g/m3)	CS2MO7O22 (condensed, at grain boundary) (g/m3)	CS2MOO4_S1 (condensed, at grain boundary) (g/m3)	CS2MOO4_S2 (condensed, at grain boundary) (g/m3)	CS2O1 (condensed, at grain boundary) (g/m3)	CS2O2 (condensed, at grain boundary) (g/m3)	CS3O (condensed, at grain boundary) (g/m3)	CS4O (condensed, at grain boundary) (g/m3)	CS7O1 (condensed, at grain boundary) (g/m3)	CS7O2 (condensed, at grain boundary) (g/m3)	CSO2 (condensed, at grain boundary) (g/m3)	CSO3 (condensed, at grain boundary) (g/m3)	HALITE (condensed, at grain boundary) (g/m3)	MO2_C11A (condensed, at grain boundary) (g/m3)	MO4O11 (condensed, at grain boundary) (g/m3)	MO8O23 (condensed, at grain boundary) (g/m3)	MO9O26 (condensed, at grain boundary) (g/m3)	MOO2 (condensed, at grain boundary) (g/m3)	MOO3 (condensed, at grain boundary) (g/m3)	PEROVSKITE (condensed, at grain boundary) (g/m3)	ZRO2_TETR (condensed, at grain boundary) (g/m3)	A15_CR3SI (condensed, at grain boundary) (g/m3)	BCC_A2 (condensed, at grain boundary) (g/m3)	C14_LAVES (condensed, at grain boundary) (g/m3)	C15_LAVES (condensed, at grain boundary) (g/m3)	DIAMOND_A4 (condensed, at grain boundary) (g/m3)	DIS_SIG (condensed, at grain boundary) (g/m3)	FCC_A1 (condensed, at grain boundary) (g/m3)	HCP_A3 (condensed, at grain boundary) (g/m3)	HCP_DIS (condensed, at grain boundary) (g/m3)	MC_ETA (condensed, at grain boundary) (g/m3)	MO3TE4 (condensed, at grain boundary) (g/m3)	MOPD2 (condensed, at grain boundary) (g/m3)	MOTE2_A (condensed, at grain boundary) (g/m3)	MOTE2_B (condensed, at grain boundary) (g/m3)	ORTHORHOMBIC_A20 (condensed, at grain boundary) (g/m3)	SIGMA (condensed, at grain boundary) (g/m3)	TETRAGONAL_U (condensed, at grain boundary) (g/m3)	O (gas, matrix) (g/m3)	O2 (gas, matrix) (g/m3)	C1_MO2 (condensed, matrix) (g/m3)	PU2O3 (condensed, matrix) (g/m3)	PUO152 (condensed, matrix) (g/m3)	M2O3_C (condensed, matrix) (g/m3)	U3O8_S1 (condensed, matrix) (g/m3)	U3O8_S2 (condensed, matrix) (g/m3)	U3O8_S3 (condensed, matrix) (g/m3)	U3O8_S4 (condensed, matrix) (g/m3)	U4O9_S1 (condensed, matrix) (g/m3)	U4O9_S2 (condensed, matrix) (g/m3)	U4O9_S3 (condensed, matrix) (g/m3)	UO3 (condensed, matrix) (g/m3)	BA+2 (liquid, derived) (-)	CS+ (liquid, derived) (-)	MO+4 (liquid, derived) (-)	PD+2 (liquid, derived) (-)	RH+3 (liquid, derived) (-)	RU+4 (liquid, derived) (-)	TC+4 (liquid, derived) (-)	MOO4-2 (liquid, derived) (-)	O-2 (liquid, derived) (-)	VA (liquid, derived) (-)	CSO2 (liquid, derived) (-)	MOO3 (liquid, derived) (-)	O (liquid, derived) (-)	
2.52252	1128	3.45e+19	0	0	100700	1.9775	5.805e-22	7.775e-13	8.451e-16	1.055e-22	5.33e-11	26.31	1.416	9.89e-09	1.496e-05	1.842e-18	2.82e-12	0	2.17e-09	3.798e-29	5.698e-29	8.547e-29	1.14e-28	1.425e-28	2.392e-24	2.023e-24	1.004e-26	8.286e-07	7.659e-27	9.5e-30	2.359e-10	2.295e-20	4.974e-22	5.499e-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.774772	1128	3.45e+19	0	0	100770	1.97775	6.095e-22	8.352e-13	9.287e-16	1.241e-22	5.857e-11	28.93	1.558	1.192e-08	1.684e-05	2.121e-18	3.172e-12	0	2.615e-09	4.176e-29	6.266e-29	9.399e-29	1.253e-28	1.566e-28	2.689e-24	2.326e-24	1.181e-26	9.328e-07	8.807e-27	1.045e-29	2.592e-10	2.522e-20	5.466e-22	6.042e-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.027024	1128	3.45e+19	0	0	100840	1.978	6.345e-22	8.895e-13	1.012e-15	1.449e-22	6.383e-11	31.55	1.7	1.425e-08	1.881e-05	2.423e-18	3.54e-12	0	3.128e-09	4.555e-29	6.833e-29	1.025e-28	1.367e-28	1.708e-28	2.998e-24	2.654e-24	1.378e-26	1.042e-06	1.005e-26	1.139e-29	2.824e-10	2.749e-20	5.956e-22	6.584e-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.279276	1128	3.45e+19	0	0	100910	1.97825	6.556e-22	9.407e-13	1.095e-15	1.682e-22	6.908e-11	34.17	1.843	1.695e-08	2.086e-05	2.751e-18	3.923e-12	0	3.719e-09	4.933e-29	7.401e-29	1.11e-28	1.48e-28	1.85e-28	3.321e-24	3.009e-24	1.599e-26	1.156e-06	1.139e-26	1.234e-29	3.057e-10	2.975e-20	6.446e-22	7.126e-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.531528	1128	3.45e+19	0	0	100980	1.9785	6.73e-22	9.886e-13	1.179e-15	1.941e-22	7.433e-11	36.79	1.985	2.006e-08	2.301e-05	3.106e-18	4.325e-12	0	4.402e-09	5.311e-29	7.968e-29	1.195e-28	1.594e-28	1.992e-28	3.658e-24	3.393e-24	1.846e-26	1.275e-06	1.285e-26	1.328e-29	3.289e-10	3.202e-20	6.936e-22	7.666e-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.78378	1128	3.45e+19	0	0	101050	1.97875	6.87e-22	1.033e-12	1.262e-15	2.231e-22	7.957e-11	39.41	2.128	2.364e-08	2.525e-05	3.491e-18	4.744e-12	0	5.188e-09	5.69e-29	8.536e-29	1.28e-28	1.707e-28	2.134e-28	4.01e-24	3.808e-24	2.122e-26	1.4e-06	1.442e-26	1.423e-29	3.521e-10	3.427e-20	7.424e-22	8.206e-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.036032	1128	3.45e+19	0	0	101120	1.979	6.979e-22	1.075e-12	1.345e-15	2.556e-22	8.48e-11	42.03	2.271	2.778e-08	2.761e-05	3.909e-18	5.182e-12	0	6.095e-09	6.068e-29	9.103e-29	1.366e-28	1.821e-28	2.276e-28	4.377e-24	4.258e-24	2.431e-26	1.53e-06	1.612e-26	1.518e-29	3.752e-10	3.653e-20	7.912e-22	8.744e-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.288284	1128	3.45e+19	0	0	101190	1.97925	7.057e-22	1.114e-12	1.427e-15	2.918e-22	9.002e-11	44.65	2.414	3.254e-08	3.007e-05	4.363e-18	5.64e-12	0	7.14e-09	6.446e-29	9.671e-29	1.451e-28	1.934e-28	2.418e-28	4.761e-24	4.746e-24	2.776e-26	1.667e-06	1.797e-26	1.612e-29	3.983e-10	3.878e-20	8.399e-22	9.282e-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.540536	1128	3.45e+19	0	0	101260	1.9795	7.108e-22	1.15e-12	1.51e-15	3.324e-22	9.524e-11	47.27	2.557	3.804e-08	3.265e-05	4.854e-18	6.12e-12	0	8.345e-09	6.824e-29	1.024e-28	1.536e-28	2.048e-28	2.56e-28	5.162e-24	5.274e-24	3.161e-26	1.81e-06	1.997e-26	1.707e-29	4.214e-10	4.103e-20	8.885e-22	9.819e-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.792788	1128	3.45e+19	0	0	101330	1.97975	7.132e-22	1.183e-12	1.593e-15	3.777e-22	1.004e-10	49.89	2.701	4.437e-08	3.535e-05	5.389e-18	6.622e-12	0	9.736e-09	7.203e-29	1.081e-28	1.621e-28	2.161e-28	2.701e-28	5.582e-24	5.846e-24	3.592e-26	1.96e-06	2.214e-26	1.801e-29	4.444e-10	4.328e-20	9.37e-22	1.035e-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5.04504	1128	3.45e+19	0	0	101400	1.98	7.133e-22	1.213e-12	1.675e-15	4.285e-22	1.056e-10	52.5	2.845	5.169e-08	3.818e-05	5.968e-18	7.147e-12	0	1.134e-08	7.581e-29	1.137e-28	1.706e-28	2.275e-28	2.843e-28	6.02e-24	6.466e-24	4.075e-26	2.118e-06	2.449e-26	1.896e-29	4.674e-10	4.552e-20	9.855e-22	1.089e-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5.297292	1128	3.45e+19	0	0	101470	1.98025	7.112e-22	1.241e-12	1.758e-15	4.853e-22	1.108e-10	55.12	2.988	6.013e-08	4.114e-05	6.598e-18	7.697e-12	0	1.319e-08	7.959e-29	1.194e-28	1.791e-28	2.388e-28	2.985e-28	6.479e-24	7.139e-24	4.615e-26	2.283e-06	2.703e-26	1.991e-29	4.903e-10	4.776e-20	1.034e-21	1.142e-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5.549544	1128	3.45e+19	0	0	101540	1.9805	7.07e-22	1.266e-12	1.84e-15	5.489e-22	1.16e-10	57.74	3.133	6.989e-08	4.425e-05	7.283e-18	8.274e-12	0	1.533e-08	8.337e-29	1.251e-28	1.876e-28	2.502e-28	3.127e-28	6.96e-24	7.869e-24	5.22e-26	2.456e-06	2.98e-26	2.085e-29	5.133e-10	5e-20	1.082e-21	1.196e-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5.801796	1128	3.45e+19	0	0	101610	1.98075	7.009e-22	1.288e-12	1.922e-15	6.201e-22	1.212e-10	60.36	3.277	8.116e-08	4.752e-05	8.027e-18	8.878e-12	0	1.781e-08	8.715e-29	1.307e-28	1.961e-28	2.615e-28	3.269e-28	7.463e-24	8.661e-24	5.898e-26	2.638e-06	3.28e-26	2.18e-29	5.362e-10	5.224e-20	1.131e-21	1.249e-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6.054048	1128	3.45e+19	0	0	101680	1.981	6.931e-22	1.308e-12	2.004e-15	7.001e-22	1.264e-10	62.98	3.421	9.421e-08	5.094e-05	8.837e-18	9.511e-12	0	2.067e-08	9.093e-29	1.364e-28	2.046e-28	2.728e-28	3.41e-28	7.99e-24	9.522e-24	6.658e-26	2.829e-06	3.606e-26	2.274e-29	5.59e-10	5.447e-20	1.179e-21	1.302e-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
