Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	BA2 (gas, at grain boundary) (g/m3)	BA2O (gas, at grain boundary) (g/m3)	BA2O2 (gas, at grain boundary) (g/m3)	BAMOO4 (gas, at grain boundary) (g/m3)	BAO (gas, at grain boundary) (g/m3)	CS (gas, at grain boundary) (g/m3)	CS2 (gas, at grain boundary) (g/m3)	CS2MOO4 (gas, at grain boundary) (g/m3)	CS2O (gas, at grain boundary) (g/m3)	CS2O2 (gas, at grain boundary) (g/m3)	CSO (gas, at grain boundary) (g/m3)	HE (gas, at grain boundary) (g/m3)	MO (gas, at grain boundary) (g/m3)	MO2 (gas, at grain boundary) (g/m3)	MO2O6 (gas, at grain boundary) (g/m3)	MO3O9 (gas, at grain boundary) (g/m3)	MO4O12 (gas, at grain boundary) (g/m3)	MO5O15 (gas, at grain boundary) (g/m3)	MOO (gas, at grain boundary) (g/m3)	MOO2 (gas, at grain boundary) (g/m3)	MOO3 (gas, at grain boundary) (g/m3)	O (gas, at grain boundary) (g/m3)	O2 (gas, at grain boundary) (g/m3)	O3 (gas, at grain boundary) (g/m3)	PD (gas, at grain boundary) (g/m3)	RH (gas, at grain boundary) (g/m3)	RU (gas, at grain boundary) (g/m3)	TC (gas, at grain boundary) (g/m3)	LIQUID (liquid, at grain boundary) (g/m3)	BA2MOO5 (condensed, at grain boundary) (g/m3)	BA3MOO6 (condensed, at grain boundary) (g/m3)	BAMO2O7 (condensed, at grain boundary) (g/m3)	BAMO3O10 (condensed, at grain boundary) (g/m3)	BAMOO4 (condensed, at grain boundary) (g/m3)	HCP_ORD (condensed, at grain boundary) (g/m3)	CS2MO2O7_S1 (condensed, at grain boundary) (g/m3)	CS2MO2O7_S2 (condensed, at grain boundary) (g/m3)	CS2MO3O10 (condensed, at grain boundary) (g/m3)	CS2MO4O13 (condensed, at grain boundary) (g/m3)	CS2MO5O16 (condensed, at grain boundary) (g/m3)	CS2MO7O22 (condensed, at grain boundary) (g/m3)	CS2MOO4_S1 (condensed, at grain boundary) (g/m3)	CS2MOO4_S2 (condensed, at grain boundary) (g/m3)	CS2O1 (condensed, at grain boundary) (g/m3)	CS2O2 (condensed, at grain boundary) (g/m3)	CS3O (condensed, at grain boundary) (g/m3)	CS4O (condensed, at grain boundary) (g/m3)	CS7O1 (condensed, at grain boundary) (g/m3)	CS7O2 (condensed, at grain boundary) (g/m3)	CSO2 (condensed, at grain boundary) (g/m3)	CSO3 (condensed, at grain boundary) (g/m3)	HALITE (condensed, at grain boundary) (g/m3)	MO2_C11A (condensed, at grain boundary) (g/m3)	MO4O11 (condensed, at grain boundary) (g/m3)	MO8O23 (condensed, at grain boundary) (g/m3)	MO9O26 (condensed, at grain boundary) (g/m3)	MOO2 (condensed, at grain boundary) (g/m3)	MOO3 (condensed, at grain boundary) (g/m3)	PEROVSKITE (condensed, at grain boundary) (g/m3)	ZRO2_TETR (condensed, at grain boundary) (g/m3)	A15_CR3SI (condensed, at grain boundary) (g/m3)	BCC_A2 (condensed, at grain boundary) (g/m3)	C14_LAVES (condensed, at grain boundary) (g/m3)	C15_LAVES (condensed, at grain boundary) (g/m3)	DIAMOND_A4 (condensed, at grain boundary) (g/m3)	DIS_SIG (condensed, at grain boundary) (g/m3)	FCC_A1 (condensed, at grain boundary) (g/m3)	HCP_A3 (condensed, at grain boundary) (g/m3)	HCP_DIS (condensed, at grain boundary) (g/m3)	MC_ETA (condensed, at grain boundary) (g/m3)	MO3TE4 (condensed, at grain boundary) (g/m3)	MOPD2 (condensed, at grain boundary) (g/m3)	MOTE2_A (condensed, at grain boundary) (g/m3)	MOTE2_B (condensed, at grain boundary) (g/m3)	ORTHORHOMBIC_A20 (condensed, at grain boundary) (g/m3)	SIGMA (condensed, at grain boundary) (g/m3)	TETRAGONAL_U (condensed, at grain boundary) (g/m3)	O (gas, matrix) (g/m3)	O2 (gas, matrix) (g/m3)	C1_MO2 (condensed, matrix) (g/m3)	PU2O3 (condensed, matrix) (g/m3)	PUO152 (condensed, matrix) (g/m3)	M2O3_C (condensed, matrix) (g/m3)	U3O8_S1 (condensed, matrix) (g/m3)	U3O8_S2 (condensed, matrix) (g/m3)	U3O8_S3 (condensed, matrix) (g/m3)	U3O8_S4 (condensed, matrix) (g/m3)	U4O9_S1 (condensed, matrix) (g/m3)	U4O9_S2 (condensed, matrix) (g/m3)	U4O9_S3 (condensed, matrix) (g/m3)	UO3 (condensed, matrix) (g/m3)	BA+2 (liquid, derived) (-)	CS+ (liquid, derived) (-)	MO+4 (liquid, derived) (-)	PD+2 (liquid, derived) (-)	RH+3 (liquid, derived) (-)	RU+4 (liquid, derived) (-)	TC+4 (liquid, derived) (-)	MOO4-2 (liquid, derived) (-)	O-2 (liquid, derived) (-)	VA (liquid, derived) (-)	CSO2 (liquid, derived) (-)	MOO3 (liquid, derived) (-)	O (liquid, derived) (-)	
0	1128	3.45e+19	0	0	100000	1.975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.252252	1128	3.45e+19	0	0	100070	1.97525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.504504	1128	3.45e+19	0	0	100140	1.9755	1.673e-22	1.884e-13	1.722e-16	1.28e-23	1.086e-11	5.331	0.2854	9.976e-10	2.537e-06	2.626e-19	4.807e-13	0	2.189e-10	7.698e-30	1.155e-29	1.732e-29	2.31e-29	2.887e-29	4.1e-25	2.916e-25	1.217e-27	1.404e-07	1.104e-27	1.925e-30	4.288e-11	4.675e-21	1.014e-22	1.122e-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.756756	1128	3.45e+19	0	0	100210	1.97575	2.393e-22	2.752e-13	2.569e-16	2.032e-23	1.62e-11	7.957	0.4263	1.62e-09	3.868e-06	4.089e-19	7.326e-13	0	3.554e-10	1.149e-29	1.724e-29	2.585e-29	3.447e-29	4.309e-29	6.244e-25	4.535e-25	1.932e-27	2.141e-07	1.717e-27	2.873e-30	7.171e-11	6.973e-21	1.512e-22	1.673e-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.009008	1128	3.45e+19	0	0	100280	1.976	3.047e-22	3.58e-13	3.413e-16	2.875e-23	2.152e-11	10.58	0.5671	2.344e-09	5.256e-06	5.674e-19	9.947e-13	0	5.144e-10	1.527e-29	2.291e-29	3.437e-29	4.583e-29	5.729e-29	8.472e-25	6.284e-25	2.735e-27	2.909e-07	2.379e-27	3.82e-30	9.526e-11	9.265e-21	2.009e-22	2.222e-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.26126	1128	3.45e+19	0	0	100350	1.97625	3.641e-22	4.37e-13	4.256e-16	3.822e-23	2.684e-11	13.2	0.7082	3.187e-09	6.704e-06	7.394e-19	1.268e-12	0	6.994e-10	1.906e-29	2.859e-29	4.289e-29	5.719e-29	7.148e-29	1.079e-24	8.176e-25	3.635e-27	3.711e-07	3.095e-27	4.767e-30	1.188e-10	1.155e-20	2.505e-22	2.771e-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.513512	1128	3.45e+19	0	0	100420	1.9765	4.178e-22	5.123e-13	5.097e-16	4.883e-23	3.215e-11	15.82	0.8493	4.166e-09	8.216e-06	9.258e-19	1.553e-12	0	9.143e-10	2.284e-29	3.427e-29	5.141e-29	6.854e-29	8.568e-29	1.321e-24	1.022e-24	4.644e-27	4.548e-07	3.871e-27	5.714e-30	1.423e-10	1.384e-20	3.001e-22	3.318e-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.765764	1128	3.45e+19	0	0	100490	1.97675	4.66e-22	5.839e-13	5.938e-16	6.071e-23	3.745e-11	18.44	0.9907	5.301e-09	9.794e-06	1.128e-18	1.85e-12	0	1.163e-09	2.663e-29	3.995e-29	5.992e-29	7.99e-29	9.987e-29	1.572e-24	1.244e-24	5.774e-27	5.423e-07	4.709e-27	6.66e-30	1.657e-10	1.612e-20	3.495e-22	3.865e-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.018016	1128	3.45e+19	0	0	100560	1.977	5.089e-22	6.519e-13	6.777e-16	7.401e-23	4.274e-11	21.06	1.132	6.615e-09	1.144e-05	1.347e-18	2.159e-12	0	1.452e-09	3.041e-29	4.563e-29	6.844e-29	9.125e-29	1.141e-28	1.834e-24	1.483e-24	7.039e-27	6.335e-07	5.616e-27	7.607e-30	1.891e-10	1.84e-20	3.989e-22	4.41e-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.270268	1128	3.45e+19	0	0	100630	1.97725	5.47e-22	7.164e-13	7.615e-16	8.889e-23	4.802e-11	23.69	1.274	8.135e-09	1.316e-05	1.584e-18	2.483e-12	0	1.785e-09	3.42e-29	5.13e-29	7.696e-29	1.026e-28	1.283e-28	2.107e-24	1.742e-24	8.454e-27	7.289e-07	6.597e-27	8.553e-30	2.125e-10	2.068e-20	4.482e-22	4.955e-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
