label,score_total,score_swd,score_Nd,score_Nd_drop,score_Rd,score_pressure,score_fdot_prior,score_rizk_gas_shape,score_highT_guard,f_n,K_d,rho_d,fission_rate,Dv_scale,Dg_scale,b_scale,gb_scale,gd_scale,coalescence_d_scale,capture_scale,swD_1p3_1600K,swB_1p3_1600K,Rd_1p3_1600K,Nd_1p3_1600K,Nd_1p3_1400K,Nd_1p3_1725K,Nd_drop_1725_over_1400_log10,swD_3p2_1600K,swB_3p2_1600K,max_f_cap_step_3p2_1600K,capture_fraction_sum_3p2_1600K,capture_raw_sum_3p2_1600K,dt_h,n_modes,use_full_exp,D1_Xe,D2_Xe,D2_Xe_over_Dg_unscaled,D2_Xe_scaled,D2_xe_scale,D3_Xe,Dg,Dv,family,score_bulk_shape,score_rizk_prior,score_swig_diag,trial_number,state
capture_only_v2_trial_00098,1.3534008975216938,0.7232689410173269,0.2983785744789925,0.0,0.10602811153868041,0.4164131383121593,0.051480209249287444,0.09054337613396979,0.631337872242392,1.7977474024616703e-07,659290.2799032958,28099296274258.402,5.629245814530852e+19,0.1,0.7238473635605179,0.42546391801369476,0.4231504516642845,4.186613248006579,8.21996759781818,3.6036937626935384,2.837954192306609,0.25159854267668375,98.52973482872038,7.082960664585588e+18,1.4228258491584266e+19,2.0109980781177231e+18,-0.8497400910733228,4.270942285293322,1.9177959815724857,0.0010635801031304566,0.29629808017505377,0.29629808017505377,12.0,22,0,4.2934800659537927e-19,3.2413609153516153e-105,4.494519739541579e-87,2.3977770847703638e-105,0.739743937003158,1.0414104756882076e-19,3.861646453451506e-19,2.052237976667112e-21,capture_only,0.1849533904344462,0.21426455739182396,1.0260475398591375,98,TrialState.COMPLETE
capture_only_v2_trial_00083,1.3570624055847407,0.7280272486118976,0.30715159616002485,0.0,0.12448278595747182,0.3741123464843108,0.08995852296440937,0.06925763646308254,0.5595518003891397,1.2054713952416175e-07,814766.093164473,26392196691083.72,6.1507564016868246e+19,0.1,0.751720553818802,0.24967777940093663,0.5199817163969247,3.217871333767304,8.081338935825057,4.540932159520874,2.8064961291379396,0.342882962328113,92.48212195071682,8.470371936491302e+18,1.6659170345295288e+19,2.428901548639433e+18,-0.8362434572340773,4.225363240770961,2.4645721200000876,0.001549154945073757,0.3818940690251936,0.3818940690251936,12.0,22,0,4.2934800659537927e-19,3.388180572366319e-105,6.017166184550011e-87,3.268145590137909e-105,0.9645724365438477,1.1378899343120626e-19,4.0828724645946754e-19,2.0543768039485273e-21,capture_only,0.2087080853195076,0.2349987502425092,1.17383027997714,83,TrialState.COMPLETE
capture_only_v2_trial_00096,1.3654496843501167,0.749338592978778,0.33092015012312814,0.02151408229075011,0.11646737497006139,0.3353434779651304,0.05363394303724478,0.07484035540249391,0.5047302687260077,1.1047325114941153e-07,644740.4657870304,27736894528087.836,5.6572314540399256e+19,0.1,0.713151775932824,0.6427176698831726,0.5471180530931444,4.687638112772409,7.301212874207666,3.633667242567381,2.745572006477771,0.3080063783890935,94.21820039357755,7.836818966939723e+18,1.4402690342557411e+19,2.487179371701125e+18,-0.762736516394203,4.089749374714927,1.9774593678331391,0.0010389594430649375,0.2716834014670889,0.2716834014670889,12.0,22,0,4.2934800659537927e-19,3.249408094135604e-105,4.464451555373407e-87,2.384047437476987e-105,0.7336866802848238,1.0465878189973863e-19,3.8082788957547725e-19,2.0523552056940118e-21,capture_only,0.18887443431845571,0.19597271166963093,0.9870294805994626,96,TrialState.COMPLETE
capture_only_v2_trial_00055,1.3717126471844354,0.7089583704898116,0.3035362875365843,0.0,0.10559330645487798,0.44753012419923066,0.08168838638227738,0.10154945607580974,0.5864170942406468,9.069141261918678e-08,620168.5430103302,32638758026696.355,6.034737595692312e+19,0.1,0.6862086081145105,0.2412818344486056,1.144077234924854,4.2239122347534455,8.00677295106067,2.1287034021660123,2.926757111955381,0.3149674524765999,96.83684257429867,7.694425718905515e+18,1.5309724490224355e+19,2.2412236487178698e+18,-0.8344821789548384,4.43931940822007,2.966459823690421,0.0007833154199452259,0.20998039186307813,0.20998039186307813,12.0,22,0,4.2934800659537927e-19,3.3560736240235707e-105,2.306647899023159e-87,1.2478749510938182e-105,0.3718258569064854,1.1164264552030777e-19,3.7123244239126695e-19,2.0539090789964683e-21,capture_only,0.19641691201750888,0.241506825908089,1.385073833664471,55,TrialState.COMPLETE
capture_only_v2_trial_00092,1.3865454174094474,0.7464147062682033,0.33149273995278455,0.023179082629864727,0.11229477978807886,0.35714162293355745,0.07666805094793994,0.05101685491074276,0.5036588245162809,1.8734638757233605e-07,697523.1608357121,24830687235816.664,5.965379195803679e+19,0.1,0.8618109913485358,0.2757921897657627,0.48479109055181624,3.5514624341815053,7.292883663729692,3.620464568223121,2.7336950466825516,0.3700453906256576,94.91488851229192,7.632352687462773e+18,1.3925886201314114e+19,2.420862876765817e+18,-0.7598526512122371,4.0728400792082535,2.3859637648750422,0.0011095704764845923,0.27529682017127316,0.27529682017127316,12.0,22,0,4.2934800659537927e-19,3.3367318890183893e-105,4.418040873552838e-87,2.384449890712914e-105,0.7146063783429658,1.1035951512236806e-19,4.651258743298333e-19,2.0536273140656674e-21,capture_only,0.21333382849822796,0.228058736965146,1.1124429154083524,92,TrialState.COMPLETE
capture_only_v2_trial_00038,1.3878262604405247,0.8126715215757444,0.3071211674414604,0.0,0.1290764859067912,0.2828240350216634,0.058175907820901325,0.006154971483253416,0.6167151929856213,6.160510680077704e-08,689603.6205184954,25242655397435.414,5.716706715544484e+19,0.1,0.3492228404150692,0.17656342935670336,0.6805324260328048,2.4843832300109354,8.055620926760929,0.8836738371828384,2.51660544288634,0.6556096967884607,92.59210757309177,7.568409348991054e+18,1.4157810591426376e+19,2.1057342135971825e+18,-0.8275925443458215,3.5995253281235056,3.3137978524657234,0.0002794568813731294,0.06564911811365402,0.06564911811365402,12.0,22,0,4.2934800659537927e-19,3.266444175262788e-105,8.009102716374733e-87,4.285727574650552e-105,1.3120467838106438,1.0575907423757296e-19,1.868716146946996e-19,2.0526033825105504e-21,capture_only,0.17450910168599185,0.27643311136861803,1.2544296196718294,38,TrialState.COMPLETE
capture_only_v2_trial_00093,1.3882521604654543,0.7632030719596663,0.3322883025778247,0.0242108554777218,0.11571528979344028,0.3292890565296284,0.08026897881150874,0.03483351390067136,0.5037048707793695,1.1292448453319921e-07,695372.8594640151,24351258946584.773,6.015046418226995e+19,0.1,0.8769874253401915,0.2899096137717068,0.6760156166433704,3.5817540031659836,7.324405352021375,3.934105370750527,2.6634874563947393,0.46954862685278703,94.17870429458522,7.612089976250985e+18,1.3745558976584448e+19,2.3993678612883016e+18,-0.7580655682178786,3.9325607942914593,2.7800021545299063,0.0012597909839477828,0.2955757107334209,0.2955757107334209,12.0,22,0,4.2934800659537927e-19,3.3505937637311735e-105,6.126389373437953e-87,3.312087619573895e-105,0.9885076655445098,1.1127835873719942e-19,4.741225242040439e-19,2.0538292499399915e-21,capture_only,0.2182920188041949,0.21891656070574433,1.1844529135556532,93,TrialState.COMPLETE
capture_only_v2_trial_00091,1.3903941183912587,0.7447553979927121,0.33280267050696716,0.025034962849698198,0.11274332459583869,0.3587186721264022,0.079725316270178,0.0566810357027754,0.4963801693190546,1.2793698778285289e-07,710168.349038334,24451929195279.715,6.0075213181535674e+19,0.1,0.7566977861604165,0.2598691887656316,0.4830994773961829,3.292979973248717,7.275646952325888,4.623057302395785,2.7314712427248864,0.37057869989144415,94.68812894073157,7.681064617015216e+18,1.3974552440823091e+19,2.4473705818120673e+18,-0.7566381723787234,4.095905885530738,2.4446839473294264,0.0014347520882915178,0.3539079885393091,0.3539079885393091,12.0,22,0,4.2934800659537927e-19,3.348497234262441e-105,4.453939598601342e-87,2.4072971242904794e-105,0.7189186539139323,1.11139144385841e-19,4.0898543059564013e-19,2.0537987082910384e-21,capture_only,0.2122622196657091,0.23307743616699528,1.1289804851103475,91,TrialState.COMPLETE
capture_only_v2_trial_00085,1.4061523074070046,0.8576899708964019,0.30384752083211547,0.0,0.14286563929455404,0.24077140643586148,0.0914421979230081,0.0,0.612544434016127,1.9086272177113324e-07,687102.8089638278,26082585064499.125,6.1718050897210745e+19,0.1,0.7506089691760716,0.36167534254830147,0.5081986846108256,2.8751216116447846,8.588274193868562,3.2584681713453407,2.3498813193819816,0.6001017423108397,89.33502970427722,7.868500215755684e+18,1.4639070153846548e+19,2.1305484067138652e+18,-0.8370220860787061,3.3336527650116117,2.5737225214208936,0.0010176659909671617,0.19899921702921552,0.19899921702921552,12.0,22,0,4.2934800659537927e-19,3.3939730181722687e-105,7.106169329098774e-87,3.862390638602187e-105,1.1380145386901666,1.1417839415983987e-19,4.0797579139085537e-19,2.0544611866624482e-21,capture_only,0.18148451338706723,0.19920445330041234,0.9837235816746839,85,TrialState.COMPLETE
capture_only_v2_trial_00053,1.406818583966346,0.8225763168568705,0.3266627489881748,0.0,0.10829903188362383,0.31575559292261013,0.04620930713798652,0.0,0.6856315488288194,1.1767908400215071e-07,569141.9386530421,24029075206321.633,5.561338263685657e+19,0.1,0.6810569269343977,0.40244681343823596,0.8646722270179511,4.386574626848516,8.354687765280856,2.4501349414469478,2.463054453239453,0.6037112227269228,99.94235920460908,5.890289128627937e+18,1.1106548330612797e+19,1.6330486127227855e+18,-0.8325799977547398,3.5190151266905905,2.8733773314202744,0.0007154575180525757,0.16501671936379889,0.16501671936379889,12.0,22,0,4.2934800659537927e-19,3.2217507626395718e-105,5.4292355393322955e-87,2.8896170400769485e-105,0.8969089333619007,1.0288475787818467e-19,3.6248081098616454e-19,2.051952301502995e-21,capture_only,0.1940355825098653,0.20687037783563184,1.1089585271774187,53,TrialState.COMPLETE
