Time (h)	Location	Phase	Phase instance	Moles (mol/m3)	Form units (mol/m3)	Sublattice	Sites	Constituent	Site fraction
224	at grain boundary	HCP_A3	HCP_A3	33.39413201	33.39413201	1	1	MO	0.3029651404
224	at grain boundary	HCP_A3	HCP_A3	33.39413201	33.39413201	1	1	PD	0.26146307
224	at grain boundary	HCP_A3	HCP_A3	33.39413201	33.39413201	1	1	RH	0.08162074692
224	at grain boundary	HCP_A3	HCP_A3	33.39413201	33.39413201	1	1	RU	0.2739136868
224	at grain boundary	HCP_A3	HCP_A3	33.39413201	33.39413201	1	1	TC	0.07332033174
224	at grain boundary	HCP_A3	HCP_A3	33.39413201	33.39413201	2	0.5	O	1.100880705e-12
224	at grain boundary	HCP_A3	HCP_A3	33.39413201	33.39413201	2	0.5	VA	1
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	BA	6.854084213e-08
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	BA2	1.24685952e-17
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	BA2O	2.048386232e-10
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	BA2O2	2.621410289e-12
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	BAMOO4	6.787150173e-18
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	BAO	1.277665593e-08
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	CS	0.9901113194
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	CS2	0.009886973731
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	CS2MOO4	4.234691578e-09
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	CS2O	1.58736578e-06
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	CS2O2	7.511403395e-17
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	CSO	1.573865383e-10
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	MO	5.38481445e-18
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	MO2	1.60810801e-26
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	MO2O6	1e-30
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	MO3O9	1e-30
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	MO4O12	1e-30
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	MO5O15	1e-30
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	MOO	6.629173527e-19
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	MOO2	5.45538708e-19
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	MOO3	5.14653165e-21
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	O	1.327853759e-16
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	O2	1.358339885e-20
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	O3	1e-30
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	PD	3.358574186e-08
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	RH	3.489818123e-16
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	RU	2.945233288e-17
224	at grain boundary	gas	GAS	1.160320952	1.160320952	1	1	TC	2.194711486e-17
252	at grain boundary	HALITE	HALITE	10.29049406	5.145247029	1	1	BA+2	1
252	at grain boundary	HALITE	HALITE	10.29049406	5.145247029	1	1	VA	1.1e-12
252	at grain boundary	HALITE	HALITE	10.29049406	5.145247029	2	1	O-2	1
252	at grain boundary	HALITE	HALITE	10.29049406	5.145247029	2	1	VA	1.1e-12
252	at grain boundary	HCP_A3	HCP_A3	37.56839839	37.56839839	1	1	BA	5.671004636e-08
252	at grain boundary	HCP_A3	HCP_A3	37.56839839	37.56839839	1	1	CS	0.006716965926
252	at grain boundary	HCP_A3	HCP_A3	37.56839839	37.56839839	1	1	MO	0.3029651435
252	at grain boundary	HCP_A3	HCP_A3	37.56839839	37.56839839	1	1	PD	0.2614630675
252	at grain boundary	HCP_A3	HCP_A3	37.56839839	37.56839839	1	1	RH	0.08162074707
252	at grain boundary	HCP_A3	HCP_A3	37.56839839	37.56839839	1	1	RU	0.2739136873
252	at grain boundary	HCP_A3	HCP_A3	37.56839839	37.56839839	1	1	TC	0.07332033207
252	at grain boundary	HCP_A3	HCP_A3	37.56839839	37.56839839	2	0.5	O	1.100880705e-12
252	at grain boundary	HCP_A3	HCP_A3	37.56839839	37.56839839	2	0.5	VA	1
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	BA	6.706415698e-08
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	BA2	1.193712091e-17
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	BA2O	2.004254566e-10
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	BA2O2	2.621410289e-12
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	BAMOO4	7.245433473e-18
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	BAO	1.277665593e-08
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	CS	0.9901112862
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	CS2	0.009886973068
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	CS2MOO4	4.620166609e-09
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	CS2O	1.622317866e-06
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	CS2O2	7.845831734e-17
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	CSO	1.608520258e-10
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	MO	5.384814641e-18
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	MO2	1.608108124e-26
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	MO2O6	1e-30
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	MO3O9	1e-30
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	MO4O12	1e-30
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	MO5O15	1e-30
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	MOO	6.775141488e-19
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	MOO2	5.698276502e-19
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	MOO3	5.494036781e-21
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	O	1.357091761e-16
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	O2	1.418817008e-20
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	O3	1e-30
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	PD	3.358574114e-08
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	RH	3.489818028e-16
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	RU	2.945233263e-17
252	at grain boundary	gas	GAS	1.304781242	1.304781242	1	1	TC	2.194711513e-17
280	at grain boundary	HALITE	HALITE	11.43388272	5.71694136	1	1	BA+2	1
280	at grain boundary	HALITE	HALITE	11.43388272	5.71694136	1	1	VA	1.1e-12
280	at grain boundary	HALITE	HALITE	11.43388272	5.71694136	2	1	O-2	1
280	at grain boundary	HALITE	HALITE	11.43388272	5.71694136	2	1	VA	1.1e-12
280	at grain boundary	HCP_A3	HCP_A3	41.74266535	41.74266535	1	1	BA	5.547496859e-08
280	at grain boundary	HCP_A3	HCP_A3	41.74266535	41.74266535	1	1	CS	0.006716965669
280	at grain boundary	HCP_A3	HCP_A3	41.74266535	41.74266535	1	1	MO	0.3029651475
280	at grain boundary	HCP_A3	HCP_A3	41.74266535	41.74266535	1	1	PD	0.2614630614
280	at grain boundary	HCP_A3	HCP_A3	41.74266535	41.74266535	1	1	RH	0.08162074627
280	at grain boundary	HCP_A3	HCP_A3	41.74266535	41.74266535	1	1	RU	0.2739136919
280	at grain boundary	HCP_A3	HCP_A3	41.74266535	41.74266535	1	1	TC	0.07332033184
280	at grain boundary	HCP_A3	HCP_A3	41.74266535	41.74266535	2	0.5	O	1.100880705e-12
280	at grain boundary	HCP_A3	HCP_A3	41.74266535	41.74266535	2	0.5	VA	1
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	BA	6.560358226e-08
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	BA2	1.142283129e-17
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	BA2O	1.960604371e-10
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	BA2O2	2.621410289e-12
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	BAMOO4	7.740217129e-18
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	BAO	1.277665593e-08
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	CS	0.9901112518
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	CS2	0.009886972381
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	CS2MOO4	5.045559042e-09
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	CS2O	1.658436456e-06
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	CS2O2	8.199073694e-17
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	CSO	1.644331721e-10
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	MO	5.384814953e-18
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	MO2	1.60810831e-26
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	MO2O6	1e-30
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	MO3O9	1e-30
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	MO4O12	1e-30
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	MO5O15	1e-30
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	MOO	6.925981217e-19
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	MOO2	5.954830093e-19
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	MOO3	5.869219247e-21
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	O	1.387305567e-16
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	O2	1.482696342e-20
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	O3	1e-30
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	PD	3.358573988e-08
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	RH	3.489817822e-16
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	RU	2.945233254e-17
280	at grain boundary	gas	GAS	1.449119012	1.449119012	1	1	TC	2.194711494e-17
308	at grain boundary	HALITE	HALITE	12.57727082	6.288635408	1	1	BA+2	1
308	at grain boundary	HALITE	HALITE	12.57727082	6.288635408	1	1	VA	1.1e-12
308	at grain boundary	HALITE	HALITE	12.57727082	6.288635408	2	1	O-2	1
308	at grain boundary	HALITE	HALITE	12.57727082	6.288635408	2	1	VA	1.1e-12
308	at grain boundary	HCP_A3	HCP_A3	45.9169313	45.9169313	1	1	BA	5.42536212e-08
308	at grain boundary	HCP_A3	HCP_A3	45.9169313	45.9169313	1	1	CS	0.006716965324
308	at grain boundary	HCP_A3	HCP_A3	45.9169313	45.9169313	1	1	MO	0.3029651438
308	at grain boundary	HCP_A3	HCP_A3	45.9169313	45.9169313	1	1	PD	0.261463068
308	at grain boundary	HCP_A3	HCP_A3	45.9169313	45.9169313	1	1	RH	0.08162074726
308	at grain boundary	HCP_A3	HCP_A3	45.9169313	45.9169313	1	1	RU	0.273913689
308	at grain boundary	HCP_A3	HCP_A3	45.9169313	45.9169313	1	1	TC	0.07332033229
308	at grain boundary	HCP_A3	HCP_A3	45.9169313	45.9169313	2	0.5	O	1.100880705e-12
308	at grain boundary	HCP_A3	HCP_A3	45.9169313	45.9169313	2	0.5	VA	1
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	BA	6.415924001e-08
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	BA2	1.092539318e-17
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	BA2O	1.917439293e-10
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	BA2O2	2.621410289e-12
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	BAMOO4	8.274812068e-18
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	BAO	1.277665593e-08
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	CS	0.9901112162
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	CS2	0.009886971669
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	CS2MOO4	5.515470936e-09
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	CS2O	1.695770783e-06
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	CS2O2	8.57238062e-17
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	CSO	1.681348586e-10
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	MO	5.384814514e-18
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	MO2	1.608108048e-26
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	MO2O6	1e-30
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	MO3O9	1e-30
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	MO4O12	1e-30
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	MO5O15	1e-30
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	MOO	7.08189719e-19
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	MOO2	6.225955701e-19
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	MOO3	6.274589646e-21
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	O	1.418536361e-16
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	O2	1.550204179e-20
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	O3	1e-30
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	PD	3.358574162e-08
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	RH	3.489818029e-16
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	RU	2.945233315e-17
308	at grain boundary	gas	GAS	1.593205436	1.593205436	1	1	TC	2.194711555e-17
336	at grain boundary	HALITE	HALITE	13.72065946	6.86032973	1	1	BA+2	1
336	at grain boundary	HALITE	HALITE	13.72065946	6.86032973	1	1	VA	1.1e-12
336	at grain boundary	HALITE	HALITE	13.72065946	6.86032973	2	1	O-2	1
336	at grain boundary	HALITE	HALITE	13.72065946	6.86032973	2	1	VA	1.1e-12
336	at grain boundary	HCP_A3	HCP_A3	50.0911982	50.0911982	1	1	BA	5.304587358e-08
336	at grain boundary	HCP_A3	HCP_A3	50.0911982	50.0911982	1	1	CS	0.00671696503
336	at grain boundary	HCP_A3	HCP_A3	50.0911982	50.0911982	1	1	MO	0.3029651479
336	at grain boundary	HCP_A3	HCP_A3	50.0911982	50.0911982	1	1	PD	0.2614630649
336	at grain boundary	HCP_A3	HCP_A3	50.0911982	50.0911982	1	1	RH	0.08162074615
336	at grain boundary	HCP_A3	HCP_A3	50.0911982	50.0911982	1	1	RU	0.273913692
336	at grain boundary	HCP_A3	HCP_A3	50.0911982	50.0911982	1	1	TC	0.07332033104
336	at grain boundary	HCP_A3	HCP_A3	50.0911982	50.0911982	2	0.5	O	1.100880705e-12
336	at grain boundary	HCP_A3	HCP_A3	50.0911982	50.0911982	2	0.5	VA	1
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	BA	6.273098539e-08
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	BA2	1.0444385e-17
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	BA2O	1.874755004e-10
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	BA2O2	2.621410289e-12
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	BAMOO4	8.852979646e-18
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	BAO	1.277665593e-08
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	CS	0.9901111792
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	CS2	0.009886970931
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	CS2MOO4	6.035190678e-09
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	CS2O	1.734379842e-06
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	CS2O2	8.967174396e-17
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	CSO	1.719629347e-10
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	MO	5.384814793e-18
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	MO2	1.608108215e-26
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	MO2O6	1e-30
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	MO3O9	1e-30
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	MO4O12	1e-30
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	MO5O15	1e-30
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	MOO	7.243137698e-19
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	MOO2	6.512687676e-19
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	MOO3	6.713000123e-21
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	O	1.450833496e-16
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	O2	1.621597649e-20
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	O3	1e-30
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	PD	3.358574071e-08
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	RH	3.489817793e-16
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	RU	2.94523331e-17
336	at grain boundary	gas	GAS	1.736834966	1.736834966	1	1	TC	2.194711521e-17
364	at grain boundary	HALITE	HALITE	14.86404734	7.432023672	1	1	BA+2	1
364	at grain boundary	HALITE	HALITE	14.86404734	7.432023672	1	1	VA	1.1e-12
364	at grain boundary	HALITE	HALITE	14.86404734	7.432023672	2	1	O-2	1
364	at grain boundary	HALITE	HALITE	14.86404734	7.432023672	2	1	VA	1.1e-12
364	at grain boundary	HCP_A3	HCP_A3	54.26546496	54.26546496	1	1	BA	5.185180917e-08
364	at grain boundary	HCP_A3	HCP_A3	54.26546496	54.26546496	1	1	CS	0.006716964689
364	at grain boundary	HCP_A3	HCP_A3	54.26546496	54.26546496	1	1	MO	0.302965143
364	at grain boundary	HCP_A3	HCP_A3	54.26546496	54.26546496	1	1	PD	0.2614630696
364	at grain boundary	HCP_A3	HCP_A3	54.26546496	54.26546496	1	1	RH	0.0816207464
364	at grain boundary	HCP_A3	HCP_A3	54.26546496	54.26546496	1	1	RU	0.2739136938
364	at grain boundary	HCP_A3	HCP_A3	54.26546496	54.26546496	1	1	TC	0.07332033061
364	at grain boundary	HCP_A3	HCP_A3	54.26546496	54.26546496	2	0.5	O	1.100880705e-12
364	at grain boundary	HCP_A3	HCP_A3	54.26546496	54.26546496	2	0.5	VA	1
364	at grain boundary	gas	GAS	1.879706597	1.879706597	1	1	BA	6.131890641e-08
364	at grain boundary	gas	GAS	1.879706597	1.879706597	1	1	BA2	9.979469495e-18
364	at grain boundary	gas	GAS	1.879706597	1.879706597	1	1	BA2O	1.832554134e-10
