Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Cs produced (at/m3)	Cs in grain (at/m3)	Cs in intragranular solution (at/m3)	Cs in intragranular bubbles (at/m3)	Cs at grain boundary (at/m3)	Cs released (at/m3)	Cs reacted (at/m3)	I produced (at/m3)	I in grain (at/m3)	I in intragranular solution (at/m3)	I in intragranular bubbles (at/m3)	I at grain boundary (at/m3)	I released (at/m3)	I reacted (at/m3)	Te produced (at/m3)	Te in grain (at/m3)	Te in intragranular solution (at/m3)	Te in intragranular bubbles (at/m3)	Te at grain boundary (at/m3)	Te released (at/m3)	Te reacted (at/m3)	Mo produced (at/m3)	Mo in solution (at/m3)	Mo reacted (at/m3)	Ba produced (at/m3)	Ba in solution (at/m3)	Ba reacted (at/m3)	Tc produced (at/m3)	Tc in solution (at/m3)	Tc reacted (at/m3)	Ru produced (at/m3)	Ru in solution (at/m3)	Ru reacted (at/m3)	Rh produced (at/m3)	Rh in solution (at/m3)	Rh reacted (at/m3)	Pd produced (at/m3)	Pd in solution (at/m3)	Pd reacted (at/m3)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	FIMA (%)	Fuel density (kg/m3)	U235 (at/m3)	U238 (at/m3)	Pu (at/m3)	Pu238 (at/m3)	Pu239 (at/m3)	Pu240 (at/m3)	Pu241 (at/m3)	Pu242 (at/m3)	q (-)	Intergranular vented fraction (/)	Intergranular venting probability (/)	Porosity (/)	Fabrication porosity (/)	Open porosity (/)	Residual porosity (/)	Densification factor (/)	Gap oxygen partial pressure (MPa)	Stoichiometry deviation (/)	Equilibrium stoichiometry deviation (/)	Fuel oxygen partial pressure (MPa)	Fuel oxygen partial pressure - Blackburn (MPa)	Fuel oxygen partial pressure - Kato (MPa)	Fuel oxygen partial pressure - CALPHAD (MPa)	Fuel oxygen potential (KJ/mol)	Fuel oxygen potential - Blackburn (KJ/mol)	Fuel oxygen potential - Kato (KJ/mol)	Fuel oxygen potential - CALPHAD (KJ/mol)	U content (mol/m3)	O content (mol/m3)	O available content (mol/m3)	Pu content (mol/m3)	Mo/Ru in HCP_A3 (/)	Mo in oxide fraction (/)	Mo oxide valence (/)	Ba/Mo in oxide compounds (/)	Ba in oxide fraction (/)	Ba oxide valence (/)	JOG (Cs2MoO4) (/)	JOG (BaMoO4) (/)	
12992	1411.674	3.45e+19	0	0	100000	1.99973932	1e-05	3.775839e+26	1.381174e+26	1.081182e+26	2.999925e+25	1.478078e+26	9.16587e+25	2.743131e+25	1.003417e+25	7.854738e+24	2.179433e+24	1.073817e+25	6.658965e+24	0.2427506	2.743131e+26	1.003417e+26	7.854738e+25	2.179433e+25	1.265263e-134	5.153961e+10	1.739714e+26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.533798e+26	0	3.533798e+26	1.59747e+26	0	1.59747e+26	8.552114e+25	0	8.552114e+25	3.194941e+26	0	3.194941e+26	9.520278e+25	0	9.520278e+25	3.049716e+26	0	3.049716e+26	2.5674e+23	1.273221e-09	0.002219698	1.550405e+11	3.594241e+09	2.470559e+10	1.2246e-06	3.205721e-12	1.297049e-18	0.4970167	0.5	0.06032854	1	55.12793	6.855438	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01382781	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00026068	0	1.93914e-15	0	1.93914e-15	0	-370.7242	0	-370.7242	0	30153.78	77194.93	1399.229	8448.773	0.4089881	1	3.373917	0.4522302	1	2	0	0.006325009	
13020	1411.674	3.45e+19	0	0	100000	1.99973945	1e-05	3.783977e+26	1.382325e+26	1.082175e+26	3.001502e+25	1.482334e+26	9.193173e+25	2.749043e+25	1.004253e+25	7.861956e+24	2.180579e+24	1.076909e+25	6.678801e+24	0.2429501	2.749043e+26	1.004253e+26	7.861956e+25	2.180579e+25	4.944861e-135	6.871948e+10	1.744789e+26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.541414e+26	0	3.541414e+26	1.600913e+26	0	1.600913e+26	8.570545e+25	0	8.570545e+25	3.201826e+26	0	3.201826e+26	9.540796e+25	0	9.540796e+25	3.056289e+26	0	3.056289e+26	2.566585e+23	1.273581e-09	0.002220872	1.545631e+11	3.615758e+09	2.48117e+10	1.226502e-06	3.215687e-12	1.303102e-18	0.4970267	0.5	0.06042346	1	55.24674	6.870212	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01379957	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00026055	0	1.941038e-15	0	1.941038e-15	0	-370.7127	0	-370.7127	0	30153.78	77194.93	1402.849	8448.773	0.4085964	1	3.375598	0.4522301	1	2	0	0.006349125	
13048	1411.674	3.45e+19	0	0	100000	1.99973958	1e-05	3.792114e+26	1.383473e+26	1.083166e+26	3.003074e+25	1.486592e+26	9.220491e+25	2.754955e+25	1.005087e+25	7.869151e+24	2.18172e+24	1.080003e+25	6.698647e+24	0.2431491	2.754955e+26	1.005087e+26	7.869151e+25	2.18172e+25	1.932494e-135	6.871948e+10	1.749868e+26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.54903e+26	0	3.54903e+26	1.604356e+26	0	1.604356e+26	8.588976e+25	0	8.588976e+25	3.208712e+26	0	3.208712e+26	9.561313e+25	0	9.561313e+25	3.062861e+26	0	3.062861e+26	2.565774e+23	1.273939e-09	0.002222043	1.540882e+11	3.637357e+09	2.491803e+10	1.228403e-06	3.225663e-12	1.309171e-18	0.4970366	0.5	0.06051832	1	55.36555	6.884987	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01377133	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00026042	0	1.942938e-15	0	1.942938e-15	0	-370.7012	0	-370.7012	0	30153.78	77194.93	1406.472	8448.772	0.4082042	1	3.377281	0.45223	1	2	0	0.006373473	
13076	1411.674	3.45e+19	0	0	100000	1.99973971	1e-05	3.800252e+26	1.384617e+26	1.084153e+26	3.00464e+25	1.490853e+26	9.247823e+25	2.760867e+25	1.005918e+25	7.876323e+24	2.182858e+24	1.083098e+25	6.718504e+24	0.2433477	2.760867e+26	1.005918e+26	7.876323e+25	2.182858e+25	7.552188e-136	6.871948e+10	1.754949e+26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.556646e+26	0	3.556646e+26	1.607799e+26	0	1.607799e+26	8.607408e+25	0	8.607408e+25	3.215598e+26	0	3.215598e+26	9.581831e+25	0	9.581831e+25	3.069434e+26	0	3.069434e+26	2.564966e+23	1.274295e-09	0.002223209	1.536157e+11	3.659037e+09	2.502458e+10	1.230303e-06	3.235649e-12	1.315255e-18	0.4970464	0.5	0.06061313	1	55.48436	6.899762	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01374309	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00026029	0	1.944842e-15	0	1.944842e-15	0	-370.6897	0	-370.6897	0	30153.78	77194.93	1410.096	8448.772	0.4078129	1	3.37896	0.45223	1	2	0	0.006397842	
13104	1411.674	3.45e+19	0	0	100000	1.99973984	1e-05	3.808389e+26	1.385757e+26	1.085137e+26	3.0062e+25	1.495116e+26	9.27517e+25	2.766779e+25	1.006746e+25	7.883471e+24	2.183991e+24	1.086195e+25	6.738371e+24	0.2435457	2.766779e+26	1.006746e+26	7.883471e+25	2.183991e+25	2.951333e-136	5.153961e+10	1.760032e+26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.564262e+26	0	3.564262e+26	1.611242e+26	0	1.611242e+26	8.625839e+25	0	8.625839e+25	3.222483e+26	0	3.222483e+26	9.602349e+25	0	9.602349e+25	3.076007e+26	0	3.076007e+26	2.564162e+23	1.27465e-09	0.00222437	1.531456e+11	3.6808e+09	2.513136e+10	1.232202e-06	3.245646e-12	1.321355e-18	0.4970563	0.5	0.06070789	1	55.60317	6.914536	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01371485	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00026016	0	1.946747e-15	0	1.946747e-15	0	-370.6782	0	-370.6782	0	30153.77	77194.93	1413.723	8448.771	0.4074212	1	3.380641	0.4522299	1	2	0	0.00642247	
13132	1411.674	3.45e+19	0	0	100000	1.99973997	1e-05	3.816527e+26	1.386893e+26	1.086117e+26	3.007754e+25	1.499381e+26	9.30253e+25	2.77269e+25	1.007572e+25	7.890595e+24	2.18512e+24	1.089294e+25	6.758249e+24	0.2437433	2.77269e+26	1.007572e+26	7.890595e+25	2.18512e+25	1.153332e-136	5.153961e+10	1.765119e+26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.571878e+26	0	3.571878e+26	1.614684e+26	0	1.614684e+26	8.64427e+25	0	8.64427e+25	3.229369e+26	0	3.229369e+26	9.622867e+25	0	9.622867e+25	3.082579e+26	0	3.082579e+26	2.563362e+23	1.275004e-09	0.002225527	1.526779e+11	3.702644e+09	2.523836e+10	1.2341e-06	3.255652e-12	1.32747e-18	0.497066	0.5	0.06080259	1	55.72198	6.929311	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01368662	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00026003	0	1.948656e-15	0	1.948656e-15	0	-370.6667	0	-370.6667	0	30153.77	77194.93	1417.353	8448.771	0.4070298	1	3.382322	0.4522297	1	2	0	0.006447237	
13160	1411.674	3.45e+19	0	0	100000	1.9997401	1e-05	3.824664e+26	1.388025e+26	1.087095e+26	3.009302e+25	1.503649e+26	9.329905e+25	2.778602e+25	1.008394e+25	7.897697e+24	2.186245e+24	1.092395e+25	6.778136e+24	0.2439405	2.778602e+26	1.008394e+26	7.897697e+25	2.186245e+25	4.506929e-137	6.871948e+10	1.770208e+26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.579494e+26	0	3.579494e+26	1.618127e+26	0	1.618127e+26	8.662702e+25	0	8.662702e+25	3.236255e+26	0	3.236255e+26	9.643385e+25	0	9.643385e+25	3.089152e+26	0	3.089152e+26	2.562565e+23	1.275356e-09	0.00222668	1.522125e+11	3.72457e+09	2.534558e+10	1.235997e-06	3.265669e-12	1.333601e-18	0.4970757	0.5	0.06089724	1	55.84079	6.944086	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01365839	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0002599	0	1.950567e-15	0	1.950567e-15	0	-370.6552	0	-370.6552	0	30153.77	77194.93	1420.984	8448.77	0.4066385	1	3.384001	0.4522297	1	2	0	0.006472125	
13188	1411.674	3.45e+19	0	0	100000	1.99974023	1e-05	3.832802e+26	1.389154e+26	1.088069e+26	3.010844e+25	1.507919e+26	9.357294e+25	2.784514e+25	1.009214e+25	7.904775e+24	2.187366e+24	1.095497e+25	6.798034e+24	0.2441372	2.784514e+26	1.009214e+26	7.904775e+25	2.187366e+25	1.761156e-137	6.871948e+10	1.7753e+26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.58711e+26	0	3.58711e+26	1.62157e+26	0	1.62157e+26	8.681133e+25	0	8.681133e+25	3.24314e+26	0	3.24314e+26	9.663903e+25	0	9.663903e+25	3.095725e+26	0	3.095725e+26	2.561771e+23	1.275707e-09	0.002227829	1.517496e+11	3.746579e+09	2.545302e+10	1.237893e-06	3.275696e-12	1.339748e-18	0.4970854	0.5	0.06099184	1	55.9596	6.95886	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01363017	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00025977	0	1.952481e-15	0	1.952481e-15	0	-370.6437	0	-370.6437	0	30153.77	77194.93	1424.618	8448.77	0.4062468	1	3.385683	0.4522296	1	2	0	0.00649727	
13216	1411.674	3.45e+19	0	0	100000	1.99974036	1e-05	3.84094e+26	1.390278e+26	1.08904e+26	3.012381e+25	1.512192e+26	9.384697e+25	2.790426e+25	1.010031e+25	7.911831e+24	2.188482e+24	1.098601e+25	6.817942e+24	0.2443334	2.790426e+26	1.010031e+26	7.911831e+25	2.188482e+25	6.881853e-138	5.153961e+10	1.780395e+26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.594726e+26	0	3.594726e+26	1.625013e+26	0	1.625013e+26	8.699564e+25	0	8.699564e+25	3.250026e+26	0	3.250026e+26	9.68442e+25	0	9.68442e+25	3.102297e+26	0	3.102297e+26	2.560981e+23	1.276057e-09	0.002228973	1.512889e+11	3.76867e+09	2.556068e+10	1.239788e-06	3.285732e-12	1.34591e-18	0.497095	0.5	0.06108639	1	56.07841	6.973635	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01360195	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00025964	0	1.954398e-15	0	1.954398e-15	0	-370.6322	0	-370.6322	0	30153.77	77194.93	1428.255	8448.769	0.4058553	1	3.387364	0.4522295	1	2	0	0.006522558	
13244	1411.674	3.45e+19	0	0	100000	1.99974049	1e-05	3.849077e+26	1.391399e+26	1.090008e+26	3.013912e+25	1.516466e+26	9.412114e+25	2.796338e+25	1.010846e+25	7.918863e+24	2.189594e+24	1.101706e+25	6.837861e+24	0.2445291	2.796338e+26	1.010846e+26	7.918863e+25	2.189594e+25	2.689078e-138	5.153961e+10	1.785492e+26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.602342e+26	0	3.602342e+26	1.628456e+26	0	1.628456e+26	8.717995e+25	0	8.717995e+25	3.256912e+26	0	3.256912e+26	9.704938e+25	0	9.704938e+25	3.10887e+26	0	3.10887e+26	2.560195e+23	1.276405e-09	0.002230113	1.508306e+11	3.790843e+09	2.566857e+10	1.241682e-06	3.295779e-12	1.352088e-18	0.4971045	0.5	0.06118089	1	56.19722	6.98841	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01357374	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00025951	0	1.956317e-15	0	1.956317e-15	0	-370.6207	0	-370.6207	0	30153.76	77194.93	1431.893	8448.768	0.4054641	1	3.389045	0.4522294	1	2	0	0.006547968	
13272	1411.674	3.45e+19	0	0	100000	1.99974062	1e-05	3.857215e+26	1.392517e+26	1.090973e+26	3.015437e+25	1.520744e+26	9.439545e+25	2.80225e+25	1.011657e+25	7.925872e+24	2.190702e+24	1.104814e+25	6.857789e+24	0.2447244	2.80225e+26	1.011657e+26	7.925872e+25	2.190702e+25	1.050731e-138	8.589935e+10	1.790593e+26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.609957e+26	0	3.609957e+26	1.631899e+26	0	1.631899e+26	8.736427e+25	0	8.736427e+25	3.263797e+26	0	3.263797e+26	9.725456e+25	0	9.725456e+25	3.115443e+26	0	3.115443e+26	2.559411e+23	1.276752e-09	0.002231249	1.503747e+11	3.813099e+09	2.577667e+10	1.243575e-06	3.305836e-12	1.358281e-18	0.497114	0.5	0.06127533	1	56.31603	7.003184	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01354553	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00025938	0	1.958239e-15	0	1.958239e-15	0	-370.6092	0	-370.6092	0	30153.76	77194.93	1435.534	8448.768	0.4050731	1	3.390724	0.4522293	1	2	0	0.006573525	
13300	1411.674	3.45e+19	0	0	100000	1.99974075	1e-05	3.865352e+26	1.39363e+26	1.091935e+26	3.016956e+25	1.525023e+26	9.46699e+25	2.808162e+25	1.012466e+25	7.932859e+24	2.191806e+24	1.107923e+25	6.877728e+24	0.2449192	2.808162e+26	1.012466e+26	7.932859e+25	2.191806e+25	4.105541e-139	1.030792e+11	1.795696e+26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.617573e+26	0	3.617573e+26	1.635341e+26	0	1.635341e+26	8.754858e+25	0	8.754858e+25	3.270683e+26	0	3.270683e+26	9.745974e+25	0	9.745974e+25	3.122015e+26	0	3.122015e+26	2.558632e+23	1.277097e-09	0.00223238	1.49921e+11	3.835437e+09	2.5885e+10	1.245467e-06	3.315903e-12	1.36449e-18	0.4971235	0.5	0.06136973	1	56.43484	7.017959	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01351734	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00025925	0	1.960164e-15	0	1.960164e-15	0	-370.5976	0	-370.5976	0	30153.76	77194.93	1439.177	8448.767	0.4046823	1	3.392403	0.4522292	1	2	0	0.006599221	
13328	1411.674	3.45e+19	0	0	100000	1.99974088	1e-05	3.87349e+26	1.39474e+26	1.092893e+26	3.01847e+25	1.529305e+26	9.494449e+25	2.814074e+25	1.013273e+25	7.939823e+24	2.192906e+24	1.111033e+25	6.897676e+24	0.2451135	2.814074e+26	1.013273e+26	7.939823e+25	2.192906e+25	1.604129e-139	1.030792e+11	1.800801e+26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.625189e+26	0	3.625189e+26	1.638784e+26	0	1.638784e+26	8.773289e+25	0	8.773289e+25	3.277568e+26	0	3.277568e+26	9.766492e+25	0	9.766492e+25	3.128588e+26	0	3.128588e+26	2.557855e+23	1.277441e-09	0.002233508	1.494696e+11	3.857858e+09	2.599355e+10	1.247358e-06	3.32598e-12	1.370715e-18	0.4971329	0.5	0.06146407	1	56.55365	7.032734	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01348915	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00025912	0	1.962092e-15	0	1.962092e-15	0	-370.5861	0	-370.5861	0	30153.76	77194.93	1442.823	8448.767	0.4042911	1	3.394084	0.4522291	1	2	0	0.006625152	
13356	1411.674	3.45e+19	0	0	100000	1.99974101	1e-05	3.881628e+26	1.395846e+26	1.093849e+26	3.019978e+25	1.533589e+26	9.521921e+25	2.819986e+25	1.014076e+25	7.946764e+24	2.194001e+24	1.114146e+25	6.917635e+24	0.2453074	2.819986e+26	1.014076e+26	7.946764e+25	2.194001e+25	6.26756e-140	1.030792e+11	1.805909e+26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.632805e+26	0	3.632805e+26	1.642227e+26	0	1.642227e+26	8.791721e+25	0	8.791721e+25	3.284454e+26	0	3.284454e+26	9.78701e+25	0	9.78701e+25	3.135161e+26	0	3.135161e+26	2.557082e+23	1.277784e-09	0.002234631	1.490205e+11	3.880363e+09	2.610232e+10	1.249248e-06	3.336067e-12	1.376955e-18	0.4971422	0.5	0.06155836	1	56.67246	7.047508	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01346098	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00025899	0	1.964023e-15	0	1.964023e-15	0	-370.5746	0	-370.5746	0	30153.76	77194.93	1446.471	8448.766	0.4039001	1	3.395764	0.452229	1	2	0	0.006651234	
13384	1411.674	3.45e+19	0	0	100000	1.99974114	1e-05	3.889765e+26	1.396949e+26	1.094801e+26	3.021481e+25	1.537875e+26	9.549407e+25	2.825898e+25	1.014877e+25	7.953682e+24	2.195093e+24	1.11726e+25	6.937604e+24	0.2455009	2.825898e+26	1.014877e+26	7.953682e+25	2.195093e+25	2.448769e-140	1.030792e+11	1.81102e+26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.640421e+26	0	3.640421e+26	1.64567e+26	0	1.64567e+26	8.810152e+25	0	8.810152e+25	3.29134e+26	0	3.29134e+26	9.807528e+25	0	9.807528e+25	3.141733e+26	0	3.141733e+26	2.556313e+23	1.278126e-09	0.00223575	1.485736e+11	3.90295e+09	2.621131e+10	1.251137e-06	3.346164e-12	1.383211e-18	0.4971516	0.5	0.0616526	1	56.79127	7.062283	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01343281	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00025886	0	1.965956e-15	0	1.965956e-15	0	-370.563	0	-370.563	0	30153.75	77194.93	1450.121	8448.766	0.4035086	1	3.397446	0.4522289	1	2	0	0.006677574	
13412	1411.674	3.45e+19	0	0	100000	1.99974127	1e-05	3.897903e+26	1.398048e+26	1.09575e+26	3.022978e+25	1.542164e+26	9.576907e+25	2.83181e+25	1.015676e+25	7.960578e+24	2.19618e+24	1.120376e+25	6.957582e+24	0.2456938	2.83181e+26	1.015676e+26	7.960578e+25	2.19618e+25	9.567255e-141	1.202591e+11	1.816134e+26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.648037e+26	0	3.648037e+26	1.649113e+26	0	1.649113e+26	8.828583e+25	0	8.828583e+25	3.298225e+26	0	3.298225e+26	9.828045e+25	0	9.828045e+25	3.148306e+26	0	3.148306e+26	2.555546e+23	1.278466e-09	0.002236864	1.481289e+11	3.92562e+09	2.632052e+10	1.253025e-06	3.356271e-12	1.389483e-18	0.4971608	0.5	0.06174679	1	56.91008	7.077058	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01340466	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00025873	0	1.967892e-15	0	1.967892e-15	0	-370.5515	0	-370.5515	0	30153.75	77194.93	1453.774	8448.765	0.4031181	1	3.399125	0.4522288	1	2	0	0.006703928	
13440	1411.674	3.45e+19	0	0	100000	1.9997414	1e-05	3.90604e+26	1.399143e+26	1.096696e+26	3.024469e+25	1.546455e+26	9.604421e+25	2.837722e+25	1.016471e+25	7.967451e+24	2.197264e+24	1.123493e+25	6.977571e+24	0.2458864	2.837722e+26	1.016471e+26	7.967451e+25	2.197264e+25	3.737808e-141	1.37439e+11	1.82125e+26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.655653e+26	0	3.655653e+26	1.652556e+26	0	1.652556e+26	8.847014e+25	0	8.847014e+25	3.305111e+26	0	3.305111e+26	9.848563e+25	0	9.848563e+25	3.154879e+26	0	3.154879e+26	2.554783e+23	1.278805e-09	0.002237975	1.476865e+11	3.948374e+09	2.642996e+10	1.254912e-06	3.366388e-12	1.39577e-18	0.49717	0.5	0.06184093	1	57.02889	7.091832	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01337652	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0002586	0	1.96983e-15	0	1.96983e-15	0	-370.5399	0	-370.5399	0	30153.75	77194.93	1457.429	8448.765	0.4027271	1	3.400805	0.4522287	1	2	0	0.006730528	
13468	1411.674	3.45e+19	0	0	100000	1.99974153	1e-05	3.914178e+26	1.400235e+26	1.097639e+26	3.025955e+25	1.550748e+26	9.631948e+25	2.843634e+25	1.017265e+25	7.974302e+24	2.198343e+24	1.126612e+25	6.997569e+24	0.2460784	2.843634e+26	1.017265e+26	7.974302e+25	2.198343e+25	1.460282e-141	1.546188e+11	1.826369e+26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.663269e+26	0	3.663269e+26	1.655998e+26	0	1.655998e+26	8.865446e+25	0	8.865446e+25	3.311997e+26	0	3.311997e+26	9.869081e+25	0	9.869081e+25	3.161451e+26	0	3.161451e+26	2.554024e+23	1.279142e-09	0.002239081	1.472463e+11	3.971211e+09	2.653962e+10	1.256798e-06	3.376515e-12	1.402073e-18	0.4971792	0.5	0.06193502	1	57.1477	7.106607	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01334839	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00025847	0	1.971772e-15	0	1.971772e-15	0	-370.5283	0	-370.5283	0	30153.75	77194.93	1461.086	8448.764	0.4023364	1	3.402485	0.4522286	1	2	0	0.006757283	
13496	1411.674	3.45e+19	0	0	100000	1.99974166	1e-05	3.922315e+26	1.401323e+26	1.098579e+26	3.027435e+25	1.555044e+26	9.659489e+25	2.849545e+25	1.018055e+25	7.981131e+24	2.199418e+24	1.129733e+25	7.017577e+24	0.2462701	2.849545e+26	1.018055e+26	7.981131e+25	2.199418e+25	5.704879e-142	1.202591e+11	1.831491e+26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.670885e+26	0	3.670885e+26	1.659441e+26	0	1.659441e+26	8.883877e+25	0	8.883877e+25	3.318882e+26	0	3.318882e+26	9.889599e+25	0	9.889599e+25	3.168024e+26	0	3.168024e+26	2.553267e+23	1.279478e-09	0.002240184	1.468082e+11	3.994132e+09	2.664949e+10	1.258684e-06	3.386652e-12	1.408392e-18	0.4971883	0.5	0.06202906	1	57.26651	7.121382	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01332028	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.00025834	0	1.973716e-15	0	1.973716e-15	0	-370.5168	0	-370.5168	0	30153.75	77194.93	1464.746	8448.764	0.4019452	1	3.404167	0.4522285	1	2	0	0.006784286	
