Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	BA2 (gas, at grain boundary) (g/m3)	BA2O (gas, at grain boundary) (g/m3)	BA2O2 (gas, at grain boundary) (g/m3)	BAMOO4 (gas, at grain boundary) (g/m3)	BAO (gas, at grain boundary) (g/m3)	CS (gas, at grain boundary) (g/m3)	CS2 (gas, at grain boundary) (g/m3)	CS2MOO4 (gas, at grain boundary) (g/m3)	CS2O (gas, at grain boundary) (g/m3)	CS2O2 (gas, at grain boundary) (g/m3)	CSO (gas, at grain boundary) (g/m3)	HE (gas, at grain boundary) (g/m3)	MO (gas, at grain boundary) (g/m3)	MO2 (gas, at grain boundary) (g/m3)	MO2O6 (gas, at grain boundary) (g/m3)	MO3O9 (gas, at grain boundary) (g/m3)	MO4O12 (gas, at grain boundary) (g/m3)	MO5O15 (gas, at grain boundary) (g/m3)	MOO (gas, at grain boundary) (g/m3)	MOO2 (gas, at grain boundary) (g/m3)	MOO3 (gas, at grain boundary) (g/m3)	O (gas, at grain boundary) (g/m3)	O2 (gas, at grain boundary) (g/m3)	O3 (gas, at grain boundary) (g/m3)	PD (gas, at grain boundary) (g/m3)	RH (gas, at grain boundary) (g/m3)	RU (gas, at grain boundary) (g/m3)	TC (gas, at grain boundary) (g/m3)	LIQUID (liquid, at grain boundary) (g/m3)	BA2MOO5 (condensed, at grain boundary) (g/m3)	BA3MOO6 (condensed, at grain boundary) (g/m3)	BAMO207 (condensed, at grain boundary) (g/m3)	BAMO3O10 (condensed, at grain boundary) (g/m3)	BAMOO4 (condensed, at grain boundary) (g/m3)	C1_MO2 (condensed, at grain boundary) (g/m3)	CS2MO2O7_S1 (condensed, at grain boundary) (g/m3)	CS2MO2O7_S2 (condensed, at grain boundary) (g/m3)	CS2MO3O10 (condensed, at grain boundary) (g/m3)	CS2MO4O13 (condensed, at grain boundary) (g/m3)	CS2MO5O16 (condensed, at grain boundary) (g/m3)	CS2MO7O22 (condensed, at grain boundary) (g/m3)	CS2MOO4_S1 (condensed, at grain boundary) (g/m3)	CS2MOO4_S2 (condensed, at grain boundary) (g/m3)	CS2O1 (condensed, at grain boundary) (g/m3)	CS2O2 (condensed, at grain boundary) (g/m3)	CS3O (condensed, at grain boundary) (g/m3)	CS4O (condensed, at grain boundary) (g/m3)	CS7O1 (condensed, at grain boundary) (g/m3)	CS7O2 (condensed, at grain boundary) (g/m3)	CSO2 (condensed, at grain boundary) (g/m3)	CSO3 (condensed, at grain boundary) (g/m3)	HALITE (condensed, at grain boundary) (g/m3)	MO2_C11A (condensed, at grain boundary) (g/m3)	MO4O11 (condensed, at grain boundary) (g/m3)	MO8O23 (condensed, at grain boundary) (g/m3)	MO9O26 (condensed, at grain boundary) (g/m3)	MOO2 (condensed, at grain boundary) (g/m3)	MOO3 (condensed, at grain boundary) (g/m3)	PERVSKITE (condensed, at grain boundary) (g/m3)	ZRO2_TETR (condensed, at grain boundary) (g/m3)	A15_CR3SI (condensed, at grain boundary) (g/m3)	BCC_A2 (condensed, at grain boundary) (g/m3)	C14_LAVES (condensed, at grain boundary) (g/m3)	C15_LAVES (condensed, at grain boundary) (g/m3)	DIAMOND_A4 (condensed, at grain boundary) (g/m3)	DIS_SIG (condensed, at grain boundary) (g/m3)	FCC_A1 (condensed, at grain boundary) (g/m3)	HCP_A3 (condensed, at grain boundary) (g/m3)	HCP_DIS (condensed, at grain boundary) (g/m3)	MC_ETA (condensed, at grain boundary) (g/m3)	MO3TE4 (condensed, at grain boundary) (g/m3)	MOPD2 (condensed, at grain boundary) (g/m3)	MOTE2_A (condensed, at grain boundary) (g/m3)	MOTE2_B (condensed, at grain boundary) (g/m3)	ORTHORHOMBIC_A20 (condensed, at grain boundary) (g/m3)	SIGMA (condensed, at grain boundary) (g/m3)	TETRAGONAL_U (condensed, at grain boundary) (g/m3)	O (gas, matrix) (g/m3)	O2 (gas, matrix) (g/m3)	C1_MO2 (condensed, matrix) (g/m3)	PU2O3 (condensed, matrix) (g/m3)	PUO152 (condensed, matrix) (g/m3)	PUO161 (condensed, matrix) (g/m3)	U3O8_S1 (condensed, matrix) (g/m3)	U3O8_S2 (condensed, matrix) (g/m3)	U3O8_S3 (condensed, matrix) (g/m3)	U3O8_S4 (condensed, matrix) (g/m3)	U4O9_S1 (condensed, matrix) (g/m3)	U4O9_S2 (condensed, matrix) (g/m3)	U4O9_S3 (condensed, matrix) (g/m3)	UO3 (condensed, matrix) (g/m3)	
0	1411.674	3.45e+19	0	0	100000	1.975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28	1411.674	3.45e+19	0	0	100000	1.97524691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56	1411.674	3.45e+19	0	0	100000	1.97549382	2.078e-10	0.003142	3.764e-05	0.05709	0.002194	2.068e+04	2.067e+04	0.119	43.62	2.851e-09	4.273e-05	0	0.2464	0.0697	0.06923	0.1058	0.06002	0.05022	0.01924	0.02184	0.02217	1.743	9.202e-18	7.472e-27	1.103e-26	1.067e-26	0.3993	1.015e-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
84	1411.674	3.45e+19	0	0	100000	1.97574073	1.554e-12	5.622e-12	3e-12	9.302e-18	5.161e-13	3.734e-20	2.103e-27	5.98e-20	2.229e-27	2.356e-27	1.178e-27	0	5.625e-18	7.205e-19	3.753e-19	1.82e-19	3.235e-19	5.054e-19	2.878e-19	3.262e-19	3.188e-19	6.764e-13	1.178e-24	3.797e-28	8.419e-28	3.374e-23	7.996e-28	387.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
112	1411.674	3.45e+19	0	0	100000	1.97598764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
140	1411.674	3.45e+19	0	0	100000	1.97623455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
168	1411.674	3.45e+19	0	0	100000	1.97648146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
196	1411.674	3.45e+19	0	0	100000	1.97672837	2.56e-14	4.363e-07	5.739e-09	1.817e-15	3.338e-06	54.32	1.075	3.813e-07	0.0001782	8.655e-15	9.289e-09	0	8.509e-08	4.042e-25	1.177e-28	1.765e-28	2.353e-28	2.942e-28	1.667e-17	1.531e-17	1.586e-19	1.045e-05	1.669e-19	1.962e-29	1.873e-06	2.205e-14	1.434e-15	8.681e-16	0	0	805.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
224	1411.674	3.45e+19	0	0	100000	1.97697528	1.682e-15	2.928e-08	3.934e-10	9.773e-16	9.616e-07	65.77	1.302	8.803e-07	0.0002205	1.094e-14	1.149e-08	0	1.964e-07	1.501e-24	1.425e-28	2.137e-28	2.849e-28	3.562e-28	3.611e-17	3.388e-17	3.584e-19	1.263e-05	2.108e-19	2.375e-29	1.739e-06	1.74e-14	1.44e-15	1.04e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
252	1411.674	3.45e+19	0	0	100000	1.97722219	1.968e-15	3.501e-08	4.806e-10	1.273e-15	1.175e-06	80.34	1.59	1.172e-06	0.0002751	1.394e-14	1.434e-08	0	2.615e-07	1.833e-24	1.74e-28	2.61e-28	3.48e-28	4.351e-28	4.507e-17	4.32e-17	4.669e-19	1.577e-05	2.688e-19	2.901e-29	2.124e-06	2.125e-14	1.759e-15	1.27e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
280	1411.674	3.45e+19	0	0	100000	1.9774691	2.25e-15	4.089e-08	5.737e-10	1.622e-15	1.402e-06	95.92	1.898	1.526e-06	0.0003357	1.739e-14	1.75e-08	0	3.405e-07	2.189e-24	2.078e-28	3.116e-28	4.155e-28	5.194e-28	5.499e-17	5.386e-17	5.949e-19	1.925e-05	3.352e-19	3.464e-29	2.536e-06	2.537e-14	2.1e-15	1.517e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	876.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
308	1411.674	3.45e+19	0	0	100000	1.97771601	2.526e-15	4.693e-08	6.73e-10	2.033e-15	1.645e-06	112.5	2.227	1.954e-06	0.0004025	2.131e-14	2.098e-08	0	4.36e-07	2.567e-24	2.437e-28	3.656e-28	4.874e-28	6.093e-28	6.593e-17	6.601e-17	7.454e-19	2.309e-05	4.109e-19	4.063e-29	2.974e-06	2.976e-14	2.464e-15	1.779e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	964.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
336	1411.674	3.45e+19	0	0	100000	1.97796292	2.793e-15	5.306e-08	7.78e-10	2.512e-15	1.902e-06	130.1	2.574	2.469e-06	0.0004758	2.575e-14	2.48e-08	0	5.509e-07	2.968e-24	2.817e-28	4.226e-28	5.635e-28	7.044e-28	7.793e-17	7.978e-17	9.211e-19	2.731e-05	4.965e-19	4.697e-29	3.438e-06	3.44e-14	2.848e-15	2.057e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
364	1411.674	3.45e+19	0	0	100000	1.97820983	3.049e-15	5.925e-08	8.885e-10	3.068e-15	2.172e-06	148.5	2.94	3.084e-06	0.0005556	3.076e-14	2.896e-08	0	6.882e-07	3.389e-24	3.217e-28	4.826e-28	6.435e-28	8.044e-28	9.102e-17	9.529e-17	1.125e-18	3.193e-05	5.931e-19	5.364e-29	3.927e-06	3.929e-14	3.252e-15	2.349e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
392	1411.674	3.45e+19	0	0	100000	1.97845674	3.293e-15	6.545e-08	1.004e-09	3.711e-15	2.454e-06	167.9	3.322	3.817e-06	0.0006423	3.638e-14	3.348e-08	0	8.517e-07	3.83e-24	3.636e-28	5.454e-28	7.272e-28	9.09e-28	1.052e-16	1.127e-16	1.361e-18	3.694e-05	7.014e-19	6.062e-29	4.437e-06	4.439e-14	3.675e-15	2.654e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
420	1411.674	3.45e+19	0	0	100000	1.97870365	3.522e-15	7.162e-08	1.124e-09	4.452e-15	2.748e-06	187.9	3.72	4.685e-06	0.0007359	4.265e-14	3.836e-08	0	1.045e-06	4.289e-24	4.071e-28	6.107e-28	8.142e-28	1.018e-27	1.206e-16	1.321e-16	1.633e-18	4.236e-05	8.222e-19	6.787e-29	4.968e-06	4.971e-14	4.115e-15	2.972e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
448	1411.674	3.45e+19	0	0	100000	1.97895056	3.734e-15	7.772e-08	1.249e-09	5.301e-15	3.052e-06	208.7	4.131	5.71e-06	0.0008365	4.961e-14	4.36e-08	0	1.274e-06	4.763e-24	4.521e-28	6.782e-28	9.043e-28	1.13e-27	1.37e-16	1.537e-16	1.944e-18	4.82e-05	9.566e-19	7.538e-29	5.518e-06	5.521e-14	4.57e-15	3.301e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
476	1411.674	3.45e+19	0	0	100000	1.97919747	3.927e-15	8.369e-08	1.377e-09	6.271e-15	3.364e-06	230.1	4.555	6.915e-06	0.0009441	5.733e-14	4.921e-08	0	1.543e-06	5.251e-24	4.985e-28	7.477e-28	9.969e-28	1.246e-27	1.547e-16	1.776e-16	2.3e-18	5.446e-05	1.105e-18	8.31e-29	6.083e-06	6.086e-14	5.039e-15	3.639e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
504	1411.674	3.45e+19	0	0	100000	1.97944438	4.101e-15	8.949e-08	1.507e-09	7.375e-15	3.684e-06	252	4.987	8.327e-06	0.001059	6.583e-14	5.518e-08	0	1.858e-06	5.75e-24	5.458e-28	8.187e-28	1.092e-27	1.365e-27	1.734e-16	2.039e-16	2.704e-18	6.115e-05	1.269e-18	9.1e-29	6.661e-06	6.665e-14	5.518e-15	3.984e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
532	1411.674	3.45e+19	0	0	100000	1.97969129	4.253e-15	9.507e-08	1.64e-09	8.626e-15	4.009e-06	274.2	5.428	9.978e-06	0.00118	7.517e-14	6.151e-08	0	2.226e-06	6.257e-24	5.94e-28	8.91e-28	1.188e-27	1.485e-27	1.933e-16	2.329e-16	3.163e-18	6.826e-05	1.449e-18	9.903e-29	7.249e-06	7.253e-14	6.004e-15	4.336e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
560	1411.674	3.45e+19	0	0	100000	1.9799382	4.383e-15	1.004e-07	1.775e-09	1.004e-14	4.338e-06	296.7	5.872	1.19e-05	0.001308	8.54e-14	6.82e-08	0	2.655e-06	6.77e-24	6.427e-28	9.64e-28	1.285e-27	1.607e-27	2.143e-16	2.645e-16	3.682e-18	7.579e-05	1.646e-18	1.071e-28	7.843e-06	7.847e-14	6.497e-15	4.691e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
588	1411.674	3.45e+19	0	0	100000	1.98018511	4.49e-15	1.054e-07	1.91e-09	1.164e-14	4.669e-06	319.3	6.32	1.413e-05	0.001443	9.655e-14	7.522e-08	0	3.154e-06	7.286e-24	6.917e-28	1.037e-27	1.383e-27	1.729e-27	2.364e-16	2.991e-16	4.267e-18	8.374e-05	1.861e-18	1.153e-28	8.441e-06	8.445e-14	6.992e-15	5.049e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
616	1411.674	3.45e+19	0	0	100000	1.98043202	4.574e-15	1.101e-07	2.045e-09	1.343e-14	5e-06	342	6.768	1.673e-05	0.001585	1.087e-13	8.259e-08	0	3.732e-06	7.803e-24	7.407e-28	1.111e-27	1.481e-27	1.852e-27	2.596e-16	3.367e-16	4.925e-18	9.211e-05	2.096e-18	1.235e-28	9.04e-06	9.044e-14	7.487e-15	5.407e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
644	1411.674	3.45e+19	0	0	100000	1.98067893	4.636e-15	1.145e-07	2.181e-09	1.544e-14	5.33e-06	364.6	7.215	1.973e-05	0.001733	1.219e-13	9.031e-08	0	4.402e-06	8.319e-24	7.897e-28	1.184e-27	1.579e-27	1.974e-27	2.838e-16	3.776e-16	5.664e-18	0.0001009	2.35e-18	1.317e-28	9.637e-06	9.642e-14	7.982e-15	5.764e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
672	1411.674	3.45e+19	0	0	100000	1.98092584	4.677e-15	1.185e-07	2.315e-09	1.771e-14	5.659e-06	387.1	7.661	2.32e-05	0.001887	1.362e-13	9.837e-08	0	5.177e-06	8.832e-24	8.384e-28	1.258e-27	1.677e-27	2.096e-27	3.092e-16	4.219e-16	6.493e-18	0.0001102	2.626e-18	1.398e-28	1.023e-05	1.024e-13	8.475e-15	6.12e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.012e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
700	1411.674	3.45e+19	0	0	100000	1.98117275	4.698e-15	1.221e-07	2.449e-09	2.025e-14	5.987e-06	409.5	8.105	2.723e-05	0.002049	1.518e-13	1.068e-07	0	6.076e-06	9.344e-24	8.87e-28	1.33e-27	1.774e-27	2.217e-27	3.357e-16	4.701e-16	7.425e-18	0.0001199	2.926e-18	1.479e-28	1.082e-05	1.083e-13	8.966e-15	6.475e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.054e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
728	1411.674	3.45e+19	0	0	100000	1.98141966	4.7e-15	1.254e-07	2.583e-09	2.31e-14	6.313e-06	431.8	8.546	3.189e-05	0.002218	1.687e-13	1.156e-07	0	7.116e-06	9.853e-24	9.353e-28	1.403e-27	1.871e-27	2.338e-27	3.634e-16	5.224e-16	8.471e-18	0.0001301	3.252e-18	1.559e-28	1.141e-05	1.142e-13	9.454e-15	6.828e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.097e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
756	1411.674	3.45e+19	0	0	100000	1.98166657	4.686e-15	1.284e-07	2.716e-09	2.631e-14	6.638e-06	454	8.986	3.73e-05	0.002395	1.87e-13	1.248e-07	0	8.323e-06	1.036e-23	9.835e-28	1.475e-27	1.967e-27	2.459e-27	3.924e-16	5.794e-16	9.648e-18	0.0001409	3.606e-18	1.64e-28	1.2e-05	1.201e-13	9.941e-15	7.179e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.139e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
784	1411.674	3.45e+19	0	0	100000	1.98191348	4.657e-15	1.311e-07	2.849e-09	2.992e-14	6.963e-06	476.2	9.425	4.358e-05	0.002581	2.07e-13	1.345e-07	0	9.724e-06	1.087e-23	1.032e-27	1.547e-27	2.063e-27	2.579e-27	4.228e-16	6.414e-16	1.097e-17	0.0001523	3.992e-18	1.72e-28	1.259e-05	1.26e-13	1.043e-14	7.53e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.181e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
812	1411.674	3.45e+19	0	0	100000	1.98216039	4.615e-15	1.335e-07	2.981e-09	3.399e-14	7.287e-06	498.4	9.865	5.088e-05	0.002776	2.289e-13	1.447e-07	0	1.135e-05	1.137e-23	1.08e-27	1.619e-27	2.159e-27	2.699e-27	4.548e-16	7.09e-16	1.246e-17	0.0001644	4.413e-18	1.8e-28	1.318e-05	1.318e-13	1.091e-14	7.881e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.223e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
840	1411.674	3.45e+19	0	0	100000	1.9824073	4.561e-15	1.357e-07	3.114e-09	3.858e-14	7.612e-06	520.7	10.3	5.938e-05	0.002982	2.527e-13	1.554e-07	0	1.325e-05	1.188e-23	1.128e-27	1.692e-27	2.256e-27	2.819e-27	4.884e-16	7.828e-16	1.415e-17	0.0001773	4.872e-18	1.88e-28	1.376e-05	1.377e-13	1.14e-14	8.233e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.265e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
868	1411.674	3.45e+19	0	0	100000	1.98265421	4.496e-15	1.376e-07	3.248e-09	4.378e-14	7.939e-06	543	10.75	6.93e-05	0.003198	2.788e-13	1.667e-07	0	1.546e-05	1.239e-23	1.176e-27	1.764e-27	2.352e-27	2.94e-27	5.239e-16	8.636e-16	1.605e-17	0.0001909	5.375e-18	1.961e-28	1.435e-05	1.436e-13	1.189e-14	8.586e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.308e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
896	1411.674	3.45e+19	0	0	100000	1.98290112	4.423e-15	1.392e-07	3.382e-09	4.966e-14	8.267e-06	565.5	11.19	8.088e-05	0.003427	3.073e-13	1.786e-07	0	1.805e-05	1.29e-23	1.225e-27	1.837e-27	2.45e-27	3.062e-27	5.613e-16	9.521e-16	1.821e-17	0.0002056	5.926e-18	2.042e-28	1.495e-05	1.496e-13	1.238e-14	8.941e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
924	1411.674	3.45e+19	0	0	100000	1.98314803	4.342e-15	1.407e-07	3.518e-09	5.633e-14	8.598e-06	588.1	11.64	9.443e-05	0.003668	3.387e-13	1.912e-07	0	2.107e-05	1.342e-23	1.274e-27	1.911e-27	2.548e-27	3.185e-27	6.009e-16	1.049e-15	2.066e-17	0.0002212	6.53e-18	2.124e-28	1.555e-05	1.555e-13	1.288e-14	9.299e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.392e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
952	1411.674	3.45e+19	0	0	100000	1.98339494	4.253e-15	1.419e-07	3.654e-09	6.39e-14	8.932e-06	610.9	12.09	0.0001103	0.003924	3.731e-13	2.045e-07	0	2.461e-05	1.394e-23	1.323e-27	1.985e-27	2.647e-27	3.308e-27	6.428e-16	1.156e-15	2.343e-17	0.000238	7.193e-18	2.206e-28	1.615e-05	1.616e-13	1.338e-14	9.66e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.434e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
980	1411.674	3.45e+19	0	0	100000	1.98364185	4.159e-15	1.43e-07	3.792e-09	7.25e-14	9.269e-06	634	12.55	0.0001289	0.004196	4.109e-13	2.187e-07	0	2.877e-05	1.447e-23	1.373e-27	2.06e-27	2.747e-27	3.433e-27	6.873e-16	1.273e-15	2.659e-17	0.000256	7.922e-18	2.29e-28	1.676e-05	1.677e-13	1.388e-14	1.002e-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.476e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
