label,score_total,score_swd,score_Nd,score_Nd_drop,score_Rd,score_pressure,score_fdot_prior,score_rizk_gas_shape,score_highT_guard,f_n,K_d,rho_d,fission_rate,Dv_scale,Dg_scale,b_scale,gb_scale,gd_scale,coalescence_d_scale,capture_scale,swD_1p3_1600K,swB_1p3_1600K,Rd_1p3_1600K,Nd_1p3_1600K,Nd_1p3_1400K,Nd_1p3_1725K,Nd_drop_1725_over_1400_log10,swD_3p2_1600K,swB_3p2_1600K,max_f_cap_step_3p2_1600K,capture_fraction_sum_3p2_1600K,capture_raw_sum_3p2_1600K,dt_h,n_modes,use_full_exp,D1_Xe,D2_Xe,D2_Xe_over_Dg_unscaled,D2_Xe_scaled,D2_xe_scale,D3_Xe,Dg,Dv,family,score_bulk_shape,score_rizk_prior,score_swig_diag,trial_number,state
M7_no_phi_v2_trial_00043,1.3539279081956492,0.6522052411415207,0.3188047536476311,0.0,0.13282614301439988,0.5214030306127485,0.006698974601079862,0.12688086042808894,0.4668447982599112,2.463747491220176e-07,621768.6596757938,42753417626009.17,4.9234669815126295e+19,0.05,1.6930583524844929,0.3816486237620088,0.8824488615267074,4.028428190169524,9.27041834508666,3.531547568847956,2.720716056547971,0.1754096528432524,88.39389659783564,9.4043281204804e+18,1.9277798072785715e+19,2.7646077884626964e+18,-0.8434238997162532,4.23294162199451,2.149776630086323,0.0009457858760127856,0.3272668327391757,0.3272668327391757,12.0,22,0,4.2934800659537927e-19,3.03136197882119e-105,4.225318840443123e-87,2.198991750623926e-105,0.7254137796763721,9.108413915798365e-20,8.811219912691582e-19,1.0245893857460954e-21,M7_no_phi,0.17599815194091584,0.21994684532261835,1.0769089653101966,43,TrialState.COMPLETE
M7_no_phi_v2_trial_00071,1.3786704919507817,0.6694769073185043,0.2543571305026231,0.0,0.12520425407673041,0.5489734610702819,0.06217961579456595,0.09505152049456164,0.6622757005846055,2.9832679807321216e-07,690693.4376842775,38060654139533.75,4.333016956187298e+19,0.05,1.1915618482240609,0.16960400764473868,0.7071004961614015,2.8429009728570294,10.594584885957635,3.8753544249407077,2.7395969869532766,0.232924706663742,93.64608925289195,7.963961171341148e+18,1.849116562815399e+19,1.957716805727818e+18,-0.9752144196797767,4.214165519461949,2.5291846340942516,0.000983666591723179,0.37866581095131374,0.37866581095131374,12.0,22,0,4.2934800659537927e-19,2.8437897106583743e-105,7.297093877935555e-87,3.717933693254704e-105,1.3073869981736288,8.016081368946502e-20,6.071112715850699e-19,1.0232231358428438e-21,M7_no_phi,0.20639973173747211,0.2645187624775822,1.1868059014652528,71,TrialState.COMPLETE
M7_no_phi_v2_trial_00072,1.3822519355117189,0.6349518128770733,0.30707417402776155,0.0,0.12633983967773466,0.5802374623030906,0.038385248514433305,0.15017276032546661,0.5162597253408984,2.0241322683065252e-07,701529.4329133424,40156402087253.92,4.577040505450147e+19,0.05,1.2483453848599846,0.17028776313980867,0.7036662154579414,2.9768049157878287,9.422184465849073,3.1673261242823494,2.8423254127001387,0.12976133414134802,89.95170377852021,9.323028406542463e+18,1.9787877797386203e+19,2.6432927126863365e+18,-0.8742539610043143,4.565073280224109,2.1867082143593493,0.0008484009639705752,0.3399992895517623,0.3399992895517623,12.0,22,0,4.2934800659537927e-19,2.922770142495129e-105,6.1816207184838395e-87,3.1774968087395945e-105,1.0871524799507528,8.467524935082773e-20,6.4167855927115e-19,1.0237984181508985e-21,M7_no_phi,0.15440033853049673,0.26562300209831485,1.1890236805068666,72,TrialState.COMPLETE
M7_no_phi_v2_trial_00101,1.3825325756375588,0.632603747814548,0.2945942194440572,0.0,0.1191392263374913,0.5992220876107297,0.051109106916437656,0.15472270640425922,0.5478861100675765,2.775117971525338e-07,593860.0891572789,45120177804170.49,4.444888768672523e+19,0.05,1.2674387487358694,0.18966854870891545,0.5014888050207773,2.5850327163287212,9.57356350623707,2.278357650181556,2.839135762483563,0.1091781356028363,91.96014838994392,8.715625497768584e+18,1.869246143457972e+19,2.437859598973222e+18,-0.8846578031559715,4.548490584194815,1.8381146949323266,0.0005639773147507048,0.2359821262246869,0.2359821262246869,12.0,22,0,4.2934800659537927e-19,2.880266896254131e-105,8.304199787020765e-87,4.248249645700754e-105,1.4749499955110839,8.223044222044168e-20,6.48394349047361e-19,1.0234888305096473e-21,M7_no_phi,0.1456177658717066,0.2557946323749968,1.088398300242288,101,TrialState.COMPLETE
M7_no_phi_v2_trial_00073,1.3897078897099902,0.6216519847525236,0.30948224210758934,0.0,0.1073964005643511,0.6331343139384766,0.03518602347676572,0.16709702767984808,0.5004558858291441,2.0984601754293763e-07,583025.1670282788,40048656774326.945,4.61088171124695e+19,0.05,1.199474980285194,0.16777998651913592,0.5701255005392438,2.948563679152503,9.090540371174727,3.140588915560624,2.802573238747362,0.09777528811927608,93.61924209141704,8.154043024529261e+18,1.6511619589685582e+19,2.4550815871808445e+18,-0.8277237452181756,4.572265011874042,1.8790995534612494,0.0007829610594887017,0.3233362296425909,0.3233362296425909,12.0,22,0,4.2934800659537927e-19,2.9335552678427068e-105,7.313003383422615e-87,3.763632205663606e-105,1.2829593656953073,8.530131165806859e-20,6.173089808658429e-19,1.0238769754803319e-21,M7_no_phi,0.13391930623686046,0.26838657312041564,1.1064810824888975,73,TrialState.COMPLETE
M7_no_phi_v2_trial_00061,1.3950272704652367,0.6238076071358287,0.3019252477513543,0.0,0.0971062694531635,0.647204597290593,0.05498238430621036,0.16516531628784115,0.5431305260262379,2.0817826889319184e-07,517100.2197386885,41181472104388.06,4.40542305257325e+19,0.05,1.2095536519756234,0.1980751785347489,0.7140642621107895,3.4132816683304914,9.197703165817673,2.7807584510600094,2.799955452754134,0.10209658378958356,96.88102947062217,7.350997539538251e+18,1.503865557265206e+19,2.1818395129991337e+18,-0.8383862103470501,4.529795275949947,1.9719842699926333,0.0006671059189094071,0.2856037084915323,0.2856037084915323,12.0,22,0,4.2934800659537927e-19,2.867451587700069e-105,7.312435387893896e-87,3.735545428572937e-105,1.3027405395775662,8.150032647260514e-20,6.178984668680402e-19,1.0233954856125383e-21,M7_no_phi,0.13793974268766201,0.25537740824355754,1.1217091254702078,61,TrialState.COMPLETE
M7_no_phi_v2_trial_00119,1.397811009936603,0.5987210014120314,0.2148690071819671,0.0,0.10962189252731815,0.7489405172136463,0.0102261166701939,0.1753745666479027,0.9555862208330679,1.857030056723028e-07,624427.221236218,46970375375898.09,4.883642760097692e+19,0.05,1.6932518455170895,0.3462845698000739,0.5246466153548623,3.0358263849116534,14.801366911489124,4.080028949438344,2.658445009658813,0.08500699923953989,102.98319079755801,5.810855030567508e+18,1.6749122995802692e+19,1.1234179480576426e+18,-1.1734507137747618,4.14512161587692,1.5818462479144528,0.0011794669171874507,0.4340682387466461,0.4340682387466461,12.0,22,0,4.2934800659537927e-19,3.019077267429589e-105,6.2353179984963e-87,3.2404660667475476e-105,1.073329954720386,9.03473910618073e-20,8.79975191189769e-19,1.0244999056437613e-21,M7_no_phi,0.1230677056474938,0.2255046528165666,0.9278688259907878,119,TrialState.COMPLETE
M7_no_phi_v2_trial_00084,1.397983059434572,0.6388898785661697,0.24062403247629413,0.0,0.10975577278252424,0.650994418117205,0.04068664030223198,0.12997620271737212,0.7562984540507586,2.989024771240467e-07,605856.1159968384,40382143884799.52,4.552850229878037e+19,0.05,1.069993371175681,0.15081656364898155,0.3170168181019896,1.9866440243158192,11.852437760090972,4.403637553294182,2.678711221368179,0.14312493085317984,98.82548247211493,6.625680013803391e+18,1.621663049563622e+19,1.5374798674689958e+18,-1.0231511835809897,4.189043845702596,1.8336466960950835,0.0010865593931249063,0.42163100383125396,0.42163100383125396,12.0,22,0,4.2934800659537927e-19,2.9150362934074823e-105,6.577539054604174e-87,3.378064460038106e-105,1.1588413041984376,8.422772925274369e-20,5.495226329541642e-19,1.0237420858866929e-21,M7_no_phi,0.16532546549376773,0.28448769663638446,0.9952419783974418,84,TrialState.COMPLETE
M7_no_phi_v2_trial_00095,1.399985701717275,0.7635863279279531,0.2926381162812163,0.0,0.1668135620820868,0.37272516350252943,0.0625970015726208,0.018908858592919086,0.578333801384424,2.441916335628612e-07,613831.6427672183,47967366939705.65,4.328854640192001e+19,0.05,1.2675097317535917,0.19792039476641626,0.592191967339082,1.5012580775450237,10.030966970881405,1.4811952720794241,2.560598900478244,0.46008085304805063,84.18285619069347,1.0246651735770366e+19,2.2344400436151902e+19,2.5119965243508823e+18,-0.9491496716289619,3.726756899735114,2.881009724737333,0.0003699970518970167,0.12475219167519007,0.12475219167519007,12.0,22,0,4.2934800659537927e-19,2.8424235037527437e-105,6.83933707872542e-87,3.484175918092562e-105,1.2257764944219385,8.008381084355202e-20,6.457097862687645e-19,1.0232131845847452e-21,M7_no_phi,0.23652176917575934,0.23603305602815583,1.1494285384712966,95,TrialState.COMPLETE
M7_no_phi_v2_trial_00041,1.4010711229512856,0.7398908880834111,0.30622112535059404,0.0,0.14919164803687401,0.43826212760781635,0.033226496839636965,0.053414090201529235,0.47915248040363506,2.568274177911801e-07,691371.2152397727,36843542916794.74,5.39754785089899e+19,0.05,1.1355445043287618,0.22575645754209953,0.7315418975704603,2.807559945165937,9.834743298314727,4.694278289112678,2.482496257898125,0.37413202833776127,85.77367779352956,9.391563448457808e+18,1.9174111571265343e+19,2.584319750966316e+18,-0.8703690033953104,3.7077959282878936,2.72188270549022,0.0013267429740234239,0.3670223869764175,0.3670223869764175,12.0,22,0,4.2934800659537927e-19,3.1739533173702496e-105,4.205149108964281e-87,2.2253760177824482e-105,0.7011369718651891,9.985463524163132e-20,6.009331516142794e-19,1.0256280009124274e-21,M7_no_phi,0.22359972835903916,0.23786150863449768,1.0948617914795975,41,TrialState.COMPLETE
