number,value,params_Dg_dislocation_scale,params_Dv_dislocation_scale,params_K_d,params_f_n,user_attrs_Dg_dislocation_scale,user_attrs_Dv_dislocation_scale,user_attrs_K_d,user_attrs_f_n,user_attrs_score_Rd,user_attrs_score_gas_partition,user_attrs_score_guard,user_attrs_score_pressure_eq,user_attrs_score_swelling_d,user_attrs_score_total,state
77,2.844115164079696,3.5940442445382224,2.035002046916023,3355322.5058318395,9.903320288929265e-07,3.5940442445382224,2.035002046916023,3355322.5058318395,9.903320288929265e-07,1.9231019409013186,0.5502932912045091,0.0,1.6200893682845382e-05,0.42963920441517556,2.844115164079696,COMPLETE
78,3.862040830087818,2.8755951296996867,1.0076230692309984,2865003.3451724555,2.1547869004936407e-06,2.8755951296996867,1.0076230692309984,2865003.3451724555,2.1547869004936407e-06,2.230216636281505,0.9704040848868545,0.0,5.183159782680038e-06,0.612893470891992,3.862040830087818,COMPLETE
79,3.7139958108575835,3.3862008819404394,17.14493325162116,2248524.8360373676,5.3281315947320846e-06,3.3862008819404394,17.14493325162116,2248524.8360373676,5.3281315947320846e-06,1.9919249403121124,1.0185390755706651,0.0,1.214624420260211e-07,0.6058771497857321,3.7139958108575835,COMPLETE
80,3.6398997142205234,13.210534734942911,1.7257700204190527,2942868.087797452,1.5889081925681285e-06,13.210534734942911,1.7257700204190527,2942868.087797452,1.5889081925681285e-06,0.7519046506879488,0.7789624561346066,1.6641010878275537,1.056169122891946,0.17177571590894505,3.6398997142205234,COMPLETE
81,4.453030612544986,11.031200839857517,1.2952852925577678,2801432.306739831,2.6631597734847294e-07,11.031200839857517,1.2952852925577678,2801432.306739831,2.6631597734847294e-07,0.6127206450422662,1.4481892645641041,1.311807135402764,1.049649049227068,0.4132616975337091,4.453030612544986,COMPLETE
82,2.373729187113777,6.01268516772559,1.991882610763625,1660110.1807517502,1.7288145998468417e-06,6.01268516772559,1.991882610763625,1660110.1807517502,1.7288145998468417e-06,0.7915084644383791,0.21483988618473873,1.1693921236876452,0.7812588872124426,0.1165875658078914,2.373729187113777,COMPLETE
83,2.3337036239559303,6.805186019497967,1.4447463910227185,3921303.9792109663,3.9259823797308614e-06,6.805186019497967,1.4447463910227185,3921303.9792109663,3.9259823797308614e-06,1.8514252690691204,0.29590858878312215,0.0,0.00032358118285219007,0.3261463425582434,2.3337036239559303,COMPLETE
84,8.129038830362736,17.333434177843788,5.169344986057596,1326751.741210631,1.7478919889067305e-06,17.333434177843788,5.169344986057596,1326751.741210631,1.7478919889067305e-06,0.14063254534300204,1.7553321793696406,3.0046211489894437,2.224250833723768,1.962268277351444,8.129038830362736,COMPLETE
85,1.6741633901162816,3.8346092728688523,19.150790283496782,1979113.692553368,6.346093584531466e-07,3.8346092728688523,19.150790283496782,1979113.692553368,6.346093584531466e-07,1.0931140123356462,0.3913469695626881,0.0,3.572740122668845e-06,0.20544586056034397,1.6741633901162816,COMPLETE
86,2.3219110430318044,3.348646869044757,1.4795827194517746,2690678.371996895,4.84096766685568e-07,3.348646869044757,1.4795827194517746,2690678.371996895,4.84096766685568e-07,1.5123962666761086,0.5094228599302052,0.0,0.001058724333625622,0.3246351784327183,2.3219110430318044,COMPLETE
87,2.9452837293679894,2.4433344299897923,13.068235863563299,615384.3908926483,3.971619220636046e-06,2.4433344299897923,13.068235863563299,615384.3908926483,3.971619220636046e-06,0.8101765234702257,1.2772418476100889,0.0,6.874014888098629e-07,0.5184511017165786,2.9452837293679894,COMPLETE
88,1.605624232286212,4.804046008163821,14.53422529883801,2899339.113378723,5.1725961344643e-07,4.804046008163821,14.53422529883801,2899339.113378723,5.1725961344643e-07,1.2508205986007344,0.2931589825700293,0.0,0.00013499653836657074,0.14019025976589095,1.605624232286212,COMPLETE
89,3.218033963820902,2.293473078636013,18.961596054124247,2744867.3563589836,3.4034147413722737e-07,2.293473078636013,18.961596054124247,2744867.3563589836,3.4034147413722737e-07,1.8131536063995723,0.8833921838197311,0.0,4.5121928272464143e-07,0.4595158443488284,3.218033963820902,COMPLETE
90,4.771746147186654,8.053261519282342,14.092054130619152,2989665.0060034436,4.800239722182463e-07,8.053261519282342,14.092054130619152,2989665.0060034436,4.800239722182463e-07,0.8492467915146478,0.503450199517438,3.2287637314199076,1.7596178027194893,0.12037349924780252,4.771746147186654,COMPLETE
91,2.1084897245581518,3.9936597492864245,6.3998617255186305,3562006.5071620783,3.4961516047272914e-07,3.9936597492864245,6.3998617255186305,3562006.5071620783,3.4961516047272914e-07,1.5729492806597527,0.396017926316356,0.0,1.645064810086254e-05,0.223171472869586,2.1084897245581518,COMPLETE
