Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	BA2 (gas, at grain boundary) (g/m3)	BA2O (gas, at grain boundary) (g/m3)	BA2O2 (gas, at grain boundary) (g/m3)	BAMOO4 (gas, at grain boundary) (g/m3)	BAO (gas, at grain boundary) (g/m3)	CS (gas, at grain boundary) (g/m3)	CS2 (gas, at grain boundary) (g/m3)	CS2MOO4 (gas, at grain boundary) (g/m3)	CS2O (gas, at grain boundary) (g/m3)	CS2O2 (gas, at grain boundary) (g/m3)	CSO (gas, at grain boundary) (g/m3)	HE (gas, at grain boundary) (g/m3)	MO (gas, at grain boundary) (g/m3)	MO2 (gas, at grain boundary) (g/m3)	MO2O6 (gas, at grain boundary) (g/m3)	MO3O9 (gas, at grain boundary) (g/m3)	MO4O12 (gas, at grain boundary) (g/m3)	MO5O15 (gas, at grain boundary) (g/m3)	MOO (gas, at grain boundary) (g/m3)	MOO2 (gas, at grain boundary) (g/m3)	MOO3 (gas, at grain boundary) (g/m3)	O (gas, at grain boundary) (g/m3)	O2 (gas, at grain boundary) (g/m3)	O3 (gas, at grain boundary) (g/m3)	PD (gas, at grain boundary) (g/m3)	RH (gas, at grain boundary) (g/m3)	RU (gas, at grain boundary) (g/m3)	TC (gas, at grain boundary) (g/m3)	LIQUID (liquid, at grain boundary) (g/m3)	BA2MOO5 (condensed, at grain boundary) (g/m3)	BA3MOO6 (condensed, at grain boundary) (g/m3)	BAMO2O7 (condensed, at grain boundary) (g/m3)	BAMO3O10 (condensed, at grain boundary) (g/m3)	BAMOO4 (condensed, at grain boundary) (g/m3)	HCP_ORD (condensed, at grain boundary) (g/m3)	CS2MO2O7_S1 (condensed, at grain boundary) (g/m3)	CS2MO2O7_S2 (condensed, at grain boundary) (g/m3)	CS2MO3O10 (condensed, at grain boundary) (g/m3)	CS2MO4O13 (condensed, at grain boundary) (g/m3)	CS2MO5O16 (condensed, at grain boundary) (g/m3)	CS2MO7O22 (condensed, at grain boundary) (g/m3)	CS2MOO4_S1 (condensed, at grain boundary) (g/m3)	CS2MOO4_S2 (condensed, at grain boundary) (g/m3)	CS2O1 (condensed, at grain boundary) (g/m3)	CS2O2 (condensed, at grain boundary) (g/m3)	CS3O (condensed, at grain boundary) (g/m3)	CS4O (condensed, at grain boundary) (g/m3)	CS7O1 (condensed, at grain boundary) (g/m3)	CS7O2 (condensed, at grain boundary) (g/m3)	CSO2 (condensed, at grain boundary) (g/m3)	CSO3 (condensed, at grain boundary) (g/m3)	HALITE (condensed, at grain boundary) (g/m3)	MO2_C11A (condensed, at grain boundary) (g/m3)	MO4O11 (condensed, at grain boundary) (g/m3)	MO8O23 (condensed, at grain boundary) (g/m3)	MO9O26 (condensed, at grain boundary) (g/m3)	MOO2 (condensed, at grain boundary) (g/m3)	MOO3 (condensed, at grain boundary) (g/m3)	PEROVSKITE (condensed, at grain boundary) (g/m3)	ZRO2_TETR (condensed, at grain boundary) (g/m3)	A15_CR3SI (condensed, at grain boundary) (g/m3)	BCC_A2 (condensed, at grain boundary) (g/m3)	C14_LAVES (condensed, at grain boundary) (g/m3)	C15_LAVES (condensed, at grain boundary) (g/m3)	DIAMOND_A4 (condensed, at grain boundary) (g/m3)	DIS_SIG (condensed, at grain boundary) (g/m3)	FCC_A1 (condensed, at grain boundary) (g/m3)	HCP_A3 (condensed, at grain boundary) (g/m3)	HCP_DIS (condensed, at grain boundary) (g/m3)	MC_ETA (condensed, at grain boundary) (g/m3)	MO3TE4 (condensed, at grain boundary) (g/m3)	MOPD2 (condensed, at grain boundary) (g/m3)	MOTE2_A (condensed, at grain boundary) (g/m3)	MOTE2_B (condensed, at grain boundary) (g/m3)	ORTHORHOMBIC_A20 (condensed, at grain boundary) (g/m3)	SIGMA (condensed, at grain boundary) (g/m3)	TETRAGONAL_U (condensed, at grain boundary) (g/m3)	O (gas, matrix) (g/m3)	O2 (gas, matrix) (g/m3)	C1_MO2 (condensed, matrix) (g/m3)	PU2O3 (condensed, matrix) (g/m3)	PUO152 (condensed, matrix) (g/m3)	M2O3_C (condensed, matrix) (g/m3)	U3O8_S1 (condensed, matrix) (g/m3)	U3O8_S2 (condensed, matrix) (g/m3)	U3O8_S3 (condensed, matrix) (g/m3)	U3O8_S4 (condensed, matrix) (g/m3)	U4O9_S1 (condensed, matrix) (g/m3)	U4O9_S2 (condensed, matrix) (g/m3)	U4O9_S3 (condensed, matrix) (g/m3)	UO3 (condensed, matrix) (g/m3)	
0	2000	3.45e+19	0	0	100000	1.975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28	2000	3.45e+19	0	0	100000	1.9746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56	2000	3.45e+19	0	0	100000	1.9742	3.512e-10	8.101e-05	3.549e-05	1.576e-08	0.002561	7.611	0.04131	4.665e-05	0.0003328	3.345e-11	1.3e-05	0	1.049e-05	3.708e-16	3.957e-19	1.968e-27	3.301e-29	4.126e-29	4.1e-10	7.501e-10	3.482e-11	0.0003018	1.213e-11	2.787e-24	0.002245	6.078e-09	2.023e-09	8.244e-10	208.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	816.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
84	2000	3.45e+19	0	0	100000	1.9738	5.363e-10	0.000121	5.184e-05	2.133e-08	0.003694	10.84	0.05884	6.097e-05	0.0004636	4.557e-11	1.81e-05	0	1.371e-05	5.316e-16	4.963e-19	2.316e-27	4.702e-29	5.877e-29	5.73e-10	1.025e-09	4.654e-11	0.0004337	1.653e-11	3.712e-24	0.003192	8.636e-09	2.878e-09	1.174e-09	311.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
112	2000	3.45e+19	0	0	100000	1.9734	6.357e-10	0.0001403	5.88e-05	2.243e-08	0.004138	12	0.06511	6.195e-05	0.0005017	4.825e-11	1.959e-05	0	1.393e-05	5.92e-16	4.84e-19	2.121e-27	5.203e-29	6.503e-29	6.222e-10	1.089e-09	4.835e-11	0.0004841	1.749e-11	3.844e-24	0.003527	9.532e-09	3.181e-09	1.299e-09	414.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
140	2000	3.45e+19	0	0	100000	1.973	8.015e-10	0.000173	7.095e-05	2.512e-08	0.004934	14.13	0.07669	6.707e-05	0.0005782	5.44e-11	2.258e-05	0	1.508e-05	7.018e-16	5.031e-19	2.071e-27	6.129e-29	7.661e-29	7.193e-10	1.231e-09	5.35e-11	0.0005754	1.972e-11	4.24e-24	0.004149	1.12e-08	3.743e-09	1.53e-09	517.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
168	2000	3.45e+19	0	0	100000	1.9726	9.648e-10	0.0002038	8.178e-05	2.689e-08	0.00562	15.91	0.08633	6.942e-05	0.0006368	5.863e-11	2.487e-05	0	1.561e-05	7.949e-16	5.002e-19	1.935e-27	6.899e-29	8.623e-29	7.947e-10	1.331e-09	5.66e-11	0.0006535	2.126e-11	4.472e-24	0.004664	1.258e-08	4.209e-09	1.722e-09	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
196	2000	3.45e+19	0	0	100000	1.9722	1.148e-09	0.0002373	9.319e-05	2.848e-08	0.006331	17.71	0.09612	7.113e-05	0.0006939	6.252e-11	2.71e-05	0	1.599e-05	8.905e-16	4.924e-19	1.791e-27	7.681e-29	9.602e-29	8.687e-10	1.424e-09	5.926e-11	0.0007341	2.267e-11	4.668e-24	0.005186	1.397e-08	4.681e-09	1.917e-09	721.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
224	2000	3.45e+19	0	0	100000	1.9718	1.355e-09	0.0002742	0.0001054	2.996e-08	0.007078	19.58	0.1063	7.241e-05	0.0007509	6.622e-11	2.933e-05	0	1.628e-05	9.904e-16	4.818e-19	1.649e-27	8.492e-29	1.061e-28	9.428e-10	1.513e-09	6.163e-11	0.0008188	2.402e-11	4.84e-24	0.005726	1.541e-08	5.169e-09	2.119e-09	823.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
252	2000	3.45e+19	0	0	100000	1.9714	1.592e-09	0.0003154	0.0001187	3.14e-08	0.007882	21.56	0.117	7.349e-05	0.0008097	6.991e-11	3.162e-05	0	1.652e-05	1.097e-15	4.7e-19	1.514e-27	9.352e-29	1.169e-28	1.02e-09	1.602e-09	6.388e-11	0.0009098	2.535e-11	5.002e-24	0.006297	1.693e-08	5.687e-09	2.334e-09	924.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
