Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	BA2 (gas, at grain boundary) (g/m3)	BA2O (gas, at grain boundary) (g/m3)	BA2O2 (gas, at grain boundary) (g/m3)	BAMOO4 (gas, at grain boundary) (g/m3)	BAO (gas, at grain boundary) (g/m3)	CS (gas, at grain boundary) (g/m3)	CS2 (gas, at grain boundary) (g/m3)	CS2MOO4 (gas, at grain boundary) (g/m3)	CS2O (gas, at grain boundary) (g/m3)	CS2O2 (gas, at grain boundary) (g/m3)	CSO (gas, at grain boundary) (g/m3)	HE (gas, at grain boundary) (g/m3)	MO (gas, at grain boundary) (g/m3)	MO2 (gas, at grain boundary) (g/m3)	MO2O6 (gas, at grain boundary) (g/m3)	MO3O9 (gas, at grain boundary) (g/m3)	MO4O12 (gas, at grain boundary) (g/m3)	MO5O15 (gas, at grain boundary) (g/m3)	MOO (gas, at grain boundary) (g/m3)	MOO2 (gas, at grain boundary) (g/m3)	MOO3 (gas, at grain boundary) (g/m3)	O (gas, at grain boundary) (g/m3)	O2 (gas, at grain boundary) (g/m3)	O3 (gas, at grain boundary) (g/m3)	PD (gas, at grain boundary) (g/m3)	RH (gas, at grain boundary) (g/m3)	RU (gas, at grain boundary) (g/m3)	TC (gas, at grain boundary) (g/m3)	LIQUID (liquid, at grain boundary) (g/m3)	BA2MOO5 (condensed, at grain boundary) (g/m3)	BA3MOO6 (condensed, at grain boundary) (g/m3)	BAMO207 (condensed, at grain boundary) (g/m3)	BAMO3O10 (condensed, at grain boundary) (g/m3)	BAMOO4 (condensed, at grain boundary) (g/m3)	C1_MO2 (condensed, at grain boundary) (g/m3)	CS2MO2O7_S1 (condensed, at grain boundary) (g/m3)	CS2MO2O7_S2 (condensed, at grain boundary) (g/m3)	CS2MO3O10 (condensed, at grain boundary) (g/m3)	CS2MO4O13 (condensed, at grain boundary) (g/m3)	CS2MO5O16 (condensed, at grain boundary) (g/m3)	CS2MO7O22 (condensed, at grain boundary) (g/m3)	CS2MOO4_S1 (condensed, at grain boundary) (g/m3)	CS2MOO4_S2 (condensed, at grain boundary) (g/m3)	CS2O1 (condensed, at grain boundary) (g/m3)	CS2O2 (condensed, at grain boundary) (g/m3)	CS3O (condensed, at grain boundary) (g/m3)	CS4O (condensed, at grain boundary) (g/m3)	CS7O1 (condensed, at grain boundary) (g/m3)	CS7O2 (condensed, at grain boundary) (g/m3)	CSO2 (condensed, at grain boundary) (g/m3)	CSO3 (condensed, at grain boundary) (g/m3)	HALITE (condensed, at grain boundary) (g/m3)	MO2_C11A (condensed, at grain boundary) (g/m3)	MO4O11 (condensed, at grain boundary) (g/m3)	MO8O23 (condensed, at grain boundary) (g/m3)	MO9O26 (condensed, at grain boundary) (g/m3)	MOO2 (condensed, at grain boundary) (g/m3)	MOO3 (condensed, at grain boundary) (g/m3)	PERVSKITE (condensed, at grain boundary) (g/m3)	ZRO2_TETR (condensed, at grain boundary) (g/m3)	A15_CR3SI (condensed, at grain boundary) (g/m3)	BCC_A2 (condensed, at grain boundary) (g/m3)	C14_LAVES (condensed, at grain boundary) (g/m3)	C15_LAVES (condensed, at grain boundary) (g/m3)	DIAMOND_A4 (condensed, at grain boundary) (g/m3)	DIS_SIG (condensed, at grain boundary) (g/m3)	FCC_A1 (condensed, at grain boundary) (g/m3)	HCP_A3 (condensed, at grain boundary) (g/m3)	HCP_DIS (condensed, at grain boundary) (g/m3)	MC_ETA (condensed, at grain boundary) (g/m3)	MO3TE4 (condensed, at grain boundary) (g/m3)	MOPD2 (condensed, at grain boundary) (g/m3)	MOTE2_A (condensed, at grain boundary) (g/m3)	MOTE2_B (condensed, at grain boundary) (g/m3)	ORTHORHOMBIC_A20 (condensed, at grain boundary) (g/m3)	SIGMA (condensed, at grain boundary) (g/m3)	TETRAGONAL_U (condensed, at grain boundary) (g/m3)	O (gas, matrix) (g/m3)	O2 (gas, matrix) (g/m3)	C1_MO2 (condensed, matrix) (g/m3)	PU2O3 (condensed, matrix) (g/m3)	PUO152 (condensed, matrix) (g/m3)	PUO161 (condensed, matrix) (g/m3)	U3O8_S1 (condensed, matrix) (g/m3)	U3O8_S2 (condensed, matrix) (g/m3)	U3O8_S3 (condensed, matrix) (g/m3)	U3O8_S4 (condensed, matrix) (g/m3)	U4O9_S1 (condensed, matrix) (g/m3)	U4O9_S2 (condensed, matrix) (g/m3)	U4O9_S3 (condensed, matrix) (g/m3)	UO3 (condensed, matrix) (g/m3)	
8064	1955.013	3.45e+19	0	0	100000	1.94151928	7.685e-06	0.5363	0.0466	2.323e-07	3.492	1.541e+04	90.25	0.0002831	0.1408	2.23e-09	0.003809	0	6.403e-05	3.676e-13	4.419e-20	5.012e-26	6.683e-26	8.354e-26	9.162e-08	3.882e-08	3.986e-10	0.4059	4.701e-10	1.217e-23	2.454	4.514e-06	1.537e-06	6.941e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.523e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.208e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8092	1955.013	3.45e+19	0	0	100000	1.94154659	7.707e-06	0.5384	0.04682	2.341e-07	3.509	1.548e+04	90.68	0.0002855	0.1416	2.245e-09	0.003831	0	6.457e-05	3.693e-13	4.465e-20	5.036e-26	6.715e-26	8.394e-26	9.214e-08	3.908e-08	4.016e-10	0.4079	4.732e-10	1.226e-23	2.466	4.536e-06	1.544e-06	6.974e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.531e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.212e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8120	1955.013	3.45e+19	0	0	100000	1.9415739	7.73e-06	0.5405	0.04704	2.358e-07	3.526	1.556e+04	91.11	0.0002879	0.1424	2.259e-09	0.003853	0	6.512e-05	3.711e-13	4.511e-20	5.06e-26	6.747e-26	8.434e-26	9.267e-08	3.934e-08	4.046e-10	0.4098	4.764e-10	1.235e-23	2.478	4.558e-06	1.551e-06	7.007e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.216e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8148	1955.013	3.45e+19	0	0	100000	1.94160121	7.752e-06	0.5425	0.04727	2.376e-07	3.542	1.563e+04	91.55	0.0002903	0.1432	2.274e-09	0.003875	0	6.566e-05	3.728e-13	4.557e-20	5.084e-26	6.779e-26	8.474e-26	9.319e-08	3.96e-08	4.076e-10	0.4117	4.795e-10	1.245e-23	2.49	4.579e-06	1.559e-06	7.04e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.549e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8176	1955.013	3.45e+19	0	0	100000	1.94162852	7.775e-06	0.5446	0.04749	2.394e-07	3.559	1.57e+04	91.98	0.0002928	0.144	2.289e-09	0.003896	0	6.622e-05	3.746e-13	4.604e-20	5.108e-26	6.811e-26	8.514e-26	9.372e-08	3.986e-08	4.107e-10	0.4136	4.827e-10	1.254e-23	2.501	4.601e-06	1.566e-06	7.073e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.558e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.225e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8204	1955.013	3.45e+19	0	0	100000	1.94165583	7.797e-06	0.5467	0.04771	2.412e-07	3.576	1.578e+04	92.41	0.0002952	0.1448	2.304e-09	0.003918	0	6.677e-05	3.764e-13	4.651e-20	5.132e-26	6.843e-26	8.554e-26	9.425e-08	4.012e-08	4.138e-10	0.4156	4.858e-10	1.263e-23	2.513	4.622e-06	1.573e-06	7.107e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.566e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.229e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8232	1955.013	3.45e+19	0	0	100000	1.94168314	7.819e-06	0.5487	0.04794	2.43e-07	3.593	1.585e+04	92.85	0.0002977	0.1456	2.319e-09	0.00394	0	6.733e-05	3.781e-13	4.699e-20	5.156e-26	6.875e-26	8.594e-26	9.478e-08	4.038e-08	4.168e-10	0.4175	4.89e-10	1.273e-23	2.525	4.644e-06	1.581e-06	7.14e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.575e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.233e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8260	1955.013	3.45e+19	0	0	100000	1.94171045	7.841e-06	0.5508	0.04816	2.448e-07	3.609	1.593e+04	93.28	0.0003002	0.1464	2.334e-09	0.003962	0	6.789e-05	3.799e-13	4.747e-20	5.18e-26	6.907e-26	8.634e-26	9.53e-08	4.064e-08	4.199e-10	0.4194	4.922e-10	1.282e-23	2.537	4.666e-06	1.588e-06	7.173e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.584e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.237e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8288	1955.013	3.45e+19	0	0	100000	1.94173776	7.863e-06	0.5528	0.04838	2.466e-07	3.626	1.6e+04	93.71	0.0003027	0.1473	2.35e-09	0.003984	0	6.846e-05	3.816e-13	4.795e-20	5.205e-26	6.939e-26	8.674e-26	9.584e-08	4.091e-08	4.231e-10	0.4213	4.954e-10	1.292e-23	2.548	4.687e-06	1.595e-06	7.207e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.593e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.241e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8316	1955.013	3.45e+19	0	0	100000	1.94176507	7.885e-06	0.5549	0.04861	2.484e-07	3.643	1.607e+04	94.15	0.0003052	0.1481	2.365e-09	0.004007	0	6.902e-05	3.834e-13	4.844e-20	5.229e-26	6.971e-26	8.714e-26	9.637e-08	4.117e-08	4.262e-10	0.4233	4.986e-10	1.301e-23	2.56	4.709e-06	1.603e-06	7.24e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.602e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.246e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8344	1955.013	3.45e+19	0	0	100000	1.94179238	7.907e-06	0.5569	0.04883	2.503e-07	3.66	1.615e+04	94.58	0.0003077	0.1489	2.38e-09	0.004029	0	6.96e-05	3.852e-13	4.893e-20	5.253e-26	7.004e-26	8.754e-26	9.69e-08	4.144e-08	4.293e-10	0.4252	5.018e-10	1.311e-23	2.572	4.731e-06	1.61e-06	7.273e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8372	1955.013	3.45e+19	0	0	100000	1.94181969	7.928e-06	0.5589	0.04905	2.521e-07	3.676	1.622e+04	95.01	0.0003103	0.1497	2.395e-09	0.004051	0	7.017e-05	3.869e-13	4.943e-20	5.277e-26	7.036e-26	8.795e-26	9.743e-08	4.171e-08	4.325e-10	0.4271	5.05e-10	1.32e-23	2.584	4.753e-06	1.618e-06	7.307e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.619e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.254e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8400	1955.013	3.45e+19	0	0	100000	1.941847	7.95e-06	0.561	0.04928	2.539e-07	3.693	1.63e+04	95.45	0.0003129	0.1505	2.411e-09	0.004073	0	7.075e-05	3.887e-13	4.993e-20	5.301e-26	7.068e-26	8.835e-26	9.797e-08	4.197e-08	4.357e-10	0.4291	5.083e-10	1.33e-23	2.596	4.774e-06	1.625e-06	7.34e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.628e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.258e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8428	1955.013	3.45e+19	0	0	100000	1.94187402	7.971e-06	0.563	0.0495	2.558e-07	3.71	1.637e+04	95.88	0.0003154	0.1514	2.426e-09	0.004095	0	7.133e-05	3.905e-13	5.043e-20	5.325e-26	7.1e-26	8.875e-26	9.851e-08	4.224e-08	4.389e-10	0.431	5.115e-10	1.34e-23	2.607	4.796e-06	1.632e-06	7.373e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.637e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.262e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8456	1955.013	3.45e+19	0	0	100000	1.94190104	7.993e-06	0.5651	0.04973	2.577e-07	3.727	1.644e+04	96.32	0.000318	0.1522	2.442e-09	0.004118	0	7.192e-05	3.923e-13	5.094e-20	5.349e-26	7.132e-26	8.915e-26	9.904e-08	4.251e-08	4.421e-10	0.4329	5.148e-10	1.35e-23	2.619	4.818e-06	1.64e-06	7.407e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.645e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.267e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8484	1955.013	3.45e+19	0	0	100000	1.94192806	8.014e-06	0.5671	0.04995	2.595e-07	3.744	1.652e+04	96.75	0.0003206	0.153	2.457e-09	0.00414	0	7.25e-05	3.94e-13	5.145e-20	5.373e-26	7.164e-26	8.955e-26	9.958e-08	4.278e-08	4.453e-10	0.4349	5.18e-10	1.359e-23	2.631	4.839e-06	1.647e-06	7.44e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.654e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.271e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8512	1955.013	3.45e+19	0	0	100000	1.94195508	8.036e-06	0.5691	0.05018	2.614e-07	3.76	1.659e+04	97.19	0.0003232	0.1538	2.473e-09	0.004163	0	7.309e-05	3.958e-13	5.196e-20	5.397e-26	7.197e-26	8.996e-26	1.001e-07	4.305e-08	4.485e-10	0.4368	5.213e-10	1.369e-23	2.643	4.861e-06	1.655e-06	7.474e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.663e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.275e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8540	1955.013	3.45e+19	0	0	100000	1.9419821	8.057e-06	0.5711	0.0504	2.633e-07	3.777	1.667e+04	97.62	0.0003259	0.1547	2.488e-09	0.004185	0	7.369e-05	3.976e-13	5.248e-20	5.422e-26	7.229e-26	9.036e-26	1.007e-07	4.332e-08	4.517e-10	0.4387	5.246e-10	1.379e-23	2.655	4.883e-06	1.662e-06	7.507e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.672e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.279e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8568	1955.013	3.45e+19	0	0	100000	1.94200912	8.078e-06	0.5732	0.05063	2.652e-07	3.794	1.674e+04	98.06	0.0003285	0.1555	2.504e-09	0.004208	0	7.429e-05	3.993e-13	5.301e-20	5.446e-26	7.261e-26	9.076e-26	1.012e-07	4.359e-08	4.55e-10	0.4407	5.279e-10	1.389e-23	2.666	4.905e-06	1.669e-06	7.541e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.283e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8596	1955.013	3.45e+19	0	0	100000	1.94203614	8.099e-06	0.5752	0.05085	2.671e-07	3.811	1.682e+04	98.49	0.0003312	0.1563	2.52e-09	0.00423	0	7.489e-05	4.011e-13	5.353e-20	5.47e-26	7.293e-26	9.117e-26	1.017e-07	4.387e-08	4.583e-10	0.4426	5.312e-10	1.399e-23	2.678	4.927e-06	1.677e-06	7.574e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.689e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.287e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8624	1955.013	3.45e+19	0	0	100000	1.94206316	8.12e-06	0.5772	0.05108	2.69e-07	3.828	1.689e+04	98.93	0.0003339	0.1572	2.535e-09	0.004253	0	7.549e-05	4.029e-13	5.407e-20	5.494e-26	7.325e-26	9.157e-26	1.023e-07	4.414e-08	4.616e-10	0.4445	5.345e-10	1.409e-23	2.69	4.948e-06	1.684e-06	7.608e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.698e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.292e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8652	1955.013	3.45e+19	0	0	100000	1.94209018	8.141e-06	0.5792	0.0513	2.71e-07	3.845	1.697e+04	99.36	0.0003366	0.158	2.551e-09	0.004275	0	7.61e-05	4.047e-13	5.46e-20	5.518e-26	7.358e-26	9.197e-26	1.028e-07	4.442e-08	4.649e-10	0.4465	5.379e-10	1.419e-23	2.702	4.97e-06	1.692e-06	7.641e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.707e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.296e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8680	1955.013	3.45e+19	0	0	100000	1.9421172	8.162e-06	0.5812	0.05153	2.729e-07	3.862	1.704e+04	99.8	0.0003393	0.1589	2.567e-09	0.004298	0	7.671e-05	4.064e-13	5.514e-20	5.543e-26	7.39e-26	9.238e-26	1.034e-07	4.469e-08	4.682e-10	0.4484	5.412e-10	1.429e-23	2.714	4.992e-06	1.699e-06	7.675e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.715e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8708	1955.013	3.45e+19	0	0	100000	1.94214422	8.183e-06	0.5832	0.05175	2.748e-07	3.878	1.711e+04	100.2	0.000342	0.1597	2.583e-09	0.004321	0	7.733e-05	4.082e-13	5.569e-20	5.567e-26	7.422e-26	9.278e-26	1.039e-07	4.497e-08	4.715e-10	0.4504	5.446e-10	1.44e-23	2.726	5.014e-06	1.706e-06	7.708e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.724e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.304e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8736	1955.013	3.45e+19	0	0	100000	1.94217124	8.203e-06	0.5852	0.05198	2.768e-07	3.895	1.719e+04	100.7	0.0003448	0.1605	2.599e-09	0.004343	0	7.795e-05	4.1e-13	5.624e-20	5.591e-26	7.455e-26	9.318e-26	1.045e-07	4.525e-08	4.749e-10	0.4523	5.48e-10	1.45e-23	2.738	5.036e-06	1.714e-06	7.742e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.733e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.308e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8764	1955.013	3.45e+19	0	0	100000	1.94219826	8.224e-06	0.5872	0.0522	2.788e-07	3.912	1.726e+04	101.1	0.0003475	0.1614	2.615e-09	0.004366	0	7.857e-05	4.118e-13	5.679e-20	5.615e-26	7.487e-26	9.359e-26	1.05e-07	4.553e-08	4.782e-10	0.4542	5.513e-10	1.46e-23	2.749	5.057e-06	1.721e-06	7.775e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.742e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.313e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8792	1955.013	3.45e+19	0	0	100000	1.94222528	8.244e-06	0.5892	0.05243	2.807e-07	3.929	1.734e+04	101.5	0.0003503	0.1622	2.631e-09	0.004389	0	7.92e-05	4.135e-13	5.735e-20	5.639e-26	7.519e-26	9.399e-26	1.056e-07	4.581e-08	4.816e-10	0.4562	5.547e-10	1.47e-23	2.761	5.079e-06	1.729e-06	7.809e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.317e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8820	1955.013	3.45e+19	0	0	100000	1.9422523	8.265e-06	0.5912	0.05265	2.827e-07	3.946	1.741e+04	102	0.0003531	0.1631	2.647e-09	0.004412	0	7.983e-05	4.153e-13	5.792e-20	5.664e-26	7.552e-26	9.44e-26	1.061e-07	4.609e-08	4.85e-10	0.4581	5.581e-10	1.481e-23	2.773	5.101e-06	1.736e-06	7.843e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.759e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.321e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8848	1955.013	3.45e+19	0	0	100000	1.94227932	8.285e-06	0.5932	0.05288	2.847e-07	3.963	1.749e+04	102.4	0.0003559	0.1639	2.663e-09	0.004435	0	8.046e-05	4.171e-13	5.848e-20	5.688e-26	7.584e-26	9.48e-26	1.067e-07	4.637e-08	4.884e-10	0.4601	5.616e-10	1.491e-23	2.785	5.123e-06	1.744e-06	7.876e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.768e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.325e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8876	1955.013	3.45e+19	0	0	100000	1.94230634	8.305e-06	0.5952	0.0531	2.867e-07	3.98	1.756e+04	102.9	0.0003587	0.1648	2.68e-09	0.004458	0	8.11e-05	4.189e-13	5.906e-20	5.712e-26	7.616e-26	9.52e-26	1.072e-07	4.666e-08	4.919e-10	0.462	5.65e-10	1.502e-23	2.797	5.145e-06	1.751e-06	7.91e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.777e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.329e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8904	1955.013	3.45e+19	0	0	100000	1.94233336	8.325e-06	0.5972	0.05333	2.887e-07	3.997	1.764e+04	103.3	0.0003616	0.1656	2.696e-09	0.004481	0	8.175e-05	4.207e-13	5.964e-20	5.737e-26	7.649e-26	9.561e-26	1.078e-07	4.694e-08	4.953e-10	0.464	5.684e-10	1.512e-23	2.809	5.167e-06	1.759e-06	7.943e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.785e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.334e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8932	1955.013	3.45e+19	0	0	100000	1.94236038	8.345e-06	0.5992	0.05356	2.907e-07	4.014	1.771e+04	103.7	0.0003645	0.1665	2.712e-09	0.004504	0	8.239e-05	4.224e-13	6.022e-20	5.761e-26	7.681e-26	9.601e-26	1.083e-07	4.723e-08	4.988e-10	0.4659	5.719e-10	1.523e-23	2.821	5.189e-06	1.766e-06	7.977e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.794e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.338e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8960	1955.013	3.45e+19	0	0	100000	1.9423874	8.365e-06	0.6012	0.05378	2.928e-07	4.031	1.779e+04	104.2	0.0003673	0.1673	2.729e-09	0.004527	0	8.304e-05	4.242e-13	6.081e-20	5.785e-26	7.714e-26	9.642e-26	1.089e-07	4.751e-08	5.023e-10	0.4678	5.754e-10	1.534e-23	2.833	5.21e-06	1.773e-06	8.011e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.803e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.342e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8988	1955.013	3.45e+19	0	0	100000	1.94241442	8.385e-06	0.6031	0.05401	2.948e-07	4.048	1.786e+04	104.6	0.0003702	0.1682	2.745e-09	0.004551	0	8.37e-05	4.26e-13	6.14e-20	5.809e-26	7.746e-26	9.682e-26	1.095e-07	4.78e-08	5.058e-10	0.4698	5.788e-10	1.544e-23	2.845	5.232e-06	1.781e-06	8.044e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.812e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.346e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
