stage,variant,model_id,description,rizk_coherent,nucleation_gas_coupling,phi_resolution_mode,bulk_dislocation_capture,dt_h,n_modes,f_n,K_d,g_d_scale,seed_nm,score_main,score_swd,score_swig_diag,score_Nd,score_Rd,score_pressure,highT_blowup_diag,probe_swelling_d_1600_13,probe_swelling_ig_1600_13,probe_Nd_1600_13,probe_Rd_nm_1600_13,probe_p_b_over_eq_1600_13,probe_p_d_over_eq_1600_13,probe_capture_fraction
FINAL,M0_baseline,M0,"Current equations, Rizk-style base model.",yes,False,none,False,6.0,30,1e-10,300000.0,0.5,0.0,1.3375296622966222,0.9197470268849288,2.0018307063805367,0.48908926845007855,0.10774306785234077,0.0,3.307207350597795,2.7507219620609638,4.444370716586754,8.031051446109882e+18,93.51082585498372,1.0112891608409138,1.1025816099201962,0.0
FINAL,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,6.0,30,1e-10,300000.0,0.5,0.0,1.3375296622966222,0.9197470268849288,2.0018307063805367,0.48908926845007855,0.10774306785234077,0.0,3.307207350597795,2.7507219620609638,4.444370716586754,8.031051446109882e+18,93.51082585498372,1.0112891608409138,1.1025816099201962,0.0
FINAL,M2_nucleation_mass,M2,Nucleation transfers two gas atoms from matrix to bulk bubbles.,diagnostic,True,none,False,6.0,30,1e-10,300000.0,0.5,0.0,1.3375324806399098,0.9197500029785722,2.0018325950971154,0.48908916419355675,0.1077429467512112,0.0,3.307208362031015,2.7507220104479853,4.444371109962247,8.031051429434371e+18,93.51082646801082,1.0112891685361554,1.1025816192610352,0.0
FINAL,M3_phi_resolution_bulk_and_dislocation,M3,Gas re-solution from both populations uses b * phi.,diagnostic,False,bulk_and_dislocation,False,6.0,30,3e-07,300000.0,0.5,0.0,1.2763578389807093,0.8388654098519512,2.5012507311017456,0.4898849474936006,0.13145084018139483,0.012786888781306155,4.838255539101051,2.198919078286495,4.175584853568787,8.221904330567724e+18,86.10917063502391,1.0029720489082588,1.1513652275111523,0.0
FINAL,M4_bulk_dislocation_capture,M4,Bulk bubbles captured by growing dislocation bubbles.,barani-like,False,none,True,6.0,30,1e-09,500000.0,1.0,0.0,1.2839295373271535,0.813516195080692,0.8959651115217744,0.4852216600226642,0.1867974003294236,0.0,0.2829707609174518,2.644706297720408,3.3954800543905597,1.3451371290432014e+19,77.7154608230328,1.0009369426009413,1.0392476110366766,1.2859408919747908e-06
FINAL,M5_nucleation_mass_plus_capture,M5,M2 nucleation mass transfer plus M4 capture.,diagnostic+barani-like,True,none,True,6.0,30,1e-09,500000.0,1.0,0.0,1.2839317232006435,0.8135184672445493,0.8959670303820657,0.4852215683425711,0.18679736873756336,0.0,0.2829709429972731,2.644704590655146,3.3954794739852514,1.3451372300954104e+19,77.71544215605941,1.0009369418598169,1.0392477536744764,1.2859405707242465e-06
FINAL,M6_phi_plus_capture,M6,M3 bulk-and-dislocation phi re-solution plus M4 capture.,diagnostic+barani-like,False,bulk_and_dislocation,True,6.0,30,3e-07,300000.0,0.5,0.0,1.2689783123308462,0.8358767504946399,2.5752678637767006,0.4882460202501599,0.12519891351298068,0.01845054101004004,5.055067113595309,2.313691520198154,4.253712945273362,8.192325202848158e+18,87.68727094978937,1.002986970434328,1.1767690930265426,2.045946990660688e-06
