label,f_n,K_d,rho_d,fission_rate,Dv_scale,capture_scale,Dg_scale,b_scale,gb_scale,gd_scale,nu_scale,coalescence_d_scale,dt_h,n_modes,use_full_exp,score_total,score_swd,score_swig_diag,score_Nd,score_Rd,score_pressure,highT_penalty,swD_1p3_1600K,swB_1p3_1600K,Rd_1p3_1600K,Nd_1p3_1600K,swD_3p2_1600K,swB_3p2_1600K,max_f_cap_step_3p2_1600K,capture_fraction_sum_3p2_1600K,capture_raw_sum_3p2_1600K,swD_3p2_1800K,Rd_1p3_1800K,swD_3p2_2000K,Rd_1p3_2000K
PHYS_0044,1e-07,800000.0,30000000000000.0,3.5e+19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,4.211947915518697,2.8987779982783026,4.375224045574054,0.6315668095422224,0.14149534766658226,0.0475853022603169,0.4925224577712727,5.641091846439459,0.6582577652018266,89.38761482425112,1.8855693701263114e+19,12.27111417825055,3.7136093418001197,0.0008574273707813292,0.2953668384854113,0.2953668384854113,41.940070455772265,149.28038881561864,62.68605243279137,258.1783949332669
PHYS_0028,3e-08,1200000.0,60000000000000.0,5e+19,0.3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,4.269676441597145,2.5089612078763426,2.790953473295492,1.018594542258288,0.30966059229404563,0.06772742033081633,0.3647326788376522,4.87303337619653,0.030996424226836045,58.36052239884309,5.8526595854161945e+19,11.551998658821821,0.4323552984088501,0.0,0.0,0.0,32.42500382136075,77.29638005919934,58.23663394188261,87.48071741979072
PHYS_0002,1e-08,500000.0,30000000000000.0,5e+19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,4.277515677845427,3.197640341550587,4.0815659463913985,0.5386171299874565,0.05508943829484697,0.07588203297458503,0.4102867350379523,6.022909669908218,0.2078636536869956,107.51170248551784,1.1570457278068392e+19,12.689689838919985,2.0454026514512615,0.001367081158843502,0.3225593250723039,0.3225593250723039,38.508960203408385,184.2820394851974,60.514336751897616,416.80438696373767
PHYS_0060,1e-08,1200000.0,30000000000000.0,7.5e+19,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,4.302172796742346,2.868420071407397,3.7610775622124124,0.7614400756303527,0.19129182693981087,0.0628948682929387,0.4181259544718472,5.540349239404674,0.19756564474545346,77.51703591949706,2.8395992881105363e+19,12.270982897401185,2.051411461278808,0.0007315163745370491,0.10957143130460827,0.10957143130460827,37.30789835958468,114.04014422023452,60.90629772359236,144.3952336768212
PHYS_0038,1e-08,1200000.0,60000000000000.0,5e+19,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,4.381438853737167,2.619789595011934,2.726381947200295,1.0181951155965223,0.3075087156186931,0.071201992130911,0.36474343537910814,4.906152412657532,0.009829388817118307,58.52136296993653,5.84398549557957e+19,11.777329384623435,0.1267877623477983,0.0015043277757631815,0.3080447482376563,0.3080447482376563,32.44637380617972,77.30919722626857,58.237171768955406,87.48163158733453
PHYS_0031,1e-08,500000.0,10000000000000.0,5e+19,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,4.520279605725365,2.336766786094453,5.403843983038922,0.6002272918885362,0.0711544680364668,0.05186470569804992,1.4602663540078593,4.8111813225106586,2.1040969142968526,141.10020918082952,4.088651952423825e+18,9.919034622377369,8.902576151375472,0.001094183691483654,0.22982180556157622,0.22982180556157622,42.66386880743479,321.15588032346204,62.243067395858496,1281.0638149709969
PHYS_0027,1e-07,500000.0,30000000000000.0,5e+19,3.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,4.601593810950208,3.373629984175482,5.0572512978199295,0.521260174723948,0.05496713506413052,0.04470713530479132,0.6070293816818559,6.27889542349864,0.8178646273923353,109.4455829804863,1.1434045700645917e+19,12.861979202899365,4.5860163702834,0.0003617419511264346,0.08518708109236918,0.08518708109236918,45.68521337787331,206.30700605867304,64.66625570621949,688.3428540834745
PHYS_0019,3e-08,500000.0,30000000000000.0,7.5e+19,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,4.6363142829786765,3.478635450249092,4.951597694452917,0.5259503544945806,0.04368873743502887,0.05604455193107532,0.5319951888689005,6.484114995336533,0.5433538238069,110.98561786796952,1.132301249840211e+19,13.009051374433362,4.046054793302874,0.0,0.0,0.0,43.017722345925485,197.63606344508216,63.58203709751954,510.1384065974857
PHYS_0004,1e-07,800000.0,30000000000000.0,5e+19,3.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,4.6861446001806595,3.2541623886980275,4.932876060908975,0.6223213745224091,0.12363703108027552,0.03775269278837538,0.6482711130915715,6.0372819024661055,0.7591339234746999,92.01188012240983,1.8502104562245886e+19,13.16049726866144,4.327342027863641,0.00039309032005260147,0.09419277189445346,0.09419277189445346,46.83993860285072,155.29584411508085,65.57361705172785,270.832505533555
PHYS_0033,1e-07,1200000.0,60000000000000.0,7.5e+19,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,4.725653410444248,2.9227476129223726,3.560534205738123,1.0114398299019687,0.295487760949924,0.04994394576445498,0.44603426090552734,5.3733790052379415,0.11466331870223648,60.74786564179961,5.72223637348154e+19,12.880227493529834,1.244928039806451,0.0,0.0,0.0,37.778173812906026,78.13236589655907,62.301713045276365,87.27094840476937
PHYS_0037,1e-08,1200000.0,30000000000000.0,5e+19,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,4.79259479253483,3.349905432839603,4.183508133415897,0.7532212801440601,0.17915172626406878,0.0603412681214187,0.4499750851656801,6.053264890134278,0.16091769528825614,80.47927695721305,2.772355197833495e+19,13.733858482919182,1.7593734029223156,0.0005688444312931683,0.12441090356634957,0.12441090356634957,40.19863200276815,116.6122104851153,62.30012225551585,147.4533900873006
PHYS_0041,1e-08,300000.0,60000000000000.0,5e+19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,4.795634996706226,3.6589240257579294,3.7982374226697546,0.5649023147966534,0.06730345441166022,0.08430754587696031,0.42019765586302216,6.357967292543021,0.01386608001775059,103.5649071656967,1.3664439417064913e+19,13.891774291479297,0.2004315781060106,0.001324242631570144,0.2957825943360671,0.2957825943360671,39.19282217371839,171.2078452111259,61.00988279315111,359.7029035395258
PHYS_0018,1e-07,300000.0,60000000000000.0,3.5e+19,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,4.973514948175903,3.8087116890981747,4.391811922521915,0.5556889696591477,0.06190590692778428,0.07059505538467306,0.4766133271061237,6.749525148346243,0.1012023621717064,106.30955302870835,1.3411202927575886e+19,14.360657088174413,1.202567689293439,0.0,0.0,0.0,41.61220449460716,178.0329766350521,62.21846186069902,428.22377633663694
PHYS_0070,1e-06,300000.0,60000000000000.0,5e+19,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,5.020011391688394,3.7233119679630673,4.82277594196402,0.5462122297968062,0.06903394339833717,0.04586125193117358,0.6355919985990099,6.627254787171394,0.5084449726889637,105.42362177836564,1.3503030911851936e+19,14.154180273015434,2.7032245547276625,0.001100148584369525,0.2649846535326015,0.2649846535326015,46.679428857106835,189.8373090280707,65.10017107284366,562.8677865260961
PHYS_0039,1e-08,300000.0,60000000000000.0,3.5e+19,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,5.303685303594907,4.134451178243555,4.2727118210941475,0.5553655497823354,0.05446437815833652,0.08182682008540464,0.477577377325275,6.905825838911564,0.011621124033633638,107.3899311692634,1.3311785780168526e+19,15.163320306353292,0.1945541780002893,0.0,0.0,0.0,41.659499359063524,178.1729845089458,62.21936950720023,428.2911861477029
PHYS_0025,3e-08,500000.0,60000000000000.0,3.5e+19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,5.55806326099454,4.157708967345385,4.412987090436779,0.6835721560162281,0.1303601248452281,0.06793079928588976,0.5184912135018098,6.837479619930498,0.02762676589250591,90.17675960470513,2.225991796005189e+19,15.740565368310081,0.34433657191043376,0.0011715410067988177,0.359893341610805,0.359893341610805,42.735250658381005,134.1620682420101,63.189310016709484,194.01455143235103
PHYS_0055,1e-07,1200000.0,30000000000000.0,3.5e+19,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,5.560370543820164,3.859951195722668,5.32701367502396,0.7418999853977049,0.17561709069177514,0.03363451377090173,0.7492677582371147,6.348629179453483,0.5862695623853488,82.11595547233352,2.73721366796937e+19,16.117105714204047,3.197606532296727,0.0014196846547413348,0.4175697678146843,0.4175697678146843,50.34623611185327,121.64387738299921,67.11715180000246,152.42140850040659
PHYS_0015,1e-08,1200000.0,60000000000000.0,5e+19,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,5.6315277081785835,3.801932975708528,3.9301133590321466,1.0043521883932505,0.27808002776418433,0.05722147317766003,0.4899410431349614,5.958523987084799,0.010523833035053496,63.4498844219287,5.568748144863569e+19,15.34015346944034,0.1619441683910301,0.0,0.0,0.0,40.89158482314904,78.78666335278307,63.60546733359903,87.66911759226767
PHYS_0046,1e-08,1200000.0,30000000000000.0,7.5e+19,3.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,5.638358377622007,4.073988127982396,5.012820836291257,0.7425378004522223,0.1584889366509688,0.05101600648419102,0.6123275060522286,6.761992382845476,0.19329194248900114,84.4266174556496,2.6825504535292043e+19,15.810987612658215,2.0309256672364246,0.0009673326647241687,0.1388002983615933,0.1388002983615933,45.21059340873737,118.99965648038514,65.40578189387406,146.19873235621668
PHYS_0047,1e-08,500000.0,60000000000000.0,3.5e+19,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,5.643634252591873,4.2420006132327055,4.373580560823075,0.6833024288833734,0.12822945241086509,0.07162460611444679,0.5184771519504824,6.874642570548945,0.010460081930786866,90.39459964763378,2.2219488485948695e+19,15.884192670256446,0.17131291184435826,0.0,0.0,0.0,42.73464732928968,134.18135178703452,63.18921026823444,194.01776884245137
PHYS_0014,1e-07,500000.0,60000000000000.0,7.5e+19,3.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,5.664156778201497,4.199816403211814,4.869512222402558,0.6797920462154436,0.12497816628643256,0.054348663275778884,0.6052214992120276,7.017598962746079,0.13690889102894885,91.20358227099487,2.2083313924400497e+19,15.83999854683321,1.4151935414172963,0.0006925035433141403,0.10484346603214527,0.10484346603214527,45.140535084447905,135.17846596796977,65.12053987615347,183.3706451173125
PHYS_0016,3e-07,300000.0,30000000000000.0,3.5e+19,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,5.698348039586713,3.3100101986407697,5.036366868253526,0.49872928339773787,0.04142701637419576,0.04465379576496773,1.803527745409042,6.065273226355541,1.0615483227656646,127.80142621583668,6.936727897588412e+18,12.587652108079073,4.730575155886649,0.0007297017732215419,0.2401466849208004,0.2401466849208004,46.87668543120371,281.9979979849296,64.61428023698515,1386.8542160226323
PHYS_0057,3e-08,300000.0,60000000000000.0,7.5e+19,3.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,5.70947693347339,4.484750710443052,4.858195759231811,0.5480779355890878,0.04293688264805052,0.07061790341815004,0.5630935013750489,7.369001535249092,0.052620832110663075,110.5297730015692,1.302813359742098e+19,16.06586829206609,0.7303226193506775,0.0006772161081059914,0.10289136438051508,0.10289136438051508,44.08783897561738,183.03788432926223,64.06683609313507,418.34804085455187
PHYS_0078,3e-08,500000.0,60000000000000.0,7.5e+19,3.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,6.008903865880003,4.545599781192389,4.906455930801903,0.6779026233647714,0.11819470819665724,0.060996629207146956,0.6062101239190378,7.243647576374299,0.047588557654349786,92.50638063228243,2.1845079796222194e+19,16.762814875015472,0.6518310872786921,0.0008026232095250277,0.11498885888000085,0.11498885888000085,45.18981485461597,135.3528571338986,65.12069134133593,183.39791861923567
PHYS_0006,1e-08,500000.0,60000000000000.0,7.5e+19,3.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,6.169957160017505,4.705459846438509,4.871060775899022,0.6773238633519995,0.11577062801952996,0.06490714204225238,0.6064956801652143,7.3168971849796485,0.01665346716359973,92.92642318954704,2.1768107814142177e+19,17.136249027177964,0.26196784636053877,0.0008619988922329053,0.11934323031264443,0.11934323031264443,45.20404937307445,135.40294040116814,65.12073463518627,183.4057146210801
PHYS_0054,3e-07,500000.0,60000000000000.0,3.5e+19,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,6.329416626760745,4.765424844883156,5.6609949928699494,0.6658827191469413,0.11467861850051371,0.04390329474803898,0.7395271494820957,7.699830008667765,0.2213544782945228,95.12804600707788,2.1353388396350513e+19,17.775233703155845,1.9542765234957806,0.0,0.0,0.0,50.112153221275435,141.08453373194945,66.86420425282935,205.57367389085758
PHYS_0068,3e-08,1200000.0,60000000000000.0,3.5e+19,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,7.509697263334624,5.425310630545034,5.645284844081813,0.992102767814602,0.25216527260731647,0.042839026647583545,0.7972795657200886,6.9971022350719405,0.02101239674499481,68.04493138190495,5.3020310748855886e+19,20.629196458010256,0.21647592078226338,0.00219261204539434,0.548656905242399,0.548656905242399,51.48754147775433,79.68555801969933,68.3764368082501,88.25923266798878
PHYS_0074,1e-08,300000.0,30000000000000.0,3.5e+19,3.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,24.0,15,0,7.566853294762592,5.113373607520219,6.0806665710639365,0.4937431868128406,0.07869670992767204,0.07102940333383106,1.810010387168029,8.371842544687173,0.20061124175552064,147.73462015394287,6.198485687249882e+18,17.19086547286694,2.287428916751594,0.0003737188763874897,0.12562753684509492,0.12562753684509492,47.0064604916494,289.8639690239674,64.60862169896633,1388.8543716778572
