stage,variant,model_id,description,rizk_coherent,nucleation_gas_coupling,phi_resolution_mode,bulk_dislocation_capture,dt_h,n_modes,f_n,K_d,g_d_scale,seed_nm,score_main,score_swd,score_swig_diag,score_Nd,score_Rd,score_pressure,highT_blowup_diag,probe_swelling_d_1600_13,probe_swelling_ig_1600_13,probe_Nd_1600_13,probe_Rd_nm_1600_13,probe_p_b_over_eq_1600_13,probe_p_d_over_eq_1600_13,probe_capture_fraction
FAST,M0_baseline,M0,"Current equations, Rizk-style base model.",yes,False,none,False,24.0,15,3e-07,800000.0,0.5,0.0,3.023364523501435,2.129903959189047,1.1589861066891871,0.6045737800141545,0.6717984547178291,0.0,0.0,0.12054856867643976,1.4127116392783694,2.388253156495948e+19,22.926144717297973,1.000124846824534,0.9450030661356079,0.0
FAST,M0_baseline,M0,"Current equations, Rizk-style base model.",yes,False,none,False,24.0,15,3e-10,200000.0,5.0,0.0,3.031285986806661,2.4804873938134633,2.7213298861375486,0.5720337334134131,0.08789689609883067,0.44423576167313517,5.151607666294332,5.578800487548336,5.586865378370138,4.722709659811282e+18,141.2820511010145,1.0018526597211836,2.6874414770416277,0.0
FAST,M0_baseline,M0,"Current equations, Rizk-style base model.",yes,False,none,False,24.0,15,1e-09,500000.0,5.0,0.0,3.0516808065504777,2.6587086389210595,3.0392316777847084,0.44353494874489596,0.05176272751051634,0.23131897125314732,5.124317201989634,5.9840941103867324,6.0043740356891675,1.1587487021398729e+19,107.22766486603399,1.0018855970060276,1.8746124082582258,0.0
FAST,M0_baseline,M0,"Current equations, Rizk-style base model.",yes,False,none,False,24.0,15,1e-10,800000.0,3.0,0.0,3.055128089028979,2.5749668218805786,2.950615179943161,0.5104037042978202,0.12413051058274191,0.17993658366003668,4.860632213397266,5.843220048422019,5.858055560359322,1.8661694543646e+19,90.75506076678998,1.002928891059517,1.5608258202472403,0.0
FAST,M0_baseline,M0,"Current equations, Rizk-style base model.",yes,False,none,False,24.0,15,3e-10,300000.0,5.0,0.0,3.0741964658023213,2.6344202320988157,2.871625599558887,0.479991190259578,0.04076229437727098,0.37624397228855655,5.1458353868673745,5.805651380819825,5.812981308776754,7.010280039439738e+18,125.50922824080794,1.001788573269313,2.285171569272422,0.0
FAST,M0_baseline,M0,"Current equations, Rizk-style base model.",yes,False,none,False,24.0,15,1e-10,200000.0,5.0,0.0,3.0972805785886015,2.53568256987463,2.659228807472889,0.5721492303444318,0.08847495120139641,0.4958054081594571,5.152210207291443,5.584338907002666,5.587053340195274,4.721505708150392e+18,141.340800378283,1.0017110709828057,2.6950938570352974,0.0
FAST,M0_baseline,M0,"Current equations, Rizk-style base model.",yes,False,none,False,24.0,15,1e-06,800000.0,0.5,0.0,3.0993659082839167,2.1624975670101434,1.2048633399713533,0.6053930988319183,0.7329902458449005,0.0,0.0,0.08001948737120977,1.3006132858327109,2.392062142562264e+19,19.988409240515928,1.0000747035115625,0.9152734894418958,0.0
FAST,M0_baseline,M0,"Current equations, Rizk-style base model.",yes,False,none,False,24.0,15,1e-10,300000.0,5.0,0.0,3.1434288832093973,2.6934454355345014,2.8134598166519544,0.4800817597938756,0.041255550607110336,0.4252366519710313,5.146369242684637,5.811321799794614,5.8137867981060385,7.008439701373211e+18,125.56106523674157,1.0016644324816029,2.291006189566548,0.0
FAST,M0_baseline,M0,"Current equations, Rizk-style base model.",yes,False,none,False,24.0,15,1e-09,800000.0,5.0,0.0,3.1688627966095795,2.698731920728142,3.0764822319614225,0.5065031051815937,0.1164077039943753,0.17046654729129665,5.07521139186326,6.043804881059364,6.060578003222523,1.8488603256064573e+19,92.06740610318039,1.0017366395751053,1.6008573045700725,0.0
FAST,M0_baseline,M0,"Current equations, Rizk-style base model.",yes,False,none,False,24.0,15,3e-10,500000.0,5.0,0.0,3.1761365883383856,2.770276651075692,3.000474919837048,0.443626438356401,0.050734129545396744,0.29903769865717617,5.126239952094865,6.003899883767935,6.010143443429024,1.1576815833852826e+19,107.37880569838175,1.0016909314810285,1.8881774737284995,0.0
FAST,M0_baseline,M0,"Current equations, Rizk-style base model.",yes,False,none,False,24.0,15,1e-10,500000.0,5.0,0.0,3.2490943353198523,2.834381282683619,2.9480541715747477,0.4436582904923311,0.050432643809811446,0.34424699312366536,5.126793643341303,6.009673905975311,6.011770939272302,1.1573705691584369e+19,107.42283783428849,1.0015917152130418,1.8921756881565808,0.0
FAST,M0_baseline,M0,"Current equations, Rizk-style base model.",yes,False,none,False,24.0,15,3e-10,800000.0,5.0,0.0,3.3075771616056233,2.8257315327441614,3.0456462020759507,0.5064148027398129,0.11517242313633742,0.23367285374078525,5.077187526487164,6.063675848917886,6.068817470478611,1.8471497506646934e+19,92.1966385777359,1.0015853349526729,1.610023603898065,0.0
FAST,M0_baseline,M0,"Current equations, Rizk-style base model.",yes,False,none,False,24.0,15,1e-10,800000.0,5.0,0.0,3.3842032522476355,2.8943366493312253,2.9996823396325842,0.5063906043472829,0.11479449132393832,0.2751851797327769,5.0777562367703695,6.069446246265273,6.071170938578896,1.8466531480062718e+19,92.23414150826727,1.0015101371993207,1.6127128754317803,0.0
FINAL,M0_baseline,M0,"Current equations, Rizk-style base model.",yes,False,none,False,6.0,30,1e-10,300000.0,0.5,0.0,1.3375296622966222,0.9197470268849288,2.0018307063805367,0.48908926845007855,0.10774306785234077,0.0,3.307207350597795,2.7507219620609638,4.444370716586754,8.031051446109882e+18,93.51082585498372,1.0112891608409138,1.1025816099201962,0.0
FINAL,M0_baseline,M0,"Current equations, Rizk-style base model.",yes,False,none,False,6.0,30,1e-10,500000.0,0.5,0.0,1.3401763606433925,0.868590151358684,1.7958718836463181,0.48226531973673503,0.19142926495570572,0.0,3.122960816663917,2.4526152512388615,4.123894131048849,1.3556599809913735e+19,75.58982614017953,1.011242631706625,1.03427940444921,0.0
FINAL,M0_baseline,M0,"Current equations, Rizk-style base model.",yes,False,none,False,6.0,30,3e-09,300000.0,1.0,0.0,1.345762448175599,0.9206148994101974,1.5532524059901671,0.49008499297572533,0.11726864811770538,0.0,3.565877183266575,2.542444433709465,3.895777465905169,8.102920518108582e+18,90.81838205259166,1.0008888993966092,1.0616550008888255,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-10,500000.0,0.5,0.0,1.3412365863393192,0.8704009873603602,1.787639639692043,0.4820636054815685,0.19055867877408708,0.0,3.0957244063010534,2.467686498170929,4.112360755368208,1.3549020479496874e+19,75.7584636519846,1.0120145728067975,1.0338334290805693,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-10,300000.0,0.5,0.0,1.3421642466140429,0.9249494218828713,1.9935502132296894,0.4890103658764607,0.10701081231092727,0.0,3.2914279499958385,2.7657644714441085,4.433119353067493,8.026659865229817e+18,93.69805477078101,1.0120261270210393,1.1024403749567733,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-09,300000.0,1.0,0.0,1.3492742631542274,0.9247059235083466,1.5505488411549309,0.48995705997137934,0.11656913952273634,0.0,3.558558084523859,2.554764182416971,3.8935864190714016,8.099448558750764e+18,90.97783254629996,1.0014630069590567,1.0606442723088747,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-08,500000.0,2.0,0.0,1.3691730178596662,0.9159070967146007,1.3982332181209474,0.4747137319280161,0.17280901256493475,0.0,3.940252779311363,2.7602558413174334,3.775516282580358,1.3381142496642535e+19,78.96885558157231,1.0006602040407855,1.0399449902026112,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-07,300000.0,3.0,0.0,1.3699724626518657,0.9496575764374773,1.2456593344284317,0.48821520476485986,0.11223463268426645,0.0,3.8976921902952175,2.6347279549244513,3.5843958119285957,8.071926522915603e+18,92.02164447119928,1.0002073333700243,1.0654346553260918,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-09,500000.0,1.0,0.0,1.3935614720795357,0.9516754271145368,1.817620624065651,0.471562192374427,0.15970358614699995,0.0,3.8011822855744373,3.0590932879850934,4.295979492341937,1.3210200954729976e+19,82.07260707523746,1.0029018054442753,1.0705585877420143,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-07,500000.0,3.0,0.0,1.3942762474044836,0.9185697578435723,1.0536980788006862,0.48202331521237346,0.1975573841603571,0.0,3.7816665418088453,2.292321737862829,3.2347367299978504,1.3650458942093275e+19,73.7360558592826,1.0002125059075977,1.0161767489393607,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-07,300000.0,2.0,0.0,1.396424117587982,0.9556419479351564,1.0930847132934933,0.4929514402503584,0.1367373735393921,0.0,3.508458060853769,2.1957426804839546,3.271643670338277,8.223786031387354e+18,86.06112337584285,1.0003077013676873,1.028729969578907,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-09,800000.0,1.0,0.0,1.3980567609806083,0.8449699963486629,1.606453837517102,0.551548446652726,0.23857550282148193,0.0,3.6359762675702694,2.735881475690117,3.9454756057780953,2.1431923198146638e+19,67.294955213187,1.002953553532932,1.0259765855000182,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-09,500000.0,1.0,0.0,1.3989476664494287,0.9173757201211945,1.3550892097162663,0.48481588333595393,0.20314403999009506,0.0,3.4066080711260307,2.2129177506008797,3.54072257793929,1.3696281638166852e+19,72.79328665072005,1.0014847792179153,1.0143494728335283,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-10,200000.0,0.5,0.0,1.4042299964153313,0.9523379357412698,1.7402087230374552,0.5656799355108674,0.0798801511663635,0.0,3.0722011091751757,2.2922900480679136,4.061494204879484,5.460113177262981e+18,100.07519344220711,1.0055010337066346,1.078066983535111,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-07,200000.0,2.0,0.0,1.4052965248071299,0.958653530615603,1.223356483502553,0.564766256408233,0.07329516386537685,0.0,3.6036234830101086,2.4222506661012737,3.5016175589138916,5.430179781970905e+18,102.11873400567042,1.0003040614480658,1.0850616385588017,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-09,200000.0,1.0,0.0,1.4107572813056926,0.9744625280663445,1.6802080009383906,0.5642766846239815,0.05900153428937301,0.0,3.650092924461782,2.734656805160879,4.081101816121569,5.358300337468027e+18,106.80601781299514,1.0014495614260017,1.1407214386483742,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-10,200000.0,0.5,0.0,1.4212160966452085,0.9891840209157226,2.112261455885056,0.5644459740294876,0.052742705584063666,0.0,3.409729739685181,2.901977786517123,4.5842653384176835,5.319917729505204e+18,109.20273599511965,1.0120444981901473,1.2014129183742985,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-10,300000.0,0.5,0.0,1.4220722208675696,0.973412063544861,1.599636492505968,0.49519502834828644,0.1457480535412974,0.0,2.9326173763435266,2.066084321679657,3.8290713824660276,8.268753068055297e+18,84.17952484872588,1.0055131247403188,1.0257191710293405,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-08,300000.0,2.0,0.0,1.4333183390997515,1.028701724069754,1.5989870941873232,0.48505764608981367,0.09296608966732553,0.0,4.042602738277034,3.048707086298004,4.076984028047466,7.929749031567822e+18,97.18275713825655,1.0006411699632323,1.1184515743778243,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-08,800000.0,2.0,0.0,1.4366099725028794,0.8697460036057254,1.2039838285535587,0.5559322731299269,0.25387339672315035,0.0,3.7992597953323757,2.4117300645636743,3.412423152409715,2.1730320048966033e+19,64.22803791739436,1.0006822052020838,1.0120202710027255,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-07,800000.0,3.0,0.0,1.4424127226501553,0.8990231494010503,1.3324835878614696,0.5463214125005301,0.22994940642676284,0.0,4.149230582021539,2.8794395730235864,3.7298972258327505,2.13005854552977e+19,68.59239068057887,1.0004629932362328,1.027724633237034,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-06,800000.0,5.0,0.0,1.4426803885845398,0.8938495909198025,1.1748737090449555,0.5478915241412202,0.23615247252269014,0.0,4.224142059374515,2.736441734175662,3.510786451370365,2.143163901152958e+19,67.29984595756832,1.000167624166315,1.0220097454675259,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-07,200000.0,3.0,0.0,1.4432515048790915,1.0086791757733988,1.3712047388438133,0.5636029286555564,0.05721468435257591,0.0,3.9611560152981284,2.810311666679763,3.764942442169694,5.340996341134207e+18,107.89828261124836,1.0002040442856464,1.1483302606521923,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-06,500000.0,5.0,0.0,1.4481485280283228,1.010122424707324,1.387156632094979,0.46807277624599725,0.15767879992685838,0.0,4.323441061355459,3.072081812749428,3.8597518812649008,1.320294936095058e+19,82.20364406393169,1.0001606481281407,1.0630097987347362,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-07,500000.0,3.0,0.0,1.4689758695773911,1.0354130822608714,1.5481177414581737,0.4670753884594747,0.15230002199269652,0.0,4.2572450074953485,3.2032302969650033,4.070985862125302,1.3128260014381148e+19,83.51493129737679,1.0004444349958292,1.0752294499854753,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-06,200000.0,3.0,0.0,1.4707631829210859,1.0087171427007362,0.9336878477334951,0.5657992020491591,0.09426656969419751,0.0,3.3764685752038064,2.046952260738226,3.0363736976373557,5.517009055556406e+18,96.03697439552606,1.0001020195656876,1.0426427494383725,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-08,200000.0,1.0,0.0,1.4740267541482388,1.0099819235428138,1.2134585408994087,0.5664233531637397,0.09649783341543891,0.0,3.118850025057306,2.0137769096025657,3.3644366251250877,5.524689518041974e+18,95.47103346780092,1.0007436831514467,1.0391627814671462,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-09,300000.0,1.0,0.0,1.4851927531798677,1.0882157806596768,2.004578368325469,0.48419336061411594,0.08291660012901399,0.0,3.9207929271054573,3.2906008711453305,4.551401344444163,7.847101347864411e+18,100.03664370706714,1.0028616715120506,1.1714180199015536,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-10,800000.0,0.5,0.0,1.4859160023143188,0.8998751208546991,1.6027143705638274,0.5640238402867439,0.2731774189412842,0.0,2.8301749886771637,2.136851925256263,3.7563012113475347,2.198416662992426e+19,61.450478738410496,1.0120056380984317,1.010820136278861,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-06,300000.0,3.0,0.0,1.5314099442651035,1.069208776497021,0.8424807620593632,0.4967912538530342,0.16349612867279792,0.0,3.273248733198498,1.7939067485041422,2.7818329950431337,8.363801644936931e+18,80.00230684176495,1.000102818616617,1.0104857926932285,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-08,200000.0,2.0,0.0,1.5317177067470662,1.1047184065693147,1.6996392265588192,0.5633459885237395,0.04665301173019122,0.0,4.09711094356523,3.1634702173498743,4.200159869077594,5.260342944457125e+18,112.81158317593182,1.0006300867792943,1.2268056578662403,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-07,500000.0,2.0,0.0,1.5322271088111759,1.029648877445507,0.9505959952409999,0.49063463903311094,0.22733426291784462,0.0,3.3611185022917884,1.8403570365448911,2.911516190142359,1.3912586904351777e+19,68.09813146405838,1.0003123159640046,1.0049120534051585,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-08,800000.0,2.0,0.0,1.5334149973387932,1.0098780146830515,1.697153869321903,0.5387659193038455,0.20914405591864252,0.0,4.201382084285601,3.3838849633844683,4.2657127477401815,2.084094025080328e+19,72.91270731104444,1.0013570106054956,1.0596009397074213,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-08,300000.0,1.0,0.0,1.5436909157224843,1.0784694661481027,1.1021935978904576,0.4979383761271442,0.1666636946934012,0.0,2.9877333002114437,1.7605420865776211,3.10908329213337,8.375440905184146e+18,79.46636990508063,1.0007480371849484,1.0087198727518611,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-06,300000.0,5.0,0.0,1.5444931240190154,1.1494155135807973,1.575408846506716,0.4820355414965805,0.08236104484373136,0.0,4.391539986882987,3.3171695800091285,4.116518571824318,7.838142577851194e+18,100.34335905334613,1.0001548993364981,1.1596858210519394,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-10,100000.0,0.5,0.0,1.5661341353392895,0.9849658657304633,1.8879087971396429,0.7731409349274365,0.05323207680464289,0.013535806981853776,3.257975072027148,2.4720331304305185,4.2504786690378955,2.7093073730837934e+18,129.62908819734744,1.0054927771553515,1.2693354112155564,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-07,800000.0,3.0,0.0,1.5664097228047893,0.9741619819239273,0.9200155370590529,0.564576430800871,0.2814917704575034,0.0,3.6440916120283395,1.953841463398268,2.8881707082900445,2.2154442797087638e+19,59.49036409716826,1.0002176098112618,1.0042936377938088,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-08,100000.0,1.0,0.0,1.5679052416248298,0.9960574250269566,1.375170172713256,0.7719826247203762,0.044942827562299704,0.0,3.2933113617290313,2.2689723621807376,3.6234086230585447,2.732764130414909e+18,125.61634399780715,1.0007370493574643,1.1889903003932905,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-07,300000.0,3.0,0.0,1.5711966956138033,1.1792240242694119,1.7284076540522766,0.4819073717195287,0.07805358734388754,0.0,4.331751454083909,3.4249816694645085,4.307787061013613,7.801454159702217e+18,101.57761862722909,1.000429402927116,1.1803966333230433,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-07,200000.0,2.0,0.0,1.577003772622621,1.099794185237294,0.8809486225826102,0.5671628842391285,0.11456509773990985,0.0,3.0238003381101555,1.753164369548362,2.8422303697844558,5.585357844611973e+18,90.82965707077511,1.0001599949321973,1.0198727516280421,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-06,100000.0,3.0,0.0,1.577595602408081,1.0034368284421133,1.081289021079804,0.7720833343357564,0.048143485615626015,0.0,3.5152878509954184,2.2990340469116926,3.291028151179293,2.729300577191864e+18,126.22202465920086,1.0001007568913496,1.1953831386798,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-10,800000.0,1.0,0.0,1.5828169565339194,1.0674421368344744,2.078462351922004,0.5370564858486792,0.19919325657909948,0.0,3.9220010609112106,3.711005029428155,4.676658874426034,2.0544952014347895e+19,75.54967506412801,1.0060373638866102,1.1056659215782456,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-09,200000.0,1.0,0.0,1.584594105376549,1.1599154719752869,2.0846728953411158,0.5637094308741731,0.041752076227589766,0.0042778921501419875,3.984687746172473,3.3613489491499866,4.637141485179025,5.215340602955142e+18,115.44650011455019,1.0028401290050741,1.2981020711630695,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-10,500000.0,0.5,0.0,1.5846484528181624,1.0728353397286947,1.4321070393585207,0.493894949635415,0.2372666404923961,0.0,2.6691054650020005,1.7241395743870938,3.478732790742388,1.3980150012041714e+19,66.52588486441039,1.005530313326453,1.0045391179564025,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-09,800000.0,1.0,0.0,1.5906478325873663,0.9922290342909077,1.208956136670565,0.5674266803398379,0.2874573172265315,0.0,3.2054482644581093,1.8817368688944087,3.1972729252641137,2.2221403295061746e+19,58.690291668680864,1.0015062171375582,1.0037740982519991,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-07,100000.0,2.0,0.0,1.5933587974223233,1.0081727432014644,1.353377161710884,0.7737832359011056,0.060356675682935124,0.006440580560151593,3.713067836866765,2.5889504605451674,3.6733359471848535,2.695882620464691e+18,131.85948767648375,1.0002995617617423,1.2845132116316398,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-07,100000.0,2.0,0.0,1.5985363652493965,1.03153245327581,1.0188435426498292,0.770850238995595,0.039155349538100334,0.0,3.2039258734797214,2.0609587911677703,3.1515512074198324,2.7568631501239306e+18,121.29842547016874,1.000158554120201,1.1349316361665367,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-08,500000.0,2.0,0.0,1.6085596050167659,1.190936199692026,1.9068636340182286,0.4618756687736881,0.13472919597594038,0.0,4.309009031192876,3.6481110144374718,4.557785027761761,1.2876232547028607e+19,87.78026244618627,1.0013006105262836,1.1314657252354972,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-09,100000.0,0.5,0.0,1.6201820539081944,1.0564528551904966,1.4864369467181364,0.7702888068907914,0.035038619848776854,0.0,2.7839162510489928,1.9375751308238538,3.6828936600978337,2.7711702007544755e+18,118.62300294214394,1.0023609870693309,1.1137092256877175,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-09,100000.0,1.0,0.0,1.6375675792256177,1.0388340179299724,1.7713560071227383,0.7752416293307961,0.07052794844031218,0.03347428427934643,3.7555900501849577,2.819122981365238,4.175660058562507,2.6694592550620744e+18,136.10289782857353,1.0014348206838182,1.3821809905782638,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-09,200000.0,0.5,0.0,1.6410028448428773,1.1554105308318499,1.3128583070306192,0.5680954760214312,0.1256078297086083,0.0,2.5214197906535016,1.617231304806022,3.3606227704359863,5.617051780368861e+18,88.2520971157901,1.002368156722535,1.0133249719171045,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-06,200000.0,5.0,0.0,1.643939301932562,1.218752213006777,1.653670309172769,0.5627424656200719,0.04466766141676399,0.0,4.424129612641727,3.394497586831039,4.201182294692843,5.207881033277165e+18,115.880033846035,1.0001515847598796,1.2831609174535559,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-10,100000.0,0.5,0.0,1.6578264252151007,1.0495513849219809,2.178754391587349,0.7759819558777755,0.07486065640135098,0.06342605848865748,3.5463902504544333,2.929722457268317,4.630877363870855,2.656780956150628e+18,138.07891753172535,1.0120814525019066,1.476165074626813,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-10,500000.0,1.0,0.0,1.6687281756514525,1.2575201885535454,2.270315166170384,0.46136217454136474,0.12607780702707405,0.0,4.059952372102584,3.9158195258476183,4.929034290598092,1.2725463955170066e+19,90.23052363597081,1.0060297728240364,1.1997734074006767,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-07,200000.0,3.0,0.0,1.6689790429582805,1.2448929230920893,1.7976953028415126,0.563038977169869,0.04277696000976722,7.481920222970895e-05,4.368185350192134,3.484447548657609,4.376616730055259,5.187498234162832e+18,117.04758390673565,1.0004208071675937,1.3109426672787838,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-07,100000.0,3.0,0.0,1.6726745322907774,1.071295026173383,1.451957677692068,0.7756098683277807,0.07482130119140093,0.030388437269837282,4.0312755027849,2.8843093965679927,3.845438541726704,2.6620154022661837e+18,137.2716615703799,1.0002002471291784,1.3950533291811744,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-07,300000.0,2.0,0.0,1.6799826161746974,1.1985634745214473,0.831076464609404,0.5002316749421869,0.1875099559910277,0.0,2.8793349219393423,1.5013800286987036,2.5898025738236985,8.466309029657226e+18,75.08778664803393,1.0001605476864597,1.0035075719771092,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,3e-08,100000.0,1.0,0.0,1.6838831707977757,1.1189036462456174,1.0412770781385874,0.7694347117621585,0.03767889474092499,0.0,2.7436660202078755,1.7580594850501812,3.0785010488992155,2.7920884749243863e+18,114.5526815819548,1.0004216616427055,1.074962623442893,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-08,300000.0,2.0,0.0,1.7101604636746555,1.3282946997922624,2.0503641086297626,0.48041933988446867,0.06510317994752138,0.0,4.380654914293659,3.7875066565024555,4.720795220516379,7.678631007897758e+18,105.59912810229446,1.0012560888208568,1.2659414993760951,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-06,500000.0,3.0,0.0,1.728298397548747,1.2004151512995507,0.7984295093363205,0.4969268932450305,0.2571920299681071,0.0,3.0892090126798855,1.4687670757475657,2.45466089015212,1.4129585291075428e+19,62.841272117504495,1.0001034799342976,1.0017737574852958,0.0
FAST,M1_rescore_baseline,M1,"Same equations as M0, evaluated with P2-only score.",yes,False,none,False,24.0,15,1e-08,500000.0,1.0,0.0,1.7466376952109015,1.215316578617582,1.0123327066717813,0.49837885513385183,0.26065131142803344,0.0,2.757929415760078,1.4386593161370678,2.784343852556653,1.4147189252149504e+19,62.3830201724036,1.0007516198923072,1.001258559182003,0.0
