Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	BA2 (gas, at grain boundary) (g/m3)	BA2O (gas, at grain boundary) (g/m3)	BA2O2 (gas, at grain boundary) (g/m3)	BAMOO4 (gas, at grain boundary) (g/m3)	BAO (gas, at grain boundary) (g/m3)	CS (gas, at grain boundary) (g/m3)	CS2 (gas, at grain boundary) (g/m3)	CS2MOO4 (gas, at grain boundary) (g/m3)	CS2O (gas, at grain boundary) (g/m3)	CS2O2 (gas, at grain boundary) (g/m3)	CSO (gas, at grain boundary) (g/m3)	HE (gas, at grain boundary) (g/m3)	MO (gas, at grain boundary) (g/m3)	MO2 (gas, at grain boundary) (g/m3)	MO2O6 (gas, at grain boundary) (g/m3)	MO3O9 (gas, at grain boundary) (g/m3)	MO4O12 (gas, at grain boundary) (g/m3)	MO5O15 (gas, at grain boundary) (g/m3)	MOO (gas, at grain boundary) (g/m3)	MOO2 (gas, at grain boundary) (g/m3)	MOO3 (gas, at grain boundary) (g/m3)	O (gas, at grain boundary) (g/m3)	O2 (gas, at grain boundary) (g/m3)	O3 (gas, at grain boundary) (g/m3)	PD (gas, at grain boundary) (g/m3)	RH (gas, at grain boundary) (g/m3)	RU (gas, at grain boundary) (g/m3)	TC (gas, at grain boundary) (g/m3)	LIQUID (liquid, at grain boundary) (g/m3)	BA2MOO5 (condensed, at grain boundary) (g/m3)	BA3MOO6 (condensed, at grain boundary) (g/m3)	BAMO2O7 (condensed, at grain boundary) (g/m3)	BAMO3O10 (condensed, at grain boundary) (g/m3)	BAMOO4 (condensed, at grain boundary) (g/m3)	HCP_ORD (condensed, at grain boundary) (g/m3)	CS2MO2O7_S1 (condensed, at grain boundary) (g/m3)	CS2MO2O7_S2 (condensed, at grain boundary) (g/m3)	CS2MO3O10 (condensed, at grain boundary) (g/m3)	CS2MO4O13 (condensed, at grain boundary) (g/m3)	CS2MO5O16 (condensed, at grain boundary) (g/m3)	CS2MO7O22 (condensed, at grain boundary) (g/m3)	CS2MOO4_S1 (condensed, at grain boundary) (g/m3)	CS2MOO4_S2 (condensed, at grain boundary) (g/m3)	CS2O1 (condensed, at grain boundary) (g/m3)	CS2O2 (condensed, at grain boundary) (g/m3)	CS3O (condensed, at grain boundary) (g/m3)	CS4O (condensed, at grain boundary) (g/m3)	CS7O1 (condensed, at grain boundary) (g/m3)	CS7O2 (condensed, at grain boundary) (g/m3)	CSO2 (condensed, at grain boundary) (g/m3)	CSO3 (condensed, at grain boundary) (g/m3)	HALITE (condensed, at grain boundary) (g/m3)	MO2_C11A (condensed, at grain boundary) (g/m3)	MO4O11 (condensed, at grain boundary) (g/m3)	MO8O23 (condensed, at grain boundary) (g/m3)	MO9O26 (condensed, at grain boundary) (g/m3)	MOO2 (condensed, at grain boundary) (g/m3)	MOO3 (condensed, at grain boundary) (g/m3)	PEROVSKITE (condensed, at grain boundary) (g/m3)	ZRO2_TETR (condensed, at grain boundary) (g/m3)	A15_CR3SI (condensed, at grain boundary) (g/m3)	BCC_A2 (condensed, at grain boundary) (g/m3)	C14_LAVES (condensed, at grain boundary) (g/m3)	C15_LAVES (condensed, at grain boundary) (g/m3)	DIAMOND_A4 (condensed, at grain boundary) (g/m3)	DIS_SIG (condensed, at grain boundary) (g/m3)	FCC_A1 (condensed, at grain boundary) (g/m3)	HCP_A3 (condensed, at grain boundary) (g/m3)	HCP_DIS (condensed, at grain boundary) (g/m3)	MC_ETA (condensed, at grain boundary) (g/m3)	MO3TE4 (condensed, at grain boundary) (g/m3)	MOPD2 (condensed, at grain boundary) (g/m3)	MOTE2_A (condensed, at grain boundary) (g/m3)	MOTE2_B (condensed, at grain boundary) (g/m3)	ORTHORHOMBIC_A20 (condensed, at grain boundary) (g/m3)	SIGMA (condensed, at grain boundary) (g/m3)	TETRAGONAL_U (condensed, at grain boundary) (g/m3)	O (gas, matrix) (g/m3)	O2 (gas, matrix) (g/m3)	C1_MO2 (condensed, matrix) (g/m3)	PU2O3 (condensed, matrix) (g/m3)	PUO152 (condensed, matrix) (g/m3)	M2O3_C (condensed, matrix) (g/m3)	U3O8_S1 (condensed, matrix) (g/m3)	U3O8_S2 (condensed, matrix) (g/m3)	U3O8_S3 (condensed, matrix) (g/m3)	U3O8_S4 (condensed, matrix) (g/m3)	U4O9_S1 (condensed, matrix) (g/m3)	U4O9_S2 (condensed, matrix) (g/m3)	U4O9_S3 (condensed, matrix) (g/m3)	UO3 (condensed, matrix) (g/m3)	
280	1955	3.45e+19	0	0	100000	1.9711	1.29e-09	0.0003185	9.792e-05	2.163e-08	0.007339	32.4	0.1898	9.332e-05	0.001048	5.872e-11	2.834e-05	0	2.097e-05	7.72e-16	1.822e-19	3.74e-28	1.405e-28	1.756e-28	6.811e-10	1.021e-09	3.71e-11	0.0008674	1.237e-11	1.133e-24	0.005159	9.487e-09	3.229e-09	1.459e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	876.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
308	1955	3.45e+19	0	0	100000	1.97071	1.462e-09	0.0003534	0.0001063	2.199e-08	0.007966	35.17	0.2061	9.286e-05	0.001113	6.102e-11	3.01e-05	0	2.087e-05	8.38e-16	1.736e-19	3.338e-28	1.525e-28	1.906e-28	7.235e-10	1.061e-09	3.773e-11	0.0009392	1.286e-11	1.152e-24	0.0056	1.03e-08	3.505e-09	1.583e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	964.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
336	1955	3.45e+19	0	0	100000	1.97032	1.651e-09	0.0003906	0.000115	2.23e-08	0.008618	38.05	0.2229	9.216e-05	0.001178	6.323e-11	3.187e-05	0	2.071e-05	9.066e-16	1.65e-19	2.975e-28	1.65e-28	2.062e-28	7.66e-10	1.1e-09	3.826e-11	0.001014	1.332e-11	1.168e-24	0.006058	1.114e-08	3.792e-09	1.713e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
364	1955	3.45e+19	0	0	100000	1.96993	1.856e-09	0.0004298	0.0001238	2.253e-08	0.009282	40.98	0.2401	9.113e-05	0.001242	6.525e-11	3.36e-05	0	2.048e-05	9.764e-16	1.563e-19	2.643e-28	1.777e-28	2.221e-28	8.075e-10	1.135e-09	3.865e-11	0.00109	1.375e-11	1.18e-24	0.006525	1.2e-08	4.084e-09	1.845e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
392	1955	3.45e+19	0	0	100000	1.96954	2.076e-09	0.0004706	0.0001328	2.267e-08	0.009952	43.94	0.2574	8.977e-05	0.001304	6.706e-11	3.527e-05	0	2.017e-05	1.047e-15	1.476e-19	2.342e-28	1.905e-28	2.381e-28	8.476e-10	1.166e-09	3.889e-11	0.001166	1.413e-11	1.187e-24	0.006995	1.286e-08	4.379e-09	1.978e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
420	1955	3.45e+19	0	0	100000	1.96915	2.311e-09	0.000513	0.0001417	2.272e-08	0.01062	46.9	0.2748	8.81e-05	0.001363	6.863e-11	3.686e-05	0	1.98e-05	1.117e-15	1.389e-19	2.069e-28	2.033e-28	2.542e-28	8.86e-10	1.194e-09	3.897e-11	0.001242	1.446e-11	1.19e-24	0.007467	1.373e-08	4.674e-09	2.111e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
448	1955	3.45e+19	0	0	100000	1.96876	2.562e-09	0.000557	0.0001507	2.269e-08	0.01129	49.86	0.2921	8.618e-05	0.001419	6.999e-11	3.838e-05	0	1.937e-05	1.188e-15	1.303e-19	1.824e-28	2.162e-28	2.702e-28	9.226e-10	1.218e-09	3.893e-11	0.001318	1.475e-11	1.188e-24	0.007939	1.46e-08	4.97e-09	2.245e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
476	1955	3.45e+19	0	0	100000	1.96837	2.83e-09	0.0006025	0.0001597	2.26e-08	0.01197	52.84	0.3096	8.408e-05	0.001473	7.117e-11	3.984e-05	0	1.89e-05	1.259e-15	1.22e-19	1.718e-28	2.291e-28	2.864e-28	9.577e-10	1.238e-09	3.877e-11	0.001395	1.499e-11	1.184e-24	0.008413	1.547e-08	5.266e-09	2.379e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
504	1955	3.45e+19	0	0	100000	1.96798	3.115e-09	0.0006498	0.0001687	2.245e-08	0.01265	55.83	0.3271	8.184e-05	0.001525	7.217e-11	4.124e-05	0	1.839e-05	1.33e-15	1.14e-19	1.815e-28	2.42e-28	3.026e-28	9.913e-10	1.255e-09	3.852e-11	0.001472	1.52e-11	1.176e-24	0.008889	1.635e-08	5.564e-09	2.513e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
532	1955	3.45e+19	0	0	100000	1.96759	3.419e-09	0.0006988	0.0001778	2.226e-08	0.01333	58.83	0.3447	7.951e-05	0.001575	7.302e-11	4.258e-05	0	1.787e-05	1.402e-15	1.063e-19	1.913e-28	2.551e-28	3.188e-28	1.024e-09	1.27e-09	3.819e-11	0.001549	1.538e-11	1.166e-24	0.009367	1.723e-08	5.863e-09	2.648e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
560	1955	3.45e+19	0	0	100000	1.9672	3.742e-09	0.0007496	0.0001869	2.203e-08	0.01401	61.85	0.3624	7.711e-05	0.001622	7.374e-11	4.388e-05	0	1.733e-05	1.474e-15	9.905e-20	2.011e-28	2.682e-28	3.352e-28	1.055e-09	1.283e-09	3.78e-11	0.001626	1.553e-11	1.154e-24	0.009847	1.811e-08	6.164e-09	2.784e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
588	1955	3.45e+19	0	0	100000	1.96681	4.086e-09	0.0008023	0.0001961	2.177e-08	0.0147	64.88	0.3801	7.468e-05	0.001668	7.432e-11	4.512e-05	0	1.678e-05	1.546e-15	9.217e-20	2.11e-28	2.813e-28	3.516e-28	1.084e-09	1.293e-09	3.734e-11	0.001704	1.566e-11	1.14e-24	0.01033	1.9e-08	6.466e-09	2.921e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
616	1955	3.45e+19	0	0	100000	1.96642	4.451e-09	0.0008568	0.0002053	2.147e-08	0.01539	67.93	0.398	7.222e-05	0.001712	7.479e-11	4.631e-05	0	1.623e-05	1.619e-15	8.567e-20	2.209e-28	2.945e-28	3.681e-28	1.113e-09	1.301e-09	3.684e-11	0.001782	1.576e-11	1.125e-24	0.01082	1.989e-08	6.77e-09	3.058e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
644	1955	3.45e+19	0	0	100000	1.96603	4.838e-09	0.0009131	0.0002145	2.115e-08	0.01608	70.99	0.4159	6.976e-05	0.001754	7.514e-11	4.745e-05	0	1.568e-05	1.692e-15	7.956e-20	2.308e-28	3.078e-28	3.847e-28	1.141e-09	1.307e-09	3.629e-11	0.00186	1.583e-11	1.108e-24	0.0113	2.079e-08	7.075e-09	3.196e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
672	1955	3.45e+19	0	0	100000	1.96564	5.247e-09	0.0009714	0.0002238	2.081e-08	0.01677	74.06	0.4339	6.731e-05	0.001795	7.538e-11	4.854e-05	0	1.513e-05	1.765e-15	7.383e-20	2.408e-28	3.211e-28	4.013e-28	1.167e-09	1.311e-09	3.57e-11	0.001938	1.588e-11	1.09e-24	0.01179	2.168e-08	7.381e-09	3.334e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.007e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
700	1955	3.45e+19	0	0	100000	1.96525	5.681e-09	0.001031	0.0002331	2.045e-08	0.01747	77.13	0.4519	6.488e-05	0.001834	7.553e-11	4.959e-05	0	1.458e-05	1.838e-15	6.846e-20	2.508e-28	3.344e-28	4.18e-28	1.192e-09	1.314e-09	3.509e-11	0.002017	1.591e-11	1.071e-24	0.01228	2.258e-08	7.687e-09	3.472e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.048e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
728	1955	3.45e+19	0	0	100000	1.96486	6.139e-09	0.001093	0.0002424	2.008e-08	0.01817	80.21	0.4699	6.248e-05	0.00187	7.559e-11	5.059e-05	0	1.404e-05	1.911e-15	6.344e-20	2.608e-28	3.478e-28	4.347e-28	1.216e-09	1.315e-09	3.445e-11	0.002096	1.592e-11	1.052e-24	0.01277	2.349e-08	7.994e-09	3.611e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
756	1955	3.45e+19	0	0	100000	1.96447	6.623e-09	0.001157	0.0002517	1.969e-08	0.01887	83.29	0.488	6.012e-05	0.001906	7.556e-11	5.154e-05	0	1.351e-05	1.985e-15	5.876e-20	2.709e-28	3.611e-28	4.514e-28	1.239e-09	1.314e-09	3.378e-11	0.002175	1.592e-11	1.031e-24	0.01326	2.439e-08	8.302e-09	3.75e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.132e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
784	1955	3.45e+19	0	0	100000	1.96408	7.133e-09	0.001223	0.0002611	1.93e-08	0.01957	86.38	0.5061	5.781e-05	0.001939	7.545e-11	5.245e-05	0	1.3e-05	2.058e-15	5.441e-20	2.809e-28	3.745e-28	4.682e-28	1.261e-09	1.313e-09	3.31e-11	0.002254	1.59e-11	1.011e-24	0.01375	2.529e-08	8.609e-09	3.889e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.174e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
