Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Cs produced (at/m3)	Cs in grain (at/m3)	Cs in intragranular solution (at/m3)	Cs in intragranular bubbles (at/m3)	Cs at grain boundary (at/m3)	Cs released (at/m3)	Cs reacted (at/m3)	I produced (at/m3)	I in grain (at/m3)	I in intragranular solution (at/m3)	I in intragranular bubbles (at/m3)	I at grain boundary (at/m3)	I released (at/m3)	I reacted (at/m3)	Te produced (at/m3)	Te in grain (at/m3)	Te in intragranular solution (at/m3)	Te in intragranular bubbles (at/m3)	Te at grain boundary (at/m3)	Te released (at/m3)	Te reacted (at/m3)	Mo produced (at/m3)	Mo in solution (at/m3)	Mo reacted (at/m3)	Ba produced (at/m3)	Ba in solution (at/m3)	Ba reacted (at/m3)	Tc produced (at/m3)	Tc in solution (at/m3)	Tc reacted (at/m3)	Ru produced (at/m3)	Ru in solution (at/m3)	Ru reacted (at/m3)	Rh produced (at/m3)	Rh in solution (at/m3)	Rh reacted (at/m3)	Pd produced (at/m3)	Pd in solution (at/m3)	Pd reacted (at/m3)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	FIMA (%)	Fuel density (kg/m3)	U235 (at/m3)	U238 (at/m3)	Pu (at/m3)	Pu238 (at/m3)	Pu239 (at/m3)	Pu240 (at/m3)	Pu241 (at/m3)	Pu242 (at/m3)	q (-)	Intergranular vented fraction (/)	Intergranular venting probability (/)	Porosity (/)	Fabrication porosity (/)	Open porosity (/)	Residual porosity (/)	Densification factor (/)	Gap oxygen partial pressure (MPa)	Stoichiometry deviation (/)	Equilibrium stoichiometry deviation (/)	Fuel oxygen partial pressure (MPa)	Fuel oxygen partial pressure - Blackburn (MPa)	Fuel oxygen partial pressure - Kato (MPa)	Fuel oxygen partial pressure - CALPHAD (MPa)	Fuel oxygen potential (KJ/mol)	Fuel oxygen potential - Blackburn (KJ/mol)	Fuel oxygen potential - Kato (KJ/mol)	Fuel oxygen potential - CALPHAD (KJ/mol)	U content (mol/m3)	O content (mol/m3)	O available content (mol/m3)	Pu content (mol/m3)	Mo/Ru in HCP_A3 (/)	Mo in oxide fraction (/)	Mo oxide valence (/)	Ba/Mo in oxide compounds (/)	Ba in oxide fraction (/)	Ba oxide valence (/)	JOG (Cs2MoO4) (/)	JOG (BaMoO4) (/)	
2548	1955.013	3.45e+19	0	0	100000	1.93983578	1.88526e-05	7.405201e+25	4.608872e+25	3.133688e+24	4.295503e+25	1.662224e+25	1.134106e+25	5.379847e+24	3.348326e+24	2.276611e+23	3.120665e+24	1.207598e+24	8.239231e+23	0.1531499	5.379847e+25	3.348326e+25	2.276611e+24	3.120665e+25	1.1761e+25	8.018306e+24	5.359046e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.930509e+25	5.484763e+16	6.930509e+25	3.13297e+25	8.699993e+21	3.1321e+25	1.677246e+25	7.279291e+14	1.677246e+25	6.26594e+25	1.561109e+15	6.26594e+25	1.867123e+25	4.504678e+15	1.867123e+25	5.981124e+25	2.368268e+21	5.980887e+25	2.070791e+23	1.5364e-09	0.003145851	1.305445e+10	1.446902e+10	1.286808e+12	4.252319e-06	3.865352e-11	5.430644e-17	0.5046003	0.5	0.1128132	1	10.81173	1.344493	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02095993	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06016422	0	1.144287e-14	0	1.144287e-14	0	-484.5594	0	-484.5594	0	31085.01	77194.93	52.00112	8709.695	1.106061	1	0	0.4522795	1	2	0	0	
2576	1955.013	3.45e+19	0	0	100000	1.93944936	1.88526e-05	7.486577e+25	4.639718e+25	3.171549e+24	4.322563e+25	1.692456e+25	1.154403e+25	5.438966e+24	3.370735e+24	2.304117e+23	3.140324e+24	1.229562e+24	8.386691e+23	0.1541964	5.438966e+25	3.370735e+25	2.304117e+24	3.140324e+25	1.197712e+25	8.163401e+24	5.417915e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.006668e+25	5.309702e+16	7.006668e+25	3.167398e+25	8.941214e+21	3.166504e+25	1.695678e+25	7.412022e+14	1.695678e+25	6.334796e+25	1.589576e+15	6.334796e+25	1.887641e+25	4.586828e+15	1.887641e+25	6.046851e+25	2.411453e+21	6.04661e+25	2.061605e+23	1.541959e-09	0.003166014	1.286123e+10	1.495436e+10	1.315263e+12	4.283929e-06	3.923033e-11	5.552654e-17	0.5045504	0.5	0.1136405	1	10.93054	1.359268	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02097496	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06055064	0	1.115557e-14	0	1.115557e-14	0	-484.9727	0	-484.9727	0	31091.21	77194.93	52.57218	8711.43	1.106061	1	0	0.4522774	1	2	0	0	
2604	1955.013	3.45e+19	0	0	100000	1.93906294	1.88526e-05	7.567953e+25	4.670249e+25	3.209253e+24	4.349324e+25	1.722878e+25	1.174826e+25	5.498086e+24	3.392916e+24	2.331508e+23	3.159765e+24	1.251663e+24	8.535059e+23	0.1552369	5.498086e+25	3.392916e+25	2.331508e+24	3.159765e+25	1.219461e+25	8.309405e+24	5.476783e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.082828e+25	5.140254e+16	7.082828e+25	3.201826e+25	9.187154e+21	3.200908e+25	1.714109e+25	7.545593e+14	1.714109e+25	6.403653e+25	1.618222e+15	6.403653e+25	1.908159e+25	4.669499e+15	1.908159e+25	6.112578e+25	2.454911e+21	6.112332e+25	2.052598e+23	1.547447e-09	0.003185956	1.267291e+10	1.545027e+10	1.344029e+12	4.315434e-06	3.980946e-11	5.676063e-17	0.5045016	0.5	0.1144652	1	11.04935	1.374042	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02099068	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06093706	0	1.087658e-14	0	1.087658e-14	0	-485.3844	0	-485.3844	0	31097.41	77194.93	53.14324	8713.167	1.106061	1	0	0.4522753	1	2	0	0	
2632	1955.013	3.45e+19	0	0	100000	1.93867652	1.88526e-05	7.649329e+25	4.700469e+25	3.246796e+24	4.375789e+25	1.753488e+25	1.195372e+25	5.557205e+24	3.414871e+24	2.358783e+23	3.178992e+24	1.273902e+24	8.684327e+23	0.1562715	5.557205e+25	3.414871e+25	2.358783e+24	3.178992e+25	1.241347e+25	8.456309e+24	5.535651e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.158987e+25	4.976274e+16	7.158987e+25	3.236255e+25	9.437869e+21	3.235311e+25	1.73254e+25	7.679996e+14	1.73254e+25	6.472509e+25	1.647048e+15	6.472509e+25	1.928677e+25	4.752685e+15	1.928677e+25	6.178304e+25	2.49864e+21	6.178054e+25	2.043765e+23	1.552864e-09	0.003205676	1.248929e+10	1.595685e+10	1.373108e+12	4.346835e-06	4.039091e-11	5.800871e-17	0.5044537	0.5	0.1152872	1	11.16816	1.388817	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.0210071	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06132348	0	1.060562e-14	0	1.060562e-14	0	-485.7944	0	-485.7944	0	31103.6	77194.93	53.71428	8714.904	1.106061	1	0	0.4522732	1	2	0	0	
2660	1955.013	3.45e+19	0	0	100000	1.9382901	1.88526e-05	7.730705e+25	4.730379e+25	3.284176e+24	4.401962e+25	1.784284e+25	1.216041e+25	5.616324e+24	3.4366e+24	2.38594e+23	3.198006e+24	1.296275e+24	8.834487e+23	0.1573002	5.616324e+25	3.4366e+25	2.38594e+24	3.198006e+25	1.263368e+25	8.604104e+24	5.594518e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.235147e+25	4.81756e+16	7.235147e+25	3.270683e+25	9.693435e+21	3.269713e+25	1.750972e+25	7.815222e+14	1.750972e+25	6.541366e+25	1.676049e+15	6.541366e+25	1.949195e+25	4.836381e+15	1.949195e+25	6.244031e+25	2.542637e+21	6.243777e+25	2.0351e+23	1.558212e-09	0.003225179	1.231022e+10	1.647419e+10	1.402498e+12	4.378133e-06	4.097465e-11	5.927078e-17	0.5044069	0.5	0.1161065	1	11.28697	1.403592	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02102421	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0617099	0	1.034241e-14	0	1.034241e-14	0	-486.2029	0	-486.2029	0	31109.81	77194.93	54.28531	8716.642	1.106061	1	0	0.4522711	1	2	0	0	
2688	1955.013	3.45e+19	0	0	100000	1.93790368	1.88526e-05	7.812081e+25	4.759984e+25	3.32139e+24	4.427845e+25	1.815265e+25	1.236832e+25	5.675443e+24	3.458108e+24	2.412976e+23	3.21681e+24	1.318782e+24	8.985529e+23	0.158323	5.675443e+25	3.458108e+25	2.412976e+24	3.21681e+25	1.285523e+25	8.752782e+24	5.653384e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.311306e+25	4.663942e+16	7.311306e+25	3.305111e+25	9.95392e+21	3.304116e+25	1.769403e+25	7.951263e+14	1.769403e+25	6.610222e+25	1.705226e+15	6.610222e+25	1.969713e+25	4.920582e+15	1.969713e+25	6.309757e+25	2.586899e+21	6.309499e+25	2.0266e+23	1.563492e-09	0.003244467	1.213554e+10	1.70024e+10	1.432199e+12	4.409329e-06	4.156066e-11	6.054682e-17	0.5043609	0.5	0.1169231	1	11.40578	1.418366	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.021042	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06209632	0	1.008668e-14	0	1.008668e-14	0	-486.6098	0	-486.6098	0	31116.01	77194.93	54.85632	8718.38	1.106061	1	0	0.4522689	1	2	0	0	
2716	1955.013	3.45e+19	0	0	100000	1.93751726	1.88526e-05	7.893456e+25	4.789285e+25	3.358435e+24	4.453442e+25	1.846429e+25	1.257743e+25	5.734562e+24	3.479395e+24	2.439889e+23	3.235406e+24	1.341423e+24	9.137446e+23	0.1593399	5.734562e+25	3.479395e+25	2.439889e+24	3.235406e+25	1.307811e+25	8.902336e+24	5.712252e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.387466e+25	4.515274e+16	7.387466e+25	3.339539e+25	1.021939e+22	3.338517e+25	1.787834e+25	8.088112e+14	1.787834e+25	6.679079e+25	1.734576e+15	6.679079e+25	1.99023e+25	5.005284e+15	1.99023e+25	6.375484e+25	2.631424e+21	6.375221e+25	2.01826e+23	1.568704e-09	0.003263541	1.19651e+10	1.754157e+10	1.462211e+12	4.440425e-06	4.214892e-11	6.183686e-17	0.5043159	0.5	0.1177372	1	11.52459	1.433141	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02106048	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06248274	0	9.838183e-15	0	9.838183e-15	0	-487.0153	0	-487.0153	0	31122.22	77194.93	55.42733	8720.119	1.106061	1	0	0.4522667	1	2	0	0	
2744	1955.013	3.45e+19	0	0	100000	1.93713084	1.88526e-05	7.974832e+25	4.818287e+25	3.395308e+24	4.478756e+25	1.877773e+25	1.278773e+25	5.793682e+24	3.500465e+24	2.466677e+23	3.253797e+24	1.364194e+24	9.29023e+23	0.1603511	5.793682e+25	3.500465e+25	2.466677e+24	3.253797e+25	1.33023e+25	9.052756e+24	5.771114e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.463625e+25	4.371374e+16	7.463625e+25	3.373968e+25	1.048991e+22	3.372919e+25	1.806265e+25	8.225761e+14	1.806265e+25	6.747935e+25	1.764098e+15	6.747935e+25	2.010748e+25	5.090481e+15	2.010748e+25	6.441211e+25	2.67621e+21	6.440943e+25	2.010077e+23	1.573851e-09	0.003282405	1.179875e+10	1.80918e+10	1.492533e+12	4.471421e-06	4.273942e-11	6.314088e-17	0.5042717	0.5	0.1185487	1	11.6434	1.447916	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02107963	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06286916	0	9.596667e-15	0	9.596667e-15	0	-487.4193	0	-487.4193	0	31128.43	77194.93	55.99832	8721.859	1.106061	1	0	0.4522645	1	2	0	0	
2772	1955.013	3.45e+19	0	0	100000	1.93674442	1.88526e-05	8.056208e+25	4.846991e+25	3.432007e+24	4.50379e+25	1.909296e+25	1.299921e+25	5.852801e+24	3.521318e+24	2.493338e+23	3.271984e+24	1.387096e+24	9.443872e+23	0.1613565	5.852801e+25	3.521318e+25	2.493338e+24	3.271984e+25	1.35278e+25	9.204034e+24	5.829979e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.539785e+25	4.232097e+16	7.539785e+25	3.408396e+25	1.076557e+22	3.407319e+25	1.824697e+25	8.364202e+14	1.824697e+25	6.816792e+25	1.79379e+15	6.816792e+25	2.031266e+25	5.176169e+15	2.031266e+25	6.506937e+25	2.721253e+21	6.506665e+25	2.002046e+23	1.578933e-09	0.00330106	1.163636e+10	1.865319e+10	1.523165e+12	4.502319e-06	4.333213e-11	6.445888e-17	0.5042284	0.5	0.1193576	1	11.76221	1.46269	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02109946	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06325558	0	9.361897e-15	0	9.361897e-15	0	-487.8219	0	-487.8219	0	31134.64	77194.93	56.56929	8723.6	1.106061	1	0	0.4522622	1	2	0	0	
2800	1955.013	3.45e+19	0	0	100000	1.936358	1.88526e-05	8.137584e+25	4.8754e+25	3.468529e+24	4.528547e+25	1.940997e+25	1.321187e+25	5.91192e+24	3.541957e+24	2.519871e+23	3.28997e+24	1.410126e+24	9.598365e+23	0.1623561	5.91192e+25	3.541957e+25	2.519871e+24	3.28997e+25	1.375458e+25	9.356164e+24	5.888844e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.615944e+25	4.097289e+16	7.615944e+25	3.442824e+25	1.104643e+22	3.441719e+25	1.843128e+25	8.503428e+14	1.843128e+25	6.885648e+25	1.82365e+15	6.885648e+25	2.051784e+25	5.262343e+15	2.051784e+25	6.572664e+25	2.766552e+21	6.572387e+25	1.994164e+23	1.58395e-09	0.003319509	1.14778e+10	1.922582e+10	1.554108e+12	4.53312e-06	4.392704e-11	6.579087e-17	0.5041859	0.5	0.120164	1	11.88102	1.477465	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02111995	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.063642	0	9.133644e-15	0	9.133644e-15	0	-488.2231	0	-488.2231	0	31140.85	77194.93	57.14025	8725.341	1.106061	1	0	0.45226	1	2	0	0	
2828	1955.013	3.45e+19	0	0	100000	1.93638558	1.88526e-05	8.21896e+25	4.903518e+25	3.504872e+24	4.553031e+25	1.972874e+25	1.342568e+25	5.971039e+24	3.562385e+24	2.546274e+23	3.307758e+24	1.433284e+24	9.7537e+23	0.1633501	5.971039e+25	3.562385e+25	2.546274e+24	3.307758e+25	1.398263e+25	9.509135e+24	5.947735e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.692103e+25	4.179252e+16	7.692103e+25	3.477252e+25	1.122085e+22	3.47613e+25	1.861559e+25	8.643387e+14	1.861559e+25	6.954504e+25	1.853665e+15	6.954504e+25	2.072302e+25	5.348956e+15	2.072302e+25	6.638391e+25	2.812086e+21	6.638109e+25	1.986427e+23	1.588904e-09	0.003337755	1.132294e+10	1.98098e+10	1.58536e+12	4.563825e-06	4.452413e-11	6.713684e-17	0.5041442	0.5	0.1209679	1	11.99983	1.49224	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02114112	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06361442	0	9.149724e-15	0	9.149724e-15	0	-488.1945	0	-488.1945	0	31140.41	77194.93	57.7116	8725.217	1.106061	1	0	0.4522592	1	2	0	0	
2856	1955.013	3.45e+19	0	0	100000	1.93641316	1.88526e-05	8.300336e+25	4.931347e+25	3.541033e+24	4.577244e+25	2.004924e+25	1.364064e+25	6.030158e+24	3.582603e+24	2.572545e+23	3.325348e+24	1.456569e+24	9.90987e+23	0.1643385	6.030158e+25	3.582603e+25	2.572545e+24	3.325348e+25	1.421195e+25	9.66294e+24	6.006623e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.768263e+25	4.262121e+16	7.768263e+25	3.51168e+25	1.139602e+22	3.510541e+25	1.879991e+25	8.784116e+14	1.879991e+25	7.023361e+25	1.883845e+15	7.023361e+25	2.09282e+25	5.436043e+15	2.09282e+25	6.704117e+25	2.85787e+21	6.703831e+25	1.978831e+23	1.593796e-09	0.003355799	1.117167e+10	2.040521e+10	1.616921e+12	4.594435e-06	4.512338e-11	6.849678e-17	0.5041033	0.5	0.1217694	1	12.11864	1.507014	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02116294	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06358684	0	9.165836e-15	0	9.165836e-15	0	-488.1659	0	-488.1659	0	31139.97	77194.93	58.28294	8725.092	1.106061	1	0	0.4522583	1	2	0	0	
2884	1955.013	3.45e+19	0	0	100000	1.93644074	1.88526e-05	8.381712e+25	4.958891e+25	3.57701e+24	4.60119e+25	2.037146e+25	1.385675e+25	6.089278e+24	3.602613e+24	2.598682e+23	3.342745e+24	1.479978e+24	1.006687e+24	0.1653212	6.089278e+25	3.602613e+25	2.598682e+24	3.342745e+25	1.444252e+25	9.817573e+24	6.065514e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.844422e+25	4.345898e+16	7.844422e+25	3.546109e+25	1.157193e+22	3.544952e+25	1.898422e+25	8.925604e+14	1.898422e+25	7.092217e+25	1.914189e+15	7.092217e+25	2.113338e+25	5.523601e+15	2.113338e+25	6.769844e+25	2.903901e+21	6.769554e+25	1.971374e+23	1.598627e-09	0.003373644	1.102385e+10	2.101216e+10	1.648792e+12	4.62495e-06	4.572478e-11	6.987071e-17	0.5040632	0.5	0.1225684	1	12.23745	1.521789	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02118542	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06355926	0	9.18198e-15	0	9.18198e-15	0	-488.1373	0	-488.1373	0	31139.52	77194.93	58.85428	8724.968	1.106061	1	0	0.4522575	1	2	0	0	
2912	1955.013	3.45e+19	0	0	100000	1.93646832	1.88526e-05	8.463087e+25	4.986151e+25	3.612801e+24	4.624871e+25	2.069539e+25	1.407397e+25	6.148397e+24	3.622417e+24	2.624684e+23	3.359949e+24	1.503511e+24	1.022468e+24	0.1662983	6.148397e+25	3.622417e+25	2.624684e+24	3.359949e+25	1.467433e+25	9.973025e+24	6.124404e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.920582e+25	4.430566e+16	7.920582e+25	3.580537e+25	1.174859e+22	3.579362e+25	1.916853e+25	9.067844e+14	1.916853e+25	7.161074e+25	1.944693e+15	7.161074e+25	2.133855e+25	5.611625e+15	2.133855e+25	6.835571e+25	2.950177e+21	6.835276e+25	1.964051e+23	1.603398e-09	0.003391292	1.087939e+10	2.163074e+10	1.680971e+12	4.655373e-06	4.63283e-11	7.125861e-17	0.5040238	0.5	0.123365	1	12.35626	1.536564	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02120855	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06353168	0	9.198157e-15	0	9.198157e-15	0	-488.1087	0	-488.1087	0	31139.08	77194.93	59.42562	8724.844	1.106061	1	0	0.4522567	1	2	0	0	
2940	1955.013	3.45e+19	0	0	100000	1.9364959	1.88526e-05	8.544463e+25	5.01313e+25	3.648404e+24	4.64829e+25	2.102101e+25	1.429232e+25	6.207516e+24	3.642018e+24	2.65055e+23	3.376963e+24	1.527167e+24	1.038331e+24	0.16727	6.207516e+25	3.642018e+25	2.65055e+24	3.376963e+25	1.490737e+25	1.012929e+25	6.183294e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.996741e+25	4.516149e+16	7.996741e+25	3.614965e+25	1.192597e+22	3.613773e+25	1.935284e+25	9.21083e+14	1.935284e+25	7.22993e+25	1.975358e+15	7.22993e+25	2.154373e+25	5.70011e+15	2.154373e+25	6.901297e+25	2.996696e+21	6.900998e+25	1.956859e+23	1.608109e-09	0.003408745	1.073818e+10	2.226103e+10	1.713458e+12	4.685703e-06	4.693394e-11	7.266048e-17	0.5039851	0.5	0.1241592	1	12.47507	1.551338	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02123233	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.0635041	0	9.214366e-15	0	9.214366e-15	0	-488.08	0	-488.08	0	31138.64	77194.93	59.99696	8724.719	1.106061	1	0	0.4522559	1	2	0	0	
2968	1955.013	3.45e+19	0	0	100000	1.93652348	1.88526e-05	8.625839e+25	5.039832e+25	3.683818e+24	4.67145e+25	2.13483e+25	1.451177e+25	6.266635e+24	3.661416e+24	2.676278e+23	3.393789e+24	1.550945e+24	1.054274e+24	0.1682361	6.266635e+25	3.661416e+25	2.676278e+24	3.393789e+25	1.514161e+25	1.028636e+25	6.242184e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.072901e+25	4.602639e+16	8.072901e+25	3.649393e+25	1.210407e+22	3.648183e+25	1.953716e+25	9.354553e+14	1.953716e+25	7.298787e+25	2.00618e+15	7.298787e+25	2.174891e+25	5.789051e+15	2.174891e+25	6.967024e+25	3.043454e+21	6.966719e+25	1.949796e+23	1.612761e-09	0.003426005	1.060011e+10	2.290313e+10	1.746254e+12	4.715943e-06	4.754167e-11	7.407633e-17	0.5039472	0.5	0.1249511	1	12.59388	1.566113	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02125674	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06347652	0	9.230607e-15	0	9.230607e-15	0	-488.0514	0	-488.0514	0	31138.19	77194.93	60.56831	8724.595	1.106061	1	0	0.4522551	1	2	0	0	
2996	1955.013	3.45e+19	0	0	100000	1.93655106	1.88526e-05	8.707215e+25	5.066259e+25	3.719039e+24	4.694355e+25	2.167724e+25	1.473232e+25	6.325754e+24	3.680615e+24	2.701866e+23	3.410429e+24	1.574842e+24	1.070297e+24	0.1691967	6.325754e+25	3.680615e+25	2.701866e+24	3.410429e+25	1.537707e+25	1.044422e+25	6.301071e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.14906e+25	4.690052e+16	8.14906e+25	3.683822e+25	1.228287e+22	3.682593e+25	1.972147e+25	9.499007e+14	1.972147e+25	7.367643e+25	2.03716e+15	7.367643e+25	2.195409e+25	5.878444e+15	2.195409e+25	7.03275e+25	3.09045e+21	7.032441e+25	1.942859e+23	1.617356e-09	0.003443075	1.04651e+10	2.355713e+10	1.779357e+12	4.746092e-06	4.815148e-11	7.550614e-17	0.5039099	0.5	0.1257406	1	12.71269	1.580888	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02128179	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06344894	0	9.246881e-15	0	9.246881e-15	0	-488.0228	0	-488.0228	0	31137.75	77194.93	61.13965	8724.471	1.106061	1	0	0.4522543	1	2	0	0	
3024	1955.013	3.45e+19	0	0	100000	1.93657864	1.88526e-05	8.788591e+25	5.092413e+25	3.754068e+24	4.717006e+25	2.200783e+25	1.495395e+25	6.384874e+24	3.699616e+24	2.727314e+23	3.426885e+24	1.598859e+24	1.086398e+24	0.1701519	6.384874e+25	3.699616e+25	2.727314e+24	3.426885e+25	1.561371e+25	1.060287e+25	6.359964e+23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.22522e+25	4.778378e+16	8.22522e+25	3.71825e+25	1.246237e+22	3.717004e+25	1.990578e+25	9.644185e+14	1.990578e+25	7.4365e+25	2.068294e+15	7.4365e+25	2.215927e+25	5.968285e+15	2.215927e+25	7.098477e+25	3.137681e+21	7.098163e+25	1.936043e+23	1.621893e-09	0.003459956	1.033303e+10	2.422313e+10	1.812767e+12	4.776151e-06	4.876336e-11	7.694992e-17	0.5038732	0.5	0.1265278	1	12.8315	1.595662	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02130746	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.06342136	0	9.263187e-15	0	9.263187e-15	0	-487.9941	0	-487.9941	0	31137.31	77194.93	61.71099	8724.347	1.106061	1	0	0.4522535	1	2	0	0	
