[-4.578]	[-4.53222]	[-4.48644]	[-4.44066]	[-4.39488]	[-4.3491]	[-4.30332]	[-4.25754]	[-4.21176]	[-4.16598]	[-4.1202]	[-4.07442]	[-4.02864]	[-3.98286]	[-3.93708]	[-3.8913]	[-3.84552]	[-3.79974]	[-3.75396]	[-3.70818]	[-3.6624]	[-3.61662]	[-3.57084]	[-3.52506]	[-3.47928]	[-3.4335]	[-3.38772]	[-3.34194]	[-3.29616]	[-3.25038]	[-3.2046]	[-3.15882]	[-3.11304]	[-3.06726]	[-3.02148]	[-2.9757]	[-2.92992]	[-2.88414]	[-2.83836]	[-2.79258]	[-2.7468]	[-2.70102]	[-2.65524]	[-2.60946]	[-2.56368]	[-2.5179]	[-2.47212]	[-2.42634]	[-2.38056]	[-2.33478]	[-2.289]	[-2.24322]	[-2.19744]	[-2.15166]	[-2.10588]	[-2.0601]	[-2.01432]	[-1.96854]	[-1.92276]	[-1.87698]	[-1.8312]	[-1.78542]	[-1.73964]	[-1.69386]	[-1.64808]	[-1.6023]	[-1.55652]	[-1.51074]	[-1.46496]	[-1.41918]	[-1.3734]	[-1.32762]	[-1.28184]	[-1.23606]	[-1.19028]	[-1.1445]	[-1.09872]	[-1.05294]	[-1.00716]	[-0.96138]	[-0.9156]	[-0.86982]	[-0.82404]	[-0.77826]	[-0.73248]	[-0.6867]	[-0.64092]	[-0.59514]	[-0.54936]	[-0.50358]	[-0.4578]	[-0.41202]	[-0.36624]	[-0.32046]	[-0.27468]	[-0.2289]	[-0.18312]	[-0.13734]	[-0.09156]	[-0.04578]	[0.]	[0.04578]	[0.09156]	[0.13734]	[0.18312]	[0.2289]	[0.27468]	[0.32046]	[0.36624]	[0.41202]	[0.4578]	[0.50358]	[0.54936]	[0.59514]	[0.64092]	[0.6867]	[0.73248]	[0.77826]	[0.82404]	[0.86982]	[0.9156]	[0.96138]	[1.00716]	[1.05294]	[1.09872]	[1.1445]	[1.19028]	[1.23606]	[1.28184]	[1.32762]	[1.3734]	[1.41918]	[1.46496]	[1.51074]	[1.55652]	[1.6023]	[1.64808]	[1.69386]	[1.73964]	[1.78542]	[1.8312]	[1.87698]	[1.92276]	[1.96854]	[2.01432]	[2.0601]	[2.10588]	[2.15166]	[2.19744]	[2.24322]	[2.289]	[2.33478]	[2.38056]	[2.42634]	[2.47212]	[2.5179]	[2.56368]	[2.60946]	[2.65524]	[2.70102]	[2.7468]	[2.79258]	[2.83836]	[2.88414]	[2.92992]	[2.9757]	[3.02148]	[3.06726]	[3.11304]	[3.15882]	[3.2046]	[3.25038]	[3.29616]	[3.34194]	[3.38772]	[3.4335]	[3.47928]	[3.52506]	[3.57084]	[3.61662]	[3.6624]	[3.70818]	[3.75396]	[3.79974]	[3.84552]	[3.8913]	[3.93708]	[3.98286]	[4.02864]	[4.07442]	[4.1202]	[4.16598]	[4.21176]	[4.25754]	[4.30332]	[4.3491]	[4.39488]	[4.44066]	[4.48644]	[4.53222]	[4.578]
[1.51728037]	[1.64075422]	[0.59802599]	[2.62850954]	[0.89097515]	[1.13720186]	[0.09627833]	[1.40530912]	[-0.04427897]	[0.28274851]	[1.01538943]	[0.04250505]	[3.45322489]	[1.28463831]	[3.24742204]	[0.27392192]	[1.02603393]	[0.63022746]	[2.46311132]	[2.2034685]	[-0.33575547]	[2.12291306]	[0.68870365]	[1.81900425]	[1.46179372]	[1.27260077]	[-0.78401657]	[0.29390412]	[0.37391152]	[-0.56661738]	[1.47763843]	[0.98516999]	[0.08052718]	[0.84965478]	[1.66832133]	[0.91170537]	[0.58082681]	[0.53234077]	[0.28275544]	[1.10608481]	[0.31382396]	[-0.5719503]	[-0.57793752]	[1.52383822]	[3.47615712]	[-0.23706972]	[1.13325256]	[0.16989243]	[-0.04706381]	[1.2015466]	[2.32520668]	[1.16813262]	[0.05682563]	[1.21556218]	[0.05679377]	[-1.15803368]	[1.46410708]	[-0.11017027]	[-0.33749302]	[2.10016969]	[1.16305268]	[0.88994612]	[2.61914497]	[0.87037025]	[0.70478244]	[-0.67098195]	[0.84793807]	[0.62654967]	[0.28188783]	[0.91511061]	[1.55296367]	[0.23449842]	[1.86221874]	[0.29165092]	[-0.18501177]	[2.36443426]	[1.2159912]	[1.51217064]	[2.48595725]	[0.9096331]	[0.64291173]	[0.06909082]	[1.70402905]	[0.67100602]	[1.02701679]	[0.18639669]	[0.40052688]	[0.58588301]	[-0.36048895]	[1.63845247]	[-0.53213724]	[3.19085589]	[-0.79265599]	[0.15190803]	[1.83651315]	[-0.58872666]	[0.40907243]	[2.85910875]	[0.51570101]	[2.29697016]	[-0.00679987]	[1.26823243]	[0.18778418]	[2.20837473]	[-0.77938936]	[0.01877628]	[-0.01749497]	[1.29101904]	[3.27901264]	[0.81951485]	[1.90818473]	[2.36361375]	[1.81943034]	[-0.32920392]	[1.5022978]	[1.37929311]	[1.13482975]	[0.98976487]	[3.38662883]	[1.72167992]	[3.34439022]	[-0.16750485]	[-0.27917528]	[0.62118845]	[1.88921333]	[0.4504783]	[0.67760856]	[0.68897419]	[0.01138537]	[1.42274698]	[1.598588]	[1.85572167]	[-0.48623392]	[-0.19971592]	[0.16898064]	[-0.18205167]	[1.06583725]	[0.94330469]	[1.89768635]	[0.80234112]	[2.86819327]	[-0.62181065]	[-1.4482074]	[0.43985808]	[0.81736203]	[-1.25762476]	[-0.29927769]	[-0.39566461]	[-2.05007678]	[1.02717518]	[0.02194402]	[-1.3455096]	[-0.67502633]	[-1.38047504]	[0.28431444]	[-0.08435619]	[-0.30140138]	[0.35633206]	[-2.17457384]	[-1.11423057]	[-0.99013663]	[2.44436042]	[2.39368688]	[-1.7138661]	[2.42068221]	[-2.44456361]	[-1.47057884]	[-2.03199297]	[-0.54288435]	[-3.42119972]	[2.4163751]	[-0.98205649]	[-3.14722116]	[-0.99866316]	[3.09574635]	[-0.60384888]	[-2.41430797]	[-2.37348413]	[3.21580495]	[3.68756678]	[-3.39849764]	[-0.86030732]	[-1.75942977]	[-3.51531631]	[-0.56963553]	[-2.3716899]	[-1.79594963]	[-0.34192002]	[2.7343226]	[2.66387604]	[-4.14249663]	[3.76177303]	[0.10478892]	[-0.64734221]	[-3.78080862]	[0.49570738]	[-1.77641866]	[1.41177544]	[-4.06010182]	[-0.10775218]	[0.34311238]
[-0.90113623]	[-0.02491868]	[0.2028702]	[1.16773347]	[0.16856774]	[0.35140417]	[1.26982393]	[2.30038418]	[1.44589803]	[-0.34262779]	[1.14465472]	[-0.4977174]	[0.20367985]	[0.90889455]	[0.52284204]	[-0.25350641]	[0.18721648]	[0.57707599]	[0.43726038]	[1.22579733]	[0.59077544]	[1.10067709]	[-0.43884477]	[-0.39558367]	[1.30795005]	[0.52529772]	[-0.42870832]	[1.0266]	[0.80347535]	[2.43102785]	[1.20955984]	[0.859965]	[-0.21517884]	[1.53756432]	[0.49534184]	[1.13274743]	[2.41692438]	[2.17201218]	[0.92504047]	[1.50062263]	[1.76640665]	[1.26161404]	[-0.00809023]	[1.22138921]	[-0.22094869]	[0.06409062]	[1.20241659]	[-0.08313513]	[-0.34166917]	[1.06729039]	[1.64930952]	[0.77009464]	[0.04885269]	[1.57379433]	[-0.09509079]	[1.60291878]	[1.30710292]	[0.33859554]	[0.2301792]	[0.00047425]	[1.0216123]	[0.39110974]	[-0.04665538]	[-0.28500788]	[0.21163937]	[1.54830552]	[0.56124923]	[-0.21734494]	[-0.48264147]	[0.51613146]	[0.91665219]	[0.93188247]	[-0.05020103]	[1.70434886]	[1.15351793]	[2.42146276]	[3.46095336]	[0.16012458]	[0.45390877]	[2.22808753]	[0.00959535]	[0.1895718]	[1.31706095]	[0.47535256]	[1.20551338]	[0.44676643]	[3.05861667]	[0.87141661]	[0.09490565]	[1.0207399]	[0.45455548]	[1.63061642]	[0.01351794]	[1.71800383]	[0.87069739]	[0.10486407]	[0.60166041]	[0.09126719]	[1.07741598]	[1.60523956]	[0.15796804]	[-0.5102554]	[1.79457233]	[0.78534152]	[1.57356788]	[1.50741867]	[0.36234034]	[1.65493064]	[0.97236618]	[0.83029116]	[0.92387446]	[-0.45057779]	[0.70356906]	[1.99178349]	[2.3294102]	[-0.52226718]	[-0.15556945]	[-0.08428769]	[1.02272476]	[1.10267856]	[0.63071496]	[0.45145077]	[0.12436608]	[1.15538466]	[0.28291745]	[1.2979676]	[-0.34768791]	[-0.27245231]	[-0.40153439]	[-0.39585206]	[1.17463694]	[1.4952948]	[0.4866457]	[-0.31482854]	[1.47988194]	[0.00336161]	[0.99604459]	[-0.10317013]	[1.44694477]	[0.52261327]	[1.97388934]	[-0.12302959]	[-0.51133028]	[-0.50474214]	[-0.02712169]	[-1.12269761]	[0.38640107]	[-0.90040178]	[-0.89304817]	[-0.76145135]	[0.24749186]	[0.56707126]	[-0.91850933]	[-0.42871054]	[-0.70666348]	[-1.06012262]	[-0.88708308]	[0.56900486]	[0.60660871]	[-0.4246158]	[0.38649455]	[4.27354082]	[-4.19332761]	[4.34252895]	[-1.87998517]	[-4.39131505]	[-4.3816403]	[-2.277198]	[4.54129524]	[-2.62051898]	[4.56682295]	[3.58474294]	[-3.35128494]	[4.56515657]	[-3.6071738]	[-1.5949864]	[-4.43724289]	[3.84943875]	[-3.28731]	[3.53088585]	[-3.88785697]	[-3.68628465]	[4.06254]	[-2.97123361]	[-1.96376863]	[3.84272511]	[4.14054197]	[-1.87601385]	[3.14406115]	[4.27828135]	[-4.50539366]	[-4.49586722]	[3.88114873]	[4.04794997]	[3.93423294]	[4.54268955]	[4.38336223]	[4.48628128]	[4.12329761]	[3.52649523]	[-1.56398817]
[0.04073633]	[0.5227186]	[0.21719769]	[-0.29099494]	[0.13727868]	[-0.41084938]	[1.03134165]	[0.92963333]	[0.72754664]	[0.91208838]	[1.51346354]	[0.10898517]	[1.32760906]	[0.40619377]	[1.10878528]	[0.08231782]	[1.50627435]	[-0.56707472]	[-0.10607018]	[0.72750341]	[1.28505972]	[0.5185649]	[0.46477102]	[0.7514781]	[0.42676501]	[-0.09557668]	[1.2957085]	[0.50236906]	[0.47427328]	[0.29702838]	[-0.05867025]	[1.18495296]	[0.50769868]	[2.11938232]	[-0.33653612]	[0.24600351]	[0.90379746]	[0.41814052]	[0.15787742]	[0.37949418]	[0.46250535]	[-0.06724247]	[-0.07705889]	[1.52847918]	[1.0239508]	[1.72527544]	[0.44834271]	[1.03356514]	[0.78880604]	[0.00424281]	[0.44283304]	[0.91127594]	[0.2032598]	[0.17966325]	[-0.11413531]	[-0.25878249]	[1.63342327]	[1.2736187]	[0.81129249]	[-0.14271238]	[-0.12921402]	[0.08510981]	[0.80677567]	[1.29650821]	[1.52520874]	[-0.18015667]	[0.47512693]	[1.17591524]	[0.33376267]	[1.49416937]	[-0.51182915]	[0.17535877]	[-0.23826288]	[0.03918022]	[-0.3795476]	[-0.07488573]	[0.24750725]	[0.82582483]	[-0.21999715]	[0.03974749]	[1.51717486]	[0.26823912]	[-0.05292767]	[1.33916249]	[-0.0760305]	[1.42063456]	[1.39487863]	[-0.00747261]	[1.27058582]	[1.79780129]	[0.21870982]	[0.6006896]	[1.26550127]	[0.96396804]	[-0.03698841]	[-0.09238702]	[0.82174485]	[0.04255673]	[1.51446259]	[0.69854452]	[0.15073508]	[1.27304216]	[-0.17478184]	[1.34333155]	[0.5251818]	[0.58528986]	[0.94097373]	[0.46423089]	[0.25817285]	[1.10090687]	[0.78744199]	[-0.08287567]	[1.41180531]	[0.28342474]	[1.03105051]	[0.61142796]	[1.13787295]	[0.6034641]	[0.5403791]	[0.28267443]	[1.33001957]	[-0.1013218]	[-0.54560922]	[1.50316197]	[-0.05840505]	[0.87816296]	[1.15672726]	[0.60468119]	[0.19979907]	[0.72747599]	[0.47998879]	[1.57814204]	[1.18958273]	[-0.26688698]	[1.75855117]	[0.94099306]	[0.63065477]	[0.40320758]	[0.84314881]	[1.38173695]	[-0.20932916]	[-0.61670886]	[-0.54412528]	[-0.63054396]	[-0.64064605]	[-0.46477545]	[0.02695036]	[-0.59334202]	[-0.58537733]	[-0.65980852]	[-0.29948745]	[-0.6727077]	[-0.68617005]	[-0.69516715]	[-0.63159403]	[-0.58146718]	[-0.3269655]	[-0.60419263]	[-0.23395005]	[0.03615218]	[-0.36944634]	[-3.12839634]	[2.9045675]	[-2.09210659]	[-2.12283776]	[-4.03012654]	[-1.71267927]	[-3.91655781]	[2.54108014]	[-2.49000981]	[2.97944126]	[2.99373534]	[3.55731067]	[-3.07219312]	[2.7831088]	[-2.70788759]	[3.27190491]	[3.25834999]	[-1.22694706]	[-0.56669064]	[2.56465915]	[-0.99360121]	[-3.07737639]	[2.01916256]	[-3.94686364]	[-2.78353504]	[-2.10674733]	[-1.82421573]	[-2.73425051]	[-3.22976554]	[-4.07771449]	[1.85913755]	[-2.00479646]	[-2.78288224]	[4.16783224]	[-2.65325793]	[2.53275466]	[3.30592156]	[-2.91449653]	[-4.12477899]	[3.28932311]
[0.40426042]	[0.89544572]	[-0.32523385]	[0.59421658]	[1.10071158]	[0.79544598]	[0.87300039]	[0.4075979]	[-0.06261616]	[0.03456502]	[0.28513999]	[-0.12733422]	[1.10425461]	[-0.01154342]	[0.4648145]	[0.45038522]	[-0.02426042]	[0.65029449]	[1.34506283]	[0.06073897]	[0.5594428]	[0.45116186]	[-0.43998979]	[-0.24878493]	[1.35149291]	[0.46220473]	[0.51975633]	[0.39096919]	[1.39066374]	[-0.2203348]	[0.90864167]	[1.41387248]	[0.27195451]	[0.34880279]	[0.3447332]	[0.33537094]	[0.67084356]	[0.54900162]	[0.33425888]	[-0.2813809]	[0.17554953]	[0.15647133]	[0.2420536]	[1.40467114]	[0.52774419]	[0.05378518]	[-0.35017558]	[0.67345994]	[0.29169718]	[0.69984882]	[0.68944363]	[1.83657857]	[-0.50768931]	[0.64985329]	[0.20112653]	[1.11044164]	[-0.07175076]	[1.25385861]	[1.8048184]	[0.43256558]	[1.01280666]	[-0.41189866]	[0.98682612]	[1.3991845]	[0.89694488]	[0.04679198]	[-0.70885491]	[-0.43819594]	[-0.06321482]	[1.44892369]	[0.22093631]	[0.14408997]	[0.40406418]	[0.05101849]	[1.03312746]	[1.14487614]	[-0.45902295]	[1.47283111]	[0.66637499]	[1.14452261]	[0.5717266]	[0.29788147]	[0.3959051]	[1.55054753]	[1.06966815]	[0.99241393]	[0.65567835]	[0.62206413]	[1.32483194]	[0.21032094]	[1.01166402]	[0.26746802]	[0.9903871]	[-0.20517363]	[0.98778677]	[1.03056452]	[1.00574358]	[-0.28385064]	[0.79348449]	[1.2653813]	[0.45862636]	[0.80139738]	[-0.07380376]	[0.57359207]	[0.65412284]	[0.11315657]	[1.1998105]	[0.97629565]	[1.13557732]	[0.30214194]	[0.3783679]	[-0.06145442]	[0.70318399]	[0.6455321]	[1.30829558]	[0.43035759]	[-0.19927148]	[0.86658299]	[0.4227675]	[0.11424666]	[0.76513579]	[0.28715643]	[0.40339192]	[1.82693118]	[0.09798915]	[1.30836248]	[0.51328478]	[0.33105457]	[0.60733846]	[1.44728514]	[0.43011685]	[0.70224031]	[-0.10590927]	[0.26012485]	[0.97510713]	[0.51576855]	[0.35497196]	[0.25546856]	[1.14508112]	[0.22306682]	[0.95879506]	[-0.11933859]	[-0.27736714]	[-0.21514764]	[-0.35219982]	[-0.38662113]	[-0.47560321]	[-0.30428969]	[-0.12186326]	[-0.29512619]	[-0.45624613]	[-0.43641212]	[-0.37483217]	[-0.42341949]	[-0.27147197]	[-0.1651522]	[-0.35546203]	[-0.42658763]	[-0.49082388]	[-0.15898162]	[-0.50012603]	[-3.28136352]	[3.87738409]	[-3.77687973]	[2.32433654]	[3.08693356]	[2.67357356]	[4.44084906]	[1.96042366]	[3.18958482]	[4.22848478]	[-3.34686258]	[3.93198592]	[-2.17184017]	[2.32611944]	[-1.6596292]	[-0.75385472]	[2.71818493]	[-0.87547473]	[-4.57121317]	[-3.84959755]	[-0.90591586]	[1.90973732]	[-1.3900156]	[-3.34911389]	[3.39835914]	[-0.92423606]	[-0.80903944]	[-0.82561162]	[2.31110093]	[-2.34217736]	[-2.57998035]	[-1.33307219]	[-0.84171969]	[-3.50173445]	[3.96588901]	[-0.92192342]	[1.93984981]	[-0.77082998]	[-4.17177788]	[3.72563141]
[0.43216641]	[0.25484488]	[0.21561512]	[-0.08148404]	[1.67595142]	[0.42110986]	[0.76340174]	[0.46958735]	[0.4629496]	[0.54360846]	[-0.18691498]	[0.03128114]	[0.63754576]	[1.01165136]	[-0.29196104]	[-0.14384718]	[-0.37891119]	[1.11541653]	[0.57865032]	[0.07624625]	[0.39321114]	[1.03911133]	[-0.23878567]	[0.40418756]	[0.6098077]	[-0.4762545]	[0.76617493]	[0.06718094]	[0.67370232]	[0.76023421]	[0.38784848]	[-0.06410877]	[0.7364141]	[-0.01100402]	[0.73879879]	[0.2592575]	[1.3883529]	[-0.0062991]	[-0.29114477]	[-0.22704604]	[1.18244924]	[-0.0334029]	[0.93581538]	[0.27735373]	[0.64908326]	[0.58226179]	[-0.11655283]	[-0.03935886]	[0.88621396]	[0.3707762]	[-0.61601151]	[1.28161431]	[0.20737114]	[-0.31184752]	[0.15407195]	[0.46388049]	[0.24766305]	[-0.18263922]	[0.36405446]	[0.71174552]	[0.01435356]	[0.36970069]	[0.42974049]	[0.20908823]	[0.17494479]	[1.254093]	[-0.36138275]	[0.17982693]	[0.73173613]	[0.66344817]	[0.50759961]	[0.25058983]	[0.04043605]	[-0.34393418]	[0.55121923]	[0.32911903]	[0.30328775]	[0.21835768]	[0.46999898]	[0.91260202]	[-0.04922129]	[0.35039521]	[0.30496487]	[1.18972782]	[-0.18768316]	[0.35796126]	[1.39927452]	[-0.20798608]	[0.56452799]	[0.87976566]	[0.33569015]	[0.68686441]	[0.15339623]	[0.41748102]	[0.17358107]	[0.15625835]	[0.42750953]	[-0.13381029]	[0.57827002]	[1.30031965]	[0.35368315]	[0.99155198]	[0.15133486]	[0.22989931]	[1.02961686]	[0.40462409]	[-0.34363127]	[0.90458982]	[0.44155255]	[0.09351704]	[0.78311193]	[0.69963458]	[1.38098229]	[1.25394149]	[0.4160816]	[1.08020605]	[1.01595503]	[1.19582577]	[0.26082775]	[0.01839799]	[0.79937882]	[0.92284687]	[0.36382741]	[-0.05643572]	[1.01951191]	[0.51586589]	[0.21376324]	[0.38907384]	[-0.0878522]	[-0.67477788]	[0.48557405]	[0.13951463]	[-0.0628614]	[1.31083949]	[0.64168941]	[0.53165157]	[1.47046491]	[0.28393872]	[1.14333752]	[-0.00381048]	[0.70354818]	[-0.31789244]	[-0.29145488]	[-0.39232219]	[-0.1820861]	[-0.40179297]	[-0.20947874]	[-0.17231704]	[-0.25885417]	[-0.24269451]	[-0.20949177]	[-0.2680885]	[-0.30927358]	[-0.23395456]	[-0.35855979]	[-0.14829217]	[-0.1492819]	[-0.17366544]	[-0.39422544]	[-0.18475895]	[-0.23766124]	[-1.78330926]	[-3.68398483]	[4.16181193]	[-2.10382648]	[1.76769868]	[-2.9452922]	[-4.30485989]	[-4.266052]	[-3.4543484]	[-2.03607337]	[2.93496059]	[-1.18959803]	[2.07009981]	[-3.11846157]	[-1.60825982]	[-1.59360992]	[2.53066319]	[-1.86536808]	[3.79961957]	[-3.05855069]	[2.13425816]	[-0.5919048]	[-4.44819646]	[2.83601935]	[1.59563316]	[-2.08561753]	[4.33751261]	[-1.76084431]	[-1.26921991]	[2.39654914]	[-2.89464647]	[2.49443932]	[-2.04516249]	[-4.51957668]	[-1.80573379]	[3.58558339]	[2.10437074]	[-2.52121827]	[-1.19837316]	[-1.52495235]
[0.03556699]	[1.43388533]	[0.29400643]	[0.63296673]	[-0.14734171]	[0.10197955]	[0.83775219]	[-0.00154175]	[0.97492627]	[0.31502731]	[0.16715166]	[0.23290449]	[1.36056457]	[0.3378701]	[0.71496765]	[0.22689235]	[0.26550226]	[0.48940338]	[0.02488296]	[0.06778408]	[0.32466483]	[-0.00423715]	[0.85755409]	[-0.05416106]	[0.38948129]	[-0.03820309]	[0.25718576]	[0.29293821]	[0.94790525]	[0.3414633]	[-0.24786823]	[0.61708937]	[0.26597329]	[0.16388847]	[0.45482113]	[0.44782504]	[0.14567076]	[1.29146581]	[-0.13033475]	[0.50741919]	[-0.31762178]	[0.22612387]	[0.21671353]	[0.28187753]	[0.56477857]	[0.54023374]	[0.9383531]	[-0.39798724]	[0.40754984]	[-0.43344748]	[-0.24511769]	[0.48833455]	[0.12984271]	[0.4487438]	[0.03755479]	[0.00276265]	[0.30178395]	[0.44911657]	[0.78474017]	[0.64312497]	[-0.01356931]	[0.28903213]	[0.40019884]	[0.17550297]	[0.50110359]	[-0.102427]	[0.23558027]	[0.58897397]	[-0.00062693]	[0.65777768]	[0.91238529]	[0.53789128]	[0.32895236]	[0.35225423]	[0.59356878]	[-0.22411388]	[0.48022212]	[0.87014929]	[0.33547907]	[-0.33787263]	[0.35613256]	[0.48189225]	[0.23590739]	[0.28302475]	[0.4152955]	[0.27195528]	[0.33039366]	[0.44768654]	[-0.0515831]	[0.50341]	[0.49671587]	[0.16198916]	[0.22260417]	[0.53888234]	[0.26561003]	[1.00382576]	[0.50321803]	[0.522655]	[0.94940874]	[0.948004]	[-0.08740502]	[-0.08800628]	[0.06081403]	[-0.17245147]	[-0.00747273]	[-0.07953352]	[0.4098394]	[-0.07239451]	[0.44856951]	[0.15432642]	[0.92750285]	[0.06126132]	[-0.30790474]	[0.64163328]	[0.50213987]	[-0.12529363]	[0.17034779]	[0.02446654]	[0.4714276]	[0.46227057]	[0.54723381]	[0.40471442]	[0.47189794]	[0.37198027]	[0.53930081]	[0.06528235]	[0.43841626]	[0.44126054]	[-0.20453432]	[0.49596702]	[0.55314971]	[0.92013628]	[0.08764191]	[0.22354481]	[0.5268342]	[0.26792984]	[0.19305212]	[0.20642537]	[0.416521]	[1.12385933]	[0.38075466]	[-0.32270479]	[-0.25119574]	[-0.33943008]	[-0.25004912]	[-0.24069165]	[-0.22329432]	[-0.25008723]	[-0.26351891]	[-0.332253]	[-0.26224426]	[-0.26083482]	[-0.32026227]	[-0.26393169]	[-0.27276858]	[-0.34575442]	[-0.28248634]	[-0.28089082]	[-0.30540496]	[-0.28849599]	[-0.25547751]	[4.30066634]	[-4.10388213]	[3.26068261]	[4.09166706]	[-4.40498252]	[1.84551373]	[1.99475158]	[2.20793619]	[3.02603503]	[2.57537288]	[3.23355613]	[-4.56371816]	[1.63645728]	[-4.00842087]	[2.30651372]	[-3.64855514]	[-2.84456303]	[4.29767589]	[3.08667321]	[3.23768135]	[1.97094026]	[-1.65224231]	[4.11697846]	[3.29691386]	[2.71136378]	[-3.85534305]	[3.50787054]	[3.36319676]	[-0.84994472]	[-3.78444485]	[-4.20298595]	[-1.38326544]	[-0.9348085]	[-0.92357032]	[2.2811902]	[-4.16679197]	[-2.36894323]	[-3.97328531]	[2.43766048]	[1.97687815]
[0.45203401]	[0.23422132]	[0.21228582]	[0.25070456]	[0.16061252]	[0.62955939]	[0.48290226]	[0.50211107]	[0.37267244]	[0.43243082]	[0.30389935]	[-0.36041841]	[0.31754724]	[-0.12885889]	[0.34517287]	[0.2737364]	[-0.33006944]	[0.67078908]	[0.54438801]	[0.19598054]	[0.66897041]	[0.49997655]	[0.11814199]	[0.53773243]	[1.05037468]	[-0.0852659]	[0.44662704]	[0.02969377]	[0.28737632]	[-0.09782076]	[0.32916873]	[0.08820783]	[0.33840794]	[0.4573579]	[-0.13311617]	[0.15796047]	[0.18452254]	[0.09834745]	[0.48842151]	[-0.05863104]	[0.20560395]	[0.38634036]	[0.06468793]	[-0.0759047]	[0.23754727]	[-0.09518922]	[0.55528108]	[-0.12506661]	[0.16148458]	[-0.35430888]	[0.58952604]	[0.0116442]	[0.00840862]	[-0.09146192]	[0.60506503]	[0.37221763]	[0.59016221]	[0.50934922]	[0.35301293]	[0.32188487]	[0.24655513]	[-0.1351968]	[0.53773319]	[-0.36444771]	[0.42439539]	[0.55492905]	[0.33140437]	[0.19623731]	[-0.30722727]	[0.35420784]	[0.13832855]	[0.55097575]	[0.08176658]	[0.05747758]	[0.09613005]	[0.19360202]	[0.2818592]	[0.56519457]	[0.18046715]	[0.00885494]	[0.33053764]	[0.41054576]	[-0.42029699]	[0.13973729]	[0.36350498]	[0.85021485]	[0.24681322]	[0.26343183]	[0.49926456]	[-0.53694268]	[-0.37687582]	[0.60838829]	[0.34225951]	[0.18372834]	[0.3471122]	[0.38144936]	[0.14423605]	[0.57234693]	[-0.4217472]	[0.02783305]	[0.39190658]	[0.06570237]	[-0.11720361]	[0.10199611]	[0.20793633]	[0.00729696]	[0.25251251]	[0.20076189]	[0.55736899]	[0.24895352]	[-0.07518676]	[0.20267233]	[0.27472623]	[0.44213418]	[-0.35304336]	[0.56498227]	[0.40859273]	[0.41514997]	[0.38987014]	[0.33710939]	[0.47064845]	[0.44153844]	[0.38118753]	[0.25023088]	[0.16563279]	[0.43363692]	[0.14197705]	[-0.08348989]	[0.42512853]	[0.44632073]	[0.74514514]	[-0.19473192]	[0.42748112]	[0.4154509]	[0.26094444]	[0.41314317]	[-0.05718484]	[0.0628905]	[0.46780643]	[0.20412925]	[0.25876427]	[-0.27596713]	[-0.29855571]	[-0.29173273]	[-0.30224544]	[-0.37342729]	[-0.32948518]	[-0.31215375]	[-0.36571179]	[-0.35430659]	[-0.29281196]	[-0.32591299]	[-0.28568822]	[-0.36774994]	[-0.3544075]	[-0.31125244]	[-0.30097025]	[-0.3729852]	[-0.36431633]	[-0.35404482]	[-0.29966837]	[-2.31974026]	[-2.92098029]	[4.18616873]	[-2.93461071]	[-1.78306318]	[-4.50662113]	[1.56573134]	[-2.30280425]	[-2.42719211]	[-4.50326742]	[-3.04683075]	[-1.90422393]	[2.62377946]	[1.56341013]	[-3.00747765]	[2.37087365]	[-1.91133282]	[-3.44076593]	[4.46660252]	[-3.30568011]	[-1.78305357]	[2.82937623]	[-1.11940415]	[-2.89009556]	[4.48089044]	[-2.58709275]	[-2.88837356]	[-3.1253681]	[2.97281907]	[3.8370526]	[-2.59183744]	[3.75070149]	[-2.02416501]	[-2.68362234]	[-2.96630727]	[-1.84751856]	[-2.66943221]	[3.15750124]	[-0.59815516]	[-3.03041166]
