0.037	699.2512	5.950675e-05	1.095264e+18
0.036	724.7929081	4.746737e-05	0.0
0.037	751.0441081	4.897546e-05	201528100.0
0.037	777.2953081	5.021117e-05	1410697000.0
0.036	802.8370162	5.849776e-05	44324990000.0
0.037	829.0882162	6.884341e-05	1209169000.0
0.036	854.6299243	9.24739e-05	6420910000.0
0.037	880.8811243	0.0002029682	5441259000.0
0.037	907.1323243	0.0005119283	35267420000.0
0.036	932.6740324	0.001168123	289769400000.0
0.037	994.1432941	0.002416366	3940217000000.0
0.037	1059.881412	0.004793981	63442260000000.0
0.036	1123.842824	0.008053708	308212200000000.0
0.037	1189.580941	0.01278474	2297871000000000.0
0.037	1255.319059	0.02139221	1.099873e+16
0.036	1319.280471	0.03545959	3.80621e+16
0.037	1385.018588	0.05539258	1.340201e+17
0.037	1450.756706	0.09082493	4.073276e+17
0.036	1514.718118	0.1336397	1.204398e+18
0.037	1580.456235	0.1724239	3.458486e+18
0.036	1600.0	0.2036395	4.538973e+18
0.037	1600.0	0.2219566	4.351235e+18
0.037	1600.0	0.235714	4.261967e+18
0.036	1600.0	0.2460646	4.177595e+18
0.037	1600.0	0.2551006	4.112941e+18
0.037	1600.0	0.2623416	4.094336e+18
0.036	1600.0	0.2679652	4.065056e+18
0.037	1600.0	0.2752173	4.027613e+18
0.037	1600.0	0.280442	4.002009e+18
0.036	1600.0	0.2859971	3.974407e+18
0.037	1600.0	0.2888672	3.954775e+18
0.036	1600.0	0.2927007	3.932195e+18
0.037	1600.0	0.2978402	3.902685e+18
0.037	1600.0	0.3017647	3.881321e+18
0.036	1600.0	0.3056467	3.859061e+18
0.037	1600.0	0.3088974	3.838986e+18
0.037	1600.0	0.3120916	3.820572e+18
0.036	1600.0	0.3151139	3.804258e+18
0.037	1600.0	0.3177743	3.788878e+18
0.037	1600.0	0.3205749	3.772718e+18
0.036	1600.0	0.3234816	3.755612e+18
0.037	1600.0	0.327506	3.733223e+18
0.036	1600.0	0.3311871	3.711702e+18
0.037	1600.0	0.3345377	3.692248e+18
0.037	1600.0	0.3368085	3.678763e+18
0.036	1600.0	0.3396185	3.66307e+18
0.037	1600.0	0.343581	3.639969e+18
0.037	1600.0	0.347403	3.618644e+18
0.036	1600.0	0.3504732	3.601229e+18
0.037	1600.0	0.3537045	3.582155e+18
0.037	1600.0	0.3564527	3.566015e+18
0.036	1600.0	0.3583372	3.555041e+18
0.037	1600.0	0.361143	3.538909e+18
0.036	1600.0	0.3637711	3.523662e+18
0.037	1600.0	0.3666421	3.507137e+18
0.037	1600.0	0.3687354	3.494865e+18
0.036	1600.0	0.3706329	3.48403e+18
0.037	1600.0	0.3727804	3.47079e+18
0.037	1600.0	0.3739219	3.464667e+18
0.036	1600.0	0.3758963	3.453567e+18
0.037	1600.0	0.378575	3.437359e+18
0.037	1600.0	0.3808262	3.424386e+18
0.036	1600.0	0.3826877	3.414063e+18
0.037	1600.0	0.3848133	3.401182e+18
0.037	1600.0	0.3862357	3.392492e+18
0.036	1600.0	0.3881943	3.380826e+18
0.037	1600.0	0.3900324	3.36947e+18
0.036	1600.0	0.3921235	3.357652e+18
0.037	1600.0	0.3949261	3.341475e+18
0.037	1600.0	0.3968243	3.329798e+18
0.036	1600.0	0.398433	3.320419e+18
0.037	1600.0	0.3996686	3.313293e+18
0.037	1600.0	0.4005055	3.308436e+18
0.036	1600.0	0.4021459	3.298738e+18
0.037	1600.0	0.4036474	3.289669e+18
0.037	1600.0	0.4054896	3.278818e+18
0.036	1600.0	0.4064047	3.273341e+18
0.037	1600.0	0.4078709	3.264112e+18
0.036	1600.0	0.4094887	3.254665e+18
0.037	1600.0	0.4114171	3.243163e+18
0.037	1600.0	0.4129734	3.233638e+18
0.036	1600.0	0.4140458	3.227854e+18
0.037	1600.0	0.4152935	3.220847e+18
0.037	1600.0	0.4165039	3.213242e+18
0.036	1600.0	0.4183992	3.201971e+18
0.037	1600.0	0.4198951	3.19314e+18
0.037	1600.0	0.421336	3.185027e+18
0.036	1600.0	0.4228009	3.175842e+18
0.037	1600.0	0.4237205	3.169733e+18
0.037	1600.0	0.4247146	3.163567e+18
0.036	1600.0	0.4263444	3.154665e+18
0.037	1600.0	0.4278567	3.145359e+18
0.036	1600.0	0.4288865	3.139257e+18
0.037	1600.0	0.4296998	3.134059e+18
0.037	1600.0	0.4307113	3.127629e+18
0.036	1600.0	0.4324284	3.118127e+18
0.037	1600.0	0.434758	3.104665e+18
0.037	1600.0	0.4362809	3.095514e+18
0.036	1600.0	0.4366781	3.09279e+18
