data_set,obs,group,label,rank,relevance,conditions,bu,T,y,w,pred,lev,cook
C,radius,ZAC,ZAC-Std-73 0.38 ECD50/2,B,3.0,model/model,68.3,1037.25,5.5e-07,1.0,5.909255847456977e-07,0.1160420470575565,0.008459568691046825
C,theta,ZAC,ZAC-Std-73 0.42 Theta,B,3.0,model/model,68.3,1021.05,0.40099999999999997,1.0,2.64105363878768,0.007068822805613184,0.0031547148694446585
C,fraction,ZAC,ZAC-Std-73 0.42 f10,B,3.0,model/model,68.3,1021.05,0.028999999999999998,1.0,0.1823392931986311,0.010947522767623548,0.0028944920327144863
C,theta,ZAC,ZAC-Std-73 0.75 Theta,B,3.0,model/model,68.5,837.05,0.7472,1.0,2.659742996183214,0.00710501536370174,0.0023116138021523278
C,fraction,ZAC,ZAC-Std-73 0.75 f10,B,3.0,model/model,68.5,837.05,0.068,1.0,0.1844158884648016,0.011003574371205976,0.0016770928613943296
C,theta,ZAC,ZAC-Std-73 0.9725 Theta,B,3.0,model/model,95.3,670.8499999999999,2.5980000000000003,1.0,6.488579366084159,0.026078052593760167,0.03649134629030113
C,fraction,ZAC,ZAC-Std-73 0.9725 f10,B,3.0,model/model,95.3,670.8499999999999,0.198,1.0,0.6098421517871288,0.0403872161399828,0.08182795820376788
C,theta,ZAC,ZAC-Std-73 0.9775 Theta,B,3.0,model/model,100.1,666.55,4.644,1.0,7.551595350498782,0.035704895477395956,0.028464938526667587
C,fraction,ZAC,ZAC-Std-73 0.9775 f10,B,3.0,model/model,100.1,666.55,0.35100000000000003,1.0,0.7279550389443091,0.0552963579514271,0.09684399843511961
C,radius,ZAC,ZAC-Std-73 0.9775 ECD50/2,B,3.0,model/model,100.1,666.55,3e-07,1.0,2.2666976567333926e-07,0.019090257540400498,0.0036284914580949675
C,theta,ZAC,ZAC-Std-73 0.9825 Theta,B,3.0,model/model,106.0,662.15,5.116399999999999,1.0,9.078546112397285,0.05310170025557776,0.08152620078466104
C,fraction,ZAC,ZAC-Std-73 0.9825 f10,B,3.0,model/model,106.0,662.15,0.40299999999999997,1.0,0.8976162347108095,0.08223888029642559,0.26275008773099595
C,radius,ZAC,ZAC-Std-73 0.9825 ECD50/2,B,3.0,model/model,106.0,662.15,3e-07,1.0,1.9163241911062255e-07,0.014501922228332673,0.005963744569116433
C,theta,ZAC,ZAC-Std-73 0.9875 Theta,B,3.0,model/model,113.6,657.55,9.524000000000001,1.0,10.0,0.0,0.0
C,fraction,ZAC,ZAC-Std-73 0.9875 f10,B,3.0,model/model,113.6,657.55,0.9440000000000001,1.0,0.999999999,0.0,0.0
C,radius,ZAC,ZAC-Std-73 0.9875 ECD50/2,B,3.0,model/model,113.6,657.55,3e-07,1.0,1.6668782669712627e-07,0.011866439709219653,0.007345731040692643
C,theta,ZAC,ZAC-Std-73 0.9925 Theta,B,3.0,model/model,123.7,652.95,10.0,1.0,10.0,0.0,0.0
C,fraction,ZAC,ZAC-Std-73 0.9925 f10,B,3.0,model/model,123.7,652.95,1.0,1.0,0.999999999,0.0,0.0
C,radius,ZAC,ZAC-Std-73 0.9925 ECD50/2,B,3.0,model/model,123.7,652.95,3e-07,1.0,1.5287386440533081e-07,0.010301431357064546,0.007742435796634551
C,theta,ZAC,ZAC-Std-73 0.9975 Theta,B,3.0,model/model,138.6,648.15,10.0,1.0,10.0,0.0,0.0
C,fraction,ZAC,ZAC-Std-73 0.9975 f10,B,3.0,model/model,138.6,648.15,1.0,1.0,0.999999999,0.0,0.0
C,radius,ZAC,ZAC-Std-73 0.9975 ECD50/2,B,3.0,model/model,138.6,648.15,3.5e-07,1.0,1.419162200169702e-07,0.009773750370213843,0.014678277643638936
C,theta,Cr,ZAC-Cr-63 0 Theta,B,2.0,model/model,60.2,1124.35,3.8979999999999997,0.6666666666666666,1.9702113775302645,0.004089119792557024,0.0008956759701463255
C,fraction,Cr,ZAC-Cr-63 0 f10,B,2.0,model/model,60.2,1124.35,0.016,0.6666666666666666,0.10780126417002939,0.006332841161758096,0.0003963793711539394
C,radius,Cr,ZAC-Cr-63 0 ECD50/2,B,2.0,model/model,60.2,1124.35,5.5e-07,0.6666666666666666,7.726026898594288e-07,0.17685040704442145,0.2932407712462195
C,theta,Cr,ZAC-Cr-63 0.3 Theta,B,2.0,model/model,60.2,1076.4499999999998,0.0214,0.6666666666666666,1.9702113775302648,0.004089119792556947,0.0009153173827518584
C,fraction,Cr,ZAC-Cr-63 0.3 f10,B,2.0,model/model,60.2,1076.4499999999998,0.001,0.6666666666666666,0.10780126417002941,0.00633284116175757,0.000536496023565556
C,theta,Cr,ZAC-Cr-63 0.5 Theta,B,2.0,model/model,60.2,994.25,0.0109,0.6666666666666666,1.9702113775302645,0.004089119792556773,0.0009252072302047282
C,fraction,Cr,ZAC-Cr-63 0.5 f10,B,2.0,model/model,60.2,994.25,0.001,0.6666666666666666,0.10780126417002939,0.006332841161757245,0.0005364960235655279
C,theta,Cr,ZAC-Cr-63 0.7 Theta,B,2.0,model/model,60.2,877.65,0.0676,0.6666666666666666,1.9702113775302645,0.0040891197925578115,0.0008724333849836726
C,fraction,Cr,ZAC-Cr-63 0.7 f10,B,2.0,model/model,60.2,877.65,0.004,0.6666666666666666,0.10780126417002939,0.006332841161758527,0.0005067794620423965
C,theta,Cr,ZAC-Cr-63 0.9675 Theta,B,2.0,model/model,73.4,680.15,1.4416,0.6666666666666666,3.1540289719580845,0.005503173280983159,0.0009538382538141497
C,fraction,Cr,ZAC-Cr-63 0.9675 f10,B,2.0,model/model,73.4,680.15,0.07,0.6666666666666666,0.23933655243978716,0.00852279317850501,0.001823118532850989
C,radius,Cr,ZAC-Cr-63 0.9675 ECD50/2,B,2.0,model/model,73.4,680.15,3e-07,0.6666666666666666,5.024974500849391e-07,0.052237877192647005,0.05406808032793946
C,theta,Cr,ZAC-Cr-63 0.9725 Theta,B,2.0,model/model,75.7,675.95,2.7971,0.6666666666666666,3.411973177500139,0.006001238561016588,0.0001342404869674437
C,fraction,Cr,ZAC-Cr-63 0.9725 f10,B,2.0,model/model,75.7,675.95,0.14300000000000002,0.6666666666666666,0.26799701972223766,0.009294149476840196,0.0010849669586537403
C,radius,Cr,ZAC-Cr-63 0.9725 ECD50/2,B,2.0,model/model,75.7,675.95,3e-07,0.6666666666666666,4.677107910154452e-07,0.04479868034239687,0.031312115988414276
C,theta,Cr,ZAC-Cr-63 0.9775 Theta,B,2.0,model/model,78.5,671.75,4.136,0.6666666666666666,3.750620191594715,0.006758037439611129,5.947461033275988e-05
C,fraction,Cr,ZAC-Cr-63 0.9775 f10,B,2.0,model/model,78.5,671.75,0.239,0.6666666666666666,0.3056244657327461,0.010466207849466348,0.00034793055731459805
C,radius,Cr,ZAC-Cr-63 0.9775 ECD50/2,B,2.0,model/model,78.5,671.75,3e-07,0.6666666666666666,4.2902687655941536e-07,0.037709053448653745,0.015371215408679062
C,theta,Cr,ZAC-Cr-63 0.9825 Theta,B,2.0,model/model,82.0,667.45,5.344600000000001,0.6666666666666666,4.215257037859198,0.007989234470305579,0.0006052953168642984
C,fraction,Cr,ZAC-Cr-63 0.9825 f10,B,2.0,model/model,82.0,667.45,0.392,0.6666666666666666,0.35725078198435534,0.01237296911588988,0.00011232464717071263
C,radius,Cr,ZAC-Cr-63 0.9825 ECD50/2,B,2.0,model/model,82.0,667.45,3e-07,0.6666666666666666,3.85680420338454e-07,0.030933418885101614,0.005482755443015852
C,theta,Cr,ZAC-Cr-63 0.9875 Theta,B,2.0,model/model,86.5,663.05,8.512200000000002,0.6666666666666666,4.887527473698469,0.01017468660442448,0.007975991797784882
C,fraction,Cr,ZAC-Cr-63 0.9875 f10,B,2.0,model/model,86.5,663.05,0.8009999999999999,0.6666666666666666,0.4319474970776077,0.015757590240758287,0.016246468121351162
C,radius,Cr,ZAC-Cr-63 0.9875 ECD50/2,B,2.0,model/model,86.5,663.05,3.5e-07,0.6666666666666666,3.3700422635662696e-07,0.024445752628436415,9.836030126087387e-05
C,theta,Cr,ZAC-Cr-63 0.9925 Theta,B,2.0,model/model,92.4,658.55,9.692200000000001,0.6666666666666666,5.914819597984367,0.014468671622439748,0.01242545939934001
C,fraction,Cr,ZAC-Cr-63 0.9925 f10,B,2.0,model/model,92.4,658.55,0.9620000000000001,0.6666666666666666,0.5460910664427074,0.022407707246269143,0.02974235685227031
C,radius,Cr,ZAC-Cr-63 0.9925 ECD50/2,B,2.0,model/model,92.4,658.55,3e-07,0.6666666666666666,2.8321114317839114e-07,0.01830101376721666,0.00012136004323899298
C,theta,Cr,ZAC-Cr-63 0.9975 Theta,B,2.0,model/model,101.1,654.05,10.0,0.6666666666666666,7.792360750685834,0.025443477024331487,0.007632412357894199
C,fraction,Cr,ZAC-Cr-63 0.9975 f10,B,2.0,model/model,101.1,654.05,1.0,0.6666666666666666,0.7547067500762038,0.039404445644072625,0.01884222867083906
C,radius,Cr,ZAC-Cr-63 0.9975 ECD50/2,B,2.0,model/model,101.1,654.05,2.5e-07,0.6666666666666666,2.202757895988207e-07,0.012146514884906843,0.00024934592588014376
C,theta,ONO,ONO-Std-16 0 Theta,U,3.0,reported/model,15.4,1255.35,0.0,0.25,0.0,0.0,0.0
C,theta,ONO,ONO-Std-16 0.4 Theta,B,3.0,reported/model,15.4,1147.15,0.0,1.0,0.0,0.0,0.0
C,theta,ONO,ONO-Std-16 0.56 Theta,U,3.0,reported/model,15.4,1051.4499999999998,0.0,0.25,0.0,0.0,0.0
C,theta,ONO,ONO-Std-16 0.75 Theta,B,3.0,reported/model,15.4,910.55,0.0,1.0,0.0,0.0,0.0
C,theta,ONO,ONO-Std-16 0.9844 Theta,B,3.0,reported/model,17.1,700.55,0.0,1.0,0.0,0.004564713731575524,0.0
C,theta,ONO,ONO-Std-16 0.996 Theta,B,3.0,reported/model,18.2,686.75,0.0,1.0,0.041344321699459084,0.5654934884260071,0.0004489533837207156
C,theta,ONO,ONO-Std-16 0.9987 Theta,B,3.0,reported/model,18.6,684.15,0.0,1.0,0.07887815640693942,0.16139608362661176,0.00012520659328526146
C,theta,ONO,ONO-Std-37 0 Theta,B,3.0,reported/model,35.3,1221.85,0.0,1.0,0.6708909927328258,0.007977636189565023,0.00031994085439764015
C,theta,ONO,ONO-Std-37 0.2 Theta,B,3.0,reported/model,35.3,1197.55,0.0,1.0,0.6708909927328252,0.007977636189563757,0.00031994085439758795
C,theta,ONO,ONO-Std-37 0.56 Theta,U,3.0,reported/model,35.3,1032.4499999999998,0.0,0.25,0.670890992732826,0.001994409047390799,1.9757259075547105e-05
C,theta,ONO,ONO-Std-37 0.75 Theta,B,3.0,reported/model,35.3,900.15,0.0,1.0,0.6708909927328255,0.007977636189563691,0.0003199408543975856
C,theta,ONO,ONO-Std-37 0.9746 Theta,B,3.0,reported/model,44.1,668.3499999999999,0.0,1.0,1.030235405614011,0.006426264114169924,0.0006058509367353964
C,theta,ONO,ONO-Std-37 0.9947 Theta,B,3.0,reported/model,54.4,649.25,0.0,1.0,1.579686971101773,0.005953319475788536,0.0013183240631294666
C,theta,ONO,ONO-Std-37 0.9982 Theta,B,3.0,reported/model,58.3,647.25,0.0,1.0,1.8348408237254201,0.006036775398691013,0.0018038301870388187
C,fraction,NOI,NOI-Std-76 0.3 Xe area,B,2,reported/literature,72.4,1080.85,0.456949,0.6666666666666666,0.22747142335634546,0.008233973847913233,0.003232723329027259
C,fraction,NOI,NOI-Std-76 0.66 Xe area,B,2,reported/literature,77.3,1080.85,0.501143,0.6666666666666666,0.2891164819451174,0.009929603926108026,0.0033394668496973014
C,fraction,NOI,NOI-Std-76 0.97 Xe area,B,2,reported/literature,83.8,1080.85,0.531478,0.6666666666666666,0.3859486589443427,0.01358475954153764,0.0021683557317852876
C,fraction,NOI,NOI-LG-72 0.05 Xe area,B,1,reported/average,72.0,1023.4499999999999,0.16744,0.3333333333333333,0.2228229158321017,0.0040628404776537255,4.606642753180529e-05
C,fraction,NOI,NOI-LG-72 0.47 Xe area,B,1,reported/average,72.0,1023.4499999999999,0.211633,0.3333333333333333,0.2228229158321017,0.004062840477653731,1.8805571650880927e-06
C,fraction,NOI,NOI-LG-72 0.98 Xe area,B,1,reported/average,72.0,1023.4499999999999,0.26048899999999997,0.3333333333333333,0.2228229158321017,0.004062840477653742,2.1307566127127143e-05
C,fraction,GER,GER-HBR-E02 0.63 Barani area,U,3,model/literature,64.7,977.75,0.15,0.25,0.1469927186489833,0.00253037037909157,6.325008600916051e-08
C,fraction,GER,GER-HBR-E02 0.82 Barani area,U,3,model/literature,71.2,845.4499999999999,0.41,0.25,0.2136895750609038,0.002970328199739772,0.000316667332876364
C,fraction,GER,GER-HBR-E02 0.94 Barani area,U,3,model/literature,88.4,747.75,0.54,0.25,0.4665744689687093,0.006593783879158989,9.906116250677256e-05
C,fraction,GER,GER-HBR-E02 0.95 Barani area,U,3,model/literature,90.8,738.95,0.61,0.25,0.5131630804144474,0.007613300239143664,0.00019935231562531608
C,radius,GER,GER-HBR-E02 1 dA/2,B,3.0,model/model,149.0,692.15,3.2499999999999996e-07,1.0,1.3793501507494108e-07,0.009738414475271868,0.011818970944352481
C,radius,GER,GER-HBR-E02 0.97 dA/2,B,3,model/literature,101.4,720.8499999999999,3.5899999999999997e-07,1.0,2.1839577969150739e-07,0.01796663569388143,0.012526139864845978
C,radius,GER,GER-HBR-E02 0.98 dA/2,B,3,model/literature,110.0,711.55,3.13e-07,1.0,1.7358822943138386e-07,0.013024043500920906,0.008837671322829362
C,fraction,GER,GER-HBR-E02 0.99 Barani area,U,3,model/literature,129.4,701.8499999999999,1.0,0.25,0.999999999,0.0,0.0
C,radius,GER,GER-HBR-E02 0.99 dA/2,B,3.0,model/literature,129.4,701.8499999999999,2.95e-07,1.0,1.476876221652534e-07,0.009972976482511898,0.007509576471396948
