label,score_total,score_swd,score_Nd,score_Nd_drop,score_Rd,score_pressure,score_fdot_prior,score_rizk_gas_shape,score_highT_guard,f_n,K_d,rho_d,fission_rate,Dv_scale,Dg_scale,b_scale,gb_scale,gd_scale,coalescence_d_scale,capture_scale,swD_1p3_1600K,swB_1p3_1600K,Rd_1p3_1600K,Nd_1p3_1600K,Nd_1p3_1400K,Nd_1p3_1725K,Nd_drop_1725_over_1400_log10,swD_3p2_1600K,swB_3p2_1600K,max_f_cap_step_3p2_1600K,capture_fraction_sum_3p2_1600K,capture_raw_sum_3p2_1600K,dt_h,n_modes,use_full_exp,D1_Xe,D2_Xe,D2_Xe_over_Dg_unscaled,D2_Xe_scaled,D2_xe_scale,D3_Xe,Dg,Dv,family,score_swig_diag,trial_number,state
M7_full_trial_00276,2.134964833934815,1.2162303500232203,0.8360235085560497,0.0,0.1311169685424288,0.6725727192127464,0.17119148143965823,0.0,1.4917076002780179,2.2678039062730673e-08,152926.63401967307,18411652001589.363,7.415859374551335e+19,0.15870437786642014,2.4055527355952746,0.6215649155682978,3.9093648866541097,0.8175759724858582,12.409165531132285,0.05995055047331495,1.4229608513588095,2.869717528103957,135.11737126121534,1.377116812977936e+18,2.342940075802265e+18,3.538051061318997e+17,-0.8209970846305996,2.3581016748511394,8.01092785585334,2.959119674329774e-05,0.005559981012709041,0.005559981012709041,12.0,22,0,4.2934800659537927e-19,3.72034338797675e-105,1.5886335817693668e-86,9.000267014848464e-105,2.4192033036345917,1.3719339842919971e-19,1.3628452266848664e-18,3.26806539895376e-21,M7_full,2.230731546456768,276,TrialState.COMPLETE
M7_full_trial_00070,2.1362219110124707,1.4542723634361114,0.384799053497252,0.08311284534258222,0.2496691595493303,0.15347926102546516,0.19752527839898396,0.01639206661975007,1.4690910574568223,1.410184755665648e-08,608180.5464596604,25551342095535.16,7.879438728340958e+19,0.36190074242402526,1.5005370161982483,0.8653215157299062,4.890961078257915,0.3097099348070552,11.0234476481737,0.0990526802115361,0.9841538737067905,4.006248788064323,61.53613164441237,1.0082861971480703e+19,1.3460624856343986e+19,2.9716589582416553e+18,-0.6560662545201003,2.02137239342491,10.498872224252487,8.423342650072771e-05,0.01684174639781445,0.01684174639781445,12.0,22,0,4.2934800659537927e-19,3.834863637347903e-105,3.7286629107191917e-87,2.144419750440922e-105,0.5591906136000052,1.4576961647430774e-19,8.62985282084017e-19,7.45835433955867e-21,M7_full,2.995163522912028,70,TrialState.COMPLETE
M7_full_trial_00085,2.1372883886184546,0.8218658470154361,0.8820625909322495,0.4853159654244803,0.2779640263137064,0.24292215127862354,0.16561218411451029,0.0,0.0,2.4111799657047868e-08,663915.6787097486,47503843519594.89,7.321198607732558e+19,0.1860129589317599,2.2645435833037006,1.062229997263705,3.425060500966958,0.5446301856629312,0.6666231371792102,0.0563141134876984,2.9882245842373925,1.6746287131850623,62.62975189703498,2.903905981159189e+19,3.0823829801736466e+19,2.559855054310739e+19,-0.08067122287293146,5.782531495207566,6.167946554393611,7.007093325645107e-05,0.019700125858864374,0.019700125858864374,12.0,22,0,4.2934800659537927e-19,3.696522708336943e-105,2.497986584408794e-86,1.4108382947402188e-104,3.8166634052004826,1.3544217424305233e-19,1.278991979930607e-18,3.829762487207931e-21,M7_full,2.7026925080534037,85,TrialState.COMPLETE
M7_full_trial_00198,2.157947811473759,0.8421400254600374,0.8977841309524778,0.47646259583101797,0.2843457872831566,0.25581020146012334,0.13606396960669753,0.0,0.0,3.119229560116101e-08,687666.0997503492,49354781982116.88,6.839651503420002e+19,0.16422885095903758,2.1504499572367575,0.7781460897905671,4.609774464552203,0.6727541580631907,0.7582390031795981,0.05425900788044683,3.038107451355621,1.6068892908432046,61.7211241635718,3.0847007423537644e+19,3.3051130168212156e+19,2.6748033947783397e+19,-0.0918944488544244,5.9092454857905565,5.893059909481921,7.02719266416084e-05,0.020986987932969166,0.020986987932969166,12.0,22,0,4.2934800659537927e-19,3.572886920016892e-105,1.2057396176375227e-86,6.702484188931347e-105,1.8759295603174755,1.2653355281327004e-19,1.195395475659032e-18,3.3782984071139695e-21,M7_full,2.6533179576819697,198,TrialState.COMPLETE
M7_full_trial_00139,2.18931540769698,1.5065718622380344,0.43183881705273064,0.13192049309851306,0.19148258621693243,0.15148094144783328,0.15150954425683485,0.029534264449454402,1.0587744254533336,2.7391694116879045e-08,836196.7167705143,10303183268941.809,7.0872793088377274e+19,0.21034930200764668,2.085691113321847,0.35594261816961026,3.5891288354783226,0.7213728605588917,10.116882599637401,0.06173889610099789,0.9666737320099529,3.658180367963059,73.49499654587176,5.813236431864393e+18,7.744004677831102e+18,2.075572141991443e+18,-0.5718277736110662,1.8137920295471814,9.746759539264207,3.341609499777843e-05,0.006332910918196241,0.006332910918196241,12.0,22,0,4.2934800659537927e-19,3.636989594691437e-105,8.741303761690808e-87,4.899174478852826e-105,1.3470411039953698,1.3111466721349797e-19,1.1689520181117765e-18,4.328991545474767e-21,M7_full,2.6494783145371548,139,TrialState.COMPLETE
M7_full_trial_00007,2.2010291847880685,1.0988513594987004,0.7074494711000201,0.45104546732517614,0.18386782984250422,0.23803872339562254,0.12695233887985521,0.020295930557356078,0.0,1.3232546976148561e-08,688501.5263647271,27346154468715.707,6.697648371514685e+19,0.30476844385762764,0.9223028628774821,1.8390849373997757,0.2143984223244645,0.3103570793020443,0.8637253206781185,1.2058578435357483,3.3853187754215184,0.6803764220208489,78.55111385597931,1.6674542132125944e+19,1.8268892302197086e+19,1.3727022963963427e+19,-0.12413585535743338,6.831421151854588,3.524875949452555,0.0005113160053074533,0.16368537246109122,0.16368537246109122,12.0,22,0,4.2934800659537927e-19,3.535602691736756e-105,2.266710023424905e-86,1.2540675239833734e-104,3.5469695928061173,1.2390649487302167e-19,5.102682106041603e-19,6.267637434995045e-21,M7_full,2.322957431480095,7,TrialState.COMPLETE
M7_full_trial_00082,2.2055892922217364,1.5595934327667274,0.40949858043557147,0.07599335775345954,0.19789614794135094,0.16986448541389432,0.19052443861947602,0.0389959602144484,1.2545881512351669,2.0230553083210575e-08,737808.568562974,12209108999636.588,7.75344022329089e+19,0.20443343932278069,2.191104194342014,1.4032319125232793,2.8124564548766156,0.4698255713745539,12.862532708067317,0.09446917892958713,0.8938612456924993,3.5723427630632654,72.14887258891765,5.681890393666806e+18,7.917629812305085e+18,1.6991023837458186e+18,-0.6683756433332498,1.6744515676838485,9.559446727221825,5.3897858941586764e-05,0.008884776193654607,0.008884776193654607,12.0,22,0,4.2934800659537927e-19,3.8040788099600525e-105,2.1463145394535865e-86,1.2293803164586966e-104,3.23174250028644,1.4343864413088148e-19,1.2550352328694242e-18,4.2122191412557665e-21,M7_full,2.5253149358765214,82,TrialState.COMPLETE
M7_full_trial_00027,2.2337492424918355,1.1535014958709526,0.6470052106005375,0.4674643569477548,0.24840725118434265,0.0,0.02183127635557183,0.0,0.4715979122909984,3.408255158521391e-08,330955.4622926976,40419801513617.66,4.754870879439868e+19,2.2346860346307285,0.2903156743491261,0.5401966234538618,2.3704757889987986,0.29766244349759974,1.5358755405408753,0.08026685915406971,1.3781324679102966,3.1677187043835464,64.47226893357009,1.2276752264641036e+19,1.2962242107385547e+19,1.0210258542667092e+19,-0.10364338953200836,2.752602535221331,11.455775697374776,2.587998285561569e-05,0.008650987413510804,0.008650987413510804,12.0,22,0,4.2934800659537927e-19,2.9790078542501616e-105,6.743547867538109e-87,3.488525772828125e-105,1.171036111184142,8.796511126963756e-20,1.501841066626313e-19,4.577566832558662e-20,M7_full,3.70229365544206,27,TrialState.COMPLETE
M7_full_trial_00026,2.245437521167618,1.2354840670661627,0.5371090079583912,0.33613459613722463,0.21807772375411885,0.021608285024988363,0.061909390293226625,0.0,2.175654549506257,2.6474623870591282e-08,382916.16674631665,31300077598870.746,5.7660631520192954e+19,2.8313872330615864,0.3986712555489979,0.30051863734971607,1.2029195779984223,0.2253219873844749,3.9392427331147646,0.056195842305594365,1.2489101639592441,2.768878721218898,67.21517497248848,9.81839703780683e+18,1.110916186260968e+19,5.909297922327238e+18,-0.2741454087080153,2.575665389707602,9.972342308798872,1.8032578973933788e-05,0.00477405298511292,0.00477405298511292,12.0,22,0,4.2934800659537927e-19,3.2805146501404254e-105,4.675421809637343e-87,2.5061204161692537e-105,0.7639412358856489,1.0667216831235697e-19,2.136958361300607e-19,5.81229537453541e-20,M7_full,3.2039649022848335,26,TrialState.COMPLETE
M7_full_trial_00023,2.250724068458156,1.4084645554366226,0.4952446773268745,0.274847701306591,0.18999141754605237,0.10634519093351914,0.027164385853333698,0.0,1.2930973284350644,2.2617522196703793e-07,446987.42342395225,17719875207841.902,5.3227294290442035e+19,0.6300579909079509,0.5481402249600452,0.20192906307557093,0.3352661257166665,0.3062849534963524,5.331857751628862,0.7471580521502409,1.0559897285665194,1.6656921963333529,73.62283819644362,6.317327871490479e+18,7.428089225510647e+18,3.2685691681142886e+18,-0.35651943204352887,2.3230925577396495,5.389260115139313,0.00013368944011513012,0.03209934470766945,0.03209934470766945,12.0,22,0,4.2934800659537927e-19,3.151878584092954e-105,7.957923772471618e-87,4.200339396918435e-105,1.332646320234828,9.847049443731776e-20,2.893185518941364e-19,1.2922076222582186e-20,M7_full,1.6037963696481263,23,TrialState.COMPLETE
