Time (s),Average dC (atm/m^3)
3200000.0,3.080198439252584e+23
3210000.0,3.0802007421847087e+23
3220000.0,3.080201151446432e+23
3230000.0,3.080200784299364e+23
3240000.0,3.080201544316548e+23
3250000.0,3.080200341324157e+23
3260000.0,3.080202978308738e+23
3270000.0,3.080202857909231e+23
3280000.0,3.080202057910452e+23
3290000.0,3.080202168790069e+23
3300000.0,3.080202793337003e+23
3310000.0,3.080202717362796e+23
3320000.0,3.08020934803434e+23
3330000.0,3.080207032546301e+23
3340000.0,3.0802082150399896e+23
3350000.0,3.0802077923968715e+23
3360000.0,3.080204870268441e+23
3370000.0,3.080204768983029e+23
3380000.0,3.080203642698553e+23
3390000.0,3.080203813600019e+23
3400000.0,3.080202352848148e+23
3410000.0,3.0802014638354465e+23
3420000.0,3.0802014435395074e+23
3430000.0,3.0802031650381736e+23
3440000.0,3.080204303297906e+23
3450000.0,3.080203290629292e+23
3460000.0,3.080203405886339e+23
3470000.0,3.080203946770794e+23
3480000.0,3.080202736688577e+23
3490000.0,3.0802023041266625e+23
3500000.0,3.080201107579697e+23
3510000.0,3.0802002030587274e+23
3520000.0,3.0801997405004945e+23
3530000.0,3.08019987490952e+23
3540000.0,3.080199897615501e+23
3550000.0,3.0801987801016374e+23
3560000.0,3.0801979498291916e+23
3570000.0,3.080197190181352e+23
3580000.0,3.080196825605173e+23
3590000.0,3.080199597034551e+23
3600000.0,3.080199323524704e+23
3610000.0,3.0801983421184115e+23
3620000.0,3.0801983909183976e+23
3630000.0,3.0801983396806585e+23
3640000.0,3.08020032220243e+23
3650000.0,3.0802004011768755e+23
3660000.0,3.080200259869291e+23
3670000.0,3.080200609087376e+23
3680000.0,3.0802005735820255e+23
3690000.0,3.0801992859606716e+23
3700000.0,3.080204342668367e+23
3710000.0,3.0801995037213265e+23
3720000.0,3.080197209836457e+23
3730000.0,3.080197499069685e+23
3740000.0,3.0801966451574545e+23
3750000.0,3.080197940059993e+23
3760000.0,3.080197897079089e+23
3770000.0,3.0801972900712484e+23
3780000.0,3.08019744302393e+23
3790000.0,3.0801995992883116e+23
3800000.0,3.080196480503488e+23
3810000.0,3.0801954498269626e+23
3820000.0,3.0801944799311577e+23
3830000.0,3.0801986852029e+23
3840000.0,3.0801985926765486e+23
3850000.0,3.08019832473514e+23
3860000.0,3.080201868361116e+23
3870000.0,3.0802005366010196e+23
3880000.0,3.08019966304705e+23
3890000.0,3.0801977372529206e+23
3900000.0,3.080197403649393e+23
3910000.0,3.0801959581108816e+23
3920000.0,3.080196987374615e+23
3930000.0,3.0801963191496886e+23
3940000.0,3.080196040467079e+23
3950000.0,3.080195924629908e+23
3960000.0,3.0801964724085884e+23
3970000.0,3.080195468545559e+23
3980000.0,3.080195743250381e+23
3990000.0,3.080196811388741e+23
4000000.0,3.080198667492734e+23
4010000.0,3.080199374011928e+23
4020000.0,3.0801988666043726e+23
4030000.0,3.0801980684755465e+23
4040000.0,3.08019769660087e+23
4050000.0,3.0801984772453485e+23
4060000.0,3.080198717298844e+23
4070000.0,3.0802023527028144e+23
4080000.0,3.080202784493623e+23
4090000.0,3.080203058679978e+23
4100000.0,3.080201863778804e+23
4110000.0,3.080201448863083e+23
4120000.0,3.08020382627257e+23
4130000.0,3.08020242373527e+23
4140000.0,3.0802023622691904e+23
4150000.0,3.080201024188146e+23
4160000.0,3.0801995868488656e+23
4170000.0,3.0802002907591706e+23
4180000.0,3.080202684001121e+23
4190000.0,3.08020213581157e+23
4200000.0,3.0802007618392716e+23
4210000.0,3.08020030602933e+23
4220000.0,3.0802006003063803e+23
4230000.0,3.080202193891568e+23
4240000.0,3.0802023380672584e+23
4250000.0,3.080201947229495e+23
4260000.0,3.080200227642756e+23
4270000.0,3.080199135476545e+23
4280000.0,3.0801997808341875e+23
4290000.0,3.080201038263345e+23
4300000.0,3.0802004618723735e+23
4310000.0,3.08020164054863e+23
4320000.0,3.0802014949972864e+23
4330000.0,3.0802023960637265e+23
4340000.0,3.0802028739636785e+23
4350000.0,3.080202654427603e+23
4360000.0,3.080202099771141e+23
4370000.0,3.080202133697112e+23
4380000.0,3.0802010638927184e+23
4390000.0,3.0802049229871797e+23
4400000.0,3.0802032331001e+23
4410000.0,3.080203234735475e+23
4420000.0,3.080202476055236e+23
4430000.0,3.080201551074113e+23
4440000.0,3.080200937124068e+23
4450000.0,3.080202786557716e+23
4460000.0,3.080202669873249e+23
4470000.0,3.080201467082187e+23
4480000.0,3.080202675721788e+23
4490000.0,3.080201524881351e+23
4500000.0,3.0802008129096606e+23
4510000.0,3.080199198583121e+23
4520000.0,3.0802008321761914e+23
4530000.0,3.0802027969367056e+23
4540000.0,3.080201878262688e+23
4550000.0,3.0802006498818685e+23
4560000.0,3.080202238020624e+23
4570000.0,3.0802007535809225e+23
4580000.0,3.0801999298986296e+23
