Time (s),Average dC (atm/m^3)
0.0,0.0
10000.0,4.717466274708788e+22
20000.0,8.366561085164426e+22
30000.0,1.131047114777287e+23
40000.0,1.3736475263806239e+23
50000.0,1.5763944843456268e+23
60000.0,1.747670368221566e+23
70000.0,1.893670873302615e+23
80000.0,2.019113296829365e+23
90000.0,2.127659337479025e+23
100000.0,2.2221897608925508e+23
110000.0,2.3049984085186524e+23
120000.0,2.3779267988086222e+23
130000.0,2.4424666138015505e+23
140000.0,2.4998341179577182e+23
150000.0,2.551032036660249e+23
160000.0,2.5968915234239584e+23
170000.0,2.6381022293949093e+23
180000.0,2.6752500925930744e+23
190000.0,2.7088203549290168e+23
200000.0,2.7392351817724827e+23
210000.0,2.7668540078680245e+23
220000.0,2.7919826207962707e+23
230000.0,2.814887490672055e+23
240000.0,2.8357990098735007e+23
250000.0,2.854923500787213e+23
260000.0,2.872440224728677e+23
270000.0,2.8884996774218262e+23
280000.0,2.9032445819421092e+23
290000.0,2.9167909732044064e+23
300000.0,2.9292547813776364e+23
310000.0,2.9407330996456914e+23
320000.0,2.9513124444212333e+23
330000.0,2.9610749124594693e+23
340000.0,2.9700814166882868e+23
350000.0,2.978401938751243e+23
360000.0,2.9860959457889026e+23
370000.0,2.993210357506236e+23
380000.0,2.9997952265282397e+23
390000.0,3.0058940634945204e+23
400000.0,3.0115463216561843e+23
410000.0,3.0167831098313064e+23
420000.0,3.0216419391795912e+23
430000.0,3.02615101742208e+23
440000.0,3.0303360172149496e+23
450000.0,3.034220479441116e+23
460000.0,3.037828560649002e+23
470000.0,3.041184218636647e+23
480000.0,3.0443025862911654e+23
490000.0,3.0472047859237246e+23
500000.0,3.0499031422847665e+23
510000.0,3.0524154133425125e+23
520000.0,3.054753375654921e+23
530000.0,3.056930077778897e+23
540000.0,3.058958537853276e+23
550000.0,3.060846812289757e+23
560000.0,3.062605701055072e+23
570000.0,3.0642467063258546e+23
580000.0,3.0657764978993014e+23
590000.0,3.067203628910207e+23
600000.0,3.0685336953897596e+23
610000.0,3.069775175467911e+23
620000.0,3.0709332997157596e+23
630000.0,3.072015467840252e+23
640000.0,3.073025604380272e+23
650000.0,3.07396798500072e+23
660000.0,3.0748467440771236e+23
670000.0,3.0756708482096485e+23
680000.0,3.0764372503572204e+23
690000.0,3.077156500412844e+23
700000.0,3.0778233647858254e+23
710000.0,3.078450524862786e+23
720000.0,3.079035301105812e+23
730000.0,3.079582504894308e+23
740000.0,3.080095842012598e+23
750000.0,3.0805739247342865e+23
760000.0,3.081024995135015e+23
770000.0,3.081441632743827e+23
780000.0,3.081830643299651e+23
790000.0,3.0821958220413244e+23
800000.0,3.082538793032652e+23
810000.0,3.082859311616716e+23
820000.0,3.0831615806051705e+23
830000.0,3.0834415341771615e+23
840000.0,3.083702974487097e+23
850000.0,3.0839532916967237e+23
860000.0,3.084180522407089e+23
870000.0,3.084395674098852e+23
880000.0,3.0845982243917487e+23
890000.0,3.084786054280688e+23
900000.0,3.084966964171023e+23
910000.0,3.085131729187793e+23
920000.0,3.0852883906025904e+23
930000.0,3.085436014471379e+23
940000.0,3.085570806681589e+23
950000.0,3.085696335272709e+23
960000.0,3.085818196879928e+23
970000.0,3.085930142850976e+23
980000.0,3.086032951896927e+23
990000.0,3.086130715181241e+23
1000000.0,3.086223523651372e+23
1010000.0,3.0863093522293414e+23
1020000.0,3.0863909220066875e+23
1030000.0,3.086466249033746e+23
1040000.0,3.0865382428059656e+23
1050000.0,3.086605054318395e+23
1060000.0,3.086673115855866e+23
1070000.0,3.0867311831872506e+23
1080000.0,3.0867851724411245e+23
1090000.0,3.086839367592115e+23
1100000.0,3.0868882184499774e+23
1110000.0,3.0869320939065304e+23
1120000.0,3.086973592741277e+23
1130000.0,3.087012980851927e+23
1140000.0,3.087050931010364e+23
1150000.0,3.087087190376438e+23
1160000.0,3.08712288738366e+23
1170000.0,3.087154119747409e+23
1180000.0,3.087184332143557e+23
1190000.0,3.0872094274581704e+23
1200000.0,3.0872378388854815e+23
1210000.0,3.087260064770363e+23
1220000.0,3.087283389144185e+23
1230000.0,3.087302860821764e+23
1240000.0,3.08732046243746e+23
1250000.0,3.0873386719060706e+23
1260000.0,3.0873575348424165e+23
1270000.0,3.087374621528856e+23
1280000.0,3.0873902540726676e+23
1290000.0,3.087403641604712e+23
1300000.0,3.0874174895103916e+23
1310000.0,3.0874282703817874e+23
1320000.0,3.0874405614033103e+23
1330000.0,3.087451785607122e+23
1340000.0,3.0874665891540785e+23
1350000.0,3.087475137233201e+23
1360000.0,3.087483858722753e+23
1370000.0,3.087492672609835e+23
